from_stop,AI,AL,AM,AP,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DL,DV,DW,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FX,FY,GE,GN,GP,GR,HA,HI,HN,HR,HX,IB,IC,IJ,IS,JB,JH,JQ,JS,JX,JZ,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MF,MG,MH,MN,MP,MT,NB,NL,NM,NR,NU,NV,NY,NZ,OD,OP,OS,OW,OZ,PD,PJ,PK,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RH,RK,RL,RN,RX,RZ,SB,SM,SN,SQ,SR,ST,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WT,WV,WW,WZ,XE,XH,XI,XJ,XV,YC,YW,YX,YZ,ZH,ZK,ZM,ZV
HX,899.2,996.6,947.7,184.3,297.7,241.1,177.4,321.1,418.5,145.9,221.2,178.9,108.1,968.9,146.2,237.4,286.2,597.1,1062.5,172.7,118.0,315.5,858.6,658.7,253.0,189.0,681.3,195.6,219.8,263.6,339.3,237.4,100.6,401.2,140.1,315.3,368.6,916.9,332.4,207.2,183.2,0.0,203.9,156.4,421.7,169.3,187.0,257.9,338.0,903.3,768.4,531.9,308.3,358.7,427.7,211.8,1054.1,227.6,433.4,760.3,275.6,416.6,922.4,221.5,236.3,283.5,571.9,160.5,72.0,286.7,969.3,273.1,217.3,195.1,261.4,190.5,107.3,44.9,843.1,845.4,262.9,207.2,135.1,157.9,481.5,562.7,283.1,272.1,873.3,725.1,659.3,273.6,220.3,134.1,640.7,331.3,638.9,296.6,209.1,533.7,237.6,189.7,178.6,287.9,635.2,152.4,331.6,113.8,717.7,586.1,184.5,201.3,253.2,375.3,275.6,557.0,444.7,804.5,220.9,78.0,139.5,261.7,324.9,217.6,526.4,77.8,234.4,231.7,831.9,207.4,159.8,10.0,878.3,43.0,787.1,146.5,214.0,907.9,980.7,92.0,401.7,303.1,231.3,290.4,579.5,383.1,324.4,352.1,187.1,199.6,206.9,175.7
IB,1009.6,985.6,935.7,77.5,409.1,352.5,295.8,432.5,273.1,189.8,332.6,47.3,216.0,1017.0,177.2,208.9,325.7,627.9,898.6,53.5,158.3,170.1,937.3,770.1,364.4,300.4,734.9,307.0,331.2,118.2,450.7,119.3,140.1,440.7,150.5,169.9,223.2,1027.3,163.3,0.0,27.8,204.4,0.0,267.8,461.2,208.8,87.7,205.9,168.9,933.6,850.4,585.5,348.7,473.4,550.4,84.7,920.9,267.1,535.8,842.3,190.6,456.1,970.5,74.3,347.7,323.0,636.4,141.3,171.9,401.4,1017.4,140.1,30.2,168.2,116.0,105.5,146.8,199.0,955.5,881.5,131.4,122.2,97.6,123.1,604.2,606.4,394.5,103.0,983.7,778.7,770.7,128.2,189.2,137.6,694.3,442.7,750.3,211.6,248.6,587.3,131.0,301.1,151.7,118.8,746.6,78.7,186.2,115.6,771.3,639.7,269.4,312.7,130.5,229.9,106.5,610.6,535.4,840.6,333.6,154.3,272.6,376.3,364.4,329.0,565.9,137.3,345.8,346.4,868.0,158.6,156.4,193.8,988.7,203.9,865.8,124.4,328.7,956.0,930.9,141.7,256.3,342.6,93.7,329.9,633.1,497.8,363.9,206.7,226.6,111.3,87.7,65.8
IC,837.4,934.8,885.9,294.4,175.7,175.4,72.1,198.6,468.1,152.1,83.7,271.3,97.5,907.1,244.0,340.1,150.3,510.2,974.7,277.5,233.8,388.7,796.8,583.1,147.4,103.0,594.4,71.6,158.4,336.8,217.3,329.5,150.5,328.6,138.9,388.5,418.2,855.1,334.0,265.3,249.1,157.3,265.3,0.0,349.1,108.6,203.4,360.6,326.2,841.5,706.6,445.0,137.2,238.5,340.8,303.9,992.3,90.1,346.5,698.5,378.1,265.1,860.6,313.6,93.9,147.6,485.0,146.5,173.8,210.3,907.5,358.7,238.1,297.8,327.6,283.1,143.9,184.2,767.8,783.6,355.0,313.9,206.8,174.3,394.6,475.8,214.7,309.3,811.5,638.2,583.7,346.8,323.0,173.4,553.8,237.4,563.3,399.1,100.8,446.8,319.1,29.5,279.2,310.4,559.6,249.4,404.8,228.1,630.8,499.2,61.2,125.7,334.7,424.9,312.8,470.1,357.8,742.7,114.7,190.7,67.3,180.3,252.3,105.6,453.8,168.9,112.4,169.1,770.0,123.0,265.9,146.7,816.5,117.5,725.3,262.6,92.0,846.1,918.9,207.8,451.3,167.2,325.4,217.8,492.6,296.2,188.5,401.7,114.5,288.9,197.0,291.5
IJ,673.0,770.4,721.5,494.1,380.9,449.8,333.5,403.8,711.4,351.8,355.5,471.0,374.7,742.7,443.7,539.8,282.1,345.8,811.2,477.2,433.5,602.4,632.4,468.3,464.1,389.2,519.0,388.3,428.5,579.1,422.5,529.2,350.2,135.8,338.6,566.4,661.5,690.7,577.3,486.7,448.8,452.0,486.7,377.5,0.0,285.2,429.2,560.3,569.5,677.1,542.2,280.6,304.2,443.7,245.5,503.6,827.9,304.8,230.9,534.1,577.8,321.1,696.2,513.3,343.9,279.4,393.1,346.2,436.2,336.0,743.1,564.9,470.3,497.5,566.0,482.8,343.6,446.6,655.4,619.2,554.7,513.6,414.7,392.8,299.3,311.4,337.1,537.7,647.1,473.8,468.9,576.2,522.7,381.8,389.4,299.7,448.5,598.8,327.1,282.4,518.8,407.1,478.9,553.5,444.8,466.3,582.7,429.3,508.6,334.8,326.9,418.2,534.4,668.2,541.2,305.7,230.5,578.3,291.9,401.9,351.1,366.2,118.7,375.7,261.0,381.6,337.2,439.2,605.6,340.7,465.6,441.4,652.1,451.5,560.9,464.8,361.6,681.7,754.5,407.5,694.6,299.0,525.1,154.0,328.2,257.7,320.3,645.0,266.6,488.6,398.4,491.2
IS,769.0,866.4,817.5,208.8,245.8,245.5,86.9,269.2,384.3,66.5,153.8,185.7,89.4,838.7,158.4,254.5,116.8,441.8,907.1,191.9,148.2,317.1,728.4,564.3,217.5,173.1,526.0,141.7,228.5,293.8,287.4,243.9,64.9,231.8,53.3,281.1,334.4,786.7,266.4,201.4,163.5,166.7,201.4,111.1,252.3,0.0,143.9,275.0,258.6,773.1,638.2,376.6,138.9,308.6,341.5,218.3,923.9,58.2,326.9,630.1,292.5,247.2,792.2,228.0,164.0,114.1,416.6,60.9,150.9,230.9,839.1,279.6,185.0,212.2,280.7,197.5,58.3,161.3,751.4,715.2,269.4,228.3,129.4,107.5,395.3,407.4,235.3,252.4,743.1,569.8,564.9,290.9,237.4,96.5,485.4,258.0,544.5,313.5,39.7,378.4,233.5,140.7,193.6,268.2,540.8,181.0,297.4,144.0,562.4,430.8,60.5,252.9,249.1,341.1,255.9,401.7,326.5,674.3,124.7,116.6,63.7,200.9,155.5,175.7,357.0,96.3,171.9,239.2,701.6,55.4,180.3,156.1,748.1,166.2,656.9,179.5,162.1,777.7,850.5,122.2,367.5,133.7,239.8,121.0,424.2,353.7,155.0,317.9,17.7,203.3,113.1,205.9
JB,916.4,986.0,967.6,99.9,355.8,301.9,243.6,378.7,332.2,131.0,301.2,68.6,179.5,988.8,193.5,198.9,266.9,589.2,902.3,74.8,149.5,229.2,878.5,716.8,313.8,249.8,676.1,256.4,280.6,179.7,400.1,159.9,112.4,381.9,82.6,229.0,282.3,936.8,195.6,84.3,46.4,192.3,87.6,261.9,402.4,156.6,0.0,195.9,201.2,923.2,785.6,526.7,289.9,416.8,491.6,134.3,924.6,208.3,477.0,777.5,180.6,394.6,939.6,144.0,319.0,264.2,566.7,73.4,157.1,344.8,986.5,195.6,80.5,180.5,155.8,98.2,105.8,184.2,905.0,865.3,185.4,112.2,82.2,66.9,545.4,557.5,341.2,135.3,893.2,719.9,720.1,187.3,179.2,89.9,635.5,389.4,699.7,201.6,180.5,528.5,153.4,291.5,173.3,151.1,696.0,45.9,245.3,100.8,712.5,580.9,211.3,259.4,169.0,289.0,138.8,551.8,476.6,824.4,287.1,139.5,204.5,317.5,305.6,278.4,507.1,121.9,322.0,295.8,849.1,108.0,164.4,179.0,898.2,189.1,807.0,112.4,272.1,927.8,928.6,126.9,315.4,283.8,161.3,271.1,571.6,441.2,302.4,265.8,167.8,104.6,19.8,91.5
JH,1040.5,1112.7,1089.0,137.0,517.3,437.5,358.4,540.2,256.8,252.4,425.3,176.4,296.6,1110.2,100.8,26.8,388.3,713.3,1029.0,170.2,151.5,245.3,999.9,829.6,489.0,385.4,797.5,413.2,416.2,226.6,558.9,155.7,202.7,503.3,246.8,182.9,206.9,1058.2,341.3,204.7,192.1,239.6,204.7,382.6,523.8,271.4,177.9,0.0,305.3,1044.6,909.7,648.1,410.4,580.1,613.0,149.7,1051.3,329.7,598.4,901.6,37.0,518.7,1063.7,156.2,435.5,385.6,688.1,237.6,245.2,502.4,1110.6,207.8,223.1,58.3,226.6,84.0,209.4,234.8,1014.3,986.7,122.9,65.0,167.7,200.2,666.8,678.9,506.8,277.3,1014.6,841.3,830.2,219.1,47.4,229.4,756.9,520.7,809.8,58.0,311.2,649.9,188.3,412.2,73.9,265.6,806.1,131.9,218.0,146.4,833.9,702.3,332.0,397.7,162.2,213.6,248.7,673.2,598.0,945.8,396.2,234.8,335.2,472.4,427.0,447.2,628.5,214.6,443.4,428.1,973.1,275.5,110.4,249.7,1019.6,282.7,928.4,139.8,433.6,1049.2,1058.0,173.3,240.0,405.2,175.4,392.5,695.7,625.2,426.5,190.4,289.2,77.4,197.8,146.3
JQ,1087.5,1060.2,1013.6,189.8,509.3,452.7,387.6,532.7,215.3,281.6,454.5,158.5,327.2,1094.9,268.7,340.8,417.5,705.8,976.5,164.7,273.4,112.3,1036.9,885.7,464.6,400.6,833.0,407.2,431.4,62.8,550.9,185.4,251.3,532.5,233.2,112.1,165.4,1105.2,7.8,143.2,139.0,315.6,146.5,368.0,553.0,300.6,180.5,281.6,0.0,1011.5,946.7,677.3,440.5,570.3,642.2,193.2,998.8,358.9,627.6,938.6,237.0,547.9,1048.4,170.7,464.7,414.8,707.1,224.0,283.1,498.3,1095.3,82.3,156.3,259.7,101.8,237.4,256.4,310.2,1032.6,959.4,226.3,254.1,205.5,217.5,696.0,684.3,494.7,74.0,1061.6,848.7,870.9,70.4,321.1,245.5,793.9,542.9,865.9,216.0,348.4,686.9,243.3,401.3,243.2,24.5,862.2,189.9,128.4,226.8,822.6,739.3,373.4,412.9,258.9,172.1,77.0,763.2,627.2,918.5,425.4,265.5,372.4,499.9,456.2,429.2,657.7,245.2,472.6,443.3,945.9,258.8,247.9,305.0,1066.6,315.1,965.4,228.7,425.6,1033.9,1005.5,252.9,198.5,434.4,226.8,421.7,732.7,594.7,455.7,148.9,318.4,246.5,170.4,181.4
JS,104.1,141.4,92.5,981.0,823.2,692.0,807.0,846.1,1196.4,853.9,805.8,1013.6,799.3,111.5,946.9,1031.9,811.0,457.1,196.1,1007.4,935.3,1089.3,94.1,377.2,719.8,746.3,391.6,780.2,722.2,1065.1,864.8,1016.1,852.3,604.5,840.7,1053.3,1146.5,121.8,1062.3,967.1,950.9,859.1,967.1,762.6,652.1,810.4,905.2,1052.4,1054.5,0.0,159.5,476.0,789.2,886.0,597.7,990.5,198.9,843.9,567.4,190.6,1055.0,875.0,65.0,1000.2,816.0,813.7,437.5,848.3,875.6,765.8,111.9,1051.8,939.9,989.6,1055.9,969.7,845.7,886.0,165.7,225.3,1046.6,986.4,908.6,876.1,638.0,422.7,762.2,1037.6,78.2,320.0,309.5,1063.1,1014.8,875.2,265.0,690.6,395.0,1034.0,802.6,374.6,1005.7,795.9,973.1,1038.7,341.2,993.9,1069.6,973.1,312.6,345.0,814.1,680.4,1021.3,1153.2,1041.1,449.1,578.7,162.2,850.5,892.5,769.1,821.2,634.5,744.7,480.3,870.7,791.7,757.3,153.6,824.8,956.5,848.5,83.2,819.3,157.5,962.5,771.3,50.5,125.5,909.6,1179.6,794.2,1012.0,669.8,326.1,628.4,822.5,1130.0,828.2,975.5,898.8,990.3
JX,173.9,271.3,222.4,971.6,675.4,682.6,797.6,698.3,1100.0,844.5,796.4,1004.2,789.9,243.6,937.5,1022.5,663.2,360.7,326.0,998.0,925.9,1020.6,133.3,310.4,710.4,736.9,295.2,770.8,712.8,968.7,717.0,1006.7,842.9,508.1,831.3,1020.4,1050.1,191.6,965.9,957.1,941.5,849.7,960.4,753.2,555.7,801.0,893.1,1043.0,958.1,178.0,0.0,379.6,640.6,736.4,501.3,981.1,328.8,834.5,471.0,94.2,1045.6,727.2,197.1,990.8,811.5,665.9,341.1,838.9,849.5,756.4,244.0,990.6,929.9,980.2,961.7,960.3,836.3,876.6,156.0,136.3,1037.2,977.0,899.2,866.7,541.6,326.3,752.8,941.2,148.0,223.6,272.5,978.7,1005.4,865.8,168.6,601.2,284.8,1024.6,793.2,278.2,996.3,786.5,963.7,942.3,331.8,984.5,1036.7,963.7,216.2,248.6,804.7,671.0,1011.9,1056.8,944.7,352.7,482.3,152.8,841.1,883.1,759.7,777.9,538.1,733.8,383.9,861.3,782.3,751.2,144.3,815.4,947.1,839.1,153.0,809.9,41.1,953.1,761.9,182.6,255.4,900.2,1083.2,646.4,1000.6,573.4,229.7,532.0,674.7,1033.6,818.8,969.4,889.4,980.9
JZ,486.9,584.3,535.4,608.2,352.1,379.1,430.9,375.0,788.9,465.9,382.9,585.1,486.4,556.6,557.8,653.9,339.9,221.7,687.1,591.3,547.6,709.5,446.3,251.0,402.7,386.1,198.3,407.3,395.7,657.6,393.7,643.3,464.3,202.8,452.7,709.3,739.0,504.6,654.8,600.8,562.9,566.1,600.8,446.0,250.4,399.3,543.3,674.4,647.0,491.0,356.1,0.0,318.1,414.9,213.2,617.7,641.8,418.9,168.2,348.0,691.9,403.9,510.1,627.4,371.3,342.6,136.9,460.3,550.3,307.2,557.0,679.0,584.4,611.6,648.4,596.9,457.7,560.7,469.3,433.1,668.8,627.7,528.8,506.9,253.5,187.3,308.3,630.1,461.0,214.0,269.6,667.6,636.8,495.9,203.3,270.9,231.2,712.9,441.2,158.3,632.9,475.6,593.0,631.2,227.5,580.4,725.6,543.4,187.9,210.7,455.9,347.2,648.5,745.7,633.6,27.3,156.9,392.2,382.0,516.0,456.2,367.1,232.8,342.9,205.4,495.7,334.1,406.4,419.5,454.8,579.7,555.5,466.0,506.4,374.8,578.9,358.5,495.6,568.4,521.6,772.1,323.1,639.2,268.1,204.1,228.9,351.4,722.5,380.7,602.7,512.5,605.3
KE,718.1,816.4,767.5,356.1,115.1,145.5,144.9,138.5,541.7,213.5,100.9,332.7,217.4,788.7,305.4,401.5,21.7,390.9,857.2,338.9,295.2,462.3,678.4,544.3,131.2,84.9,476.0,109.7,124.2,410.4,156.7,390.9,211.9,238.8,200.3,462.9,491.8,736.7,408.4,348.4,310.5,277.2,351.7,148.4,259.3,146.9,288.2,422.0,400.6,723.1,587.3,326.6,0.0,176.1,222.4,365.3,873.9,147.9,228.1,579.2,439.5,85.7,741.3,375.8,47.6,24.4,366.6,207.9,277.9,91.0,788.2,426.6,328.9,359.2,403.4,344.5,205.3,305.0,702.2,665.2,416.4,375.3,276.4,254.5,276.2,357.4,96.3,382.9,693.1,519.8,571.9,420.4,384.4,243.5,435.4,125.1,525.4,460.5,196.6,328.4,380.5,178.0,340.6,384.0,521.7,328.0,478.4,291.8,512.4,380.8,169.6,113.9,396.9,498.5,386.4,351.7,239.4,624.3,63.8,263.6,181.9,28.4,162.5,72.5,364.0,243.3,32.9,138.2,651.7,243.8,327.3,266.6,698.1,238.3,606.9,331.7,56.4,727.7,800.5,269.2,524.9,4.9,392.3,128.0,373.3,176.9,33.2,475.3,128.3,353.6,260.1,352.9
KF,821.3,918.7,869.8,470.9,103.7,247.8,227.5,75.6,656.5,328.3,179.5,447.5,320.6,891.0,420.2,516.3,136.5,494.1,959.5,453.7,410.0,577.1,780.7,686.1,233.5,187.2,578.3,206.7,226.5,525.2,49.8,505.7,326.7,353.6,315.1,576.9,606.6,839.0,522.4,463.2,425.3,380.4,466.5,243.8,374.1,261.7,403.0,536.8,514.6,825.4,690.5,428.9,113.9,0.0,324.7,480.1,976.2,248.5,330.4,682.4,554.3,195.8,844.5,489.8,162.4,139.2,468.9,322.7,396.0,194.2,891.4,541.4,443.7,474.0,516.0,459.3,320.1,423.1,803.7,767.5,531.2,490.1,391.2,369.3,378.5,459.7,198.6,497.7,795.4,622.1,686.7,535.2,499.2,358.3,537.7,228.3,666.3,575.3,279.2,430.7,495.3,273.4,455.4,498.8,662.6,442.8,593.2,405.8,614.7,483.1,252.5,216.2,510.9,613.3,501.2,454.0,341.7,726.6,178.6,378.4,264.5,162.5,277.3,173.7,478.8,358.1,135.2,237.2,754.0,317.2,442.1,369.8,800.4,340.6,709.2,438.5,159.6,830.0,902.8,384.0,639.7,119.7,499.6,242.8,476.5,280.1,148.0,590.1,243.1,468.4,374.9,467.7
KG,621.1,718.5,669.6,586.7,264.8,291.8,343.6,288.2,772.6,444.4,295.6,563.6,399.1,690.8,536.3,632.4,252.6,293.9,759.3,569.8,526.1,693.2,580.5,398.6,315.4,298.8,378.1,320.0,308.4,641.3,306.4,621.8,442.8,199.7,431.2,693.0,722.7,638.8,638.5,579.3,541.4,458.9,579.3,358.7,247.3,377.8,521.8,652.9,630.7,625.2,490.3,228.7,230.8,327.6,0.0,596.2,776.0,358.2,121.3,482.2,670.4,316.6,644.3,605.9,284.0,255.3,268.7,438.8,475.4,219.9,691.2,657.5,562.9,590.1,632.1,575.4,436.2,485.8,603.5,567.3,647.3,606.2,507.3,485.4,137.1,259.5,221.0,613.8,595.2,421.9,399.2,651.3,615.3,474.4,337.5,183.6,378.8,691.4,395.3,230.5,611.4,388.3,571.5,614.9,375.1,558.9,709.3,521.9,414.5,282.9,368.6,259.9,627.0,729.4,617.3,253.8,110.0,526.4,294.7,494.5,368.9,279.8,229.7,255.6,191.3,474.2,246.8,319.1,553.7,424.6,558.2,448.3,600.2,419.1,509.0,557.4,271.2,629.8,702.6,500.1,755.8,235.8,617.7,265.0,276.3,127.8,264.1,706.2,359.2,581.2,491.0,583.8
KJ,1019.4,992.1,945.5,56.5,470.1,390.3,311.2,493.0,165.9,205.2,378.1,89.1,249.4,1026.8,117.7,149.4,341.1,637.7,908.4,82.9,95.7,98.7,918.5,818.3,441.8,338.2,765.6,366.0,369.0,80.0,511.7,29.6,155.5,456.1,209.4,62.7,116.0,1037.1,180.1,90.3,115.6,192.4,90.3,335.4,476.6,224.2,136.2,146.4,158.7,943.4,828.3,600.9,363.2,532.9,565.8,0.0,930.7,282.5,551.2,820.2,131.1,471.5,980.3,33.7,388.3,338.4,639.7,200.2,198.0,455.2,1027.2,61.2,117.5,108.7,80.0,46.0,162.2,187.6,962.1,891.3,55.1,62.7,133.5,166.0,619.6,616.2,459.6,138.8,993.5,781.3,778.0,72.5,129.7,173.8,709.7,473.5,798.5,152.1,264.0,602.7,61.2,365.0,92.2,119.0,794.8,90.2,79.0,112.2,755.2,655.1,284.8,350.5,76.8,122.7,102.1,626.0,550.8,850.4,349.0,187.6,288.0,425.2,379.8,400.0,581.3,167.4,396.2,380.9,877.7,222.7,96.9,202.5,998.5,235.5,847.0,80.1,386.4,965.8,937.4,117.5,149.1,358.0,46.7,345.3,648.5,578.0,379.3,99.5,242.0,51.8,163.9,65.8
KT,336.0,181.1,207.1,1193.3,958.5,923.9,1038.9,981.4,1271.4,1072.3,989.3,1161.8,1031.2,343.4,1178.8,1319.9,946.3,605.2,157.8,1168.0,1167.2,1192.0,326.0,609.1,951.7,978.2,623.5,1012.1,954.1,1140.1,1000.1,1161.1,1070.7,809.2,1059.1,1191.8,1221.5,353.7,1137.3,1128.5,1142.3,1091.0,1128.5,994.5,856.8,1042.3,1120.9,1257.3,1129.5,260.0,391.4,755.7,924.5,1021.3,823.1,1135.4,0.0,1075.8,808.5,422.5,1212.7,1010.3,296.9,1146.4,977.7,949.0,669.4,1066.7,1107.5,913.6,343.8,1162.0,1101.3,1221.5,1130.9,1216.5,1064.1,1117.9,397.6,457.2,1167.5,1233.2,1179.5,1147.0,876.9,583.7,914.7,1112.6,310.1,551.9,541.4,1150.1,1300.2,1175.4,496.9,877.3,626.9,1191.7,1034.5,606.5,1196.7,1027.8,1205.0,1113.7,573.1,1166.9,1208.1,1200.8,544.5,576.9,1046.0,912.3,1206.8,1228.2,1116.1,681.0,819.8,394.1,988.4,1124.4,1001.0,973.5,839.2,976.6,712.2,1102.6,940.5,989.2,385.5,1056.7,1188.4,1080.4,315.1,1051.2,389.4,1208.0,1003.2,282.4,212.3,1128.0,1254.6,929.5,1216.8,874.5,558.0,835.3,957.8,1205.0,987.1,1222.3,1126.1,1184.7
KX,778.2,875.6,826.7,276.7,187.5,187.2,28.6,210.4,452.2,134.4,95.5,253.6,145.0,847.9,226.3,322.4,111.8,451.0,916.4,259.8,216.1,385.0,737.6,573.5,159.2,114.8,535.2,83.4,170.2,361.7,229.1,311.8,132.8,241.0,121.2,349.0,402.3,795.9,334.3,269.3,231.4,212.2,269.3,82.4,261.5,67.8,211.8,342.9,326.5,782.3,647.4,385.8,133.9,250.3,350.7,286.2,933.1,0.0,336.1,639.3,360.4,256.4,801.4,295.9,105.7,109.1,425.8,128.8,218.8,222.1,848.3,347.5,252.9,280.1,348.6,265.4,126.2,229.2,760.6,724.4,337.3,296.2,197.3,175.4,404.5,416.6,226.5,320.3,752.3,579.0,574.1,358.8,305.3,164.4,494.6,249.2,553.7,381.4,80.3,387.6,301.4,112.0,261.5,336.1,550.0,248.9,365.3,211.9,571.6,440.0,53.6,244.1,317.0,409.0,323.8,410.9,335.7,683.5,76.2,184.5,65.6,192.1,164.7,117.4,366.2,164.2,124.2,180.9,710.8,123.3,248.2,201.6,757.3,172.4,666.1,247.4,103.8,786.9,859.7,190.1,435.4,128.7,307.7,130.2,433.4,362.9,150.0,385.8,49.2,271.2,181.0,273.8
LI,583.1,680.5,631.6,545.2,262.2,289.2,341.0,285.6,770.0,402.9,293.0,522.1,396.5,652.8,494.8,590.9,250.0,255.9,721.3,528.3,484.6,690.6,542.5,326.3,312.8,296.2,340.1,317.4,305.8,638.7,303.8,580.3,401.3,139.8,389.7,690.4,720.1,600.8,635.9,537.8,499.9,456.3,537.8,356.1,187.4,336.3,480.3,611.4,628.1,587.2,452.3,190.7,228.2,325.0,97.6,554.7,738.0,355.6,0.0,444.2,628.9,314.0,606.3,564.4,281.4,252.7,230.7,397.3,472.8,217.3,653.2,616.0,521.4,548.6,629.5,533.9,394.7,483.2,565.5,529.3,605.8,564.7,465.8,443.9,137.9,221.5,218.4,611.2,557.2,383.9,326.9,648.7,573.8,432.9,299.5,181.0,306.5,649.9,392.7,192.5,569.9,385.7,530.0,612.3,302.8,517.4,706.7,480.4,376.5,244.9,366.0,257.3,585.5,726.8,614.7,215.8,11.2,488.4,292.1,453.0,366.3,277.2,169.8,253.0,119.0,432.7,244.2,316.5,515.7,391.8,516.7,445.7,562.2,416.5,471.0,515.9,268.6,591.8,664.6,458.6,753.2,233.2,576.2,205.1,238.3,128.3,261.5,703.6,317.7,539.7,449.5,542.3
LN,200.1,297.5,248.6,888.4,662.4,599.4,714.4,685.8,1087.0,758.2,713.2,921.0,706.7,269.8,854.3,939.3,650.2,347.7,352.2,914.8,842.7,1007.6,159.5,310.2,627.2,653.7,282.2,687.6,629.6,955.7,704.0,976.7,756.6,495.1,745.0,1007.4,1037.1,217.8,952.9,944.1,855.2,766.5,944.1,670.0,542.7,717.8,809.9,959.8,945.1,204.2,69.3,366.6,627.6,723.4,488.3,897.9,355.0,751.3,458.0,0.0,962.4,714.2,223.3,962.0,728.3,652.9,328.1,752.6,766.3,673.2,270.2,977.6,913.8,897.0,944.7,877.1,750.0,793.4,182.2,162.5,954.0,893.8,816.0,783.5,528.6,313.3,618.6,928.2,174.2,210.6,272.3,965.7,922.2,782.6,155.6,588.2,271.8,941.4,710.0,265.2,913.1,703.3,880.5,929.3,358.0,901.3,1023.7,880.5,203.2,235.6,721.5,587.8,928.7,1043.8,931.7,339.7,469.3,179.0,757.9,799.9,676.5,728.6,525.1,650.6,370.9,778.1,699.1,664.7,170.5,732.2,863.9,755.9,179.2,726.7,88.0,872.3,678.7,208.8,281.6,813.9,1070.2,633.4,924.9,560.4,216.7,519.0,661.7,1020.6,673.0,886.2,804.8,897.7
LQ,1102.9,1075.6,1029.0,149.2,548.1,468.3,389.2,571.0,219.7,283.2,456.1,188.6,327.4,1110.3,131.6,71.4,419.1,721.2,991.9,182.4,182.3,200.2,1030.7,849.3,519.8,416.2,828.3,444.0,447.0,181.5,589.7,118.6,233.5,534.1,272.8,145.8,169.8,1120.6,259.8,203.3,199.1,270.4,203.3,413.4,554.6,302.2,190.1,44.5,265.4,1026.9,940.5,678.9,441.2,610.9,643.8,112.6,1014.2,360.5,629.2,932.4,0.0,549.5,1063.8,143.0,466.3,416.4,718.9,263.6,276.0,533.2,1110.7,162.7,216.4,102.9,178.6,96.2,240.2,265.6,1034.0,974.8,85.8,77.2,212.3,244.8,697.6,699.7,537.6,240.2,1077.0,872.1,849.9,174.0,72.7,257.4,787.7,551.5,829.5,21.0,342.0,680.7,151.2,443.0,118.5,215.3,825.8,144.1,180.9,191.0,864.7,733.1,362.8,428.5,125.1,176.5,200.7,704.0,628.8,933.9,427.0,265.6,366.0,503.2,457.8,478.0,659.3,245.4,474.2,458.9,961.2,298.2,141.2,280.5,1082.0,313.5,959.2,152.0,464.4,1049.3,1020.9,204.1,202.9,436.0,138.3,423.3,726.5,656.0,457.3,153.3,320.0,89.6,210.0,158.5
LV,805.5,902.9,854.0,435.2,174.3,250.1,192.1,197.2,621.1,292.9,155.8,412.1,306.0,875.2,384.8,480.9,101.1,478.3,943.7,418.3,374.6,541.7,764.9,600.8,235.8,189.5,562.5,183.0,228.8,489.8,215.9,470.3,291.3,268.3,279.7,541.5,571.2,823.2,487.0,427.8,389.9,393.1,427.8,208.4,288.8,226.3,370.3,501.4,479.2,809.6,674.7,413.1,104.5,235.3,378.0,444.7,960.4,213.1,363.4,666.6,518.9,0.0,828.7,454.4,144.2,103.8,453.1,287.3,368.9,196.5,875.6,506.0,408.3,438.6,480.6,423.9,284.7,387.7,787.6,751.7,495.8,454.7,355.8,333.9,431.8,443.9,200.9,462.3,779.6,606.3,601.4,499.8,463.8,322.9,521.9,230.6,581.0,539.9,243.8,414.9,459.9,238.0,420.0,463.4,577.3,407.4,557.8,370.4,598.9,467.3,217.1,218.5,475.5,577.9,465.8,438.2,363.0,710.8,143.2,343.0,229.1,164.8,192.0,176.0,393.5,322.7,137.5,242.8,738.2,281.8,406.7,382.5,784.6,326.0,693.4,403.1,161.9,814.2,887.0,348.6,604.3,99.3,464.2,157.5,460.7,282.4,112.6,554.7,207.7,433.0,339.5,432.3
