from_stop,AH,AI,AL,AM,AP,AZ,BD,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DE,DL,DV,DW,EB,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FN,FX,FY,GE,GN,GP,GR,HA,HE,HI,HN,HR,HS,HX,IB,IC,IJ,IS,IT,JB,JH,JQ,JS,JX,JZ,KC,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MD,MF,MG,MH,MN,MP,MT,NB,NC,NL,NM,NR,NU,NV,NW,NY,NZ,OD,ON,OP,OS,OW,OZ,PD,PJ,PK,PQ,PR,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RG,RH,RK,RL,RN,RT,RX,RZ,SB,SM,SN,SQ,SR,ST,SX,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WR,WT,WV,WW,WZ,XA,XE,XH,XI,XJ,XO,XV,YC,YH,YJ,YP,YQ,YW,YX,YZ,ZH,ZK,ZM,ZO,ZV
UF,1242.1,232.9,181.6,210.9,981.6,1309.9,1340.9,423.4,270.5,428.1,433.5,1310.3,523.2,410.7,1018.0,484.1,230.2,1032.5,864.0,383.6,236.1,1228.1,122.1,1017.6,1089.7,1232.5,955.9,290.3,226.4,348.3,178.0,364.7,453.2,413.1,923.7,402.6,1317.8,935.3,542.2,128.6,593.0,971.7,951.8,223.1,1344.4,1015.2,1121.4,1213.2,1246.6,493.4,1023.6,401.2,203.1,398.0,1255.4,574.4,862.8,880.2,159.9,248.8,89.7,1278.0,457.8,526.4,161.1,937.2,140.8,402.5,277.2,209.8,874.2,403.2,192.7,1240.5,897.1,433.0,546.8,115.2,582.8,462.4,268.1,1326.6,246.0,940.0,1026.1,998.7,1000.1,1255.3,675.1,545.3,442.3,1463.0,236.0,320.9,896.3,698.4,1158.0,1137.3,93.1,1359.8,1232.8,305.0,268.2,1014.4,218.0,334.5,221.7,931.5,962.2,1055.3,296.3,1293.3,218.2,310.7,822.5,292.6,1243.1,297.3,924.3,265.6,1032.4,871.7,263.7,577.7,942.4,1239.0,1106.2,443.2,283.7,410.2,219.2,943.9,980.9,1069.1,0.0,298.4,260.8,436.7,445.8,319.5,191.3,165.1,389.0,162.1,457.8,275.1,399.9,245.2,535.3,1018.4,491.8,239.3,465.2,205.0,1251.2,653.4,152.4,168.3,132.7,1373.5,1073.7,972.8,488.5,901.0,1284.6,1629.0,310.5,1375.3,1310.1,1260.1,1369.9,208.4,403.9,922.8,385.3,882.1,1021.4,1261.5,1023.5
UM,1050.3,351.8,394.8,411.1,789.8,1208.1,1205.2,140.4,145.7,405.8,150.5,1118.5,353.6,367.9,826.2,550.1,331.1,840.7,678.2,258.9,315.0,1036.3,354.9,825.8,897.9,1040.7,764.1,484.1,313.2,158.3,102.8,432.6,312.2,130.1,731.9,119.6,1200.2,743.5,406.3,230.4,401.2,787.0,760.0,296.6,1152.6,823.4,929.6,1021.4,1054.8,502.7,831.8,287.2,212.4,414.7,1160.5,291.2,671.0,688.4,272.4,335.6,252.3,1183.1,182.4,243.4,151.7,745.4,358.1,375.5,21.8,296.6,682.4,120.2,261.5,1145.6,705.3,354.3,452.0,270.9,299.8,471.7,44.0,1188.5,346.9,748.2,834.3,806.9,808.3,1067.4,392.1,409.4,451.6,1271.2,384.4,469.3,704.5,506.6,971.6,945.5,222.1,1168.0,1041.0,273.0,252.2,822.6,286.8,351.2,308.5,739.7,770.4,863.5,364.2,1198.4,208.0,352.3,630.7,301.9,1144.4,265.3,732.5,140.8,840.6,679.9,353.7,294.7,750.6,1047.2,914.4,459.9,251.7,419.5,94.4,752.1,789.1,877.3,302.3,0.0,409.2,414.4,455.1,198.4,89.2,177.1,106.0,171.4,420.2,259.1,116.9,393.6,601.3,826.6,512.9,340.2,524.4,273.8,1161.2,370.4,128.4,263.1,300.4,1201.3,881.9,781.0,205.5,709.2,1189.7,1777.4,378.4,1183.5,1207.8,1068.3,1178.1,192.4,187.9,731.0,394.6,690.3,829.6,1166.6,831.7
UN,932.8,130.3,69.5,76.7,1022.6,1090.6,1087.7,514.7,409.2,511.3,524.8,1001.0,564.2,493.9,1059.0,531.6,67.7,1073.5,905.0,436.8,267.3,918.8,129.0,952.6,844.7,923.2,996.9,143.1,205.3,383.5,430.0,386.7,506.4,504.4,964.7,493.9,1082.7,976.3,583.2,253.9,634.0,1012.7,992.8,102.5,1035.1,888.9,863.7,903.9,937.3,534.4,964.5,454.4,312.4,427.5,1038.3,601.6,903.8,921.2,184.5,227.7,251.2,1122.4,485.0,617.7,413.1,978.2,110.3,485.7,433.7,188.7,915.2,494.5,137.6,1084.9,938.1,516.2,630.0,215.4,610.0,503.4,359.4,1071.0,52.6,981.0,876.4,1039.7,935.1,946.0,702.3,586.3,483.3,1153.7,25.3,60.0,937.3,739.4,882.3,861.6,345.1,1050.5,923.5,276.6,520.2,891.4,111.0,232.1,200.6,972.5,1003.2,903.7,318.3,1050.0,470.2,196.4,863.5,333.6,1067.5,283.5,965.3,404.3,1073.4,912.7,242.6,604.9,983.4,929.7,861.2,340.8,298.1,451.2,357.9,984.9,1021.9,917.5,251.9,411.8,0.0,519.9,486.8,352.5,372.7,218.5,480.3,271.4,498.8,527.1,491.2,16.5,582.8,1059.4,539.3,59.3,512.7,124.3,1009.1,680.6,404.4,175.2,173.5,1090.3,828.7,1013.8,515.7,942.0,1129.0,1368.1,332.5,1066.0,1090.3,950.8,1060.6,460.4,457.1,963.8,446.5,923.1,860.0,1033.9,1064.5
UO,953.1,452.7,548.3,564.6,692.6,1110.9,1108.0,369.6,253.2,7.6,328.2,1021.3,234.2,33.9,729.0,233.8,484.6,743.5,581.0,176.8,289.0,939.1,508.4,728.6,800.7,943.5,666.9,591.7,364.4,208.7,306.4,121.6,180.1,354.5,634.7,258.7,1103.0,646.3,253.2,382.2,304.0,689.8,662.8,450.1,1050.0,726.2,832.4,924.2,957.6,204.4,734.6,128.1,236.0,98.4,1074.3,305.3,573.8,591.2,425.9,466.1,404.1,1117.9,255.5,421.1,366.7,648.2,511.6,41.0,371.8,381.0,585.2,349.4,415.0,1080.4,608.1,56.2,95.0,421.9,296.9,173.4,297.5,1091.3,500.4,651.0,737.1,709.7,711.1,970.2,460.1,256.3,153.3,1174.0,530.7,447.6,603.6,409.4,874.4,848.3,420.0,1070.8,943.8,256.1,455.8,725.4,440.3,264.3,369.1,642.5,673.2,766.3,186.5,1086.0,408.5,296.6,533.5,139.5,1059.2,209.6,635.3,213.6,743.4,582.7,323.9,354.7,653.4,950.0,817.2,265.7,196.0,121.2,259.1,654.9,691.9,780.1,437.8,349.9,505.3,0.0,156.8,221.8,292.8,330.6,331.5,277.0,168.8,462.7,341.3,521.9,285.0,729.4,214.6,493.7,214.9,427.3,1025.1,438.4,332.0,416.6,453.9,1104.1,784.7,683.8,278.6,612.0,1124.5,1724.1,251.9,1086.3,1110.6,971.1,1080.9,396.0,177.1,633.8,78.3,593.1,732.4,1118.8,734.5
UP,875.3,449.4,579.1,595.4,614.8,1033.1,1030.2,467.4,351.8,149.9,426.0,943.5,156.4,132.5,651.2,117.0,515.4,665.7,497.2,275.4,337.8,861.3,539.2,650.8,722.9,865.7,589.1,593.8,413.2,283.6,405.0,170.4,278.7,452.3,556.9,356.5,1025.2,568.5,175.4,414.7,226.2,604.9,585.0,480.9,977.6,648.4,754.6,846.4,879.8,68.0,656.8,226.7,266.8,147.2,996.5,227.5,496.0,513.4,456.7,514.9,436.6,1040.1,346.5,518.9,465.3,570.4,542.4,124.3,470.4,429.8,507.4,447.2,445.8,1002.6,530.3,154.8,268.6,455.8,219.1,16.5,396.1,1013.5,531.2,573.2,659.3,631.9,633.3,888.5,382.3,178.5,16.9,1096.2,568.7,444.9,529.5,331.6,791.2,770.5,450.8,993.0,866.0,248.1,554.4,647.6,471.1,313.1,417.9,564.7,595.4,688.5,235.3,1008.2,504.4,327.4,455.7,170.3,985.2,240.4,557.5,312.2,665.6,504.9,375.9,276.9,575.6,872.2,739.4,314.5,226.8,99.6,357.7,577.1,614.1,702.3,468.6,448.5,502.6,158.5,0.0,252.6,391.4,366.8,429.3,307.8,91.0,561.3,439.1,519.2,197.0,651.6,78.2,524.5,89.7,458.1,947.3,360.6,430.6,447.4,484.7,1032.8,706.9,606.0,377.2,534.2,1046.7,1772.9,300.7,1008.5,1032.8,893.3,1003.1,494.6,275.7,556.0,127.1,515.3,654.6,1041.0,656.7
US,1007.9,275.8,395.4,405.8,747.4,1165.7,1162.8,214.7,93.4,213.1,173.3,1076.1,311.2,175.2,783.8,328.3,349.7,798.3,629.8,84.2,141.3,993.9,371.6,783.4,855.5,998.3,721.7,420.2,228.7,30.9,146.6,216.1,153.8,199.6,689.5,103.8,1157.8,701.1,363.9,231.0,358.8,737.5,717.6,315.2,1110.2,781.0,887.2,979.0,1012.4,280.9,789.4,101.8,111.2,192.9,1129.1,249.0,628.6,646.0,291.0,330.4,252.9,1172.7,132.4,266.2,206.9,703.0,358.7,182.8,244.6,245.3,640.0,194.5,280.1,1135.2,662.9,161.6,259.3,274.2,257.4,249.9,137.7,1146.1,365.5,705.8,791.9,764.5,765.9,1021.1,349.7,367.0,229.8,1228.8,354.4,271.3,662.1,464.2,923.8,903.1,295.2,1125.6,998.6,74.5,296.0,780.2,305.4,152.7,233.4,697.3,728.0,821.1,148.6,1140.8,246.0,153.8,588.3,80.1,1117.8,66.8,690.1,53.8,798.2,637.5,191.4,252.3,708.2,1004.8,872.0,261.4,53.2,197.7,99.3,709.7,746.7,834.9,313.0,222.7,329.0,221.7,233.3,0.0,133.0,211.2,176.6,152.2,245.3,302.9,186.4,345.6,379.5,784.2,291.1,358.8,302.6,292.4,1079.9,328.0,172.2,281.7,319.0,1165.4,839.5,738.6,163.1,666.8,1179.3,1616.9,162.8,1141.1,1165.4,1025.9,1135.7,236.2,104.5,688.6,172.8,647.9,787.2,1173.6,789.3
UU,1112.5,303.2,346.2,362.5,852.0,1188.5,1219.5,202.6,79.1,321.1,212.7,1180.7,415.8,283.2,888.4,483.6,282.5,902.9,734.4,192.2,268.8,1098.5,306.3,888.0,960.1,1102.9,826.3,435.5,264.6,156.9,13.5,371.4,261.8,192.3,794.1,181.8,1196.4,805.7,457.9,181.8,463.4,842.1,822.2,248.0,1214.8,885.6,991.8,1083.6,1117.0,409.1,894.0,209.8,163.8,348.2,1134.0,353.6,733.2,750.6,223.8,287.0,203.7,1156.6,237.0,305.6,73.8,807.6,309.5,290.8,121.6,248.0,744.6,182.4,212.9,1119.1,767.5,269.6,367.3,222.9,362.0,378.1,47.3,1205.2,298.3,810.4,896.5,869.1,870.5,1125.7,454.3,461.0,358.0,1333.4,335.8,399.5,766.7,568.8,1028.4,1007.7,95.4,1230.2,1103.2,202.7,162.9,884.8,238.2,280.9,259.9,801.9,832.6,925.7,315.6,1171.9,112.9,282.0,692.9,208.3,1121.7,195.0,794.7,74.2,902.8,742.1,301.9,356.9,812.8,1109.4,976.6,389.6,181.4,325.9,27.8,814.3,851.3,939.5,176.0,99.7,360.6,329.7,361.5,128.1,0.0,133.9,168.2,122.8,373.5,169.8,179.1,345.0,534.8,888.8,419.3,291.6,464.7,225.2,1129.8,432.6,39.1,214.5,251.8,1252.1,944.1,843.2,267.7,771.4,1163.2,1728.8,329.8,1245.7,1188.7,1130.5,1240.3,103.1,212.5,793.2,328.1,752.5,891.8,1140.1,893.9
VA,1127.4,174.6,217.6,233.9,866.9,1285.2,1282.3,290.7,185.2,313.4,300.8,1195.6,408.5,296.0,903.3,374.8,153.9,917.8,755.3,294.0,137.8,1113.4,177.7,902.9,975.0,1117.8,841.2,306.9,136.0,245.8,162.3,255.4,367.9,280.4,809.0,269.9,1277.3,820.6,427.5,53.2,478.3,864.1,837.1,119.4,1229.7,900.5,1006.7,1098.5,1131.9,378.7,908.9,315.9,88.4,288.7,1248.6,441.5,748.1,765.5,95.2,158.4,75.1,1305.4,332.7,393.7,248.5,822.5,180.9,287.8,209.7,119.4,759.5,270.5,84.3,1267.9,782.4,318.3,432.1,93.7,450.1,347.7,135.4,1265.6,169.7,825.3,911.4,884.0,885.4,1140.6,542.4,430.6,327.6,1348.3,207.2,292.1,777.9,583.7,1048.7,1022.6,180.5,1245.1,1118.1,190.3,311.7,899.7,109.6,244.1,131.3,816.8,847.5,940.6,187.0,1260.3,261.7,210.2,707.8,177.9,1233.5,182.6,809.6,180.3,917.7,757.0,173.3,445.0,827.7,1124.3,996.6,352.8,169.0,295.5,133.9,829.2,866.2,954.4,161.4,187.8,232.0,322.0,331.1,234.2,148.7,0.0,256.3,47.4,343.1,318.6,267.2,216.4,426.0,898.8,382.5,163.0,355.9,96.6,1199.4,520.7,187.9,85.9,123.2,1284.9,959.0,858.1,355.8,786.3,1312.0,1600.2,201.2,1260.6,1284.9,1145.4,1255.2,251.9,318.6,808.1,270.6,767.4,906.7,1215.0,908.8
VK,1005.9,429.9,483.2,499.5,745.4,1163.7,1160.8,51.2,225.3,361.4,59.7,1074.1,309.2,323.5,781.8,523.9,419.5,796.3,627.8,214.5,295.4,991.9,443.3,781.4,853.5,996.3,719.7,572.5,382.8,113.9,191.2,411.7,267.8,22.9,687.5,75.2,1155.8,699.1,361.9,318.8,356.8,735.5,715.6,385.0,1108.2,779.0,885.2,977.0,1010.4,435.0,787.4,242.8,265.3,388.5,1127.1,247.0,626.6,644.0,360.8,424.0,340.7,1289.1,130.4,152.6,251.5,701.0,446.5,331.1,127.8,385.0,638.0,31.0,349.9,1251.6,660.9,309.9,407.6,359.9,255.4,404.0,132.4,1144.1,435.3,703.8,789.9,762.5,763.9,1019.1,347.7,365.0,383.9,1226.8,472.8,425.4,660.1,462.2,921.8,901.1,273.1,1123.6,996.6,228.6,340.6,778.2,375.2,306.8,387.5,695.3,726.0,819.1,302.7,1138.8,290.6,307.9,586.3,234.2,1115.8,220.9,688.1,185.7,796.2,635.5,345.5,250.3,706.2,1002.8,870.0,415.5,207.3,351.8,182.8,707.7,744.7,832.9,390.7,105.9,483.1,370.0,387.4,154.0,177.6,270.9,0.0,259.8,375.8,347.5,9.7,482.0,575.1,782.2,445.2,428.6,456.7,362.2,1077.9,326.0,216.8,351.5,388.8,1163.4,837.5,736.6,161.1,664.8,1295.7,1771.0,316.9,1139.1,1163.4,1023.9,1133.7,280.8,143.5,686.6,368.4,645.9,785.2,1171.6,787.3
VN,1079.9,228.2,271.2,287.5,819.4,1237.7,1234.8,271.1,165.6,265.9,281.2,1148.1,361.0,248.5,855.8,378.6,207.5,870.3,701.8,278.7,193.8,1065.9,231.3,855.4,927.5,1070.3,793.7,360.5,189.6,198.3,142.7,266.4,348.3,260.8,761.5,250.3,1229.8,773.1,380.0,106.8,430.8,809.5,789.6,173.0,1182.2,853.0,959.2,1051.0,1084.4,331.2,861.4,296.3,40.9,243.2,1201.1,422.1,700.6,718.0,148.8,212.0,128.7,1327.8,305.5,374.1,210.9,775.0,234.5,240.3,190.1,173.0,712.0,250.9,137.9,1290.3,734.9,270.8,384.6,147.9,423.7,300.2,115.8,1218.1,223.3,777.8,863.9,836.5,837.9,1093.1,522.8,383.1,280.1,1300.8,260.8,339.6,734.1,536.2,995.8,975.1,142.9,1197.6,1070.6,142.8,292.1,852.2,163.2,221.0,184.9,769.3,800.0,893.1,240.6,1212.8,242.1,222.1,660.3,130.4,1189.8,135.1,762.1,160.7,870.2,709.5,226.9,425.4,780.2,1076.8,944.0,329.7,121.5,248.0,114.3,781.7,818.7,906.9,160.7,168.2,285.6,274.5,283.6,167.3,129.1,58.9,236.7,0.0,295.6,299.0,247.6,270.0,429.8,856.2,341.4,216.6,352.9,150.2,1151.9,501.1,202.2,139.5,176.8,1237.4,911.5,810.6,336.2,738.8,1334.4,1653.8,254.8,1213.1,1237.4,1097.9,1207.7,232.3,299.0,760.6,223.1,719.9,859.2,1245.6,861.3
VO,784.2,426.8,556.5,572.8,523.7,942.0,939.1,410.1,329.2,127.3,368.7,852.4,65.3,109.9,560.1,173.0,492.8,574.6,412.1,248.5,315.2,770.2,516.6,559.7,631.8,774.6,498.0,571.2,390.6,261.0,382.4,147.8,256.1,395.0,465.8,299.2,934.1,477.4,84.3,392.1,135.1,520.9,493.9,458.3,881.1,557.3,663.5,755.3,788.7,124.0,565.7,204.1,244.2,124.6,905.4,136.4,404.9,422.3,434.1,492.3,414.0,949.0,317.9,461.6,442.7,479.3,519.8,101.7,440.0,407.2,416.3,389.9,423.2,911.5,439.2,132.2,246.0,432.6,128.0,93.0,373.5,922.4,508.6,482.1,568.2,540.8,542.2,801.3,291.2,87.4,72.9,1005.1,546.1,422.3,434.7,240.5,705.5,679.4,428.2,901.9,774.9,225.5,531.8,556.5,448.5,290.5,395.3,473.6,504.3,597.4,212.7,917.1,481.8,304.8,364.6,147.7,890.3,217.8,466.4,289.6,574.5,413.8,353.3,185.8,484.5,781.1,648.3,291.9,204.2,77.0,335.1,486.0,523.0,611.2,446.0,418.1,480.0,135.9,76.4,230.0,368.8,338.8,372.0,285.2,0.0,538.7,381.8,496.6,253.0,560.5,134.2,501.9,145.7,435.5,856.2,269.5,408.0,424.8,462.1,941.7,615.8,514.9,341.0,443.1,955.6,1750.3,278.1,917.4,941.7,802.2,912.0,472.0,253.1,464.9,104.5,424.2,563.5,949.9,565.6
VQ,1294.0,494.3,443.0,472.3,1033.5,1154.0,1185.0,384.1,270.5,512.5,394.2,1362.2,597.3,474.6,1069.9,675.0,473.9,1084.4,915.9,383.6,460.2,1280.0,383.5,1069.5,1141.6,1284.4,1007.8,551.7,456.0,348.3,178.0,562.8,453.2,373.8,975.6,363.3,1161.9,987.2,649.3,373.2,644.9,1023.6,1003.7,439.4,1225.7,1067.1,1173.3,1265.1,1298.5,600.5,1075.5,401.2,355.2,539.6,1099.5,535.1,914.7,932.1,415.2,478.4,351.1,1122.1,418.5,487.1,179.1,989.1,402.2,482.2,222.4,439.4,926.1,363.9,404.3,1084.6,949.0,461.0,558.7,376.6,543.5,569.5,238.7,1170.7,489.7,991.9,1078.0,1050.6,1052.0,1307.2,635.8,652.4,549.4,1344.3,497.4,582.3,948.2,750.3,1209.9,1189.2,180.7,1283.3,1284.7,394.1,6.9,1066.3,429.6,472.3,451.3,983.4,1014.1,1107.2,507.0,1137.4,76.8,473.4,874.4,399.7,1087.2,386.4,976.2,265.6,1084.3,923.6,493.3,538.4,994.3,1290.9,1158.1,581.0,372.8,517.3,219.2,995.8,1032.8,1121.0,261.3,243.6,522.2,521.1,552.9,319.5,191.3,325.3,349.7,314.2,564.9,0.0,360.6,506.6,726.2,1070.3,610.7,483.0,656.1,416.6,1095.3,614.1,152.4,405.9,394.1,1217.6,1125.6,1024.7,449.2,952.9,1128.7,1890.4,521.2,1256.6,1154.2,1312.0,1275.3,85.6,403.9,974.7,519.5,934.0,1073.3,1105.6,1075.4
VV,1016.0,431.4,474.4,490.7,755.5,1173.8,1170.9,62.4,225.3,371.5,69.8,1084.2,319.3,333.6,791.9,534.0,410.7,806.4,637.9,224.6,305.5,1002.0,434.5,791.5,863.6,1006.4,729.8,563.7,392.8,124.0,182.4,421.8,277.9,13.2,697.6,85.3,1165.9,709.2,372.0,310.0,366.9,745.6,725.7,376.2,1118.3,789.1,895.3,987.1,1020.5,445.1,797.5,252.9,275.4,398.6,1137.2,257.1,636.7,654.1,352.0,415.2,331.9,1280.3,140.5,162.7,242.7,711.1,437.7,341.2,119.0,376.2,648.1,42.2,341.1,1242.8,671.0,320.0,417.7,351.1,265.5,414.1,123.6,1154.2,426.5,713.9,800.0,772.6,774.0,1029.2,357.8,375.1,394.0,1236.9,464.0,435.5,670.2,472.3,931.9,911.2,264.3,1133.7,1006.7,238.7,331.8,788.3,366.4,316.9,388.1,705.4,736.1,829.2,312.8,1148.9,281.8,318.0,596.4,244.3,1125.9,231.0,698.2,195.8,806.3,645.6,355.6,260.4,716.3,1012.9,880.1,425.6,217.4,361.9,174.0,717.8,754.8,843.0,381.9,97.1,488.8,380.1,397.5,164.1,168.8,262.1,10.0,251.0,385.9,338.7,0.0,473.2,585.2,792.3,455.3,419.8,466.8,353.4,1088.0,336.1,208.0,342.7,380.0,1173.5,847.6,746.7,171.2,674.9,1286.9,1781.1,327.0,1149.2,1173.5,1034.0,1143.8,272.0,153.6,696.7,378.5,656.0,795.3,1181.7,797.4
VY,948.4,113.7,52.9,60.1,1074.3,1106.2,1103.3,498.1,392.6,520.8,508.2,1016.6,615.9,503.4,1110.7,538.9,51.1,1125.2,962.7,448.1,248.3,934.4,112.4,968.2,860.3,938.8,1048.6,126.5,188.7,399.1,413.4,419.5,522.0,487.8,1016.4,477.3,1098.3,1028.0,634.9,237.3,685.7,1064.4,1044.5,85.9,1050.7,904.5,879.3,919.5,952.9,586.1,980.1,470.0,295.8,443.1,1053.9,648.9,955.5,972.9,167.9,211.1,234.6,1138.0,540.1,601.1,396.5,1029.9,93.7,495.2,417.1,172.1,966.9,477.9,121.0,1100.5,989.8,525.7,639.5,198.8,657.5,555.1,342.8,1086.6,36.0,1032.7,892.0,1091.4,950.7,961.6,749.8,638.0,535.0,1169.3,8.7,75.6,985.3,791.1,896.5,877.2,328.5,1066.1,939.1,292.2,503.6,907.0,94.4,247.7,184.0,1024.2,1054.9,919.3,351.1,1065.6,456.3,212.0,915.2,385.3,1083.1,299.1,1017.0,387.7,1125.1,964.4,226.0,652.4,1035.1,945.3,881.9,356.4,313.7,502.9,341.3,1036.6,1073.6,933.1,235.3,395.2,15.5,529.4,538.5,368.1,356.1,207.3,463.7,254.8,550.5,510.5,474.6,0.0,590.1,1106.2,546.6,42.7,520.0,107.7,1024.7,728.1,387.8,158.6,156.9,1105.9,844.3,1065.5,563.2,993.7,1144.6,1383.7,365.3,1081.6,1105.9,966.4,1076.2,443.8,472.7,1016.5,462.1,974.8,875.6,1049.5,1116.2
VZ,861.0,461.0,554.9,571.2,765.1,1018.8,1015.9,520.1,403.7,201.8,478.7,929.2,306.7,184.4,801.5,90.3,491.2,816.0,647.5,327.3,297.3,847.0,515.0,801.1,772.9,851.4,739.4,600.0,372.7,353.3,456.9,111.9,330.6,505.0,707.2,409.2,1010.9,718.8,325.7,372.5,376.5,755.2,735.3,456.7,963.3,798.7,791.9,832.1,865.5,183.9,807.1,278.6,336.7,118.0,1028.5,377.8,646.3,663.7,432.5,474.4,394.4,1072.1,398.4,571.6,517.2,720.7,518.2,176.2,522.3,389.3,657.7,499.9,421.6,1034.6,680.6,206.7,320.5,430.2,369.4,207.3,448.0,999.2,507.0,723.5,809.6,782.2,783.6,874.2,532.6,328.8,169.3,1081.9,539.0,455.9,679.8,481.9,810.5,789.8,520.7,978.7,851.7,246.4,606.3,797.9,446.9,272.6,377.4,715.0,745.7,838.8,176.8,1040.2,556.3,313.3,606.0,240.2,1017.2,253.3,707.8,364.1,815.9,655.2,335.4,427.2,725.9,857.9,789.4,274.0,267.9,201.9,409.6,727.4,764.4,852.6,480.7,500.4,513.6,210.4,190.7,322.3,443.3,355.1,482.0,377.7,241.3,613.2,491.8,530.2,0.0,801.9,98.0,500.3,71.4,433.9,979.3,510.9,482.5,423.2,460.5,1018.5,756.9,756.3,429.1,684.5,1078.7,1732.4,242.2,994.2,1018.5,879.0,988.8,546.5,327.6,706.3,137.0,665.6,804.9,1073.0,807.0
WC,435.6,949.0,969.9,964.3,25.1,593.4,590.5,794.8,824.0,712.1,753.4,503.8,518.1,694.7,64.9,700.8,968.1,18.9,193.5,774.8,900.1,421.6,1029.4,92.3,283.2,426.0,373.8,880.5,975.4,712.6,880.6,732.6,832.4,776.3,341.6,680.5,585.5,353.2,570.8,976.9,490.9,396.7,369.7,995.8,532.5,208.7,314.9,406.7,440.1,705.4,70.5,785.5,829.0,709.4,556.8,537.2,202.1,298.1,1018.9,1077.1,998.8,600.4,699.2,846.3,940.9,355.1,1010.7,686.5,824.7,992.0,271.1,774.6,1008.0,562.9,315.0,717.0,830.8,1017.4,528.6,677.8,829.3,573.8,953.0,360.9,219.6,57.4,136.8,452.7,492.6,573.9,657.7,656.5,925.7,842.6,310.5,424.5,356.9,330.8,962.5,553.3,426.3,827.3,1030.0,207.9,1033.3,875.3,980.1,346.0,42.8,248.8,797.5,568.5,985.8,872.4,240.4,732.5,541.7,823.0,342.2,787.8,47.6,289.6,934.9,586.4,360.3,432.5,304.8,876.7,809.4,661.8,833.3,365.4,395.4,262.6,1030.8,802.8,900.3,720.7,661.2,756.1,867.0,920.2,756.7,870.0,584.7,1036.9,766.5,913.5,821.3,0.0,719.0,959.7,718.0,1020.3,512.5,502.9,906.2,1009.6,1046.9,586.6,267.2,390.7,725.7,345.4,603.6,1686.2,859.5,568.8,593.1,453.6,563.4,970.2,708.1,341.7,689.3,339.0,214.9,601.3,70.4
WF,814.8,458.2,552.1,568.4,667.0,972.6,969.7,517.3,400.9,199.0,475.9,883.0,208.6,181.6,703.4,44.1,488.4,717.9,549.4,324.5,294.5,800.8,512.2,703.0,726.7,805.2,641.3,597.2,369.9,335.8,454.1,109.1,327.8,502.2,609.1,406.4,964.7,620.7,227.6,369.7,278.4,657.1,637.2,453.9,917.1,700.6,745.7,785.9,819.3,85.8,709.0,275.8,319.0,115.2,982.3,279.7,548.2,565.6,429.7,471.6,391.6,1025.9,395.6,568.8,514.4,622.6,515.4,173.4,519.5,386.5,559.6,497.1,418.8,988.4,582.5,203.9,317.7,427.4,271.3,109.2,445.2,953.0,504.2,625.4,711.5,684.1,685.5,828.0,434.5,230.7,71.2,1035.7,536.2,453.1,581.7,383.8,764.3,743.6,503.0,932.5,805.5,243.6,603.5,699.8,444.1,269.8,374.6,616.9,647.6,740.7,174.0,994.0,553.5,310.5,507.9,222.5,971.0,250.5,609.7,361.3,717.8,557.1,332.6,329.1,627.8,811.7,743.2,271.2,265.1,151.8,406.8,629.3,666.3,754.5,477.9,497.6,510.8,207.6,92.6,304.8,440.5,352.3,479.2,360.0,143.2,610.4,489.0,527.4,118.7,703.8,0.0,497.5,11.4,431.1,933.1,412.8,479.7,420.4,457.7,972.3,710.7,658.2,426.3,586.4,1032.5,1729.6,239.4,948.0,972.3,832.8,942.6,543.7,324.8,608.2,134.2,567.5,706.8,1026.8,708.9
