from_stop,AF,AI,AK,AM,AQ,AT,BE,BO,BV,BZ,CC,CE,CL,CO,CP,DB,DK,DN,DQ,DR,DW,EB,EF,EI,EJ,EN,EP,ET,FF,FJ,FL,FO,FQ,FR,FT,FW,FX,FZ,GD,GG,GI,GK,GR,GT,GV,HA,HB,HD,HG,HH,HO,HP,HT,IF,IS,IT,IY,IZ,JE,JM,JP,JS,JV,KB,KC,KE,KH,KI,KL,KN,KO,KP,KQ,KR,KS,KZ,LC,LU,ME,MH,ML,MW,NB,NK,NO,NT,NU,NX,NZ,OE,OG,OK,OR,PA,PC,PD,PE,PG,PN,PP,QD,QE,QH,QY,RD,RN,RY,SB,SJ,SL,SQ,SU,SX,TE,TL,TN,TO,TS,TY,UL,UM,UO,UV,VA,VF,VR,VV,VW,VX,WA,WE,WJ,WN,WR,WW,WY,XC,XI,XK,XO,YE,YF,YI,YJ,YT,YX,YY,ZE,ZI,ZT
HO,223.3,903.7,310.0,1461.8,681.3,243.7,1496.8,18.2,297.5,1519.5,573.9,43.5,1496.2,391.4,286.1,497.3,506.7,295.7,1508.9,936.8,855.9,266.4,827.9,1498.7,356.1,336.0,610.4,457.1,817.4,181.5,359.9,443.5,979.5,289.4,150.8,1519.0,399.7,326.6,594.0,412.5,441.6,1555.7,452.2,717.0,299.5,1511.6,54.1,1501.9,418.4,504.7,0.0,164.2,558.0,544.9,316.3,865.6,223.3,205.4,432.8,468.9,1463.4,1460.5,322.5,957.6,1402.9,342.9,427.7,1500.5,242.3,382.1,277.3,462.4,1517.4,1546.0,187.4,1475.3,1515.9,1425.4,146.1,170.0,1524.5,382.5,655.0,1661.9,391.1,306.4,347.4,53.9,325.4,678.2,706.7,311.4,1488.9,1505.4,735.6,293.6,300.5,511.5,1445.2,290.6,326.2,1485.5,665.0,279.5,869.1,1522.3,1430.2,1498.8,765.6,607.8,1519.0,444.2,310.5,664.8,331.5,1408.5,245.8,928.7,969.5,442.8,149.7,1493.1,610.6,511.4,866.3,414.5,295.6,1467.3,941.2,344.2,355.6,1532.8,1474.4,47.1,673.9,521.5,576.3,427.3,1442.1,369.0,421.6,57.5,979.4,285.7,218.1,292.1,250.6,1021.2,1544.8,136.4
HP,238.0,840.0,145.7,1502.1,617.6,79.4,1537.1,191.8,233.8,1559.8,510.2,217.1,1536.5,227.1,121.8,433.6,443.0,131.4,1549.2,873.1,792.2,102.1,764.2,1539.0,292.4,171.7,546.7,393.4,753.7,17.2,296.2,379.8,915.8,125.1,50.8,1559.3,235.4,162.3,530.3,248.2,377.9,1596.0,388.5,653.3,135.2,1551.9,227.7,1542.2,354.7,441.0,173.5,0.0,494.3,481.2,152.0,801.9,252.8,141.7,369.1,405.2,1503.7,1500.8,258.8,893.9,1443.2,178.6,364.0,1540.8,78.0,217.8,113.0,398.7,1557.7,1586.3,217.0,1515.6,1556.2,1465.7,320.2,5.7,1564.8,318.8,591.3,1709.7,327.4,247.8,183.1,227.5,161.1,614.5,643.0,147.1,1529.2,1545.7,671.9,129.3,136.2,447.8,1485.5,126.3,161.9,1525.8,601.3,115.2,805.4,1562.6,1470.5,1539.1,701.9,544.1,1559.3,380.5,146.2,601.1,167.2,1448.8,81.5,865.0,905.8,379.1,14.5,1533.4,546.9,447.7,802.6,259.5,131.3,1507.6,877.5,179.9,191.3,1573.1,1514.7,220.7,610.2,457.8,512.6,363.6,1482.4,204.7,357.9,231.1,915.7,121.4,265.3,127.8,86.3,957.5,1585.1,270.3
HT,644.5,739.3,653.0,1865.0,516.9,586.7,1900.0,572.7,287.2,1922.7,409.5,598.0,1899.4,734.4,629.1,321.0,251.5,638.7,1912.1,772.4,691.5,609.4,663.5,1901.9,228.9,679.0,446.0,173.7,653.0,524.5,224.7,267.2,815.1,632.4,493.8,1922.2,742.7,669.6,43.4,755.5,116.3,1958.9,275.9,815.7,642.5,1914.8,608.6,1905.1,242.1,340.3,554.4,507.2,0.0,46.9,659.3,701.2,644.5,393.6,268.4,304.5,1866.6,1863.7,309.3,793.2,1806.1,685.9,263.3,1903.7,585.3,725.1,620.3,207.2,1920.6,1949.2,608.6,1878.5,1919.1,1828.6,567.3,513.0,1927.7,218.1,490.6,1970.9,226.7,755.1,690.4,608.4,668.4,776.9,805.4,654.4,1892.1,1908.6,834.3,636.6,643.5,61.5,1848.4,633.6,669.2,1888.7,763.7,622.5,704.7,1925.5,1833.4,1902.0,864.3,443.4,1922.2,267.9,653.5,500.4,674.5,1811.7,588.8,764.3,805.1,236.4,492.7,1896.3,446.2,347.0,701.9,757.5,638.6,1870.5,776.8,687.2,698.6,1936.0,1877.6,570.9,772.6,357.1,25.7,148.4,1845.3,712.0,166.4,612.0,815.0,628.7,639.3,635.1,593.6,856.8,1948.0,557.6
IF,641.0,735.8,649.5,1861.5,513.4,583.2,1896.5,569.2,283.7,1919.2,406.0,594.5,1895.9,730.9,625.6,317.5,248.0,635.2,1908.6,768.9,688.0,605.9,660.0,1898.4,225.4,675.5,442.5,170.2,649.5,521.0,221.2,263.7,811.6,628.9,490.3,1918.7,739.2,666.1,46.7,752.0,112.8,1955.4,272.4,812.2,639.0,1911.3,605.1,1901.6,238.6,336.8,550.9,503.7,46.5,0.0,655.8,697.7,641.0,390.1,264.9,301.0,1863.1,1860.2,305.8,789.7,1802.6,682.4,259.8,1900.2,581.8,721.6,616.8,203.7,1917.1,1945.7,605.1,1875.0,1915.6,1825.1,563.8,509.5,1924.2,214.6,487.1,1967.4,223.2,751.6,686.9,604.9,664.9,773.4,801.9,650.9,1888.6,1905.1,830.8,633.1,640.0,32.9,1844.9,630.1,665.7,1885.2,760.2,619.0,701.2,1922.0,1829.9,1898.5,860.8,439.9,1918.7,264.4,650.0,496.9,671.0,1808.2,585.3,760.8,801.6,232.9,489.2,1892.8,442.7,343.5,698.4,754.0,635.1,1867.0,773.3,683.7,695.1,1932.5,1874.1,567.4,769.1,353.6,29.0,144.9,1841.8,708.5,162.9,608.5,811.5,625.2,635.8,631.6,590.1,853.3,1944.5,554.1
IS,201.8,1002.1,96.9,1582.1,779.7,92.5,1617.1,348.0,395.9,1639.8,672.3,351.7,1616.5,147.0,149.4,595.7,605.1,35.6,1629.2,1035.2,954.3,59.8,926.3,1619.0,454.5,117.3,708.8,555.5,915.8,144.7,458.3,541.9,1077.9,76.3,212.9,1639.3,146.9,162.8,692.4,126.9,540.0,1676.0,550.6,815.4,86.4,1631.9,362.3,1622.2,516.8,603.1,335.6,162.0,656.4,643.3,0.0,964.0,214.0,303.8,531.2,567.3,1583.7,1580.8,420.9,1056.0,1523.2,110.4,526.1,1620.8,96.2,129.3,48.9,560.8,1637.7,1666.3,178.2,1595.6,1636.2,1545.7,281.4,156.2,1644.8,480.9,753.4,1841.1,489.5,227.0,133.7,362.1,139.5,776.6,805.1,51.3,1609.2,1625.7,834.0,33.5,40.4,609.9,1565.5,181.6,9.9,1605.8,763.4,142.8,967.5,1642.6,1550.5,1619.1,864.0,706.2,1639.3,542.6,132.7,763.2,158.2,1528.8,92.7,1027.1,1067.9,541.2,176.5,1613.4,709.0,609.8,964.7,128.9,147.6,1587.6,1039.6,199.7,125.5,1653.1,1594.7,310.2,772.3,619.9,674.7,525.7,1562.4,176.2,520.0,365.7,1077.8,176.7,226.5,183.1,87.9,1119.6,1665.1,231.5
IT,932.8,127.3,941.3,2154.8,193.0,875.0,2189.8,861.0,559.7,2212.5,294.0,886.3,2189.2,1022.7,917.4,834.1,764.6,927.0,2201.9,96.8,9.6,897.7,108.3,2191.7,501.4,967.3,368.2,585.2,48.1,812.8,497.2,780.3,115.5,920.7,782.1,2212.0,1031.0,957.9,759.9,1043.8,629.4,2248.7,789.0,351.5,930.8,2204.6,896.9,2194.9,755.2,363.2,842.7,795.5,723.9,710.8,947.6,0.0,932.8,681.9,435.1,399.0,2156.4,2153.5,581.8,91.9,2095.9,974.2,440.2,2193.5,873.6,1013.4,908.6,590.5,2210.4,2239.0,896.9,2168.3,2208.9,2118.4,855.6,801.3,2217.5,475.4,412.8,1599.6,466.8,1043.4,978.7,896.7,956.7,312.7,341.2,942.7,2181.9,2198.4,370.1,924.9,931.8,677.4,2138.2,921.9,957.5,2178.5,299.5,910.8,3.4,2215.3,2123.2,2191.8,400.1,287.6,2212.0,781.0,941.8,422.6,962.8,2101.5,877.1,63.0,105.5,570.9,781.0,2186.1,257.3,417.4,89.9,1045.8,926.9,2160.3,77.2,975.5,986.9,2225.8,2167.4,859.2,308.4,346.4,742.2,555.4,2135.1,1000.3,679.5,900.3,115.4,917.0,927.6,923.4,881.9,155.5,2237.8,845.9
IY,12.1,949.3,168.6,1371.0,726.9,253.7,1406.0,190.4,343.1,1428.7,619.5,194.1,1405.4,172.3,296.1,542.9,552.3,225.0,1418.1,982.4,901.5,222.2,873.5,1407.9,401.7,142.6,656.0,502.7,863.0,245.1,405.5,489.1,1025.1,189.2,214.4,1428.2,336.3,90.5,639.6,158.8,487.2,1464.9,497.8,762.6,179.1,1420.8,204.7,1411.1,464.0,550.3,206.7,227.8,603.6,590.5,209.7,911.2,0.0,251.0,478.4,514.5,1372.6,1369.7,368.1,1003.2,1312.1,135.7,473.3,1409.7,212.1,318.7,206.6,508.0,1426.6,1455.2,48.0,1384.5,1425.1,1334.6,123.8,233.6,1433.7,428.1,700.6,1683.5,436.7,134.7,323.1,204.5,301.9,723.8,752.3,240.7,1398.1,1414.6,781.2,222.9,229.8,557.1,1354.4,167.0,199.8,1394.7,710.6,289.5,914.7,1431.5,1339.4,1408.0,811.2,653.4,1428.2,489.8,295.1,710.4,85.9,1317.7,215.6,974.3,1015.1,488.4,213.3,1402.3,656.2,557.0,911.9,160.8,305.6,1376.5,986.8,127.4,314.9,1442.0,1383.6,152.6,719.5,567.1,621.9,472.9,1351.3,345.5,467.2,208.1,1025.0,189.7,12.4,125.7,220.4,1066.8,1454.0,73.9
IZ,533.5,698.2,542.0,1754.0,475.8,475.7,1789.0,461.7,92.0,1811.7,368.4,487.0,1788.4,623.4,518.1,291.8,301.2,527.7,1801.1,731.3,650.4,498.4,622.4,1790.9,150.6,568.0,404.9,251.6,611.9,413.5,154.4,238.0,774.0,521.4,382.8,1811.2,631.7,558.6,388.5,644.5,236.1,1847.9,246.7,763.9,531.5,1803.8,497.6,1794.1,212.9,299.2,443.4,396.2,352.5,339.4,548.3,660.1,533.5,0.0,227.3,263.4,1755.6,1752.7,117.0,752.1,1695.1,574.9,222.2,1792.7,474.3,614.1,509.3,256.9,1809.6,1838.2,497.6,1767.5,1808.1,1717.6,456.3,402.0,1816.7,177.0,449.5,1859.9,185.6,644.1,579.4,497.4,557.4,725.1,753.6,543.4,1781.1,1797.6,782.5,525.6,532.5,306.0,1737.4,522.6,558.2,1777.7,711.9,511.5,663.6,1814.5,1722.4,1791.0,812.5,402.3,1811.2,238.7,542.5,459.3,563.5,1700.7,477.8,723.2,764.0,237.3,381.7,1785.3,405.1,305.9,660.8,646.5,527.6,1759.5,735.7,576.2,587.6,1825.0,1766.6,459.9,720.8,316.0,370.8,221.8,1734.3,601.0,216.1,501.0,773.9,517.7,528.3,524.1,482.6,815.7,1837.0,446.6
JE,497.6,470.8,506.1,1718.1,248.4,439.8,1753.1,425.8,124.5,1775.8,141.0,451.1,1752.5,587.5,482.2,398.9,329.4,491.8,1765.2,503.9,423.0,462.5,395.0,1755.0,66.2,532.1,177.5,150.0,384.5,377.6,62.0,345.1,546.6,485.5,346.9,1775.3,595.8,522.7,324.7,608.6,194.2,1812.0,353.8,547.2,495.6,1767.9,461.7,1758.2,320.0,71.8,407.5,360.3,288.7,275.6,512.4,432.7,497.6,246.7,0.0,36.0,1719.7,1716.8,146.6,524.7,1659.2,539.0,5.0,1756.8,438.4,578.2,473.4,155.3,1773.7,1802.3,461.7,1731.6,1772.2,1681.7,420.4,366.1,1780.8,40.2,222.1,1795.3,31.6,608.2,543.5,461.5,521.5,508.4,536.9,507.5,1745.2,1761.7,565.8,489.7,496.6,242.2,1701.5,486.7,522.3,1741.8,495.2,475.6,436.2,1778.6,1686.5,1755.1,595.8,174.9,1775.3,345.8,506.6,231.9,527.6,1664.8,441.9,495.8,536.6,135.7,345.8,1749.4,177.7,78.5,433.4,610.6,491.7,1723.6,508.3,540.3,551.7,1789.1,1730.7,424.0,504.1,88.6,307.0,120.2,1698.4,565.1,244.3,465.1,546.5,481.8,492.4,488.2,446.7,588.3,1801.1,410.7
JM,531.1,434.7,542.2,1754.2,212.3,475.9,1789.2,461.9,160.6,1811.9,104.9,487.2,1788.6,623.6,518.3,435.0,365.5,527.9,1801.3,467.8,386.9,498.6,358.9,1791.1,102.3,568.2,141.4,186.1,348.4,413.7,98.1,381.2,510.5,521.6,383.0,1811.4,631.9,558.8,360.8,644.7,230.3,1848.1,389.9,511.1,531.7,1804.0,497.8,1794.3,356.1,35.7,443.6,396.4,324.8,311.7,548.5,396.6,533.7,282.8,36.0,0.0,1755.8,1752.9,182.7,488.6,1698.4,575.1,41.1,1792.9,474.5,614.3,509.5,191.4,1809.8,1838.4,497.8,1767.7,1808.3,1717.8,456.5,402.2,1816.9,76.3,186.0,1759.2,67.7,644.3,579.6,497.6,557.6,472.3,500.8,543.6,1781.3,1797.8,529.7,525.8,532.7,278.3,1737.6,522.8,558.4,1777.9,459.1,511.7,400.1,1814.7,1722.6,1791.2,559.7,138.8,1811.4,381.9,542.7,195.8,563.7,1700.9,478.0,459.7,500.5,171.8,381.9,1785.5,141.6,42.4,397.3,656.0,527.8,1759.7,472.2,576.4,587.8,1825.2,1766.8,460.6,468.0,52.5,343.1,156.3,1734.5,601.2,280.4,501.2,510.4,517.9,528.5,524.3,482.8,552.2,1837.2,446.8
JP,1390.2,2142.1,1546.7,190.4,1919.7,1500.1,166.8,1401.2,1535.9,189.5,1812.3,1404.9,166.2,1550.4,1542.5,1735.7,1745.1,1552.1,245.8,2175.2,2094.3,1522.8,2066.3,227.3,1594.5,1520.7,1848.8,1695.5,2055.8,1437.9,1598.3,1681.9,2217.9,1545.8,1407.2,55.5,1656.1,1468.6,1832.4,1536.9,1680.0,92.2,1690.6,1950.6,1555.9,48.1,1415.5,138.6,1656.8,1743.1,1417.5,1420.6,1796.4,1783.3,1572.7,2104.0,1378.0,1443.8,1671.2,1707.3,0.0,205.0,1560.9,2196.0,101.2,1513.8,1666.1,151.9,1498.7,1638.5,1533.7,1700.8,254.3,82.5,1395.6,197.0,70.9,80.7,1316.6,1426.4,107.3,1620.9,1893.4,2059.3,1629.5,1512.8,1603.8,1415.3,1581.8,1911.8,1940.3,1567.8,91.3,65.1,1969.2,1550.0,1556.9,1749.9,166.9,1545.1,1577.9,222.4,1898.6,1535.9,2107.5,79.0,85.5,235.7,1999.2,1846.2,55.5,1682.6,1566.9,1903.2,1464.0,105.6,1502.2,2167.1,2207.9,1681.2,1406.1,237.6,1849.0,1749.8,2104.7,1538.9,1552.0,103.5,2179.6,1505.5,1612.0,69.3,144.4,1363.4,1907.5,1759.9,1814.7,1665.7,170.7,1625.4,1660.0,1418.9,2217.8,1542.1,1372.8,1503.8,1507.0,2259.6,81.3,1324.9
JS,1344.5,2096.4,1501.0,249.1,1874.0,1454.4,222.1,1355.5,1490.2,244.8,1766.6,1359.2,221.5,1504.7,1496.8,1690.0,1699.4,1506.4,140.7,2129.5,2048.6,1477.1,2020.6,240.2,1548.8,1475.0,1803.1,1649.8,2010.1,1392.2,1552.6,1636.2,2172.2,1500.1,1361.5,201.7,1610.4,1422.9,1786.7,1491.2,1634.3,238.4,1644.9,1904.9,1510.2,214.3,1369.8,193.9,1611.1,1697.4,1371.8,1374.9,1750.7,1737.6,1527.0,2058.3,1332.3,1398.1,1625.5,1661.6,177.0,0.0,1515.2,2150.3,278.3,1468.1,1620.4,207.2,1453.0,1592.8,1488.0,1655.1,149.2,248.7,1349.9,252.3,217.1,257.8,1270.9,1380.7,253.5,1575.2,1847.7,2033.7,1583.8,1467.1,1558.1,1369.6,1536.1,1866.1,1894.6,1522.1,268.4,242.2,1923.5,1504.3,1511.2,1704.2,222.2,1499.4,1532.2,117.3,1852.9,1490.2,2061.8,201.1,262.6,130.6,1953.5,1800.5,221.7,1636.9,1521.2,1857.5,1418.3,282.7,1456.5,2121.4,2162.2,1635.5,1360.4,28.4,1803.3,1704.1,2059.0,1493.2,1506.3,158.8,2133.9,1459.8,1566.3,235.5,199.7,1317.7,1861.8,1714.2,1769.0,1620.0,229.4,1579.7,1614.3,1373.2,2172.1,1496.4,1327.1,1458.1,1461.3,2213.9,247.5,1279.2
JV,388.2,638.4,396.7,1608.7,416.0,330.4,1643.7,316.4,32.2,1666.4,308.6,341.7,1643.1,478.1,372.8,307.6,317.0,382.4,1655.8,671.5,590.6,353.1,562.6,1645.6,90.8,422.7,345.1,191.8,552.1,268.2,94.6,253.8,714.2,376.1,237.5,1665.9,486.4,413.3,366.5,499.2,236.0,1702.6,262.5,618.6,386.2,1658.5,352.3,1648.8,228.7,239.4,298.1,250.9,330.5,317.4,403.0,600.3,388.2,137.3,167.5,203.6,1610.3,1607.4,0.0,692.3,1549.8,429.6,162.4,1647.4,329.0,468.8,364.0,197.1,1664.3,1692.9,352.3,1622.2,1662.8,1572.3,311.0,256.7,1671.4,117.2,389.7,1714.6,125.8,498.8,434.1,352.1,412.1,579.8,608.3,398.1,1635.8,1652.3,637.2,380.3,387.2,284.0,1592.1,377.3,412.9,1632.4,566.6,366.2,603.8,1669.2,1577.1,1645.7,667.2,342.5,1665.9,254.5,397.2,399.5,418.2,1555.4,332.5,663.4,704.2,177.5,236.4,1640.0,345.3,246.1,601.0,501.2,382.3,1614.2,675.9,430.9,442.3,1679.7,1621.3,314.6,575.5,256.2,348.8,162.0,1589.0,455.7,231.9,355.7,714.1,372.4,383.0,378.8,337.3,755.9,1691.7,301.3
KB,1025.7,220.2,1034.2,2247.7,285.9,967.9,2282.7,953.9,652.6,2305.4,386.9,979.2,2282.1,1115.6,1010.3,927.0,857.5,1019.9,2294.8,189.7,102.5,990.6,201.2,2284.6,594.3,1060.2,461.1,678.1,141.0,905.7,590.1,873.2,208.4,1013.6,875.0,2304.9,1123.9,1050.8,852.8,1136.7,722.3,2341.6,881.9,444.4,1023.7,2297.5,989.8,2287.8,848.1,456.1,935.6,888.4,816.8,803.7,1040.5,92.8,1025.7,774.8,528.0,491.9,2249.3,2246.4,674.7,0.0,2188.8,1067.1,533.1,2286.4,966.5,1106.3,1001.5,683.4,2303.3,2331.9,989.8,2261.2,2301.8,2211.3,948.5,894.2,2310.4,568.3,505.7,1692.5,559.7,1136.3,1071.6,989.6,1049.6,405.6,434.1,1035.6,2274.8,2291.3,463.0,1017.8,1024.7,770.3,2231.1,1014.8,1050.4,2271.4,392.4,1003.7,89.3,2308.2,2216.1,2284.7,493.0,380.5,2304.9,873.9,1034.7,515.5,1055.7,2194.4,970.0,75.4,198.4,663.8,873.9,2279.0,350.2,510.3,182.8,1138.7,1019.8,2253.2,170.1,1068.4,1079.8,2318.7,2260.3,952.1,401.3,439.3,835.1,648.3,2228.0,1093.2,772.4,993.2,208.3,1009.9,1020.5,1016.3,974.8,127.6,2330.7,938.8
KC,1434.6,2183.9,1588.5,89.1,1961.5,1541.9,124.1,1443.0,1577.7,146.8,1851.0,1443.6,123.5,1592.2,1584.3,1777.5,1786.9,1593.9,272.9,2217.0,2136.1,1561.5,2108.1,126.0,1633.2,1562.5,1890.6,1737.3,2097.6,1476.6,1640.1,1723.7,2259.7,1587.6,1449.0,168.1,1697.9,1510.4,1874.2,1578.7,1721.8,184.5,1732.4,1992.4,1597.7,162.1,1457.3,129.2,1698.6,1784.9,1459.3,1459.3,1838.2,1825.1,1614.5,2145.8,1419.8,1485.6,1713.0,1746.0,113.9,272.1,1602.7,2237.8,0.0,1555.6,1707.9,127.8,1540.5,1680.3,1572.4,1742.6,281.4,196.5,1434.3,102.6,143.2,75.9,1355.3,1465.1,151.8,1662.7,1935.2,2086.4,1671.3,1554.6,1642.5,1457.1,1623.6,1953.6,1979.0,1609.6,139.4,155.9,2011.0,1591.8,1598.7,1788.6,72.5,1586.9,1619.7,249.5,1940.4,1577.7,2146.2,193.0,80.7,262.8,2041.0,1888.0,169.5,1724.4,1608.7,1945.0,1505.8,59.0,1544.0,2208.9,2249.7,1723.0,1447.9,304.7,1890.8,1791.6,2146.5,1590.0,1593.8,94.6,2221.4,1544.2,1650.7,183.3,101.7,1405.7,1949.3,1801.7,1856.5,1707.5,69.4,1667.2,1698.7,1460.7,2259.6,1580.8,1411.5,1545.6,1548.8,2301.4,195.3,1366.7
KE,117.8,1022.9,32.8,1498.1,800.5,119.1,1533.1,264.0,416.7,1555.8,693.1,267.7,1532.5,48.4,176.0,616.5,625.9,89.2,1545.2,1056.0,975.1,86.4,947.1,1535.0,475.3,6.8,729.6,576.3,936.6,171.3,479.1,562.7,1098.7,53.4,239.5,1555.3,200.5,78.8,713.2,69.5,560.8,1592.0,571.4,836.2,43.4,1547.9,278.3,1538.2,537.6,623.9,280.3,188.6,677.2,664.1,109.8,984.8,130.0,324.6,552.0,588.1,1499.7,1496.8,441.7,1076.8,1439.2,0.0,546.9,1536.8,122.8,182.9,70.8,581.6,1553.7,1582.3,94.2,1511.6,1552.2,1461.7,197.4,182.8,1560.8,501.7,774.2,1757.1,510.3,143.0,187.3,278.1,166.1,797.4,825.9,104.9,1525.2,1541.7,854.8,87.1,94.0,630.7,1481.5,155.3,110.5,1521.8,784.2,169.4,988.3,1558.6,1466.5,1535.1,884.8,727.0,1555.3,563.4,159.3,784.0,74.2,1444.8,119.3,1047.9,1088.7,562.0,203.1,1529.4,729.8,630.6,985.5,71.5,174.2,1503.6,1060.4,115.7,179.1,1569.1,1510.7,226.2,793.1,640.7,695.5,546.5,1478.4,209.7,540.8,281.7,1098.6,178.0,142.5,114.0,114.5,1140.4,1581.1,147.5
KH,492.5,475.9,501.0,1713.0,253.5,434.7,1748.0,420.7,119.4,1770.7,146.1,446.0,1747.4,582.4,477.1,393.8,324.3,486.7,1760.1,509.0,428.1,457.4,400.1,1749.9,61.1,527.0,182.6,144.9,389.6,372.5,56.9,340.0,551.7,480.4,341.8,1770.2,590.7,517.6,319.6,603.5,189.1,1806.9,348.7,552.3,490.5,1762.8,456.6,1753.1,314.9,76.9,402.4,355.2,283.6,270.5,507.3,437.8,492.5,241.6,5.0,41.1,1714.6,1711.7,141.5,529.8,1654.1,533.9,0.0,1751.7,433.3,573.1,468.3,150.2,1768.6,1797.2,456.6,1726.5,1767.1,1676.6,415.3,361.0,1775.7,35.1,227.2,1800.4,26.5,603.1,538.4,456.4,516.4,513.5,542.0,502.4,1740.1,1756.6,570.9,484.6,491.5,237.1,1696.4,481.6,517.2,1736.7,500.3,470.5,441.3,1773.5,1681.4,1750.0,600.9,180.0,1770.2,340.7,501.5,237.0,522.5,1659.7,436.8,500.9,541.7,130.6,340.7,1744.3,182.8,83.6,438.5,605.5,486.6,1718.5,513.4,535.2,546.6,1784.0,1725.6,418.9,509.2,93.7,301.9,115.1,1693.3,560.0,239.2,460.0,551.6,476.7,487.3,483.1,441.6,593.4,1796.0,405.6
KI,1395.6,2147.5,1552.1,113.3,1925.1,1505.5,19.8,1406.6,1541.3,57.7,1817.7,1410.3,20.4,1555.8,1547.9,1741.1,1750.5,1557.5,236.5,2180.6,2099.7,1528.2,2071.7,104.4,1599.9,1526.1,1854.2,1700.9,2061.2,1443.3,1603.7,1687.3,2223.3,1551.2,1412.6,134.8,1661.5,1474.0,1837.8,1542.3,1685.4,148.1,1696.0,1956.0,1561.3,151.7,1420.9,92.8,1662.2,1748.5,1422.9,1426.0,1801.8,1788.7,1578.1,2109.4,1383.4,1449.2,1676.6,1712.7,132.4,235.7,1566.3,2201.4,132.1,1519.2,1671.5,0.0,1504.1,1643.9,1539.1,1706.2,245.0,186.1,1401.0,116.5,106.8,208.1,1322.0,1431.8,115.4,1626.3,1898.8,2050.0,1634.9,1518.2,1609.2,1420.7,1587.2,1917.2,1945.7,1573.2,223.8,197.6,1974.6,1555.4,1562.3,1755.3,86.4,1550.5,1583.3,213.1,1904.0,1541.3,2112.9,168.4,212.9,226.4,2004.6,1851.6,159.1,1688.0,1572.3,1908.6,1469.4,191.2,1507.6,2172.5,2213.3,1686.6,1411.5,268.3,1854.4,1755.2,2110.1,1544.3,1557.4,58.2,2185.0,1510.9,1617.4,172.9,42.1,1368.8,1912.9,1765.3,1820.1,1671.1,93.6,1630.8,1665.4,1424.3,2223.2,1547.5,1378.2,1509.2,1512.4,2265.0,184.9,1330.3
KL,199.6,908.1,69.9,1570.2,685.7,58.6,1605.2,259.9,301.9,1627.9,578.3,285.2,1604.6,151.3,101.0,501.7,511.1,55.6,1617.3,941.2,860.3,26.3,832.3,1607.1,360.5,95.9,614.8,461.5,821.8,50.7,364.3,447.9,983.9,49.3,118.9,1627.4,166.9,121.3,598.4,172.4,446.0,1664.1,456.6,721.4,59.4,1620.0,295.8,1610.3,422.8,509.1,241.6,68.0,562.4,549.3,76.2,870.0,211.8,209.8,437.2,473.3,1571.8,1568.9,326.9,962.0,1511.3,102.8,432.1,1608.9,0.0,149.3,37.2,466.8,1625.8,1654.4,176.0,1583.7,1624.3,1533.8,279.2,62.2,1632.9,386.9,659.4,1777.8,395.5,206.8,129.9,295.6,107.9,682.6,711.1,71.3,1597.3,1613.8,740.0,53.5,60.4,515.9,1553.6,85.3,86.1,1593.9,669.4,94.4,873.5,1630.7,1538.6,1607.2,770.0,612.2,1627.4,448.6,101.1,669.2,126.2,1516.9,3.4,933.1,973.9,447.2,82.5,1601.5,615.0,515.8,870.7,174.4,110.5,1575.7,945.6,138.9,138.1,1641.2,1582.8,288.8,678.3,525.9,580.7,431.7,1550.5,151.5,426.0,299.2,983.8,80.4,224.3,86.8,8.2,1025.6,1653.2,229.3
KN,310.5,1047.6,159.7,1690.8,825.2,138.0,1725.8,399.4,441.4,1748.5,717.8,424.7,1725.2,241.1,178.2,641.2,650.6,93.3,1737.9,1080.7,999.8,122.6,971.8,1727.7,500.0,185.7,754.3,601.0,961.3,190.2,503.8,587.4,1123.4,139.1,258.4,1748.0,17.5,271.5,737.9,262.2,585.5,1784.7,596.1,860.9,149.2,1740.6,435.3,1730.9,562.3,648.6,381.1,207.5,701.9,688.8,139.0,1009.5,322.7,349.3,576.7,612.8,1692.4,1689.5,466.4,1101.5,1631.9,192.6,571.6,1729.5,159.0,0.0,111.7,606.3,1746.4,1775.0,286.9,1704.3,1744.9,1654.4,390.1,201.7,1753.5,526.4,798.9,1917.3,535.0,335.7,24.3,435.1,46.3,822.1,850.6,77.6,1717.9,1734.4,879.5,95.4,88.5,655.4,1674.2,244.4,148.9,1714.5,808.9,184.8,1013.0,1751.3,1659.2,1727.8,909.5,751.7,1748.0,588.1,153.8,808.7,266.9,1637.5,155.5,1072.6,1113.4,586.7,222.0,1722.1,754.5,655.3,1010.2,264.2,168.7,1696.3,1085.1,298.0,16.1,1761.8,1703.4,418.9,817.8,665.4,720.2,571.2,1671.1,66.8,565.5,438.7,1123.3,239.5,335.2,245.9,150.7,1165.1,1773.8,340.2
