from_stop,AF,AH,AO,AS,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CH,CM,CX,DF,DH,DR,DT,DV,EB,EF,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GN,GU,HA,HD,HH,HN,HP,HX,IE,IK,IM,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KM,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MC,MQ,MS,MT,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PB,PL,PV,PW,QA,QE,QF,QJ,QK,QP,QU,QY,RE,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TN,TQ,TW,UD,UQ,US,UY,UZ,VA,VO,VT,VU,VV,VY,VZ,WB,WI,WJ,WM,WP,WR,WV,WY,XA,XC,XG,XJ,XO,XU,YB,YC,YD,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
IZ,1022.5,1401.8,1379.4,624.5,215.6,153.2,1335.9,222.6,1525.5,268.3,1368.3,1170.1,1417.4,536.9,186.7,969.7,501.9,1403.9,489.3,98.6,89.0,286.4,562.4,232.4,1406.2,1031.3,190.7,1071.5,1442.0,1399.2,1018.5,1687.1,949.5,226.7,194.0,470.8,1441.9,1054.5,1050.4,1402.8,1040.8,1374.5,489.6,1064.9,1475.9,561.2,87.5,166.4,0.0,1454.8,1480.6,1420.0,62.9,280.9,315.8,137.7,127.2,563.5,208.3,1403.9,1460.0,215.5,201.2,250.3,1151.6,1491.1,1392.1,556.1,238.1,56.6,484.0,1413.0,1399.5,1062.0,1419.7,1066.9,1332.1,1397.9,1488.9,1384.4,197.7,380.6,1034.5,1418.5,1396.4,421.4,1323.4,272.3,1390.1,596.5,1408.2,354.9,133.0,476.5,1539.9,998.0,148.5,221.7,114.2,1038.6,130.7,1445.4,1431.7,1049.9,106.8,1368.1,139.4,1481.3,486.3,297.5,993.2,133.0,217.5,625.5,466.5,292.9,1360.7,1431.5,208.1,1443.1,46.9,264.2,1429.4,450.4,1261.9,1396.5,530.7,127.3,200.7,1455.3,1020.0,1448.9,474.9,1358.4,337.5,173.2,1430.1,1383.8,995.7,273.6,264.0,1441.5,1429.3,1007.9,115.7,1299.5,1467.2,249.5,171.5,1416.1,323.0
JD,844.4,289.5,279.1,1823.5,1454.1,1564.9,284.6,1537.4,350.2,1581.8,319.2,614.5,192.9,1735.9,1506.9,599.7,1700.9,268.6,1688.3,1510.3,1500.7,1599.9,1761.4,1437.3,220.3,556.3,1577.7,535.6,229.1,356.7,543.9,2054.4,498.3,1506.7,1409.0,1669.8,42.7,518.6,575.8,269.3,504.9,260.7,1688.6,661.8,300.6,1760.2,1499.2,1554.6,1411.6,0.0,257.6,121.2,1474.6,1594.4,1629.3,1549.4,1326.2,1762.5,1425.3,393.9,274.1,1432.5,1561.9,1611.0,543.9,315.8,200.6,1754.9,1598.8,1468.3,1683.0,200.1,212.0,543.0,284.4,611.1,251.8,185.0,267.1,234.0,1414.7,1579.6,555.0,32.3,239.7,1620.4,349.5,1552.3,254.8,1795.5,359.1,1553.9,1544.7,1675.5,364.2,628.0,1560.2,1501.7,1525.9,563.6,1557.7,232.5,271.6,514.0,1518.5,267.8,1520.3,306.0,1685.3,1611.4,518.6,1526.7,1452.2,1824.5,1665.5,1620.0,274.5,245.6,1425.1,309.6,1393.3,1577.7,216.5,1649.4,288.0,225.7,1729.7,1326.8,1520.9,258.4,520.9,224.4,1673.9,332.8,1536.5,1547.8,312.4,197.9,625.7,1574.4,1624.7,321.6,243.4,533.3,1527.4,325.6,49.4,1610.2,1583.2,240.8,1636.5
JL,884.0,183.7,260.5,1810.9,1441.5,1552.3,174.3,1523.5,173.2,1569.2,152.5,601.9,42.8,1723.3,1494.3,639.3,1688.3,162.8,1675.7,1497.7,1488.1,1587.3,1748.8,1424.7,183.3,595.9,1565.1,575.2,315.7,190.0,583.5,2041.8,537.9,1494.1,1398.4,1657.2,228.3,558.2,615.4,102.6,544.5,94.0,1676.0,649.2,123.6,1747.6,1486.6,1542.0,1399.0,241.2,0.0,206.4,1462.0,1581.8,1616.7,1536.8,1313.6,1749.9,1412.7,332.2,237.1,1419.9,1549.3,1598.4,580.0,138.8,100.7,1742.5,1586.2,1455.7,1670.4,286.7,106.7,582.6,178.6,650.7,287.9,271.6,8.3,128.2,1402.1,1567.0,599.5,204.9,73.0,1607.8,389.1,1539.7,149.0,1782.9,192.4,1541.3,1532.1,1662.9,187.6,667.6,1547.6,1489.1,1513.3,603.2,1529.8,319.1,209.8,553.6,1505.9,249.2,1507.7,129.0,1672.7,1598.4,558.2,1514.1,1439.6,1811.9,1652.9,1607.4,107.8,208.6,1412.5,142.9,1380.7,1565.1,303.1,1636.8,327.6,199.2,1717.1,1313.7,1508.3,109.0,560.5,47.4,1661.3,368.9,1523.9,1535.2,145.7,163.9,665.3,1561.8,1612.1,154.9,206.4,572.9,1514.8,365.2,253.6,1597.6,1570.6,63.8,1623.9
JP,797.9,243.0,232.6,1777.0,1407.6,1518.4,242.1,1489.6,303.7,1535.3,272.7,568.0,146.4,1689.4,1460.4,553.2,1654.4,222.1,1641.8,1463.8,1454.2,1553.4,1714.9,1390.8,173.8,509.8,1531.2,489.1,182.6,310.2,497.4,2007.9,451.8,1460.2,1364.5,1623.3,76.6,472.1,529.3,222.8,458.4,214.2,1642.1,615.3,254.1,1713.7,1452.7,1508.1,1365.1,89.5,211.1,0.0,1428.1,1547.9,1582.8,1502.9,1279.7,1716.0,1378.8,347.4,227.6,1386.0,1515.4,1564.5,497.4,269.3,154.1,1708.6,1552.3,1421.8,1636.5,153.6,166.0,496.5,237.9,564.6,205.3,138.5,219.4,187.5,1368.2,1533.1,513.4,53.2,193.2,1573.9,303.0,1505.8,208.3,1749.0,312.6,1507.4,1498.2,1629.0,318.1,581.5,1513.7,1455.2,1479.4,517.1,1495.9,186.0,237.2,467.5,1472.0,221.3,1473.8,259.5,1638.8,1564.5,472.1,1480.2,1405.7,1778.0,1619.0,1573.5,228.0,199.1,1378.6,263.1,1346.8,1531.2,170.0,1602.9,241.5,179.2,1683.2,1279.8,1474.4,217.3,474.4,177.9,1627.4,286.3,1490.0,1501.3,265.9,151.4,579.2,1527.9,1578.2,275.1,196.9,486.8,1480.9,279.1,101.9,1563.7,1536.7,194.3,1590.0
JY,1088.7,1468.0,1445.6,657.4,190.6,90.2,1402.1,159.6,1591.7,205.3,1434.5,1236.3,1483.6,569.8,161.7,1035.9,534.8,1470.1,522.2,73.6,64.0,223.4,595.3,207.4,1472.4,1097.5,127.7,1137.7,1508.2,1465.4,1084.7,1720.0,1015.7,171.3,226.9,503.7,1508.1,1120.7,1116.6,1469.0,1107.0,1440.7,522.5,1131.1,1542.1,594.1,24.5,103.4,69.1,1521.0,1546.8,1486.2,0.0,217.9,252.8,74.7,160.1,596.4,241.2,1470.1,1526.2,248.4,138.2,187.3,1217.8,1557.3,1458.3,589.0,175.1,31.6,516.9,1479.2,1465.7,1128.2,1485.9,1133.1,1398.3,1464.1,1555.1,1450.6,230.6,413.5,1100.7,1484.7,1462.6,454.3,1389.6,225.0,1456.3,629.4,1474.4,387.8,70.0,509.4,1606.1,1064.2,85.5,176.3,51.2,1104.8,67.7,1511.6,1497.9,1116.1,81.8,1434.3,114.4,1547.5,519.2,234.5,1059.4,108.0,192.5,658.4,499.4,229.9,1426.9,1497.7,241.0,1509.3,116.1,201.2,1495.6,483.3,1328.1,1462.7,563.6,160.2,159.4,1521.5,1086.2,1515.1,507.8,1424.6,370.4,110.2,1496.3,1450.0,1061.9,210.6,201.0,1507.7,1495.5,1074.1,52.7,1365.7,1533.4,186.5,108.5,1482.3,260.0
KA,1293.8,1673.1,1650.7,675.6,140.2,137.6,1607.2,78.2,1796.8,40.6,1639.6,1441.4,1688.7,588.0,122.3,1241.0,553.0,1675.2,540.4,211.1,220.3,5.4,613.5,157.0,1677.5,1302.6,147.5,1342.8,1713.3,1670.5,1289.8,1873.7,1220.8,97.6,355.8,521.9,1713.2,1325.8,1321.7,1674.1,1312.1,1645.8,540.7,1336.2,1747.2,612.3,201.0,124.4,285.2,1726.1,1751.9,1691.3,216.0,0.0,34.8,153.1,376.2,614.6,391.7,1675.2,1731.3,333.3,107.2,111.2,1422.9,1762.4,1663.4,607.2,99.0,247.7,535.1,1684.3,1670.8,1333.3,1691.0,1338.2,1603.4,1669.2,1760.2,1655.7,381.1,431.7,1305.8,1689.8,1667.7,472.5,1594.7,134.6,1661.4,647.6,1679.5,406.0,211.9,527.6,1811.2,1269.3,227.4,102.6,176.6,1309.9,207.5,1716.7,1703.0,1321.2,202.6,1639.4,169.6,1752.6,537.4,16.5,1264.5,176.0,142.1,676.6,517.6,25.5,1632.0,1702.8,391.5,1714.4,332.2,36.5,1700.7,501.5,1533.2,1667.8,581.8,376.3,108.3,1726.6,1291.3,1720.2,526.0,1629.7,388.6,117.6,1701.4,1655.1,1267.0,112.5,124.9,1712.8,1700.6,1279.2,229.2,1570.8,1738.5,68.9,166.7,1687.4,42.0
KB,1314.2,1693.5,1671.1,696.0,160.6,158.0,1631.0,97.3,1817.2,61.0,1660.0,1461.8,1709.1,608.4,142.7,1261.4,573.4,1695.6,560.8,231.5,240.7,28.3,633.9,177.4,1697.9,1323.0,167.9,1363.2,1733.7,1690.9,1310.2,1894.1,1241.2,118.0,376.2,542.3,1729.1,1346.2,1342.1,1694.5,1332.5,1666.2,561.1,1356.6,1767.6,632.7,221.4,144.8,305.6,1752.5,1772.3,1711.7,236.4,20.3,0.0,173.5,396.6,635.0,412.1,1695.6,1751.7,353.7,130.1,134.1,1443.3,1782.8,1683.8,627.4,121.9,268.1,555.5,1704.7,1690.7,1353.7,1711.4,1358.6,1623.8,1689.6,1780.6,1676.1,401.5,452.1,1321.3,1710.2,1688.1,492.9,1615.1,155.0,1681.8,668.0,1699.9,426.4,232.3,548.0,1831.2,1289.7,247.8,123.0,197.0,1330.3,242.1,1737.1,1723.4,1341.6,223.0,1659.8,186.4,1773.0,557.8,39.8,1284.9,196.4,162.5,697.0,538.0,48.4,1652.4,1723.2,411.9,1734.8,352.6,56.9,1721.1,521.9,1553.6,1688.2,602.2,396.7,128.7,1761.3,1311.7,1740.6,546.4,1650.1,409.0,138.0,1721.8,1675.5,1287.4,132.9,147.8,1733.2,1721.0,1299.6,249.6,1591.2,1758.9,91.8,187.1,1707.8,7.2
KH,1151.6,1530.9,1508.5,674.5,139.1,15.4,1465.0,84.8,1654.6,130.5,1497.4,1299.2,1546.5,586.9,98.6,1098.8,551.9,1533.0,539.3,136.5,126.9,148.6,612.4,155.9,1535.3,1160.4,79.2,1200.6,1571.1,1528.3,1147.6,1782.9,1078.6,96.5,289.8,520.8,1571.0,1183.6,1179.5,1531.9,1169.9,1503.6,539.6,1194.0,1605.0,611.2,47.8,28.7,132.0,1583.9,1609.7,1549.1,62.8,143.1,178.0,0.0,223.0,613.5,304.1,1533.0,1589.1,311.3,63.4,112.5,1280.7,1620.2,1521.2,606.1,100.3,94.5,534.0,1542.1,1528.6,1191.1,1548.8,1196.0,1461.2,1527.0,1618.0,1513.5,293.5,430.6,1163.6,1547.6,1525.5,471.4,1452.5,150.2,1519.2,646.5,1537.3,404.9,58.7,526.5,1669.0,1127.1,74.2,101.5,23.5,1167.7,91.0,1574.5,1560.8,1179.0,144.7,1497.2,145.9,1610.4,536.3,159.7,1122.3,152.3,141.0,675.5,516.5,155.1,1489.8,1560.6,303.9,1572.2,179.0,126.4,1558.5,500.4,1391.0,1525.6,580.7,223.1,84.6,1584.4,1149.1,1578.0,524.9,1487.5,387.5,35.4,1559.2,1512.9,1124.8,135.8,126.2,1570.6,1558.4,1137.0,76.0,1428.6,1596.3,111.7,98.4,1545.2,185.2
KJ,1039.3,1418.6,1396.2,497.2,127.8,241.5,1356.1,211.1,1542.3,255.5,1385.1,1186.9,1434.2,409.6,180.6,986.5,374.6,1420.7,362.0,235.5,244.7,273.6,435.1,111.0,1423.0,1048.1,251.4,1088.3,1458.8,1416.0,1035.3,1630.4,966.3,180.4,195.4,343.5,1458.7,1071.3,1067.2,1419.6,1057.6,1391.3,362.3,1081.7,1492.7,433.9,304.9,228.3,333.2,1477.6,1497.4,1436.8,319.9,268.1,303.0,257.0,0.0,436.2,169.6,1420.7,1476.8,172.9,235.6,284.7,1168.4,1507.9,1408.9,428.6,272.5,277.1,356.7,1429.8,1416.3,1078.8,1436.5,1083.7,1348.9,1414.7,1505.7,1401.2,159.0,253.3,1051.3,1435.3,1413.2,294.1,1340.2,226.0,1406.9,469.2,1425.0,227.6,315.8,349.2,1556.7,1014.8,331.3,175.4,280.5,1055.4,325.6,1462.2,1448.5,1066.7,227.0,1384.9,194.0,1498.1,359.0,285.1,1010.0,200.4,125.9,498.2,339.2,293.7,1377.5,1448.3,169.4,1459.9,196.6,251.4,1446.2,323.1,1278.7,1413.3,403.4,0.0,194.6,1472.1,1036.8,1465.7,347.6,1375.2,210.2,221.5,1446.9,1400.6,1012.5,248.1,298.4,1458.3,1446.1,1024.7,333.1,1316.3,1484.0,283.9,270.6,1432.9,310.2
KM,1445.9,1825.2,1802.8,406.1,484.1,597.8,1759.3,566.1,1948.9,611.8,1791.7,1593.5,1840.8,318.5,536.9,1393.1,454.4,1827.3,233.1,591.8,601.0,629.9,27.7,467.3,1829.6,1454.7,607.7,1494.9,1865.4,1822.6,1441.9,1865.3,1372.9,536.7,525.9,344.4,1865.3,1477.9,1473.8,1826.2,1464.2,1797.9,295.5,1488.3,1899.3,1.9,661.2,584.6,586.1,1878.2,1904.0,1843.4,676.2,624.4,659.3,613.3,520.3,0.0,561.8,1827.3,1883.4,503.4,591.9,641.0,1575.0,1914.5,1815.5,429.7,628.8,633.4,227.8,1836.4,1822.9,1485.4,1843.1,1490.3,1755.5,1821.3,1912.3,1807.8,551.2,255.6,1457.9,1841.9,1819.8,150.9,1746.8,582.3,1813.5,32.9,1831.6,217.1,672.1,220.3,1963.3,1421.4,687.6,531.7,636.8,1462.0,667.7,1868.8,1855.1,1473.3,583.3,1791.5,550.3,1904.7,438.8,641.0,1416.6,556.7,482.2,407.1,210.3,650.0,1784.1,1854.9,561.6,1866.5,603.2,607.7,1852.8,194.2,1685.3,1819.9,404.3,520.4,550.9,1878.7,1443.4,1872.3,218.7,1781.8,234.1,577.8,1853.5,1807.2,1419.1,604.4,654.7,1864.9,1852.7,1431.3,689.4,1722.9,1890.6,640.2,626.9,1839.5,666.5
KR,1116.2,1495.5,1473.1,638.2,250.8,364.5,1433.0,334.1,1619.2,378.5,1462.0,1263.8,1511.1,550.6,303.6,1063.4,515.6,1497.6,503.0,358.5,367.7,396.6,576.1,234.0,1499.9,1125.0,374.4,1165.2,1535.7,1492.9,1112.2,1688.6,1043.2,303.4,44.5,484.5,1531.1,1148.2,1144.1,1496.5,1134.5,1468.2,503.3,1158.6,1569.6,574.9,309.7,351.3,238.4,1554.5,1574.3,1513.7,285.1,391.1,426.0,380.0,172.6,577.2,0.0,1497.6,1553.7,68.0,358.6,407.7,1245.3,1584.8,1485.8,569.8,395.5,278.8,497.7,1506.7,1492.7,1155.7,1513.4,1160.6,1425.8,1491.6,1582.6,1478.1,50.8,394.3,1128.2,1512.2,1490.1,435.1,1417.1,349.0,1483.8,610.2,1501.9,368.6,438.8,490.2,1633.6,1091.7,454.3,298.4,403.5,1132.3,448.6,1539.1,1537.7,1143.6,350.0,1461.8,313.4,1575.0,500.0,408.1,1086.9,323.4,248.9,639.2,480.2,416.7,1454.4,1525.2,61.2,1536.8,255.5,374.4,1523.1,464.1,1355.6,1490.2,544.4,172.7,317.6,1568.4,1113.7,1542.6,488.6,1452.1,351.2,344.5,1523.8,1477.5,1089.4,371.1,421.4,1535.2,1523.0,1101.6,337.9,1393.2,1560.9,406.9,393.6,1509.8,433.2
KV,835.8,343.7,197.8,1827.7,1458.3,1569.1,281.2,1541.6,387.5,1586.0,310.2,594.3,311.1,1740.1,1511.1,591.1,1705.1,345.8,1692.5,1514.5,1504.9,1604.1,1765.6,1441.5,270.8,547.7,1581.9,527.0,353.1,341.1,535.3,2205.0,489.7,1510.9,1413.2,1674.0,353.0,510.0,567.2,298.9,496.3,316.4,1692.8,723.8,337.9,1764.4,1503.4,1558.8,1415.8,371.9,322.6,331.1,1478.8,1598.6,1633.5,1553.6,1330.4,1766.7,1429.5,0.0,256.0,1436.7,1566.1,1615.2,554.6,353.1,230.2,1759.1,1603.0,1472.5,1687.2,324.1,340.9,534.4,361.6,602.5,225.2,309.0,330.9,326.3,1418.9,1583.8,546.4,329.6,269.3,1624.6,367.7,1556.5,332.0,1799.7,350.1,1558.1,1548.9,1679.7,401.9,619.4,1564.4,1505.9,1530.1,555.0,1561.9,356.5,227.0,505.4,1522.7,186.5,1520.9,343.3,1689.5,1615.6,510.0,1530.9,1456.4,1828.7,1669.7,1624.2,302.6,274.6,1429.3,339.2,1397.5,1581.9,340.5,1653.6,310.1,286.7,1733.9,1330.5,1525.1,288.0,512.3,309.4,1678.1,306.2,1540.7,1552.0,342.0,251.4,617.1,1578.6,1628.9,351.2,293.9,524.7,1531.6,343.8,378.3,1614.4,1587.4,278.1,1640.7
KX,808.4,311.7,195.2,1800.3,1430.9,1541.7,254.0,1512.9,270.9,1558.6,232.2,591.7,194.5,1712.7,1483.7,563.7,1677.7,290.8,1665.1,1487.1,1477.5,1576.7,1738.2,1414.1,68.5,520.3,1554.5,499.6,240.1,269.7,507.9,2102.4,462.3,1483.5,1387.8,1646.6,240.0,482.6,539.8,182.3,468.9,173.7,1665.4,721.2,221.3,1737.0,1476.0,1531.4,1388.4,252.9,206.0,218.1,1451.4,1571.2,1606.1,1526.2,1303.0,1739.3,1402.1,266.9,0.0,1409.3,1538.7,1587.8,507.9,236.5,113.6,1731.9,1575.6,1445.1,1659.8,211.1,234.7,507.0,306.6,575.1,222.6,196.0,214.3,332.8,1391.5,1556.4,523.9,216.6,152.7,1597.2,313.5,1529.1,277.0,1772.3,272.1,1530.7,1521.5,1652.3,285.3,592.0,1537.0,1478.5,1502.7,527.6,1519.2,243.5,31.2,478.0,1495.3,183.9,1497.1,226.7,1662.1,1587.8,482.6,1503.5,1429.0,1801.3,1642.3,1596.8,187.5,18.8,1401.9,222.6,1370.1,1554.5,227.5,1626.2,252.0,123.6,1706.5,1303.1,1497.7,176.8,484.9,192.8,1650.7,303.6,1513.3,1524.6,225.4,105.3,589.7,1551.2,1601.5,234.6,64.0,497.3,1504.2,289.6,265.3,1587.0,1560.0,161.5,1613.3
LA,1093.7,1473.0,1450.6,570.1,182.7,296.4,1410.5,266.0,1596.7,310.4,1439.5,1241.3,1488.6,482.5,235.5,1040.9,447.5,1475.1,434.9,290.4,299.6,328.5,508.0,165.9,1477.4,1102.5,306.3,1142.7,1513.2,1470.4,1089.7,1659.2,1020.7,235.3,24.9,416.4,1513.1,1125.7,1121.6,1474.0,1112.0,1445.7,435.2,1136.1,1547.1,506.8,359.8,283.2,215.9,1532.0,1551.8,1491.2,262.6,323.0,357.9,311.9,150.1,509.1,58.3,1475.1,1531.2,0.0,290.5,339.6,1222.8,1562.3,1463.3,501.5,327.4,332.0,429.6,1484.2,1470.2,1133.2,1490.9,1138.1,1403.3,1469.1,1560.1,1455.6,47.7,326.2,1105.7,1489.7,1467.6,367.0,1394.6,280.9,1461.3,542.1,1479.4,300.5,370.7,422.1,1610.7,1069.2,386.2,230.3,335.4,1109.8,380.5,1516.6,1528.6,1121.1,281.9,1439.3,248.9,1552.5,431.9,340.0,1064.4,255.3,180.8,571.1,412.1,348.6,1431.9,1502.7,58.1,1514.3,233.0,306.3,1500.6,396.0,1333.1,1467.7,476.3,150.7,249.5,1540.8,1091.2,1520.1,420.5,1429.6,283.1,276.4,1501.3,1455.0,1066.9,303.0,353.3,1512.7,1500.5,1079.1,388.0,1370.7,1538.4,338.8,325.5,1487.3,365.1
LE,1225.1,1604.4,1582.0,643.1,107.7,57.9,1538.5,53.4,1728.1,99.1,1570.9,1372.7,1620.0,555.5,67.2,1172.3,520.5,1606.5,507.9,156.0,165.2,111.7,581.0,124.5,1608.8,1233.9,40.8,1274.1,1644.6,1601.8,1221.1,1841.2,1152.1,65.1,323.3,489.4,1644.5,1257.1,1253.0,1605.4,1243.4,1577.1,508.2,1267.5,1678.5,579.8,121.3,44.7,205.5,1657.4,1683.2,1622.6,136.3,111.7,134.6,73.4,296.5,582.1,359.2,1606.5,1662.6,300.8,0.0,49.0,1354.2,1693.7,1594.7,574.7,36.8,168.0,502.6,1615.6,1602.1,1264.6,1622.3,1269.5,1534.7,1600.5,1691.5,1587.0,348.6,399.2,1237.1,1621.1,1599.0,440.0,1526.0,118.8,1592.7,615.1,1610.8,373.5,132.2,495.1,1742.5,1200.6,147.7,70.1,96.9,1241.2,100.8,1648.0,1634.3,1252.5,147.5,1570.7,114.5,1683.9,504.9,100.6,1195.8,120.9,109.6,644.1,485.1,91.6,1563.3,1634.1,359.0,1645.7,252.5,95.0,1632.0,469.0,1464.5,1599.1,549.3,296.6,53.2,1657.9,1222.6,1651.5,493.5,1561.0,356.1,37.9,1632.7,1586.4,1198.3,104.4,62.7,1644.1,1631.9,1210.5,149.5,1502.1,1669.8,48.2,60.0,1618.7,141.8
LI,1267.2,1646.5,1624.1,685.2,149.8,100.0,1580.6,95.5,1770.2,134.9,1613.0,1414.8,1662.1,597.6,109.3,1214.4,562.6,1648.6,550.0,198.1,207.3,88.7,623.1,166.6,1650.9,1276.0,82.9,1316.2,1686.7,1643.9,1263.2,1883.3,1194.2,107.2,365.4,531.5,1686.6,1299.2,1295.1,1647.5,1285.5,1619.2,550.3,1309.6,1720.6,621.9,163.4,86.8,247.6,1699.5,1725.3,1664.7,178.4,94.2,111.6,115.5,338.6,624.2,401.3,1648.6,1704.7,342.9,42.0,0.0,1396.3,1735.8,1636.8,616.8,8.1,210.1,544.7,1657.7,1644.2,1306.7,1664.4,1311.6,1576.8,1642.6,1733.6,1629.1,390.7,441.3,1279.2,1663.2,1641.1,482.1,1568.1,160.9,1634.8,657.2,1652.9,415.6,174.3,537.2,1784.6,1242.7,189.8,112.2,139.0,1283.3,142.9,1690.1,1676.4,1294.6,189.6,1612.8,156.6,1726.0,547.0,77.6,1237.9,163.0,151.7,686.2,527.2,68.6,1605.4,1676.2,401.1,1687.8,294.6,130.8,1674.1,511.1,1506.6,1641.2,591.4,338.7,95.3,1700.0,1264.7,1693.6,535.6,1603.1,398.2,80.0,1674.8,1628.5,1240.4,146.5,13.7,1686.2,1674.0,1252.6,191.6,1544.2,1711.9,25.2,102.1,1660.8,118.8
LQ,544.1,663.3,487.9,1510.9,1141.5,1252.3,566.6,1223.5,640.1,1269.2,599.0,214.6,563.7,1423.3,1194.3,274.3,1388.3,642.4,1375.7,1197.7,1188.1,1287.3,1448.8,1124.7,496.9,263.6,1265.1,252.2,532.7,629.9,263.8,2097.7,194.8,1194.1,1098.4,1357.2,532.6,235.2,295.7,551.5,221.5,542.9,1376.0,303.5,590.5,1447.6,1186.6,1242.0,1099.0,545.5,575.2,510.7,1162.0,1281.8,1316.7,1236.8,1013.6,1449.9,1112.7,602.7,569.2,1119.9,1249.3,1298.4,0.0,605.7,482.8,1442.5,1286.2,1155.7,1370.4,503.7,586.3,259.6,658.2,288.9,388.4,488.6,583.5,615.1,1102.1,1267.0,288.2,509.2,521.9,1307.8,378.5,1239.7,628.6,1482.9,638.9,1241.3,1232.1,1362.9,654.5,302.6,1247.6,1189.1,1213.3,270.9,1229.8,536.1,540.2,230.6,1205.9,476.6,1207.7,595.9,1372.7,1298.4,238.5,1214.1,1139.6,1511.9,1352.9,1307.4,556.7,522.2,1112.5,591.8,1080.7,1265.1,520.1,1336.8,320.9,487.2,1417.1,1013.7,1208.3,546.0,250.1,562.0,1361.3,354.1,1223.9,1235.2,594.6,474.5,300.3,1261.8,1312.1,603.8,520.0,253.2,1214.8,354.6,557.9,1297.6,1270.6,530.7,1323.9
LR,893.8,267.5,270.3,1885.7,1516.3,1627.1,204.1,1598.3,60.9,1644.0,182.3,666.8,126.6,1798.1,1569.1,649.1,1763.1,246.6,1750.5,1572.5,1562.9,1662.1,1823.6,1499.5,193.1,605.7,1639.9,585.0,325.5,219.8,593.3,2125.6,547.7,1568.9,1473.2,1732.0,312.1,568.0,625.2,132.4,554.3,123.8,1750.8,733.0,13.9,1822.4,1561.4,1616.8,1473.8,325.0,138.1,290.2,1536.8,1656.6,1691.5,1611.6,1388.4,1824.7,1487.5,342.0,246.9,1494.7,1624.1,1673.2,593.3,0.0,110.5,1817.3,1661.0,1530.5,1745.2,296.5,190.5,592.4,262.4,660.5,297.7,281.4,146.4,282.9,1476.9,1641.8,609.3,288.7,102.8,1682.6,398.9,1614.5,232.8,1857.7,222.2,1616.1,1606.9,1737.7,73.9,677.4,1622.4,1563.9,1588.1,613.0,1604.6,328.9,219.6,563.4,1580.7,259.0,1582.5,9.0,1747.5,1673.2,568.0,1588.9,1514.4,1886.7,1727.7,1682.2,137.6,218.4,1487.3,172.7,1455.5,1639.9,312.9,1711.6,337.4,209.0,1791.9,1388.5,1583.1,143.1,570.3,124.9,1736.1,378.7,1598.7,1610.0,175.5,173.7,675.1,1636.6,1686.9,184.7,216.2,582.7,1589.6,375.0,337.4,1672.4,1645.4,73.8,1698.7
LS,782.2,220.7,158.7,1774.1,1404.7,1515.5,139.3,1486.7,156.2,1532.4,117.5,555.2,79.8,1686.5,1457.5,537.5,1651.5,199.8,1638.9,1460.9,1451.3,1550.5,1712.0,1387.9,81.5,494.1,1528.3,473.4,213.9,155.0,481.7,2019.7,436.1,1457.3,1361.6,1620.4,206.2,456.4,513.6,67.6,442.7,59.0,1639.2,627.1,106.6,1710.8,1449.8,1505.2,1362.2,219.1,91.3,184.3,1425.2,1545.0,1579.9,1500.0,1276.8,1713.1,1375.9,230.4,135.3,1383.1,1512.5,1561.6,481.7,121.8,0.0,1705.7,1549.4,1418.9,1633.6,184.9,143.7,480.8,215.6,548.9,186.1,169.8,99.6,218.1,1365.3,1530.2,497.7,182.8,38.0,1571.0,287.3,1502.9,186.0,1746.1,157.4,1504.5,1495.3,1626.1,170.6,565.8,1510.8,1452.3,1476.5,501.4,1493.0,217.3,108.0,451.8,1469.1,147.4,1470.9,112.0,1635.9,1561.6,456.4,1477.3,1402.8,1775.1,1616.1,1570.6,72.8,106.8,1375.7,107.9,1343.9,1528.3,201.3,1600.0,225.8,97.4,1680.3,1276.9,1471.5,62.1,458.7,78.1,1624.5,267.1,1487.1,1498.4,110.7,62.1,563.5,1525.0,1575.3,119.9,104.6,471.1,1478.0,263.4,231.5,1560.8,1533.8,46.8,1587.1
