from_stop,AE,AI,AQ,AY,BA,BC,BG,BQ,BS,BX,CF,CL,CO,CT,CU,CW,DE,DI,DM,DP,DS,DX,DZ,ED,EF,EG,EJ,EL,EM,EO,EP,EQ,FA,FC,FG,FI,FJ,FL,FN,FV,GB,GE,GF,GG,HD,HE,HI,HJ,HK,HP,HU,IF,IK,IQ,IU,IX,JB,JD,JE,JI,JP,JX,KA,KE,KF,KL,KO,KP,KY,LC,LE,LN,LT,MF,ML,MS,MT,MU,MX,NC,ND,NE,NF,NI,NK,NQ,NT,OA,OC,OD,OE,OF,OL,OM,OQ,OZ,PB,PG,PK,PP,PQ,PR,PV,QH,QL,QM,QN,QO,QP,QT,QW,RA,RB,RF,RH,RJ,RL,RO,RX,SA,SB,SD,SH,SQ,SV,SY,SZ,TA,TC,TG,TI,TM,TQ,TU,TW,UA,UF,UG,UK,UM,UP,UQ,UY,UZ,VD,VF,VN,VP,VR,VS,VZ,WB,WF,WH,WL,WY,WZ,XG,XJ,XN,YA,YF,YJ,YL,YM,YY,ZA,ZB,ZD,ZK,ZL,ZQ,ZR,ZV,ZW,ZX,ZY
TW,236.6,167.1,1028.0,114.9,885.5,143.1,216.2,199.0,169.5,257.6,226.2,278.6,822.2,266.3,99.0,210.7,966.0,179.4,72.4,292.6,200.6,219.3,910.5,194.5,684.3,872.9,869.2,942.8,122.7,94.1,619.0,948.0,875.6,886.7,844.2,185.0,132.5,145.3,235.9,246.8,84.6,99.7,86.7,866.2,348.9,882.1,157.8,176.9,630.8,852.1,803.4,122.6,2619.1,237.7,249.4,99.7,930.4,185.9,116.8,242.5,869.5,171.2,578.6,223.8,201.3,858.1,183.8,832.4,184.7,575.7,109.2,182.7,149.2,144.3,260.1,132.0,806.7,291.9,173.1,187.7,164.7,856.6,261.5,873.2,889.7,384.6,73.2,172.4,138.3,784.5,826.6,123.4,930.1,818.1,163.3,156.7,858.5,173.4,837.8,933.6,989.3,161.6,176.4,906.0,133.9,576.4,824.0,87.7,923.8,222.4,279.6,163.3,117.6,890.4,237.9,896.3,887.3,845.7,225.9,234.6,51.2,848.5,791.4,853.8,797.5,89.6,845.0,73.6,847.3,154.0,22.4,163.8,840.1,853.0,0.0,275.9,123.3,857.5,166.2,842.5,138.7,209.2,162.5,178.6,35.0,214.0,158.1,124.3,843.1,8.7,173.5,56.5,46.4,132.2,141.5,258.9,849.4,798.2,94.5,138.7,239.1,915.5,179.8,884.5,983.3,829.9,189.6,158.7,117.2,553.4,109.2,221.9,877.2,803.9,829.3,843.3,186.8
UA,257.5,222.5,1065.4,225.6,922.9,282.2,65.9,260.6,326.7,148.2,213.2,128.3,859.6,98.0,155.8,266.1,1003.4,216.8,227.4,16.6,256.0,274.7,947.9,296.7,721.7,910.3,906.6,980.2,228.6,271.0,540.2,985.4,913.0,924.1,881.6,253.4,169.4,200.7,38.8,302.2,225.7,239.1,263.6,903.6,270.1,919.5,296.9,232.3,668.2,889.5,840.8,299.5,2656.5,274.6,210.8,240.8,967.8,241.3,153.7,282.2,906.9,226.6,616.0,279.2,238.7,895.5,177.3,869.8,286.9,616.0,226.1,238.1,288.3,255.0,109.8,202.1,844.1,182.5,312.2,158.8,201.6,894.0,298.4,910.6,927.1,305.8,248.5,195.1,334.6,821.9,864.0,160.3,967.5,855.5,146.4,299.4,895.9,210.3,875.2,971.0,1026.7,304.3,333.6,943.4,310.8,613.8,861.4,317.7,961.2,259.8,317.2,146.4,318.0,927.8,258.8,933.7,924.7,883.1,187.3,66.3,305.7,885.9,828.8,881.9,834.9,249.2,882.4,309.1,884.7,190.9,267.3,219.2,877.5,890.4,275.1,0.0,343.8,894.9,221.6,879.9,204.3,264.6,303.6,227.8,289.5,316.2,213.5,320.6,880.5,281.0,196.2,311.0,218.4,273.3,247.4,314.3,886.8,835.6,271.4,208.8,294.5,952.9,249.9,921.9,1020.7,867.3,321.0,228.8,337.7,590.8,250.3,53.6,914.6,841.3,866.7,880.7,289.0
UF,310.0,214.8,1075.7,202.8,933.2,114.9,291.9,272.4,137.3,331.0,299.6,354.3,869.9,342.0,186.9,258.4,1013.7,227.1,160.3,368.3,248.3,267.0,958.2,238.4,732.0,920.6,916.9,990.5,160.0,62.9,666.7,995.7,923.3,934.4,891.9,258.4,220.4,193.0,311.6,294.5,139.3,188.3,70.3,913.9,396.6,929.8,129.6,224.6,678.5,899.8,851.1,108.7,2666.8,325.6,322.8,124.2,978.1,233.6,204.7,290.2,917.2,218.9,626.3,271.5,249.0,905.8,271.7,880.1,228.6,623.4,197.8,230.4,121.0,232.2,335.8,205.4,854.4,365.3,144.9,275.6,252.6,904.3,349.4,920.9,937.4,432.3,160.8,245.8,32.2,832.2,874.3,211.3,977.8,865.8,236.7,63.1,906.2,261.3,885.5,981.3,1037.0,58.2,144.2,953.7,98.8,624.1,871.7,26.8,971.5,270.1,327.3,236.7,79.2,938.1,311.3,944.0,935.0,893.4,299.3,310.3,50.0,896.2,839.1,901.5,845.2,178.2,892.7,35.2,895.0,241.9,111.0,211.5,887.8,900.7,88.5,351.6,0.0,905.2,213.9,890.2,212.1,256.9,59.9,226.3,62.9,228.8,205.8,46.2,890.8,97.3,246.9,45.8,134.3,104.0,141.2,306.6,897.1,845.9,99.2,212.1,286.8,963.2,253.2,932.2,1031.0,877.6,157.4,232.1,6.6,601.1,114.7,297.6,924.9,851.6,877.0,891.0,181.8
UG,931.5,719.0,311.5,818.1,169.0,850.8,784.7,934.6,803.2,885.0,891.1,847.1,294.7,834.8,829.8,762.6,249.5,656.0,798.1,861.1,772.5,714.3,194.0,902.2,435.1,18.4,221.5,226.3,830.4,747.5,767.1,231.5,192.5,170.2,207.3,927.4,843.4,697.2,804.4,741.8,792.3,814.9,740.1,229.5,728.4,245.2,865.5,718.0,581.0,252.9,239.6,776.0,2379.2,948.6,906.5,807.4,213.9,746.2,827.7,721.4,270.3,728.2,528.8,718.8,677.9,288.4,851.3,233.2,892.4,525.9,824.4,703.5,856.9,830.8,828.6,876.1,197.5,919.3,880.8,832.8,875.6,277.5,972.4,236.3,242.0,764.1,815.1,869.1,844.8,195.3,178.9,834.3,213.6,290.6,820.4,863.2,175.4,884.3,253.6,217.1,272.8,868.1,810.1,189.5,787.3,410.6,267.4,794.2,207.3,699.0,758.5,820.4,794.5,237.7,932.8,259.4,250.4,298.8,883.0,803.1,800.4,211.6,202.2,162.7,49.9,804.8,317.5,785.6,259.5,864.9,778.6,715.7,212.9,242.7,769.8,844.4,829.8,0.0,679.9,275.0,880.1,749.5,870.2,667.0,784.2,921.7,741.3,830.8,114.8,778.6,870.2,805.7,772.1,839.9,849.2,769.8,270.3,189.0,747.9,882.8,774.9,199.0,923.9,26.9,266.8,240.7,803.3,902.8,823.7,503.6,816.9,790.4,19.6,167.0,310.4,14.1,894.5
UK,319.4,54.5,922.3,196.4,779.8,227.3,172.6,283.2,179.7,272.9,279.0,235.0,716.5,222.7,201.2,116.1,860.3,28.8,174.6,249.0,88.0,106.7,804.8,278.7,578.6,767.2,763.5,837.1,206.9,124.0,547.4,842.3,769.9,781.0,738.5,269.2,231.3,50.7,192.3,134.2,168.8,191.4,116.6,760.5,277.3,776.4,242.0,38.0,525.1,746.4,697.7,152.5,2513.4,336.5,294.4,183.9,824.7,73.3,215.6,76.2,763.8,58.6,472.9,111.2,50.7,752.4,239.2,726.7,268.9,470.0,200.9,76.3,233.4,209.1,216.5,216.2,701.0,307.2,257.3,220.7,263.5,750.9,360.3,767.5,784.0,313.0,191.6,256.6,221.3,678.8,720.9,222.2,824.4,712.4,208.3,239.7,752.8,272.2,732.1,827.9,883.6,244.6,186.6,800.3,163.8,470.7,718.3,170.7,818.1,71.8,113.3,208.3,171.0,784.7,320.7,790.6,781.6,740.0,270.9,191.0,176.9,742.8,685.7,748.1,691.8,181.3,739.3,162.1,741.6,252.8,155.1,69.2,734.4,747.3,146.3,232.3,206.3,751.8,0.0,736.8,222.9,96.6,246.7,12.3,160.7,298.2,45.5,207.3,737.4,155.1,257.7,182.2,148.6,216.4,225.7,124.6,743.7,692.5,124.4,222.9,129.7,809.8,264.0,778.8,877.6,724.2,179.8,242.9,200.2,447.7,193.4,178.3,771.5,698.2,723.6,737.6,271.0
UM,933.7,727.8,337.8,826.9,195.3,859.6,786.9,915.5,812.0,887.2,893.3,849.3,142.7,837.0,832.0,771.4,275.8,664.8,806.9,863.3,761.3,774.2,220.3,911.0,382.5,291.1,179.0,252.6,839.2,756.3,827.0,257.8,185.4,196.5,253.8,901.5,845.6,706.0,806.6,801.7,801.1,823.7,748.9,143.0,788.3,291.7,874.3,726.8,528.4,270.3,249.2,784.8,2418.1,950.8,908.7,816.2,240.2,746.6,829.9,730.2,287.7,731.9,476.2,778.7,686.7,136.4,853.5,250.6,901.2,473.3,833.2,712.3,865.7,839.6,830.8,848.5,216.3,921.5,889.6,835.0,877.8,125.5,974.6,282.8,169.8,824.0,823.9,871.3,853.6,194.1,136.4,836.5,239.9,138.6,822.6,872.0,168.3,886.5,101.6,243.4,299.1,876.9,818.9,215.8,796.1,358.0,115.4,803.0,233.6,707.8,767.3,822.6,803.3,200.2,935.0,305.9,296.9,146.8,885.2,805.3,809.2,258.1,201.0,263.4,215.7,813.6,165.5,794.4,54.4,867.1,787.4,724.5,259.4,129.8,778.6,846.6,838.6,275.7,688.7,0.0,855.2,769.9,879.0,675.8,793.0,930.5,718.8,839.6,261.3,787.4,872.4,814.5,780.9,848.7,858.0,778.6,118.3,207.8,756.7,855.2,783.7,225.3,896.3,339.0,293.1,239.5,812.1,875.2,832.5,451.0,825.7,792.6,295.4,213.5,111.7,261.5,903.3
UP,160.9,249.1,1110.0,191.4,967.5,128.0,146.7,152.3,251.5,181.9,152.1,209.1,904.2,195.2,121.6,294.5,1058.4,273.3,103.5,223.1,282.6,301.3,992.5,146.2,766.3,954.9,955.2,1024.8,74.4,176.1,596.2,1030.0,957.6,968.7,926.2,138.3,81.2,223.3,166.4,328.8,92.7,40.4,168.7,948.2,326.1,964.1,144.5,258.9,712.8,935.3,885.4,204.6,2701.1,161.3,175.3,104.0,1012.4,267.9,103.1,324.5,951.5,253.2,660.6,305.8,283.3,940.1,114.1,914.4,136.4,660.6,27.4,264.7,134.1,219.2,190.6,85.3,888.7,217.8,158.0,99.7,88.3,938.6,185.1,955.2,971.7,361.8,112.3,39.4,198.4,866.5,908.6,91.2,1012.1,900.1,89.2,163.2,940.5,97.0,919.8,1015.6,1071.3,168.1,258.4,988.0,215.9,658.4,906.0,195.1,1005.8,304.4,359.5,89.2,223.1,972.4,162.2,978.3,969.3,927.7,151.8,165.1,190.8,930.5,873.4,926.5,879.5,51.4,928.8,203.5,929.3,77.6,117.0,245.8,922.1,935.0,139.5,204.8,207.6,939.5,248.2,924.5,0.0,291.2,167.4,260.6,174.6,165.7,240.1,184.4,925.1,130.7,58.5,196.1,124.7,120.4,93.2,340.9,931.4,880.2,176.5,92.0,321.1,997.5,133.1,968.3,1065.3,911.9,265.8,112.0,201.5,635.4,114.1,152.4,959.2,885.9,911.3,925.3,138.5
UQ,331.0,68.5,987.3,247.3,844.8,278.2,184.2,334.1,230.6,284.5,290.6,246.6,781.5,234.3,229.3,80.7,925.3,113.4,225.5,260.6,69.2,76.3,869.8,329.6,643.6,832.2,832.5,902.1,257.8,174.9,545.0,907.3,834.9,846.0,803.5,320.1,242.9,81.4,203.9,103.8,219.7,242.3,167.5,825.5,274.9,841.4,292.9,95.2,590.1,811.4,762.7,203.4,2578.4,348.1,306.0,234.8,889.7,24.9,227.2,160.8,828.8,24.9,537.9,80.8,121.9,817.4,248.6,791.7,319.8,537.9,251.8,96.3,284.3,260.0,228.1,267.1,766.0,318.8,308.2,232.3,275.1,815.9,371.9,832.5,849.0,310.6,242.5,268.6,272.2,743.8,785.9,233.8,889.4,777.4,219.9,290.6,817.8,283.8,797.1,892.9,948.6,295.5,237.5,865.3,214.7,535.7,783.3,221.6,883.1,151.9,180.3,219.9,221.9,849.7,332.3,855.6,846.6,805.0,282.5,202.6,227.8,807.8,750.7,803.8,756.8,232.2,804.3,213.0,806.6,264.4,206.0,47.8,799.4,812.3,197.2,243.9,257.2,816.8,84.5,801.8,273.8,0.0,297.6,96.9,211.6,349.1,38.0,258.2,802.4,206.0,269.7,233.1,199.5,267.3,276.6,128.9,808.7,757.5,175.3,273.8,109.1,874.8,314.9,843.8,942.6,789.2,224.9,293.8,251.1,512.7,244.3,189.9,836.5,763.2,788.6,802.6,321.9
UY,260.5,274.9,1135.8,253.9,993.3,65.4,244.7,222.9,197.4,281.5,250.1,307.1,930.0,294.8,225.2,318.5,1073.8,287.2,200.4,321.1,308.4,327.1,1018.3,188.9,792.1,980.7,977.0,1050.6,110.5,123.0,694.2,1055.8,983.4,994.5,952.0,208.9,221.7,253.1,264.4,354.6,89.8,177.1,130.4,974.0,424.1,989.9,80.1,284.7,738.6,959.9,911.2,168.8,2726.9,300.2,273.3,74.7,1038.2,293.7,242.0,350.3,977.3,279.0,686.4,331.6,309.1,965.9,250.5,940.2,179.1,683.5,167.6,290.5,71.5,283.3,288.6,155.9,914.5,315.8,95.4,258.2,227.2,964.4,324.0,981.0,997.5,459.8,111.3,196.3,63.1,892.3,934.4,233.5,1037.9,925.9,187.2,40.4,966.3,235.9,945.6,1041.4,1097.1,35.5,204.3,1013.8,158.9,684.2,931.8,86.9,1031.6,330.2,387.4,187.2,139.3,998.2,261.8,1004.1,995.1,953.5,249.8,263.1,110.1,956.3,899.2,961.6,905.3,176.3,952.8,95.3,955.1,216.5,162.1,271.6,947.9,960.8,148.6,304.4,70.1,965.3,274.0,950.3,162.6,317.0,0.0,286.4,123.0,179.3,265.9,76.2,950.9,157.4,197.4,105.9,185.4,54.5,91.7,366.7,957.2,906.0,159.3,162.6,346.9,1023.3,203.7,992.3,1091.1,937.7,217.5,182.6,76.8,661.2,65.2,250.4,985.0,911.7,937.1,951.1,132.3
UZ,332.3,67.4,909.9,209.3,767.4,240.2,185.5,296.1,192.6,285.8,291.9,247.9,704.1,235.6,214.1,124.7,847.9,16.4,187.5,261.9,100.9,119.6,792.4,291.6,566.2,754.8,751.1,824.7,219.8,136.9,560.3,829.9,757.5,768.6,726.1,282.1,244.2,63.6,205.2,147.1,181.7,204.3,129.5,748.1,290.2,764.0,254.9,50.9,512.7,734.0,685.3,165.4,2501.0,349.4,307.3,196.8,812.3,86.2,228.5,63.8,751.4,71.5,460.5,124.1,38.3,740.0,252.1,714.3,281.8,457.6,213.8,63.9,246.3,222.0,229.4,229.1,688.6,320.1,270.2,233.6,276.4,738.5,373.2,755.1,771.6,325.9,204.5,269.5,234.2,666.4,708.5,235.1,812.0,700.0,221.2,252.6,740.4,285.1,719.7,815.5,871.2,257.5,199.5,787.9,176.7,458.3,705.9,183.6,805.7,59.4,100.9,221.2,183.9,772.3,333.6,778.2,769.2,727.6,283.8,203.9,189.8,730.4,673.3,735.7,679.4,194.2,726.9,175.0,729.2,265.7,168.0,82.1,722.0,734.9,159.2,245.2,219.2,739.4,12.9,724.4,235.8,109.5,259.6,0.0,173.6,311.1,58.4,220.2,725.0,168.0,270.6,195.1,161.5,229.3,238.6,112.2,731.3,680.1,137.3,235.8,117.3,797.4,276.9,766.4,865.2,711.8,192.7,255.8,213.1,435.3,206.3,191.2,759.1,685.8,711.2,725.2,283.9
VD,261.5,192.0,1052.9,139.8,910.4,143.8,241.1,223.9,140.6,282.5,251.1,303.5,847.1,291.2,123.9,235.6,990.9,204.3,97.3,317.5,225.5,244.2,935.4,219.4,709.2,897.8,894.1,967.7,147.6,66.2,643.9,972.9,900.5,911.6,869.1,209.9,157.4,170.2,260.8,271.7,109.5,125.3,73.6,891.1,373.8,907.0,158.5,201.8,655.7,877.0,828.3,112.0,2644.0,262.6,274.3,124.6,955.3,210.8,141.7,267.4,894.4,196.1,603.5,248.7,226.2,883.0,208.7,857.3,209.6,600.6,134.8,207.6,149.9,169.2,285.0,156.9,831.6,316.8,173.8,212.6,189.6,881.5,286.4,898.1,914.6,409.5,98.8,197.3,103.2,809.4,851.5,148.3,955.0,843.0,188.2,121.6,883.4,198.3,862.7,958.5,1014.2,126.5,147.5,930.9,102.1,601.3,848.9,52.6,948.7,247.3,304.5,188.2,82.5,915.3,262.8,921.2,912.2,870.6,250.8,259.5,16.2,873.4,816.3,878.7,822.4,115.2,869.9,38.5,872.2,178.9,48.0,188.7,865.0,877.9,25.5,300.8,88.2,882.4,191.1,867.4,163.6,234.1,148.2,203.5,0.0,238.9,183.0,89.2,868.0,34.3,198.4,21.5,71.3,132.9,166.4,283.8,874.3,823.1,102.5,163.6,264.0,940.4,204.7,909.4,1008.2,854.8,160.7,183.6,82.1,578.3,134.1,246.8,902.1,828.8,854.2,868.2,210.7
VF,201.7,332.1,1193.0,297.9,1050.5,94.4,253.5,139.9,296.1,290.3,258.9,315.9,987.2,303.6,255.8,375.7,1131.0,344.4,231.0,329.9,365.6,384.3,1075.5,19.5,849.3,1037.9,1034.2,1107.8,113.5,221.7,703.0,1113.0,1040.6,1051.7,1009.2,164.1,230.5,310.3,273.2,411.8,142.9,167.9,229.1,1031.2,432.9,1047.1,79.7,341.9,795.8,1017.1,968.4,267.5,2784.1,309.0,277.5,127.8,1095.4,350.9,250.8,407.5,1034.5,336.2,743.6,388.8,366.3,1023.1,259.3,997.4,29.3,740.7,158.4,347.7,88.3,327.3,297.4,124.0,971.7,324.6,64.4,254.8,236.0,1021.6,332.8,1038.2,1054.7,468.6,164.4,192.9,188.9,949.5,991.6,240.5,1095.1,983.1,196.0,153.7,1023.5,244.7,1002.8,1098.6,1154.3,158.6,303.0,1071.0,257.6,741.4,989.0,185.6,1088.8,387.4,444.6,196.0,238.0,1055.4,219.4,1061.3,1052.3,1010.7,258.6,271.9,208.8,1013.5,956.4,1018.8,962.5,178.0,1010.0,194.0,1012.3,225.3,214.1,328.8,1005.1,1018.0,236.6,313.2,198.1,1022.5,331.2,1007.5,153.4,374.2,157.9,343.6,221.7,0.0,323.1,174.9,1008.1,227.8,206.2,204.6,229.4,105.3,119.2,423.9,1014.4,963.2,258.0,117.3,404.1,1080.5,116.1,1049.5,1148.3,994.9,316.2,156.2,192.0,718.4,118.3,259.2,1042.2,968.9,994.3,1008.3,62.0
VN,315.8,30.4,949.2,209.2,806.7,240.1,169.0,296.0,192.5,269.3,275.4,231.4,743.4,219.1,214.0,105.5,887.2,75.3,187.4,245.4,43.9,61.1,831.7,291.5,605.5,794.1,790.4,864.0,219.7,136.8,529.8,869.2,796.8,807.9,765.4,282.0,227.7,43.5,188.7,88.6,181.6,204.2,129.4,787.4,259.7,803.3,254.8,57.1,552.0,773.3,724.6,165.3,2540.3,332.9,290.8,196.7,851.6,27.7,212.0,122.7,790.7,13.0,499.8,65.6,97.2,779.3,235.6,753.6,281.7,496.9,213.7,80.9,246.2,221.9,212.9,229.0,727.9,303.6,270.1,217.1,259.9,777.8,356.7,794.4,810.9,295.4,204.4,253.4,234.1,705.7,747.8,218.6,851.3,739.3,204.7,252.5,779.7,268.6,759.0,854.8,910.5,257.4,199.4,827.2,176.6,497.6,745.2,183.5,845.0,118.3,159.8,204.7,183.8,811.6,317.1,817.5,808.5,766.9,267.3,187.4,189.7,769.7,712.6,775.0,718.7,194.1,766.2,174.9,768.5,249.2,167.9,62.0,761.3,774.2,159.1,228.7,219.1,778.7,46.4,763.7,235.7,51.0,259.5,58.8,173.5,311.0,0.0,220.1,764.3,167.9,254.5,195.0,161.4,229.2,238.5,153.7,770.6,719.4,137.2,235.7,133.9,836.7,276.8,805.7,904.5,751.1,192.6,255.7,213.0,474.6,206.2,174.7,798.4,725.1,750.5,764.5,283.8
VP,285.5,214.5,1075.4,202.5,932.9,90.4,269.7,247.9,137.0,306.5,275.1,332.1,869.6,319.8,186.6,258.1,1013.4,226.8,160.0,346.1,248.0,266.7,957.9,213.9,731.7,920.3,916.6,990.2,135.5,62.6,666.4,995.4,923.0,934.1,891.6,233.9,220.1,192.7,289.4,294.2,114.8,188.0,70.0,913.6,396.3,929.5,105.1,224.3,678.2,899.5,850.8,108.4,2666.5,325.2,298.3,99.7,977.8,233.3,204.4,289.9,916.9,218.6,626.0,271.2,248.7,905.5,271.4,879.8,204.1,623.1,192.6,230.1,96.5,231.9,313.6,180.9,854.1,340.8,120.4,275.3,252.2,904.0,349.0,920.6,937.1,432.0,136.3,221.3,14.0,831.9,874.0,211.0,977.5,865.5,212.2,68.2,905.9,260.9,885.2,981.0,1036.7,65.4,143.9,953.4,98.5,623.8,871.4,26.5,971.2,269.8,327.0,212.2,78.9,937.8,286.8,943.7,934.7,893.1,274.8,288.1,49.7,895.9,838.8,901.2,844.9,177.9,892.4,34.9,894.7,241.5,110.7,211.2,887.5,900.4,88.2,329.4,39.0,904.9,213.6,889.9,187.6,256.6,67.1,226.0,62.6,204.3,205.5,0.0,890.5,97.0,222.4,45.5,134.0,79.5,116.7,306.3,896.8,845.6,98.9,187.6,286.5,962.9,228.7,931.9,1030.7,877.3,157.1,207.6,32.9,600.8,90.2,275.4,924.6,851.3,876.7,890.7,157.3
VR,877.6,665.1,359.8,764.2,217.3,796.9,730.8,880.7,749.3,831.1,837.2,793.2,343.0,780.9,775.9,708.7,297.8,602.1,744.2,807.2,718.6,660.4,242.3,848.3,483.4,29.7,269.8,274.6,776.5,693.6,713.2,279.8,240.8,218.5,259.2,873.5,789.5,643.3,750.5,687.9,738.4,761.0,686.2,277.8,674.5,231.7,811.6,664.1,534.7,199.0,241.1,722.1,2317.5,894.7,852.6,753.5,262.2,692.3,773.8,667.5,216.4,674.3,482.5,664.9,624.0,336.7,797.4,179.3,838.5,479.6,770.5,649.6,803.0,776.9,774.7,822.2,249.4,865.4,826.9,778.9,821.7,325.8,918.5,226.8,290.3,710.2,761.2,815.2,790.9,247.2,227.2,780.4,261.9,338.9,766.5,809.3,223.7,830.4,301.9,265.4,321.1,814.2,756.2,237.8,733.4,458.9,315.7,740.3,255.6,645.1,704.6,766.5,740.6,286.0,878.9,218.2,254.9,347.1,829.1,749.2,746.5,258.1,254.1,214.6,98.2,750.9,365.8,731.7,307.8,811.0,724.7,661.8,264.8,291.0,715.9,790.5,775.9,48.2,626.0,323.3,826.2,695.6,816.3,613.1,730.3,867.8,687.4,776.9,0.0,724.7,816.3,751.8,718.2,786.0,795.3,715.9,318.6,240.9,694.0,828.9,721.0,247.3,870.0,79.9,315.1,292.6,749.4,848.9,769.8,457.3,763.0,736.5,72.6,218.9,358.7,62.4,840.6
VS,238.3,175.9,1036.8,123.7,894.3,134.4,222.5,200.7,178.3,259.3,227.9,284.9,831.0,272.6,107.8,219.5,974.8,188.2,81.2,298.9,209.4,228.1,919.3,196.2,693.1,881.7,878.0,951.6,124.4,102.9,627.8,956.8,884.4,895.5,853.0,186.7,141.3,154.1,242.2,255.6,86.3,90.9,95.5,875.0,357.7,890.9,149.1,185.7,639.6,860.9,812.2,131.4,2627.9,246.5,251.1,91.0,939.2,194.7,125.6,251.3,878.3,180.0,587.4,232.6,210.1,866.9,192.6,841.2,186.4,584.5,100.4,191.5,140.5,153.1,266.4,133.7,815.5,293.6,164.4,196.5,173.5,865.4,270.3,882.0,898.5,393.4,64.4,169.4,147.1,793.3,835.4,132.2,938.9,826.9,165.0,149.6,867.3,182.2,846.6,942.4,998.1,154.5,185.2,914.8,142.7,585.2,832.8,96.5,932.6,231.2,288.4,165.0,126.4,899.2,239.6,905.1,896.1,854.5,227.6,240.9,60.0,857.3,800.2,862.6,806.3,80.8,853.8,82.4,856.1,162.8,13.6,172.6,848.9,861.8,8.7,282.2,132.1,866.3,175.0,851.3,129.9,218.0,153.8,187.4,43.8,215.7,166.9,133.1,851.9,0.0,175.2,65.3,55.2,123.5,143.2,267.7,858.2,807.0,103.3,140.4,247.9,924.3,181.5,893.3,992.1,838.7,198.4,160.4,126.0,562.2,100.5,228.2,886.0,812.7,838.1,852.1,188.5
VZ,173.3,279.3,1132.2,157.2,989.7,176.2,157.5,163.1,281.7,194.3,162.9,219.9,926.4,207.6,87.4,322.9,1070.2,283.6,159.0,233.9,312.8,331.5,1014.7,190.7,788.5,977.1,973.4,1047.0,122.6,206.3,607.0,1052.2,979.8,990.9,948.4,149.1,48.6,257.5,177.2,359.0,119.7,99.7,198.9,970.4,336.9,986.3,190.9,289.1,735.0,956.3,907.6,234.8,2723.3,127.1,186.1,134.8,1034.6,298.1,68.9,349.0,973.7,283.4,682.8,336.0,305.5,962.3,53.0,936.6,180.9,679.9,90.2,294.9,182.3,186.6,201.4,96.1,910.9,228.6,206.2,130.1,54.1,960.8,149.9,977.4,993.9,372.6,142.5,68.2,228.6,888.7,930.8,58.6,1034.3,922.3,100.0,193.4,962.7,62.8,942.0,1037.8,1093.5,198.3,288.6,1010.2,246.1,680.6,928.2,225.3,1028.0,326.6,386.1,100.0,253.3,994.6,174.6,1000.5,991.5,949.9,162.6,175.9,224.9,952.7,895.6,958.0,901.7,109.8,949.2,233.7,951.5,43.4,161.3,276.0,944.3,957.2,183.8,217.2,237.8,961.7,278.4,946.7,59.2,321.4,197.6,290.8,208.7,210.2,270.3,214.6,947.3,175.0,0.0,230.2,150.0,167.3,141.4,371.1,953.6,902.4,206.7,102.8,351.3,1019.7,143.9,988.7,1087.5,934.1,301.8,122.8,231.7,657.6,144.3,163.2,981.4,908.1,933.5,947.5,183.0
WB,278.6,196.6,1057.5,156.9,915.0,122.3,258.2,241.0,119.1,299.6,268.2,320.6,851.7,308.3,141.0,240.2,995.5,208.9,114.4,334.6,230.1,248.8,940.0,236.5,713.8,902.4,898.7,972.3,164.7,44.7,648.5,977.5,905.1,916.2,873.7,227.0,174.5,170.8,277.9,276.3,129.8,142.4,52.1,895.7,378.4,911.6,137.0,206.4,660.3,881.6,832.9,90.5,2648.6,279.7,291.4,131.6,959.9,215.4,158.8,272.0,899.0,200.7,608.1,253.3,230.8,887.6,225.8,861.9,226.7,608.1,155.4,212.2,128.4,186.3,302.1,174.0,836.2,333.9,152.3,229.7,206.7,886.1,303.5,902.7,919.2,414.1,115.9,214.4,81.7,814.0,856.1,165.4,959.6,847.6,205.3,100.1,888.0,215.4,867.3,963.1,1018.8,105.0,126.0,935.5,80.6,605.9,853.5,31.1,953.3,251.9,307.0,205.3,61.0,919.9,279.9,925.8,916.8,875.2,267.9,276.6,4.2,878.0,820.9,874.0,827.0,131.4,874.5,17.0,876.8,196.0,65.1,193.3,869.6,882.5,42.6,317.9,66.7,887.0,195.7,872.0,180.7,238.7,126.7,208.1,17.0,236.2,187.6,67.7,872.6,51.4,215.5,0.0,88.4,111.4,148.6,288.4,878.9,827.7,81.0,180.7,268.6,945.0,221.8,914.0,1012.8,859.4,139.4,200.7,60.6,582.9,122.1,263.9,906.7,833.4,858.8,872.8,189.2
