from_stop,AG,AM,AZ,BE,BP,BR,BX,CA,CC,CD,CE,CG,CY,DA,DB,DF,DG,DP,DQ,DY,DZ,EJ,EL,EU,FA,FB,FF,FH,FR,FW,FZ,GA,GJ,GQ,GR,GV,GW,HC,HK,HM,HO,HQ,HR,HU,HV,IA,IC,IF,IG,IN,IQ,IT,JF,JI,JJ,JQ,JR,JY,KB,KD,KF,KL,KO,KQ,KT,KX,LP,LU,MH,MP,MQ,MS,MT,MX,MY,MZ,NA,NB,NC,NE,NP,NT,NW,OD,OF,OL,OO,OQ,OV,PH,PJ,PN,PQ,PT,PU,PZ,QN,QU,QV,RD,RI,RM,RN,RO,RS,SD,SH,SL,SO,ST,SW,TD,TH,TZ,UF,UI,UL,UM,UU,VC,VG,VL,VQ,VV,WN,WW,WY,XF,XG,XJ,XR,XU,XZ,YB,YF,YG,ZE,ZH,ZL,ZS
IC,299.4,1426.1,526.2,549.4,756.3,427.6,476.6,703.1,526.5,666.8,469.1,490.7,205.2,261.2,383.3,681.9,596.6,495.8,118.4,367.8,644.1,730.5,25.7,393.6,141.5,372.5,573.9,551.2,727.3,483.9,82.6,591.1,210.1,592.9,233.2,680.8,574.3,522.9,359.8,727.7,684.6,133.9,459.2,418.1,251.7,185.8,0.0,41.2,702.0,362.8,510.9,176.9,592.9,480.4,422.3,388.2,683.4,511.0,245.9,354.4,218.5,607.8,334.6,486.3,586.0,476.1,403.1,489.1,101.0,187.2,405.2,125.7,734.9,450.5,621.7,154.9,639.3,275.2,539.2,636.3,311.4,246.1,728.3,604.3,394.2,444.7,194.1,98.2,228.2,472.8,558.7,316.3,559.5,731.2,141.2,575.1,499.4,460.7,253.7,589.1,402.2,458.6,71.9,117.7,152.7,405.8,62.3,576.9,413.2,126.5,367.1,270.8,489.7,190.6,547.0,715.3,148.7,110.6,358.0,597.4,685.9,174.0,99.8,447.1,683.2,468.1,658.9,321.9,427.2,460.6,535.7,554.5,478.8,526.8,581.8,227.2,561.5,551.3,210.3,223.6
IF,258.2,1464.7,485.0,508.2,671.1,386.4,435.4,617.9,485.3,581.6,427.9,449.5,164.0,220.0,342.1,596.7,511.4,454.6,77.2,326.6,602.9,689.3,14.5,352.4,100.3,331.3,532.7,510.0,642.1,442.7,121.2,549.9,168.9,507.7,192.0,595.6,489.1,481.7,318.6,686.5,643.4,64.4,418.0,376.9,210.5,144.6,38.5,0.0,616.8,321.6,469.7,135.7,551.7,439.2,381.1,347.0,642.2,469.8,204.7,313.2,177.3,566.6,293.4,445.1,544.8,434.9,361.9,447.9,139.6,146.0,364.0,43.7,649.7,409.3,580.5,113.7,554.1,234.0,498.0,551.1,270.2,204.9,643.1,563.1,353.0,403.5,152.9,57.0,187.0,431.6,517.5,275.1,518.3,646.0,100.0,533.9,458.2,419.5,212.5,547.9,361.0,417.4,110.5,156.3,83.2,364.6,100.9,535.7,372.0,165.1,325.9,229.6,448.5,149.4,461.8,674.1,107.5,69.4,316.8,556.2,644.7,132.8,138.4,405.9,642.0,426.9,573.7,280.7,386.0,419.4,494.5,513.3,437.6,485.6,540.6,186.0,476.3,510.1,169.1,182.4
IG,524.9,1676.5,351.7,248.1,54.2,506.1,397.9,128.7,240.1,188.5,547.6,505.0,737.4,637.4,508.4,20.0,182.4,651.5,707.6,588.5,177.7,136.0,668.7,521.0,668.1,521.9,272.6,282.1,62.9,657.0,644.1,222.8,649.8,205.5,595.7,244.3,180.1,218.7,568.9,60.6,171.8,621.5,632.3,523.8,573.2,660.4,692.8,654.2,0.0,453.8,284.6,651.5,239.1,607.8,352.1,633.6,243.5,231.1,660.8,537.7,681.6,235.3,488.9,532.8,333.6,224.3,587.9,620.2,621.6,751.2,532.6,604.2,179.5,623.6,130.1,718.9,53.6,609.9,252.8,110.6,512.8,617.8,172.9,195.0,494.0,326.9,689.7,687.4,685.6,330.8,272.3,601.3,273.1,67.7,730.4,273.8,378.6,339.9,701.4,252.8,300.7,285.4,669.4,611.0,603.5,530.9,664.2,239.9,599.2,601.5,494.5,554.1,340.9,779.8,152.9,48.2,735.3,699.8,603.4,345.0,204.1,738.0,658.1,273.5,76.4,247.5,213.1,614.1,564.8,311.8,283.3,187.4,390.6,186.8,159.9,787.4,194.1,298.9,697.9,609.6
IN,170.8,1747.5,279.5,302.7,505.4,68.5,207.7,436.4,321.5,402.1,110.0,131.6,481.4,474.7,24.2,417.2,338.9,218.0,414.4,243.6,398.9,483.8,351.0,178.8,314.0,199.2,326.5,304.5,462.6,225.0,436.2,386.1,486.3,337.0,353.8,411.1,286.8,276.2,226.7,482.5,437.9,384.2,209.8,59.0,219.1,306.3,375.1,336.5,437.3,0.0,264.2,297.4,347.7,265.6,175.6,258.2,436.7,264.3,418.9,181.1,466.8,361.1,134.8,127.2,306.8,229.4,150.3,186.7,397.1,412.8,196.5,364.0,466.3,191.2,376.5,404.9,374.6,447.2,334.2,371.6,158.7,375.9,506.7,399.3,74.4,198.0,442.4,412.7,504.4,226.1,353.7,247.2,354.5,466.5,429.1,288.0,177.9,214.0,392.2,342.4,155.5,211.9,444.9,429.1,366.2,46.7,437.5,371.9,257.0,419.6,158.4,200.0,197.9,478.5,282.3,470.1,397.0,358.9,284.8,318.2,439.2,424.0,476.2,200.4,438.0,221.4,394.2,252.8,143.1,213.9,256.5,307.8,213.3,280.1,376.8,481.6,280.2,272.1,486.5,255.5
IQ,387.6,1725.0,75.6,214.8,363.3,275.2,185.9,299.4,208.4,273.8,344.8,306.0,613.9,522.8,305.6,267.8,164.5,448.7,541.3,420.7,261.9,420.9,474.8,355.9,526.6,356.8,239.3,161.0,313.2,454.2,560.0,215.9,530.4,205.6,476.3,274.1,112.4,170.5,403.8,345.5,315.8,476.9,418.8,321.0,435.9,523.1,498.9,460.3,287.9,259.9,0.0,514.2,325.2,442.7,148.3,435.3,328.8,176.4,541.4,341.5,562.2,284.2,351.6,326.9,303.9,208.8,385.1,417.4,520.9,588.8,367.5,501.6,320.8,420.8,239.5,576.9,225.2,490.5,221.1,222.2,316.6,498.4,314.2,180.8,292.9,196.3,570.3,521.1,587.3,70.3,228.4,464.0,241.4,338.2,564.1,240.5,174.8,135.9,534.0,319.9,101.4,97.0,568.7,553.8,490.0,328.1,561.5,210.2,434.1,543.4,329.4,416.8,137.1,613.5,153.0,333.1,540.5,502.4,484.0,315.3,331.3,591.2,605.0,69.7,322.1,43.7,244.8,469.6,362.0,108.0,253.6,214.7,186.8,105.7,234.1,668.0,194.2,269.2,578.5,472.3
IT,131.9,1546.3,524.1,533.7,751.0,275.4,396.6,670.4,510.4,666.1,296.1,320.5,174.0,212.0,297.7,667.2,547.4,363.8,116.9,200.3,655.3,808.0,136.4,264.3,16.5,205.0,515.4,576.0,721.3,351.9,185.8,575.0,194.0,543.7,184.4,632.3,546.6,524.8,212.8,732.6,694.5,152.1,327.2,313.1,84.2,8.8,160.5,121.9,687.3,321.8,508.8,0.0,568.9,306.9,386.6,241.2,668.9,512.9,249.5,186.9,169.3,593.3,167.1,334.1,495.7,461.6,285.7,357.1,144.9,124.8,269.2,131.4,702.2,318.5,597.7,116.9,624.6,259.1,523.1,621.6,143.9,206.5,695.6,588.2,226.7,430.2,144.9,115.2,226.5,470.7,542.6,148.8,543.4,716.5,141.1,476.9,366.8,405.5,104.2,574.6,400.1,440.4,192.7,178.7,170.9,320.2,214.1,560.8,266.2,169.2,235.5,103.3,386.8,190.5,497.8,720.2,99.5,61.4,241.5,507.1,671.4,136.0,225.8,460.2,688.1,481.2,609.7,154.4,259.7,416.7,445.4,572.5,402.2,539.9,565.7,196.0,512.3,461.0,179.1,56.0
JF,448.5,1531.1,282.3,402.6,254.5,394.1,349.5,185.5,327.7,179.5,435.6,393.0,726.9,651.7,396.4,271.0,128.2,539.5,640.1,509.4,148.0,307.0,570.3,444.6,591.7,445.5,407.3,312.5,308.6,545.0,576.6,392.3,664.1,110.4,619.6,160.2,177.0,376.1,492.5,231.6,158.7,563.2,520.3,411.8,496.8,584.0,594.4,555.8,250.9,355.4,281.5,575.1,0.0,531.4,295.2,524.0,157.5,364.2,684.7,461.3,695.9,81.9,412.5,420.8,421.2,184.3,475.9,508.2,554.1,690.5,456.2,536.7,197.6,511.6,125.6,682.6,252.3,624.2,340.4,249.3,436.4,641.7,189.9,290.0,382.0,275.4,704.0,619.9,699.9,336.9,359.9,524.9,360.7,238.7,662.9,368.8,375.5,336.8,673.3,63.2,306.8,217.2,601.9,543.5,545.2,418.9,604.9,378.1,522.8,534.0,418.1,477.7,337.8,712.3,167.8,219.2,670.4,632.3,550.6,432.6,160.0,701.7,590.6,270.4,187.1,244.4,183.1,537.7,452.8,308.7,370.9,352.0,387.5,183.7,247.5,747.4,174.7,386.5,712.2,533.2
JI,225.4,1842.1,458.0,508.4,655.0,200.5,371.3,645.1,485.1,565.5,183.2,276.5,361.0,434.1,254.4,580.6,495.3,205.8,412.7,123.2,567.3,726.3,432.2,98.6,329.1,174.2,490.1,550.7,626.0,193.9,481.6,549.7,365.9,491.6,233.4,579.5,473.0,499.5,106.3,650.9,669.2,447.9,169.2,269.8,234.2,321.4,456.3,417.7,600.7,278.5,442.7,312.5,516.1,0.0,361.3,87.8,643.6,487.6,298.5,206.9,401.5,568.0,251.3,264.6,470.4,436.3,113.1,199.1,440.7,388.9,210.3,427.2,676.9,160.5,544.9,356.6,538.0,390.5,497.8,535.0,237.4,255.5,670.3,562.9,208.7,404.9,484.2,411.0,384.0,404.6,517.3,156.0,518.1,629.9,362.9,451.6,341.5,380.2,357.1,549.3,334.0,387.6,488.5,474.5,466.7,276.9,509.9,535.5,52.9,465.0,201.6,215.1,361.5,412.3,445.7,638.5,412.1,374.0,164.4,481.8,646.1,375.7,521.6,434.9,606.4,455.9,557.6,151.5,146.9,391.4,420.1,547.2,376.9,479.7,540.4,361.2,460.2,435.7,366.1,270.6
JJ,257.6,1680.6,186.0,181.1,400.2,173.3,54.2,357.4,158.2,310.7,214.8,172.2,539.2,439.2,175.6,325.8,222.5,318.7,501.2,348.4,319.9,362.2,409.6,283.6,400.8,286.0,205.6,188.1,371.2,324.2,494.8,222.8,451.6,263.6,397.5,332.1,170.4,154.6,331.5,403.5,371.1,442.8,299.5,191.0,305.9,393.1,433.7,395.1,345.9,199.7,142.6,384.2,280.8,370.4,0.0,363.0,365.7,142.7,462.6,267.9,483.4,294.2,221.6,200.0,225.1,162.5,255.1,287.4,455.7,499.6,283.3,422.6,378.8,290.8,297.5,491.7,283.2,411.7,170.9,280.2,245.5,419.6,372.2,236.0,161.2,131.1,491.5,499.5,487.4,104.5,190.4,334.0,191.2,375.1,515.9,206.8,74.5,35.8,479.0,275.5,33.9,145.0,503.5,487.7,424.8,198.1,496.1,208.6,361.8,478.2,245.2,286.8,86.8,565.3,211.0,391.1,483.8,445.7,389.6,236.5,368.2,510.8,534.8,84.0,359.0,105.0,302.8,339.6,232.0,57.7,174.8,186.2,59.8,163.7,213.5,589.2,213.3,190.4,499.7,342.3
JQ,157.4,1774.1,444.0,494.4,641.0,186.5,357.3,631.1,471.1,551.5,169.2,262.5,293.0,366.1,240.4,566.6,481.3,191.8,344.7,55.2,553.3,712.3,364.2,69.9,261.1,106.2,476.1,536.7,612.0,179.9,413.6,535.7,297.9,477.6,165.4,565.5,459.0,485.5,38.3,636.9,655.2,379.9,155.2,255.8,166.2,253.4,388.3,349.7,586.7,264.5,428.7,244.5,502.1,65.5,347.3,0.0,629.6,473.6,230.5,138.9,333.5,554.0,185.2,250.6,456.4,422.3,99.1,185.1,372.7,320.9,142.3,359.2,662.9,146.5,530.9,288.6,524.0,322.5,483.8,521.0,169.4,187.5,656.3,548.9,194.7,390.9,416.2,343.0,316.0,390.6,503.3,88.0,504.1,615.9,294.9,437.6,327.5,366.2,289.1,535.3,320.0,373.6,420.5,406.5,398.7,262.9,441.9,521.5,24.8,397.0,133.6,147.1,347.5,344.3,431.7,624.5,344.1,306.0,96.4,467.8,632.1,307.7,453.6,420.9,592.4,441.9,543.6,83.5,132.9,377.4,406.1,533.2,362.9,465.7,526.4,293.2,446.2,421.7,298.1,202.6
JR,539.2,1571.8,363.1,375.8,245.7,470.7,409.3,176.7,300.9,207.9,512.2,473.4,794.1,698.2,473.0,272.4,142.7,616.1,730.8,600.1,146.1,306.8,646.9,535.3,682.4,536.2,380.5,342.9,300.0,621.6,667.3,365.5,710.6,156.0,656.5,158.3,191.5,349.3,583.2,266.4,74.3,649.3,586.2,488.4,587.5,674.7,671.0,632.4,242.1,432.0,296.0,665.8,148.1,622.1,363.5,614.7,0.0,337.4,721.6,552.0,742.4,62.7,503.2,497.4,394.4,243.2,552.5,584.8,644.8,785.2,546.9,655.9,116.5,588.2,141.0,779.7,229.8,670.7,313.6,226.8,527.1,678.6,123.3,270.2,458.6,344.4,750.5,710.6,746.4,391.6,333.1,615.6,333.9,229.9,753.6,342.0,390.0,351.1,706.1,80.2,361.5,296.8,692.6,634.2,631.3,495.5,695.8,351.3,613.5,624.7,508.8,568.4,352.3,803.0,182.3,210.4,796.1,723.0,664.2,405.8,78.9,794.0,681.3,284.9,213.4,258.9,181.2,628.4,529.4,323.2,344.1,325.2,402.0,198.2,220.7,848.2,220.3,359.7,758.7,623.9
JY,368.9,1754.9,222.1,38.3,322.5,315.4,202.6,241.9,81.9,237.6,356.9,320.6,565.2,465.2,289.1,238.7,235.4,464.9,550.4,416.3,226.8,219.4,483.9,365.0,498.1,365.9,62.8,147.5,292.8,471.9,569.1,146.5,477.6,270.6,423.5,302.9,183.3,11.8,412.9,304.1,266.0,517.1,447.9,305.9,417.2,490.4,508.0,469.4,258.8,269.0,171.7,481.5,355.1,451.8,148.3,444.4,330.0,0.0,488.6,381.7,509.4,336.3,332.9,348.4,161.4,236.8,397.2,433.6,530.0,593.9,376.6,496.9,273.7,438.1,259.9,586.0,196.1,437.7,94.6,193.1,356.8,445.6,267.1,159.7,309.6,205.4,517.5,530.2,513.4,140.6,114.1,445.3,114.9,288.0,573.2,64.0,197.2,158.5,543.1,349.8,110.5,219.3,577.8,562.0,499.1,311.6,570.4,132.3,443.2,552.5,338.5,398.1,159.5,622.6,218.0,291.7,563.1,542.6,431.2,172.8,298.3,605.1,609.1,96.9,259.6,117.9,262.2,458.1,380.4,130.4,111.1,43.4,204.8,176.6,137.2,615.2,287.6,126.7,525.7,439.6
KB,283.0,1628.2,595.9,487.5,704.8,338.4,509.2,624.2,464.2,619.9,321.1,414.4,147.1,220.2,392.3,621.0,633.2,343.7,198.8,156.6,609.1,761.8,218.3,221.8,172.2,258.1,469.2,529.8,675.1,331.8,267.7,528.8,152.0,629.5,46.7,717.4,610.9,478.6,173.3,686.4,648.3,234.0,307.1,407.7,213.3,184.1,242.4,203.8,641.1,416.4,580.6,195.4,654.0,267.4,499.2,201.7,719.8,466.7,0.0,290.8,187.6,644.2,318.2,402.5,449.5,512.5,251.0,337.0,226.8,175.0,294.2,213.3,656.0,298.4,682.8,142.7,578.4,217.1,476.9,575.4,295.0,41.6,649.4,542.0,346.6,481.1,270.3,197.1,170.1,542.5,496.4,213.6,497.2,670.3,149.0,430.7,479.4,518.1,218.7,625.5,471.9,525.5,274.6,260.6,252.8,414.8,296.0,514.6,226.7,251.1,285.5,232.4,499.4,198.4,583.6,674.0,247.8,161.3,171.5,460.9,680.6,161.8,307.7,572.8,641.9,593.8,644.5,209.1,284.8,529.3,399.2,526.3,514.8,617.6,519.5,147.3,598.1,414.8,152.2,251.5
KD,75.7,1748.7,396.9,412.8,630.1,154.5,259.0,549.5,389.5,545.2,175.2,203.4,355.4,432.6,176.8,546.3,427.2,242.9,319.3,121.7,534.4,687.1,338.8,98.3,218.9,18.0,394.5,455.1,600.4,231.0,388.2,454.1,364.4,423.5,231.9,511.4,425.7,403.9,104.8,611.7,576.3,354.5,195.6,192.2,124.0,211.2,362.9,324.3,566.4,200.9,353.5,202.3,448.0,185.1,265.7,136.3,548.0,392.0,297.0,0.0,400.0,472.4,46.2,216.3,374.8,352.9,107.8,236.2,347.3,321.7,82.2,347.6,581.3,197.6,476.8,309.8,503.7,389.0,402.2,500.7,63.6,254.0,574.7,474.3,104.1,309.3,347.3,317.6,382.5,336.5,421.7,154.5,422.5,595.6,334.0,356.0,245.9,284.6,297.1,453.7,265.9,319.5,395.1,381.1,373.3,199.3,416.5,439.9,161.3,371.6,48.5,104.9,265.9,383.4,377.6,599.3,301.9,263.8,162.9,386.2,550.5,328.9,433.2,339.3,567.2,360.3,489.5,150.0,138.8,295.8,324.5,451.6,281.3,419.0,444.8,359.7,391.5,340.1,364.6,160.4
KF,305.9,1503.3,698.1,586.4,803.7,449.4,570.6,723.1,563.1,747.7,453.8,494.5,123.4,44.1,471.7,762.8,677.5,476.4,195.3,289.3,708.0,860.7,259.9,354.5,150.7,379.0,568.1,628.7,774.0,464.5,300.9,627.7,39.1,673.8,179.4,761.7,655.2,577.5,306.0,785.3,747.2,230.5,439.8,487.1,258.2,162.6,234.2,275.4,782.9,495.8,682.8,173.9,717.8,400.1,560.6,334.4,842.9,565.6,192.1,360.9,0.0,767.3,341.1,508.1,548.4,635.6,383.7,469.7,301.3,199.3,443.2,209.8,754.9,431.1,746.6,167.0,720.2,104.2,575.8,717.2,317.9,192.3,748.3,640.9,400.7,604.2,82.6,193.6,71.6,644.7,595.3,322.8,596.1,812.1,168.4,529.6,540.8,579.5,278.2,748.6,574.1,614.4,272.2,323.6,249.3,494.2,280.6,613.5,359.4,332.4,409.5,277.3,560.8,217.8,627.9,772.9,94.6,109.1,304.2,559.8,779.5,186.1,275.9,634.2,740.8,655.2,739.8,328.4,417.5,590.7,498.1,625.2,576.2,661.9,618.4,173.4,642.4,513.7,83.9,230.0
KL,492.2,1509.0,334.2,374.9,237.2,407.9,380.4,168.2,300.0,207.0,449.4,406.8,797.3,697.3,410.2,253.7,113.8,553.3,685.1,554.4,130.7,305.9,584.1,489.6,635.4,490.5,379.6,342.0,299.1,558.8,621.6,364.6,709.7,110.3,655.6,142.9,162.6,348.4,537.5,214.3,76.7,586.5,534.1,425.6,540.5,627.7,608.2,569.6,233.6,369.2,267.1,618.8,85.3,576.4,334.6,569.0,75.5,336.5,720.7,506.3,741.5,0.0,456.2,434.6,393.5,220.4,489.7,522.0,599.1,694.1,501.2,581.7,115.6,525.4,140.1,686.2,228.9,669.8,312.7,225.9,480.1,677.7,107.9,262.3,395.8,315.5,749.6,664.9,745.5,322.5,332.2,568.6,333.0,221.4,707.9,341.1,361.1,322.4,643.3,17.4,292.4,267.9,646.9,581.8,568.5,432.7,649.9,350.4,567.8,572.3,463.1,521.4,323.4,757.3,153.4,201.9,715.4,677.3,595.6,404.9,78.0,705.3,628.9,256.0,212.5,230.0,165.8,582.7,466.6,294.3,343.2,324.3,373.1,169.3,219.8,847.3,174.6,358.8,757.8,576.9
KO,35.9,1708.9,343.6,366.5,583.8,108.2,229.4,503.2,343.2,498.9,128.9,153.3,336.6,374.6,130.5,500.0,380.9,196.6,279.5,161.9,488.1,640.8,299.0,97.1,179.1,64.3,348.2,408.8,554.1,184.7,348.4,407.8,356.6,377.2,272.1,465.1,379.4,357.6,145.0,565.4,527.3,314.7,160.0,145.9,84.2,171.4,323.1,284.5,520.1,154.6,328.3,162.5,401.7,183.9,219.4,176.5,501.7,345.7,337.2,46.2,331.9,426.1,0.0,166.9,328.5,294.4,118.5,189.9,307.5,277.9,108.7,294.0,535.0,151.3,430.5,270.0,457.4,388.6,355.9,454.4,23.8,294.2,528.4,421.0,59.5,263.0,307.5,277.8,389.1,290.2,375.4,112.3,376.2,549.3,294.2,309.7,199.6,238.3,257.3,407.4,219.6,273.2,355.3,341.3,333.5,153.0,376.7,393.6,175.3,331.8,70.6,65.1,219.6,343.6,331.3,553.0,262.1,224.0,203.1,339.9,504.2,289.1,388.4,293.0,520.9,314.0,443.2,117.9,92.5,249.5,278.2,405.3,235.0,372.7,398.5,399.9,345.2,293.8,341.7,120.6
KQ,208.5,1890.3,382.8,360.2,577.5,80.0,206.4,496.9,336.9,489.5,121.5,54.9,488.8,494.9,108.5,493.7,425.2,216.0,452.1,255.1,481.8,634.5,455.4,190.3,347.5,236.9,341.9,402.5,547.8,226.1,521.0,401.5,497.8,395.7,365.3,469.8,373.1,348.2,238.2,559.1,523.7,490.4,193.9,123.9,256.8,344.0,479.5,440.9,513.8,132.6,339.4,335.1,406.4,277.1,213.1,269.7,492.3,339.4,430.4,218.8,504.5,419.8,172.5,0.0,322.2,297.2,161.8,187.8,480.1,454.5,234.2,480.4,528.7,192.3,435.2,442.6,451.1,459.5,349.6,448.1,196.4,387.4,522.1,421.7,113.8,256.7,480.1,450.4,515.9,322.4,369.1,287.9,369.9,539.9,466.8,303.4,193.3,232.2,429.9,401.1,251.8,270.6,527.9,514.8,506.1,131.0,542.1,384.2,268.5,504.4,196.1,237.7,213.3,516.2,341.0,546.7,434.7,396.6,296.3,330.5,497.9,456.9,566.0,286.7,514.6,307.7,452.9,283.4,137.1,243.2,271.9,399.0,228.7,366.4,392.2,493.1,338.9,287.5,498.0,293.2
KT,432.0,1879.2,328.1,193.2,410.5,347.7,280.4,329.9,169.9,325.6,389.2,346.6,579.0,479.0,350.0,326.7,335.5,493.1,656.4,430.1,314.8,467.5,589.9,458.0,518.6,460.4,174.9,235.5,380.8,498.6,675.1,234.5,491.4,358.6,437.3,390.9,289.3,184.3,446.8,392.1,354.0,623.1,473.9,365.4,468.8,510.9,610.1,575.4,346.8,374.1,277.7,502.0,478.2,540.9,270.4,475.2,418.0,172.4,502.4,442.3,523.2,424.3,396.0,374.4,0.0,342.8,429.5,461.8,636.0,592.8,457.7,602.9,361.7,465.2,347.9,560.5,284.1,451.5,182.6,281.1,419.9,459.4,355.1,247.7,335.6,311.4,531.3,636.2,527.2,246.6,202.1,487.1,202.9,376.0,650.7,136.4,224.2,262.9,543.0,441.8,216.5,310.5,648.1,668.0,605.1,372.5,656.5,220.3,500.2,658.5,419.6,461.2,213.2,700.1,306.0,379.7,576.9,591.4,445.0,11.3,386.3,579.6,651.8,202.9,347.6,223.9,350.2,482.6,406.4,243.1,78.3,232.0,286.0,282.6,225.2,629.0,347.2,56.3,539.5,460.1
KX,375.0,1577.9,185.0,314.3,267.3,297.6,294.9,214.1,239.4,177.8,339.1,296.5,651.1,560.0,299.9,192.9,107.6,443.0,560.8,435.9,195.5,269.1,473.8,371.1,514.0,372.0,319.0,264.2,238.3,448.5,539.0,304.0,567.6,103.9,546.1,191.8,85.3,287.8,419.0,270.5,240.9,487.0,413.1,315.3,423.3,510.5,497.9,459.3,213.0,258.9,189.8,501.6,178.1,457.9,257.3,450.5,267.1,275.9,611.2,387.8,599.4,191.5,339.0,321.2,332.9,0.0,379.4,411.7,532.1,587.8,382.7,493.6,245.9,415.1,173.1,575.9,150.3,527.7,252.1,147.3,362.9,568.2,239.3,208.7,285.5,110.1,607.5,540.6,603.4,245.2,271.6,451.4,272.4,242.2,583.6,280.5,283.8,244.9,533.0,172.8,215.1,84.4,579.9,482.3,469.0,322.4,549.4,289.8,449.3,472.8,344.6,404.2,246.1,633.0,58.0,261.3,601.2,563.1,477.1,344.3,269.6,595.0,534.4,178.7,231.6,152.7,169.9,464.2,356.3,217.0,282.6,263.7,295.8,92.0,159.2,673.9,72.5,298.2,615.7,459.7
LP,174.1,1727.4,362.8,386.0,559.8,87.3,258.1,509.6,371.9,470.3,70.0,163.3,331.0,404.1,141.2,485.4,400.1,92.6,382.7,93.2,472.1,631.1,369.1,28.4,299.1,126.0,376.9,427.3,530.8,80.7,451.6,436.5,335.9,396.4,203.4,484.3,377.8,359.5,76.3,555.7,530.7,417.9,56.0,156.6,204.2,291.4,393.2,354.6,505.5,165.3,347.5,282.5,420.9,115.2,258.9,107.8,517.9,347.6,268.5,100.7,371.5,444.4,138.1,151.4,357.2,312.7,0.0,85.9,410.7,358.9,80.8,397.2,536.9,47.3,449.7,326.6,442.8,360.5,384.6,439.8,162.0,225.5,498.9,449.7,95.5,281.3,454.2,381.0,354.0,309.4,404.1,126.0,404.9,534.7,332.9,338.4,228.3,267.0,327.1,425.7,238.8,292.4,458.5,444.5,384.3,163.7,455.6,422.3,106.6,435.0,57.5,185.1,248.3,382.3,350.5,543.3,382.1,344.0,134.4,368.6,520.4,345.7,491.6,283.7,511.2,304.7,462.4,121.5,33.7,278.2,306.9,434.0,263.7,384.5,427.2,331.2,365.0,322.5,336.1,240.6
LU,241.8,1829.7,443.1,429.8,647.1,121.9,292.7,566.5,406.5,562.2,137.7,175.9,433.3,506.4,175.8,563.3,494.8,80.5,485.0,195.5,551.4,704.1,471.4,130.7,385.0,228.3,411.5,472.1,617.4,87.5,553.9,471.1,438.2,465.3,305.7,539.4,442.7,420.9,178.6,628.7,590.6,520.2,95.2,191.2,290.1,377.3,495.5,456.9,583.4,199.9,427.8,368.4,476.0,217.5,282.7,210.1,565.0,409.0,370.8,203.0,473.8,489.4,205.8,186.0,391.8,357.7,102.2,0.0,513.0,461.2,183.1,499.5,598.3,53.7,504.8,428.9,520.7,462.8,419.2,517.7,229.7,327.8,591.7,484.3,163.2,326.3,513.4,483.3,456.3,389.7,438.7,228.3,439.5,612.6,435.2,373.0,262.9,301.6,429.4,470.7,319.1,340.2,560.8,546.8,486.6,198.3,557.9,456.9,208.9,537.3,159.8,271.0,282.9,484.6,452.8,616.3,468.0,429.9,236.7,403.2,567.5,448.0,593.9,356.3,584.2,377.3,564.7,223.8,101.4,312.8,341.5,468.6,298.3,436.0,461.8,433.5,408.5,357.1,438.4,326.5
MH,282.7,1489.0,530.2,553.4,652.3,426.2,480.6,599.1,530.5,562.8,446.9,471.3,191.2,247.2,387.3,577.9,492.6,514.6,104.4,329.1,584.1,743.1,55.9,394.3,127.5,355.8,577.9,600.0,623.3,502.7,130.3,654.9,196.1,488.9,219.2,576.8,470.3,526.9,345.8,667.7,623.2,45.6,478.0,422.1,235.0,139.4,80.0,41.4,598.0,366.8,514.9,150.7,532.9,439.9,426.3,374.2,615.4,515.0,231.9,337.7,204.5,539.8,317.9,484.9,590.0,462.9,423.5,507.9,0.0,173.2,409.2,24.9,630.9,469.3,561.7,140.9,535.3,261.2,543.2,532.3,294.7,232.1,624.3,586.7,377.5,469.2,180.1,84.2,214.2,476.8,562.7,299.6,563.5,627.2,127.2,579.1,503.4,464.7,216.9,521.1,406.2,465.1,47.8,147.1,84.2,409.8,110.0,649.2,399.2,137.6,371.1,254.1,493.7,176.6,443.0,655.3,134.7,96.6,344.0,601.4,617.9,160.0,147.5,451.1,623.2,549.9,554.9,305.2,410.5,464.6,539.7,558.5,482.8,477.0,544.2,213.2,457.5,555.3,196.3,206.8
MP,220.2,1603.2,601.4,617.6,811.7,363.7,468.2,758.7,598.7,722.2,384.4,412.6,183.9,265.9,386.0,741.3,656.0,452.1,173.8,235.7,743.6,798.7,193.3,300.9,130.1,293.3,603.7,664.3,786.7,440.2,242.7,663.3,192.9,652.3,217.1,740.2,633.7,593.5,252.4,820.9,785.5,209.0,404.8,401.4,172.5,126.6,217.4,178.8,761.4,410.1,558.0,117.7,696.3,346.5,474.9,280.8,754.0,579.2,282.2,275.2,228.5,676.0,255.4,425.5,584.0,556.5,374.0,445.4,201.8,0.0,357.5,202.1,790.5,406.8,725.1,46.8,698.7,258.0,611.4,695.7,232.2,239.2,783.9,683.5,313.3,512.9,215.8,172.1,211.0,541.0,630.9,237.1,631.7,786.6,106.0,565.2,455.1,494.0,43.6,657.3,470.4,526.8,249.6,236.5,227.8,408.5,271.2,649.1,305.8,226.1,323.8,191.6,475.1,155.4,606.4,808.5,170.4,136.3,250.6,595.4,754.1,30.0,287.7,515.3,776.4,536.3,718.3,242.7,348.0,505.0,533.7,660.8,490.5,595.0,654.0,210.0,620.9,549.3,193.1,144.3
