from_stop,AT,BI,BK,BS,BT,BX,CC,DA,DD,DE,DQ,DR,DU,EA,ED,EF,EH,EO,EX,EY,FF,FI,FK,FL,FR,FT,FV,GG,GI,GQ,HD,HG,HI,HM,HN,HP,HT,HV,ID,IE,IN,IS,IV,JF,JH,JW,KA,KL,KT,LE,LS,MA,MD,ME,MG,MH,MI,MQ,MV,MY,NK,NP,NQ,OD,OK,OT,OU,OX,OY,PD,PF,PG,PI,PQ,PR,QC,QF,QM,RM,RZ,SS,TF,TG,TV,TW,TZ,UB,UD,UO,UR,UY,VB,VD,VF,VH,VI,VQ,WK,WO,WQ,XQ,XS,YF,YN,YR,YT,YU,YX,ZB,ZG,ZL
MY,226.7,10.4,736.9,191.8,142.0,58.8,192.3,73.0,105.5,108.0,349.6,336.0,331.6,337.6,708.8,61.3,172.4,301.0,171.5,339.4,546.0,569.2,285.0,65.3,168.2,147.1,91.9,43.1,211.7,115.4,590.9,696.3,218.2,255.7,467.3,227.8,504.3,205.8,153.3,273.7,184.8,684.3,161.8,203.3,4.2,144.6,700.1,142.1,177.0,700.1,148.2,92.0,312.8,255.2,365.2,144.8,62.7,144.3,240.4,0.0,303.0,744.8,137.6,260.1,128.0,320.4,363.6,600.4,505.6,125.6,46.3,667.5,342.1,75.7,102.1,98.2,1494.4,311.4,262.8,717.9,338.3,191.4,250.8,355.0,216.7,157.5,122.8,191.9,483.0,127.8,298.3,44.0,140.9,258.6,90.1,719.5,762.4,290.1,113.9,760.2,312.8,358.5,298.7,633.2,324.5,684.8,75.6,96.6,176.3,293.4,138.8
NK,145.0,313.0,445.2,189.9,204.3,258.5,179.2,268.4,241.4,244.1,281.3,255.1,263.4,180.4,426.0,258.5,195.2,249.2,176.5,220.7,139.4,265.8,241.9,318.6,179.4,247.8,351.1,266.8,207.0,230.2,269.4,444.8,216.9,127.7,153.0,231.2,207.5,152.7,193.6,307.8,153.4,448.6,273.9,192.5,307.0,186.7,412.3,203.1,190.1,412.3,164.5,281.1,279.8,143.6,166.0,269.6,300.6,186.1,233.1,303.0,0.0,503.6,203.7,152.9,254.3,72.8,251.7,280.1,133.8,219.6,340.1,419.4,215.6,332.4,230.4,232.6,3293.8,144.2,149.4,461.5,144.1,162.7,134.3,175.6,179.9,264.0,212.6,170.7,175.6,229.2,231.5,309.0,239.3,252.4,298.5,451.8,500.3,131.6,313.3,462.1,187.8,119.5,176.8,393.6,200.1,383.7,248.5,259.0,207.4,254.8,230.5
NP,648.7,725.7,143.3,633.2,641.9,675.4,655.0,683.2,686.0,715.5,518.5,537.3,576.1,515.1,115.9,651.1,630.6,545.8,630.3,573.7,488.7,353.0,561.9,723.1,596.5,667.9,734.5,666.2,681.6,695.9,276.9,157.0,675.1,578.8,434.9,665.5,334.2,642.1,667.4,561.0,593.8,316.8,650.1,616.0,719.5,656.8,197.0,658.6,645.8,197.0,576.1,660.0,610.3,583.8,538.8,671.2,695.0,633.9,591.7,715.2,503.6,0.0,659.1,574.7,683.1,477.9,506.6,267.8,502.6,706.1,757.7,288.4,539.6,722.2,662.6,635.7,1604.0,573.8,572.0,166.7,505.1,650.2,583.7,528.6,617.7,657.0,633.5,610.7,388.6,682.6,578.1,707.2,674.1,641.0,711.6,94.6,3.0,560.4,708.7,119.8,541.9,466.5,555.6,258.9,553.9,174.9,663.3,704.1,701.0,626.2,701.9
NQ,192.5,143.5,656.3,192.5,142.7,116.4,193.0,63.8,34.6,96.1,306.1,324.9,336.2,304.7,632.1,160.9,39.0,301.7,97.0,281.7,465.4,425.7,285.7,152.3,157.2,230.8,178.9,151.8,212.4,24.2,465.7,615.7,218.9,173.4,390.6,228.5,383.0,205.3,157.9,361.5,59.6,589.8,249.4,211.6,137.3,67.9,619.5,0.6,177.7,619.5,136.8,177.5,313.5,209.0,320.3,225.4,149.7,145.0,245.0,129.1,203.7,668.1,0.0,211.2,208.6,244.9,294.2,475.2,380.4,14.2,158.6,561.4,301.1,166.6,102.8,148.5,1469.9,287.3,208.5,637.3,213.1,80.8,178.1,310.1,212.1,241.2,123.5,192.6,399.8,115.9,297.0,134.9,224.6,259.3,171.7,642.8,681.8,196.9,195.5,679.6,249.9,200.0,275.2,552.6,261.6,604.2,129.3,84.7,197.7,294.1,193.5
OD,95.4,265.1,586.7,60.0,186.6,212.9,95.0,205.0,207.8,237.3,140.1,139.8,147.9,102.2,525.1,197.5,232.7,113.4,150.9,105.3,393.7,447.1,97.4,268.1,141.2,134.8,234.7,212.0,81.9,217.7,358.7,513.8,88.4,55.4,412.0,98.0,276.0,82.6,94.2,202.8,220.3,625.5,150.3,41.2,258.9,177.4,524.3,244.4,72.6,524.3,140.7,236.1,121.7,30.3,125.9,163.2,248.9,154.5,56.7,254.6,152.9,598.5,243.8,0.0,150.7,115.0,126.3,368.2,273.4,227.9,301.3,597.1,102.7,222.4,184.4,208.7,1666.6,76.0,2.6,567.7,106.1,170.8,50.7,115.7,66.9,145.2,155.3,108.9,292.8,257.1,85.7,256.5,128.6,71.0,211.8,535.8,601.5,15.3,208.9,555.2,73.5,93.0,59.4,574.0,85.5,502.2,200.8,225.9,101.7,102.3,131.3
OK,139.3,153.6,684.4,80.4,170.1,144.2,80.9,171.1,177.9,207.4,238.2,224.6,224.1,226.1,691.3,79.0,271.8,189.6,197.9,228.0,493.5,453.8,173.6,167.9,149.3,45.0,125.3,90.1,96.3,187.8,504.8,643.8,106.8,144.3,418.7,116.4,418.1,94.4,64.3,178.1,233.2,632.2,59.6,91.9,147.4,197.0,647.6,214.5,65.6,647.6,95.7,131.0,197.4,143.7,253.8,12.5,146.8,146.9,128.9,139.2,254.3,696.2,209.9,148.7,0.0,235.8,256.1,604.1,419.5,198.0,185.6,615.4,230.6,113.0,154.5,120.0,1557.2,199.9,151.4,665.4,235.7,217.8,139.4,243.6,105.3,55.4,125.4,107.5,430.4,227.2,186.9,152.0,38.8,147.2,102.4,702.0,709.9,178.7,99.5,707.7,201.4,272.4,187.3,580.7,213.1,632.3,136.1,196.0,74.2,182.0,18.7
OT,149.4,332.8,421.2,162.6,223.4,272.7,164.3,295.0,268.7,278.1,221.8,197.2,208.9,113.8,390.2,258.2,241.6,196.2,205.1,166.2,159.9,298.8,193.8,331.3,184.7,222.6,363.5,271.3,176.3,261.1,242.8,428.2,185.5,106.6,162.4,199.2,185.2,142.1,183.3,249.2,194.2,479.7,247.4,155.8,325.4,223.0,417.6,244.6,169.2,417.6,168.6,277.8,235.2,113.3,97.1,250.0,307.1,204.1,193.8,320.4,72.8,477.9,244.9,115.0,235.8,0.0,189.6,251.5,130.9,254.2,365.3,452.2,153.8,339.1,251.7,234.3,3323.1,91.7,111.6,440.8,79.3,197.1,112.2,108.3,151.5,238.0,223.2,165.0,175.6,270.8,185.2,318.7,214.5,213.4,295.6,415.1,474.0,94.0,315.1,434.7,130.0,47.5,122.3,424.5,143.6,389.2,258.7,290.1,184.8,209.4,213.5
OU,235.2,271.0,661.5,147.2,287.2,277.3,182.2,292.2,295.0,324.5,11.8,30.6,69.4,102.6,599.9,239.2,388.9,39.1,290.7,71.5,397.9,478.4,55.2,258.9,250.6,154.0,220.6,250.1,167.7,304.9,363.7,588.6,161.2,192.9,550.4,151.6,281.0,203.3,181.4,74.5,354.3,641.9,136.2,128.4,277.2,314.1,529.3,331.6,161.6,529.3,227.4,222.0,96.4,170.1,118.2,157.3,242.1,264.0,85.0,280.6,255.8,673.3,331.0,139.7,169.2,194.1,0.0,373.2,278.4,315.1,305.1,613.5,65.6,208.3,271.6,262.0,1652.5,133.6,142.4,642.5,142.1,310.6,188.2,108.0,154.1,143.1,242.5,218.3,297.8,344.3,71.4,247.3,160.2,107.0,197.7,610.6,676.3,169.7,194.8,630.0,103.3,201.1,135.0,589.6,91.6,507.2,274.1,313.1,187.1,86.5,188.0
OX,498.0,605.7,252.3,516.0,521.9,555.4,516.8,563.2,566.0,595.5,401.3,420.1,458.9,397.9,193.3,531.1,510.6,428.6,510.3,456.5,249.0,232.6,444.7,598.8,476.5,550.7,600.8,546.2,564.4,575.9,9.0,211.7,557.9,461.8,255.4,548.3,93.7,504.6,503.0,443.8,473.8,362.4,532.9,498.8,599.5,536.8,262.1,538.6,523.5,262.1,456.1,540.0,493.1,466.6,421.6,554.0,575.0,513.9,474.5,595.2,280.1,264.1,539.1,457.5,565.9,251.5,387.5,0.0,396.5,586.1,641.9,334.0,418.4,588.5,542.6,515.7,1476.7,456.6,454.8,233.3,387.9,530.2,466.5,411.4,500.5,539.8,513.5,490.7,148.1,562.6,460.9,587.2,556.9,523.8,576.0,204.0,267.1,443.2,575.0,223.4,424.7,350.2,438.4,324.0,436.7,240.0,543.3,584.1,583.8,509.0,538.6
OY,336.8,439.6,386.8,300.5,428.0,445.9,335.5,445.5,448.3,477.8,180.4,199.2,238.0,177.0,365.3,407.8,360.7,207.7,392.3,240.1,202.2,281.9,223.8,427.5,382.6,322.6,389.2,418.7,322.4,458.2,167.2,334.0,328.9,296.8,208.6,320.2,84.5,324.0,334.7,243.1,323.9,445.4,304.8,281.7,445.8,418.8,332.8,388.7,313.1,332.8,381.2,390.6,265.0,271.7,200.7,325.9,410.7,395.9,253.6,449.2,133.8,412.4,389.2,241.3,337.8,130.9,166.6,176.7,0.0,468.4,477.9,417.0,197.5,376.9,424.9,430.6,1465.6,235.7,244.0,381.6,224.5,412.2,292.1,190.5,307.4,311.7,395.8,350.3,101.3,497.6,240.0,415.9,328.8,275.6,366.3,376.0,415.4,256.7,363.4,395.4,210.2,147.3,217.5,393.1,222.2,310.7,441.3,466.4,342.2,255.1,356.6
PD,208.4,129.2,672.2,178.2,128.4,102.1,178.7,49.5,20.3,81.8,322.0,322.4,321.9,320.6,648.0,146.6,54.9,287.4,112.9,297.6,482.1,441.6,271.4,132.2,154.6,216.5,164.6,137.5,198.1,9.9,481.6,631.6,204.6,189.3,406.5,214.2,398.9,199.8,143.6,347.2,75.5,605.7,235.1,197.3,123.0,86.6,635.4,16.5,164.1,635.4,152.7,163.2,299.2,224.9,336.2,211.1,135.4,130.7,230.7,118.7,219.6,684.0,15.9,227.1,198.6,254.2,308.2,491.1,396.3,0.0,148.5,577.3,313.0,152.3,88.5,134.2,1485.8,301.7,224.4,653.2,229.0,96.7,194.0,326.0,203.1,226.9,109.2,178.3,415.7,101.6,284.7,120.6,210.3,245.0,157.4,658.7,687.0,212.8,181.2,695.5,265.8,215.9,291.1,568.5,277.8,620.1,115.0,70.4,183.4,279.8,179.2
PF,266.5,25.3,767.4,227.7,177.9,98.6,228.2,90.0,127.7,116.7,385.5,371.9,333.1,377.4,705.8,97.2,165.3,336.9,207.4,375.3,597.9,526.7,320.9,67.6,204.1,183.0,76.5,82.9,247.6,137.6,605.9,694.5,254.1,291.6,507.1,263.7,523.2,249.3,193.1,285.3,199.8,641.8,201.6,239.2,31.5,177.8,736.0,164.3,212.9,736.0,184.1,130.9,235.2,295.0,401.1,180.7,96.5,180.2,280.2,35.8,336.9,779.2,163.7,296.0,168.2,361.6,403.4,615.4,520.6,147.8,0.0,613.4,381.9,115.5,138.0,138.0,1491.4,351.2,298.7,748.4,353.3,221.0,286.7,390.9,252.6,193.4,158.7,227.8,597.0,144.8,334.2,83.8,176.8,294.5,126.0,716.5,782.2,326.0,103.4,735.9,348.7,340.2,334.6,616.7,360.7,720.7,111.5,113.6,212.2,329.3,174.7
PG,522.1,632.1,276.6,564.0,548.3,579.5,543.2,587.3,592.4,562.1,526.4,545.2,584.0,520.7,338.2,557.5,492.3,553.7,536.7,586.1,359.8,186.1,569.8,629.5,502.9,593.1,627.2,570.3,581.6,545.1,350.5,236.0,590.4,537.1,380.9,600.0,374.2,531.0,527.1,676.5,453.2,25.4,609.4,580.8,625.9,563.2,213.4,520.3,549.9,213.4,482.5,564.1,608.7,552.7,546.7,590.8,601.4,540.3,597.3,621.6,422.4,288.4,520.8,574.9,578.3,455.1,512.2,341.4,385.8,535.1,661.8,0.0,547.5,612.6,569.0,548.6,1396.6,579.4,572.2,257.6,570.5,481.7,541.8,536.5,575.8,603.5,539.9,517.1,355.8,544.3,586.0,611.3,586.9,619.3,602.4,348.9,299.8,560.6,601.4,299.9,556.2,493.3,563.5,138.3,568.2,245.6,569.7,610.5,569.2,601.1,565.0
PI,206.6,302.3,613.7,165.3,297.8,308.6,200.3,310.3,313.1,342.6,82.3,33.1,87.5,28.8,552.1,270.5,343.9,57.2,262.1,89.6,397.2,477.7,73.3,290.2,252.4,185.3,251.9,281.4,187.2,323.0,363.0,540.8,192.9,166.6,523.2,182.9,280.3,193.8,199.5,133.4,331.5,641.2,167.5,153.1,308.5,288.6,528.6,349.7,177.9,528.6,246.0,253.3,124.0,141.5,52.5,188.6,273.4,265.7,103.1,308.0,219.8,625.5,349.1,111.1,204.5,158.4,72.8,372.5,277.7,333.2,336.4,612.8,0.0,239.6,289.7,293.3,1683.8,105.5,113.8,594.7,94.3,282.0,161.9,42.3,172.2,174.4,260.6,220.1,297.1,362.4,89.5,278.6,191.5,125.1,229.0,562.8,633.2,141.1,226.1,582.2,80.0,120.0,87.3,588.9,91.7,506.5,305.4,331.2,207.0,104.6,219.3
PQ,181.6,62.6,720.1,170.7,203.1,86.0,171.2,109.3,147.0,144.3,249.1,218.4,242.8,290.4,658.5,87.9,208.7,200.5,232.6,221.6,531.8,492.1,184.5,57.4,184.1,120.3,12.2,120.2,160.5,156.9,484.2,647.2,154.0,217.8,457.0,144.4,401.5,184.1,136.1,195.0,242.7,685.4,102.5,189.8,68.8,203.0,685.9,183.6,155.9,685.9,134.0,70.7,144.9,212.2,306.0,98.9,84.8,160.2,162.3,73.1,332.4,731.9,183.0,217.0,114.8,339.1,312.2,493.7,398.9,167.1,96.7,704.8,253.4,0.0,163.2,110.7,1444.1,242.0,219.7,701.1,291.8,252.5,213.1,295.8,179.0,109.4,138.7,145.8,418.3,164.1,179.8,73.3,126.5,147.2,46.4,669.2,745.6,232.4,13.1,688.6,253.4,284.4,243.4,619.0,241.4,670.6,98.9,132.9,153.4,160.8,129.6
PR,128.4,104.3,679.3,133.3,39.8,77.2,133.8,44.2,47.0,76.5,291.1,277.5,277.0,290.4,655.1,101.7,140.9,242.5,69.3,280.9,489.2,448.7,226.5,107.3,85.2,171.6,139.7,92.6,153.2,56.9,488.7,638.7,159.7,173.1,413.6,169.3,406.0,135.0,98.7,302.3,82.6,612.8,190.2,152.4,98.1,39.7,642.5,83.6,119.2,642.5,104.5,118.3,254.3,159.0,306.0,166.2,110.5,75.1,185.8,93.8,230.4,691.1,83.0,180.0,153.7,251.7,306.4,498.2,403.4,67.1,140.5,584.4,282.8,127.4,0.0,89.3,1571.6,256.1,177.3,660.3,236.1,89.2,168.4,295.8,158.2,182.0,64.3,108.9,422.8,96.3,239.8,95.7,165.4,200.1,112.5,665.8,694.1,194.1,136.3,702.6,253.6,223.0,239.5,575.6,265.6,627.2,81.4,65.1,138.5,234.9,134.3
QC,122.2,115.2,663.3,130.4,106.1,39.6,130.9,102.7,105.5,135.0,288.2,274.6,274.1,288.2,670.2,65.8,199.4,239.6,133.9,278.0,472.4,432.7,223.6,117.4,106.8,151.6,126.2,56.7,150.3,115.4,532.3,622.7,156.8,194.3,397.6,166.4,408.0,152.0,95.8,233.4,164.8,611.1,170.2,141.9,109.0,121.9,626.5,142.1,115.6,626.5,74.6,82.4,251.4,197.7,303.8,149.3,93.6,82.9,182.9,104.7,232.6,675.1,141.5,198.7,136.8,234.3,306.1,583.0,405.4,125.6,147.2,582.7,284.6,113.9,82.1,0.0,1558.1,253.9,201.4,644.3,238.1,153.8,189.4,293.6,155.3,162.0,61.4,130.5,413.3,154.8,236.9,105.8,145.4,197.2,76.6,680.9,678.1,228.7,100.4,686.6,251.4,225.0,237.3,559.6,263.1,611.2,27.5,123.6,135.6,232.0,131.4
QF,1433.2,1342.9,1409.4,1468.3,1384.2,1404.2,1458.9,1336.7,1322.9,1292.4,1453.6,1472.4,1511.2,1450.2,1385.4,1391.2,1265.8,1480.9,1337.7,1513.3,1386.2,1319.8,1497.0,1342.0,1397.9,1423.6,1289.5,1391.6,1472.2,1312.5,1419.3,1368.8,1478.7,1414.1,1385.4,1488.3,1311.2,1439.8,1445.7,1498.3,1300.3,1270.0,1405.8,1489.4,1349.1,1311.4,1421.4,1287.7,1466.2,1421.4,1377.5,1374.0,1448.2,1449.7,1473.9,1402.2,1354.1,1387.9,1526.8,1353.4,3293.8,1421.2,1288.2,1451.9,1414.1,3323.1,1439.8,1380.8,1313.0,1302.5,1318.4,1291.7,1470.7,1303.2,1354.6,1436.3,0.0,1508.9,1449.2,1390.4,1497.7,1321.5,1418.8,1463.7,1452.8,1412.7,1411.3,1453.3,1285.3,1274.6,1513.2,1353.6,1429.8,1450.5,1349.7,1396.1,1424.2,1437.6,1316.4,1432.7,1483.4,1420.5,1490.7,1219.1,1495.4,1357.3,1417.1,1305.8,1485.5,1528.3,1432.9
QM,150.5,301.8,620.6,114.2,241.7,267.1,149.2,259.2,262.0,291.5,133.5,133.2,137.8,103.7,559.0,251.7,287.8,103.3,206.0,98.7,426.8,502.2,87.3,289.7,196.3,184.8,251.4,266.2,136.1,271.9,392.6,547.7,142.6,110.5,467.1,152.2,309.9,137.7,148.4,196.2,275.4,670.8,167.0,102.0,308.0,232.5,558.2,298.6,128.6,558.2,194.9,252.8,97.1,85.4,119.3,188.1,272.9,209.6,94.2,304.9,144.2,632.4,298.0,55.0,200.0,91.7,121.6,402.1,307.3,282.1,335.9,642.4,100.1,239.1,238.6,262.9,1683.3,0.0,57.7,601.6,101.2,225.9,105.8,109.1,121.1,173.9,209.5,164.0,326.7,311.3,61.1,278.1,182.8,116.2,228.5,569.7,640.1,70.4,225.6,589.1,66.9,160.2,52.8,629.1,78.9,536.1,255.0,280.1,155.9,77.7,185.5
RM,92.7,267.8,584.0,62.7,183.9,215.6,97.7,207.7,210.5,240.0,142.8,142.5,150.6,104.9,522.4,200.2,230.0,116.1,148.2,108.0,391.0,444.4,100.1,270.8,138.5,137.5,237.4,214.7,84.6,220.4,356.0,511.1,91.1,52.7,409.3,100.7,273.3,79.9,96.9,205.5,217.6,622.8,153.0,43.9,261.6,174.7,521.6,247.1,75.3,521.6,138.9,238.8,124.4,27.6,128.6,165.9,251.6,151.8,59.4,257.3,149.4,595.8,246.5,2.6,153.4,111.6,129.0,365.5,270.7,230.6,304.0,594.4,105.4,225.1,187.1,211.4,1669.3,78.7,0.0,565.0,103.4,168.1,48.0,118.4,69.6,147.9,158.0,106.2,290.1,259.8,88.4,259.2,131.3,73.7,214.5,533.1,598.8,12.6,211.6,552.5,76.2,90.3,62.1,571.3,88.2,499.5,203.5,228.6,104.4,105.0,134.0
RZ,592.7,700.4,19.0,627.3,616.6,650.1,649.1,657.9,660.7,690.2,512.6,531.4,570.2,509.2,167.0,625.8,605.3,539.9,605.0,567.8,483.6,327.7,556.0,693.5,571.2,662.0,728.6,640.9,675.7,670.6,272.2,132.8,669.2,573.1,409.6,659.6,328.3,630.0,597.7,555.1,568.5,291.5,644.2,610.1,694.2,631.5,171.7,633.3,639.9,171.7,550.8,634.7,604.4,577.9,532.9,665.3,669.7,608.6,585.8,689.9,461.5,73.1,633.8,568.8,677.2,440.8,498.8,263.1,446.5,680.8,736.6,263.1,529.7,716.3,637.3,610.4,1535.0,567.9,566.1,0.0,499.2,624.9,577.8,522.7,611.8,651.1,608.2,585.4,382.7,657.3,572.2,681.9,668.2,635.1,705.7,167.8,76.1,554.5,702.8,84.6,536.0,461.5,549.7,233.6,548.0,149.6,638.0,678.8,695.1,620.3,696.0
SS,181.3,348.7,519.3,145.0,272.5,297.9,180.0,290.0,292.8,322.3,121.3,121.0,145.3,83.4,457.7,282.5,234.4,110.8,236.8,68.5,326.3,406.0,112.9,336.6,227.1,219.8,298.3,297.0,166.9,302.7,291.3,446.4,173.4,141.3,332.7,183.0,208.6,168.5,179.2,184.0,197.6,569.5,213.9,126.2,343.9,263.3,456.9,329.4,157.6,456.9,225.7,299.7,145.9,116.2,107.1,235.0,319.8,240.4,141.7,339.6,144.1,531.1,328.8,85.8,235.7,79.3,107.5,300.8,206.0,312.9,386.3,541.1,83.9,286.0,269.4,293.7,1589.7,80.2,88.5,500.3,0.0,256.7,136.6,96.9,151.9,220.8,240.3,194.8,225.4,342.1,109.9,325.0,213.6,156.0,275.4,468.4,534.1,101.2,272.5,487.8,36.7,25.6,62.0,517.2,48.7,434.8,285.8,310.9,186.7,126.5,216.3
TF,120.7,194.6,617.0,187.9,99.9,166.7,146.4,134.5,137.3,166.8,266.8,285.6,324.4,265.4,592.8,171.8,72.1,284.7,16.1,242.4,426.9,386.4,269.4,197.6,117.2,230.1,230.0,165.8,191.8,147.2,426.4,576.4,198.3,134.1,351.3,207.9,343.7,127.3,163.5,329.3,35.3,550.5,248.7,209.0,188.4,68.1,580.2,173.9,177.7,580.2,96.8,180.7,293.7,151.3,281.0,231.0,200.8,67.4,228.7,184.1,162.7,628.8,173.3,171.9,218.5,197.1,253.0,435.9,341.1,157.4,230.8,522.1,257.8,217.7,90.2,156.4,1503.0,248.0,169.2,598.0,173.8,0.0,138.8,270.8,172.4,240.5,93.8,144.3,360.5,186.6,257.7,186.0,223.9,243.0,185.7,603.5,631.8,157.6,209.5,640.3,210.6,160.7,235.9,513.3,222.6,564.9,154.6,155.4,197.0,274.3,199.1
TG,64.9,254.5,593.3,49.4,156.1,202.3,71.2,194.4,197.2,226.7,192.0,191.7,195.1,162.2,531.7,186.9,202.2,160.6,120.4,157.2,457.1,416.6,144.6,257.5,110.7,124.2,237.7,201.4,53.3,207.1,365.3,520.4,59.8,4.6,381.5,69.4,282.6,52.1,83.6,239.3,189.8,595.0,142.8,70.5,248.3,146.9,610.4,233.8,62.0,610.4,111.1,168.1,172.4,30.8,177.8,152.6,238.3,124.0,103.9,244.0,134.3,605.1,233.2,51.8,140.1,112.2,178.2,374.8,280.0,217.3,290.7,566.6,154.6,225.4,169.0,143.8,1669.6,127.9,49.1,574.3,112.7,140.3,0.0,167.6,33.9,134.6,144.7,78.4,299.4,246.5,137.6,245.9,118.0,118.2,214.8,542.4,608.1,65.9,211.9,561.8,125.4,99.6,111.3,543.5,137.4,595.1,190.2,215.3,91.1,153.0,120.7
TV,191.8,340.9,598.9,155.5,283.0,308.4,190.5,300.5,303.3,332.8,89.9,71.6,126.1,12.9,537.3,293.0,329.1,95.8,247.3,97.0,405.9,485.6,111.9,328.8,237.6,223.9,290.5,307.5,177.4,313.2,370.9,526.0,183.9,151.8,508.4,193.5,288.2,179.0,189.7,152.6,316.7,649.1,206.1,136.7,347.1,273.8,536.5,339.9,168.1,536.5,236.2,291.9,156.4,126.7,10.1,227.2,312.0,250.9,141.7,350.1,175.6,610.7,339.3,96.3,239.1,108.3,76.1,380.4,285.6,323.4,379.2,620.7,34.5,278.2,279.9,304.2,1722.4,90.7,99.0,579.9,79.5,267.2,147.1,0.0,162.4,213.0,250.8,205.3,305.0,352.6,120.4,317.2,224.1,163.7,267.6,548.0,613.7,111.7,264.7,567.4,65.2,105.2,72.5,596.8,77.2,514.4,296.3,321.4,197.2,137.0,226.8
TW,96.7,220.5,627.4,15.4,155.4,168.3,50.4,160.4,163.2,192.7,175.2,161.6,161.1,165.9,565.8,152.9,257.1,126.6,152.2,165.0,488.9,448.4,110.6,223.5,118.8,90.2,203.7,167.4,19.3,173.1,399.4,554.5,25.8,38.7,413.3,35.4,316.7,71.5,49.6,205.3,221.6,626.8,108.8,36.5,214.3,178.7,642.2,199.8,28.0,642.2,96.1,193.1,138.4,42.6,189.6,118.6,204.3,132.2,69.9,210.0,179.9,639.2,199.2,63.6,106.1,151.5,190.0,408.9,314.1,183.3,256.7,598.4,166.4,191.4,139.8,164.1,1635.6,139.7,60.9,608.4,146.8,172.1,34.0,179.4,0.0,100.6,110.7,86.5,333.5,212.5,123.9,211.9,84.0,84.2,180.8,576.5,642.2,77.7,177.9,595.9,137.2,133.7,123.1,575.3,149.2,626.9,156.2,181.3,57.1,119.0,86.7
TZ,169.6,174.2,710.7,76.0,199.5,174.5,94.5,204.5,207.3,236.8,233.8,220.2,219.7,233.8,666.8,105.3,301.2,185.2,225.6,223.6,520.6,480.1,169.2,162.1,162.9,10.8,123.8,120.4,95.9,217.2,441.1,670.1,102.4,139.7,445.0,112.0,358.4,115.6,93.7,151.9,266.6,658.5,8.1,95.1,173.7,223.7,673.9,243.9,58.0,673.9,122.0,125.2,101.8,143.6,249.4,60.5,145.3,176.3,128.5,169.4,264.0,722.5,243.3,144.3,72.4,238.0,249.8,450.6,355.8,227.4,212.5,630.1,226.2,111.5,183.9,150.3,1555.7,199.5,147.0,691.7,231.3,245.5,135.0,239.2,100.9,0.0,154.8,130.6,460.7,256.6,182.5,150.5,17.0,142.8,100.9,677.5,725.5,159.7,98.0,734.0,197.0,234.7,182.9,607.0,209.0,658.6,162.4,225.4,43.9,177.6,63.0
UB,109.3,125.0,663.9,104.2,44.6,72.8,95.1,64.9,67.7,97.2,262.0,248.4,247.9,253.9,670.8,81.0,161.6,213.4,72.4,251.8,473.8,433.3,197.4,128.0,45.3,142.5,141.4,71.9,124.1,77.6,505.3,623.3,130.6,154.0,398.2,140.2,422.6,107.3,69.6,273.2,127.0,642.9,161.1,123.3,118.8,84.1,627.1,104.3,90.1,627.1,85.4,97.6,225.2,139.9,277.6,137.1,108.8,21.4,156.7,114.5,212.6,675.7,103.7,160.9,124.6,223.2,278.0,514.8,420.0,87.8,161.2,614.5,254.4,129.1,44.3,68.6,1573.3,227.7,158.2,644.9,252.7,92.3,149.3,267.4,129.1,152.9,0.0,69.0,413.9,117.0,210.7,116.4,136.3,171.0,91.8,681.5,678.7,175.0,115.6,687.2,225.2,239.6,211.1,560.2,237.2,611.8,60.7,85.8,109.4,205.8,105.2
UD,80.2,214.6,621.3,71.4,77.6,162.4,26.0,154.5,157.3,186.8,229.2,215.6,215.1,207.2,628.2,104.8,176.3,180.6,123.4,210.3,431.2,390.7,164.6,172.5,32.2,109.7,174.5,161.5,91.3,167.2,490.3,580.7,97.8,98.0,355.6,107.4,366.0,38.2,51.1,272.1,180.3,569.1,128.3,90.5,208.4,137.4,584.5,193.9,57.3,584.5,32.6,113.7,192.4,83.9,230.9,120.1,148.7,72.4,123.9,204.1,170.7,633.1,193.3,104.9,107.6,165.0,231.3,541.0,363.4,177.4,250.8,540.7,207.7,162.2,127.9,89.4,1606.4,181.0,102.2,602.3,196.1,143.3,93.3,220.7,96.3,120.1,89.5,0.0,371.3,206.6,177.9,160.9,103.5,138.2,181.4,638.9,636.1,119.0,148.7,644.6,178.5,183.0,164.4,517.6,190.5,569.2,150.3,175.4,76.6,173.0,88.2
UO,368.0,470.8,367.3,331.7,373.7,407.2,366.7,415.0,417.8,447.3,211.6,230.4,269.2,208.2,308.3,382.9,362.4,238.9,362.1,271.3,100.0,181.8,255.0,464.1,328.3,353.8,420.4,398.0,353.6,427.7,133.9,300.7,360.1,328.0,107.2,351.4,51.2,355.2,365.9,274.3,325.6,387.0,336.0,320.5,477.0,388.6,375.6,390.4,344.3,375.6,307.9,421.8,296.2,302.9,231.9,357.1,441.9,365.7,284.8,480.4,175.6,379.1,390.9,272.5,369.0,175.6,199.7,143.4,71.0,437.9,504.9,358.6,232.7,408.1,394.4,367.5,1568.5,266.9,275.2,348.3,255.7,382.0,323.3,221.7,338.6,342.9,365.3,381.5,0.0,414.4,271.2,447.1,360.0,306.8,397.5,319.0,386.8,287.9,394.6,338.4,241.4,177.6,248.7,308.7,253.4,360.3,395.1,435.9,373.4,286.3,387.8
