from_stop,AA,AK,AM,AQ,AW,BB,BG,BH,BN,BP,BT,BW,BX,BY,BZ,CC,CF,CJ,CK,CM,DF,DN,DW,DX,EB,FB,FE,FS,FW,GQ,GX,HE,HR,HV,HW,IB,IC,IG,IJ,IL,IM,IP,IV,IX,IZ,JC,JD,JH,JJ,JK,JR,KB,KJ,KP,LF,LP,MB,MF,ML,MN,MT,MW,NA,NI,NK,NP,NQ,NR,NS,NX,OI,OJ,OM,OO,PB,PP,PT,PX,QF,QN,QZ,RB,RF,RV,SA,SC,SD,SH,SJ,SK,SV,TD,TQ,TS,TV,UB,UD,UH,UO,UW,VF,VI,VN,VP,VU,VZ,WR,WV,WX,XK,XO,XQ,XR,XY,YF,YI,YL,YN,YW,ZS,ZV
KP,544.6,505.6,574.5,301.8,360.2,846.9,491.1,463.5,496.2,861.3,500.9,548.1,377.1,101.2,374.5,304.6,928.6,490.8,447.5,279.4,84.9,628.7,210.5,329.9,562.9,518.4,250.7,462.5,487.9,366.9,95.9,147.6,507.7,469.9,816.5,89.1,400.1,540.6,496.2,442.9,598.7,28.9,354.9,290.6,475.1,576.1,351.4,380.1,398.9,378.7,502.7,740.9,501.6,0.0,1874.9,404.7,109.3,613.6,859.2,563.8,294.7,719.1,584.3,398.2,866.6,457.1,446.5,346.9,12.3,121.2,495.7,834.2,95.0,633.2,420.0,844.8,789.1,452.6,455.1,36.2,324.6,523.3,469.5,411.6,505.1,406.7,303.7,466.5,809.9,638.5,497.2,544.7,403.7,22.3,466.4,177.5,395.6,554.5,585.4,669.7,141.0,388.3,833.8,663.0,648.4,326.6,299.3,488.2,106.6,501.9,293.2,467.5,488.4,13.4,337.1,36.4,407.8,560.9,498.3,569.8,835.5
LF,2103.9,2065.3,2133.8,1888.0,1789.7,2364.4,1921.0,1893.0,1926.1,2376.6,1930.8,2107.4,1807.0,1739.0,1804.0,1734.5,2443.9,2050.1,1877.4,1708.9,1681.7,2188.0,1805.5,1759.8,2122.6,1948.3,1836.5,2021.8,1917.4,1926.6,1704.0,1756.1,1937.6,1899.8,2285.5,1677.9,1830.0,1970.5,1925.7,1872.8,2153.5,1635.5,1784.8,1876.8,2034.4,2135.4,1937.6,1810.0,1828.4,1808.6,2062.0,2300.2,1931.5,1661.8,0.0,1834.6,1720.1,2172.9,2374.9,1993.3,1724.6,2278.4,2143.6,1828.1,2384.1,2016.4,2006.2,1776.8,1649.5,1709.5,2055.0,2264.1,1721.1,2192.5,1979.3,2362.3,2302.5,1882.5,2014.4,1697.7,1754.5,1953.2,1899.4,1841.5,1935.0,1967.2,1733.6,1896.4,2327.4,2197.8,2056.5,1974.6,1963.0,1711.7,2025.7,1785.6,1954.9,1984.4,2144.7,2229.0,1749.1,1818.2,2267.8,2222.3,2207.7,1756.1,1729.2,2047.5,1665.9,1931.8,1723.1,2026.8,1918.3,1675.3,1767.0,1623.6,1837.7,2120.2,2057.6,2129.1,2350.8
LP,970.0,1009.2,1023.0,794.3,425.3,641.1,236.4,141.4,310.4,653.3,300.8,1066.4,442.6,534.1,368.8,110.0,720.6,994.0,171.9,137.8,588.0,1033.3,711.8,94.5,1052.3,405.2,742.8,985.7,82.7,832.9,610.3,662.4,161.0,335.2,562.2,584.2,164.7,376.8,174.1,366.7,919.0,497.8,349.6,783.1,940.7,1001.5,843.9,459.9,163.1,57.0,928.1,1093.0,96.8,524.1,2115.3,0.0,515.2,841.4,651.6,256.0,451.5,866.4,1009.7,162.8,660.8,960.3,913.8,47.7,511.8,504.6,921.1,540.8,627.4,821.8,885.6,639.0,579.2,166.8,920.7,560.4,89.2,283.7,464.2,406.3,104.3,873.5,106.2,369.3,604.1,847.1,962.8,251.3,869.3,546.4,989.6,691.9,861.2,314.9,1031.8,953.5,655.4,152.9,544.5,959.8,857.0,391.7,115.3,913.6,572.2,226.0,113.6,933.1,238.9,537.6,295.3,485.9,395.9,819.0,963.9,885.2,627.5
MB,588.2,560.8,618.9,345.8,362.1,891.3,483.0,465.4,488.1,905.7,503.2,592.5,379.4,8.4,376.4,306.9,972.2,535.2,449.8,281.3,128.9,673.1,248.0,332.2,618.1,520.7,295.1,506.9,489.8,410.9,140.3,192.4,499.6,472.2,857.9,133.5,402.4,532.5,498.1,434.8,638.6,112.5,357.2,345.8,519.5,620.5,395.4,382.4,390.4,381.0,546.3,785.3,503.9,87.4,1862.6,407.0,0.0,658.0,904.0,555.3,297.0,763.5,627.9,400.5,911.0,501.5,490.5,338.8,99.7,19.9,540.1,826.1,139.4,677.6,464.4,888.4,833.1,454.9,499.5,80.6,326.9,525.6,471.8,403.5,507.4,450.7,306.0,468.8,864.7,682.9,541.6,547.0,448.1,65.1,510.8,221.9,440.0,546.4,629.8,713.3,185.4,390.6,840.2,707.4,692.8,328.5,301.6,531.8,161.4,504.2,295.5,511.9,480.3,73.9,329.0,132.6,410.1,605.3,542.7,624.6,879.9
MF,203.6,242.8,256.6,589.8,900.4,320.8,655.0,1003.7,710.4,335.2,700.8,396.2,917.7,627.4,914.7,845.2,402.5,227.6,752.5,819.6,490.5,209.9,599.2,831.2,382.1,805.2,539.4,219.3,780.6,288.1,512.8,564.9,702.3,735.2,290.4,486.7,761.0,776.8,1036.4,983.5,95.6,613.9,895.5,579.7,323.5,235.1,530.2,859.9,762.6,919.3,161.7,269.6,766.5,588.8,2435.1,863.4,646.3,0.0,333.5,688.6,835.3,105.4,243.3,762.9,340.5,193.9,147.4,887.5,601.1,655.9,154.7,311.8,529.9,19.5,268.4,318.7,263.4,747.4,303.5,552.5,836.5,683.7,1010.1,952.2,759.0,500.6,844.3,769.3,283.8,176.9,345.6,651.3,252.1,566.5,223.2,594.4,199.9,714.9,361.6,283.3,557.9,772.8,308.1,289.6,186.8,866.8,839.9,147.2,469.7,644.6,833.8,311.0,657.5,575.3,877.7,625.2,948.4,99.3,346.7,43.8,309.4
ML,446.2,485.4,499.2,797.8,823.3,117.3,429.3,778.5,484.7,1.7,475.1,542.6,840.6,870.0,826.6,636.9,165.8,470.2,526.8,664.7,733.1,509.5,841.8,605.5,528.5,579.5,782.0,461.9,554.9,530.7,755.4,807.5,476.6,509.5,64.7,729.3,535.3,551.1,811.2,824.5,395.2,856.5,807.5,809.0,566.1,477.7,738.2,634.2,536.9,694.1,404.3,569.2,540.8,831.0,2573.1,637.7,888.9,317.6,0.0,462.9,909.3,342.6,485.9,537.2,137.0,436.5,390.0,662.3,843.7,898.5,397.3,86.1,772.5,298.0,511.0,115.2,55.4,521.7,546.1,795.1,610.8,458.0,922.0,864.1,533.3,718.4,628.0,543.6,80.3,323.3,588.2,425.6,494.7,809.1,465.8,837.0,442.5,489.2,508.0,429.7,800.5,547.1,82.4,436.0,333.2,789.7,642.2,389.8,712.3,418.9,633.3,553.6,431.8,817.9,753.1,867.9,871.3,295.2,589.3,361.4,72.7
MN,808.6,847.8,861.6,877.8,487.6,479.7,55.0,400.9,149.0,491.9,139.4,905.0,504.9,617.6,452.3,262.6,559.2,832.6,148.5,290.4,671.5,871.9,795.3,231.2,890.9,243.8,826.3,824.3,176.6,893.1,693.8,745.9,98.3,173.8,400.8,667.7,161.0,215.4,433.6,450.2,762.1,578.4,433.1,866.6,928.5,840.1,927.4,298.5,162.6,316.5,766.7,931.6,162.5,608.0,2198.8,259.4,609.1,680.0,490.2,0.0,535.0,705.0,848.3,162.9,499.4,798.9,752.4,288.0,595.3,588.1,759.7,379.4,710.9,660.4,873.4,477.6,417.8,143.4,908.5,643.9,236.5,122.3,547.7,489.8,155.0,982.7,253.7,207.9,442.7,685.7,950.6,89.9,857.1,629.9,828.2,775.4,804.9,153.5,870.4,792.1,738.9,172.8,383.1,798.4,695.6,454.0,267.9,752.2,655.7,44.6,259.0,916.0,57.5,621.1,378.8,570.1,479.4,657.6,951.7,723.8,466.1
MT,1021.7,983.1,1051.6,805.8,166.9,774.7,331.3,303.3,336.4,786.9,341.1,1025.2,184.2,545.6,285.2,144.8,854.2,967.9,287.7,119.2,599.5,1105.8,723.3,170.1,1040.4,358.6,754.3,939.6,327.7,844.4,621.8,673.9,347.9,310.1,695.8,595.7,240.3,380.8,336.0,283.1,1052.6,509.3,266.0,794.6,952.2,1053.2,855.4,220.3,238.7,218.9,979.8,1226.6,341.8,535.6,2126.8,244.9,526.7,975.0,785.2,403.6,0.0,1000.0,1061.4,238.4,794.4,934.2,924.0,187.1,523.3,516.1,972.8,674.4,638.9,955.4,897.1,772.6,712.8,292.8,932.2,571.9,164.8,363.5,380.6,322.7,345.3,885.0,143.9,306.7,737.7,980.7,974.3,384.9,880.8,557.9,943.5,703.4,872.7,394.7,1062.5,1087.1,666.9,228.5,678.1,1093.4,990.6,133.3,139.5,965.3,583.7,342.1,133.4,944.6,328.6,549.1,211.7,497.4,248.0,952.6,975.4,1018.8,761.1
MW,317.4,356.6,370.4,703.6,1014.2,338.1,672.3,1021.5,727.7,352.5,718.1,476.4,1031.5,741.2,1028.5,879.9,419.8,341.4,769.8,907.7,604.3,323.7,713.0,848.5,462.3,822.5,653.2,333.1,797.9,401.9,626.6,678.7,719.6,752.5,307.7,600.5,778.3,794.1,1054.2,1097.3,209.4,727.7,1009.3,693.5,437.3,348.9,644.0,877.2,779.9,937.1,275.5,383.4,783.8,702.6,2548.9,880.7,760.1,113.7,350.8,705.9,949.1,0.0,357.1,780.2,357.8,307.7,261.2,905.3,714.9,769.7,268.5,329.1,643.7,94.1,382.2,336.0,280.7,764.7,417.3,666.3,853.8,701.0,1123.9,1066.0,776.3,614.4,871.0,786.6,301.1,257.1,459.4,668.6,365.9,680.3,337.0,708.2,313.7,732.2,441.8,363.5,671.7,790.1,325.4,369.8,267.0,980.6,885.2,261.0,583.5,661.9,876.3,424.8,674.8,689.1,991.5,739.0,1062.2,213.1,460.5,157.5,326.7
NA,88.5,253.5,260.5,600.5,911.1,496.6,830.8,1014.4,886.2,511.0,876.6,414.0,928.4,638.1,925.4,855.9,578.3,238.3,928.3,830.3,501.2,44.3,609.9,881.2,429.2,981.0,550.1,230.0,956.4,298.8,523.5,575.6,878.1,911.0,466.2,497.4,936.8,952.6,1047.1,994.2,168.6,624.6,906.2,590.4,334.2,8.2,540.9,931.4,938.4,930.0,91.5,156.5,942.3,599.1,2445.8,956.0,657.0,263.3,509.3,864.4,846.0,368.8,0.0,938.7,516.3,204.6,158.1,898.2,611.8,666.6,98.5,487.6,540.6,282.9,279.1,494.5,439.2,923.2,314.2,563.2,875.9,859.5,1020.8,962.9,934.8,521.1,855.0,945.1,459.6,288.2,356.3,827.1,262.8,577.2,233.9,605.1,210.6,890.7,451.3,394.6,568.6,939.6,483.9,400.9,298.1,877.5,850.6,151.1,480.4,820.4,844.5,321.7,833.3,586.0,888.4,636.0,959.1,210.6,357.4,219.5,485.2
NI,881.9,921.1,934.9,777.0,408.0,553.0,109.6,241.2,222.3,565.2,212.7,978.3,425.3,516.8,351.5,99.6,632.5,905.9,49.2,127.4,570.7,945.2,694.5,68.2,964.2,317.1,725.5,897.6,128.4,815.6,593.0,645.1,109.4,247.1,474.1,566.9,1.9,288.7,273.9,349.4,830.9,480.5,332.3,765.8,923.4,913.4,826.6,371.8,0.3,156.8,840.0,1004.9,114.3,506.8,2098.0,182.8,497.9,753.3,563.5,181.9,434.2,778.3,921.6,0.0,572.7,872.2,825.7,125.0,494.5,487.3,833.0,452.7,610.1,733.7,868.3,550.9,491.1,54.3,903.4,543.1,73.5,195.6,446.9,389.0,106.8,856.2,90.7,281.2,516.0,759.0,945.5,163.2,852.0,529.1,901.5,674.6,878.2,226.8,943.7,865.4,638.1,9.8,456.4,871.7,768.9,374.4,104.9,825.5,554.9,120.4,96.0,915.8,106.9,520.3,278.0,468.6,378.6,730.9,946.6,797.1,539.4
NK,453.6,492.8,506.6,805.2,872.9,61.7,478.9,828.1,534.3,159.1,524.7,550.0,890.2,877.4,876.2,686.5,226.4,477.6,576.4,714.3,740.5,516.9,849.2,655.1,535.9,629.1,789.4,469.3,604.5,538.1,762.8,814.9,526.2,559.1,114.3,736.7,584.9,600.7,860.8,874.1,402.6,863.9,857.0,816.4,573.5,485.1,745.6,683.8,586.5,743.7,411.7,576.6,590.4,838.8,2622.7,687.3,896.3,325.0,157.4,512.5,958.9,350.0,493.3,586.8,0.0,443.9,397.4,711.9,851.1,905.9,404.7,135.7,779.9,305.4,518.4,18.4,87.3,571.3,553.5,802.5,660.4,507.6,971.6,913.7,582.9,716.0,677.6,593.2,52.4,330.7,595.6,475.2,502.1,816.5,473.2,844.4,449.9,538.8,515.4,437.1,807.9,596.7,132.0,443.4,340.6,839.3,691.8,397.2,719.7,468.5,682.9,561.0,481.4,825.3,802.7,875.2,920.9,302.6,596.7,368.8,133.3
NP,152.9,48.9,205.9,395.8,751.9,455.2,789.4,855.2,844.8,469.6,835.2,209.3,769.2,478.9,766.2,696.7,536.9,33.7,839.6,671.1,342.0,237.0,450.7,722.0,224.5,939.6,390.9,56.8,879.6,139.6,364.3,416.4,836.7,869.6,424.8,338.2,792.2,911.2,887.9,835.0,202.5,465.4,747.0,407.0,174.5,184.4,336.2,772.2,790.6,770.8,111.0,349.2,893.7,440.3,2286.6,796.8,497.8,221.9,467.9,823.0,686.8,327.4,192.6,790.3,474.9,0.0,55.2,739.0,452.6,507.4,104.0,446.2,381.4,241.5,119.4,453.1,397.8,844.7,154.5,404.0,716.7,818.1,861.6,803.7,893.4,306.6,695.8,858.6,418.2,246.8,196.6,785.7,103.6,418.0,60.7,445.9,51.4,849.3,246.6,330.9,409.4,780.4,442.5,324.2,256.7,718.3,691.4,96.5,321.2,779.0,685.3,117.0,791.9,426.8,729.2,476.7,799.9,169.2,197.7,178.1,443.8
NQ,97.6,95.3,150.6,442.3,752.9,399.9,734.1,856.2,789.5,414.3,779.9,255.8,770.2,479.9,767.2,697.7,481.6,80.1,831.6,672.1,343.0,181.7,451.7,723.0,271.0,884.3,391.9,71.8,859.7,140.6,365.3,417.4,781.4,814.3,369.5,339.2,793.2,855.9,888.9,836.0,147.2,466.4,748.0,432.2,176.0,129.1,382.7,773.2,791.6,771.8,55.7,293.9,845.6,440.9,2287.6,797.8,488.4,166.6,412.6,767.7,687.8,272.1,137.3,791.3,419.6,46.4,0.0,740.0,453.6,508.4,48.7,390.9,382.4,186.2,120.9,397.8,342.5,826.5,156.0,405.0,717.7,762.8,862.6,804.7,838.1,362.9,696.8,848.4,362.9,191.5,198.1,730.4,104.6,419.0,75.7,446.9,52.4,794.0,293.1,297.9,410.4,781.4,387.2,304.2,201.4,719.3,692.4,41.2,322.2,723.7,686.3,163.5,736.6,427.8,730.2,477.8,800.9,113.9,199.2,122.8,388.5
NR,997.0,923.8,1050.0,746.5,377.5,668.1,224.7,116.1,337.4,680.3,327.8,965.9,394.8,486.3,321.0,62.2,747.6,908.6,164.3,90.0,540.2,1060.3,664.0,46.7,981.1,432.2,695.0,880.3,140.5,785.1,562.5,614.6,218.8,362.2,589.2,536.4,116.9,403.8,148.8,318.9,946.0,450.0,301.9,735.3,892.9,1028.5,796.1,486.9,115.3,31.7,955.1,1120.0,154.6,476.7,2067.5,57.7,467.4,868.4,678.6,297.0,403.7,893.4,1036.7,115.0,687.8,874.9,864.7,0.0,464.0,456.8,948.1,567.8,579.6,848.8,837.8,666.0,606.2,169.4,872.9,512.6,41.4,310.7,416.4,358.5,162.1,851.4,58.4,396.3,631.1,874.1,915.0,278.3,821.5,498.6,884.2,644.1,813.4,341.9,1058.8,980.5,607.6,105.1,571.5,986.8,884.0,343.9,67.5,940.6,524.4,235.5,65.8,885.3,222.0,489.8,247.5,438.8,348.1,846.0,916.1,912.2,654.5
NS,556.9,518.3,586.8,314.5,347.5,859.2,478.8,450.8,483.9,873.6,488.6,560.4,364.8,113.9,361.8,292.3,940.9,503.1,435.2,266.7,97.6,641.0,215.9,317.6,575.6,506.1,263.0,474.8,475.2,379.6,108.2,160.3,495.4,457.6,828.8,101.4,387.8,528.3,483.5,430.6,606.5,12.7,342.6,303.3,487.4,588.4,364.1,367.8,386.2,366.4,515.0,753.2,489.3,12.3,1862.6,392.4,119.5,625.9,871.9,551.1,282.4,731.4,596.6,385.9,878.9,469.4,459.2,334.6,0.0,108.9,508.0,821.9,107.3,645.5,432.3,857.1,801.8,440.3,467.4,48.5,312.3,511.0,457.2,399.3,492.8,393.7,291.4,454.2,822.2,650.8,509.5,532.4,416.0,34.6,478.7,189.8,407.9,542.2,597.7,682.0,153.3,376.0,825.6,675.3,660.7,313.9,287.0,500.5,118.9,489.6,280.9,479.8,476.1,25.8,324.8,24.7,395.5,573.2,510.6,582.1,847.8
NX,609.0,570.4,638.9,366.6,341.1,911.3,472.4,444.4,477.5,925.7,482.2,612.5,358.4,28.4,355.4,285.9,993.0,555.2,428.8,260.3,149.7,693.1,268.0,311.2,627.7,499.7,315.1,526.9,468.8,431.7,160.3,212.4,489.0,451.2,836.9,153.5,381.4,521.9,477.1,424.2,658.6,132.5,336.2,355.4,539.5,640.5,416.2,361.4,379.8,360.0,567.1,805.3,482.9,107.4,1841.6,386.0,9.5,678.0,924.0,544.7,276.0,783.5,648.7,379.5,931.0,521.5,511.3,328.2,119.7,0.0,560.1,815.5,159.4,697.6,484.4,909.2,853.9,433.9,519.5,100.6,305.9,504.6,450.8,392.9,486.4,445.8,285.0,447.8,874.3,702.9,561.6,526.0,468.1,85.1,530.8,241.9,460.0,535.8,649.8,734.1,205.4,369.6,819.2,727.4,712.8,307.5,280.6,552.6,171.0,483.2,274.5,531.9,469.7,93.9,318.4,121.3,389.1,625.3,562.7,634.2,899.9
OI,48.8,154.9,161.9,501.9,812.5,398.0,732.2,915.8,787.6,412.4,778.0,315.4,829.8,539.5,826.8,757.3,479.7,139.7,829.7,731.7,402.6,132.9,511.3,782.6,330.6,882.4,451.5,131.4,857.8,200.2,424.9,477.0,779.5,812.4,367.6,398.8,838.2,854.0,948.5,895.6,145.3,526.0,807.6,491.8,235.6,80.3,442.3,832.8,839.8,831.4,6.9,245.1,843.7,500.9,2347.2,857.4,558.4,164.7,410.7,765.8,747.4,270.2,88.5,840.1,417.7,106.0,59.5,799.6,513.2,568.0,0.0,389.0,442.0,184.3,180.5,395.9,340.6,824.6,215.6,464.6,777.3,760.9,922.2,864.3,836.2,412.7,756.4,846.5,361.0,189.6,257.7,728.5,164.2,478.6,135.3,506.5,112.0,792.1,352.7,296.0,470.0,841.0,385.3,302.3,199.5,778.9,752.0,52.5,381.8,721.8,745.9,223.1,734.7,487.4,789.8,537.3,860.5,112.0,258.8,120.9,386.6
OJ,429.1,468.3,482.1,780.7,737.1,100.2,343.1,692.3,398.5,112.4,388.9,525.5,754.4,852.9,740.4,550.7,179.7,453.1,440.6,578.5,716.0,492.4,824.7,519.3,511.4,493.3,764.9,444.8,468.7,513.6,738.3,790.4,390.4,423.3,21.4,712.2,449.1,464.9,725.0,738.3,378.1,843.3,721.2,791.9,549.0,460.6,721.1,548.0,450.7,607.9,387.2,552.1,454.6,813.9,2486.9,551.5,860.6,300.5,110.7,376.7,823.1,325.5,468.8,451.0,119.9,419.4,372.9,576.1,826.6,881.4,380.2,0.0,755.4,280.9,493.9,98.1,38.3,435.5,529.0,778.0,524.6,371.8,835.8,777.9,447.1,701.3,541.8,457.4,63.2,306.2,571.1,339.4,477.6,792.0,448.7,819.9,425.4,403.0,490.9,412.6,783.4,460.9,3.6,418.9,316.1,703.5,556.0,372.7,695.2,332.7,547.1,536.5,345.6,800.8,666.9,850.8,785.1,278.1,572.2,344.3,86.6
OM,509.1,470.5,539.0,225.1,458.3,811.4,589.6,561.6,594.7,825.8,599.4,472.5,475.6,137.0,472.6,403.1,893.1,455.3,546.0,377.5,49.8,593.2,142.6,428.4,487.7,616.9,173.6,427.0,586.0,331.8,40.4,92.5,606.2,568.4,781.0,53.6,498.6,639.1,594.3,541.4,558.7,123.5,453.4,213.9,439.6,540.6,274.7,478.6,497.0,477.2,467.2,705.4,600.1,98.4,2011.5,503.2,155.9,578.1,824.1,661.9,393.2,683.6,548.8,496.7,831.1,421.6,411.4,445.4,110.7,165.5,460.2,802.4,0.0,597.7,384.5,809.3,754.0,551.1,419.6,62.1,423.1,621.8,568.0,510.1,603.6,304.3,402.2,565.0,774.4,603.0,461.7,643.2,368.2,76.1,430.9,122.0,360.1,653.0,509.8,594.1,85.5,486.8,798.7,587.4,612.9,424.7,397.8,452.7,71.1,600.4,391.7,432.0,586.9,84.9,435.6,135.5,506.3,525.4,462.8,534.3,800.0
OO,223.2,262.4,276.2,609.4,920.0,301.2,635.4,984.6,690.8,315.6,681.2,415.8,937.3,647.0,934.3,843.0,382.9,247.2,732.9,839.2,510.1,229.5,618.8,811.6,401.7,785.6,559.0,238.9,761.0,307.7,532.4,584.5,682.7,715.6,270.8,506.3,741.4,757.2,1017.3,1003.1,115.2,633.5,915.1,599.3,343.1,254.7,549.8,840.3,743.0,900.2,181.3,289.2,746.9,608.4,2454.7,843.8,665.9,19.5,313.9,669.0,854.9,85.8,262.9,743.3,320.9,213.5,167.0,868.4,620.7,675.5,174.3,292.2,549.5,0.0,288.0,299.1,243.8,727.8,323.1,572.1,816.9,664.1,1029.7,971.8,739.4,520.2,834.1,749.7,264.2,196.5,365.2,631.7,271.7,586.1,242.8,614.0,219.5,695.3,381.2,302.9,577.5,753.2,288.5,309.2,206.4,886.4,848.3,166.8,489.3,625.0,839.4,330.6,637.9,594.9,897.3,644.8,968.0,118.9,366.3,63.4,289.8
PB,214.4,171.8,154.4,435.0,744.5,516.7,850.9,847.8,906.3,531.1,896.7,313.0,761.8,471.5,758.8,689.3,598.4,156.6,832.2,663.7,334.6,298.5,443.3,714.6,328.2,903.1,383.5,58.2,872.2,132.2,356.9,409.0,892.4,854.6,486.3,330.8,784.8,925.3,880.5,827.6,264.0,458.0,739.6,423.8,55.0,245.9,439.9,764.8,783.2,763.4,172.5,410.7,886.3,432.9,2279.2,789.4,490.4,283.4,529.4,884.5,679.4,388.9,254.1,782.9,536.4,122.9,116.7,731.6,445.2,500.0,165.5,507.7,374.0,303.0,0.0,514.6,459.3,837.3,35.0,396.6,709.3,879.6,854.2,796.3,889.8,410.3,688.4,851.2,479.7,308.3,77.1,847.2,25.9,410.6,54.6,438.5,68.1,910.8,350.3,414.7,402.0,773.0,504.0,421.0,318.2,710.9,684.0,158.0,313.8,840.5,677.9,232.4,853.4,419.4,721.8,469.3,792.5,230.7,78.2,239.6,505.3
PP,435.2,474.4,488.2,786.8,854.5,43.3,460.5,809.7,515.9,140.7,506.3,531.6,871.8,859.0,857.8,668.1,208.0,459.2,558.0,695.9,722.1,498.5,824.6,636.7,517.5,610.7,771.0,450.9,586.1,519.7,744.4,796.5,507.8,540.7,95.9,718.3,566.5,582.3,842.4,855.7,384.2,849.4,838.7,798.0,555.1,466.7,727.2,665.4,568.1,725.3,393.3,558.2,572.0,820.4,2604.3,668.9,866.7,306.6,139.0,494.1,940.5,331.6,474.9,568.4,21.8,425.5,379.0,693.5,832.7,887.5,386.3,117.3,761.5,287.0,500.0,0.0,68.9,552.9,535.1,784.1,642.0,489.2,953.2,895.3,564.5,707.4,659.2,574.8,34.0,312.3,577.2,456.8,483.7,798.1,454.8,826.0,431.5,520.4,497.0,418.7,789.5,578.3,113.6,425.0,322.2,820.9,673.4,378.8,701.3,450.1,664.5,542.6,463.0,806.9,784.3,856.9,902.5,284.2,578.3,350.4,114.9
PT,390.7,429.9,443.7,742.3,785.5,61.8,391.5,740.7,446.9,71.7,437.3,487.1,802.8,814.5,788.8,599.1,139.0,414.7,489.0,626.9,677.6,454.0,786.3,567.7,473.0,541.7,726.5,406.4,517.1,475.2,699.9,752.0,438.8,471.7,26.9,673.8,497.5,513.3,773.4,786.7,344.2,801.0,769.6,753.5,510.6,422.2,682.7,596.4,499.1,656.3,348.8,513.7,503.0,775.5,2535.3,599.9,833.4,262.1,70.0,425.1,871.5,287.1,430.4,499.4,81.5,381.0,334.5,624.5,788.2,843.0,341.8,48.3,717.0,242.5,455.5,59.7,0.0,483.9,490.6,739.6,573.0,420.2,884.2,826.3,495.5,662.9,590.2,505.8,24.8,267.8,532.7,387.8,439.2,753.6,410.3,781.5,387.0,451.4,452.5,374.2,745.0,509.3,44.6,380.5,277.7,751.9,604.4,334.3,656.8,381.1,595.5,498.1,394.0,762.4,715.3,812.4,833.5,239.7,533.8,305.9,45.9
PX,864.0,903.2,917.0,799.6,543.0,535.1,91.8,295.6,204.4,547.3,194.8,960.4,560.3,539.4,374.1,154.0,614.6,888.0,5.1,181.8,593.3,927.3,717.1,122.6,946.3,299.2,748.1,879.7,74.0,838.2,615.6,667.7,55.0,229.2,456.2,589.5,52.4,270.8,328.3,372.0,813.0,503.1,354.9,788.4,983.9,895.5,849.2,353.9,54.0,211.2,822.1,987.0,59.9,529.4,2120.6,156.8,520.5,735.4,545.6,150.0,456.8,760.4,903.7,54.3,554.8,854.3,807.8,179.4,517.1,509.9,815.1,434.8,632.7,715.8,928.8,533.0,473.2,0.0,963.9,565.7,127.9,177.7,469.5,411.6,52.4,878.8,145.1,263.3,498.1,741.1,1006.0,145.3,912.5,551.7,883.6,697.2,860.3,208.9,925.8,847.5,660.7,64.2,438.5,853.8,751.0,509.4,159.3,807.6,577.5,102.6,150.4,971.4,89.1,542.9,300.6,491.2,401.2,713.0,1007.1,779.2,521.5
QF,249.5,206.9,119.3,470.1,779.6,551.8,886.0,882.9,941.4,566.2,931.8,348.1,796.9,506.6,793.9,724.4,633.5,191.7,867.3,698.8,369.7,333.6,478.4,749.7,363.3,938.2,418.6,93.3,907.3,167.3,392.0,444.1,927.5,889.7,521.4,365.9,819.9,960.4,915.6,862.7,299.1,493.1,774.7,458.9,19.9,281.0,475.0,799.9,818.3,798.5,207.6,445.8,921.4,468.0,2314.3,824.5,525.5,318.5,564.5,919.6,714.5,424.0,289.2,818.0,571.5,158.0,151.8,766.7,480.3,535.1,200.6,542.8,409.1,338.1,35.0,549.7,494.4,872.4,0.0,431.7,744.4,914.7,889.3,831.4,924.9,445.4,723.5,886.3,514.8,343.4,42.0,882.3,61.0,445.7,89.7,473.6,103.2,945.9,385.4,449.8,437.1,808.1,539.1,456.1,353.3,746.0,719.1,193.1,348.9,875.6,713.0,267.5,888.5,454.5,756.9,504.4,827.6,265.8,43.1,274.7,540.4
QN,508.3,469.7,538.2,265.9,396.1,810.6,527.4,499.4,532.5,825.0,537.2,511.8,413.4,74.8,410.4,340.9,892.3,454.5,483.8,315.3,49.0,592.4,167.3,366.2,527.0,554.7,214.4,426.2,523.8,331.0,59.6,111.7,544.0,506.2,780.2,52.8,436.4,576.9,532.1,479.2,557.9,61.3,391.2,254.7,438.8,539.8,315.5,416.4,434.8,415.0,466.4,704.6,537.9,36.2,1911.2,441.0,93.7,577.3,823.3,599.7,331.0,682.8,548.0,434.5,830.3,420.8,410.6,383.2,48.5,103.3,459.4,801.6,58.7,596.9,383.7,808.5,753.2,488.9,418.8,0.0,360.9,559.6,505.8,447.9,541.4,345.1,340.0,502.8,773.6,602.2,460.9,581.0,367.4,13.9,430.1,141.2,359.3,590.8,549.1,633.4,104.7,424.6,797.9,626.7,612.1,362.5,335.6,451.9,70.3,538.2,329.5,431.2,524.7,22.7,373.4,73.3,444.1,524.6,462.0,533.5,799.2
