from_stop,AA,AH,AI,AM,AP,AS,AW,BB,BK,BX,CA,CB,CQ,CT,CX,DC,DD,DV,DX,DY,EA,ED,EM,EQ,ET,EY,FC,FL,FO,FU,FW,GE,GN,GP,GY,HG,HH,HI,HJ,HN,HO,HV,IA,IB,IC,IM,IW,JI,KA,KI,KP,LA,LF,LL,LN,LR,LS,LV,LZ,MB,ME,MU,MV,MW,NC,NG,NR,NS,OF,OH,OI,ON,OT,OW,OX,OY,PC,PE,PI,PL,PS,PT,PW,PY,QB,QO,QQ,QT,QY,RN,RQ,RS,RU,RW,RY,TB,TC,TL,TM,TP,UB,UC,UF,UN,UO,UP,VC,VK,VZ,WK,WN,WT,XN,XT,XV,XZ,YJ,YU,YV,YX,YY,ZM
KP,960.0,1143.1,1296.7,192.0,1182.8,969.5,912.6,1493.0,964.5,647.3,139.8,769.5,882.2,697.5,654.3,258.5,1607.4,925.4,1072.9,1268.9,205.9,1280.2,1201.0,979.7,852.7,268.0,309.0,945.9,1347.4,1092.4,371.3,54.3,1187.8,1226.8,215.3,1238.1,1466.6,190.5,340.7,451.8,447.1,1318.3,3155.1,224.8,806.4,286.9,490.1,1134.8,615.6,1260.3,0.0,979.8,753.5,536.5,1201.8,1028.4,1003.9,1222.8,498.6,1199.4,1418.4,1146.1,666.8,418.3,1300.8,1298.5,460.8,1217.7,1155.4,684.4,996.1,1369.5,1323.6,635.3,1033.0,1129.1,310.8,296.5,1523.0,875.1,12.6,183.3,176.5,626.1,888.2,447.3,1169.4,1190.7,465.6,202.9,903.2,1232.9,64.7,471.6,474.6,1214.5,949.8,1336.9,1464.5,492.4,912.4,1209.7,1060.1,253.3,1324.5,1255.1,1252.5,962.3,1454.4,312.9,1257.4,1511.0,1220.8,505.1,753.1,342.9,1493.1,1243.3,1175.6,47.9,1056.2,1007.6
LA,62.5,302.0,316.8,1061.4,303.3,485.8,266.7,473.7,85.0,456.1,1009.2,205.3,244.5,448.4,405.2,766.8,229.4,218.4,353.7,367.7,1075.3,400.7,211.7,645.0,215.0,777.7,753.5,66.4,147.5,112.5,993.1,962.5,308.3,164.1,768.5,152.8,551.7,1016.9,852.2,550.6,605.0,122.6,2416.8,851.8,329.4,798.4,648.0,154.9,464.1,280.4,1005.2,0.0,335.0,665.6,322.3,596.3,24.0,242.9,656.5,242.9,408.4,266.6,417.7,642.7,421.3,143.8,591.2,173.2,456.2,451.2,34.7,190.2,338.1,439.0,358.5,261.8,822.5,808.0,311.9,201.6,1017.8,858.9,894.7,450.3,697.6,604.7,221.5,294.4,642.3,780.9,265.5,353.4,940.4,589.7,577.4,401.1,466.1,152.9,445.2,594.7,57.3,229.8,80.2,875.1,165.7,375.6,434.1,255.3,258.7,908.8,133.5,425.2,221.5,609.4,504.0,854.4,520.7,369.3,296.1,993.2,193.4,617.1
LF,245.8,473.9,625.0,834.8,529.1,150.7,159.0,781.9,310.8,229.5,782.6,318.5,431.2,246.5,203.3,540.2,537.6,171.8,485.9,615.2,848.7,626.5,519.9,309.9,401.7,551.1,526.9,292.2,299.7,420.7,766.5,735.9,534.1,296.3,541.9,285.0,859.9,790.3,625.6,324.0,378.4,274.8,2639.3,625.2,52.8,571.8,421.4,463.1,129.0,588.6,778.6,308.1,0.0,439.0,548.1,261.2,332.2,551.1,429.9,428.9,716.6,492.4,215.8,416.1,647.1,329.8,364.6,305.4,588.4,249.3,324.4,342.4,646.3,103.9,490.7,394.0,595.9,581.4,620.1,121.5,791.2,632.3,668.1,115.2,362.5,378.1,353.7,436.3,415.7,554.3,452.2,579.2,713.8,363.1,350.8,558.9,131.0,305.1,753.4,368.1,303.1,538.0,388.4,648.5,297.9,601.4,598.8,208.7,410.9,682.2,265.7,733.4,407.5,382.8,302.1,627.8,828.9,589.6,521.9,766.6,309.3,282.0
LL,640.7,823.8,977.4,568.0,863.5,650.2,593.3,1173.7,645.2,328.0,515.8,450.2,562.9,378.2,335.0,372.5,1288.1,606.1,952.9,949.6,581.9,960.9,872.3,941.7,533.4,383.4,215.9,626.6,1117.8,773.1,455.7,469.1,868.5,1001.4,368.6,1012.7,1147.3,523.5,457.9,195.2,236.1,1092.9,2973.7,314.2,487.1,404.1,279.1,815.5,296.3,941.0,511.8,660.5,434.2,0.0,882.5,990.4,684.6,903.5,287.6,880.1,1099.1,826.8,347.5,123.2,981.5,979.2,156.5,992.3,1055.4,381.0,676.8,1160.5,998.7,316.0,957.7,923.8,428.2,413.7,1203.7,555.8,524.4,328.4,401.3,306.8,850.2,170.0,944.0,871.4,122.8,356.2,583.9,913.6,447.0,94.4,142.7,893.3,630.5,1123.2,1145.2,97.2,593.1,890.4,740.8,337.7,1099.1,935.8,933.2,643.0,1229.0,429.0,1032.0,1191.7,901.5,174.7,433.8,460.1,1173.8,924.0,856.3,499.8,771.6,969.6
LN,273.5,270.0,577.8,1254.4,107.8,696.8,477.7,546.7,205.4,649.1,1209.8,398.3,437.5,641.4,598.2,963.0,661.1,429.4,399.1,193.9,1268.3,205.2,335.5,820.9,408.0,972.5,946.5,220.9,568.2,365.4,1186.1,1155.5,112.8,447.6,961.5,458.9,480.0,1209.9,1045.2,743.6,798.0,539.1,2242.0,1044.8,540.4,991.4,841.0,415.9,604.2,412.4,1198.2,273.3,546.0,858.6,0.0,869.6,297.4,329.2,849.5,326.3,472.1,131.4,610.7,835.7,286.1,425.4,784.2,438.5,501.6,628.3,289.6,590.3,234.5,618.3,403.9,370.0,1015.3,1001.0,576.7,412.6,1210.8,1051.9,1087.7,614.7,768.3,797.7,390.2,317.6,835.3,973.9,458.5,31.1,1133.4,782.7,770.4,139.5,677.1,569.4,518.2,787.7,250.3,490.8,345.9,1068.1,545.3,53.3,177.5,466.3,675.2,1101.8,478.2,564.7,347.7,802.4,697.0,1047.4,411.5,168.3,145.0,1186.2,369.7,848.8
LR,499.2,636.9,883.4,940.4,806.6,99.7,412.4,1221.5,767.7,670.2,888.2,768.8,881.5,696.8,653.6,649.0,1335.9,425.2,505.5,892.7,954.3,904.0,773.3,48.7,852.0,658.5,791.8,783.2,780.0,674.1,872.1,841.5,811.6,659.4,647.5,670.7,1154.8,895.9,731.2,667.1,662.4,750.9,2916.8,750.6,306.2,677.4,705.4,716.5,264.6,842.0,884.2,561.5,253.3,838.7,825.6,0.0,585.6,804.5,713.9,665.3,1146.9,769.9,666.1,833.8,924.6,714.9,676.1,650.3,588.0,683.7,577.8,818.5,905.3,246.0,465.6,561.7,701.5,687.0,1251.5,374.9,896.8,737.9,773.7,250.8,101.2,662.6,602.0,604.1,833.4,659.9,902.5,856.7,819.4,785.0,689.9,838.3,119.4,769.5,1193.0,748.7,812.6,795.7,641.8,754.1,757.1,878.9,876.3,462.1,887.0,787.8,690.0,1239.5,686.7,720.4,752.4,733.4,1082.3,867.1,799.4,872.2,528.0,20.7
LS,86.6,277.9,292.7,1085.5,406.8,509.9,290.8,449.6,109.1,480.2,1033.3,229.4,268.6,472.5,429.3,790.9,205.3,242.5,377.8,343.6,1099.4,424.8,187.6,669.1,239.1,801.8,777.6,90.5,171.6,88.4,1017.2,986.6,401.8,188.2,792.6,176.9,527.6,1041.0,876.3,574.7,629.1,146.7,2392.7,875.9,353.5,822.5,672.1,130.8,488.2,256.3,1029.3,24.0,359.1,689.7,346.4,620.4,0.0,218.8,680.6,267.0,384.3,290.7,441.8,666.8,445.4,167.9,615.3,197.3,480.3,475.3,58.8,214.3,314.0,463.1,382.6,285.9,846.6,832.1,287.8,225.7,1041.9,883.0,918.8,474.4,721.7,628.8,245.6,318.5,666.4,805.0,289.6,377.5,964.5,613.8,601.5,377.0,490.2,177.0,421.1,618.8,81.4,205.7,56.1,899.2,189.8,399.7,410.0,279.4,282.8,932.9,157.6,401.1,245.6,633.5,528.1,878.5,496.6,345.2,320.2,1017.3,217.5,641.2
LV,317.4,490.0,281.9,1316.3,201.3,740.7,521.6,344.6,339.9,711.0,1264.1,460.2,499.4,703.3,660.1,1024.9,100.3,473.3,608.6,138.1,1330.2,333.6,21.7,899.9,469.9,1034.4,1008.4,321.3,402.4,142.0,1248.0,1217.4,196.3,419.0,1023.4,407.7,425.6,1271.8,1107.1,805.5,859.9,377.5,2188.5,1106.7,584.3,1053.3,902.9,120.0,719.0,116.5,1260.1,254.8,589.9,920.5,340.4,851.2,230.7,0.0,911.4,497.8,279.3,302.9,672.6,897.6,489.7,398.7,846.1,428.1,711.1,690.2,289.6,428.7,114.1,700.4,613.4,516.7,1077.2,1062.9,182.8,456.5,1272.7,1113.8,1149.6,705.2,952.5,859.6,476.4,537.6,897.2,1035.8,520.4,371.5,1195.3,844.6,832.3,169.6,721.0,396.1,316.1,849.6,312.2,194.9,261.0,1130.0,420.6,393.7,204.5,510.2,513.6,1163.7,388.4,296.1,476.4,864.3,758.9,1109.3,291.1,139.7,273.4,1248.1,448.3,872.0
LZ,610.4,793.5,947.1,574.7,833.2,619.9,563.0,1143.4,614.9,297.7,522.5,419.9,532.6,347.9,304.7,280.1,1257.8,575.8,922.6,919.3,588.6,930.6,842.0,849.3,503.1,291.0,405.9,596.3,1087.5,742.8,506.4,475.8,838.2,971.1,281.8,982.4,1117.0,530.2,365.5,102.2,57.1,1062.6,2943.4,384.9,456.8,311.7,8.1,785.2,266.0,910.7,518.5,630.2,403.9,300.0,852.2,898.0,654.3,873.2,0.0,849.8,1068.8,796.5,317.2,295.1,951.2,948.9,137.4,962.0,1025.1,350.7,646.5,1130.2,968.4,285.7,927.4,893.5,335.8,321.3,1173.4,525.5,531.1,372.2,408.0,276.5,757.8,123.9,913.7,841.1,294.7,294.2,553.6,883.3,453.7,246.3,151.2,863.0,600.2,1092.9,1114.9,210.0,562.8,860.1,710.5,388.4,1068.8,905.5,902.9,612.7,1198.7,422.1,1001.7,1161.4,871.2,181.7,403.5,367.7,1143.5,893.7,826.0,506.5,741.3,877.2
MB,193.6,66.5,555.1,1278.2,298.5,616.9,397.8,713.4,259.6,703.3,1233.6,452.5,491.7,695.6,652.4,986.8,827.8,349.5,195.7,384.6,1292.1,395.9,445.0,617.5,462.2,996.3,1000.7,275.1,297.8,345.8,1209.9,1179.3,303.5,181.4,985.3,192.7,649.7,1233.7,1069.0,797.8,852.2,272.9,2408.7,1088.4,460.5,1015.2,895.2,388.2,595.2,513.7,1222.0,233.2,466.1,912.8,317.5,666.2,257.3,476.2,903.7,0.0,638.8,261.8,664.9,889.9,416.5,99.0,838.4,172.3,298.2,682.5,249.5,340.5,425.2,576.6,200.5,103.8,1039.1,1024.8,743.4,332.7,1234.6,1075.7,1111.5,581.4,564.9,851.9,124.0,51.4,889.5,997.7,512.7,348.6,1157.2,836.9,824.6,330.2,597.2,291.5,684.9,841.9,304.5,467.4,313.5,1091.9,279.1,370.8,368.2,386.4,409.0,1125.6,212.0,731.4,21.3,856.6,751.2,1071.2,608.8,359.0,291.3,1210.0,289.8,645.4
ME,485.4,612.4,449.9,1579.9,454.2,908.7,689.6,74.5,547.8,974.6,1527.7,723.8,763.0,966.9,923.7,1285.3,200.8,641.3,741.5,540.3,1593.8,551.6,280.6,1233.8,733.5,1296.2,1272.0,563.3,906.4,310.0,1511.6,1481.0,459.2,790.0,1287.0,801.3,135.1,1535.4,1370.7,1069.1,1123.5,881.5,2000.2,1370.3,752.3,1316.9,1166.5,288.0,887.0,349.3,1523.7,422.8,757.9,1184.1,473.2,1282.5,398.7,311.8,1175.0,668.7,0.0,473.8,936.2,1161.2,628.5,767.8,1109.7,780.9,844.0,969.7,457.6,949.1,270.6,861.9,746.3,712.4,1341.0,1326.5,116.4,624.5,1536.3,1377.4,1413.2,873.2,1181.2,1123.2,732.6,660.0,1160.8,1299.4,784.0,504.3,1458.9,1108.2,1095.9,484.0,889.0,911.8,46.0,1113.2,592.7,362.9,429.0,1393.6,887.7,526.5,523.9,678.2,1017.6,1427.3,820.6,104.4,690.1,1127.9,1022.5,1372.9,333.1,514.7,491.4,1511.7,616.3,1261.7
MU,234.3,230.8,530.5,1215.2,111.5,657.6,438.5,563.8,166.2,609.9,1163.0,359.1,398.3,602.2,559.0,920.6,678.2,390.2,359.9,197.6,1229.1,149.5,330.7,781.7,368.8,931.5,907.3,181.7,524.8,326.2,1146.9,1116.3,116.5,408.4,922.3,419.7,497.1,1170.7,1006.0,704.4,758.8,499.9,2259.1,1005.6,501.2,952.2,801.8,368.6,565.0,416.1,1159.0,234.1,506.8,819.4,185.7,830.4,258.2,332.9,810.3,287.1,489.2,0.0,571.5,796.5,191.5,386.2,745.0,399.3,462.4,605.0,250.4,567.5,232.6,584.7,364.7,330.8,976.3,961.8,593.8,373.4,1171.6,1012.7,1048.5,575.5,729.1,758.5,351.0,278.4,796.1,934.7,419.3,216.8,1094.2,743.5,731.2,141.3,637.9,530.2,535.3,748.5,211.1,443.5,306.7,1028.9,506.1,239.0,181.2,427.1,636.0,1062.6,439.0,581.8,308.5,763.2,657.8,1008.2,415.2,172.0,29.4,1147.0,365.2,809.6
MV,392.8,575.9,729.5,763.3,615.6,467.0,410.1,943.6,397.3,158.0,711.1,202.3,315.0,30.6,13.2,468.7,1058.0,422.9,705.0,701.7,777.2,713.0,624.4,793.7,285.5,479.6,455.4,378.7,869.9,525.2,695.0,664.4,620.6,753.5,470.4,764.8,917.2,718.8,554.1,252.5,306.9,845.0,2725.8,553.7,303.9,500.3,349.9,567.6,113.1,693.1,707.1,412.6,251.0,367.5,634.6,842.4,436.7,655.6,358.4,632.2,869.0,578.9,0.0,344.6,733.6,731.3,293.1,744.4,807.5,62.0,428.9,912.6,750.8,132.8,709.8,675.9,524.4,509.9,973.6,372.6,719.7,560.8,596.6,123.6,702.2,306.6,696.1,623.5,344.2,482.8,336.0,665.7,642.3,291.6,279.3,645.4,447.3,875.3,915.1,296.6,345.2,642.5,492.9,577.0,851.2,687.9,685.3,459.8,981.1,610.7,784.1,961.6,653.6,311.3,93.7,556.3,925.9,676.1,608.4,695.1,523.7,821.6
MW,599.5,782.6,936.2,462.8,822.3,609.0,552.1,1132.5,604.0,286.8,418.2,409.0,521.7,337.0,293.8,306.6,1246.9,564.9,911.7,908.4,476.7,919.7,840.5,918.5,492.2,316.1,110.7,585.4,1080.8,731.9,350.5,363.9,827.3,960.2,263.4,971.5,1106.1,418.3,388.8,154.0,208.4,1051.7,2932.5,209.0,445.9,335.0,251.4,774.3,255.1,899.8,406.6,619.3,393.0,120.6,841.3,967.2,643.4,862.3,259.9,838.9,1057.9,785.6,306.3,0.0,940.3,938.0,133.3,951.1,1014.2,323.9,635.6,1102.9,963.1,274.8,916.5,882.6,358.9,344.6,1162.5,514.6,419.2,223.2,296.1,265.6,827.0,146.8,902.8,830.2,47.2,251.0,542.7,872.4,341.8,53.2,119.5,854.0,589.3,1082.0,1104.0,74.0,551.9,849.2,699.6,232.5,1057.9,894.6,892.0,601.8,1187.8,323.8,990.8,1150.5,860.3,149.0,392.6,391.0,1132.6,882.8,815.1,394.6,730.4,946.4
NC,329.3,325.8,625.5,1310.2,273.4,752.6,533.5,658.8,261.2,704.9,1258.0,454.1,493.3,697.2,654.0,1015.6,773.2,485.2,454.9,359.5,1324.1,311.4,492.6,876.7,463.8,1026.5,1002.3,276.7,619.8,421.2,1241.9,1211.3,278.4,503.4,1017.3,514.7,592.1,1265.7,1101.0,799.4,853.8,594.9,2354.1,1100.6,596.2,1047.2,896.8,463.6,660.0,578.0,1254.0,329.1,601.8,914.4,347.6,925.4,353.2,494.8,905.3,382.1,584.2,161.8,666.5,891.5,0.0,481.2,840.0,494.3,557.4,700.0,345.4,662.5,394.5,679.7,459.7,425.8,1071.3,1056.8,688.8,468.4,1266.6,1107.7,1143.5,670.5,824.1,853.5,446.0,373.4,891.1,1029.7,514.3,378.7,1189.2,838.5,826.2,303.2,732.9,625.2,630.3,843.5,306.1,538.5,401.7,1123.9,601.1,400.9,343.1,522.1,731.0,1157.6,534.0,676.8,403.5,858.2,752.8,1103.2,577.1,333.9,191.3,1242.0,460.2,904.6
NG,94.5,165.6,456.0,1337.5,397.6,517.8,298.7,812.5,358.7,802.4,1292.9,551.6,590.8,794.7,751.5,1042.9,926.9,250.4,255.0,483.7,1351.4,495.0,345.9,676.8,561.3,1055.6,1099.8,374.2,234.5,246.7,1269.2,1238.6,402.6,113.9,1044.6,125.2,745.8,1293.0,1128.3,896.9,951.3,205.4,2507.8,1147.7,361.4,1074.5,994.3,289.1,496.1,414.6,1281.3,134.1,367.0,1011.9,416.6,725.5,158.2,377.1,1002.8,99.0,737.9,360.9,764.0,989.0,515.6,0.0,937.5,104.8,357.5,781.6,150.4,256.6,472.3,477.5,259.8,163.1,1098.6,1084.1,842.5,233.6,1293.9,1135.0,1170.8,482.3,624.2,951.0,122.8,150.5,988.6,1057.0,611.8,447.7,1216.5,936.0,923.7,429.3,498.1,224.0,784.0,941.0,403.6,368.3,214.4,1151.2,211.6,469.9,467.3,287.3,341.5,1184.9,144.5,830.5,77.6,953.2,850.3,1130.5,654.9,458.1,390.4,1269.3,225.4,704.7
NR,557.8,740.9,894.5,510.5,780.6,567.3,510.4,1090.8,562.3,245.1,458.3,367.3,480.0,295.3,252.1,215.9,1205.2,523.2,870.0,866.7,524.4,878.0,789.4,785.1,450.5,226.8,268.4,543.7,1034.9,690.2,442.2,411.6,785.6,918.5,217.6,929.8,1064.4,466.0,301.3,84.2,79.5,1010.0,2890.8,320.7,404.2,247.5,122.5,732.6,213.4,858.1,454.3,577.6,351.3,162.5,799.6,833.8,601.7,820.6,131.0,797.2,1016.2,743.9,264.6,157.6,898.6,896.3,0.0,909.4,972.5,298.1,593.9,1077.6,915.8,233.1,874.8,840.9,271.6,257.1,1120.8,472.9,466.9,308.0,343.8,223.9,693.6,13.4,861.1,788.5,157.2,230.0,501.0,830.7,389.5,108.8,13.7,810.4,547.6,1040.3,1062.3,72.5,510.2,807.5,657.9,324.2,1016.2,852.9,850.3,560.1,1146.1,357.9,949.1,1108.8,818.6,44.2,350.9,303.5,1090.9,841.1,773.4,442.3,688.7,813.0
NS,89.5,168.4,468.7,1262.9,400.4,481.7,262.6,815.3,361.5,805.2,1210.7,554.4,593.6,797.5,754.3,968.3,929.7,214.3,180.4,486.5,1276.8,497.8,363.6,602.2,564.1,979.2,1114.3,377.0,125.4,264.4,1194.6,1164.0,405.4,9.0,970.0,20.3,748.6,1218.4,1053.7,899.7,984.9,100.5,2510.6,1073.1,325.3,999.9,1027.9,306.8,460.0,432.3,1206.7,151.8,330.9,1014.7,419.4,650.9,175.9,394.8,1036.4,192.0,740.7,363.7,766.8,991.8,518.4,114.8,940.3,0.0,282.9,800.3,168.1,168.1,490.0,434.9,185.2,88.5,1024.0,1009.5,845.3,197.5,1219.3,1060.4,1096.2,446.2,549.6,985.1,48.2,130.8,991.4,982.4,614.6,450.5,1141.9,938.8,926.5,430.2,462.0,130.8,786.8,943.8,406.4,381.7,232.1,1076.6,106.7,472.7,470.1,251.2,236.6,1110.3,39.6,833.3,175.4,958.5,853.1,1055.9,672.6,460.9,393.2,1194.7,189.3,630.1
OF,346.6,243.6,720.7,1194.7,413.3,682.5,519.7,828.2,374.4,818.1,1142.5,567.3,606.5,810.4,767.2,900.1,942.6,471.4,94.2,499.4,1208.6,510.7,615.6,534.0,577.0,911.0,1046.1,389.9,382.5,516.4,1126.4,1095.8,418.3,266.1,901.8,277.4,761.5,1150.2,985.5,921.4,916.7,357.6,2523.5,1004.9,582.4,931.7,959.7,558.8,717.1,684.3,1138.5,408.9,588.0,1027.6,432.3,582.7,433.0,646.8,968.2,272.0,753.6,376.6,779.7,1004.7,531.3,321.6,930.4,257.0,0.0,813.2,425.2,425.2,534.4,692.0,117.0,168.4,955.8,941.3,858.2,454.6,1151.1,992.2,1028.0,703.3,481.4,916.9,208.7,210.8,1004.3,914.2,627.5,463.4,1073.7,951.7,944.2,443.1,702.2,387.9,799.7,956.7,419.3,633.7,496.9,1008.4,363.8,485.6,483.0,508.3,493.7,1042.1,296.7,846.2,293.4,974.7,866.0,987.7,723.6,473.8,406.1,1126.5,446.4,561.9
OH,401.9,585.0,738.6,772.4,624.7,476.1,419.2,952.7,406.4,167.1,720.2,211.4,324.1,88.3,45.1,481.0,1067.1,432.0,714.1,710.8,786.3,722.1,633.5,802.8,294.6,490.5,464.5,387.8,883.2,534.3,704.1,673.5,629.7,762.6,479.5,773.9,929.3,727.9,563.2,261.6,316.0,854.1,2734.9,562.8,313.0,509.4,359.0,576.7,122.2,702.2,716.2,421.7,260.1,376.6,643.7,851.5,445.8,664.7,367.5,641.3,878.1,588.0,57.6,353.7,742.7,740.4,302.2,753.5,816.6,0.0,438.0,921.7,759.9,136.3,718.9,685.0,533.5,519.0,982.7,381.7,728.8,569.9,605.7,132.7,711.3,315.7,705.2,632.6,353.3,491.9,345.1,674.8,651.4,300.7,288.4,656.4,456.4,872.7,924.2,305.7,354.3,651.6,502.0,586.1,860.3,697.0,694.4,468.9,990.2,619.8,793.2,970.7,662.7,320.4,143.9,565.4,935.0,685.2,617.5,704.2,498.1,830.7
OI,88.8,289.9,346.6,1087.7,329.6,512.1,293.0,498.5,111.3,482.4,1043.1,231.6,270.8,474.7,431.5,793.1,254.2,244.7,380.0,392.5,1101.6,427.0,236.5,671.3,241.3,805.8,779.8,92.7,178.0,137.3,1019.4,988.8,334.6,190.4,794.8,179.1,576.5,1043.2,878.5,576.9,631.3,148.9,2441.6,878.1,355.7,824.7,674.3,179.7,490.4,305.2,1031.5,24.7,361.3,691.9,348.6,622.6,48.8,267.7,682.8,269.2,433.2,292.9,444.0,669.0,447.6,170.1,617.5,199.5,482.5,461.6,0.0,216.5,368.5,465.3,384.8,288.1,848.8,834.3,336.7,227.9,1044.1,885.2,921.0,476.6,723.9,631.0,247.8,320.7,668.6,807.2,291.8,379.7,966.7,616.0,603.7,424.0,492.4,179.2,470.0,621.0,83.5,258.9,105.0,901.4,192.0,401.9,458.9,281.6,285.0,935.1,159.8,450.0,247.8,633.2,530.3,880.7,545.5,394.1,322.4,1019.5,185.0,643.4
ON,121.0,357.6,531.7,1452.1,589.6,519.7,300.6,1004.5,550.7,994.4,1410.3,743.6,782.8,986.7,943.5,1160.7,1118.9,252.3,369.6,675.7,1466.0,687.0,431.0,764.9,753.3,1170.2,1303.5,539.7,114.0,322.4,1383.8,1353.2,594.6,153.5,1159.2,168.7,940.8,1381.1,1242.9,1088.9,1174.1,77.6,2699.8,1235.8,336.8,1189.1,1217.1,364.8,498.0,490.3,1369.4,209.8,368.9,1203.9,608.6,840.1,233.9,426.3,1225.6,354.7,929.9,552.9,956.0,1154.5,707.6,304.0,1129.5,189.1,472.1,973.6,226.1,0.0,553.6,479.4,347.9,277.7,1213.0,1198.7,1034.5,235.5,1408.5,1249.6,1285.4,457.7,738.8,1174.3,237.4,320.0,1180.6,1171.6,803.8,639.7,1331.1,1128.0,1115.7,594.8,473.5,140.7,976.0,1106.5,595.5,444.0,290.1,1265.8,181.6,635.4,632.8,289.2,89.8,1299.5,149.4,1022.5,364.6,1145.2,1042.3,1245.1,730.6,650.1,582.4,1383.9,192.6,819.3
OT,392.6,403.3,362.1,1387.7,131.0,815.9,596.8,419.8,344.3,782.4,1345.9,531.6,570.8,774.7,731.5,1096.3,175.5,548.5,532.4,67.8,1401.6,263.3,114.8,980.7,541.3,1105.8,1079.8,354.2,481.8,217.2,1319.4,1288.8,126.0,499.8,1094.8,482.9,320.9,1348.8,1178.5,876.9,931.3,452.7,2079.9,1178.1,665.1,1124.7,974.3,195.2,794.2,197.3,1337.1,330.0,665.1,991.9,275.7,932.0,305.9,114.1,982.8,578.6,354.5,232.6,744.0,969.0,419.4,473.9,917.5,503.3,634.9,767.2,370.4,503.9,0.0,775.6,537.2,591.9,1148.6,1134.3,258.0,531.7,1344.1,1185.2,1221.0,786.0,1027.7,931.0,551.6,450.9,968.6,1107.2,591.8,301.2,1266.7,916.0,903.7,104.9,801.8,471.3,391.3,921.0,383.5,274.4,336.2,1201.4,495.8,329.0,139.8,585.4,588.8,1235.1,463.6,371.3,551.6,933.2,835.9,1180.7,182.5,75.0,203.1,1319.5,488.8,947.2
OW,369.6,588.1,748.2,730.8,627.8,334.1,277.2,900.1,403.0,125.5,689.0,214.5,327.2,142.5,99.3,439.4,655.8,290.0,604.1,713.9,744.7,725.2,647.5,498.9,297.7,448.9,416.4,384.4,422.1,544.5,662.5,631.9,632.8,420.1,437.9,403.2,924.2,686.3,521.6,220.0,274.4,393.0,2738.0,521.2,176.6,467.8,317.4,581.3,25.0,712.4,674.6,426.3,118.1,335.0,640.3,450.2,450.4,674.9,325.9,552.7,834.8,591.1,111.8,312.1,745.8,448.0,260.6,423.6,706.6,129.4,448.2,444.2,770.1,0.0,608.9,512.2,491.7,477.4,738.3,239.7,680.7,528.3,564.1,11.2,545.9,274.1,471.9,554.5,311.7,450.3,348.2,677.9,609.8,259.1,246.8,659.5,320.0,411.6,871.6,264.1,357.4,660.5,506.6,544.5,416.1,700.1,697.5,326.9,529.1,578.2,383.9,851.6,525.7,276.3,198.1,523.8,947.1,688.3,620.6,662.6,392.8,465.4
OX,274.2,171.2,648.3,1077.6,340.9,565.4,447.3,755.8,302.0,745.7,1025.4,494.9,534.1,738.0,694.8,786.2,870.2,399.0,39.8,427.0,1091.5,438.3,552.6,416.9,504.6,795.7,929.0,317.5,314.3,444.0,1009.3,978.7,345.9,193.7,784.7,205.0,689.1,1033.1,868.4,804.3,799.6,285.2,2451.1,887.8,510.0,814.6,842.6,486.4,644.7,611.9,1021.4,336.5,515.6,975.9,359.9,465.6,360.6,574.4,851.1,199.6,681.2,304.2,707.3,971.0,458.9,249.2,813.3,184.6,122.3,724.9,352.8,352.8,467.6,626.1,0.0,96.0,838.5,824.2,785.8,382.2,1034.0,875.1,910.9,630.9,364.3,799.8,136.3,138.4,970.6,797.1,555.1,391.0,956.6,922.2,827.1,372.6,585.1,315.5,727.3,885.9,346.9,561.3,424.5,891.3,291.4,413.2,410.6,435.9,421.3,925.0,224.3,773.8,221.0,857.6,793.6,870.6,651.2,401.4,333.7,1009.4,339.3,444.8
OY,178.1,79.9,557.3,1174.3,311.9,570.3,351.2,726.8,273.0,716.7,1122.1,465.9,505.1,709.0,665.8,879.7,841.2,302.9,91.8,398.0,1188.2,409.3,452.2,513.6,475.6,890.6,1025.7,288.5,214.0,353.0,1106.0,1075.4,316.9,97.6,881.4,108.9,660.1,1129.8,965.1,811.2,896.3,189.1,2422.1,984.5,413.9,911.3,939.3,395.4,548.6,520.9,1118.1,240.4,419.5,926.2,330.9,562.3,264.5,483.4,947.8,103.5,652.2,275.2,678.3,903.3,429.9,153.1,851.8,88.5,194.3,711.8,256.7,256.7,433.0,523.5,96.6,0.0,935.4,920.9,756.8,286.1,1130.7,971.8,1007.6,534.8,461.0,896.5,40.2,42.3,902.9,893.8,526.1,362.0,1053.3,850.3,838.0,341.7,550.6,219.4,698.3,855.3,317.9,470.3,320.7,988.0,195.3,384.2,381.6,339.8,325.2,1021.7,128.2,744.8,124.9,870.0,764.6,967.3,622.2,372.4,304.7,1106.1,277.9,541.5
