from_stop,AF,AJ,AS,AY,AZ,BD,BH,BM,BW,BY,BZ,CK,CW,CX,CZ,DC,DE,DH,DL,DM,DY,DZ,EE,EJ,ET,FJ,FL,FQ,FR,FT,FV,FY,GI,GM,GX,HA,HF,HG,HJ,HK,HM,HP,HR,HX,IG,IJ,IO,IP,IX,IY,JA,JC,JW,JY,KE,KI,KK,KO,KT,KW,KY,KZ,LA,LC,LD,LK,LM,LN,LP,LS,LV,ME,MF,MR,MW,MX,MZ,NC,ND,OC,OE,OH,OM,OP,OQ,OT,OX,PB,PH,PI,QC,QI,QQ,QU,RT,SA,SB,SH,SM,ST,TF,TH,TU,UC,UH,UJ,UL,UO,UQ,UT,UY,VB,VH,VV,WR,WY,XD,XG,XS,XV,XW,YA,YB,YR,ZE,ZI
JC,431.1,104.0,558.8,588.0,2694.2,299.2,799.8,224.8,140.5,419.0,520.2,802.2,218.3,515.2,298.6,533.1,284.2,532.0,237.9,195.6,312.0,177.3,417.6,71.7,192.8,681.0,563.6,725.9,806.8,330.4,578.0,543.2,857.6,610.4,801.2,336.5,194.4,229.5,226.3,825.8,566.9,814.0,465.3,536.8,659.3,810.5,578.0,484.2,208.6,806.5,522.2,0.0,370.3,363.8,182.8,316.6,243.9,512.5,210.7,429.3,713.9,622.7,230.5,715.0,514.7,763.3,586.3,287.0,8.7,248.1,248.7,417.1,278.0,594.3,546.1,227.0,802.4,522.2,545.4,649.8,607.9,98.0,707.1,663.5,197.1,829.8,404.0,800.3,262.9,435.8,619.0,538.9,270.0,646.8,262.2,538.4,265.8,597.3,350.3,275.1,607.6,432.6,341.8,829.6,615.3,452.2,449.0,206.5,204.2,457.4,622.9,640.8,418.7,379.8,287.2,230.8,192.7,173.8,303.8,373.7,702.9,61.2,284.7,407.8,176.5,252.9
JW,124.7,347.1,216.3,245.5,2741.4,618.5,457.3,359.4,494.0,48.6,839.5,459.7,255.1,834.5,230.8,852.4,637.7,696.1,597.7,549.1,224.2,385.8,631.0,431.5,552.6,338.5,221.1,383.4,464.3,649.7,235.5,862.5,515.1,267.9,458.7,655.8,547.9,364.1,586.1,483.3,224.4,471.5,784.6,700.9,316.8,468.0,235.5,648.3,343.2,464.0,179.7,359.7,0.0,717.3,463.0,635.9,597.4,676.6,345.3,86.8,371.4,280.2,584.0,372.5,834.0,420.8,243.8,199.2,368.4,607.9,324.1,736.4,579.7,251.8,758.4,546.3,459.9,179.7,709.5,307.3,265.4,398.2,364.6,321.0,272.5,487.3,33.6,457.8,645.6,755.1,276.5,703.0,623.5,304.3,311.2,702.5,400.4,254.8,344.5,594.4,265.1,751.9,701.6,487.1,272.8,771.5,768.3,566.3,523.5,621.5,280.4,298.3,137.1,699.1,369.2,590.6,229.5,249.2,663.6,727.2,360.4,361.4,278.9,623.6,311.1,328.3
JY,745.9,418.8,708.2,737.4,2893.5,324.2,949.2,539.6,217.0,733.8,545.2,951.6,533.1,540.2,613.4,558.1,72.8,592.0,138.5,250.7,579.1,364.1,442.6,308.6,284.2,830.4,713.0,875.3,956.2,377.2,727.4,568.2,1007.0,759.8,950.6,164.0,152.0,544.3,220.7,975.2,716.3,963.4,490.3,599.5,808.7,959.9,727.4,546.9,523.4,955.9,744.1,359.5,685.1,0.0,437.2,411.0,102.0,575.2,525.5,744.1,863.3,772.1,287.0,864.4,539.7,912.7,735.7,578.9,353.4,139.2,563.5,465.7,191.0,743.7,571.1,273.8,951.8,744.1,608.1,799.2,757.3,297.5,856.5,812.9,511.9,979.2,718.8,949.7,131.6,484.4,768.4,564.1,76.5,796.2,577.0,601.1,580.6,746.7,665.1,375.5,757.0,457.6,46.0,979.0,764.7,477.2,512.9,159.4,235.7,520.1,772.3,790.2,733.5,428.4,474.0,144.7,507.5,488.6,176.9,9.9,852.3,337.3,599.5,432.8,491.3,567.7
KE,514.0,186.9,641.7,670.9,2830.4,329.5,882.7,307.7,258.7,501.9,550.5,885.1,301.2,545.5,393.2,563.4,402.4,465.2,380.4,313.8,325.5,110.5,400.1,214.2,259.2,751.9,646.5,808.8,889.7,360.7,660.9,573.5,940.5,693.3,884.1,366.8,312.6,312.4,368.8,908.7,649.8,896.9,495.6,470.0,755.0,893.4,660.9,417.4,291.5,889.4,605.1,142.4,453.2,482.0,0.0,346.9,362.1,445.7,293.6,512.2,796.8,705.6,348.7,797.9,545.0,846.2,669.2,325.3,151.1,390.6,331.6,447.4,290.7,677.2,527.5,257.3,885.3,605.1,478.6,732.7,690.8,162.9,790.0,746.4,280.0,912.7,486.9,883.2,410.3,466.1,701.9,472.1,388.2,729.7,345.1,471.6,348.7,680.2,433.2,305.4,690.5,462.9,511.7,912.5,698.2,482.5,479.3,349.0,234.5,390.6,738.2,723.7,501.6,410.1,220.4,373.3,275.6,256.7,366.9,491.9,785.8,126.1,367.6,392.7,259.4,335.8
KI,665.0,437.8,792.7,821.9,2933.9,113.3,1033.7,519.1,321.7,652.9,334.3,1036.1,512.6,329.3,514.5,347.2,299.7,381.1,184.0,396.1,446.8,231.8,231.7,232.5,198.4,873.2,797.5,959.8,1040.7,244.9,811.9,357.3,1091.5,844.3,1035.1,111.1,296.8,523.8,222.0,1059.7,859.2,1047.9,279.4,388.1,876.3,1044.4,811.9,336.0,502.9,1040.4,756.1,311.7,604.2,326.8,304.9,0.0,358.8,364.3,505.0,663.2,947.8,856.6,413.0,948.9,328.8,996.5,820.2,446.6,305.6,231.6,543.0,191.7,133.1,828.2,360.2,141.5,1036.3,756.1,397.2,883.7,841.8,355.9,941.0,897.4,491.4,1063.7,637.9,1034.2,262.5,210.4,852.9,353.2,333.3,880.7,556.5,390.2,560.1,831.2,644.6,243.2,841.5,246.7,287.9,1063.5,849.2,266.3,238.9,197.9,103.4,309.2,859.5,874.7,652.6,154.4,341.7,176.9,487.0,468.1,209.3,334.3,936.8,377.0,579.0,221.9,470.8,547.2
KK,644.4,317.3,606.7,635.9,2792.0,351.0,847.7,438.1,143.7,632.3,542.4,850.1,431.6,537.4,511.9,555.3,61.6,576.5,168.3,149.2,525.3,379.1,469.4,269.6,273.0,728.9,611.5,773.8,854.7,407.0,625.9,565.4,905.5,658.3,849.1,193.8,106.0,442.8,209.5,873.7,614.8,861.9,543.2,617.8,707.2,858.4,625.9,631.5,421.9,854.4,642.6,249.9,583.6,119.8,378.1,308.9,0.0,626.8,424.0,642.6,761.8,670.6,184.9,762.9,536.9,810.5,634.2,500.3,243.8,169.0,462.0,363.6,220.8,642.2,555.6,303.6,850.3,642.6,630.6,697.7,655.8,196.0,755.0,711.4,410.4,877.7,617.3,848.2,161.4,382.3,666.9,548.6,26.0,694.7,475.5,641.3,479.1,645.2,563.6,397.0,655.5,454.8,149.5,877.5,663.2,503.5,410.8,189.2,265.5,546.9,670.8,688.7,632.0,326.3,489.0,179.9,406.0,387.1,206.7,129.7,750.8,235.8,498.0,459.6,389.8,466.2
KO,744.8,552.4,872.5,901.7,3168.9,241.5,1113.5,598.9,575.8,732.7,251.2,1115.9,592.4,246.2,594.3,264.1,553.8,70.8,438.1,650.2,526.6,336.0,207.7,467.5,452.5,953.0,877.3,1039.6,1120.5,386.5,891.7,274.2,1171.3,924.1,1114.9,384.7,550.9,603.6,476.1,1139.5,939.0,1127.7,189.2,83.2,956.1,1124.2,891.7,43.6,582.7,1120.2,835.9,531.2,684.0,580.9,442.8,364.8,612.9,0.0,584.8,743.0,1027.6,936.4,667.1,1028.7,245.7,1077.0,900.0,526.4,539.9,485.7,622.8,351.9,387.2,908.0,197.3,340.1,1116.1,835.9,32.8,963.5,921.6,551.7,1020.8,977.2,571.2,1143.5,717.7,1114.0,516.6,370.6,932.7,85.3,587.4,960.5,636.3,25.8,639.9,911.0,724.4,347.9,921.3,239.3,542.0,1143.3,929.0,190.2,351.1,452.0,376.2,164.7,939.3,954.5,732.4,428.0,421.5,431.0,566.8,547.9,463.4,588.4,1016.6,514.9,658.8,226.6,550.6,627.0
KT,386.8,188.2,514.5,543.7,2827.0,500.1,755.5,62.3,335.1,374.7,721.1,757.9,174.0,716.1,254.3,734.0,478.8,606.0,438.8,390.2,267.7,295.7,540.9,272.6,393.7,636.7,519.3,681.6,762.5,531.3,533.7,744.1,813.3,566.1,756.9,537.4,389.0,18.7,427.2,781.5,522.6,769.7,666.2,610.8,615.0,766.2,533.7,558.2,40.1,762.2,477.9,200.8,326.0,558.4,304.1,517.5,438.5,586.5,0.0,385.0,669.6,578.4,425.1,670.7,715.6,719.0,542.0,242.7,209.5,449.0,204.4,618.0,478.9,550.0,668.3,427.9,758.1,477.9,619.4,605.5,563.6,239.3,662.8,619.2,152.8,785.5,359.7,756.0,486.7,636.7,574.7,612.9,464.6,602.5,217.9,612.4,176.6,553.0,306.0,476.0,563.3,633.5,542.7,785.3,571.0,653.1,649.9,407.4,405.1,531.4,578.6,596.5,374.4,580.7,327.1,431.7,148.4,129.5,504.7,568.3,658.6,202.5,240.4,533.5,46.0,208.6
KW,282.2,459.3,210.9,240.1,2736.0,730.7,451.9,471.6,499.8,212.2,951.7,454.3,367.3,946.7,343.0,964.6,643.5,808.3,677.3,554.9,336.4,498.0,743.2,511.1,632.2,333.1,215.7,378.0,458.9,761.9,230.1,974.7,509.7,262.5,453.3,768.0,553.7,476.3,665.7,477.9,219.0,466.1,896.8,812.6,311.4,462.6,230.1,760.5,455.4,458.6,171.1,471.9,167.7,723.1,575.2,748.1,603.2,788.8,457.5,0.0,366.0,274.8,589.8,367.1,946.2,414.7,238.4,311.4,480.6,677.6,436.3,848.6,691.9,246.4,870.6,658.5,454.5,171.1,821.7,301.9,260.0,455.5,359.2,315.6,384.7,481.9,201.4,452.4,651.4,867.3,271.1,815.2,629.3,298.9,423.4,814.7,512.6,249.4,456.7,706.6,259.7,864.1,752.8,481.7,267.4,883.7,880.5,645.9,635.7,733.7,275.0,292.9,269.8,811.3,481.4,670.2,341.7,361.4,734.9,733.0,354.6,473.6,391.1,735.8,423.3,440.5
KY,464.0,641.1,251.6,255.6,2823.3,860.6,85.8,653.4,621.8,394.0,1081.6,137.5,549.1,1076.6,524.8,1094.5,765.5,1013.4,799.3,676.9,518.2,703.1,948.3,633.1,754.2,348.6,256.4,170.6,92.8,891.8,251.1,1104.6,189.3,228.1,115.5,888.4,675.7,658.1,787.7,161.1,234.5,100.0,1026.7,1017.7,326.9,124.8,251.1,965.6,637.2,99.4,388.8,613.4,349.5,845.1,757.0,955.0,725.2,993.9,639.3,390.2,0.0,248.3,711.8,159.7,1076.1,137.9,253.9,493.2,607.3,799.6,618.1,978.5,839.4,208.3,1075.7,788.4,88.4,388.8,1026.8,263.8,276.9,577.5,167.1,277.5,566.5,165.1,383.2,96.6,773.4,997.2,233.0,1020.3,751.3,123.7,605.2,1019.8,694.4,290.1,638.5,836.5,237.2,994.0,874.8,143.9,229.3,1013.6,1010.4,767.9,765.6,938.8,290.5,254.8,451.6,941.2,663.2,792.2,523.5,543.2,856.9,855.0,179.8,617.3,572.9,940.9,605.1,622.3
KZ,386.2,563.3,63.8,159.8,2745.5,782.8,317.1,575.6,544.0,316.2,1003.8,319.5,471.3,998.8,447.0,1016.7,687.7,935.6,721.5,599.1,440.4,625.3,870.5,555.3,676.4,252.8,59.0,243.2,324.1,814.0,44.6,1026.8,374.9,157.5,318.5,810.6,597.9,580.3,709.9,343.1,138.7,331.3,948.9,940.4,231.1,327.8,44.6,887.8,559.4,323.8,311.0,535.6,271.7,767.3,679.2,877.2,647.4,916.1,561.5,312.4,231.2,0.0,634.0,232.3,998.3,280.6,158.1,415.4,529.5,721.8,540.3,900.7,761.6,51.8,997.9,710.6,319.7,311.0,949.0,61.9,70.4,499.7,224.4,80.6,488.7,347.1,305.4,317.6,695.6,919.4,31.1,942.5,673.5,164.1,527.4,942.0,616.6,117.2,560.7,758.7,179.4,916.2,797.0,346.9,72.8,935.8,932.6,690.1,687.8,861.0,194.7,92.3,373.8,863.4,585.4,714.4,445.7,465.4,779.1,777.2,220.2,539.5,495.1,863.1,527.3,544.5
LA,618.3,291.2,580.6,609.8,2765.9,426.5,821.6,412.0,99.6,606.2,647.5,824.0,405.5,642.5,485.8,660.4,236.0,694.3,308.2,172.7,499.2,369.6,544.9,243.5,263.5,702.8,585.4,747.7,828.6,457.7,599.8,670.5,879.4,632.2,823.0,368.2,148.0,416.7,283.6,847.6,588.7,835.8,592.6,701.8,681.1,832.3,599.8,649.2,395.8,828.3,616.5,223.8,557.5,294.2,352.0,474.9,174.3,677.5,397.9,616.5,735.7,644.5,0.0,736.8,642.0,784.4,608.1,474.2,217.7,271.9,435.9,529.6,353.3,616.1,673.4,354.3,824.2,616.5,710.4,671.6,629.7,169.9,728.9,685.3,384.3,851.6,591.2,822.1,245.7,548.3,640.8,666.4,200.4,668.6,449.4,703.4,453.0,619.1,537.5,402.4,629.4,559.9,323.9,851.4,637.1,579.5,576.8,281.8,331.5,622.4,644.7,662.6,605.9,492.3,479.5,297.8,379.9,361.0,329.2,304.1,724.3,209.7,471.9,535.1,363.7,440.1
LC,453.0,630.1,240.6,244.6,2812.3,849.6,213.5,642.4,610.8,383.0,1070.6,215.9,538.1,1065.6,513.8,1083.5,754.5,1002.4,788.3,665.9,507.2,692.1,937.3,622.1,743.2,337.6,245.4,10.9,220.5,880.8,240.1,1093.6,271.3,217.1,214.9,877.4,664.7,647.1,776.7,239.5,223.5,227.7,1015.7,1007.2,315.9,224.2,240.1,954.6,626.2,220.2,377.8,602.4,338.5,834.1,746.0,944.0,714.2,982.9,628.3,379.2,127.6,237.3,700.8,0.0,1065.1,177.0,242.9,482.2,596.3,788.6,607.1,967.5,828.4,197.3,1064.7,777.4,216.1,377.8,1015.8,252.8,265.9,566.5,81.7,266.5,555.5,243.5,372.2,214.0,762.4,986.2,222.0,1009.3,740.3,98.1,594.2,1008.8,683.4,279.1,627.5,825.5,226.2,983.0,863.8,243.3,218.3,1002.6,999.4,756.9,754.6,927.8,279.5,243.8,440.6,930.2,652.2,781.2,512.5,532.2,845.9,844.0,166.7,606.3,561.9,929.9,594.1,611.3
LD,882.5,655.3,1010.2,1039.4,3151.4,269.2,1251.2,736.6,539.2,870.4,80.3,1253.6,730.1,44.9,732.0,18.3,517.2,184.9,401.5,613.6,664.3,449.3,331.7,450.0,415.9,1090.7,1015.0,1177.3,1258.2,456.7,1029.4,28.4,1309.0,1061.8,1252.6,287.9,514.3,741.3,439.5,1277.2,1076.7,1265.4,151.6,226.7,1093.8,1261.9,1029.4,239.9,720.4,1257.9,973.6,529.2,821.7,544.3,522.4,328.2,555.3,235.2,722.5,880.7,1165.3,1074.1,630.5,1166.4,0.0,1214.7,1037.7,664.1,523.1,449.1,760.5,191.5,350.6,1045.7,123.0,370.7,1253.8,973.6,239.0,1101.2,1059.3,573.4,1158.5,1114.9,708.9,1281.2,855.4,1251.7,480.0,210.2,1070.4,157.0,550.8,1098.2,774.0,249.7,777.6,1048.7,862.1,471.9,1059.0,78.9,505.4,1281.0,1066.7,111.9,190.7,415.4,320.9,243.1,1077.0,1092.2,870.1,196.6,559.2,394.4,704.5,685.6,426.8,551.8,1154.3,594.5,796.5,350.6,688.3,764.7
LK,510.2,687.3,297.8,301.8,2869.5,906.8,251.7,699.6,668.0,440.2,1127.2,64.9,595.3,1122.8,571.0,1140.7,811.7,1059.6,845.5,722.5,564.4,748.7,993.9,679.3,800.4,394.8,302.6,216.8,258.7,938.0,297.3,1150.2,120.3,274.3,166.1,934.6,721.9,704.3,833.9,88.5,280.7,265.9,1072.9,1063.9,373.1,175.4,296.7,1011.8,683.4,265.3,435.0,659.6,395.7,891.3,803.2,1000.6,770.8,1040.1,685.5,435.8,165.8,294.5,757.4,205.9,1122.3,0.0,300.1,539.4,653.5,845.2,664.3,1024.7,885.6,254.5,1121.9,834.6,254.3,435.0,1072.4,310.0,323.1,623.7,213.3,323.7,612.1,72.5,429.4,262.5,819.6,1043.4,279.2,1066.5,797.5,169.9,650.8,1065.4,740.6,336.3,684.7,882.7,283.4,1040.2,920.4,134.5,275.5,1059.8,1056.6,813.5,811.8,985.0,336.7,301.0,497.8,987.4,709.4,830.1,569.7,589.4,903.1,900.6,225.6,663.5,619.1,987.1,651.3,668.5
LM,286.4,463.5,90.7,92.5,2645.7,683.0,349.7,475.8,444.2,216.4,904.0,352.1,371.5,899.0,347.2,916.9,587.9,835.8,621.7,499.3,340.6,525.5,770.7,455.5,576.6,185.5,95.5,275.8,356.7,714.2,109.9,927.0,407.5,134.7,351.1,710.8,498.1,480.5,610.1,375.7,71.4,363.9,849.1,840.6,163.8,360.4,109.9,788.0,459.6,356.4,211.2,435.8,171.9,667.5,579.4,777.4,547.6,816.3,461.7,212.6,263.8,154.6,534.2,264.9,898.5,313.2,0.0,315.6,429.7,622.0,440.5,800.9,661.8,184.6,898.1,610.8,352.3,211.2,849.2,194.7,139.8,399.9,257.0,213.4,388.9,379.7,205.6,350.2,595.8,819.6,163.9,842.7,573.7,196.7,427.6,842.2,516.8,129.2,460.9,658.9,112.1,816.4,697.2,379.5,205.6,836.0,832.8,590.3,588.0,761.2,127.4,218.0,274.0,763.6,485.6,614.6,345.9,365.6,679.3,677.4,252.8,439.7,395.3,763.3,427.5,444.7
LN,254.0,237.8,381.7,410.9,2906.8,462.8,622.7,250.1,384.7,241.9,683.8,625.1,145.8,678.8,103.5,696.7,528.4,540.4,488.4,439.8,80.6,230.1,475.3,322.2,392.5,503.9,386.5,548.8,629.7,494.0,400.9,706.8,680.5,433.3,624.1,500.1,438.6,254.8,476.8,648.7,389.8,636.9,628.9,545.2,482.2,633.4,400.9,492.6,233.9,629.4,345.1,250.4,193.2,608.0,353.7,480.2,488.1,520.9,236.0,252.2,536.8,445.6,474.7,537.9,678.3,586.2,409.2,0.0,259.1,498.6,214.8,580.7,424.0,417.2,602.7,390.6,625.3,345.1,553.8,472.7,430.8,288.9,530.0,486.4,163.2,652.7,226.9,623.2,536.3,599.4,441.9,547.3,514.2,469.7,201.9,546.8,291.1,420.2,235.2,438.7,430.5,596.2,592.3,652.5,438.2,615.8,612.6,457.0,367.8,465.8,445.8,463.7,241.6,543.4,187.1,481.3,120.2,139.9,500.2,617.9,525.8,252.1,169.6,467.9,201.8,219.0
LP,437.2,110.1,564.9,594.1,2685.5,290.5,805.9,230.9,131.8,425.1,511.5,808.3,224.4,506.5,304.7,524.4,275.5,523.3,229.2,186.9,318.1,168.6,408.9,63.0,184.1,687.1,569.7,732.0,812.9,321.7,584.1,534.5,863.7,616.5,807.3,327.8,185.7,235.6,217.6,831.9,573.0,820.1,456.6,528.1,665.4,816.6,584.1,475.5,214.7,812.6,528.3,6.0,376.4,355.1,188.9,307.9,235.2,503.8,216.8,435.4,720.0,628.8,221.8,721.1,506.0,769.4,592.4,293.1,0.0,239.4,254.8,408.4,269.3,600.4,537.4,218.3,808.5,528.3,536.7,655.9,614.0,104.1,713.2,669.6,203.2,835.9,410.1,806.4,254.2,427.1,625.1,530.2,261.3,652.9,268.3,529.7,271.9,603.4,356.4,266.4,613.7,423.9,333.1,835.7,621.4,443.5,440.3,197.8,195.5,448.7,629.0,646.9,424.8,371.1,278.5,222.1,198.8,179.9,295.1,365.0,709.0,67.3,290.8,399.1,182.6,259.0
LS,695.0,380.4,669.8,699.0,2855.1,221.9,910.8,501.2,196.6,682.9,442.9,913.2,494.7,437.9,544.5,455.8,116.5,489.7,36.2,212.3,476.8,261.8,340.3,202.8,196.4,903.2,674.6,836.9,917.8,274.9,689.0,465.9,968.6,721.4,912.2,175.5,113.6,505.9,109.7,936.8,677.9,925.0,388.0,496.7,770.3,921.5,689.0,444.6,485.0,917.5,705.7,253.7,634.2,152.4,334.9,239.3,184.4,472.9,487.1,693.2,824.9,733.7,277.0,826.0,437.4,873.6,697.3,476.6,247.6,0.0,525.1,339.8,89.3,705.3,468.8,171.5,913.4,705.7,505.8,760.8,718.9,259.1,818.1,774.5,473.5,940.8,667.9,911.3,87.8,358.5,730.0,461.8,158.9,757.8,538.6,498.8,542.2,708.3,626.7,273.2,718.6,355.3,113.2,940.6,726.3,374.9,371.7,57.1,133.4,417.8,733.9,751.8,682.6,302.5,371.7,42.4,469.1,450.2,57.2,159.6,813.5,298.9,561.1,330.5,452.9,529.3
LV,358.9,219.5,486.6,515.8,3011.7,531.4,727.6,231.8,366.4,346.8,752.4,730.0,74.0,747.4,226.4,765.3,510.1,637.3,470.1,421.5,239.8,327.0,572.2,303.9,425.0,608.8,491.4,653.7,734.6,562.6,505.8,775.4,785.4,538.2,729.0,568.7,420.3,236.5,458.5,753.6,494.7,741.8,697.5,642.1,587.1,738.3,505.8,589.5,215.6,734.3,450.0,232.1,298.1,589.7,335.4,548.8,469.8,617.8,217.7,357.1,641.7,550.5,456.4,642.8,746.9,691.1,514.1,214.8,240.8,480.3,0.0,649.3,510.2,522.1,699.6,459.2,730.2,450.0,650.7,577.6,535.7,270.6,634.9,591.3,90.4,757.6,331.8,728.1,518.0,668.0,546.8,644.2,495.9,574.6,21.6,643.7,272.8,525.1,278.1,507.3,535.4,664.8,574.0,757.4,543.1,684.4,681.2,438.7,436.4,562.7,550.7,568.6,346.5,612.0,358.4,463.0,99.6,65.4,536.0,599.6,630.7,233.8,212.5,564.8,183.5,63.6
ME,799.4,572.2,927.1,956.3,3064.3,225.4,1168.1,653.5,456.1,787.3,223.4,1170.5,647.0,218.4,648.9,236.3,434.1,297.5,318.4,491.3,581.2,366.2,343.8,366.9,332.8,1007.6,931.9,1094.2,1175.1,409.5,946.3,246.4,1225.9,978.7,1169.5,121.0,431.2,658.2,356.4,1194.1,993.6,1182.3,236.1,339.3,1010.7,1178.8,946.3,352.5,637.3,1174.8,890.5,446.1,738.6,461.2,439.3,205.6,388.4,347.8,639.4,797.6,1082.2,991.0,535.2,1083.3,217.9,1131.6,954.6,581.0,440.0,366.0,677.4,0.0,267.5,962.6,276.6,323.5,1170.7,890.5,351.6,1018.1,976.2,538.1,1075.4,1031.8,625.8,1198.1,772.3,1168.6,396.9,18.6,987.3,269.6,414.5,1015.1,690.9,362.3,694.5,965.6,779.0,377.6,975.9,135.8,422.3,1197.9,983.6,224.5,91.8,332.3,237.8,355.7,993.9,1009.1,787.0,29.7,476.1,311.3,621.4,602.5,343.7,468.7,1071.2,511.4,713.4,334.0,605.2,681.6
MF,618.9,391.7,746.6,775.8,2887.8,145.8,987.6,473.0,260.4,606.8,366.8,990.0,466.5,361.8,468.4,379.7,196.4,413.6,58.1,294.3,400.7,185.7,264.2,186.4,152.3,827.1,751.4,913.7,994.6,198.8,765.8,389.8,1045.4,798.2,989.0,181.4,195.6,477.7,158.2,1013.6,813.1,1001.8,311.9,421.1,830.2,998.3,765.8,368.5,456.8,994.3,710.0,265.6,558.1,193.6,258.8,163.2,225.6,396.8,458.9,617.1,901.7,810.5,351.7,902.8,361.3,951.1,774.1,400.5,259.5,99.2,496.9,263.7,0.0,782.1,392.7,95.4,990.2,710.0,429.7,837.6,795.7,309.8,894.9,851.3,445.3,1017.6,591.8,988.1,136.6,282.4,806.8,385.7,200.1,834.6,510.4,422.7,514.0,785.1,598.5,197.1,795.4,279.2,162.0,1017.4,803.1,298.8,295.6,72.0,57.3,341.7,813.4,828.6,606.5,226.4,295.6,51.0,440.9,422.0,76.1,203.5,890.7,330.9,532.9,254.4,424.7,501.1
MR,353.4,530.5,93.8,189.8,2712.7,750.0,277.1,542.8,511.2,283.4,971.0,279.5,438.5,966.0,414.2,983.9,654.9,902.8,688.7,566.3,407.6,592.5,837.7,522.5,643.6,282.8,89.0,203.2,284.1,781.2,74.6,994.0,334.9,117.5,278.5,777.8,565.1,547.5,677.1,303.1,168.7,291.3,916.1,907.6,261.1,287.8,74.6,855.0,526.6,283.8,278.2,502.8,238.9,734.5,646.4,844.4,614.6,883.3,528.7,279.6,191.2,71.8,601.2,192.3,965.5,240.6,188.1,382.6,496.7,689.0,507.5,867.9,728.8,0.0,965.1,677.8,279.7,278.2,916.2,87.3,100.4,466.9,184.4,69.1,455.9,307.1,272.6,277.6,662.8,886.6,56.5,909.7,640.7,124.1,494.6,909.2,583.8,147.2,527.9,725.9,126.6,883.4,764.2,306.9,20.9,903.0,899.8,657.3,655.0,828.2,224.7,46.4,341.0,830.6,552.6,681.6,412.9,432.6,746.3,744.4,180.2,506.7,462.3,830.3,494.5,511.7
MW,819.9,627.5,947.6,976.8,3178.4,231.9,1188.6,674.0,566.2,807.8,149.0,1191.0,667.5,144.0,669.4,106.9,544.2,136.0,428.5,670.1,601.7,411.1,282.8,477.0,442.9,1028.1,952.4,1114.7,1195.6,419.4,966.8,96.8,1246.4,999.2,1190.0,335.0,541.3,678.7,466.5,1214.6,1014.1,1202.8,102.7,177.8,1031.2,1199.3,966.8,191.0,657.8,1195.3,911.0,556.2,759.1,571.3,517.9,355.2,567.2,186.3,659.9,818.1,1102.7,1011.5,657.5,1103.8,134.8,1152.1,975.1,601.5,550.1,476.1,697.9,249.7,377.6,983.1,0.0,333.4,1191.2,911.0,190.1,1038.6,996.7,626.8,1095.9,1052.3,646.3,1218.6,792.8,1189.1,507.0,268.4,1007.8,108.1,593.3,1035.6,711.4,200.8,715.0,986.1,799.5,423.0,996.4,137.1,532.4,1218.4,1004.1,88.0,248.9,442.4,369.5,194.2,1014.4,1029.6,807.5,254.8,496.6,421.4,641.9,623.0,453.8,578.8,1091.7,590.0,733.9,301.7,625.7,702.1
MX,602.3,375.1,730.0,759.2,2871.2,113.9,971.0,456.4,259.0,590.2,352.0,973.4,449.9,347.0,451.8,364.9,237.0,365.1,143.1,333.4,384.1,169.1,212.8,169.8,135.7,810.5,734.8,897.1,978.0,103.3,749.2,375.0,1028.8,781.6,972.4,168.3,234.1,461.1,159.3,997.0,796.5,985.2,263.4,369.7,813.6,981.7,749.2,317.1,440.2,977.7,693.4,249.0,541.5,285.9,242.2,148.4,308.1,345.4,442.3,600.5,885.1,793.9,350.3,886.2,346.5,934.5,757.5,383.9,242.9,190.7,480.3,248.9,92.2,765.5,344.2,0.0,973.6,693.4,378.3,821.0,779.1,293.2,878.3,834.7,428.7,1001.0,575.2,971.5,213.3,267.6,790.2,337.2,282.6,818.0,493.8,371.3,497.4,768.5,581.9,182.9,778.8,264.4,247.0,1000.8,786.5,250.3,280.8,157.0,36.0,290.3,796.8,812.0,589.9,211.6,279.0,136.0,424.3,405.4,168.4,293.4,874.1,314.3,516.3,203.0,408.1,484.5
MZ,552.2,729.3,339.8,343.8,2911.5,948.8,38.5,741.6,710.0,482.2,1169.8,225.7,637.3,1164.8,613.0,1182.7,853.7,1101.6,887.5,765.1,606.4,791.3,1036.5,721.3,842.4,436.8,344.6,258.8,45.5,980.0,339.3,1192.8,277.5,316.3,203.7,976.6,763.9,746.3,875.9,249.3,322.7,11.6,1114.9,1106.4,415.1,213.0,339.3,1053.8,725.4,59.4,477.0,701.6,437.7,933.3,845.2,1043.2,813.4,1082.1,727.5,478.4,88.1,336.5,800.0,247.9,1164.3,226.8,342.1,581.4,695.5,887.8,706.3,1066.7,927.6,296.5,1163.9,876.6,0.0,477.0,1115.0,352.0,365.1,665.7,255.3,365.7,654.7,253.3,471.4,138.7,861.6,1085.4,321.2,1108.5,839.5,211.9,693.4,1108.0,782.6,378.3,726.7,924.7,325.4,1082.2,963.0,232.1,317.5,1101.8,1098.6,856.1,853.8,1027.0,378.7,343.0,539.8,1029.4,751.4,880.4,611.7,631.4,945.1,943.2,268.0,705.5,661.1,1029.1,693.3,710.5
