from_stop,AD,AE,AH,AJ,AL,AO,AQ,AR,AX,AY,BH,BJ,BL,BO,BR,CB,CH,CJ,CK,CL,CP,CQ,CS,CY,DA,DH,DJ,DM,DN,DO,DT,DW,DX,EB,EC,EG,EH,EQ,EU,EX,EZ,FG,FM,FN,FO,FT,FU,GE,GG,GH,GI,GJ,GT,GV,HD,HG,HJ,HK,HQ,HR,HT,HY,IB,IC,ID,IN,IU,IV,IW,IX,JA,JK,JS,KJ,KL,KN,KS,KV,LF,LG,LJ,LM,LV,ME,MF,MH,MN,MY,NB,NC,NG,NH,NK,NL,NM,NO,NT,NW,NZ,OB,OE,OG,OI,OJ,OL,OP,OS,OT,OV,OY,PA,PE,PG,PH,PI,PO,PR,PS,PT,QG,QJ,QO,QP,QX,RB,RC,RJ,RM,RN,RP,RS,RT,RW,SA,SN,SS,ST,SU,SX,SY,SZ,TS,TT,TU,TW,TX,UB,UF,UJ,UQ,UT,UU,UX,VA,VK,VQ,VV,VZ,WI,WM,WN,WQ,WY,XH,XI,XN,XO,XQ,XZ,YG,YJ,YL,YN,YT,ZB,ZF,ZG,ZJ,ZQ,ZU
SS,297.8,735.8,213.2,772.4,800.1,380.2,963.9,776.8,133.9,460.6,1460.8,1507.8,90.2,1421.0,414.9,1594.3,137.1,343.2,940.6,464.0,604.6,136.2,2256.3,1364.2,167.1,371.7,887.9,538.1,1577.1,222.7,891.7,455.4,261.6,1374.7,358.9,721.4,142.8,1358.0,718.4,1388.9,727.7,146.8,247.1,753.1,310.6,368.2,310.5,68.3,799.4,1492.8,533.7,399.4,286.8,561.9,159.0,456.3,465.8,472.8,792.8,350.7,402.9,305.1,283.1,454.4,268.7,689.8,152.7,1589.3,524.5,959.7,819.8,113.1,462.1,333.4,1428.4,862.2,1515.9,276.0,1414.8,1441.4,907.7,919.1,373.2,1590.3,432.9,300.1,1118.1,972.9,881.1,366.1,215.8,741.3,578.9,480.6,366.2,1292.2,334.2,368.8,868.5,352.3,220.4,620.5,449.6,92.4,213.5,191.6,387.8,848.8,332.2,572.5,533.3,949.2,1412.5,669.3,1346.8,789.2,916.6,208.6,293.0,275.2,937.8,333.0,368.4,1403.8,524.5,254.4,1537.6,1607.0,1407.7,667.0,763.6,837.4,403.8,542.3,438.4,0.0,375.9,1399.4,289.1,352.8,1446.3,1425.6,402.0,841.4,249.4,1508.3,405.0,585.9,435.8,370.9,725.1,540.5,284.5,704.5,361.5,451.9,921.3,475.9,1438.2,825.4,505.3,1401.3,1430.6,871.6,397.3,1335.3,297.4,694.3,566.6,1413.1,129.4,226.0,272.0,1429.6,1022.8,633.0,934.8,1386.4,573.3,1420.4
ST,68.0,849.2,458.9,885.8,913.5,225.4,888.8,890.2,301.1,173.9,1522.1,1566.1,356.6,1482.3,109.9,1652.6,325.5,385.8,919.9,263.8,378.6,276.9,2228.4,1425.5,247.8,438.2,940.0,327.0,1635.4,290.8,1005.1,536.7,329.7,1436.0,288.7,834.8,310.0,1419.3,831.8,1450.2,841.1,392.5,352.6,866.5,95.9,464.4,272.3,370.0,912.8,1551.1,621.3,244.6,147.6,640.1,253.1,253.9,556.8,502.1,906.2,139.6,499.1,248.9,374.1,519.5,164.3,780.8,357.3,1647.6,553.8,945.7,933.2,366.5,543.4,376.0,1542.4,975.6,1574.2,132.2,1528.8,1502.7,1023.6,1032.5,162.1,1648.6,164.2,87.8,1231.5,897.8,994.5,281.5,390.4,893.0,367.8,269.5,281.4,1353.5,141.1,278.7,981.9,237.6,296.4,733.9,162.9,311.6,257.2,437.3,159.5,962.2,374.8,663.5,611.5,958.1,1473.8,782.7,1408.1,902.6,957.0,314.1,352.3,380.5,1051.2,375.6,279.2,1465.1,553.8,216.2,1595.9,1665.3,1469.0,725.3,910.8,950.8,192.7,633.3,526.0,346.1,0.0,1460.7,151.8,159.7,1507.6,1486.9,201.8,915.1,468.4,1566.6,193.9,372.2,532.0,460.4,838.5,329.4,389.8,795.5,404.1,259.8,950.0,280.0,1583.9,938.8,534.6,1462.6,1576.3,984.7,206.9,1396.6,317.9,807.7,355.5,1474.4,375.1,331.5,446.6,1534.3,1081.1,746.4,963.5,1447.7,651.5,1534.4
SU,1471.8,866.0,1503.7,884.5,765.1,1608.7,713.2,829.6,1411.8,1329.1,136.2,153.9,1492.7,53.7,1378.7,212.5,1436.2,1509.3,744.3,1382.2,1388.7,1458.3,1544.3,122.2,1432.0,1133.0,814.5,1425.6,195.3,1454.2,794.9,1168.2,1493.1,111.2,1475.1,765.4,1374.7,131.6,765.5,21.6,717.2,1462.1,1193.3,676.7,1495.3,1138.7,1632.5,1502.0,863.8,118.2,1009.0,1470.9,1471.6,1019.3,1515.0,1440.3,966.4,1149.4,796.1,1423.2,1155.9,1609.1,1139.1,1173.4,1488.3,951.8,1433.3,207.5,1026.7,886.2,714.0,1464.5,1174.9,1499.5,56.6,848.0,225.7,1516.5,35.9,116.8,749.1,813.3,1445.7,236.4,1367.1,1462.0,497.8,722.2,735.7,1465.6,1465.2,850.3,1418.8,1474.1,1467.8,193.4,1424.7,1465.1,821.7,1574.9,1506.7,844.5,1339.1,1447.7,1420.6,1482.1,1328.3,786.8,1498.3,925.4,1045.6,875.8,70.9,870.8,142.8,842.0,781.4,1231.9,1459.1,1441.3,832.0,1499.1,1465.6,62.2,1026.7,1576.4,155.8,195.1,40.4,958.1,893.8,795.4,1450.6,927.5,1157.5,1482.2,1549.9,0.0,1411.5,1409.4,121.7,84.0,1414.3,836.6,1317.6,218.1,1477.5,1456.7,1206.3,1111.9,855.3,1482.5,1450.6,966.5,1527.6,1472.3,847.9,1418.4,70.9,889.8,1104.4,76.7,63.3,710.2,1317.5,157.8,1319.5,710.2,1416.6,123.5,1444.7,1261.9,1390.8,30.1,553.0,882.1,861.4,96.8,1020.0,78.6
SX,70.9,711.8,348.0,748.4,776.1,290.6,824.2,752.8,215.2,274.0,1434.1,1428.7,270.7,1394.3,259.0,1515.2,239.6,352.4,855.3,345.9,458.9,191.0,2163.8,1337.5,161.9,300.8,875.4,421.5,1498.0,186.9,867.7,386.9,225.8,1348.0,368.1,697.4,204.3,1331.3,694.4,1362.2,703.7,306.6,202.8,729.1,83.7,314.6,220.9,284.1,775.4,1413.7,471.5,309.8,60.0,490.3,201.7,383.4,419.4,364.7,768.8,234.1,349.3,197.5,236.7,382.1,76.7,643.4,271.4,1510.2,416.4,881.1,795.8,290.4,393.6,342.6,1477.8,838.2,1436.8,104.9,1464.2,1414.7,883.7,895.1,256.6,1511.2,236.7,73.2,1094.1,833.2,857.1,375.3,286.5,717.3,462.3,364.0,375.4,1265.5,244.6,378.0,844.5,262.7,245.0,596.5,263.0,225.7,153.3,351.4,142.6,824.8,341.4,526.1,461.7,893.5,1385.8,645.3,1320.1,765.2,892.4,164.3,346.9,329.1,913.8,342.2,377.6,1377.1,416.4,164.8,1458.5,1527.9,1381.0,587.9,739.6,813.4,287.2,495.9,376.2,260.2,149.0,1372.7,0.0,263.2,1419.6,1398.9,283.9,769.8,336.5,1429.2,288.4,466.7,382.2,310.6,701.1,423.9,338.4,658.1,370.7,341.9,885.4,362.1,1411.5,801.4,397.2,1374.6,1403.9,920.1,152.1,1308.6,168.1,670.3,450.0,1386.4,289.2,181.7,342.7,1469.7,943.7,609.0,898.9,1359.7,501.7,1469.8
SY,208.7,914.1,407.3,990.4,1025.6,180.1,874.8,977.0,384.2,107.7,1508.1,1576.0,353.5,1468.3,62.0,1662.5,359.8,237.0,905.9,111.1,251.7,323.3,2214.4,1411.5,354.2,525.0,926.0,259.6,1645.3,348.2,1051.9,618.8,387.1,1422.0,221.3,921.6,436.2,1405.3,918.6,1436.2,927.9,340.9,434.7,953.3,236.6,546.5,168.8,330.7,1017.2,1561.0,703.4,199.3,209.3,722.2,193.8,186.5,643.6,588.9,1061.0,72.2,581.2,207.6,460.9,606.3,191.2,867.6,332.1,1657.5,640.6,931.7,971.0,307.2,625.5,246.8,1528.4,992.2,1491.7,198.5,1514.8,1488.7,1009.6,1070.3,94.7,1658.5,80.0,228.5,1202.5,883.8,1081.3,214.1,321.3,867.0,300.4,202.1,214.0,1339.5,18.6,211.3,1000.3,152.2,237.1,820.7,96.7,359.3,339.0,385.7,170.8,1054.5,248.0,750.3,693.6,944.1,1459.8,869.5,1394.1,989.4,943.0,396.2,288.3,321.2,1089.0,247.2,211.8,1451.1,640.6,99.2,1605.8,1567.0,1455.0,812.1,884.8,1031.4,85.4,720.1,608.1,361.7,180.6,1446.7,254.7,0.0,1493.6,1472.9,49.1,1001.7,443.5,1484.1,126.5,304.8,614.1,542.5,924.5,262.0,330.5,882.3,320.2,99.0,936.0,123.0,1569.9,990.2,621.4,1448.6,1562.3,970.7,160.0,1382.6,400.0,894.5,288.1,1460.4,323.5,413.6,377.5,1520.3,1097.4,833.2,949.5,1433.7,733.6,1520.4
SZ,1489.7,883.9,1521.6,903.0,783.0,1626.6,731.1,847.5,1429.7,1347.0,14.4,130.7,1510.6,134.3,1396.6,98.9,1454.1,1527.2,762.2,1400.1,1406.6,1476.2,1562.2,214.9,1447.1,1150.9,832.4,1443.5,127.6,1472.1,812.8,1186.1,1511.0,189.2,1493.0,783.3,1392.6,208.7,783.4,102.2,735.1,1480.0,1211.2,694.6,1513.2,1156.6,1650.4,1519.9,881.7,95.0,1026.9,1489.3,1489.5,1037.2,1532.9,1458.2,984.6,1167.3,814.0,1441.1,1173.8,1627.0,1157.0,1191.3,1506.2,969.7,1451.2,139.8,1044.6,904.2,731.9,1482.4,1192.8,1517.4,169.4,865.9,243.6,1534.4,148.7,33.8,767.0,831.2,1463.6,129.3,1385.0,1479.9,516.9,740.1,753.6,1485.8,1483.1,868.2,1436.7,1492.0,1485.7,211.3,1442.6,1483.0,839.6,1592.8,1524.6,862.4,1357.0,1465.6,1438.5,1500.0,1346.2,804.7,1516.2,943.3,1071.8,893.7,143.8,888.7,197.5,859.9,799.3,1249.8,1477.0,1459.2,849.9,1517.0,1483.5,135.1,1044.6,1594.3,88.1,73.3,121.0,976.0,911.7,813.3,1468.5,945.4,1175.4,1500.1,1567.8,112.7,1429.4,1427.3,0.0,156.9,1432.2,854.5,1335.5,236.0,1495.4,1474.6,1224.2,1129.8,873.2,1500.4,1468.5,984.4,1545.5,1490.2,865.8,1436.3,151.5,907.7,1122.3,53.5,143.9,728.1,1335.4,186.0,1337.4,728.1,1434.5,201.5,1462.6,1279.8,1408.7,142.9,570.9,900.0,879.3,174.8,1037.9,191.4
TS,1492.6,886.8,1524.5,905.9,785.9,1629.5,734.0,850.4,1432.6,1349.9,175.0,188.8,1513.5,57.3,1399.5,251.3,1457.0,1530.1,768.4,1403.0,1409.5,1479.1,1565.1,150.7,1452.8,1153.8,835.3,1446.4,234.1,1475.0,815.7,1189.0,1513.9,139.7,1495.9,786.2,1395.5,160.1,786.3,72.3,738.0,1482.9,1214.1,697.5,1516.1,1159.5,1653.3,1522.8,884.6,157.0,1029.8,1491.7,1492.4,1040.1,1535.8,1461.1,987.5,1170.2,816.9,1444.0,1176.7,1629.9,1159.9,1194.2,1509.1,972.6,1454.1,246.3,1047.5,907.1,734.8,1485.3,1195.7,1520.3,91.6,868.8,246.5,1537.3,81.5,155.6,769.9,834.1,1466.5,271.2,1387.9,1482.8,522.8,743.0,756.5,1488.7,1486.0,871.1,1439.6,1494.9,1488.6,214.2,1445.5,1485.9,842.5,1595.7,1528.8,865.3,1359.9,1468.5,1441.4,1502.9,1349.1,811.9,1519.1,946.2,1074.7,896.6,13.0,891.6,171.3,862.8,802.2,1252.7,1475.6,1462.3,852.8,1519.9,1486.4,21.7,1047.5,1597.2,194.6,233.9,53.5,978.9,914.6,816.2,1471.4,948.3,1178.3,1503.0,1570.7,98.9,1432.3,1430.2,160.5,0.0,1435.1,857.4,1338.4,238.9,1498.3,1477.5,1227.1,1132.7,876.1,1503.3,1471.4,987.3,1548.4,1493.1,868.7,1439.2,40.1,910.6,1125.2,115.5,47.7,731.0,1338.3,186.3,1340.3,731.0,1437.4,152.0,1465.5,1282.7,1411.6,87.0,573.8,902.9,882.2,125.3,1040.8,42.4
TT,224.8,948.2,447.7,1024.5,1053.0,220.5,902.2,1095.5,424.6,123.8,1535.5,1603.4,393.9,1495.7,78.1,1689.9,400.2,251.5,933.3,61.9,245.5,363.7,2241.8,1438.9,404.6,541.1,953.4,193.9,1672.7,388.6,1079.3,634.9,427.5,1449.4,235.8,937.7,452.3,1432.7,934.7,1463.6,944.0,381.3,450.8,969.4,252.7,562.6,209.2,371.1,1051.3,1588.4,719.5,239.7,249.7,738.3,234.2,201.0,659.7,605.0,1088.4,90.6,597.3,248.0,477.0,622.4,231.6,883.7,372.5,1684.9,656.7,959.1,998.4,347.6,641.6,261.3,1555.8,1019.6,1519.1,238.9,1542.2,1516.1,1037.0,1097.7,70.0,1685.9,96.1,244.6,1229.9,911.2,1097.4,228.6,361.7,901.1,234.7,224.5,228.5,1366.9,58.9,225.8,1027.7,192.6,277.5,836.8,112.8,399.7,379.4,426.1,186.9,1081.9,262.5,766.4,709.7,971.5,1487.2,885.6,1421.5,1107.9,970.4,412.3,302.8,361.6,1116.4,261.7,226.3,1478.5,656.7,139.6,1633.2,1594.4,1482.4,828.2,918.9,1058.8,36.2,736.2,624.2,402.1,196.7,1474.1,270.8,40.3,1521.0,1500.3,0.0,1017.8,483.9,1511.5,71.8,221.1,630.2,558.6,958.6,207.9,311.0,898.4,334.7,57.9,963.4,78.1,1597.3,1024.3,637.5,1476.0,1589.7,998.1,176.1,1410.0,416.1,910.6,222.4,1487.8,363.9,429.7,417.9,1547.7,1124.8,849.3,976.9,1461.1,749.7,1547.8
TU,829.4,615.6,860.1,652.2,739.1,1059.8,848.8,715.8,769.4,1000.3,879.3,843.5,850.3,839.5,932.5,930.0,793.8,1038.8,820.4,1072.2,1185.2,815.9,1663.1,782.7,786.8,520.6,767.7,1131.6,912.8,811.8,830.7,525.8,850.7,793.2,1054.5,395.3,732.3,776.5,471.6,807.4,466.8,819.7,550.9,440.1,852.9,496.3,990.1,859.6,677.1,828.5,411.1,1079.0,829.2,359.2,872.6,1058.5,337.0,536.6,731.8,944.2,513.5,966.7,509.4,468.1,845.9,242.6,790.9,925.0,413.9,839.5,758.8,822.1,470.2,1029.0,846.9,742.0,901.3,874.1,833.3,859.9,846.7,858.1,966.7,926.0,963.0,819.6,776.6,862.7,355.0,1061.7,911.4,690.4,1172.4,1074.1,1061.8,710.7,945.7,1064.4,748.3,1031.9,934.0,341.6,989.3,805.3,778.2,863.8,852.7,758.9,1027.8,312.6,346.0,829.0,831.0,508.2,765.3,716.5,796.4,589.5,988.6,970.8,876.8,1028.6,1064.0,822.3,413.9,934.0,873.3,938.2,826.2,197.7,643.4,776.4,997.3,314.7,515.1,839.8,907.5,817.9,769.1,964.3,864.8,844.1,1010.2,0.0,675.2,893.7,998.5,1157.5,501.1,469.5,604.9,1134.0,980.1,227.9,1057.1,1068.2,801.1,1088.4,856.7,703.1,491.6,819.8,849.1,810.6,862.2,753.8,621.4,340.1,1160.1,831.6,802.3,619.5,967.6,848.1,531.8,324.8,814.6,804.9,294.5,838.9
TW,452.9,674.6,220.0,711.2,738.9,483.1,902.7,715.6,202.9,563.5,1399.6,1353.5,242.3,1359.8,517.8,1440.0,178.5,443.8,879.4,566.9,707.5,239.1,2102.0,1303.0,270.0,226.4,826.7,641.0,1422.8,325.6,830.5,304.2,364.5,1313.5,459.5,660.2,211.7,1296.8,657.2,1327.7,666.5,179.6,211.1,691.9,461.7,240.9,413.4,219.5,738.2,1338.5,398.7,502.3,389.7,407.6,261.9,556.9,396.2,327.5,731.6,453.6,267.9,408.0,322.9,309.4,371.6,570.4,150.8,1435.0,379.2,898.5,758.6,182.0,310.9,434.0,1367.2,801.0,1361.6,378.9,1353.6,1380.2,846.5,857.9,476.1,1436.0,535.8,455.2,1056.9,911.7,819.9,466.7,318.7,680.1,681.8,583.5,466.8,1231.0,437.1,469.4,807.3,455.2,323.3,559.3,552.5,222.9,316.4,223.7,472.4,787.6,432.8,508.9,379.0,888.0,1351.3,608.1,1285.6,728.0,855.4,248.4,393.6,375.8,876.6,433.6,469.0,1342.6,379.2,357.3,1383.3,1452.7,1346.5,512.7,702.4,776.2,506.7,478.7,303.4,250.5,501.5,1338.2,372.6,455.7,1385.1,1364.4,504.9,687.1,0.0,1354.0,507.9,640.8,308.5,227.9,663.9,643.4,385.1,585.1,462.1,554.8,860.1,578.8,1377.0,764.2,360.0,1340.1,1369.4,810.4,481.9,1274.1,280.6,633.1,669.5,1351.9,162.2,265.8,374.9,1368.4,868.5,571.8,873.6,1325.2,419.0,1359.2
TX,1378.9,879.0,1410.8,915.6,733.2,1515.8,716.2,775.7,1318.9,1332.1,272.0,162.7,1399.8,232.2,1381.7,249.2,1343.3,1416.4,747.3,1385.2,1391.7,1365.4,1451.4,205.0,1336.3,1133.7,779.1,1428.6,232.0,1361.3,759.5,1075.3,1400.2,194.0,1432.1,839.9,1281.8,214.4,776.7,200.1,730.2,1369.2,1100.4,751.2,1402.4,1045.8,1539.6,1409.1,845.8,147.7,1026.1,1474.4,1378.7,926.4,1422.1,1443.3,1041.2,1153.3,768.6,1426.2,1063.0,1516.2,1107.9,1080.5,1395.4,858.9,1340.4,244.2,1048.6,773.1,678.6,1371.6,1082.0,1406.6,221.6,906.2,7.5,1423.6,208.0,235.4,717.2,777.9,1448.7,245.2,1370.1,1369.1,503.3,725.2,642.8,1470.9,1372.3,853.3,1421.8,1381.2,1470.8,234.1,1427.7,1468.1,879.9,1482.0,1413.8,840.0,1342.1,1354.8,1327.7,1389.2,1331.3,762.1,1405.4,980.1,961.0,840.4,223.7,882.0,220.3,788.1,784.4,1139.0,1366.2,1348.4,796.6,1406.2,1468.6,215.0,1048.6,1483.5,192.5,261.9,218.9,865.2,906.8,739.0,1453.6,982.2,1064.6,1389.3,1457.0,210.6,1318.6,1412.4,257.5,236.8,1417.3,743.7,1224.7,0.0,1480.5,1363.8,1113.4,1019.0,868.3,1389.6,1357.7,873.6,1434.7,1475.3,812.5,1421.4,249.4,871.8,1126.3,196.2,241.8,678.3,1320.5,208.8,1226.6,784.7,1419.6,206.3,1351.8,1169.0,1297.9,213.5,627.5,913.2,826.0,179.6,927.1,213.6
UB,231.6,1016.6,448.9,985.1,1094.1,147.0,943.3,989.5,425.8,192.2,1576.6,1644.5,395.1,1536.8,146.5,1731.0,401.4,212.8,974.4,133.8,287.0,364.9,2282.9,1480.0,395.8,537.5,994.5,235.4,1713.8,389.8,1120.4,647.1,428.7,1490.5,197.1,934.1,464.5,1473.8,931.1,1504.7,940.4,382.5,463.0,965.8,259.5,574.8,210.4,372.3,1096.7,1629.5,739.8,166.2,250.9,750.5,235.4,162.3,656.1,601.4,1129.5,44.0,609.5,249.2,473.4,618.8,232.8,880.1,373.7,1726.0,653.1,1000.2,1039.5,348.8,653.8,222.6,1596.9,1060.7,1560.2,249.2,1583.3,1557.2,1078.1,1138.8,23.4,1727.0,164.5,251.4,1271.0,952.3,1093.8,189.9,362.9,969.5,276.2,177.9,189.8,1408.0,127.3,187.1,1068.8,174.7,278.7,833.2,181.2,400.9,380.6,427.3,255.3,1123.0,223.8,762.8,721.9,1012.6,1528.3,882.0,1462.6,1001.9,1011.5,424.5,264.1,281.3,1157.5,223.0,187.6,1519.6,653.1,140.8,1674.3,1635.5,1523.5,824.6,987.3,1099.9,44.0,732.6,636.4,403.3,191.4,1515.2,283.0,108.7,1562.1,1541.4,68.3,1014.4,485.1,1552.6,0.0,280.6,651.8,570.8,1027.0,237.8,272.3,894.8,296.0,129.8,1004.5,150.0,1638.4,1069.7,633.9,1517.1,1630.8,1039.2,244.5,1451.1,436.0,907.0,263.9,1528.9,365.1,441.9,375.3,1588.8,1165.9,845.7,1018.0,1502.2,761.9,1588.9
UF,413.6,1109.6,492.8,1136.9,1089.7,312.3,938.9,1132.2,583.9,302.8,1476.2,1440.4,576.6,1436.4,316.7,1526.9,559.5,313.1,970.0,204.5,118.6,546.4,2171.6,1379.6,577.3,719.5,990.1,96.8,1509.7,553.3,1116.0,866.9,592.2,1390.1,297.4,1116.1,644.2,1373.4,1113.1,1404.3,1122.4,495.2,682.8,1147.8,441.5,794.6,392.4,553.8,1092.3,1425.4,951.5,293.7,432.9,970.3,417.4,262.6,838.1,783.4,1125.1,240.1,829.3,431.2,655.4,800.8,414.8,1062.1,531.8,1521.9,835.1,995.8,1035.1,530.3,873.6,322.9,1485.6,1056.3,1448.9,431.2,1472.0,1456.8,1073.7,1134.4,292.1,1522.9,334.7,433.4,1285.1,947.9,1194.7,290.2,441.7,1062.5,137.6,131.3,290.1,1307.6,318.2,287.4,1064.4,317.1,460.7,1015.2,312.8,582.4,544.1,471.2,425.5,1118.6,324.1,944.8,941.7,1008.2,1427.9,1064.0,1362.2,1144.6,1007.1,644.3,364.4,381.6,1153.1,323.3,287.9,1419.2,835.1,322.8,1470.2,1535.1,1423.1,1006.6,1080.3,1095.5,258.3,914.6,856.2,584.8,373.4,1414.8,502.8,299.6,1461.7,1441.0,238.5,1196.4,615.0,1441.3,272.6,0.0,862.2,790.6,1120.0,65.8,372.6,1076.8,396.3,261.6,1000.1,240.7,1453.6,1065.3,815.9,1416.7,1446.0,1034.8,414.7,1350.7,618.0,1089.0,125.3,1428.5,514.6,661.7,367.3,1477.5,1161.5,1027.7,1013.6,1401.8,981.7,1477.6
UJ,474.4,600.3,505.1,636.9,664.6,704.8,828.4,641.3,411.1,645.3,1168.0,1162.6,492.0,1128.2,619.6,1249.1,435.5,683.8,805.1,717.2,830.2,460.9,1993.4,1071.4,431.8,152.1,752.4,792.8,1231.9,456.8,756.2,108.5,495.7,1081.9,699.5,585.9,374.0,1065.2,582.9,1096.1,592.2,464.7,195.9,518.0,497.9,105.8,635.1,505.4,663.9,1147.6,179.6,724.0,474.2,300.8,517.6,719.7,153.3,253.2,657.3,605.4,62.7,611.7,177.3,18.5,490.9,377.3,435.9,1244.1,188.8,824.2,684.3,467.1,137.1,674.0,1135.6,726.7,1170.7,519.1,1122.0,1148.6,772.2,783.6,627.9,1245.1,608.0,464.6,881.5,837.4,592.4,706.7,556.4,605.8,833.6,735.3,706.8,999.4,606.9,709.4,733.0,676.9,579.0,391.2,634.3,447.0,423.2,508.8,513.9,713.3,672.8,260.0,236.5,813.7,1119.7,533.8,1054.0,653.7,781.1,234.5,633.6,615.8,802.3,673.6,709.0,1111.0,188.8,579.0,1192.4,1261.8,1114.9,321.8,628.1,701.9,658.5,229.8,84.3,481.5,552.5,1106.6,414.1,625.5,1153.5,1132.8,655.2,511.6,320.2,1163.1,659.7,838.0,0.0,96.5,589.6,795.2,625.1,392.0,702.1,713.2,785.8,733.4,1145.4,689.9,285.7,1108.5,1137.8,736.1,523.4,1042.5,322.1,458.4,821.3,1120.3,447.3,264.5,612.6,1136.8,677.6,379.2,799.3,1093.6,286.2,1127.6
UQ,406.9,610.6,416.2,646.6,674.9,637.3,838.7,651.6,314.5,577.8,1158.0,1152.6,395.4,1118.2,552.1,1239.1,338.9,611.1,812.1,649.7,762.7,383.3,1901.1,1061.4,357.0,162.4,762.7,725.3,1221.9,389.3,766.5,85.3,428.2,1071.9,626.8,596.2,277.4,1055.2,593.2,1086.1,602.5,375.8,128.4,542.5,430.4,73.8,567.6,408.8,674.2,1137.6,169.9,683.9,406.7,206.7,458.1,652.2,177.8,263.5,667.6,537.9,73.0,544.2,201.8,90.5,423.4,369.5,347.0,1234.1,213.3,834.5,694.6,378.2,92.0,601.3,1125.6,737.0,1160.7,451.6,1112.0,1138.6,782.5,793.9,560.4,1235.1,540.5,397.1,874.5,847.7,582.4,634.0,488.9,616.1,766.1,667.8,634.1,989.4,539.4,636.7,743.3,609.4,518.2,415.7,566.8,350.4,355.7,419.9,446.4,723.6,600.1,322.9,184.3,824.0,1109.7,544.1,1044.0,664.0,791.4,167.0,560.9,543.3,812.6,600.9,636.3,1101.0,213.3,511.5,1182.4,1251.8,1104.9,311.8,638.4,712.2,591.0,292.7,74.6,384.9,485.0,1096.6,346.6,558.0,1143.5,1122.8,587.7,486.2,231.3,1153.1,592.2,770.5,123.5,0.0,599.9,727.7,552.4,384.2,629.4,645.7,796.1,665.9,1135.4,700.2,296.0,1098.5,1127.8,746.4,455.9,1032.5,254.6,448.4,753.8,1110.3,358.4,197.0,545.1,1126.8,667.6,403.7,809.6,1083.6,218.1,1117.6
UT,731.7,10.6,766.2,77.8,200.6,951.4,286.5,159.0,659.6,880.5,922.5,917.1,740.5,882.7,835.4,1003.6,684.0,916.6,243.3,968.0,1086.1,693.7,1719.8,825.9,667.4,405.5,193.9,1034.5,986.4,689.6,284.1,566.3,728.5,836.4,932.3,356.0,622.5,819.7,266.2,850.6,180.1,725.8,521.8,278.2,744.5,496.0,881.7,753.9,103.3,902.1,633.8,970.6,720.8,694.7,750.4,961.4,542.1,416.0,198.3,847.1,503.0,858.3,412.3,504.8,737.5,581.9,697.0,998.6,431.2,265.7,250.7,728.2,609.3,906.8,890.1,168.2,925.2,765.7,876.5,903.1,319.3,276.4,869.6,999.6,858.8,715.4,571.3,295.5,356.1,939.5,789.2,104.1,1075.3,977.0,939.6,753.9,848.6,942.2,174.5,923.5,810.5,329.5,888.4,695.5,656.0,769.9,755.6,185.1,905.6,580.4,651.0,255.2,874.2,281.6,808.5,142.7,222.6,560.4,866.4,848.6,295.1,906.4,941.8,865.5,431.2,825.6,946.9,1016.3,869.4,601.0,38.4,211.8,900.2,530.7,538.5,730.0,809.8,861.1,660.7,867.2,908.0,887.3,906.0,656.0,628.1,917.6,901.4,1079.7,553.9,558.6,0.0,1036.9,857.9,596.6,934.9,964.0,227.3,984.2,899.9,186.4,412.0,863.0,892.3,340.7,765.1,797.0,524.3,328.9,1063.0,874.8,708.4,590.4,845.4,891.3,432.1,367.1,240.8,848.1,694.5,882.1
UU,361.2,1120.0,535.9,1140.1,1092.9,276.6,942.1,1135.4,555.4,306.0,1530.7,1494.9,524.7,1490.9,283.5,1581.4,531.0,279.9,973.2,171.3,121.4,494.5,2226.1,1434.1,525.4,667.1,993.3,69.8,1564.2,519.4,1119.2,776.7,558.3,1444.6,264.2,1063.7,594.1,1427.9,1060.7,1458.8,1070.0,512.1,592.6,1095.4,389.1,704.4,340.0,501.9,1095.5,1479.9,869.4,260.5,380.5,880.1,365.0,229.4,785.7,731.0,1128.3,187.7,739.1,378.8,603.0,748.4,362.4,1009.7,503.3,1576.4,782.7,999.0,1038.3,478.4,783.4,289.7,1540.1,1059.5,1503.4,378.8,1526.5,1511.3,1076.9,1137.6,258.9,1577.4,301.5,381.0,1339.6,951.1,1223.4,257.0,484.8,1072.9,110.6,78.9,256.9,1362.1,264.3,254.2,1067.6,283.9,408.3,962.8,316.0,530.5,510.2,514.3,392.3,1121.8,290.9,892.4,851.5,1011.4,1482.4,1011.6,1416.7,1147.8,1010.3,554.1,331.2,348.4,1156.3,290.1,254.7,1473.7,782.7,270.4,1524.7,1589.6,1477.6,954.2,1090.7,1098.7,225.1,862.2,766.0,532.9,321.0,1469.3,412.6,245.7,1516.2,1495.5,205.3,1144.0,614.7,1495.8,239.4,65.8,781.4,700.4,1130.4,0.0,339.4,1024.4,363.1,228.4,1003.3,207.5,1508.1,1068.5,763.5,1471.2,1500.5,1038.0,381.5,1405.2,565.6,1036.6,98.3,1483.0,494.7,571.5,442.4,1532.0,1164.7,975.3,1016.8,1456.3,891.5,1532.1
