from_stop,AA,AF,AN,AO,AX,AY,AZ,BA,BB,BC,BJ,BO,BU,CC,CF,CS,CT,DD,DH,DL,DN,DO,DU,EC,EL,EN,EO,EX,EZ,FH,FN,FP,FQ,FX,GB,GD,GE,GJ,GK,GW,GY,HC,HK,HM,HP,HX,IH,II,IO,IP,IW,JV,JW,JY,KB,KD,KF,KJ,KK,KM,KR,KZ,LI,LR,LS,LV,LZ,MD,MH,MM,MR,MU,MV,MZ,NA,NC,NI,OK,OT,OY,PL,PM,PP,PR,PY,QC,QH,QL,QS,RA,RB,RG,RL,RQ,RR,RY,SF,SK,SM,SN,SO,TG,TI,TK,TL,TN,TP,TV,UD,UE,UF,UM,UP,UQ,US,UY,VC,VQ,VR,VV,VW,VY,WA,WD,WE,WI,WJ,WM,WS,WT,XA,XE,XH,XI,XJ,XK,XR,XU,XX,YH,YO,YW,YZ,ZC,ZF,ZJ,ZK,ZY
IW,1910.7,591.7,200.0,498.2,427.3,1443.9,747.5,1636.8,442.0,538.8,444.4,586.0,1486.2,758.4,1485.0,804.0,1329.7,1381.4,393.6,1503.8,1802.0,651.7,593.9,549.2,1854.2,1662.7,1059.1,571.1,1450.7,1590.7,632.6,1504.8,1507.1,1851.5,1502.0,601.4,1513.1,1568.0,468.3,754.4,1561.3,612.5,866.2,1842.3,1423.5,1601.4,1850.5,1701.9,596.5,725.8,0.0,1853.2,1392.3,589.9,1516.9,1545.5,602.7,417.1,1723.4,1533.4,1209.0,1536.4,409.4,596.2,623.4,1438.8,1492.0,1583.2,1441.1,1431.9,1510.6,1057.4,1426.1,344.8,1794.9,1533.1,1558.9,1894.4,1601.8,1563.1,418.1,406.7,1596.7,524.2,609.2,1683.1,1541.9,1358.5,627.1,754.0,1545.5,674.7,1481.8,709.3,480.7,1541.5,1377.9,1655.2,1369.2,404.6,1043.5,560.3,1539.9,663.1,718.6,1396.7,1549.5,1457.1,492.1,355.6,1641.9,1582.8,757.2,1523.8,682.0,1558.1,550.2,503.1,1627.3,1689.7,1634.3,1018.4,1564.7,965.2,1510.7,1588.3,591.9,1462.8,1459.3,1300.4,487.9,462.3,1300.0,553.5,1496.6,534.0,716.3,1594.4,1410.3,560.0,1481.4,654.7,3121.3,1290.6,1446.8,787.6,1427.6,1487.4
JV,134.1,1379.3,1854.6,1461.2,1834.4,661.3,1420.2,229.1,1483.9,1535.7,1851.5,1582.9,497.1,1569.3,632.3,1399.6,544.2,690.8,1535.8,600.7,48.0,1658.9,1361.5,1453.3,221.0,424.6,2066.3,1475.2,598.0,601.6,1431.3,515.7,518.0,114.1,522.9,1412.3,389.7,361.4,1457.6,1464.5,393.4,1411.2,1597.7,7.6,570.8,634.4,39.2,162.1,1408.5,1536.7,1895.0,0.0,539.6,1317.6,527.8,556.4,1609.9,1732.0,485.3,544.3,1031.8,569.3,1560.2,1603.4,1630.6,586.1,502.9,594.1,588.4,579.2,521.5,1253.4,573.4,1527.1,57.5,544.0,569.8,83.1,1070.5,574.0,1825.2,1709.9,629.7,1521.1,1421.2,694.0,412.8,925.7,1634.3,1464.1,556.4,1681.9,588.7,1520.2,1436.9,679.4,1086.9,417.1,915.0,1576.8,1215.0,1702.0,572.8,1443.5,1460.2,696.3,687.4,566.7,1507.0,1575.1,403.8,684.1,1410.8,534.7,1492.9,569.0,1434.9,1411.2,238.6,700.6,645.2,1171.5,573.9,1335.1,521.6,621.9,1588.8,561.4,597.5,630.4,1425.5,1463.6,609.4,1496.5,573.5,1382.0,1457.2,660.3,557.6,1346.7,492.3,1651.6,2345.2,891.9,594.1,1497.7,896.3,584.3
JW,580.0,921.3,1396.6,1003.2,1376.4,203.3,962.2,306.1,1025.9,1077.7,1393.5,1124.9,135.6,1111.3,118.6,941.6,86.2,232.8,1077.8,111.4,471.3,1200.9,903.5,995.3,523.5,332.0,1608.3,1017.2,93.8,260.0,973.3,174.1,163.8,520.8,109.6,954.3,182.4,237.3,999.6,1006.5,230.6,953.2,1139.7,511.6,66.6,209.0,519.8,371.2,950.5,1078.7,1437.0,522.5,0.0,859.6,186.2,214.8,1151.9,1274.0,392.7,156.2,939.2,144.0,1102.2,1145.4,1172.6,61.9,161.3,231.2,48.7,55.0,179.1,1160.8,49.2,1069.1,464.2,150.8,227.8,563.7,977.9,232.4,1367.2,1251.9,204.3,1063.1,963.2,311.8,211.2,833.1,1176.3,1006.1,214.8,1223.9,89.4,1062.2,978.9,149.1,994.3,324.5,822.4,1118.8,1122.4,1244.0,147.5,985.5,1071.5,238.3,157.1,64.7,1049.0,1117.1,311.2,190.4,952.8,193.1,1034.9,227.4,976.9,953.2,296.6,318.4,263.0,1078.9,234.0,1269.9,180.0,195.9,1130.8,70.4,82.4,172.4,967.5,1005.6,151.4,1038.5,104.2,924.0,999.2,202.0,53.4,888.7,140.4,1193.6,2647.7,799.3,69.9,1039.7,803.7,95.0
JY,1354.5,61.6,548.5,143.5,549.5,887.7,240.7,1080.6,178.7,217.5,566.6,264.7,930.0,251.6,928.8,297.2,773.5,825.2,199.6,947.6,1245.8,427.5,43.8,176.3,1298.0,1106.5,834.9,243.8,894.5,1034.5,113.6,948.6,950.9,1295.3,945.8,94.6,956.9,1011.8,226.2,247.6,1005.1,93.5,359.4,1286.1,867.3,1045.2,1294.3,1145.7,90.8,219.0,588.9,1297.0,836.1,0.0,960.7,989.3,378.5,438.7,1167.2,977.2,702.2,980.2,328.8,372.0,399.2,882.6,935.8,1027.0,884.9,875.7,954.4,550.6,869.9,295.7,1238.7,976.9,1002.7,1338.2,1095.0,1006.9,540.3,478.5,1040.5,202.9,103.5,1126.9,985.7,851.7,402.9,247.2,989.3,450.5,925.6,202.5,205.5,985.3,871.1,1099.0,862.4,240.6,536.7,470.6,983.7,125.8,211.8,840.5,993.3,900.9,162.4,268.4,1085.7,1026.6,250.4,967.6,175.2,1001.9,203.5,93.5,1071.1,1133.5,1078.1,511.6,1008.5,458.4,954.5,1032.1,270.6,906.6,903.1,744.2,107.8,232.2,743.8,178.8,940.4,64.3,209.5,1038.2,854.1,29.0,925.2,333.4,2531.3,783.8,890.6,280.8,920.8,931.2
KB,560.6,1038.3,1513.6,1120.2,1493.4,320.3,1079.2,286.7,1142.9,1194.7,1510.5,1241.9,102.1,1228.3,289.3,1058.6,203.2,349.8,1194.8,139.3,451.9,1317.9,1020.5,1112.3,504.1,312.6,1725.3,1134.2,273.9,73.7,1090.3,38.9,91.3,501.4,127.9,1071.3,163.0,217.9,1116.6,1123.5,211.2,1070.2,1256.7,492.2,229.8,106.5,500.4,351.8,1067.5,1195.7,1554.0,503.1,198.6,976.6,0.0,28.5,1268.9,1391.0,373.3,127.5,919.8,102.1,1219.2,1262.4,1289.6,221.6,107.9,66.2,204.8,227.2,75.3,1141.4,231.8,1186.1,444.8,149.0,93.0,544.3,958.5,46.1,1484.2,1368.9,101.8,1180.1,1080.2,166.1,191.8,813.7,1293.3,1123.1,28.5,1340.9,184.5,1179.2,1095.9,266.4,974.9,305.1,803.0,1235.8,1103.0,1361.0,98.1,1102.5,1188.5,355.3,215.3,171.7,1166.0,1234.1,291.8,156.2,1069.8,57.9,1151.9,41.1,1093.9,1070.2,277.2,172.7,117.3,1059.5,47.7,1223.1,75.4,94.0,1247.8,166.4,202.4,289.4,1084.5,1122.6,268.4,1155.5,169.3,1041.0,1116.2,132.4,216.6,1005.7,97.3,1310.6,2628.3,779.9,215.3,1156.7,784.3,147.8
KD,599.0,1076.7,1552.0,1158.6,1531.8,358.7,1117.6,325.1,1181.3,1233.1,1548.9,1280.3,140.5,1266.7,303.0,1097.0,241.6,388.2,1233.2,177.7,490.3,1356.3,1058.9,1150.7,542.5,351.0,1763.7,1172.6,287.6,40.0,1128.7,77.3,129.7,539.8,166.3,1109.7,201.4,256.3,1155.0,1161.9,249.6,1108.6,1295.1,530.6,268.2,77.9,538.8,390.2,1105.9,1234.1,1592.4,541.5,250.0,1015.0,38.3,0.0,1307.3,1429.4,411.7,165.9,958.2,140.5,1257.6,1300.8,1328.0,260.0,146.3,37.6,243.2,265.6,113.7,1179.8,270.2,1224.5,483.2,187.4,131.4,582.7,996.9,12.4,1522.6,1407.3,73.2,1218.5,1118.6,132.4,230.2,852.1,1331.7,1161.5,0.0,1379.3,222.9,1217.6,1134.3,237.8,1013.3,343.5,841.4,1274.2,1141.4,1399.4,136.5,1140.9,1226.9,393.7,186.7,193.7,1204.4,1272.5,330.2,127.6,1108.2,96.3,1190.3,12.5,1132.3,1108.6,315.6,139.0,83.6,1097.9,17.5,1261.5,113.8,65.4,1286.2,199.4,240.8,327.8,1122.9,1161.0,306.8,1193.9,207.7,1079.4,1154.6,103.8,255.0,1044.1,135.7,1349.0,2666.7,818.3,253.7,1195.1,822.7,186.2
KF,1629.9,443.3,586.6,417.9,532.8,1163.1,622.4,1356.0,365.4,440.5,549.9,487.7,1205.4,633.3,1204.2,678.9,1048.9,1100.6,325.1,1223.0,1521.2,101.4,425.5,358.1,1573.4,1381.9,574.8,380.0,1169.9,1309.9,495.3,1224.0,1226.3,1570.7,1221.2,476.3,1232.3,1287.2,339.1,629.3,1280.5,475.2,741.1,1561.5,1142.7,1320.6,1569.7,1421.1,472.5,600.7,627.0,1572.4,1111.5,381.6,1236.1,1264.7,0.0,430.4,1442.6,1252.6,1083.9,1255.6,292.2,45.9,73.1,1158.0,1211.2,1302.4,1160.3,1151.1,1229.8,932.3,1145.3,259.1,1514.1,1252.3,1278.1,1613.6,1476.7,1282.3,523.6,408.3,1315.9,425.9,485.2,1402.3,1261.1,1233.4,107.7,628.9,1264.7,124.4,1201.0,584.2,341.7,1260.7,1252.8,1374.4,1244.1,336.1,918.4,400.4,1259.1,507.5,593.5,1115.9,1268.7,1176.3,411.8,307.1,1361.1,1302.0,632.1,1243.0,556.9,1277.3,339.7,422.8,1346.5,1408.9,1353.5,893.3,1283.9,840.1,1229.9,1307.5,493.6,1182.0,1178.5,1019.6,407.6,345.1,1019.2,460.6,1215.8,453.7,591.2,1313.6,1129.5,410.7,1200.6,556.4,2824.7,1165.5,1166.0,662.5,1302.5,1206.6
KJ,1782.7,462.3,288.9,368.8,122.2,1315.9,635.0,1508.8,312.6,409.4,139.3,456.6,1358.2,645.9,1357.0,691.5,1201.7,1253.4,264.2,1375.8,1674.0,412.5,464.5,419.8,1726.2,1534.7,759.2,441.7,1322.7,1462.7,507.9,1376.8,1379.1,1723.5,1374.0,488.9,1385.1,1440.0,338.9,641.9,1433.3,487.8,753.7,1714.3,1295.5,1473.4,1722.5,1573.9,467.1,613.3,418.8,1725.2,1264.3,460.5,1388.9,1417.5,369.7,0.0,1595.4,1405.4,1096.5,1408.4,280.0,363.2,390.4,1310.8,1364.0,1455.2,1313.1,1303.9,1382.6,944.9,1298.1,233.4,1666.9,1405.1,1430.9,1766.4,1489.3,1435.1,113.0,29.4,1468.7,394.8,479.8,1555.1,1413.9,1246.0,327.2,641.5,1417.5,396.4,1353.8,596.8,351.3,1413.5,1265.4,1527.2,1256.7,275.2,931.0,183.0,1411.9,533.7,606.1,1268.7,1421.5,1329.1,362.7,194.9,1513.9,1454.8,644.7,1395.8,569.5,1430.1,420.8,373.7,1499.3,1561.7,1506.3,905.9,1435.0,852.7,1382.7,1460.3,462.5,1334.8,1331.3,1172.4,358.5,332.9,1172.0,424.1,1368.6,404.6,595.0,1466.4,1282.3,430.6,1353.4,525.3,2991.9,1178.1,1318.8,675.1,1315.1,1359.4
KK,511.3,1198.0,1673.3,1279.9,1653.1,480.0,1238.9,237.4,1302.6,1354.4,1670.2,1401.6,315.8,1388.0,451.0,1218.3,362.9,509.5,1354.5,419.4,402.6,1477.6,1180.2,1272.0,454.8,67.6,1885.0,1293.9,416.7,420.3,1250.0,334.4,336.7,452.1,341.6,1231.0,208.4,210.2,1276.3,1283.2,212.1,1229.9,1309.9,442.9,389.5,453.1,451.1,302.5,1227.2,1355.4,1713.7,453.8,358.3,1136.3,346.5,375.1,1428.6,1550.7,0.0,363.0,737.2,388.0,1378.9,1422.1,1449.3,404.8,321.6,412.8,407.1,397.9,340.2,958.8,392.1,1345.8,395.5,362.7,388.5,495.0,775.9,392.7,1643.9,1528.6,448.4,1339.8,1239.9,512.7,231.5,631.1,1453.0,1282.8,375.1,1500.6,407.4,1338.9,1255.6,498.1,792.3,73.6,620.4,1395.5,920.4,1520.7,391.5,1262.2,1165.6,515.0,506.1,385.4,1325.7,1393.8,84.0,502.8,1229.5,353.4,1311.6,387.7,1253.6,1229.9,227.9,519.3,463.9,876.9,394.3,1040.5,340.3,440.6,1407.5,380.1,416.2,449.1,1244.2,1282.3,428.1,1315.2,392.2,1200.7,1275.9,479.0,376.3,1165.4,311.0,1470.3,2579.0,597.3,412.8,1316.4,601.7,403.0
KM,588.3,1066.0,1541.3,1147.9,1521.1,348.0,1106.9,314.4,1170.6,1222.4,1538.2,1269.6,75.0,1256.0,208.9,1086.3,230.9,377.5,1222.5,125.3,479.6,1345.6,1048.2,1140.0,531.8,340.3,1753.0,1161.9,193.5,191.3,1118.0,105.4,21.2,529.1,57.9,1099.0,190.7,245.6,1144.3,1151.2,238.9,1097.9,1284.4,519.9,199.2,224.1,528.1,379.5,1095.2,1223.4,1581.7,530.8,155.9,1004.3,117.5,146.1,1296.6,1418.7,401.0,0.0,947.5,59.6,1246.9,1290.1,1317.3,123.3,62.8,183.8,133.6,128.9,58.2,1169.1,133.5,1213.8,472.5,99.1,143.4,572.0,986.2,163.7,1511.9,1396.6,219.4,1207.8,1107.9,283.7,219.5,841.4,1321.0,1150.8,146.1,1368.6,113.3,1206.9,1123.6,204.0,1002.6,332.8,830.7,1263.5,1130.7,1388.7,63.1,1130.2,1216.2,383.0,212.0,91.3,1193.7,1261.8,319.5,245.3,1097.5,111.3,1179.6,158.7,1121.6,1097.9,304.9,290.3,234.9,1087.2,165.3,1250.8,42.0,211.6,1275.5,86.0,104.1,317.1,1112.2,1150.3,296.1,1183.2,98.1,1068.7,1143.9,250.0,186.0,1033.4,70.2,1338.3,2656.0,807.6,117.0,1184.4,812.0,108.9
KR,1050.7,708.5,1063.7,764.0,1064.7,1019.4,697.8,776.8,799.2,838.0,1081.8,885.2,855.2,708.7,990.4,577.1,902.3,1048.9,820.1,958.8,942.0,1134.3,710.7,796.8,994.2,699.4,1541.7,831.7,956.1,959.7,661.0,873.8,876.1,991.5,881.0,610.8,747.8,749.6,825.5,704.7,751.5,640.9,639.3,982.3,928.9,992.5,990.5,841.9,700.6,676.1,1104.1,993.2,897.7,706.7,885.9,914.5,1085.3,1054.5,710.1,902.4,0.0,927.4,911.1,1078.8,1106.0,944.2,861.0,952.2,946.5,937.3,879.6,288.2,931.5,896.1,934.9,902.1,927.9,1034.4,439.4,932.1,1055.5,1044.1,987.8,823.4,742.4,1052.1,770.9,196.1,1109.7,704.3,914.5,1157.3,946.8,659.6,799.9,1037.5,215.5,692.6,206.8,861.1,249.8,1177.4,930.9,673.2,495.0,1054.4,1045.5,924.8,782.9,888.9,679.3,1042.2,707.5,892.8,632.3,927.1,869.4,714.0,767.3,1058.7,1003.3,206.3,933.7,369.9,879.7,980.0,891.1,919.5,955.6,988.5,728.3,819.5,967.5,799.3,931.6,684.8,666.6,1018.4,915.7,676.8,850.4,953.9,3118.4,128.2,952.2,737.9,265.2,942.4
KZ,603.2,1070.8,1546.1,1152.7,1525.9,352.8,1111.7,329.3,1175.4,1227.2,1543.0,1274.4,82.8,1260.8,207.8,1091.1,235.7,382.3,1227.3,84.4,494.5,1350.4,1053.0,1144.8,546.7,355.2,1757.8,1166.7,192.4,173.5,1122.8,70.7,72.0,544.0,56.8,1103.8,205.6,260.5,1149.1,1156.0,253.8,1102.7,1289.2,534.8,198.1,206.3,543.0,394.4,1100.0,1228.2,1586.5,545.7,154.8,1009.1,99.7,128.3,1301.4,1423.5,415.9,50.7,962.4,0.0,1251.7,1294.9,1322.1,122.2,108.5,166.0,132.5,127.8,38.8,1184.0,132.4,1218.6,487.4,98.0,83.7,586.9,1001.1,145.9,1516.7,1401.4,201.6,1212.6,1112.7,265.9,234.4,856.3,1325.8,1155.6,128.3,1373.4,112.2,1211.7,1128.4,202.9,1017.5,347.7,845.6,1268.3,1145.6,1393.5,3.4,1135.0,1221.0,387.8,210.9,90.2,1198.5,1266.6,334.4,244.2,1102.3,51.6,1184.4,140.9,1126.4,1102.7,319.8,272.5,217.1,1102.1,147.5,1265.7,65.0,193.8,1280.3,84.9,103.0,321.9,1117.0,1155.1,300.9,1188.0,97.0,1073.5,1148.7,232.2,184.9,1038.2,87.6,1343.1,2670.9,822.5,115.9,1189.2,826.9,92.9
LI,1599.2,279.1,392.1,185.6,387.2,1132.4,451.8,1325.3,129.4,226.2,404.3,273.4,1174.7,462.7,1173.5,508.3,1018.2,1069.9,81.0,1192.3,1490.5,340.2,281.3,236.6,1542.7,1351.2,747.6,258.5,1139.2,1279.2,324.7,1193.3,1195.6,1540.0,1190.5,305.7,1201.6,1256.5,155.7,458.7,1249.8,304.6,570.5,1530.8,1112.0,1289.9,1539.0,1390.4,283.9,430.1,432.5,1541.7,1080.8,277.3,1205.4,1234.0,291.2,264.9,1411.9,1221.9,913.3,1224.9,0.0,284.7,311.9,1127.3,1180.5,1271.7,1129.6,1120.4,1199.1,761.7,1114.6,86.7,1483.4,1221.6,1247.4,1582.9,1306.1,1251.6,378.0,294.4,1285.2,211.6,296.6,1371.6,1230.4,1062.8,315.6,458.3,1234.0,363.2,1170.3,413.6,168.1,1230.0,1082.2,1343.7,1073.5,92.0,747.8,383.3,1228.4,350.5,422.9,1085.2,1238.0,1145.6,179.5,94.6,1330.4,1271.3,461.5,1212.3,386.3,1246.6,237.6,190.5,1315.8,1378.2,1322.8,722.7,1253.2,669.5,1199.2,1276.8,279.3,1151.3,1147.8,988.9,175.3,149.7,988.5,240.9,1185.1,221.4,420.6,1282.9,1098.8,247.4,1169.9,342.1,2808.7,994.9,1135.3,491.9,1131.9,1175.9
LR,1660.8,474.2,673.0,448.8,506.3,1194.0,653.3,1386.9,396.3,471.4,523.4,518.6,1236.3,664.2,1235.1,709.8,1079.8,1131.5,356.0,1253.9,1552.1,55.4,456.4,389.0,1604.3,1412.8,548.3,410.9,1200.8,1340.8,526.2,1254.9,1257.2,1601.6,1252.1,507.2,1263.2,1318.1,370.0,660.2,1311.4,506.1,772.0,1592.4,1173.6,1351.5,1600.6,1452.0,503.4,631.6,657.9,1603.3,1142.4,412.5,1267.0,1295.6,63.3,403.9,1473.5,1283.5,1114.8,1286.5,323.1,0.0,27.1,1188.9,1242.1,1333.3,1191.2,1182.0,1260.7,963.2,1176.2,290.0,1545.0,1283.2,1309.0,1644.5,1507.6,1313.2,497.1,381.8,1346.8,456.8,516.1,1433.2,1292.0,1264.3,81.2,659.8,1295.6,78.4,1231.9,615.1,372.6,1291.6,1283.7,1405.3,1275.0,367.0,949.3,373.9,1290.0,538.4,624.4,1146.8,1299.6,1207.2,442.7,338.0,1392.0,1332.9,663.0,1273.9,587.8,1308.2,370.6,453.7,1377.4,1439.8,1384.4,924.2,1314.8,871.0,1260.8,1338.4,524.5,1212.9,1209.4,1050.5,438.5,376.0,1050.1,491.5,1246.7,484.6,622.1,1344.5,1160.4,441.6,1231.5,587.3,2855.6,1196.4,1196.9,693.4,1333.4,1237.5
LS,1688.0,501.4,700.2,476.0,533.5,1221.2,680.5,1414.1,423.5,498.6,550.6,545.8,1263.5,691.4,1262.3,737.0,1107.0,1158.7,383.2,1281.1,1579.3,28.2,483.6,416.2,1631.5,1440.0,575.5,438.1,1228.0,1368.0,553.4,1282.1,1284.4,1628.8,1279.3,534.4,1290.4,1345.3,397.2,687.4,1338.6,533.3,799.2,1619.6,1200.8,1378.7,1627.8,1479.2,530.6,658.8,685.1,1630.5,1169.6,439.7,1294.2,1322.8,90.5,431.1,1500.7,1310.7,1142.0,1313.7,350.3,27.1,0.0,1216.1,1269.3,1360.5,1218.4,1209.2,1287.9,990.4,1203.4,317.2,1572.2,1310.4,1336.2,1671.7,1534.8,1340.4,524.3,409.0,1374.0,484.0,543.3,1460.4,1319.2,1291.5,108.4,687.0,1322.8,51.2,1259.1,642.3,399.8,1318.8,1310.9,1432.5,1302.2,394.2,976.5,401.1,1317.2,565.6,651.6,1174.0,1326.8,1234.4,469.9,365.2,1419.2,1360.1,690.2,1301.1,615.0,1335.4,397.8,480.9,1404.6,1467.0,1411.6,951.4,1342.0,898.2,1288.0,1365.6,551.7,1240.1,1236.6,1077.7,465.7,403.2,1077.3,518.7,1273.9,511.8,649.3,1371.7,1187.6,468.8,1258.7,614.5,2882.8,1223.6,1224.1,720.6,1360.6,1264.7
LV,607.2,948.5,1423.8,1030.4,1403.6,230.5,989.4,333.3,1053.1,1104.9,1420.7,1152.1,118.8,1138.5,137.3,968.8,113.4,260.0,1105.0,140.2,498.5,1228.1,930.7,1022.5,550.7,359.2,1635.5,1044.4,103.0,282.8,1000.5,180.0,142.7,548.0,92.8,981.5,209.6,264.5,1026.8,1033.7,257.8,980.4,1166.9,538.8,75.8,271.7,547.0,398.4,977.7,1105.9,1464.2,549.7,62.6,886.8,209.0,237.6,1179.1,1301.2,419.9,121.4,966.4,109.2,1129.4,1172.6,1199.8,0.0,151.9,275.3,111.4,5.5,144.3,1188.0,10.2,1096.3,491.4,134.0,193.0,590.9,1005.1,255.2,1394.4,1279.1,267.0,1090.3,990.4,374.5,238.4,860.3,1203.5,1033.3,237.6,1251.1,128.2,1089.4,1006.1,211.8,1021.5,351.7,849.6,1146.0,1149.6,1271.2,112.7,1012.7,1098.7,265.5,219.8,106.2,1076.2,1144.3,338.4,253.1,980.0,160.9,1062.1,250.2,1004.1,980.4,323.8,381.1,325.7,1106.1,256.8,1297.1,163.5,258.6,1158.0,100.9,20.4,199.6,994.7,1032.8,178.6,1065.7,113.0,951.2,1026.4,264.7,62.6,915.9,123.6,1220.8,2674.9,826.5,7.9,1066.9,830.9,123.8
LZ,555.7,1033.4,1508.7,1115.3,1488.5,315.4,1074.3,281.8,1138.0,1189.8,1505.6,1237.0,22.4,1223.4,209.6,1053.7,198.3,344.9,1189.9,126.0,447.0,1313.0,1015.6,1107.4,499.2,307.7,1720.4,1129.3,194.2,181.7,1085.4,95.8,25.3,496.5,48.2,1066.4,158.1,211.1,1111.7,1118.6,206.3,1065.3,1251.8,487.3,217.9,214.5,495.5,346.9,1062.6,1190.8,1549.1,498.2,156.6,971.7,107.9,136.5,1264.0,1386.1,368.4,51.6,914.9,106.2,1214.3,1257.5,1284.7,142.0,0.0,174.2,134.3,147.6,58.4,1136.5,152.2,1181.2,439.9,69.3,149.9,539.4,953.6,154.1,1479.3,1364.0,209.8,1175.2,1075.3,274.1,186.9,808.8,1288.4,1118.2,136.5,1336.0,114.0,1174.3,1091.0,204.7,970.0,300.2,798.1,1230.9,1098.1,1356.1,109.7,1097.6,1183.6,350.4,212.7,92.0,1161.1,1229.2,286.9,246.0,1064.9,114.8,1147.0,149.1,1089.0,1065.3,272.3,280.7,225.3,1054.6,154.0,1218.2,42.2,202.0,1242.9,86.7,122.8,284.5,1079.6,1117.7,263.5,1150.6,98.8,1036.1,1115.4,240.4,204.7,1000.8,17.6,1305.7,2623.4,775.0,135.7,1151.8,779.4,109.6
MD,631.6,1109.3,1584.6,1191.2,1564.4,391.3,1150.2,357.7,1213.9,1265.7,1581.5,1312.9,173.1,1299.3,265.3,1129.6,274.2,420.8,1265.8,202.7,522.9,1388.9,1091.5,1183.3,575.1,383.6,1796.3,1205.2,249.9,72.6,1161.3,109.9,162.3,572.4,198.9,1142.3,234.0,288.9,1187.6,1194.5,282.2,1141.2,1327.7,563.2,277.1,40.2,571.4,422.8,1138.5,1266.7,1625.0,574.1,212.3,1047.6,70.9,32.6,1339.9,1462.0,444.3,198.5,990.8,173.1,1290.2,1333.4,1360.6,274.3,178.9,0.0,226.6,267.4,146.3,1212.4,261.6,1257.1,515.8,220.0,164.0,615.3,1029.5,45.0,1555.2,1439.9,35.5,1251.1,1151.2,143.0,262.8,884.7,1364.3,1194.1,32.6,1411.9,210.7,1250.2,1166.9,200.1,1045.9,376.1,874.0,1306.8,1174.0,1432.0,169.1,1173.5,1259.5,426.3,149.0,156.0,1237.0,1305.1,362.8,89.9,1140.8,128.9,1222.9,21.7,1164.9,1141.2,348.2,149.6,94.2,1130.5,16.0,1294.1,146.4,27.7,1318.8,161.7,265.1,360.4,1155.5,1193.6,339.4,1226.5,195.5,1112.0,1187.2,66.1,265.8,1076.7,168.3,1381.6,2699.3,850.9,278.0,1227.7,855.3,186.3
MH,608.1,949.4,1424.7,1031.3,1404.5,231.4,990.3,334.2,1054.0,1105.8,1421.6,1153.0,149.2,1139.4,132.2,969.7,114.3,260.9,1105.9,125.0,499.4,1229.0,931.6,1023.4,551.6,360.1,1636.4,1045.3,116.8,288.1,1001.4,202.2,177.4,548.9,123.2,982.4,210.5,265.4,1027.7,1034.6,258.7,981.3,1167.8,539.7,94.7,222.6,547.9,399.3,978.6,1106.8,1465.1,550.6,28.0,887.7,214.3,242.9,1180.0,1302.1,420.8,169.8,967.3,157.6,1130.3,1173.5,1200.7,90.0,182.3,244.8,0.0,83.1,192.7,1188.9,77.3,1097.2,492.3,164.4,241.4,591.8,1006.0,260.5,1395.3,1280.0,217.9,1091.2,991.3,325.4,239.3,861.2,1204.4,1034.2,242.9,1252.0,40.7,1090.3,1007.0,162.7,1022.4,352.6,850.5,1146.9,1150.5,1272.1,161.1,1013.6,1099.6,266.4,170.7,78.3,1077.1,1145.2,339.3,204.0,980.9,209.3,1063.0,255.5,1005.0,981.3,324.7,332.0,276.6,1107.0,260.9,1298.0,194.3,209.5,1158.9,84.0,110.5,200.5,995.6,1033.7,179.5,1066.6,71.0,952.1,1027.3,215.6,81.5,916.8,154.0,1221.7,2675.8,827.4,98.0,1067.8,831.8,108.6
MM,601.6,942.9,1418.2,1024.8,1398.0,224.9,983.8,327.7,1047.5,1099.3,1415.1,1146.5,125.7,1132.9,131.7,963.2,107.8,254.4,1099.4,147.1,492.9,1222.5,925.1,1016.9,545.1,353.6,1629.9,1038.8,97.4,281.6,994.9,186.9,149.6,542.4,99.7,975.9,204.0,258.9,1021.2,1028.1,252.2,974.8,1161.3,533.2,70.2,266.1,541.4,392.8,972.1,1100.3,1458.6,544.1,57.0,881.2,207.8,236.4,1173.5,1295.6,414.3,128.3,960.8,116.1,1123.8,1167.0,1194.2,6.9,158.8,274.1,105.8,0.0,151.2,1182.4,4.6,1090.7,485.8,140.9,199.9,585.3,999.5,254.0,1388.8,1273.5,261.4,1084.7,984.8,368.9,232.8,854.7,1197.9,1027.7,236.4,1245.5,135.1,1083.8,1000.5,206.2,1015.9,346.1,844.0,1140.4,1144.0,1265.6,119.6,1007.1,1093.1,259.9,214.2,113.1,1070.6,1138.7,332.8,247.5,974.4,167.8,1056.5,249.0,998.5,974.8,318.2,375.5,320.1,1100.5,255.6,1291.5,170.4,253.0,1152.4,107.8,27.3,194.0,989.1,1027.2,173.0,1060.1,119.9,945.6,1020.8,259.1,57.0,910.3,130.5,1215.2,2669.3,820.9,14.9,1061.3,825.3,130.7
