from_stop,AB,AG,AH,AJ,AL,AP,AS,BJ,BR,BW,BY,CB,CE,CF,CI,CN,DB,DC,DK,DQ,DZ,EE,EG,EI,EK,EL,EM,EN,ER,FB,FC,FH,FJ,GA,GH,GI,GM,GN,GQ,GY,HA,HC,HF,HH,HO,HP,HS,IE,IH,IJ,IL,IM,IQ,IR,JB,JI,JK,JO,KF,KJ,KW,KY,LA,LB,LE,LF,LH,LL,LM,LQ,LR,LW,MA,MF,MI,MJ,ML,MN,MS,NC,ND,NH,NO,NQ,NU,NV,NZ,OD,OE,OT,OW,PD,PH,PI,PN,PP,PQ,PU,PW,QC,QE,QG,QI,QL,QM,QQ,RC,RJ,RL,RS,RX,RY,RZ,SD,SG,ST,TE,TI,UA,UF,UK,UO,UP,UU,UW,VG,VR,VU,WG,WH,WM,WS,WT,WV,XC,XG,XH,XI,XK,XO,XT,XU,YA,YE,YK,YP,YR,YU,ZA,ZE,ZF,ZH,ZT
IL,1277.8,593.2,608.0,450.7,1373.3,1247.1,506.9,431.8,684.2,618.5,1239.3,1288.0,1195.0,586.5,612.9,1366.2,697.8,960.7,474.9,527.8,1008.5,974.4,553.0,1391.4,1314.5,1174.4,1304.6,384.8,927.6,573.6,1014.7,698.5,651.5,614.9,524.1,1282.1,521.2,523.3,690.0,407.8,649.6,67.6,70.2,601.5,730.2,1293.3,444.0,396.5,539.7,1374.7,0.0,1003.7,585.9,1332.9,1417.5,549.0,524.3,1476.5,661.8,1311.9,618.9,627.5,625.8,1394.7,1255.1,508.1,497.1,1174.0,1421.0,505.8,439.6,1461.9,501.6,1212.7,587.8,493.5,901.6,962.3,994.6,976.6,525.8,1344.2,415.8,635.8,429.6,2003.4,34.1,1415.5,958.5,924.5,630.2,1233.6,1315.1,1246.5,760.7,606.4,530.3,484.2,1001.4,643.2,440.2,449.1,1327.3,1371.9,606.4,592.1,474.8,909.2,1423.9,1241.2,692.7,571.6,559.7,645.2,627.0,569.1,1288.0,1359.0,76.5,511.5,966.5,1230.0,928.7,1382.6,1292.6,594.3,485.6,654.8,927.7,614.0,1348.5,536.2,966.2,1392.9,1303.3,555.4,747.9,904.2,497.3,604.4,1248.2,1353.7,1047.8,637.3,1446.0,819.7,1361.4,960.4,1283.6,732.6,1276.8,940.8,1331.1
IM,622.7,1148.4,1163.2,1005.9,708.8,598.3,705.4,987.0,1239.4,730.8,590.5,639.2,546.2,752.8,1168.1,640.7,1253.0,352.6,1030.1,726.3,58.8,107.5,1108.2,726.9,665.7,702.0,655.8,940.0,278.8,1128.8,45.0,1253.7,365.7,745.6,479.7,627.0,687.5,1078.5,802.3,963.0,1204.8,936.0,847.2,1156.7,416.6,638.2,999.2,951.7,731.6,623.6,926.0,0.0,1141.1,669.6,738.7,679.7,483.7,740.0,1217.0,663.1,1174.1,758.2,738.1,633.9,606.3,706.6,1052.3,681.0,772.2,1061.0,929.2,760.8,700.1,563.9,1143.0,1048.7,293.5,354.2,77.5,157.6,1081.0,655.4,971.0,1191.0,984.8,2334.7,882.6,751.0,139.5,316.4,742.5,740.6,660.0,597.7,256.7,718.7,473.5,462.4,118.3,1198.4,627.1,1004.3,678.5,666.4,718.7,758.4,623.2,119.6,759.4,592.4,294.8,737.9,816.2,402.8,1182.2,1124.3,750.6,703.9,944.9,1066.7,147.5,581.2,279.9,733.8,643.8,760.6,516.3,495.9,107.6,1169.2,699.7,1091.4,358.1,679.9,654.5,1110.6,192.2,111.4,1052.5,1159.6,599.4,704.9,78.1,1192.5,710.2,211.6,655.9,93.5,634.8,431.2,628.0,292.0,638.3
IQ,1506.3,146.5,184.4,323.6,1592.4,1481.9,578.6,268.4,200.0,703.5,1474.1,1522.8,1429.8,658.2,66.2,1524.3,213.6,1195.5,186.3,599.5,1243.3,1209.2,264.4,1610.5,1549.3,1549.4,1539.4,257.7,1162.4,12.2,1249.5,171.1,886.3,686.6,758.9,1510.6,592.9,234.7,775.0,280.7,188.5,635.6,546.8,54.8,965.0,1521.8,253.8,289.4,611.4,1507.2,625.6,1238.5,0.0,1553.2,1622.3,620.7,759.1,1623.6,134.4,1546.7,72.2,699.2,710.8,1517.5,1489.9,579.8,208.5,1549.0,1655.8,133.5,511.3,1644.4,573.3,1447.5,104.5,204.9,1136.4,1197.1,1229.4,1211.4,153.5,1539.0,288.7,209.3,302.5,1945.0,582.2,1634.6,1193.3,1159.3,715.2,1608.6,1543.6,1481.3,995.5,681.0,765.1,719.0,1236.2,96.5,675.0,242.8,1562.1,1550.0,691.4,663.8,709.6,1144.0,1643.0,1476.0,927.5,643.3,631.4,880.0,80.3,16.7,1663.0,1587.5,644.5,222.9,1201.3,1464.8,1163.5,1617.4,1527.4,666.0,720.4,889.6,1162.5,125.7,1583.3,70.5,1201.0,1563.5,1538.1,131.3,982.7,1139.0,97.9,135.3,1483.0,1588.5,1282.6,90.6,1593.8,1054.5,1539.5,1195.2,1518.4,816.0,1511.6,1175.6,1521.9
IR,74.8,1507.3,1522.1,1364.8,156.6,124.4,1064.3,1345.9,1598.3,1089.7,126.8,170.7,121.6,1111.7,1527.0,88.5,1611.9,824.3,1389.0,1085.2,565.8,582.4,1467.1,174.7,255.2,218.3,245.3,1298.9,394.6,1487.7,609.5,1612.6,724.6,1104.5,838.6,43.2,1046.4,1437.4,1161.2,1321.9,1563.7,1294.9,1206.1,1515.6,775.5,108.3,1358.1,1310.6,1090.5,53.4,1284.9,616.5,1500.0,0.0,200.8,1038.6,842.6,259.8,1575.9,131.0,1533.0,1117.1,1097.0,73.4,140.8,1065.5,1411.2,197.3,361.7,1419.9,1288.1,245.2,1059.0,103.5,1501.9,1407.6,765.2,825.9,660.0,584.6,1439.9,11.2,1329.9,1549.9,1343.7,2693.6,1241.5,198.8,566.5,788.1,1101.4,256.9,128.4,134.6,670.6,1077.6,832.4,821.3,691.8,1557.3,986.0,1363.2,268.0,114.2,1077.6,1117.3,982.1,517.2,207.2,154.8,653.7,1096.8,1175.1,761.7,1541.1,1483.2,266.9,156.0,1303.8,1425.6,574.5,136.1,395.7,297.1,129.7,1119.5,875.2,854.8,535.7,1528.1,289.0,1450.3,829.8,135.2,244.0,1469.5,551.1,594.6,1411.4,1518.5,188.9,257.6,616.7,1551.4,229.3,683.3,103.7,568.4,102.5,790.1,217.5,360.7,86.1
JB,186.3,1575.9,1590.7,1433.4,96.2,179.6,1132.9,1418.9,1666.9,1158.3,200.0,241.9,176.8,1180.3,1595.6,118.1,1680.5,892.9,1457.6,1153.8,632.4,651.0,1535.7,100.7,80.0,311.8,88.7,1367.5,463.2,1556.3,678.1,1681.2,793.2,1173.1,907.2,170.6,1115.0,1506.0,1229.8,1388.5,1632.3,1363.5,1274.7,1584.2,832.1,111.9,1426.7,1379.2,1156.1,126.6,1353.5,685.1,1568.6,192.6,0.0,1107.2,911.2,58.9,1644.5,198.5,1601.6,1185.7,1165.6,146.6,209.0,1134.1,1479.8,290.8,167.2,1488.5,1356.7,44.3,1127.6,158.7,1570.5,1472.5,833.8,894.5,728.6,653.2,1508.5,178.4,1398.5,1618.5,1412.3,2762.2,1310.1,127.1,635.1,856.7,1170.0,350.4,153.6,190.2,739.2,1146.2,901.0,889.9,760.4,1625.0,1054.6,1431.8,120.4,123.8,1153.0,1185.9,1050.7,585.8,75.6,195.1,722.3,1165.4,1243.7,830.3,1609.7,1551.8,360.4,192.3,1372.4,1494.2,643.1,209.3,464.3,96.2,202.9,1188.1,943.8,923.4,604.3,1596.7,88.1,1518.9,898.4,144.8,134.0,1538.1,619.7,663.2,1480.0,1587.1,151.0,56.7,685.3,1620.0,28.4,751.9,113.3,637.0,175.7,858.7,112.6,429.3,83.0
JI,1045.5,629.9,644.7,487.4,1131.6,1024.5,150.4,472.9,720.9,167.0,1013.3,1062.0,969.0,197.8,649.6,1063.5,734.5,749.5,516.7,178.6,713.2,748.4,589.7,1149.7,1088.5,1124.8,1078.4,421.5,701.6,610.3,719.4,735.2,443.2,65.8,312.0,1049.8,132.5,560.0,189.0,442.5,683.8,564.9,476.1,638.2,521.9,1061.0,480.7,433.2,173.6,1046.4,554.9,708.4,622.6,1092.4,1161.5,0.0,364.6,1162.8,698.5,1080.2,655.6,78.4,174.3,1056.7,1029.1,151.6,533.8,1103.8,1195.0,542.5,374.2,1183.6,145.1,986.7,624.5,530.2,690.4,751.1,699.3,750.6,562.5,1078.2,452.5,672.5,466.3,2082.5,511.5,1173.8,732.5,713.3,172.0,1163.4,1082.8,1020.5,549.5,80.9,318.2,290.1,706.1,679.0,191.7,485.8,1101.3,1089.2,161.7,203.4,187.8,683.2,1182.2,1010.1,481.5,182.9,261.2,451.1,663.7,605.8,1173.4,1126.7,573.8,548.2,740.5,1004.0,702.7,1156.6,1066.6,205.6,325.9,495.1,701.7,650.7,1122.5,572.9,755.0,1099.2,1077.3,592.1,521.9,608.9,534.0,641.1,1022.2,1128.8,752.5,674.0,1133.0,608.5,1078.7,734.4,1057.6,396.0,1050.8,714.8,1061.1
JK,819.3,722.8,737.6,580.3,905.4,794.9,379.9,561.4,813.8,405.3,787.1,835.8,742.8,427.3,742.5,837.3,827.4,451.4,609.6,400.8,499.2,547.9,682.6,923.5,862.3,898.6,852.2,514.4,475.4,703.2,505.4,828.1,127.1,420.1,84.8,823.6,362.0,652.9,476.8,537.4,776.7,510.4,421.6,731.1,193.8,834.8,573.6,526.1,403.1,820.2,500.4,494.4,715.5,866.2,935.3,354.2,0.0,936.6,801.3,854.0,748.5,432.7,412.6,830.5,802.9,381.1,626.7,877.6,968.8,635.4,569.2,957.4,374.6,760.5,717.4,619.4,392.3,453.0,485.3,524.4,655.4,852.0,545.4,765.4,559.2,2110.6,457.0,947.6,506.3,415.2,417.0,937.2,856.6,794.3,251.4,393.2,78.6,127.5,492.1,771.9,177.5,578.7,875.1,863.0,400.0,432.9,212.1,457.0,956.0,789.0,183.4,412.4,490.7,288.5,756.6,698.7,947.2,900.5,519.3,641.1,514.3,777.8,476.5,930.4,840.4,435.1,62.3,231.5,475.5,743.6,896.3,665.8,456.9,873.0,851.1,685.0,295.7,394.9,626.9,734.0,796.0,901.5,538.5,766.9,906.8,310.4,852.5,533.9,831.4,380.2,824.6,488.6,834.9
JO,249.7,1578.8,1593.6,1436.3,159.6,243.0,1135.8,1417.4,1669.8,1161.2,209.5,227.6,216.4,1183.2,1598.5,181.5,1683.4,895.8,1460.5,1156.7,637.3,653.9,1538.6,162.6,65.7,375.2,74.3,1370.4,466.1,1559.2,681.0,1684.1,796.1,1176.0,910.1,234.0,1117.9,1508.9,1232.7,1393.4,1635.2,1366.4,1277.6,1587.1,847.0,175.3,1429.6,1382.1,1162.0,190.0,1356.4,688.0,1571.5,256.0,63.3,1110.1,914.1,0.0,1647.4,251.5,1604.5,1188.6,1168.5,210.0,194.7,1137.0,1482.7,354.2,152.9,1491.4,1359.6,71.8,1130.5,222.1,1573.4,1479.1,836.7,897.4,731.5,656.1,1511.4,241.8,1401.4,1621.4,1415.2,2765.1,1313.0,189.0,638.0,859.6,1172.9,413.8,217.0,221.0,742.1,1149.1,903.9,892.8,763.3,1628.8,1057.5,1434.7,106.1,187.2,1149.1,1188.8,1053.6,588.7,137.5,180.8,725.2,1168.3,1246.6,833.2,1612.6,1554.7,423.8,255.7,1375.3,1497.1,646.0,200.2,467.2,81.9,232.2,1191.0,946.7,926.3,607.2,1599.6,73.8,1521.8,901.3,208.2,119.7,1541.0,622.6,666.1,1482.9,1590.0,136.7,42.4,688.2,1622.9,34.8,754.8,176.7,639.9,223.2,861.6,98.3,432.2,146.4
KF,1567.8,58.1,116.4,385.1,1653.9,1546.8,640.1,324.5,65.5,765.0,1535.6,1584.3,1491.3,719.7,67.7,1585.8,79.1,1257.0,252.9,668.3,1306.8,1270.7,325.9,1672.0,1610.8,1610.9,1600.7,329.1,1223.9,111.7,1311.0,36.6,947.8,748.1,820.4,1572.1,654.4,296.2,836.5,340.2,57.7,697.1,608.3,95.8,1014.5,1583.3,315.3,350.9,673.2,1568.7,687.1,1300.0,124.0,1614.7,1683.8,682.2,830.5,1685.1,0.0,1602.5,113.2,760.7,772.3,1579.0,1551.4,641.3,270.0,1610.5,1717.3,257.6,572.8,1705.9,634.8,1509.0,228.6,262.7,1197.9,1258.6,1290.9,1272.9,277.6,1600.5,350.2,74.8,364.0,1949.9,643.7,1696.1,1264.7,1220.8,776.7,1670.1,1605.1,1542.8,1057.0,742.5,826.6,780.5,1297.7,138.4,736.5,304.3,1623.6,1611.5,759.7,725.3,771.1,1205.5,1704.5,1532.4,989.0,704.8,692.9,941.5,123.1,107.2,1724.5,1649.0,706.0,284.4,1262.8,1536.2,1225.0,1678.9,1588.9,727.5,781.9,951.1,1224.0,37.3,1644.8,194.6,1262.5,1621.5,1599.6,255.4,1044.2,1200.5,222.0,46.9,1544.5,1651.1,1344.1,133.4,1655.3,1116.0,1601.0,1256.7,1579.9,820.9,1573.1,1237.1,1593.3
KJ,217.6,1500.6,1515.4,1358.1,199.9,147.7,1057.6,1339.2,1591.6,1083.0,80.6,71.4,138.2,1105.0,1520.3,119.9,1605.2,817.6,1387.4,1085.8,557.1,575.7,1460.4,218.0,155.9,348.0,145.8,1292.2,387.9,1481.0,602.8,1605.9,717.9,1097.8,831.9,186.0,1039.7,1430.7,1154.5,1313.2,1554.5,1288.2,1199.4,1508.9,768.8,166.6,1351.4,1303.9,1080.8,76.4,1278.2,609.8,1493.3,142.7,228.9,1031.9,835.9,230.2,1569.2,0.0,1526.3,1110.4,1090.3,55.9,41.5,1058.8,1404.5,327.0,262.4,1413.2,1281.4,251.0,1052.3,126.8,1495.2,1402.9,758.5,819.2,653.3,577.9,1433.2,128.5,1323.2,1543.2,1337.0,2686.9,1234.8,242.1,559.8,781.4,1094.7,386.6,159.8,113.0,663.9,1070.9,825.7,814.6,685.1,1549.7,979.3,1356.5,168.7,97.4,1077.7,1110.6,975.4,510.5,250.5,60.6,647.0,1090.1,1168.4,755.0,1534.4,1476.5,396.6,247.0,1297.1,1418.9,567.8,89.9,389.0,224.0,50.4,1112.8,868.5,848.1,529.0,1521.4,189.9,1443.6,823.1,83.0,144.7,1462.8,544.4,587.9,1404.7,1511.8,89.6,195.1,610.0,1544.7,200.4,676.6,102.8,561.7,23.4,783.4,118.2,354.0,129.4
KW,1516.4,105.8,179.1,333.7,1602.5,1492.0,588.7,278.5,159.3,713.6,1484.2,1532.9,1439.9,668.3,25.5,1534.4,172.9,1205.6,196.4,609.6,1253.4,1219.3,274.5,1620.6,1559.4,1559.5,1549.5,267.8,1172.5,50.0,1259.6,130.4,896.4,696.7,769.0,1520.7,603.0,244.8,785.1,290.8,147.8,645.7,556.9,10.5,975.1,1531.9,263.9,299.5,621.5,1517.3,635.7,1248.6,62.3,1563.3,1632.4,630.8,769.2,1633.7,93.7,1556.8,0.0,709.3,720.9,1527.6,1500.0,589.9,218.6,1559.1,1665.9,195.9,521.4,1654.5,583.4,1457.6,166.9,215.0,1146.5,1207.2,1239.5,1221.5,215.9,1549.1,298.8,168.6,312.6,1948.1,592.3,1644.7,1203.4,1169.4,725.3,1618.7,1553.7,1491.4,1005.6,691.1,775.2,729.1,1246.3,77.6,685.1,252.9,1572.2,1560.1,701.5,673.9,719.7,1154.1,1653.1,1486.1,937.6,653.4,641.5,890.1,61.4,45.5,1673.1,1597.6,654.6,233.0,1211.4,1474.9,1173.6,1627.5,1537.5,676.1,730.5,899.7,1172.6,85.0,1593.4,132.9,1211.1,1573.6,1548.2,193.7,992.8,1149.1,160.3,94.6,1493.1,1598.6,1292.7,71.7,1603.9,1064.6,1549.6,1205.3,1528.5,819.1,1521.7,1185.7,1532.0
KY,1102.2,686.6,701.4,544.1,1188.3,1077.8,207.1,525.2,777.6,151.6,1070.0,1118.7,1025.7,254.5,706.3,1120.2,791.2,806.2,568.3,228.0,769.9,805.1,646.4,1206.4,1145.2,1181.5,1135.3,478.2,758.3,667.0,776.1,791.9,499.9,48.8,368.7,1106.5,189.2,616.7,142.0,501.2,743.0,621.6,532.8,694.9,578.6,1117.7,537.4,489.9,233.3,1103.1,611.6,765.1,679.3,1149.1,1218.2,56.6,421.3,1219.5,755.2,1142.6,712.3,0.0,144.3,1113.4,1085.8,208.3,590.5,1160.5,1251.7,599.2,430.9,1240.3,201.8,1043.4,681.2,586.9,747.1,807.8,756.0,807.3,619.2,1134.9,509.2,729.2,523.0,2104.9,568.2,1230.5,789.2,770.0,125.0,1220.1,1139.5,1077.2,606.2,126.0,374.9,346.8,762.8,736.6,248.4,542.5,1158.0,1145.9,163.7,260.1,244.5,739.9,1238.9,1071.9,538.2,239.6,317.9,507.8,720.4,662.5,1230.1,1183.4,630.5,604.9,797.2,1060.7,759.4,1213.3,1123.3,262.3,382.6,551.8,758.4,707.4,1179.2,629.6,811.7,1159.4,1134.0,648.8,578.6,665.6,590.7,697.8,1078.9,1184.4,809.2,730.7,1189.7,665.2,1135.4,791.1,1114.3,452.7,1107.5,771.5,1117.8
LA,1086.1,702.2,717.0,559.7,1172.2,1065.1,222.7,545.2,793.2,7.3,1053.9,1102.6,1009.6,270.1,721.9,1104.1,806.8,790.1,589.0,250.9,753.8,789.0,662.0,1190.3,1129.1,1165.4,1119.0,493.8,742.2,682.6,760.0,807.5,483.8,143.5,352.6,1090.4,204.8,632.3,83.4,514.8,756.1,623.9,535.1,710.5,562.5,1101.6,553.0,505.5,245.9,1087.0,613.9,749.0,694.9,1133.0,1202.1,151.3,405.2,1203.4,770.8,1120.8,727.9,128.1,0.0,1097.3,1069.7,223.9,606.1,1144.4,1235.6,614.8,446.5,1224.2,217.4,1027.3,696.8,602.5,731.0,791.7,739.9,791.2,634.8,1118.8,524.8,744.8,538.6,2086.7,570.5,1214.4,773.1,753.9,4.3,1204.0,1123.4,1061.1,590.1,115.1,358.8,330.7,746.7,752.2,232.3,558.1,1141.9,1129.8,19.4,275.7,228.4,723.8,1222.8,1050.7,522.1,255.2,333.5,491.7,736.0,678.1,1214.0,1167.3,632.8,620.5,781.1,1044.6,743.3,1197.2,1107.2,277.9,366.5,535.7,742.3,723.0,1163.1,645.2,795.6,1139.8,1117.9,664.4,562.5,649.5,606.3,713.4,1062.8,1168.3,793.1,746.3,1173.6,649.1,1119.3,775.0,1098.2,436.6,1091.4,755.4,1101.7
LB,161.6,1488.0,1502.8,1345.5,143.9,91.7,1045.0,1326.6,1579.0,1070.4,53.3,97.2,88.9,1092.4,1507.7,75.8,1592.6,805.0,1369.7,1065.9,546.5,563.1,1447.8,162.0,181.7,305.1,171.8,1279.6,375.3,1468.4,590.2,1593.3,705.3,1085.2,819.3,130.0,1027.1,1418.1,1141.9,1302.6,1544.4,1275.6,1186.8,1496.3,756.2,110.6,1338.8,1291.3,1071.2,20.4,1265.6,597.2,1480.7,86.7,188.1,1019.3,823.3,247.1,1556.6,57.5,1513.7,1097.8,1077.7,0.0,67.3,1046.2,1391.9,284.1,288.2,1400.6,1268.8,232.5,1039.7,70.8,1482.6,1388.3,745.9,806.6,640.7,565.3,1420.6,72.5,1310.6,1530.6,1324.4,2674.3,1222.2,186.1,547.2,768.8,1082.1,343.7,115.7,67.2,651.3,1058.3,813.1,802.0,672.5,1538.0,966.7,1343.9,194.5,101.5,1058.3,1098.0,962.8,497.9,194.5,81.3,634.4,1077.5,1155.8,742.4,1521.8,1463.9,353.7,191.0,1284.5,1406.3,555.2,62.6,376.4,249.8,56.2,1100.2,855.9,835.5,516.4,1508.8,215.7,1431.0,810.5,92.3,170.5,1450.2,531.8,575.3,1392.1,1499.2,115.4,220.9,597.4,1532.1,216.6,664.0,91.0,549.1,29.0,770.8,144.0,341.4,73.4
LE,221.9,1459.0,1473.8,1316.5,193.0,148.7,1016.0,1297.6,1550.0,1041.4,85.6,29.8,96.6,1063.4,1478.7,106.9,1563.6,776.0,1340.7,1036.9,517.5,534.1,1418.8,211.1,114.3,306.4,104.4,1250.6,346.3,1439.4,561.2,1564.3,676.3,1056.2,790.3,191.0,998.1,1389.1,1112.9,1273.6,1515.4,1246.6,1157.8,1467.3,727.2,159.7,1309.8,1262.3,1042.2,81.4,1236.6,568.2,1451.7,147.7,187.3,990.3,794.3,188.6,1527.6,56.7,1484.7,1068.8,1048.7,60.9,0.0,1017.2,1362.9,285.4,220.8,1371.6,1239.8,209.4,1010.7,114.3,1453.6,1359.3,716.9,777.6,611.7,536.3,1391.6,133.5,1281.6,1501.6,1295.4,2645.3,1193.2,235.2,518.2,739.8,1053.1,345.0,146.8,101.2,622.3,1029.3,784.1,773.0,643.5,1509.0,937.7,1314.9,127.1,84.4,1029.3,1069.0,933.8,468.9,243.6,13.9,605.4,1048.5,1126.8,713.4,1492.8,1434.9,355.0,240.1,1255.5,1377.3,526.2,80.4,347.4,182.4,37.4,1071.2,826.9,806.5,487.4,1479.8,148.3,1402.0,781.5,73.5,103.1,1421.2,502.8,546.3,1363.1,1470.2,48.0,153.5,568.4,1503.1,158.8,635.0,89.8,520.1,28.4,741.8,76.6,312.4,122.5
LF,1071.5,588.1,602.9,445.6,1157.6,1050.5,24.9,426.7,679.1,213.5,1039.3,1088.0,995.0,125.8,607.8,1089.5,692.7,775.5,474.9,35.1,739.2,774.4,547.9,1175.7,1114.5,1150.8,1104.4,379.7,727.6,568.5,745.4,693.4,469.2,196.6,338.0,1075.8,102.9,518.2,285.0,400.7,642.0,523.1,434.3,596.4,547.9,1087.0,438.9,391.4,48.1,1072.4,513.1,734.4,580.8,1118.4,1187.5,130.7,390.6,1188.8,656.7,1106.2,613.8,209.2,220.8,1082.7,1055.1,0.0,492.0,1129.8,1221.0,500.7,332.4,1209.6,19.6,1012.7,582.7,488.4,716.4,777.1,725.3,776.6,520.7,1104.2,410.7,630.7,424.5,2040.7,469.7,1199.8,758.5,739.3,225.2,1189.4,1108.8,1046.5,575.5,191.0,344.2,316.1,732.1,637.2,217.7,444.0,1127.3,1115.2,208.2,131.4,213.8,709.2,1208.2,1041.2,507.5,110.9,219.4,477.1,621.9,564.0,1199.4,1152.7,532.0,506.4,766.5,1030.0,728.7,1182.6,1092.6,133.6,351.9,521.1,727.7,608.9,1148.5,531.1,781.0,1128.7,1103.3,550.3,547.9,634.9,492.2,599.3,1048.2,1153.7,778.5,632.2,1159.0,634.5,1104.7,760.4,1083.6,422.0,1076.8,740.8,1087.1
LH,1409.6,187.9,202.7,226.9,1495.7,1385.2,481.9,162.5,278.9,606.8,1377.4,1426.1,1333.1,561.5,207.6,1427.6,292.5,1098.8,22.1,502.8,1146.6,1112.5,122.5,1513.8,1452.6,1452.7,1442.7,161.0,1065.7,168.3,1152.8,293.2,789.6,589.9,662.2,1413.9,496.2,92.8,678.3,184.0,244.3,538.9,450.1,196.2,868.3,1425.1,147.9,204.5,514.7,1410.5,528.9,1141.8,180.6,1456.5,1525.6,524.0,662.4,1526.9,256.5,1450.0,213.6,602.5,614.1,1420.8,1393.2,483.1,0.0,1452.3,1559.1,100.5,414.6,1547.7,476.6,1350.8,182.5,63.0,1039.7,1100.4,1132.7,1114.7,120.5,1442.3,192.0,230.5,205.8,1950.8,485.5,1537.9,1096.6,1062.6,618.5,1511.9,1446.9,1384.6,898.8,584.3,668.4,622.3,1139.5,237.9,578.3,136.9,1465.4,1453.3,594.7,567.1,612.9,1047.3,1546.3,1379.3,830.8,546.6,534.7,783.3,221.7,163.8,1566.3,1490.8,547.8,14.3,1104.6,1368.1,1066.8,1520.7,1430.7,569.3,623.7,792.9,1065.8,208.7,1486.6,130.9,1104.3,1466.8,1441.4,150.1,886.0,1042.3,92.0,199.1,1386.3,1491.8,1185.9,232.0,1497.1,957.8,1442.8,1098.5,1421.7,815.3,1414.9,1078.9,1425.2
LL,149.0,1322.4,1337.2,1179.9,244.5,261.0,1094.3,1161.0,1413.4,1119.7,253.2,301.9,208.9,1141.7,1342.1,237.4,1427.0,854.3,1204.1,1115.2,595.8,612.4,1282.2,262.6,328.4,46.2,318.5,1114.0,424.6,1302.8,639.5,1427.7,754.6,1134.5,868.6,153.3,1076.4,1252.5,1191.2,1137.0,1378.8,1233.6,1144.8,1330.7,805.5,164.5,1173.2,1125.7,1120.5,245.9,1223.6,646.5,1315.1,204.1,288.7,1068.6,872.6,347.7,1391.0,323.5,1348.1,1147.1,1127.0,265.9,269.0,1095.5,1226.3,0.0,434.9,1235.0,1168.8,333.1,1089.0,226.6,1317.0,1222.7,795.2,855.9,690.0,614.6,1255.0,215.4,1145.0,1365.0,1158.8,2685.7,1180.2,286.7,596.5,818.1,1131.4,59.6,186.3,260.4,700.6,1107.6,862.4,851.3,721.8,1372.4,1016.0,1178.3,341.2,243.1,1107.6,1147.3,1012.1,547.2,295.1,255.1,683.7,1126.8,1205.1,791.7,1356.2,1298.3,113.9,230.2,1242.5,1240.7,604.5,243.9,425.7,385.0,306.5,1149.5,905.2,884.8,565.7,1343.2,362.4,1265.4,859.8,264.1,317.2,1284.6,581.1,624.6,1226.5,1333.6,262.1,345.5,646.7,1366.5,317.2,713.3,232.6,598.4,295.0,820.1,290.7,390.7,202.3
LM,327.4,1581.5,1596.3,1439.0,237.3,271.2,1138.5,1420.1,1672.5,1163.9,212.2,230.3,219.1,1185.9,1601.2,259.2,1686.1,898.5,1463.2,1159.4,640.0,656.6,1541.3,241.8,110.5,428.9,119.1,1373.1,468.8,1561.9,683.7,1686.8,798.8,1178.7,912.8,311.7,1120.6,1511.6,1235.4,1396.1,1637.9,1369.1,1280.3,1589.8,849.7,253.0,1432.3,1384.8,1164.7,267.7,1359.1,690.7,1574.2,333.7,141.0,1112.8,916.8,142.3,1650.1,254.2,1607.2,1191.3,1171.2,255.6,197.4,1139.7,1485.4,407.9,0.0,1494.1,1362.3,163.1,1133.2,236.8,1576.1,1481.8,839.4,900.1,734.2,658.8,1514.1,319.5,1404.1,1624.1,1417.9,2767.8,1315.7,268.2,640.7,862.3,1175.6,467.5,294.7,223.7,744.8,1151.8,906.6,895.5,766.0,1631.5,1060.2,1437.4,60.3,264.9,1151.8,1191.5,1056.3,591.4,216.7,183.5,727.9,1171.0,1249.3,835.9,1615.3,1557.4,477.5,333.4,1378.0,1499.8,648.7,202.9,469.9,88.7,234.9,1193.7,949.4,929.0,609.9,1602.3,54.6,1524.5,904.0,271.0,84.3,1543.7,625.3,668.8,1485.6,1592.7,139.4,83.7,690.9,1625.6,112.5,757.5,254.4,642.6,225.9,864.3,115.9,434.9,224.1
LQ,1424.6,162.7,177.5,241.9,1510.7,1400.2,496.9,186.7,253.7,621.8,1392.4,1441.1,1348.1,576.5,182.4,1442.6,267.3,1113.8,104.6,525.1,1161.6,1127.5,182.7,1528.8,1467.6,1467.7,1457.5,176.0,1080.7,135.2,1167.8,268.0,804.6,604.9,677.2,1428.9,511.2,153.0,693.3,197.0,216.6,553.9,465.1,171.0,883.3,1440.1,172.1,207.7,520.1,1425.5,543.9,1156.8,122.9,1471.5,1540.6,539.0,677.4,1541.9,241.2,1459.3,188.4,617.5,629.1,1435.8,1408.2,498.1,126.8,1467.3,1574.1,0.0,429.6,1562.7,491.6,1365.8,113.8,123.2,1054.7,1115.4,1147.7,1129.7,19.9,1457.3,207.0,205.3,220.8,1925.6,500.5,1552.9,1111.6,1077.6,633.5,1526.9,1461.9,1399.6,913.8,599.3,683.4,637.3,1154.5,211.8,593.3,161.1,1480.4,1468.3,616.5,582.1,627.9,1062.3,1561.3,1394.3,845.8,561.6,549.7,798.3,196.5,138.6,1581.3,1505.8,562.8,141.2,1119.6,1383.1,1081.8,1535.7,1445.7,584.3,638.7,807.9,1080.8,183.5,1501.6,62.2,1119.3,1481.8,1456.4,81.4,901.0,1057.3,23.3,173.9,1401.3,1506.8,1200.9,206.8,1512.1,972.8,1457.8,1113.5,1436.7,830.3,1429.9,1093.9,1440.2
