from_stop,AA,AE,AN,AY,BG,BH,BK,BM,BN,BP,BS,BT,CE,CG,CI,CM,CT,CU,DA,DD,DG,DJ,DQ,DS,DT,EA,EC,ED,EE,EF,EH,EI,EP,EQ,ES,EW,EX,EZ,FB,FL,FM,FP,FT,GA,GB,GE,GF,GI,GK,GL,GO,GR,GT,GU,GY,HA,HH,HK,HM,HN,HO,HV,IB,IE,IF,II,IV,IX,JA,JB,JK,JL,JM,JN,JQ,JS,JZ,KG,KH,KI,KN,KP,KR,KS,KW,LD,LE,LF,LG,LL,LT,LX,LY,LZ,MB,MD,MG,MJ,MO,MS,MT,MW,MZ,NE,NG,NI,NJ,NR,NU,NW,NZ,OH,OL,OP,OX,OY,PC,PD,PF,PH,PI,PJ,PK,PL,PM,PO,PP,PR,QB,QG,QH,QI,QN,QQ,QT,QX,RI,RK,RM,RS,RX,SC,SE,SH,SM,SQ,SV,SW,SX,SZ,TE,TL,TW,TX,UC,UN,UO,UZ,VE,VL,VP,VZ,WA,WH,WI,WJ,WS,WV,XC,XG,XJ,XK,XO,XP,XU,YD,YE,YG,YI,YJ,YK,YM,YT,YV,YZ,ZA,ZB,ZH,ZI,ZN,ZV
SQ,437.7,407.7,317.6,363.9,193.3,111.4,228.0,274.6,170.5,258.9,290.0,279.8,166.4,159.7,262.3,415.5,206.0,159.0,321.5,408.7,206.8,127.5,570.4,234.0,215.9,164.7,349.8,15.3,435.5,387.5,164.9,282.0,234.6,291.5,329.3,411.4,302.5,242.2,387.5,227.8,117.7,327.7,231.9,54.6,121.1,509.7,307.9,303.8,328.5,125.5,434.6,390.6,97.8,137.7,374.7,121.2,321.3,306.7,341.2,326.0,319.0,101.7,228.9,158.8,55.7,127.7,241.7,1206.6,338.1,190.9,133.5,443.2,295.0,140.1,246.4,195.2,473.3,214.9,366.9,170.9,155.0,284.5,463.0,287.2,138.2,427.1,204.6,187.1,350.7,302.8,66.6,170.1,107.9,240.8,104.9,498.2,260.5,186.1,256.9,271.4,241.3,335.2,155.2,111.1,184.5,357.8,156.9,177.6,60.7,195.4,295.6,448.2,210.4,188.1,190.9,498.0,49.8,474.7,264.7,416.5,251.4,94.6,162.6,189.5,140.4,221.5,311.1,286.2,419.2,154.6,222.1,245.5,279.9,256.5,275.4,147.6,425.7,185.0,286.7,237.7,168.7,512.7,381.5,392.4,431.0,0.0,155.5,166.9,242.1,161.2,249.1,292.8,351.2,300.1,455.1,67.8,564.0,420.8,266.3,162.2,258.0,237.0,115.2,254.7,385.3,196.3,362.6,295.2,386.2,243.3,295.2,325.4,269.0,273.1,296.6,296.0,369.4,368.0,125.9,224.7,78.1,309.1,117.7,491.0,291.5,129.5,319.7,208.9,516.3,264.2,265.2
SV,470.1,440.1,350.0,396.3,78.3,32.9,257.6,259.9,202.9,156.3,322.4,312.2,178.1,44.7,294.7,447.9,96.3,73.0,320.1,441.1,238.2,55.5,602.8,78.4,248.3,136.5,382.2,176.9,462.6,419.9,49.9,314.4,249.0,323.9,361.7,443.8,246.5,274.6,419.9,262.0,150.1,360.1,385.3,102.9,92.6,542.1,230.0,336.2,360.9,184.5,467.0,423.0,183.5,170.1,407.1,105.8,260.1,339.1,373.6,358.4,351.4,193.4,199.8,191.2,116.8,17.1,268.7,1360.0,365.5,35.3,176.5,475.6,327.4,88.7,278.8,85.5,505.7,174.8,399.3,61.2,92.6,316.9,495.4,319.6,52.9,459.5,55.9,111.3,381.6,241.6,89.8,55.1,260.7,193.6,54.6,530.6,213.3,126.2,289.3,224.2,273.7,367.6,86.6,48.4,98.7,390.2,128.3,210.0,120.4,227.8,294.2,480.6,91.0,220.5,205.3,530.4,182.5,507.1,303.5,448.9,233.6,217.2,109.8,142.3,12.7,253.9,343.5,320.0,451.6,187.0,248.0,169.4,236.3,288.9,307.8,132.2,458.1,217.4,350.5,275.0,153.9,545.1,413.9,424.8,463.4,153.4,0.0,181.3,289.1,51.5,281.5,205.6,383.6,197.5,480.4,153.5,596.4,453.2,163.7,55.1,287.0,269.4,147.6,287.1,417.7,222.0,395.0,327.6,418.6,257.7,192.6,324.0,301.4,303.1,329.0,264.7,401.8,400.4,96.8,278.9,124.5,336.3,270.5,523.4,323.9,114.1,352.1,53.3,548.7,296.6,162.6
SW,380.2,350.2,203.0,272.2,159.2,203.4,170.5,217.1,55.9,185.1,175.4,165.2,86.7,149.7,170.6,323.8,160.5,251.9,264.0,315.8,92.2,219.5,478.7,272.8,101.3,279.9,235.2,167.1,378.0,295.8,144.5,190.3,67.6,190.8,237.6,319.7,245.0,184.7,330.0,136.1,76.3,236.0,203.9,146.6,179.9,428.9,250.4,212.1,213.9,71.0,342.9,333.1,98.7,46.3,317.2,236.4,254.2,215.0,249.5,268.5,261.5,216.4,149.2,66.9,170.9,203.6,111.0,1226.9,280.6,229.7,63.0,385.7,180.4,160.9,131.8,215.5,415.8,135.2,275.2,191.4,136.4,192.8,405.5,170.1,157.6,369.6,220.9,279.1,257.5,245.3,158.6,139.3,141.3,149.8,218.6,410.9,169.5,290.4,156.2,180.4,124.2,243.5,247.2,212.4,127.8,266.1,100.2,55.5,112.1,80.8,238.1,390.7,289.2,130.6,23.9,440.5,164.5,417.2,150.1,359.0,193.9,209.3,105.9,114.0,181.2,104.4,219.4,151.8,327.5,97.1,67.8,165.8,222.4,144.4,160.8,262.8,368.2,70.4,169.1,185.1,97.9,455.2,270.6,334.9,339.3,180.1,194.3,0.0,107.7,211.2,191.6,234.4,259.5,226.3,363.4,117.9,472.3,363.3,192.5,181.6,105.6,145.3,76.5,137.6,293.6,83.4,305.1,203.5,294.5,76.3,221.4,267.9,154.4,156.1,235.9,242.2,308.3,276.3,241.1,117.6,96.0,217.4,153.5,433.5,176.9,244.7,228.0,247.7,424.6,149.6,191.4
SX,333.5,404.6,127.1,262.2,270.8,278.5,235.6,282.2,112.8,229.3,143.0,110.2,145.3,261.3,161.7,290.3,272.1,327.0,329.1,297.1,77.5,294.6,365.2,384.4,67.6,347.0,159.3,170.8,435.1,329.2,256.1,142.9,55.7,83.0,271.0,328.3,310.1,239.1,363.6,194.4,187.9,269.4,141.4,221.7,288.2,369.9,315.5,202.1,138.0,172.3,261.2,388.9,181.4,157.9,371.6,303.5,328.9,243.9,268.0,322.9,315.9,220.1,207.8,125.5,239.6,294.8,187.6,1119.1,282.7,341.3,164.3,440.1,92.2,272.5,27.7,327.1,431.5,193.8,283.8,303.0,248.0,182.8,459.9,172.5,269.2,383.8,332.5,354.2,259.3,310.4,233.7,250.9,145.0,208.4,287.2,347.5,228.1,357.5,48.4,239.0,178.7,202.5,325.7,287.5,239.4,293.9,211.8,122.3,204.0,87.9,303.2,437.8,388.5,185.0,90.4,469.9,168.2,431.4,136.4,413.4,259.0,192.5,217.5,193.8,292.8,151.4,252.8,44.0,318.4,151.5,75.9,224.4,287.1,66.0,154.2,329.9,345.5,98.3,106.6,239.5,179.1,402.1,216.8,389.3,307.7,190.7,305.9,111.5,0.0,322.8,246.0,278.6,253.5,270.5,297.3,173.5,413.3,350.4,236.7,296.1,43.1,187.0,188.1,192.1,233.8,91.7,359.5,236.9,303.1,22.7,265.6,333.0,160.2,80.2,293.5,292.9,316.9,242.8,308.2,50.4,207.6,121.5,154.8,375.6,101.0,311.8,186.8,359.3,351.4,88.3,235.6
SZ,470.2,440.2,350.2,378.4,52.4,48.0,206.0,208.3,203.1,104.7,322.6,312.4,172.3,76.0,276.8,430.0,44.7,103.0,275.0,423.2,238.4,70.6,584.9,104.1,248.5,155.4,382.4,192.0,462.7,402.0,70.8,296.5,255.0,324.1,343.8,425.9,194.9,274.7,420.0,244.1,156.1,342.2,391.3,118.0,124.4,535.1,178.4,318.3,361.1,190.5,449.1,423.1,198.6,176.1,407.2,120.9,208.5,321.2,355.7,358.5,351.5,208.5,148.2,191.4,131.9,32.2,256.2,1363.6,365.6,59.7,182.5,475.7,327.6,121.8,279.0,33.9,505.8,123.2,381.4,9.6,125.7,299.0,495.5,316.3,86.0,459.6,43.3,130.2,363.7,190.0,104.9,82.3,275.8,188.8,69.7,512.7,219.3,167.2,289.5,222.5,278.3,349.7,101.7,63.5,62.7,372.3,134.3,216.0,153.5,228.0,249.1,480.7,132.0,226.5,211.3,530.5,197.6,507.2,303.7,449.0,182.0,232.3,115.8,148.3,45.8,258.5,325.6,320.2,433.7,193.0,254.0,117.8,184.7,289.1,308.0,147.3,458.2,217.6,356.5,275.1,159.9,545.2,396.0,424.9,445.5,168.5,40.9,187.3,295.1,0.0,281.6,154.0,365.7,145.9,462.5,168.6,578.5,453.3,112.1,88.2,293.0,251.5,153.6,291.7,399.8,228.0,395.1,309.7,400.7,263.7,141.0,278.9,301.6,303.3,329.1,213.1,401.9,382.5,125.6,284.9,153.1,318.4,285.6,523.5,324.1,129.2,334.2,92.2,530.8,296.8,111.0
TE,188.5,158.5,271.0,136.8,246.3,274.3,65.5,112.1,141.1,180.2,188.7,214.6,117.0,236.8,119.8,169.3,241.3,322.8,87.1,162.5,176.4,290.4,324.2,359.9,186.5,350.8,298.9,274.1,181.0,156.6,231.6,139.5,222.3,189.9,132.8,164.1,120.0,6.8,138.3,87.1,130.0,96.8,342.1,217.5,250.8,260.5,145.4,161.3,263.6,222.3,188.4,141.4,250.0,153.9,125.5,307.3,110.2,121.8,92.3,76.8,119.9,355.0,170.2,129.4,241.8,290.6,99.2,1100.5,83.9,316.8,214.3,194.0,217.0,231.8,217.0,296.3,224.1,165.5,127.1,272.2,225.3,142.0,213.8,159.3,228.5,177.9,301.7,350.0,100.3,110.2,229.5,226.4,312.5,173.8,289.5,252.0,137.2,361.3,226.2,126.3,159.1,176.8,321.5,283.3,216.7,126.9,177.1,193.8,184.3,166.0,79.6,199.0,372.5,60.9,223.2,248.8,308.6,225.5,195.4,167.3,88.9,353.4,194.8,165.5,268.3,146.0,114.6,258.2,179.4,95.0,239.0,196.1,117.0,227.1,174.1,333.7,176.5,155.6,352.4,43.5,150.8,263.5,169.8,143.2,191.2,250.6,281.4,199.2,245.7,292.0,0.0,130.3,154.7,168.9,201.8,226.9,317.8,171.6,172.3,255.4,288.9,94.5,132.5,145.7,136.7,259.8,113.4,99.1,146.4,275.6,141.6,83.1,171.6,241.3,97.5,76.9,120.2,156.6,312.0,288.8,166.9,161.4,322.3,241.8,263.8,315.6,177.2,334.8,270.1,208.5,173.4
TL,316.1,286.1,273.9,224.3,156.2,209.7,51.9,54.2,162.0,49.8,191.6,217.5,137.9,174.5,122.7,275.9,110.9,264.7,120.9,269.1,197.3,232.3,430.8,232.1,207.4,317.1,301.8,295.0,308.6,247.9,169.3,142.4,243.2,192.8,189.7,271.8,40.8,120.6,265.9,90.0,150.9,188.1,363.0,238.4,270.0,381.0,87.5,164.2,266.5,243.2,295.0,269.0,270.9,174.8,253.1,282.6,54.4,167.1,201.6,204.4,197.4,370.2,112.3,150.3,262.7,193.9,102.1,1209.5,211.5,204.7,235.2,321.6,219.9,251.0,250.1,165.9,351.7,93.7,227.3,141.8,194.2,144.9,341.4,162.2,206.0,305.5,171.3,291.9,209.6,35.9,250.4,164.1,333.4,101.4,231.4,358.6,79.3,328.9,229.1,68.4,162.0,195.6,263.4,225.2,130.6,218.2,180.0,214.7,205.2,186.9,95.0,326.6,293.7,81.8,243.3,376.4,329.5,353.1,198.3,294.9,27.9,374.3,170.8,147.5,206.0,166.9,171.5,291.3,279.6,115.9,259.9,68.3,30.6,248.0,177.0,309.0,304.1,176.5,385.5,121.0,152.3,391.1,241.9,270.8,291.4,271.5,202.6,219.3,278.8,161.6,127.5,0.0,211.6,38.5,308.4,247.8,424.4,299.2,41.9,235.8,322.0,97.4,153.4,148.6,245.7,280.7,241.0,155.6,246.6,295.7,11.2,124.8,174.5,262.2,175.0,59.0,247.8,228.4,287.3,309.7,187.8,164.3,343.2,369.4,266.7,290.9,180.1,220.2,376.7,229.4,43.0
TW,225.7,295.4,249.0,79.1,333.6,379.6,152.8,199.4,216.4,267.5,156.2,178.7,222.3,324.1,97.8,165.1,328.6,428.1,206.0,157.1,211.2,395.7,311.9,447.2,218.8,456.1,276.9,379.4,322.3,137.1,318.9,117.5,260.9,167.9,21.9,161.0,220.5,141.6,196.3,109.4,235.3,77.3,354.5,322.8,356.1,262.1,232.7,79.8,241.6,291.6,153.4,230.9,319.3,247.6,260.2,412.6,201.1,71.6,84.9,213.7,169.8,426.2,257.5,223.5,347.1,378.0,147.0,1054.5,128.8,404.1,283.6,330.9,193.9,337.1,225.2,383.6,323.7,261.5,116.5,359.5,330.6,62.3,350.7,160.3,333.8,276.0,389.0,455.3,74.6,210.7,334.8,313.7,351.1,261.1,394.8,239.7,224.5,466.6,204.2,213.6,160.1,81.2,423.4,388.6,320.2,107.4,282.4,276.8,288.3,204.6,180.1,330.0,459.8,165.2,288.2,362.1,374.3,323.6,171.1,304.2,176.2,419.1,300.1,270.8,355.6,181.5,40.1,266.4,168.8,200.3,277.6,286.0,204.3,253.3,152.1,439.0,237.7,201.9,360.6,114.9,256.1,294.3,82.9,280.1,180.6,364.0,368.7,264.2,253.9,379.3,148.5,217.6,0.0,256.2,196.6,332.2,305.5,242.6,259.6,357.8,295.0,104.2,237.8,146.7,100.5,293.4,250.3,65.2,135.8,276.7,228.9,202.0,155.4,267.5,144.2,177.4,149.6,83.2,417.3,304.4,272.2,139.4,360.9,267.8,241.8,420.9,95.7,422.1,257.8,200.3,260.7
TX,366.5,336.5,324.3,274.7,139.9,193.4,102.3,104.6,149.9,33.5,223.6,229.4,125.8,148.1,173.1,326.3,94.6,248.4,171.3,319.5,185.2,216.0,481.2,215.8,195.3,300.8,352.2,282.9,359.0,298.3,142.9,192.8,231.1,243.2,240.1,322.2,91.2,171.0,316.3,140.4,138.8,238.5,350.9,226.3,243.6,431.4,56.7,214.6,316.9,219.1,345.4,319.4,246.8,162.7,303.5,266.3,104.8,217.5,252.0,254.8,247.8,353.9,81.5,151.0,250.6,177.6,152.5,1259.9,261.9,188.4,211.1,372.0,244.6,224.6,225.8,149.6,402.1,85.5,277.7,125.5,177.9,195.3,391.8,202.5,179.6,355.9,155.0,275.6,260.0,86.3,238.3,137.7,333.1,67.1,215.1,409.0,104.8,312.6,230.0,115.7,156.6,246.0,247.1,208.9,114.3,268.6,163.7,202.6,193.1,174.8,145.4,377.0,277.4,121.4,215.7,426.8,317.4,403.5,204.7,345.3,78.3,362.2,145.7,113.2,179.6,136.8,221.9,267.0,330.0,103.8,259.6,52.0,81.0,235.9,209.0,292.7,354.5,164.4,360.9,171.4,133.1,441.5,292.3,321.2,341.8,259.4,186.3,191.7,254.5,145.3,177.9,50.3,262.0,0.0,358.8,235.7,474.8,349.6,25.6,209.4,297.4,147.8,141.3,170.0,296.1,256.6,291.4,206.0,297.0,268.1,37.3,175.2,202.6,250.1,225.4,109.4,298.2,278.8,271.0,309.4,175.7,214.7,342.9,419.8,270.9,274.6,230.5,203.9,427.1,199.3,26.7
UC,74.1,170.0,268.4,128.7,443.3,489.3,266.4,320.7,299.5,377.2,242.4,232.4,332.0,433.8,227.3,40.4,438.3,537.8,275.2,48.4,256.0,505.4,82.0,556.9,254.3,565.8,308.3,444.2,164.9,162.6,428.6,208.5,329.1,187.3,200.3,65.9,321.9,230.3,95.4,219.1,345.0,134.5,352.8,432.5,465.8,104.7,342.4,215.8,279.0,401.3,54.0,130.6,429.0,357.3,131.3,522.3,302.5,207.5,177.8,160.5,271.2,493.5,367.2,312.2,456.8,487.7,256.7,956.0,124.5,513.8,393.3,199.3,214.4,446.8,244.6,493.3,166.3,371.2,97.5,469.2,440.3,211.8,225.9,290.4,443.5,118.6,498.7,565.0,170.1,312.1,444.5,423.4,418.4,370.8,504.5,86.7,334.2,587.2,223.6,323.3,290.2,179.7,538.9,498.3,435.7,162.9,392.1,332.6,398.0,274.6,281.5,172.6,573.3,274.9,363.8,208.5,441.6,166.2,265.0,178.8,285.9,465.9,409.8,380.5,465.3,301.8,182.1,285.8,41.0,310.0,349.3,395.7,314.4,275.2,253.6,548.7,80.3,285.0,380.0,221.2,379.9,136.9,123.6,154.7,24.5,457.2,478.4,377.8,273.3,489.0,223.4,327.3,192.6,365.9,0.0,441.9,148.1,85.2,372.8,473.3,314.4,225.6,353.3,276.8,97.3,364.9,143.4,166.6,78.2,296.1,338.6,271.2,282.4,289.3,245.6,282.5,97.0,144.7,527.0,323.8,387.7,181.9,430.6,110.4,261.2,530.6,199.0,531.8,68.2,238.7,370.4
UN,407.4,377.4,287.3,333.6,163.0,104.9,197.7,244.3,140.2,228.6,259.7,249.5,136.1,129.4,232.0,385.2,186.9,153.4,291.2,378.4,175.5,121.0,540.1,227.5,185.6,181.4,319.5,104.7,399.9,357.2,134.6,251.7,171.2,261.2,299.0,381.1,272.2,211.9,357.2,199.3,87.4,297.4,322.7,48.1,114.6,479.4,277.6,273.5,298.2,57.6,404.3,360.3,29.9,107.4,344.4,137.9,291.0,276.4,310.9,295.7,288.7,185.6,198.6,128.5,72.4,121.2,206.1,1297.3,302.8,184.4,65.6,412.9,264.7,111.2,216.1,188.7,443.0,184.6,336.6,164.4,124.7,254.2,432.7,256.9,107.9,396.8,198.1,180.6,318.9,272.5,60.1,139.8,197.3,210.5,120.1,467.9,230.2,191.9,226.6,241.1,211.0,304.9,152.1,113.9,154.2,327.5,126.6,147.3,30.4,165.1,265.3,417.9,214.9,157.8,142.7,467.7,139.2,444.4,240.8,386.2,221.1,184.0,132.3,159.2,133.9,191.2,280.8,257.3,388.9,124.3,154.2,215.2,249.2,226.2,245.1,164.3,395.4,154.7,287.9,212.3,143.1,482.4,351.2,362.1,400.7,81.2,149.0,118.7,226.5,154.7,218.8,262.5,320.9,269.8,417.7,0.0,533.7,390.5,236.0,134.8,224.4,206.7,84.9,224.4,355.0,128.2,332.3,264.9,355.9,195.1,264.9,295.1,238.7,240.4,266.3,265.7,339.1,337.7,142.6,185.1,47.8,273.6,207.1,460.7,261.2,146.2,289.4,202.4,486.0,233.9,234.9
UO,144.1,245.8,370.5,257.5,578.6,624.6,397.8,444.4,401.6,512.5,380.0,334.5,467.3,569.1,369.8,169.2,573.6,673.1,410.5,176.0,366.3,640.7,72.3,692.2,356.4,701.1,410.4,546.3,245.7,297.9,563.9,351.0,431.2,289.4,335.6,206.9,457.2,361.7,242.2,356.6,480.3,269.8,454.9,567.8,601.1,180.5,477.7,345.5,381.1,536.6,182.8,216.7,564.3,492.6,207.1,657.6,438.0,342.8,309.2,275.8,406.5,595.6,502.5,414.3,592.1,623.0,392.0,1058.1,264.4,649.1,528.6,275.1,316.5,582.1,346.7,628.6,242.1,506.5,232.8,604.5,575.6,340.6,295.9,425.7,578.8,194.4,634.0,700.3,300.5,447.4,579.8,558.7,520.5,506.1,639.8,93.3,469.5,711.6,325.7,458.6,425.5,309.4,671.8,633.6,565.2,298.2,527.4,434.7,534.6,376.7,416.8,248.4,704.8,411.2,465.9,280.5,543.7,242.0,400.1,254.6,421.2,568.0,545.1,515.8,600.6,403.9,317.4,387.9,182.0,445.3,451.4,531.0,449.3,374.8,391.2,684.0,156.1,387.1,482.1,351.6,501.1,212.7,253.3,230.5,171.3,600.9,613.7,509.2,375.4,624.3,354.8,462.6,328.7,501.2,180.9,577.2,0.0,161.0,504.6,605.7,418.6,360.9,482.8,412.1,226.1,467.2,219.2,301.9,225.0,398.2,473.9,406.5,423.9,389.0,384.1,414.1,225.8,274.4,662.3,425.9,517.2,289.2,530.3,186.2,363.3,665.9,328.7,667.1,90.6,340.8,505.7
UZ,16.9,84.7,337.0,162.1,440.1,468.1,259.3,305.9,334.9,374.0,284.6,301.0,310.8,430.6,274.4,73.8,435.1,516.6,254.4,80.6,332.8,484.2,154.9,553.7,322.9,544.6,376.9,467.9,84.6,202.5,425.4,255.6,397.7,255.9,240.2,111.5,313.8,200.6,97.0,261.2,323.8,174.4,421.4,411.3,444.6,88.8,339.2,250.1,347.6,416.1,87.4,55.6,443.8,347.7,46.0,501.1,277.7,247.4,213.8,114.7,311.1,548.8,364.0,323.2,435.6,484.4,293.0,1024.6,169.0,510.6,408.1,114.0,283.0,425.6,313.2,490.1,81.0,359.3,137.4,466.0,419.1,245.2,134.8,330.3,422.3,33.3,495.5,543.8,205.1,295.9,423.3,420.2,487.0,367.6,483.3,82.7,331.0,555.1,292.2,320.1,330.1,214.0,515.3,477.1,410.5,202.8,370.9,387.6,378.1,343.2,273.4,87.3,566.3,254.7,417.0,119.4,502.4,80.9,304.7,93.5,282.7,534.5,388.6,359.3,462.1,339.8,222.0,354.4,86.6,288.8,417.9,389.9,310.8,341.3,295.8,527.5,4.9,353.6,448.6,237.3,344.6,120.4,157.9,69.4,75.9,444.4,475.2,393.0,341.9,485.8,193.7,324.1,233.3,362.7,85.5,420.7,148.5,0.0,366.1,449.2,385.1,265.5,326.3,316.7,130.7,433.7,58.1,206.5,129.6,364.7,335.4,250.4,328.5,355.5,288.7,270.7,130.4,179.0,505.8,392.4,360.7,255.7,496.8,94.5,329.8,509.4,233.3,528.6,112.3,307.3,367.2
VE,361.5,328.0,275.2,266.2,114.2,167.7,89.9,107.7,131.6,4.3,233.1,238.9,100.8,132.5,164.6,317.8,68.9,219.2,162.8,309.8,164.4,190.3,472.7,190.1,177.0,275.1,307.4,282.7,355.8,289.8,127.3,184.3,212.8,234.7,231.6,313.7,82.7,162.5,307.8,134.1,148.3,230.0,332.6,229.6,224.5,422.9,66.2,206.1,308.4,216.4,336.9,310.9,244.1,156.0,295.0,240.6,86.7,209.0,243.5,249.8,239.3,328.2,91.0,116.4,248.1,151.9,144.0,1251.4,258.4,162.7,208.4,363.5,254.1,209.0,207.5,123.9,393.6,48.2,272.7,99.8,152.2,186.8,386.8,204.1,164.0,347.4,129.3,249.9,253.0,77.8,224.6,122.1,303.0,76.6,189.4,404.9,114.3,276.0,239.5,110.3,166.1,237.5,218.0,183.2,88.6,260.1,138.0,195.9,195.1,156.5,136.9,368.5,255.5,122.7,205.3,415.0,317.3,395.0,211.3,336.8,69.8,352.0,128.8,96.9,164.0,146.3,213.4,248.7,321.5,113.3,229.5,26.3,72.9,220.1,218.5,267.0,346.0,146.1,342.9,158.0,115.3,433.0,283.8,312.7,336.8,267.3,160.6,177.8,236.2,119.6,169.4,41.8,257.0,33.7,357.4,239.0,466.3,341.1,0.0,196.7,277.3,139.3,149.1,179.5,287.6,254.1,282.9,197.5,288.5,256.0,28.8,166.7,212.1,234.2,213.7,97.2,289.7,270.3,245.3,279.3,179.0,211.4,315.2,411.3,249.1,248.9,222.0,178.2,418.6,208.8,1.1
VL,455.1,425.1,335.0,381.3,87.7,72.8,249.3,270.7,187.9,182.5,307.4,297.2,174.6,54.1,279.7,432.9,127.5,127.8,329.5,424.9,224.2,95.4,587.8,146.3,233.3,180.2,367.2,181.2,447.6,404.9,59.3,299.4,252.0,308.9,346.7,428.8,272.7,259.6,404.9,249.2,135.1,345.1,388.3,114.2,34.5,527.1,256.2,321.2,345.9,187.5,452.0,408.0,164.0,155.1,392.1,145.7,276.7,324.1,358.6,343.4,336.4,233.3,226.0,176.2,148.9,77.1,259.1,1345.0,355.5,103.2,179.5,460.6,312.4,30.6,263.8,125.5,490.7,201.0,384.3,101.2,102.0,301.9,480.4,304.6,62.3,444.5,123.8,155.0,368.1,267.8,101.1,64.5,273.8,203.0,94.5,520.0,222.7,183.2,274.3,233.6,258.7,352.6,123.1,88.3,108.1,375.2,124.8,195.0,90.1,212.8,303.6,465.6,162.7,205.5,208.3,515.4,215.7,492.1,282.1,433.9,259.8,257.1,119.2,151.7,54.7,238.9,328.5,305.0,436.6,172.0,251.0,195.6,262.5,273.9,292.8,172.1,443.1,202.4,353.5,258.1,145.7,530.1,398.9,409.8,448.4,165.8,67.8,184.3,292.1,91.5,266.5,231.8,368.6,223.7,472.5,134.0,581.4,438.2,186.4,0.0,290.0,254.4,132.6,272.1,402.7,225.0,380.0,312.6,403.6,260.7,218.8,333.4,286.4,288.1,314.0,290.9,386.8,385.4,150.4,281.9,95.5,321.3,283.6,508.4,308.9,154.0,337.1,121.2,533.7,281.6,188.8
VP,365.2,438.6,161.1,296.2,279.5,291.6,273.5,327.8,146.8,261.0,177.0,144.2,179.3,270.0,195.7,324.3,280.8,337.8,363.1,332.3,112.2,307.7,399.2,393.1,101.6,360.1,193.3,181.6,464.1,363.2,264.8,176.9,64.4,117.0,305.0,360.0,344.1,273.1,397.6,226.2,196.6,303.4,98.2,234.8,297.9,403.9,349.5,236.1,172.0,181.0,295.2,422.9,194.5,166.6,405.6,316.6,353.3,277.9,299.7,354.6,349.9,233.2,241.8,157.2,250.4,307.9,231.3,1153.1,312.1,350.0,173.0,474.1,126.2,281.2,61.7,335.8,465.5,225.5,315.5,311.7,256.7,216.8,491.6,206.5,277.9,417.8,341.2,367.3,291.7,344.4,246.8,259.6,158.1,242.4,300.3,385.9,262.1,381.5,82.4,273.0,212.7,236.5,333.1,300.6,248.1,327.9,220.5,131.0,218.4,121.9,337.2,471.8,402.0,220.0,99.1,507.7,181.3,465.4,176.8,447.4,293.0,219.2,226.2,232.0,301.5,185.4,286.8,78.0,352.4,185.5,84.6,258.4,321.5,102.5,188.2,343.0,379.5,132.3,63.4,268.6,213.5,436.1,250.8,423.3,339.4,194.6,314.6,120.2,33.9,331.5,280.0,312.6,285.2,304.5,338.4,186.6,447.3,384.4,267.2,299.6,0.0,221.0,194.5,226.1,267.8,100.2,393.5,270.9,337.1,31.4,299.6,367.0,194.2,116.6,324.3,330.6,350.9,276.8,321.3,77.1,216.3,150.3,170.3,409.6,132.7,324.9,220.8,368.0,385.4,122.3,269.6
VZ,238.8,246.2,176.4,126.8,229.3,275.3,48.5,95.1,128.2,163.2,94.1,120.0,118.0,219.8,25.2,170.1,224.3,323.8,142.0,163.3,153.6,291.4,325.0,342.9,162.3,351.8,204.3,275.1,268.7,142.1,214.6,44.9,188.3,95.3,83.9,166.0,123.0,80.7,201.3,7.3,131.0,82.3,281.9,218.5,251.8,275.2,128.4,66.7,169.0,187.3,189.2,229.1,215.0,143.3,213.2,308.3,141.8,61.3,95.8,164.5,149.4,356.0,153.2,119.2,242.8,273.7,42.7,1112.0,138.4,299.8,179.3,281.7,122.4,232.8,152.6,279.3,311.8,157.2,121.5,255.2,226.3,47.4,301.5,64.7,229.5,265.6,284.7,351.0,103.8,123.3,230.5,209.4,278.5,156.8,290.5,252.8,120.2,362.3,131.6,109.3,64.5,98.1,322.5,284.3,215.9,112.4,178.1,172.5,185.3,132.0,116.1,286.7,355.5,61.9,183.9,336.5,309.6,313.2,100.8,255.0,71.9,354.4,195.8,166.5,251.3,101.8,65.7,193.8,173.8,96.0,205.0,181.7,100.0,180.7,79.5,334.7,250.8,129.3,288.0,81.1,151.8,307.4,144.4,230.9,185.6,251.6,264.4,159.9,181.3,275.0,87.6,113.3,105.8,151.9,202.6,227.9,318.6,255.7,155.3,256.4,224.5,0.0,133.5,51.1,148.2,224.8,201.1,49.8,140.8,204.1,124.6,145.9,77.0,194.9,127.0,131.4,154.6,130.9,313.0,231.8,167.9,66.8,288.3,280.9,169.2,316.6,82.6,317.8,270.9,141.6,156.4
