from_stop,AE,AH,AI,AM,AO,AQ,AR,AW,BC,BQ,BT,BX,CB,CJ,CT,DN,DP,DQ,DV,EG,EK,EP,EV,FL,FZ,GB,GE,GK,GQ,GR,GU,GZ,HE,HQ,ID,II,IK,IQ,IT,IU,JD,JM,JO,JX,KA,KD,KL,LF,LI,LT,LW,LY,MF,MG,MI,MJ,MK,MT,MU,MV,NC,NG,OI,OP,OQ,OW,PC,PZ,QL,QP,QW,QY,RD,RU,SC,SH,SI,SN,SP,SR,SX,TD,TH,TM,TS,TU,UA,UB,UH,UU,VB,VJ,WA,XA,XQ,XR,XT,YC,YK,YN,YS,YU,ZD,ZP,ZR,ZW,ZX
NG,2053.4,177.8,269.3,149.1,146.5,40.9,164.7,146.5,146.7,317.0,41.8,118.1,266.4,34.5,358.7,187.8,310.7,210.2,46.7,25.9,116.0,248.4,297.7,37.1,197.3,281.4,165.5,39.2,113.0,155.6,269.2,230.8,116.0,305.6,389.1,339.8,327.2,338.7,218.7,238.2,137.1,100.5,180.3,257.8,218.5,185.9,335.8,246.2,138.1,121.6,113.5,225.1,369.4,141.8,6.2,364.7,193.5,378.2,287.7,306.6,136.6,0.0,369.2,248.2,39.5,342.5,91.0,329.8,145.8,41.6,212.2,288.3,169.4,399.2,159.6,230.9,90.1,260.8,178.3,122.2,224.9,187.7,131.0,349.9,187.2,141.0,201.4,149.2,311.6,41.0,326.7,53.0,171.2,241.1,135.7,268.3,192.9,190.9,308.9,171.9,262.9,301.5,133.4,148.0,293.9,149.1,417.4
OI,2187.8,213.4,150.9,329.1,326.5,364.4,197.9,326.5,326.7,48.9,384.1,403.8,111.2,306.4,100.8,446.5,122.3,526.3,377.2,408.6,303.5,140.7,69.2,379.4,179.8,108.4,208.9,381.5,322.9,251.8,129.6,544.6,303.5,100.1,39.3,71.7,99.1,70.3,534.8,143.4,432.1,438.8,229.7,71.1,164.5,177.5,48.5,132.8,450.3,414.5,293.5,154.2,0.1,260.2,365.2,35.9,486.4,72.9,150.3,78.1,382.0,342.2,0.0,80.7,301.4,54.4,304.6,78.1,356.6,394.4,117.8,97.7,161.0,49.4,253.3,156.4,482.1,131.5,197.3,415.1,104.6,181.5,466.2,62.6,169.7,433.9,183.9,238.4,102.4,383.3,78.3,335.5,413.1,146.5,310.7,95.3,176.7,234.3,107.1,188.3,171.5,110.9,237.9,328.0,120.9,329.1,73.9
OP,2225.1,131.3,70.1,248.3,245.7,283.6,117.1,245.7,245.9,68.7,303.3,323.0,30.4,225.6,148.6,365.7,82.8,445.5,296.4,327.8,222.7,59.9,49.4,298.6,99.0,33.1,128.1,300.7,242.1,167.5,48.8,442.9,222.7,57.3,119.8,91.5,80.0,90.4,454.0,62.6,349.2,392.0,148.9,9.5,83.7,96.7,87.5,47.0,350.2,333.7,212.7,73.4,80.2,179.4,296.2,116.4,405.6,129.9,77.6,58.3,304.6,261.4,80.4,0.0,220.6,94.2,223.6,81.5,275.8,313.6,37.0,40.0,108.4,129.9,172.5,76.4,401.3,50.7,116.3,334.3,23.8,106.2,385.4,109.7,88.9,353.1,103.1,157.6,63.3,308.8,78.4,249.7,332.3,65.7,234.9,20.0,95.9,153.5,51.8,107.5,87.3,53.2,157.1,247.2,45.6,248.3,143.8
OQ,2079.1,139.5,229.7,109.5,106.9,29.0,175.8,106.9,107.1,277.4,82.6,156.6,226.8,4.9,319.1,254.5,271.1,251.0,87.5,66.7,133.0,208.8,258.1,77.9,157.7,241.8,125.9,80.0,130.0,168.8,229.6,289.3,133.0,285.9,328.5,300.2,287.6,299.1,259.5,198.6,166.3,104.5,140.7,218.2,183.6,146.3,296.2,211.6,187.7,167.3,73.9,185.5,288.9,177.2,34.4,311.9,239.2,340.4,248.1,267.0,190.0,40.7,289.1,208.6,0.0,302.9,51.6,287.0,106.7,67.3,172.6,248.7,126.7,338.6,176.6,192.1,130.9,221.2,175.2,167.9,185.3,148.1,171.8,310.3,147.6,186.7,161.8,164.5,272.0,81.8,287.1,55.7,221.1,201.5,91.1,228.7,153.3,151.3,269.3,132.3,226.7,261.9,93.8,108.4,254.3,109.5,352.5
OW,2231.2,212.2,149.7,327.9,325.3,363.2,196.7,325.3,325.5,29.7,382.9,402.6,110.0,305.2,46.3,445.3,121.1,525.1,376.0,407.4,302.3,139.5,68.0,378.2,178.6,107.2,207.7,380.3,321.7,250.6,128.4,543.4,302.3,98.9,117.4,52.5,97.9,69.1,533.6,142.2,430.9,437.6,228.5,69.9,163.3,176.3,66.5,131.6,449.1,413.3,292.3,153.0,59.2,259.0,364.0,82.2,485.2,110.7,116.8,76.9,380.8,341.0,59.4,79.5,300.2,0.0,303.4,76.9,355.4,393.2,116.6,96.5,159.8,106.6,252.1,155.2,480.9,130.3,196.1,413.9,103.4,180.3,465.0,80.6,168.5,432.7,182.7,237.2,101.2,382.1,77.1,334.3,411.9,145.3,309.5,94.1,175.5,233.1,105.9,187.1,170.3,109.7,236.7,326.8,119.7,327.9,122.8
PC,2156.4,182.4,273.9,153.7,151.1,80.2,219.8,151.1,151.3,321.4,151.8,167.2,271.0,92.4,329.6,240.9,283.0,296.5,147.4,135.9,144.0,242.6,302.1,147.1,201.9,286.0,169.9,149.2,141.0,209.5,273.8,293.7,144.0,305.2,372.7,344.4,298.3,345.4,304.8,239.2,200.2,210.7,151.4,292.6,212.7,190.5,340.4,250.8,201.2,184.7,118.1,229.5,332.9,169.8,103.8,355.9,249.2,382.8,258.8,311.2,179.8,109.9,333.3,252.8,73.6,358.4,0.0,321.2,92.4,126.8,216.8,292.9,174.0,390.1,187.6,224.9,200.1,262.0,219.2,185.3,229.5,186.5,236.4,372.1,191.8,204.1,206.0,177.2,316.2,157.3,331.1,71.0,207.5,242.3,137.7,272.9,197.5,195.5,280.0,176.5,263.7,306.1,138.0,152.6,298.5,153.7,396.7
PZ,2245.3,205.6,144.4,322.6,320.0,357.9,191.4,320.0,320.2,82.0,377.6,397.3,104.7,299.3,60.4,440.0,92.4,519.8,370.7,402.1,297.0,132.7,44.7,372.9,173.3,101.9,202.4,375.0,316.4,242.0,123.1,517.2,297.0,80.6,131.5,104.8,78.5,70.1,528.3,136.9,423.5,466.3,223.2,64.6,156.5,171.0,100.8,121.3,424.5,408.0,287.0,147.7,93.5,253.7,358.7,129.7,472.5,143.2,70.7,53.6,375.5,335.7,93.7,74.2,294.9,89.0,297.9,0.0,350.6,387.9,111.3,91.2,182.7,120.7,298.6,149.2,475.6,125.0,190.8,408.6,98.1,175.0,459.7,132.5,163.2,427.4,177.4,231.9,98.1,376.8,91.7,324.0,406.6,140.0,309.2,88.8,170.2,227.8,100.6,181.8,161.6,104.4,231.4,321.5,114.4,322.6,157.1
QL,2148.9,70.2,161.2,171.6,169.0,215.5,107.8,169.0,169.2,208.9,278.3,262.1,193.1,226.6,236.6,331.8,188.6,376.9,227.8,259.7,154.1,149.4,189.6,273.6,89.7,173.3,57.4,275.7,173.5,96.8,161.1,374.8,154.1,203.4,307.7,232.2,205.6,252.2,385.4,146.0,280.6,323.9,58.2,199.9,124.7,77.8,227.7,138.1,281.6,265.1,136.0,117.5,220.9,108.7,227.6,256.6,329.6,272.4,165.6,198.5,280.1,236.4,220.6,140.6,232.1,265.2,146.9,228.0,0.0,245.5,138.4,180.7,61.8,296.9,162.7,132.4,332.7,168.8,107.0,265.7,116.8,73.8,316.8,259.4,79.6,284.5,93.8,96.0,203.5,283.8,218.6,181.6,314.7,149.1,158.7,160.2,110.8,82.8,186.8,64.3,170.7,193.4,80.4,170.5,185.8,171.6,284.0
QP,2029.5,214.8,305.0,137.0,139.6,36.3,191.3,139.6,139.4,352.7,89.7,145.7,302.1,70.2,394.4,250.8,346.4,268.2,94.6,73.8,142.6,284.1,333.4,85.0,209.4,317.1,201.2,87.1,139.6,178.3,304.9,286.5,142.6,361.2,437.0,375.5,362.9,374.4,276.7,298.5,174.0,111.6,216.0,293.5,258.9,228.4,371.5,286.9,192.2,156.4,175.5,260.8,364.2,168.4,44.7,400.4,228.3,415.7,323.4,342.3,186.3,47.8,364.4,283.9,75.2,378.2,126.6,362.3,173.8,0.0,247.9,324.0,202.0,447.1,186.2,267.4,138.0,303.3,204.7,157.0,260.6,223.4,178.9,385.6,222.9,175.8,237.1,175.8,347.3,88.9,362.4,65.3,217.4,283.6,156.7,304.0,228.6,199.0,344.6,207.6,326.6,337.2,169.1,138.1,329.6,137.0,465.3
QW,2188.0,72.8,57.0,211.2,208.6,212.6,80.0,208.6,208.8,104.7,266.2,257.7,54.1,187.9,176.6,328.6,120.6,380.2,231.1,250.3,157.4,97.8,85.4,261.5,61.9,69.1,91.0,263.6,176.8,136.1,56.9,377.6,157.4,98.4,155.8,127.5,116.0,126.4,388.7,25.9,283.9,326.7,111.8,72.0,72.6,60.9,123.5,33.9,284.9,268.4,175.6,36.3,116.2,142.3,218.0,152.4,340.3,165.9,121.3,94.3,264.1,224.3,116.4,35.9,183.5,130.2,186.5,117.5,210.5,248.3,0.0,76.0,71.3,165.9,190.2,80.3,314.5,84.8,79.2,269.0,12.6,80.4,320.1,137.6,51.8,287.8,66.0,99.1,99.3,265.4,114.4,184.4,295.2,65.1,197.8,56.0,91.4,116.4,87.8,70.4,50.6,89.2,120.0,210.1,81.6,211.2,179.8
QY,2280.7,186.9,101.2,303.9,301.3,339.2,172.7,301.3,301.5,81.2,358.9,378.6,91.3,280.6,153.1,421.3,77.3,501.1,352.0,383.4,278.3,115.5,61.9,354.2,154.6,67.5,183.7,356.3,297.7,226.6,87.9,498.5,278.3,56.9,132.3,104.0,92.5,102.9,509.6,137.1,404.8,447.6,204.5,66.1,139.3,152.3,100.0,121.6,405.8,389.3,268.3,157.4,92.7,235.0,340.0,128.9,453.8,144.2,118.5,70.8,360.2,317.0,92.9,55.5,276.2,106.7,279.2,94.0,331.4,369.2,92.6,0.0,164.0,142.4,223.7,132.0,456.9,106.3,179.9,389.9,79.4,161.8,441.0,114.1,165.2,408.7,150.4,213.2,75.8,364.4,90.9,305.3,387.9,121.3,290.5,80.0,151.5,209.1,81.9,163.1,115.5,13.2,212.7,302.8,55.7,303.9,156.3
RD,2157.3,30.3,120.5,180.5,177.9,181.3,66.6,177.9,178.1,168.2,244.6,227.9,117.6,192.9,249.6,297.6,182.3,343.2,194.1,225.5,120.4,116.2,148.9,239.9,48.5,132.6,60.3,242.0,139.8,142.7,120.4,340.6,120.4,161.9,219.3,191.0,179.5,182.6,351.7,89.4,246.9,289.7,81.1,135.5,86.3,37.1,187.0,97.4,247.9,231.4,144.9,76.3,179.7,135.4,182.1,215.9,295.9,229.4,178.6,157.8,243.1,202.7,179.9,99.4,197.9,193.7,209.1,181.0,173.5,211.3,63.4,139.5,0.0,229.4,122.0,98.7,299.0,112.0,65.8,232.0,76.1,49.7,283.1,201.1,38.4,250.8,52.6,55.3,162.8,243.8,177.9,147.4,281.0,92.3,167.1,119.5,60.7,166.0,151.3,39.7,114.1,152.7,89.3,179.4,145.1,180.5,243.3
RU,2165.4,254.9,192.4,370.6,368.0,405.9,239.4,368.0,368.2,90.4,425.6,445.3,152.7,347.9,142.3,488.0,163.8,567.8,418.7,450.1,345.0,182.2,110.7,420.9,221.3,149.9,250.4,423.0,364.4,293.3,171.1,586.1,345.0,141.6,10.8,113.2,140.6,111.8,576.3,184.9,473.6,480.3,271.2,112.6,206.0,219.0,90.0,174.3,491.8,456.0,335.0,195.7,41.6,301.7,418.5,46.7,527.9,118.4,191.8,119.6,423.5,383.7,41.4,122.2,342.9,95.9,346.1,119.6,398.1,435.9,159.3,139.2,202.5,0.0,294.8,197.9,523.6,173.0,238.8,456.6,146.1,223.0,507.7,104.1,211.2,475.4,225.4,279.9,143.9,424.8,119.8,377.0,454.6,188.0,352.2,136.8,218.2,275.8,148.6,229.8,213.0,152.4,279.4,369.5,162.4,370.6,97.9
SC,2175.5,84.1,166.3,259.9,257.3,133.7,36.1,257.3,257.5,214.0,197.0,173.1,163.4,145.3,285.9,250.0,229.9,295.6,146.5,177.9,72.8,216.7,194.7,192.3,54.2,178.4,148.4,194.4,92.2,97.7,166.2,313.9,72.8,207.7,265.1,236.8,225.3,235.7,304.1,135.2,201.4,208.1,184.7,154.8,191.5,110.8,232.8,148.2,219.6,183.8,224.3,122.1,225.5,87.8,134.5,248.5,255.7,277.0,277.4,203.6,198.8,155.1,225.7,145.2,150.3,239.5,161.5,223.6,125.9,163.7,109.2,185.3,105.2,275.2,0.0,200.0,251.4,185.7,49.5,184.4,121.9,138.6,235.5,246.9,77.0,203.2,69.2,58.2,208.6,196.2,223.7,104.8,233.4,166.0,241.5,165.3,143.8,118.4,197.1,122.8,146.4,198.5,244.2,258.8,190.9,259.9,289.1
SH,2194.9,121.6,138.1,218.1,215.5,219.5,140.8,215.5,215.7,150.5,273.1,313.3,81.9,194.8,150.8,335.5,104.0,435.8,286.7,257.2,213.0,17.4,131.2,268.4,122.7,114.9,97.9,270.5,232.4,137.5,118.3,433.2,213.0,117.6,221.9,173.3,119.3,160.5,444.3,89.0,339.5,331.8,118.7,113.6,11.7,87.0,169.3,115.0,340.5,324.0,182.5,117.8,162.0,149.2,224.9,198.2,388.5,211.7,79.8,140.1,274.4,231.2,162.2,81.7,190.4,179.4,193.6,142.2,266.6,257.8,81.4,121.8,124.1,211.1,228.8,0.0,321.4,67.1,140.2,324.6,93.3,40.6,375.7,201.0,112.6,343.4,126.8,147.9,145.1,272.3,160.2,191.3,302.1,82.1,204.7,101.8,35.8,123.3,101.0,55.4,113.7,135.0,126.9,217.0,127.4,218.1,225.6
SI,2061.8,251.8,342.0,221.8,219.2,113.6,237.4,219.2,219.4,398.8,30.4,118.9,339.1,107.2,450.7,195.8,383.4,187.7,81.3,80.5,188.7,321.1,370.4,35.1,270.0,354.1,238.2,33.0,199.9,224.4,341.9,226.0,188.7,398.2,369.7,421.6,399.9,420.2,196.2,310.9,70.6,37.0,253.0,330.5,295.9,258.6,398.4,323.9,92.0,129.6,186.2,297.8,350.0,214.5,78.9,386.3,176.0,418.5,360.4,379.3,144.6,72.6,349.8,320.9,112.2,404.3,163.9,428.0,218.5,114.3,284.9,361.0,239.0,379.8,232.3,304.4,0.0,333.5,250.8,88.8,297.6,260.4,108.5,412.5,259.9,110.3,274.1,221.9,384.3,31.2,399.4,120.3,179.2,313.8,203.4,341.0,265.6,263.6,381.6,244.6,339.0,374.2,206.1,220.7,366.6,221.8,398.0
SN,2218.1,100.2,117.2,241.3,238.7,251.2,140.5,238.7,238.9,128.1,314.5,290.6,59.5,262.8,162.6,367.5,114.6,413.1,264.0,295.4,190.3,73.9,108.8,309.8,122.4,92.5,121.1,311.9,209.7,164.0,95.9,431.4,190.3,129.4,179.2,150.9,131.1,172.3,421.6,84.3,318.9,325.6,141.9,68.9,74.9,64.3,146.9,99.1,337.1,301.3,205.7,113.1,139.6,205.3,263.8,162.6,373.2,191.1,91.6,117.7,316.3,272.6,139.8,59.3,213.6,153.6,216.8,157.4,243.9,281.2,76.7,99.4,119.9,189.3,206.1,83.4,368.9,0.0,139.9,301.9,70.9,86.3,353.0,161.0,112.3,320.7,126.5,125.2,122.7,313.7,137.8,222.3,350.9,15.0,222.9,79.4,81.5,146.5,112.8,100.5,112.4,112.6,150.1,240.2,105.0,241.3,203.2
SP,2195.5,105.5,116.9,279.9,277.3,153.7,52.1,277.3,277.5,177.8,217.0,200.3,127.2,165.9,249.7,270.0,191.9,315.6,166.7,197.9,92.8,163.1,158.3,212.3,70.4,142.2,168.4,214.4,112.2,121.8,130.0,313.0,92.8,158.5,228.9,200.6,189.1,192.2,324.1,99.0,219.3,262.1,128.0,145.1,133.2,77.1,196.6,106.8,220.5,203.8,244.3,85.7,189.3,107.8,166.3,225.5,268.3,239.0,194.4,167.4,215.5,175.3,189.5,108.8,170.3,203.3,181.7,190.4,145.9,183.7,72.8,148.9,87.5,239.0,71.0,145.6,271.4,152.0,0.0,204.6,85.7,96.6,255.5,228.3,38.1,223.2,19.6,78.2,172.4,222.5,187.5,120.0,253.4,132.1,264.1,129.1,107.6,138.4,160.9,86.6,99.8,162.3,136.2,278.8,152.8,279.9,252.9
SR,2132.7,218.7,364.6,273.5,270.9,165.3,208.3,270.9,271.1,412.3,82.1,32.2,361.7,158.9,419.2,119.9,371.2,165.5,133.0,132.2,159.6,332.0,393.0,86.8,226.4,376.7,246.0,84.7,148.3,192.7,364.5,162.9,159.6,394.6,416.2,435.1,387.7,459.4,174.0,315.5,14.9,77.3,240.8,353.1,306.8,245.4,444.9,341.5,70.2,53.7,237.9,294.3,396.5,185.4,130.6,419.6,125.6,465.0,348.2,401.9,65.4,124.3,396.3,343.5,163.9,450.8,215.4,410.6,182.0,166.0,307.9,383.6,243.9,426.3,203.2,314.5,66.9,320.3,221.9,0.0,320.2,256.4,105.4,459.0,249.2,73.1,241.4,192.8,406.9,82.9,422.0,143.6,103.3,300.6,260.1,363.6,293.4,216.0,369.4,246.4,340.2,396.8,257.8,272.4,389.2,273.5,444.5
SX,2201.2,108.7,44.3,224.4,221.8,259.7,93.2,221.8,222.0,92.0,279.4,299.1,41.4,201.7,163.9,341.8,107.9,421.6,272.5,303.9,198.8,90.6,72.7,274.7,75.1,56.4,104.2,276.8,218.2,147.1,44.2,439.9,198.8,85.7,143.1,114.8,103.3,113.7,430.1,38.7,327.4,334.1,125.0,32.8,65.4,72.8,110.8,26.2,345.6,309.8,188.8,49.5,103.5,155.5,260.5,126.5,381.7,155.0,108.6,81.6,277.3,237.5,103.7,23.2,196.7,117.5,199.9,101.6,251.9,289.7,13.1,63.3,56.3,153.2,200.4,73.9,377.4,77.6,92.6,310.4,0.0,76.8,361.5,124.9,65.0,329.2,79.2,133.7,86.6,278.6,101.7,230.8,308.4,57.9,206.0,43.3,72.0,129.6,75.1,83.6,66.8,76.5,133.2,223.3,68.9,224.4,167.1
TD,2154.2,62.5,124.3,177.4,174.8,178.8,100.1,174.8,175.0,177.8,232.4,221.1,125.1,154.1,194.0,294.8,147.2,350.4,201.3,216.5,153.9,60.6,152.7,227.7,82.0,136.4,57.2,229.8,173.3,96.8,124.2,347.8,153.9,169.4,223.1,194.8,162.5,209.6,353.4,75.2,248.6,291.1,78.0,156.8,30.7,73.2,190.8,107.0,249.6,238.6,141.8,104.0,189.3,108.5,178.7,225.5,303.1,233.2,123.0,161.6,233.7,185.0,183.7,109.0,149.7,222.6,152.7,185.4,202.0,217.1,73.4,149.1,48.6,254.3,155.5,48.9,280.7,98.0,99.3,233.7,79.9,0.0,290.3,222.5,71.9,258.0,86.1,88.8,166.6,237.9,187.5,145.1,261.4,84.1,164.0,123.3,5.1,77.1,144.2,14.7,105.7,156.5,86.2,176.3,154.7,177.4,247.1
TH,2085.3,269.4,401.9,281.7,279.1,173.5,259.0,279.1,279.3,446.7,90.3,97.5,399.0,167.1,498.6,121.1,421.5,79.1,141.2,140.4,210.3,381.0,430.3,95.0,277.1,414.0,298.1,92.9,198.6,246.0,401.8,117.4,210.3,436.3,417.6,469.5,438.0,468.1,87.6,366.2,100.6,96.9,291.1,390.4,355.8,296.1,446.3,383.8,83.1,72.9,246.1,357.7,397.9,236.1,138.8,434.2,67.4,466.4,398.5,439.2,69.9,132.5,397.7,380.8,172.1,452.2,223.8,475.9,232.8,174.2,358.6,420.9,298.9,427.7,253.9,364.3,110.6,371.0,272.4,118.8,357.5,320.3,0.0,460.4,319.8,101.4,292.1,243.5,444.2,91.1,459.3,180.2,133.7,351.3,263.3,400.9,325.5,266.7,419.7,304.5,394.3,434.1,266.0,280.6,426.5,281.7,445.9
TM,2243.5,247.6,194.1,363.3,360.7,398.6,225.0,360.7,360.9,93.0,418.3,438.0,145.4,340.6,120.3,480.7,156.5,560.5,420.4,442.8,337.7,174.9,96.3,413.6,214.0,142.6,243.1,415.7,357.1,286.0,163.8,550.8,337.7,129.2,95.0,82.2,133.3,104.5,561.9,177.6,457.1,516.0,263.9,105.3,198.7,211.7,19.4,162.0,458.1,448.7,327.7,197.4,48.3,294.4,420.2,71.3,520.6,56.2,198.4,121.3,416.2,376.4,55.6,123.9,335.6,88.6,338.8,108.4,384.2,428.6,144.9,140.9,232.4,105.1,345.0,200.4,516.3,165.7,231.5,449.3,138.8,215.7,500.4,0.0,203.9,468.1,227.1,272.6,144.5,417.5,107.6,357.6,447.3,173.6,342.8,129.5,210.9,261.4,150.3,222.5,195.2,154.1,272.1,362.2,164.1,363.3,34.0
TS,2166.0,52.1,91.9,189.2,186.6,181.3,79.7,186.6,186.8,139.6,244.6,220.7,89.0,192.9,211.5,297.6,155.5,343.2,194.1,225.5,120.4,124.9,120.3,239.9,32.7,104.0,69.0,242.0,139.8,145.3,91.8,361.5,120.4,133.3,190.7,162.4,150.9,161.3,351.7,60.8,249.0,255.7,89.8,80.4,99.7,38.9,158.4,73.8,267.2,231.4,153.6,47.7,151.1,135.4,193.9,187.3,303.3,202.6,156.2,129.2,246.4,202.7,151.3,70.8,197.9,165.1,209.1,149.2,173.5,211.3,34.8,110.9,21.1,200.8,83.5,108.2,299.0,113.8,27.5,232.0,47.5,64.2,283.1,172.5,0.0,250.8,14.1,105.8,134.2,243.8,149.3,152.4,281.0,94.1,170.8,90.9,69.4,94.4,122.7,48.4,88.9,124.1,98.0,188.1,116.5,189.2,214.7
TU,2138.2,240.4,386.3,293.4,290.8,185.2,230.0,290.8,291.0,434.0,102.0,33.3,383.4,178.8,449.2,125.4,401.2,171.0,152.9,152.1,181.3,373.0,414.7,106.7,248.1,398.4,267.7,104.6,178.3,217.0,386.2,189.3,181.3,416.0,441.3,456.8,417.7,491.8,179.5,337.2,78.7,108.6,270.8,374.8,347.8,267.1,452.8,368.2,16.4,59.2,257.8,316.0,421.6,207.1,150.5,457.9,131.1,490.1,378.2,423.6,74.2,144.2,421.4,365.2,183.8,475.9,235.5,443.6,212.0,185.9,329.6,405.3,261.5,451.4,224.9,356.3,86.8,342.0,243.4,96.9,341.9,332.0,98.3,466.9,270.9,0.0,263.1,214.5,428.6,102.8,443.7,191.9,108.8,322.3,275.0,385.3,337.2,237.7,399.4,316.2,365.3,418.5,277.7,292.3,410.9,293.4,469.6
UA,2180.8,66.9,106.7,204.0,201.4,223.6,65.6,201.4,201.6,154.4,286.9,263.0,103.8,181.3,226.3,339.9,170.3,385.5,236.4,267.8,162.7,139.7,135.1,282.2,47.5,118.8,83.8,284.3,182.1,126.7,106.6,403.8,162.7,148.1,205.5,177.2,165.7,176.1,394.0,75.6,291.3,298.0,104.6,95.2,114.5,53.7,173.2,88.6,309.5,273.7,168.4,62.5,165.9,177.7,224.4,202.1,345.6,217.4,171.0,144.0,256.9,245.0,166.1,85.6,176.3,179.9,179.5,164.0,216.3,253.6,49.6,125.7,35.9,215.6,69.3,123.0,341.3,128.6,29.6,274.3,62.3,79.0,325.4,187.3,14.7,293.1,0.0,91.9,149.0,286.1,164.1,194.7,288.0,108.9,185.6,105.7,84.2,109.2,137.5,63.2,103.7,138.9,112.8,202.9,131.3,204.0,229.5
UB,2167.7,25.8,171.7,252.1,249.5,125.9,96.0,249.5,249.7,219.4,189.2,165.3,168.8,137.5,290.1,242.2,242.1,287.8,138.7,170.1,65.0,158.4,200.1,184.5,77.9,183.8,140.6,186.6,84.4,89.9,171.6,306.1,65.0,213.1,270.5,242.2,258.6,241.1,296.3,122.6,193.6,200.3,117.4,160.2,133.2,52.5,238.2,153.6,211.8,176.0,216.5,105.7,230.9,80.0,138.5,253.9,247.9,282.4,219.1,209.0,191.0,147.3,231.1,150.6,142.5,244.9,153.7,229.0,118.1,155.9,115.0,190.7,46.9,280.6,80.8,141.7,243.6,127.4,95.4,176.6,127.3,91.8,227.7,252.3,67.8,195.4,82.0,0.0,214.0,188.4,229.1,97.0,225.6,107.7,233.7,170.7,139.8,110.6,202.5,76.0,150.7,203.9,125.6,251.0,196.3,252.1,294.5
UH,2299.5,207.0,97.2,322.7,320.1,358.0,191.5,320.1,320.3,81.4,377.7,397.4,87.3,300.0,145.6,440.1,115.9,519.9,370.8,402.2,297.1,134.3,62.1,373.0,173.4,63.5,202.5,375.1,316.5,245.4,83.9,538.2,297.1,93.7,132.5,101.2,74.7,103.1,528.4,133.1,425.7,432.4,223.3,64.7,158.1,171.1,100.2,113.1,443.9,408.1,287.1,153.4,92.9,253.8,358.8,115.9,480.0,144.4,126.3,71.0,375.6,335.8,93.1,74.3,295.0,106.9,298.2,91.0,350.2,388.0,111.4,66.7,154.6,142.6,219.7,150.0,475.7,125.1,176.1,408.7,98.2,175.1,459.8,114.3,161.2,427.5,146.4,232.0,0.0,376.9,80.5,329.1,406.7,140.1,304.3,76.0,170.3,227.9,114.1,181.9,108.5,49.0,231.5,321.6,51.7,322.7,146.9
UU,2040.1,219.2,310.7,190.5,187.9,82.3,206.1,187.9,188.1,377.1,0.7,102.2,307.8,76.5,429.0,171.9,353.3,169.1,56.7,49.2,157.4,289.8,345.8,3.8,245.4,322.8,213.6,1.7,168.6,197.2,310.6,186.5,157.4,339.1,348.0,399.9,368.6,391.2,177.6,279.6,80.3,59.4,221.7,325.7,259.9,227.3,376.7,294.3,107.1,105.7,154.9,273.2,328.3,183.2,47.6,358.3,170.2,398.3,329.1,348.0,117.4,48.0,328.1,296.3,80.9,382.6,132.4,403.2,193.9,83.0,260.3,336.4,210.8,358.1,201.0,272.3,49.0,302.2,219.7,96.3,266.3,223.3,89.9,400.9,228.6,125.1,242.8,190.6,353.0,0.0,368.1,101.1,166.1,289.2,177.1,309.7,234.3,232.3,357.0,213.3,304.3,342.9,174.8,189.4,342.0,190.5,376.3
VB,2260.5,224.4,138.1,341.4,338.8,376.7,210.2,338.8,339.0,60.9,396.4,416.1,128.2,318.1,119.4,458.8,132.8,538.6,389.5,420.9,315.8,153.0,59.4,391.7,192.1,104.4,221.2,393.8,335.2,264.1,124.8,536.0,315.8,112.4,112.0,72.0,111.4,64.6,547.1,174.0,442.3,485.1,242.0,83.4,176.8,189.8,79.7,158.5,443.3,426.8,305.8,194.3,72.4,272.5,389.3,108.6,498.7,122.1,161.5,50.5,394.3,354.5,72.6,93.0,313.7,86.4,316.9,101.8,368.9,406.7,130.1,107.6,201.5,122.1,260.6,169.5,494.4,143.8,216.8,427.4,116.9,193.8,478.5,101.9,202.1,446.2,187.3,250.7,60.1,401.9,0.0,342.8,425.4,158.8,328.0,116.9,189.0,246.6,119.4,200.6,152.4,89.9,250.2,340.3,92.6,341.4,115.7
VJ,2110.0,132.2,276.8,160.0,157.4,33.8,120.5,157.4,157.6,324.5,105.4,109.1,273.9,45.4,339.7,180.0,292.8,231.6,82.5,89.5,71.8,263.5,305.2,100.7,138.6,288.9,176.4,102.8,68.8,104.9,276.7,229.0,71.8,306.5,375.6,347.3,308.2,346.2,240.1,227.7,135.3,178.1,161.3,291.8,233.6,157.6,343.3,253.7,136.3,119.8,124.4,236.0,336.0,97.6,57.2,359.0,191.7,387.5,268.7,314.1,115.5,63.5,336.2,255.7,50.4,350.0,61.6,331.1,103.0,80.4,220.1,295.8,180.3,385.7,115.4,246.0,153.7,232.5,134.0,120.4,232.4,192.8,171.5,357.4,161.4,139.2,153.6,105.0,319.1,104.6,334.2,0.0,146.6,212.8,146.6,275.8,203.8,128.2,289.9,182.8,252.4,309.0,144.3,158.9,301.4,160.0,399.6
