from_stop,AN,BA,BC,BF,BK,BN,CC,CD,CJ,CY,DF,DI,DJ,DL,DN,DV,EC,ED,EE,EF,ET,EZ,FG,FV,GC,GF,GJ,HD,HL,HO,HT,IE,IH,II,IL,IW,IX,KC,KF,KV,KY,LA,LP,LS,MD,MS,MX,NC,NF,NN,NR,NS,NY,OD,OF,OG,OJ,OK,ON,OP,PE,PM,PT,QF,QP,QQ,QW,QX,QY,RG,RP,RZ,SB,SE,SI,SV,TU,TX,UM,UV,UX,VE,VY,VZ,WA,WI,WN,WO,WQ,XA,XJ,XN,XO,XT,YH,YL,YP,YU,ZM,ZR
QW,262.3,102.1,428.0,106.3,217.4,336.0,203.8,216.3,294.1,214.3,282.1,169.2,225.9,462.6,182.6,103.5,421.9,40.2,223.2,473.0,258.2,231.6,187.4,165.2,251.4,52.6,385.7,248.0,105.8,156.4,190.9,324.6,253.3,274.4,186.7,234.0,92.0,101.6,247.8,197.4,244.2,219.3,202.2,263.5,149.9,2419.9,347.9,198.7,311.0,292.7,113.2,231.3,435.4,85.0,183.5,282.5,436.9,259.0,147.1,207.0,205.6,132.6,136.3,75.5,363.7,124.7,0.0,98.6,121.3,282.6,364.3,141.7,173.2,285.4,191.8,84.2,58.1,216.4,298.1,270.5,206.8,223.5,303.7,83.4,272.1,312.1,362.2,398.2,282.3,190.5,275.9,229.5,255.0,95.3,128.0,217.1,154.6,159.9,280.2,198.6
QX,331.9,123.2,342.4,90.5,287.0,295.0,162.8,175.3,253.1,283.9,241.1,238.8,277.6,421.6,141.6,173.1,336.3,138.2,182.2,432.0,217.2,283.3,257.0,242.5,210.4,55.9,300.1,207.0,12.4,254.5,242.6,283.6,338.3,233.4,238.4,193.0,50.6,150.5,321.2,270.8,329.2,288.9,161.2,333.1,108.9,2378.9,306.9,250.4,270.0,251.7,191.0,304.7,349.8,133.9,235.2,352.1,395.9,218.0,80.6,258.7,275.2,118.8,205.9,99.5,322.7,203.1,98.0,0.0,22.6,241.6,323.3,220.1,242.8,244.4,240.7,76.0,127.7,268.1,257.1,229.5,276.4,182.5,262.7,153.0,341.7,271.1,276.6,312.6,216.0,149.5,234.9,299.1,324.6,188.0,34.6,176.1,61.2,229.5,319.1,157.6
QY,354.6,145.9,362.8,113.2,309.7,317.7,185.5,195.7,275.8,306.6,263.8,261.5,300.3,442.0,164.3,195.8,356.7,160.9,204.9,472.7,239.9,306.0,279.7,265.2,233.1,78.6,320.5,229.7,35.1,277.2,265.3,304.0,361.0,256.1,261.1,215.7,73.3,173.2,343.9,293.5,351.9,311.6,183.9,355.8,131.6,2401.6,327.3,273.1,290.4,272.1,213.7,327.4,370.2,156.6,257.9,374.8,416.3,240.7,103.3,281.4,297.9,141.5,228.6,122.2,343.1,225.8,120.7,22.6,0.0,264.3,343.7,242.8,265.5,267.1,263.4,98.7,150.4,290.8,279.8,249.9,299.1,205.2,283.1,175.7,364.4,291.5,297.0,333.0,238.7,172.2,257.6,321.8,347.3,210.7,57.3,198.8,83.9,252.2,341.8,180.3
RG,301.4,144.6,167.3,229.8,274.1,87.0,137.3,19.7,147.3,308.7,107.8,224.1,274.6,224.2,136.1,266.7,138.9,206.5,156.7,201.6,112.2,280.3,244.1,257.0,124.7,231.5,102.7,122.4,191.3,212.6,239.6,93.8,299.4,49.8,235.4,81.9,229.2,157.1,273.8,294.8,308.5,276.0,65.8,320.2,84.2,2329.3,109.5,260.8,72.6,52.5,223.1,265.7,152.4,172.7,232.2,420.7,198.5,169.8,133.3,255.0,384.6,258.1,203.0,181.0,125.3,234.8,249.9,235.0,224.0,0.0,125.9,227.2,250.4,60.0,200.6,207.7,211.8,265.1,72.3,32.1,263.5,103.9,65.3,259.1,410.3,73.7,79.2,115.2,171.2,81.2,69.5,367.7,300.6,236.1,169.1,65.0,142.5,263.7,41.8,123.5
RP,441.8,299.6,222.8,370.2,414.5,219.2,250.3,159.5,144.3,449.1,262.8,376.3,415.0,242.3,276.5,407.1,247.1,346.9,297.1,249.6,134.8,420.7,384.5,397.4,187.5,371.9,174.5,145.0,331.7,353.0,380.0,175.9,439.8,137.8,375.8,188.6,369.6,297.5,414.2,435.2,448.9,416.4,220.4,460.6,224.6,2289.4,94.3,387.8,135.9,122.3,363.5,406.1,230.2,313.1,372.6,561.1,216.6,276.6,263.5,396.1,525.0,398.5,343.4,321.4,67.4,375.2,390.3,344.2,385.9,131.9,0.0,361.8,390.8,115.4,354.9,348.1,352.2,405.5,94.9,156.3,403.9,191.9,133.3,399.5,550.7,109.1,203.4,142.5,278.0,224.5,124.9,508.1,441.0,376.5,309.5,204.9,282.9,404.1,185.0,238.0
RZ,186.3,132.9,393.1,144.3,149.0,323.4,191.2,203.7,281.5,134.3,282.9,147.7,122.1,450.0,170.0,39.4,364.7,98.6,210.6,460.4,245.6,127.8,119.0,81.8,238.8,164.4,328.5,235.4,202.7,161.8,87.1,319.6,170.7,261.8,82.9,221.4,176.9,106.6,165.2,114.8,161.6,150.9,186.7,195.1,137.3,2407.3,342.4,108.3,298.4,280.1,75.9,148.7,378.2,122.2,79.7,263.7,424.3,262.6,144.7,102.5,224.1,120.0,109.2,133.9,351.1,7.5,136.3,210.4,233.1,225.7,351.7,0.0,104.8,269.1,170.1,160.6,88.3,112.6,285.5,257.9,138.4,210.9,291.1,76.9,253.3,299.5,305.0,341.0,247.8,177.9,263.3,210.7,186.6,48.8,180.5,204.5,153.9,91.5,267.6,186.0
SB,132.1,144.7,386.7,156.1,44.1,362.9,203.0,215.5,293.3,80.1,311.3,188.8,62.6,424.1,181.8,106.0,380.6,163.4,222.4,443.3,257.4,157.4,14.1,53.1,250.6,191.1,344.4,247.2,214.5,179.7,27.6,346.4,116.5,273.6,92.0,233.2,194.8,118.4,111.0,60.6,107.4,46.0,201.4,90.2,149.1,2419.1,347.1,124.5,310.2,291.9,87.7,94.5,394.1,134.0,54.5,209.5,404.5,258.2,146.3,106.6,134.1,131.8,121.0,166.5,362.9,74.1,190.9,227.0,249.7,281.8,363.5,60.7,0.0,284.6,179.5,193.2,115.4,116.0,297.3,269.7,33.5,222.7,302.9,123.7,199.1,311.3,320.9,356.9,239.3,189.7,275.1,156.5,81.7,112.9,192.3,216.3,165.7,13.3,339.3,197.8
SE,353.5,207.6,188.0,281.9,322.5,152.2,187.2,136.0,90.3,360.8,188.5,284.3,326.7,212.1,188.2,321.9,155.8,258.6,208.8,241.2,70.0,332.4,296.2,306.3,127.5,283.6,116.5,80.2,243.4,264.7,291.7,115.9,351.5,74.7,290.6,128.6,281.3,209.2,325.9,346.9,360.6,328.1,144.2,372.3,136.3,2304.7,101.1,295.8,60.5,66.0,275.2,317.8,191.7,224.8,284.3,472.8,186.4,208.6,181.7,304.1,449.7,310.2,258.2,233.1,100.7,286.9,302.0,255.9,278.6,76.6,101.3,275.6,302.5,0.0,261.1,259.8,260.2,317.2,47.7,100.0,315.6,97.9,70.2,311.2,465.5,34.8,143.4,112.3,218.0,136.2,5.7,419.8,352.7,288.2,221.2,144.9,190.9,315.8,87.7,157.8
SI,249.2,131.2,303.9,187.1,161.8,219.5,152.5,256.2,372.5,256.5,167.9,119.5,222.4,341.3,168.3,230.8,297.8,136.3,145.8,360.5,243.9,228.1,191.9,201.1,203.6,200.1,256.1,233.7,232.1,69.9,187.4,261.1,247.2,288.3,188.7,209.5,199.3,86.9,221.6,264.2,256.3,192.5,217.7,146.9,127.2,2405.6,283.5,195.2,246.6,254.1,204.0,213.5,311.3,102.5,180.0,368.5,321.7,184.4,134.6,203.5,351.6,118.3,142.4,156.3,300.4,215.5,188.7,239.1,261.8,228.0,363.7,166.6,209.0,290.7,0.0,183.0,159.6,212.9,311.6,206.1,171.1,200.8,237.6,214.9,384.9,259.5,238.1,274.1,104.3,233.1,294.7,315.5,173.6,186.1,204.4,202.2,183.3,222.3,204.3,208.1
SV,291.7,47.1,348.1,69.3,254.4,300.7,168.5,181.0,258.8,239.7,246.8,198.6,245.6,427.3,147.3,140.9,342.0,68.3,187.9,437.7,222.9,251.3,224.4,188.0,216.1,23.7,305.8,212.7,85.4,197.2,210.6,289.3,276.1,239.1,206.4,198.7,71.6,94.4,270.6,220.2,267.0,256.3,166.9,300.5,114.6,2384.6,312.6,218.4,275.7,257.4,136.0,254.1,355.5,77.8,203.2,319.9,401.6,223.7,111.8,226.7,243.0,97.3,165.7,23.5,328.4,147.5,65.8,78.2,100.9,247.3,329.0,164.5,210.2,250.1,184.6,0.0,95.5,236.1,262.8,235.2,243.8,188.2,268.4,120.8,309.5,276.8,282.3,318.3,225.1,155.2,240.6,266.9,292.0,118.1,107.6,181.8,131.2,196.9,244.9,163.3
TU,245.4,99.6,356.4,99.3,208.6,337.6,172.5,185.0,262.8,196.7,274.2,99.2,167.7,407.2,151.3,85.9,363.7,33.2,191.9,426.4,226.9,173.4,170.5,164.7,220.1,73.8,328.1,216.7,169.4,137.5,132.7,318.6,206.5,243.1,128.5,202.7,111.5,87.9,201.0,150.6,197.4,202.4,168.0,246.6,118.6,2388.6,323.7,153.9,279.7,259.6,104.5,184.5,377.2,78.0,125.3,265.6,387.6,243.9,126.6,148.1,204.7,101.3,78.7,68.5,332.4,116.6,70.9,162.2,184.9,207.0,333.0,125.6,156.3,257.2,166.2,95.2,0.0,158.2,266.8,241.0,189.9,192.2,272.4,66.5,254.5,280.8,304.0,340.0,225.4,159.2,244.6,212.6,238.1,48.5,161.8,185.8,146.2,139.3,228.1,181.4
TX,191.1,206.3,427.0,217.7,95.0,364.9,297.9,277.1,354.9,205.2,313.3,190.8,164.3,464.4,243.4,167.6,420.9,225.0,291.2,483.6,319.0,68.5,108.8,146.7,349.0,278.6,384.7,308.8,276.1,181.7,129.3,386.7,189.1,335.2,95.0,360.4,256.4,180.0,163.5,185.7,198.2,108.5,263.0,109.6,210.7,2480.7,428.9,79.1,392.0,399.5,149.3,155.4,434.4,195.6,121.9,334.6,444.8,329.8,207.9,10.4,259.2,193.4,208.9,228.1,445.8,135.7,252.5,288.6,311.3,383.6,509.1,122.3,125.0,436.1,181.5,254.8,177.0,0.0,358.9,351.5,84.4,284.3,388.5,185.3,324.2,404.9,361.2,397.2,241.3,251.3,336.7,281.6,76.1,174.5,253.9,347.6,227.3,138.3,341.3,259.4
UM,357.7,215.5,157.1,286.1,330.4,171.5,193.6,137.1,75.0,365.0,205.7,292.2,330.9,176.6,192.4,323.0,181.4,262.8,213.0,214.0,39.8,336.6,300.4,313.3,139.8,287.8,108.8,50.0,247.6,268.9,295.9,128.2,355.7,90.1,291.7,140.9,285.5,213.4,330.1,351.1,364.8,332.3,152.1,376.5,140.5,2284.2,79.9,303.7,74.9,74.6,279.4,322.0,164.5,229.0,288.5,477.0,150.9,225.8,179.4,312.0,440.9,314.4,259.3,237.3,80.2,291.1,306.2,260.1,282.8,84.2,80.8,277.7,306.7,67.7,270.8,264.0,268.1,321.4,0.0,108.6,319.8,122.9,85.6,315.4,466.6,61.4,155.7,76.8,230.3,140.4,77.2,424.0,356.9,292.4,225.4,157.2,198.8,320.0,127.9,165.7
UV,342.6,185.8,135.1,271.0,303.0,54.1,157.3,60.9,184.2,341.2,74.9,265.3,315.8,192.0,239.2,299.2,124.0,247.7,187.7,229.4,145.3,321.5,285.3,289.0,103.8,264.0,68.7,155.5,313.4,240.6,280.8,64.9,340.6,82.1,267.9,99.3,351.3,198.3,315.0,336.0,349.7,340.6,142.2,295.0,116.7,2368.7,84.4,302.0,40.4,49.7,264.3,306.9,179.9,213.9,273.4,461.9,166.3,92.7,165.8,296.2,417.1,328.1,235.5,222.2,94.2,276.0,291.1,276.2,265.2,32.4,157.5,259.7,357.1,81.4,218.1,248.9,253.7,306.3,105.4,0.0,319.2,136.2,65.5,300.3,442.8,53.3,64.3,92.2,137.8,153.7,106.4,408.9,321.7,277.3,291.2,122.8,275.6,374.1,21.6,141.9
UX,106.8,182.1,353.1,193.5,10.5,329.3,262.3,252.9,330.7,118.0,277.7,155.2,80.0,390.5,219.2,148.4,347.0,189.6,255.6,409.7,294.8,141.1,21.6,90.5,313.4,229.0,310.8,284.6,251.9,146.1,45.0,312.8,104.8,398.1,75.7,324.8,232.2,155.8,79.2,98.5,145.3,21.3,327.5,56.6,186.5,2456.5,391.1,108.2,356.4,363.9,125.1,71.1,360.5,171.4,91.9,247.4,370.9,294.2,183.7,90.3,172.0,169.2,173.3,224.9,408.0,111.5,224.8,275.0,297.7,337.1,471.3,98.1,37.8,391.2,145.9,251.6,178.6,99.7,401.2,315.9,0.0,260.1,352.9,167.9,237.0,360.0,287.3,323.3,205.7,227.1,400.7,194.4,65.4,139.8,229.7,312.0,203.1,51.1,305.7,317.9
VE,282.7,140.5,267.8,211.1,263.5,198.8,118.6,62.1,98.8,290.0,210.3,217.2,255.9,287.3,117.4,248.0,223.1,187.8,138.0,324.7,81.6,261.6,225.4,229.1,143.5,212.8,186.9,91.8,172.6,193.9,220.9,148.4,280.7,50.8,216.7,108.9,210.5,138.4,255.1,276.1,289.8,257.3,74.2,301.5,65.5,2264.3,185.9,242.1,141.9,82.1,204.4,247.0,275.2,154.0,213.5,402.0,261.6,173.8,114.6,236.3,365.9,239.4,184.3,162.3,172.9,216.1,231.2,185.1,207.8,84.1,173.5,208.5,231.7,98.3,195.8,189.0,193.1,246.4,119.9,116.3,244.8,0.0,94.9,240.4,391.6,121.3,163.4,187.5,175.2,65.4,85.7,349.0,281.9,217.4,150.4,92.0,123.8,248.7,104.0,104.8
VY,382.0,225.2,179.0,310.4,354.7,104.6,175.6,84.8,145.7,389.3,137.2,304.7,355.2,198.5,257.5,347.3,142.0,287.1,237.3,235.9,125.5,360.9,324.7,328.4,112.8,312.1,105.8,135.7,271.9,291.1,320.2,53.4,380.0,45.1,316.0,113.9,309.8,237.7,354.4,375.4,389.1,356.6,145.7,345.5,164.8,2342.6,90.9,328.0,46.9,10.9,303.7,346.3,186.4,253.3,312.8,501.3,172.8,157.3,213.9,336.3,481.9,338.7,283.6,261.6,100.7,315.4,330.5,284.4,289.1,65.0,139.2,307.8,331.0,70.2,260.2,288.3,292.4,345.7,85.6,50.4,344.1,99.2,0.0,339.7,490.9,59.8,82.3,98.7,188.3,161.1,82.8,448.3,381.2,316.7,249.7,130.2,234.1,344.3,69.3,163.3
VZ,211.6,130.4,400.6,134.6,174.3,353.2,221.0,233.5,311.3,159.6,299.3,164.3,177.2,479.8,199.8,76.3,394.5,68.5,240.4,490.2,275.4,182.9,144.3,107.9,268.6,104.8,358.3,265.2,158.0,202.7,142.2,341.8,196.0,291.6,138.0,251.2,144.2,129.9,190.5,140.1,186.9,176.2,219.4,220.4,167.1,2437.1,365.1,150.0,328.2,309.9,37.9,174.0,408.0,113.3,134.8,255.3,454.1,276.2,164.3,158.3,178.4,149.8,139.0,103.8,380.9,67.4,100.6,150.8,173.5,299.8,381.5,84.4,130.1,302.6,220.1,130.5,57.5,167.7,315.3,287.7,163.7,240.7,320.9,0.0,244.9,329.3,334.8,370.8,310.6,207.7,293.1,202.3,211.9,38.0,180.2,234.3,183.7,116.8,297.4,215.8
WA,112.4,315.2,569.8,326.6,246.6,546.9,373.5,386.0,463.8,142.4,483.5,330.0,130.5,620.6,352.3,236.2,577.1,283.5,392.9,639.8,427.9,298.9,216.6,216.4,421.1,275.3,540.9,417.7,328.5,363.7,166.1,532.0,149.4,444.1,227.8,403.7,314.7,288.9,163.9,178.9,140.3,248.9,369.0,274.2,319.6,2589.6,524.7,266.0,480.7,460.6,258.2,175.9,590.6,304.5,225.0,10.3,601.0,444.9,327.0,273.6,107.4,302.3,291.5,318.8,533.4,244.6,271.1,321.3,344.0,408.0,534.0,237.0,188.9,458.2,369.0,306.9,272.5,283.7,467.8,440.2,236.0,393.2,473.4,246.7,0.0,481.8,517.4,553.4,423.3,360.2,445.6,42.5,284.2,233.7,350.7,386.8,336.2,185.4,523.3,368.3
WI,384.7,227.9,153.1,313.1,357.4,121.0,184.0,93.2,118.4,392.0,141.8,307.4,357.9,180.9,219.4,350.0,124.6,289.8,240.0,210.0,101.2,363.6,327.4,331.1,121.2,314.8,88.4,111.4,274.6,295.9,322.9,87.8,382.7,71.5,318.7,122.3,312.5,240.4,357.1,378.1,391.8,359.3,154.1,361.9,167.5,2318.4,66.2,330.7,29.3,54.2,306.4,349.0,160.5,256.0,315.5,504.0,155.2,173.7,216.6,338.3,467.9,341.4,286.3,264.3,83.1,318.1,333.2,287.1,297.5,73.4,115.0,310.5,333.7,34.8,271.1,291.0,295.1,348.4,61.4,66.8,346.8,125.6,67.0,342.4,493.6,0.0,116.7,81.1,204.7,167.4,40.6,451.0,383.9,319.4,252.4,138.6,225.8,350.7,75.8,163.0
WN,426.5,256.3,65.7,326.9,298.0,149.4,252.6,116.8,188.9,425.4,182.0,277.3,371.7,103.1,233.2,392.3,59.6,303.6,229.8,122.3,153.7,377.4,329.0,354.1,193.9,328.6,23.4,163.9,288.4,284.1,336.7,50.1,396.5,144.2,332.5,195.0,326.3,254.2,370.9,405.9,405.6,328.7,162.9,296.7,181.3,2304.3,103.7,344.5,77.7,119.2,320.2,362.8,73.1,269.8,329.3,545.8,83.5,202.1,220.2,352.8,479.4,355.2,300.1,278.1,120.6,331.9,347.0,332.1,321.1,138.3,183.9,318.5,345.2,103.8,247.7,304.8,323.3,362.2,113.8,95.2,307.3,198.3,108.2,376.4,535.4,72.6,0.0,35.9,179.9,178.3,113.3,492.8,323.4,347.6,266.2,162.1,239.6,358.5,104.2,244.4
WO,435.6,293.4,80.2,364.0,408.3,140.9,244.1,147.7,152.9,442.9,173.5,370.1,408.8,99.7,270.3,400.9,104.5,340.7,274.5,137.1,117.7,414.5,378.3,391.2,188.4,365.7,31.9,127.9,325.5,327.4,373.8,96.8,433.6,138.7,369.6,189.5,363.4,291.3,408.0,429.0,442.7,410.2,221.3,381.8,218.4,2312.8,67.7,381.6,42.7,110.7,357.3,399.9,87.6,306.9,366.4,554.9,74.0,193.6,257.3,389.9,518.8,392.3,337.2,315.2,84.6,369.0,384.1,338.0,352.0,132.8,147.9,355.6,384.6,113.3,291.0,341.9,346.0,399.3,77.8,86.7,397.7,192.8,99.7,393.3,544.5,82.1,52.4,0.0,224.6,218.3,122.8,501.9,408.5,370.3,303.3,205.8,276.7,397.9,95.7,238.9
WQ,335.8,179.5,217.7,250.1,216.1,149.3,56.5,177.6,300.5,343.5,97.7,178.7,294.9,268.5,138.4,287.0,225.0,252.3,49.8,287.7,265.4,300.6,247.1,268.1,107.6,261.4,188.8,275.6,218.2,146.8,259.9,179.9,319.7,203.0,255.7,119.0,256.1,202.9,294.1,324.0,328.8,246.8,121.7,201.2,147.8,2393.7,220.4,281.1,176.4,185.7,243.4,286.0,238.5,218.5,252.5,455.1,248.9,88.4,160.2,275.3,397.5,234.3,223.3,201.3,230.2,255.1,303.5,230.7,253.4,157.8,279.1,247.5,263.3,216.9,115.9,228.0,232.1,285.4,225.5,172.4,225.4,257.1,172.9,279.4,444.7,189.3,165.3,201.3,0.0,137.1,222.7,402.1,227.9,256.4,196.0,106.2,169.4,280.3,138.3,112.1
XA,251.3,109.1,314.2,179.7,224.0,145.4,87.2,59.5,241.3,258.6,154.4,185.8,224.5,333.7,86.0,216.6,220.5,156.4,106.6,371.1,206.2,230.2,194.0,206.9,86.2,181.4,184.3,111.5,141.2,162.5,189.5,201.9,249.3,143.8,185.3,43.4,179.1,107.0,223.7,244.7,258.4,225.9,11.7,270.1,34.1,2283.4,227.4,197.3,190.5,148.3,173.0,215.6,321.6,122.6,182.1,370.6,308.0,131.3,73.0,205.6,334.5,208.0,152.9,130.9,219.3,184.7,199.8,153.7,176.4,92.0,219.9,171.3,200.3,154.0,164.4,157.6,161.7,215.0,166.3,150.0,213.4,87.0,159.3,209.0,360.2,167.7,160.8,233.9,132.7,0.0,163.5,317.6,250.5,186.0,119.0,26.5,92.4,213.6,139.8,59.3
XJ,344.0,201.8,193.8,272.4,324.8,161.7,179.9,123.4,77.7,351.3,194.3,266.7,317.2,221.6,178.7,309.3,165.3,249.1,199.3,250.7,60.5,322.9,286.7,290.4,137.0,274.1,129.1,70.7,233.9,255.2,282.2,128.5,342.0,66.9,278.0,138.1,271.8,199.7,316.4,337.4,351.1,318.6,135.5,362.8,126.8,2314.2,106.9,290.0,70.0,70.0,265.7,308.3,201.2,215.3,274.8,463.3,195.9,200.3,175.9,297.6,427.2,300.7,245.6,223.6,110.2,277.4,292.5,246.4,269.1,89.2,110.8,269.8,293.0,5.7,257.1,250.3,254.4,307.7,57.2,105.8,306.1,88.4,82.8,301.7,452.9,40.6,152.9,121.8,227.5,126.7,0.0,410.3,343.2,278.7,211.7,153.3,185.1,306.3,116.5,166.1
XN,69.8,272.6,540.6,284.0,204.0,504.3,330.9,343.4,421.2,99.8,452.7,287.4,87.9,578.0,309.7,193.6,534.5,240.9,350.3,597.2,385.3,256.3,174.0,174.6,378.5,232.7,498.3,375.1,285.9,321.1,123.5,451.7,106.8,401.5,185.2,361.1,272.1,246.3,121.3,136.3,97.7,206.3,329.3,231.6,277.0,2547.0,475.0,223.4,438.1,419.8,215.6,133.3,548.0,261.9,182.4,52.9,558.4,386.1,274.2,231.7,48.1,259.7,248.9,276.2,490.8,202.0,228.5,278.7,301.4,409.7,491.4,188.6,146.3,412.5,320.9,264.3,229.9,241.1,425.2,397.6,193.4,350.6,430.8,204.1,42.5,439.2,474.8,510.8,380.7,317.6,403.0,0.0,241.6,191.1,308.1,344.2,293.6,159.6,480.7,325.7
XO,154.3,226.4,397.9,237.8,55.3,337.7,270.7,366.0,375.0,165.5,286.1,163.6,127.5,435.3,263.5,195.9,391.8,237.1,264.0,454.5,339.1,132.1,69.1,144.0,321.8,276.5,355.6,328.9,296.2,154.5,92.5,357.6,152.3,406.5,66.7,333.2,276.5,200.1,126.7,146.0,192.8,68.8,335.9,33.4,230.8,2500.8,401.7,99.2,364.8,372.3,169.4,118.6,405.3,215.7,142.0,294.9,415.7,302.6,228.0,81.3,219.5,213.5,181.7,248.2,418.6,155.8,272.3,322.5,345.2,356.4,481.9,142.4,85.3,408.9,154.3,274.9,209.6,90.7,429.8,324.3,44.7,304.4,361.3,215.4,284.5,377.7,332.1,368.1,214.1,351.3,418.4,241.9,0.0,187.3,274.0,320.4,247.4,98.6,314.1,326.3
XT,173.5,111.6,399.8,115.8,136.2,352.4,220.2,232.7,310.5,121.5,298.5,145.5,191.6,479.0,199.0,44.6,393.7,49.7,239.6,489.4,274.6,166.9,106.2,69.8,267.8,132.9,357.5,264.4,185.9,183.9,153.5,341.0,157.9,290.8,122.0,250.4,128.0,111.1,152.4,102.0,148.8,138.1,218.6,182.3,166.3,2436.3,364.3,134.0,327.4,309.1,37.1,135.9,407.2,94.5,139.8,250.9,453.3,275.4,163.5,142.3,202.1,144.1,138.2,85.0,380.1,29.3,87.4,178.7,201.4,299.0,380.7,46.3,92.0,301.8,201.3,111.7,38.7,151.7,314.5,286.9,125.6,239.9,320.1,28.0,240.5,328.5,334.0,370.0,291.8,206.9,292.3,197.9,173.8,0.0,208.1,233.5,182.9,78.7,296.6,215.0
YH,341.3,132.6,307.7,99.9,242.4,260.3,128.1,140.6,218.4,293.3,206.4,248.2,242.9,386.9,106.9,182.5,301.6,147.6,147.5,397.3,182.5,248.6,212.4,251.9,175.7,65.3,265.4,172.3,22.2,180.9,207.9,248.9,347.7,198.7,203.7,158.3,60.0,159.9,242.1,280.2,338.6,244.3,126.5,288.5,74.2,2344.2,272.2,215.7,235.3,217.0,200.4,234.0,315.1,143.3,200.5,361.5,361.2,183.3,45.9,224.0,284.6,128.2,215.3,108.9,288.0,212.5,107.4,34.6,57.3,206.9,288.6,229.5,252.2,209.7,182.8,85.4,137.1,233.4,222.4,194.8,231.8,147.8,228.0,162.4,351.1,236.4,241.9,277.9,181.3,114.8,200.2,308.5,268.9,197.4,0.0,141.4,26.5,238.9,284.4,122.9
YL,282.2,140.0,287.6,210.6,254.9,118.8,78.4,100.7,214.7,289.5,127.8,216.7,255.4,307.1,160.3,247.5,264.2,187.3,137.5,344.5,179.6,261.1,224.9,237.8,59.6,212.3,228.0,189.8,172.1,193.4,220.4,175.3,280.2,117.2,216.2,16.8,210.0,137.9,254.6,275.6,289.3,256.8,15.4,301.0,65.0,2314.3,200.8,228.2,163.9,121.7,203.9,246.5,295.0,153.5,213.0,401.5,281.4,104.7,103.9,236.5,365.4,238.9,183.8,161.8,192.7,215.6,230.7,184.6,250.4,65.4,193.3,202.2,231.2,127.4,195.3,188.5,192.6,245.9,139.7,123.4,244.3,171.3,132.7,239.9,391.1,141.1,204.5,207.3,106.1,30.8,136.9,348.5,281.4,216.9,149.9,0.0,123.3,244.5,113.2,84.1
YP,243.1,175.8,303.4,126.5,223.9,233.7,101.5,114.0,202.8,308.9,218.0,165.8,216.3,360.3,80.3,209.1,275.0,174.2,120.9,370.7,155.9,222.0,185.8,189.5,149.1,80.9,249.8,145.7,48.8,154.3,181.3,240.9,241.1,172.1,177.1,131.7,86.6,186.5,215.5,306.8,250.2,217.7,97.0,261.9,58.6,2317.6,252.7,202.5,208.7,188.6,227.0,207.4,288.5,169.9,173.9,388.1,334.6,172.9,9.2,196.7,327.9,154.8,144.7,135.5,261.4,239.1,134.0,61.2,83.9,136.0,262.0,248.8,278.8,186.2,142.3,112.0,163.1,206.8,195.8,170.0,205.2,121.2,201.4,189.0,377.7,209.8,215.3,251.3,154.7,88.2,173.6,335.1,242.3,224.0,26.5,114.8,0.0,261.8,157.1,110.4
YU,118.8,143.4,386.6,169.4,65.5,376.2,216.3,232.5,306.6,66.8,312.8,181.0,75.9,437.4,195.1,97.2,393.9,138.4,235.7,456.6,270.7,170.7,27.4,57.2,263.9,177.8,361.4,260.5,227.8,193.0,40.9,352.5,103.2,286.9,105.3,246.5,208.1,131.7,97.7,47.3,94.1,59.3,211.8,103.5,162.4,2432.4,367.5,151.2,323.5,303.4,101.0,81.2,407.4,147.3,67.8,196.2,417.8,330.6,169.8,119.2,133.8,145.1,138.0,179.8,376.2,87.4,173.6,223.8,246.5,250.8,376.8,83.5,13.3,297.9,206.7,206.5,129.4,129.3,310.6,284.8,46.8,236.0,316.2,116.7,185.8,328.3,334.2,370.2,256.3,203.0,288.4,143.2,95.0,88.6,205.6,229.6,190.0,0.0,271.9,225.2
ZM,320.9,177.6,125.1,249.3,292.5,65.9,148.0,51.8,184.1,328.2,99.7,254.3,294.1,203.1,155.6,298.8,119.0,226.0,176.2,181.7,156.4,299.8,263.6,276.5,85.2,249.9,81.6,166.6,209.7,231.6,259.1,72.7,318.9,93.2,267.5,97.5,248.7,176.6,293.3,314.3,328.0,295.5,84.2,338.6,116.3,2362.5,89.6,265.8,51.5,60.2,242.6,285.2,132.5,192.2,251.7,440.2,177.4,119.8,165.4,274.1,416.7,277.6,235.1,200.5,105.3,254.3,269.4,254.5,243.5,32.0,168.6,259.3,269.9,95.6,220.1,227.2,230.2,284.6,116.5,12.2,283.0,146.4,47.1,278.6,442.4,65.6,59.3,95.3,128.8,100.7,104.2,387.2,319.0,255.6,188.6,84.5,160.9,282.1,0.0,127.8
