from_stop,AA,AC,AD,AE,AI,AM,AO,AP,AT,AY,BA,BB,BF,BM,BR,BY,CA,CB,CF,CK,CM,CN,CO,DI,DO,DP,DU,EA,EB,EG,EL,EM,EP,EV,EW,EX,FG,FH,FJ,FL,FN,FQ,FT,FV,FY,GE,GG,GJ,GO,GQ,GT,GW,GY,HC,HD,HH,HI,HK,HM,HQ,HV,HX,HY,IC,IG,IL,IO,IP,IS,JB,JC,JF,JG,JI,JM,JP,JR,JT,JV,JX,JY,KB,KD,KJ,KL,KM,KO,KP,KX,KZ,LF,LJ,LP,MB,MD,MN,MQ,NB,NP,NX,OD,OK,ON,OU,OW,OZ,PC,PD,PJ,PK,PN,PP,QC,QG,QL,QP,QS,QT,QU,QV,QX,QY,RA,RL,RP,SA,SC,SG,SK,SM,SO,SR,ST,SU,SY,TI,TU,TV,TW,UD,UE,UF,UH,UI,UJ,UN,UO,UQ,US,VI,VL,VP,VT,VU,VY,WA,WE,WH,WN,XD,XH,XS,YI,YO,YS,YV,YW,YY,YZ,ZD,ZE,ZK,ZN,ZS,ZU
SU,454.2,1409.4,358.7,184.9,1012.4,1219.0,1304.4,1181.5,174.8,540.8,812.3,1143.2,252.1,761.0,1176.5,279.3,1262.3,1060.5,1308.6,67.4,1053.3,359.2,206.2,290.2,259.3,1281.0,1115.7,471.8,1210.5,223.4,1439.5,1342.2,402.5,428.8,1111.0,251.5,258.7,1537.5,1245.6,1398.3,156.4,892.7,37.3,498.0,381.1,195.9,244.2,536.2,1175.1,728.5,1271.9,430.3,764.7,1410.0,739.2,707.4,1375.1,1173.5,1295.2,224.0,531.5,1248.9,1069.2,791.7,1126.4,63.1,1066.8,738.8,516.5,711.0,501.6,1424.1,802.8,1119.3,754.6,1244.3,1433.9,1313.4,1111.1,459.2,1078.9,1125.2,823.8,1279.1,455.0,199.1,39.4,287.6,1582.6,224.4,469.0,15.3,720.5,471.6,1353.5,196.8,1592.4,240.9,1276.2,1085.0,1244.3,222.1,1174.5,1149.8,749.3,1008.7,1415.7,394.8,1328.0,1078.9,539.6,1320.5,375.8,1454.2,1112.5,272.6,550.1,1409.3,1590.6,223.0,1114.8,781.2,1340.6,1102.9,719.1,25.0,213.8,1256.2,326.2,1376.6,576.3,1486.7,1317.4,0.0,1046.3,873.9,1214.4,911.4,1969.5,250.6,1452.4,237.4,208.6,199.4,1209.0,45.6,157.7,1045.6,240.8,1002.8,1106.4,914.8,1537.0,419.9,1153.9,362.0,168.3,239.4,201.0,1349.5,58.8,1181.5,1349.2,839.6,848.1,1013.9,510.2,1100.7,498.0,846.3,905.4,1298.2,1164.2,214.9,400.1
SY,1064.2,958.8,1085.4,1057.6,542.6,488.7,440.5,635.7,1047.5,624.9,244.8,597.4,1022.7,507.6,592.3,838.4,591.9,196.6,538.6,994.6,53.2,1084.9,995.7,1079.7,1132.0,417.1,697.0,986.0,540.1,1012.9,942.3,875.1,916.7,860.9,596.7,1041.0,859.0,962.5,591.2,895.1,1029.1,639.3,1044.7,548.6,895.3,1068.6,1116.9,812.2,661.8,328.2,601.5,944.5,348.9,942.9,434.8,348.7,908.0,650.4,431.3,822.7,515.2,385.0,54.0,266.8,656.6,1018.0,20.4,434.4,530.4,345.2,706.6,940.4,399.2,573.5,450.2,602.1,966.0,738.8,583.1,691.1,615.3,665.6,225.3,733.3,1019.3,937.7,1005.6,1160.3,1007.6,1097.1,681.2,1024.9,336.0,1081.6,923.5,849.2,1017.4,1113.6,571.8,221.1,602.1,890.5,310.6,285.9,444.9,462.9,979.3,1060.7,898.0,533.1,971.7,817.3,890.0,965.0,248.6,1091.5,533.7,906.1,1015.6,854.7,250.9,277.0,873.5,557.1,414.7,1017.2,1086.5,392.3,1115.7,906.8,702.9,879.2,771.6,1040.3,0.0,620.5,350.5,204.4,2665.7,1123.3,985.3,1110.1,930.8,887.1,345.1,1034.3,1030.4,181.7,1113.5,533.0,242.5,229.3,962.0,1084.8,608.1,876.2,1041.0,1112.1,958.0,579.5,1022.2,317.6,960.5,586.2,294.4,328.4,1120.2,236.8,548.6,300.5,136.7,752.4,543.5,1004.4,1066.0
TI,889.5,961.3,910.7,882.9,564.3,770.9,879.3,733.4,872.8,450.2,462.1,695.1,848.0,112.8,728.4,663.7,814.2,635.4,860.5,819.9,605.2,910.2,821.0,905.0,957.3,855.9,667.6,811.3,762.4,838.2,991.4,894.1,742.0,686.2,662.9,866.3,684.3,1089.4,797.5,950.2,854.4,18.7,870.0,373.9,720.6,893.9,942.2,637.5,727.0,464.1,823.8,769.8,442.1,961.9,291.1,484.6,927.0,725.4,870.1,648.0,340.5,823.8,621.1,441.5,678.3,843.3,618.7,290.7,355.7,481.1,531.9,976.0,406.3,671.2,306.5,796.2,985.8,865.3,663.0,516.4,630.8,677.1,375.7,831.0,844.6,763.0,830.9,985.6,1134.5,922.4,506.5,850.2,471.9,906.9,905.4,674.5,1144.3,938.9,828.1,659.9,796.2,715.8,749.4,724.7,301.2,560.6,967.6,886.0,879.9,630.8,797.0,872.4,715.3,1006.1,687.4,916.8,359.0,961.2,1142.5,680.0,689.7,431.0,892.5,654.8,271.0,842.5,911.8,831.1,941.0,928.5,528.2,1038.6,869.3,865.6,598.2,0.0,789.3,571.0,2662.0,948.6,1004.3,935.4,756.1,712.4,783.9,859.6,855.7,620.5,938.8,554.7,681.3,466.7,1088.9,910.1,705.8,701.5,866.3,937.4,783.3,901.4,847.5,756.4,901.1,44.2,400.0,565.8,945.5,675.6,373.9,398.2,457.3,850.1,716.1,829.7,891.3
TU,1223.1,640.7,1244.3,1216.5,456.5,170.6,122.4,410.0,1206.4,835.1,455.0,371.7,1181.6,717.8,274.2,981.0,273.8,173.8,220.5,1153.5,356.6,1243.8,1154.6,1222.4,1290.9,99.0,471.3,1128.6,222.0,1171.8,624.2,557.0,1059.3,1019.8,278.6,1199.9,1001.6,644.4,273.1,577.0,1188.0,849.5,1203.6,758.8,1037.9,1227.5,1275.8,1022.4,343.7,533.4,283.4,1087.1,569.6,624.8,645.0,512.3,589.9,332.3,113.2,981.6,725.4,66.9,372.5,477.0,467.4,1176.9,370.1,644.6,740.6,515.9,916.8,622.3,609.4,347.8,660.4,284.0,647.9,420.7,357.4,901.3,389.6,439.9,435.5,507.6,1161.9,1096.6,1164.5,1319.2,689.5,1256.0,891.4,1183.8,525.4,1240.5,605.4,1008.1,699.3,1272.5,253.7,149.3,284.0,1049.4,142.1,84.5,655.1,365.8,661.2,1219.6,579.9,307.4,1130.6,499.2,1032.6,646.9,198.3,1250.4,743.9,588.0,697.5,1013.6,119.5,487.2,555.4,331.4,624.9,1176.1,1245.4,74.2,1273.1,711.8,913.1,561.1,545.9,1199.2,349.6,830.7,0.0,299.2,2861.2,1282.2,667.2,1269.0,1089.7,1046.0,27.0,1193.2,1189.3,257.3,1272.4,466.1,127.9,439.5,643.9,1227.4,382.4,1018.8,1199.9,1271.0,1116.9,261.4,1181.1,267.3,642.4,796.4,576.7,538.6,1279.1,231.1,758.8,594.9,346.9,526.7,225.4,1163.3,1224.9
TV,923.8,911.2,945.0,917.2,527.3,441.1,392.9,680.5,907.1,609.6,229.5,642.2,882.3,492.3,544.7,681.7,544.3,149.0,491.0,854.2,194.2,944.5,855.3,923.1,991.6,369.5,741.8,829.3,492.5,872.5,894.7,827.5,760.0,720.5,549.1,900.6,702.3,914.9,543.6,847.5,888.7,624.0,904.3,533.3,738.6,928.2,976.5,796.9,614.2,234.1,553.9,787.8,270.3,895.3,419.5,213.0,860.4,602.8,383.7,682.3,499.9,337.4,210.1,251.5,737.9,877.6,207.7,419.1,515.1,216.6,691.3,892.8,368.1,618.3,434.9,554.5,918.4,691.2,627.9,675.8,660.1,710.4,210.0,778.1,862.6,797.3,865.2,1019.9,960.0,956.7,665.9,884.5,226.1,941.2,875.9,708.8,969.8,973.2,524.2,173.5,554.5,750.1,263.0,238.3,429.6,447.6,931.7,920.3,850.4,577.9,831.3,769.7,733.3,917.4,201.0,951.1,518.4,858.5,968.0,714.3,203.3,286.8,825.9,601.9,399.4,876.8,946.1,344.7,973.8,891.5,687.6,831.6,816.4,899.9,187.2,605.2,302.9,0.0,2613.6,982.9,937.7,969.7,790.4,746.7,297.5,893.9,890.0,134.1,973.1,517.7,194.9,166.2,914.4,928.1,652.9,719.5,900.6,971.7,817.6,531.9,881.8,270.0,912.9,570.9,279.1,210.7,979.8,189.2,533.3,285.2,184.5,797.2,495.9,864.0,925.6
TW,1657.0,2224.1,1569.4,1704.3,2321.5,2606.8,2806.3,2479.1,1739.4,2057.7,2329.2,2440.8,1897.8,2239.9,2564.3,1971.8,2635.0,2562.4,2696.4,1812.4,2532.2,1568.9,1851.9,1935.6,1631.9,2782.9,2424.8,2081.2,2598.3,1869.1,2254.2,2309.9,2011.9,1713.7,2498.8,1897.2,1904.4,2340.4,2633.4,2294.0,1735.3,2371.6,1797.7,2014.9,1923.8,1629.3,1772.2,1908.1,2562.9,2245.4,2659.7,1920.5,2281.6,2366.6,2218.1,2224.3,2331.7,2561.3,2797.1,1869.7,2010.4,2750.8,2548.1,2308.6,2435.5,1835.8,2545.7,2217.7,2033.4,2227.9,1873.5,2238.8,2281.7,2429.8,2233.5,2632.1,2248.6,2352.9,2420.2,1831.1,2388.0,2434.3,2302.7,2440.6,1840.3,1844.8,1758.6,1676.8,2385.5,1656.8,1840.9,1777.9,2237.4,1674.4,2236.6,1842.5,2395.3,1673.3,2664.0,2586.9,2632.1,1867.8,2676.4,2651.7,2228.2,2487.6,2230.4,1597.6,2211.1,2557.8,1721.7,2331.6,1985.2,2268.9,2614.4,1553.6,2029.0,2305.0,2393.5,1868.7,2616.7,2298.1,2331.1,2445.1,2198.0,1770.2,1697.6,2758.1,1986.3,2191.3,1948.2,2301.4,2478.9,1793.3,2525.2,2352.8,2716.3,2428.3,0.0,1667.9,2442.9,1680.9,1854.3,1845.1,2710.9,1807.6,1692.0,2547.5,1712.7,2311.9,2608.3,2393.7,2339.9,1940.6,2451.5,1943.9,1656.0,1624.8,1846.7,2737.3,1795.5,2683.4,2226.2,2318.5,2327.0,2492.8,1713.0,2602.6,2014.9,2325.2,2384.3,2459.7,2552.0,1860.6,1602.9
UD,298.7,1462.3,203.2,111.5,1065.3,1271.9,1357.3,1234.4,146.6,593.7,865.2,1196.1,305.0,813.9,1229.4,332.2,1315.2,1113.4,1361.5,219.6,1106.2,203.7,259.1,343.1,103.8,1333.9,1168.6,524.7,1263.4,276.3,1492.4,1395.1,455.4,355.4,1163.9,304.4,311.6,1590.4,1298.5,1451.2,142.5,945.6,204.9,550.9,434.0,36.5,179.4,549.8,1228.0,781.4,1324.8,483.2,817.6,1462.9,792.1,760.3,1428.0,1226.4,1348.1,276.9,584.4,1301.8,1122.1,844.6,1179.3,243.0,1119.7,791.7,569.4,763.9,515.2,1477.0,855.7,1172.2,807.5,1297.2,1486.8,1366.3,1164.0,472.8,1131.8,1178.1,876.7,1332.0,507.9,252.0,165.8,132.1,1635.5,68.9,482.6,185.1,773.4,316.1,1406.4,249.7,1645.3,85.4,1329.1,1137.9,1297.2,275.0,1227.4,1202.7,802.2,1061.6,1468.6,239.3,1380.9,1131.8,363.4,1373.4,428.7,1507.1,1165.4,117.1,603.0,1462.2,1643.5,275.9,1167.7,834.1,1393.5,1155.8,772.0,177.4,104.8,1309.1,379.1,1429.5,589.9,1539.6,1370.3,200.5,1099.2,926.8,1267.3,964.3,1814.0,0.0,1505.3,93.0,261.5,252.3,1261.9,214.8,99.2,1098.5,119.9,1055.7,1159.3,967.7,1589.9,472.8,1206.8,414.9,63.2,83.9,253.9,1402.4,202.7,1234.4,1402.1,892.5,901.0,1066.8,354.7,1153.6,550.9,899.2,958.3,1351.1,1217.1,267.8,244.6
UE,1419.6,259.2,1332.0,1500.0,449.9,462.8,659.2,331.9,1489.9,1067.3,718.1,293.6,1465.1,950.0,420.3,1280.8,487.8,764.3,552.4,1437.0,879.7,1331.5,1438.1,1522.1,1394.5,635.8,464.7,1428.4,454.3,1455.3,232.7,175.5,1359.1,1303.3,354.8,1483.4,1301.4,358.0,489.4,290.6,1471.5,1081.7,1487.1,991.0,1337.7,1391.9,1559.3,1254.6,418.9,801.5,515.7,1386.9,822.2,233.3,877.2,822.0,198.4,417.3,596.8,1265.1,957.6,567.8,895.6,740.1,460.8,1460.4,893.2,876.8,972.8,818.5,1149.0,240.8,872.5,341.2,892.6,488.1,266.4,205.7,350.8,1133.5,383.0,433.3,650.2,293.4,1461.7,1380.1,1448.0,1439.4,403.1,1419.4,1123.6,1467.3,809.3,1437.0,213.9,1291.6,412.9,1435.9,520.0,739.8,488.1,1332.9,732.6,675.0,887.3,401.1,279.7,1360.2,188.4,326.0,1414.1,212.8,1332.4,265.4,788.8,1316.2,976.1,301.6,411.1,1297.1,710.0,750.3,68.0,324.8,857.1,1459.6,1460.2,561.7,1558.1,387.0,1145.3,232.2,331.7,1482.7,872.7,1062.9,642.9,845.5,2469.7,1430.5,0.0,1443.5,1373.2,1329.5,607.1,1476.7,1472.8,847.8,1475.3,459.5,718.4,741.2,357.5,1527.2,304.3,1318.6,1418.6,1387.4,1400.4,593.3,1464.6,857.8,250.9,1028.6,612.0,840.3,1475.6,821.6,991.0,630.2,731.8,312.5,408.0,1446.8,1365.5
UF,297.4,1467.5,201.9,116.7,1070.5,1277.1,1362.5,1239.6,151.8,598.9,870.4,1201.3,310.2,819.1,1234.6,337.4,1320.4,1118.6,1366.7,224.8,1111.4,202.4,264.3,348.3,102.5,1339.1,1173.8,529.9,1268.6,281.5,1497.6,1400.3,460.6,354.1,1169.1,309.6,316.8,1551.6,1303.7,1505.2,147.7,950.8,210.1,556.1,439.2,39.1,184.6,548.5,1233.2,786.6,1330.0,488.4,822.8,1468.1,797.3,765.5,1433.2,1231.6,1353.3,282.1,589.6,1307.0,1127.3,849.8,1184.5,248.2,1124.9,796.9,574.6,769.1,513.9,1482.2,860.9,1177.4,812.7,1302.4,1492.0,1371.5,1169.2,471.5,1137.0,1183.3,881.9,1337.2,513.1,257.2,171.0,130.8,1596.7,34.0,481.3,190.3,778.6,314.8,1411.6,254.9,1606.5,24.2,1334.3,1143.1,1302.4,280.2,1232.6,1207.9,807.4,1066.8,1473.8,238.0,1386.1,1137.0,362.1,1378.6,433.9,1512.3,1170.6,115.8,608.2,1516.2,1604.7,281.1,1172.9,839.3,1398.7,1161.0,777.2,182.6,110.0,1314.3,384.3,1434.7,588.6,1544.8,1375.5,205.7,1104.4,932.0,1272.5,969.5,1812.7,93.8,1510.5,0.0,266.7,257.5,1267.1,220.0,104.4,1103.7,125.1,1060.9,1164.5,972.9,1551.1,478.0,1212.0,420.1,68.4,82.6,259.1,1407.6,207.9,1239.6,1407.3,897.7,906.2,1072.0,353.4,1158.8,556.1,904.4,963.5,1356.3,1222.3,273.0,243.3
UH,466.3,1291.0,370.8,197.0,894.0,1100.6,1186.0,1063.1,186.9,422.4,693.9,1024.8,162.1,642.6,1058.1,160.9,1143.9,942.1,1190.2,140.1,934.9,371.3,135.1,219.1,271.4,1162.6,1004.3,353.4,1092.1,152.3,1321.1,1223.8,284.1,310.4,992.6,180.4,140.3,1419.1,1127.2,1301.2,168.5,774.3,184.1,379.6,262.7,208.0,256.3,417.8,1056.7,610.1,1153.5,311.9,646.3,1291.6,620.8,589.0,1256.7,1055.1,1176.8,105.6,413.1,1130.5,950.8,673.3,1008.0,157.4,948.4,624.2,398.1,592.6,383.2,1305.7,684.4,1000.9,636.2,1125.9,1315.5,1195.0,992.7,340.8,960.5,1006.8,705.4,1160.7,383.9,77.1,145.0,299.7,1464.2,236.5,350.6,164.3,602.1,483.7,1235.1,78.4,1474.0,253.0,1157.8,966.6,1125.9,103.7,1056.1,1031.4,630.9,890.3,1297.3,406.9,1209.6,960.5,421.2,1202.1,257.4,1335.8,994.1,284.8,431.7,1290.9,1472.2,104.6,996.4,662.8,1222.2,984.5,600.7,156.6,225.9,1137.8,255.1,1258.2,457.9,1368.3,1199.0,179.7,927.9,755.5,1096.0,793.0,1981.6,262.7,1334.0,249.5,0.0,81.0,1090.6,179.4,169.8,927.2,252.9,884.4,988.0,796.4,1418.6,348.8,1035.5,243.6,180.4,251.5,97.4,1231.1,161.6,1063.1,1230.8,721.2,729.7,895.5,522.3,982.3,379.6,727.9,787.0,1179.8,1045.8,143.8,412.2
UI,464.3,1254.5,368.8,195.0,857.5,1064.1,1149.5,1026.6,184.9,385.9,657.4,988.3,160.1,606.1,1021.6,124.4,1107.4,905.6,1153.7,132.0,898.4,369.3,133.1,217.1,269.4,1126.1,960.8,316.9,1055.6,150.3,1284.6,1187.3,247.6,273.9,956.1,178.4,103.8,1382.6,1090.7,1243.4,166.5,737.8,182.1,343.1,226.2,206.0,254.3,381.3,1020.2,573.6,1117.0,275.4,609.8,1255.1,584.3,552.5,1220.2,1018.6,1140.3,69.1,376.6,1094.0,914.3,636.8,971.5,155.4,911.9,583.9,361.6,556.1,346.7,1269.2,647.9,964.4,599.7,1089.4,1279.0,1158.5,956.2,304.3,924.0,970.3,668.9,1124.2,381.9,75.1,143.0,297.7,1427.7,234.5,314.1,162.3,565.6,481.7,1198.6,41.9,1437.5,251.0,1121.3,930.1,1089.4,67.2,1019.6,994.9,594.4,853.8,1260.8,404.9,1173.1,924.0,384.7,1165.6,220.9,1299.3,957.6,282.7,395.2,1254.4,1435.7,68.1,959.9,626.3,1185.7,948.0,564.2,154.6,223.9,1101.3,253.1,1221.7,421.4,1331.8,1162.5,177.7,891.4,719.0,1059.5,756.5,1979.6,260.7,1297.5,247.5,68.2,0.0,1054.1,171.7,167.8,890.7,250.9,847.9,951.5,759.9,1382.1,346.8,999.0,207.1,178.4,249.5,95.4,1194.6,159.6,1026.6,1194.3,684.7,693.2,859.0,520.3,945.8,343.1,691.4,750.5,1143.3,1009.3,141.8,410.2
UJ,1206.4,613.6,1227.6,1199.8,429.4,143.5,95.3,382.9,1189.7,818.4,438.3,344.6,1164.9,701.1,247.1,964.3,246.7,157.1,193.4,1136.8,339.9,1227.1,1137.9,1205.7,1274.2,71.9,444.2,1111.9,194.9,1155.1,597.1,529.9,1042.6,1003.1,251.5,1183.2,984.9,617.3,246.0,549.9,1171.3,832.8,1186.9,742.1,1021.2,1210.8,1259.1,1005.7,316.6,516.7,256.3,1070.4,552.9,597.7,628.3,495.6,562.8,305.2,86.1,964.9,708.7,39.8,355.8,460.3,440.3,1160.2,353.4,627.9,723.9,499.2,900.1,595.2,592.7,320.7,643.7,256.9,620.8,393.6,330.3,884.6,362.5,412.8,418.8,480.5,1145.2,1079.9,1147.8,1302.5,662.4,1239.3,874.7,1167.1,508.7,1223.8,578.3,991.4,672.2,1255.8,226.6,132.6,256.9,1032.7,125.4,67.8,638.4,338.7,634.1,1202.9,552.8,280.3,1113.9,472.1,1015.9,619.8,181.6,1233.7,727.2,560.9,670.4,996.9,102.8,470.5,528.3,304.3,608.2,1159.4,1228.7,47.1,1256.4,684.7,896.4,534.0,518.8,1182.5,332.9,814.0,35.7,282.5,2834.1,1265.5,640.1,1252.3,1073.0,1029.3,0.0,1176.5,1172.6,240.6,1255.7,439.0,111.2,422.8,616.8,1210.7,355.3,1002.1,1183.2,1254.3,1100.2,234.3,1164.4,250.6,615.3,779.7,549.6,521.9,1262.4,214.4,742.1,567.8,330.2,499.6,198.3,1146.6,1208.2
UN,464.7,1389.3,369.2,202.8,992.3,1198.9,1291.7,1161.4,192.7,520.7,792.2,1123.1,232.0,740.9,1156.4,266.6,1242.2,1040.4,1288.5,65.3,1033.2,369.7,186.1,270.1,277.2,1260.9,1102.6,451.7,1190.4,203.3,1419.4,1322.1,382.4,408.7,1090.9,231.4,238.6,1517.4,1225.5,1406.9,166.9,872.6,42.7,477.9,361.0,206.4,254.7,516.1,1155.0,708.4,1251.8,410.2,744.6,1389.9,719.1,687.3,1355.0,1153.4,1275.1,203.9,511.4,1228.8,1049.1,771.6,1113.7,51.5,1046.7,722.5,496.4,690.9,481.5,1404.0,782.7,1099.2,734.5,1224.2,1413.8,1293.3,1091.0,439.1,1058.8,1105.1,803.7,1266.4,434.9,179.0,73.4,298.1,1562.5,234.9,448.9,49.3,707.8,482.1,1336.5,176.7,1572.3,251.4,1256.1,1064.9,1224.2,202.0,1159.8,1129.7,729.2,988.6,1395.6,405.3,1307.9,1058.8,519.5,1307.8,355.7,1434.1,1092.4,283.2,530.0,1389.2,1570.5,202.9,1094.7,761.1,1320.5,1082.8,699.0,59.0,224.3,1236.1,306.1,1363.9,556.2,1356.1,1297.3,33.9,1026.2,853.8,1194.3,891.3,1980.0,261.1,1432.3,247.9,195.9,179.3,1188.9,0.0,168.2,1025.5,251.3,982.7,1093.7,894.7,1516.9,399.8,1133.8,341.9,178.8,249.9,180.9,1329.4,20.6,1168.8,1329.1,819.5,828.0,993.8,520.7,1080.6,477.9,826.2,885.3,1285.5,1144.1,202.2,410.6
UO,313.6,1400.2,218.1,44.3,1003.2,1209.8,1295.2,1172.3,84.5,531.6,803.1,1134.0,242.9,751.8,1167.3,270.1,1253.1,1051.3,1299.4,157.5,1044.1,218.6,197.0,281.0,118.7,1271.8,1106.5,462.6,1201.3,214.2,1430.3,1333.0,393.3,370.3,1101.8,242.3,249.5,1528.3,1236.4,1389.1,80.4,883.5,142.8,488.8,371.9,55.3,147.8,527.0,1165.9,719.3,1262.7,421.1,755.5,1400.8,730.0,698.2,1365.9,1164.3,1286.0,214.8,522.3,1239.7,1060.0,782.5,1117.2,180.9,1057.6,729.6,507.3,701.8,492.4,1414.9,793.6,1110.1,745.4,1235.1,1424.7,1304.2,1101.9,450.0,1069.7,1116.0,814.6,1269.9,445.8,189.9,103.7,147.0,1573.4,83.8,459.8,123.0,711.3,331.0,1344.3,187.6,1583.2,100.3,1267.0,1075.8,1235.1,212.9,1165.3,1140.6,740.1,999.5,1406.5,254.2,1318.8,1069.7,378.3,1311.3,366.6,1445.0,1103.3,132.0,540.9,1400.1,1581.4,213.8,1105.6,772.0,1331.4,1093.7,709.9,115.3,73.2,1247.0,317.0,1367.4,567.1,1477.5,1308.2,138.4,1037.1,864.7,1205.2,902.2,1828.9,110.0,1443.2,96.8,199.4,190.2,1199.8,152.7,0.0,1036.4,100.2,993.6,1097.2,905.6,1527.8,410.7,1144.7,352.8,27.7,98.8,191.8,1340.3,140.6,1172.3,1340.0,830.4,838.9,1004.7,369.6,1091.5,488.8,837.1,896.2,1289.0,1155.0,205.7,259.5
UQ,1046.0,837.3,1067.2,1039.4,653.1,367.2,319.0,606.6,1029.3,658.0,277.9,568.3,1004.5,540.7,470.8,803.9,470.4,75.1,417.1,976.4,179.5,1066.7,977.5,1045.3,1113.8,295.6,667.9,951.5,418.6,994.7,820.8,753.6,882.2,842.7,475.2,1022.8,824.5,841.0,469.7,773.6,1010.9,672.4,1026.5,581.7,860.8,1050.4,1098.7,845.3,540.3,356.3,480.0,910.0,392.5,821.4,467.9,335.2,786.5,528.9,309.8,804.5,548.3,263.5,195.4,299.9,664.0,999.8,193.0,467.5,563.5,338.8,739.7,818.9,432.3,544.4,483.3,480.6,844.5,617.3,554.0,724.2,586.2,636.5,258.4,704.2,984.8,919.5,987.4,1142.1,886.1,1078.9,714.3,1006.7,348.3,1063.4,802.0,831.0,895.9,1095.4,450.3,99.6,480.6,872.3,189.1,164.4,478.0,562.4,857.8,1042.5,776.5,504.0,953.5,695.8,855.5,843.5,127.1,1073.3,566.8,784.6,894.1,836.5,129.4,310.1,752.0,528.0,447.8,999.0,1068.3,270.8,1096.0,908.4,736.0,757.7,742.5,1022.1,172.5,653.6,229.0,122.1,2698.8,1105.1,863.8,1091.9,912.6,868.9,223.6,1016.1,1012.2,0.0,1095.3,662.7,121.0,262.4,840.5,1050.3,579.0,841.7,1022.8,1093.9,939.8,458.0,1004.0,196.1,839.0,619.3,327.5,361.5,1102.0,115.3,581.7,333.6,169.8,723.3,422.0,986.2,1047.8
US,318.7,1467.7,223.2,116.9,1070.7,1277.3,1362.7,1239.8,152.0,599.1,870.6,1201.5,310.4,819.3,1234.8,337.6,1320.6,1118.8,1366.9,225.0,1111.6,223.7,264.5,348.5,123.8,1339.3,1174.0,530.1,1268.8,281.7,1497.8,1400.5,460.8,375.4,1169.3,309.8,317.0,1595.8,1303.9,1456.6,147.9,951.0,210.3,556.3,439.4,60.4,184.8,569.8,1233.4,786.8,1330.2,488.6,823.0,1468.3,797.5,765.7,1433.4,1231.8,1353.5,282.3,589.8,1307.2,1127.5,850.0,1184.7,248.4,1125.1,797.1,574.8,769.3,535.2,1482.4,861.1,1177.6,812.9,1302.6,1492.2,1371.7,1169.4,492.8,1137.2,1183.5,882.1,1337.4,513.3,257.4,171.2,152.1,1640.9,88.9,502.6,190.5,778.8,336.1,1411.8,255.1,1650.7,105.4,1334.5,1143.3,1302.6,280.4,1232.8,1208.1,807.6,1067.0,1474.0,259.3,1386.3,1137.2,383.4,1378.8,434.1,1512.5,1170.8,137.1,608.4,1467.6,1648.9,281.3,1173.1,839.5,1398.9,1161.2,777.4,182.8,110.2,1314.5,384.5,1434.9,609.9,1545.0,1375.7,205.9,1104.6,932.2,1272.7,969.7,1834.0,115.1,1510.7,101.9,266.9,257.7,1267.3,220.2,104.6,1103.9,0.0,1061.1,1164.7,973.1,1595.3,478.2,1212.2,420.3,68.6,103.9,259.3,1407.8,208.1,1239.8,1407.5,897.9,906.4,1072.2,374.7,1159.0,556.3,904.6,963.7,1356.5,1222.5,273.2,264.6
VI,1004.0,459.8,1025.2,997.4,9.6,294.8,498.7,215.4,987.3,564.7,338.2,177.1,962.5,447.4,252.3,778.2,338.1,533.5,384.4,934.4,503.3,1024.7,935.5,1019.5,1071.8,475.3,112.8,925.8,286.3,952.7,443.3,376.1,856.5,800.7,186.8,980.8,798.8,499.6,321.4,432.2,968.9,579.1,984.5,488.4,835.1,1008.4,1056.7,752.0,250.9,421.6,347.7,884.3,442.3,443.9,374.6,442.1,409.0,249.3,436.3,762.5,455.0,407.3,519.2,360.2,123.5,957.8,516.8,374.2,470.2,438.6,646.4,441.4,520.8,117.8,390.0,320.1,467.0,347.3,108.2,630.9,76.0,122.3,273.8,313.0,959.1,877.5,945.4,1100.1,544.7,1036.9,621.0,964.7,429.4,1021.4,424.5,789.0,554.5,1053.4,352.0,558.0,320.1,830.3,572.1,514.5,384.7,233.1,480.3,1000.5,399.0,158.0,911.5,354.4,829.8,466.0,585.5,1031.3,473.5,443.2,552.7,794.5,549.5,370.4,374.5,133.1,354.5,957.0,1026.3,401.2,1055.5,517.3,642.7,416.3,351.3,980.1,496.3,560.3,482.4,469.1,2396.4,1063.1,486.3,1049.9,870.6,826.9,446.6,974.1,970.2,518.6,1053.3,0.0,557.9,364.8,499.1,1024.6,187.8,816.0,980.8,1051.9,897.8,425.3,962.0,654.5,461.5,526.0,298.1,463.9,1060.0,573.7,488.4,296.3,355.4,332.1,240.0,944.2,1005.8
