from_stop,AC,AH,AP,AS,AT,AW,BG,BN,BT,BU,BX,BZ,CO,CP,CQ,CS,CT,CV,DC,DG,DK,DO,DV,DZ,EE,EI,EO,EP,EQ,ER,ES,EW,EZ,FJ,FK,FM,FN,FQ,FZ,GE,GF,GI,GL,GO,GU,HA,HD,HE,HP,HW,IB,IO,JF,KG,KL,KM,KN,KS,LF,LH,LL,LM,LO,LU,LX,MA,MB,MD,MJ,NA,NF,NJ,NN,NT,NV,NW,OB,OC,OF,OG,OP,OR,OW,OZ,PB,PF,PH,PO,PU,PV,PX,QC,QL,QM,QR,RC,RD,RJ,RM,RO,RP,RT,SB,SD,SF,SG,SS,ST,SW,TB,TC,TF,TS,TU,UG,UH,UM,VB,VF,VH,VU,VW,WB,WK,WM,WO,WT,WU,WV,XA,XD,XE,XH,XI,XR,YA,YB,YJ,YK,YN,YV,YZ,ZA,ZD,ZG,ZM,ZP,ZU,ZV,ZY
GO,407.1,329.7,350.5,445.1,275.8,472.1,215.6,475.6,295.0,574.2,420.6,356.4,225.8,362.2,325.0,137.9,225.6,466.7,371.6,361.8,179.4,141.7,404.4,512.9,353.9,391.7,559.6,204.0,311.7,92.8,264.4,346.2,451.0,474.7,410.0,457.9,339.1,190.3,469.7,376.7,217.7,391.8,350.9,0.0,478.2,384.3,170.3,277.1,348.4,613.5,69.7,246.2,432.9,218.3,475.9,175.1,335.7,505.0,228.0,349.0,280.5,200.9,339.3,383.9,346.0,127.9,93.0,610.3,105.0,302.8,345.4,183.1,548.4,555.9,146.8,407.9,343.2,440.3,267.2,355.8,279.0,360.9,405.8,543.5,214.4,497.1,252.6,459.6,260.1,253.2,97.3,410.2,496.1,538.0,254.5,397.9,361.1,313.1,142.7,24.1,273.7,83.4,351.4,594.6,160.9,168.9,327.2,360.4,224.0,184.6,376.0,416.3,459.0,585.1,392.2,352.7,343.7,293.6,257.7,593.4,371.3,219.1,450.5,257.7,489.8,414.0,3148.0,255.0,302.8,208.7,305.9,141.7,188.3,350.4,163.4,412.4,172.4,442.9,420.5,319.6,120.9,341.9,195.0,427.8,137.5,468.2,242.2,484.8,222.2,434.7
GU,710.0,149.5,567.8,79.4,604.6,126.4,446.5,78.6,623.8,95.9,722.5,675.9,549.7,691.0,653.8,371.0,333.2,212.1,108.1,151.2,407.7,333.1,733.2,34.6,304.3,284.8,81.3,569.7,660.3,458.5,593.2,675.0,240.4,233.8,245.1,116.9,556.4,556.0,259.1,594.0,435.0,320.2,679.7,423.1,0.0,601.6,502.0,419.2,565.7,135.2,449.0,444.3,46.5,431.2,100.1,477.9,642.2,205.0,445.3,651.9,388.1,436.2,664.7,712.7,674.8,465.0,413.8,132.0,470.7,595.4,134.2,520.2,182.7,77.6,512.5,710.8,162.3,243.8,374.8,124.1,607.8,578.2,623.1,65.2,449.7,151.4,498.3,249.0,438.2,453.8,476.6,739.0,17.8,106.6,620.2,615.2,689.9,609.4,383.3,454.9,602.5,449.1,680.3,116.3,354.7,536.7,650.3,689.2,436.9,550.3,221.3,241.6,676.3,106.8,695.1,570.0,561.0,622.4,557.3,115.1,190.4,584.8,225.7,497.1,792.7,261.6,2823.9,583.8,268.8,350.8,617.7,359.0,519.2,633.3,391.7,201.8,509.5,232.3,209.9,648.4,486.6,630.1,412.3,247.2,372.8,685.5,442.8,224.4,587.9,89.0
HA,122.7,483.0,104.3,598.4,115.3,625.4,337.4,628.9,134.5,727.5,136.2,96.5,210.4,244.4,253.0,302.8,363.9,620.0,524.9,515.1,445.5,401.9,262.6,666.2,507.2,545.0,712.9,228.0,94.4,312.4,146.6,240.7,604.3,628.0,563.3,615.9,81.7,220.0,623.0,27.6,256.1,545.1,278.9,368.2,631.5,0.0,327.9,438.5,62.8,766.8,342.7,372.7,586.2,304.9,629.2,315.3,75.8,661.0,266.4,64.6,418.8,330.3,134.6,167.0,180.2,315.9,345.6,763.6,265.2,118.1,498.7,350.1,701.7,709.2,289.5,123.5,496.5,597.3,386.1,509.1,207.0,143.8,114.2,696.8,343.8,650.4,305.3,612.9,386.6,379.7,366.8,273.8,649.4,691.3,157.4,18.3,139.2,43.0,277.0,392.4,134.9,272.8,104.9,747.9,374.0,242.5,83.9,166.4,310.6,225.7,529.3,569.6,155.3,738.4,107.8,92.7,51.4,175.8,292.8,746.7,524.6,210.2,600.6,245.3,205.4,567.3,3065.4,183.0,456.1,370.1,51.3,247.5,255.4,232.9,429.5,565.7,354.5,596.2,573.8,180.8,314.9,282.1,268.7,581.1,266.9,158.0,368.7,638.1,186.3,588.0
HD,405.9,378.3,309.1,493.7,295.4,521.1,230.9,528.4,314.6,627.8,463.8,417.2,199.7,446.8,409.6,195.3,264.2,515.3,421.4,410.4,314.2,281.5,489.0,561.5,402.5,440.3,608.2,194.1,237.8,137.1,349.0,435.8,499.6,523.3,458.6,506.5,297.7,225.7,523.3,335.3,168.2,440.4,435.5,172.4,526.8,342.9,0.0,411.9,307.0,667.1,114.1,296.5,481.5,215.6,526.9,149.0,322.9,553.6,176.5,347.8,314.1,252.1,326.5,382.9,369.4,30.8,187.7,658.9,130.9,238.7,394.0,59.7,602.0,604.5,199.3,406.7,391.8,488.9,281.4,404.4,363.6,319.5,364.4,592.1,265.6,545.7,264.4,513.2,314.7,298.5,139.7,494.8,544.7,586.6,235.6,356.5,348.3,355.7,138.9,148.2,358.3,153.4,421.6,643.2,300.7,250.6,270.3,370.2,221.3,194.5,424.6,464.9,417.6,633.7,391.0,264.1,302.3,378.2,231.6,642.0,422.3,171.3,499.1,155.2,488.6,467.6,3150.9,339.6,351.4,348.5,359.0,142.8,80.8,435.0,298.2,461.0,109.7,491.5,469.1,404.2,68.7,426.5,164.0,476.4,188.7,426.8,287.5,538.4,203.6,483.3
HE,547.1,320.8,404.9,436.2,518.8,463.2,283.6,466.7,579.2,565.3,559.6,513.0,386.8,598.0,560.8,208.1,201.7,457.8,362.7,352.9,161.4,200.7,687.0,504.0,345.0,382.8,550.7,468.7,497.4,365.5,500.2,582.0,442.1,465.8,401.1,453.7,393.5,505.3,460.8,431.1,272.1,382.9,586.7,316.2,469.3,438.7,339.1,0.0,402.8,604.6,286.1,281.4,424.0,268.3,467.0,315.0,479.3,498.8,282.4,489.0,256.6,273.3,571.6,591.4,604.6,302.1,250.9,601.4,377.7,432.5,336.5,357.3,539.5,547.0,419.5,547.9,334.3,435.1,223.9,346.9,514.8,415.3,460.2,534.6,286.8,488.2,317.1,450.7,275.3,290.9,313.7,698.2,487.2,529.1,495.2,452.3,573.2,446.5,220.4,292.0,538.4,356.1,517.4,585.7,158.2,443.7,487.4,590.8,274.0,469.1,367.1,407.4,513.4,576.2,532.2,407.1,398.1,529.4,394.4,584.5,362.4,450.9,438.4,334.2,629.8,405.1,3325.5,490.8,293.9,88.2,454.8,196.1,362.5,540.3,145.4,403.5,346.6,434.0,411.6,628.4,334.0,537.1,249.4,418.9,209.9,522.6,279.9,475.9,478.2,425.8
HP,123.3,459.0,118.3,574.4,115.9,601.4,278.6,604.9,135.1,703.5,136.8,138.3,211.0,245.0,253.6,278.8,339.9,596.0,500.9,491.1,446.1,345.2,263.2,642.2,483.2,521.0,688.9,228.6,95.0,313.0,147.2,241.3,580.3,604.0,539.3,591.9,95.7,220.6,599.0,28.2,270.1,521.1,279.5,368.8,607.5,35.8,328.5,414.5,0.0,742.8,318.7,348.7,562.2,280.9,605.2,315.9,76.4,637.0,280.4,65.2,394.8,306.3,135.2,167.6,180.8,316.5,321.6,739.6,265.8,132.1,474.7,350.7,677.7,685.2,290.1,124.1,472.5,573.3,362.1,485.1,207.6,157.8,67.5,672.8,319.8,626.4,246.5,588.9,362.6,355.7,367.4,274.4,625.4,667.3,158.0,54.2,139.8,43.6,253.0,345.0,135.5,273.4,142.7,723.9,350.0,243.1,84.5,167.0,286.6,226.3,505.3,545.6,152.7,714.4,108.4,106.7,4.7,176.4,293.4,722.7,500.6,210.8,576.6,259.3,206.0,543.3,3066.0,183.6,432.1,346.1,51.9,223.5,256.0,233.5,430.1,541.7,355.1,572.2,549.8,181.4,315.5,282.7,244.7,557.1,242.9,148.3,344.7,614.1,186.9,564.0
HW,857.6,297.1,715.4,227.0,752.2,274.0,581.3,226.1,771.4,132.2,870.1,823.5,697.3,838.6,801.4,515.4,480.8,236.7,254.6,298.8,555.3,480.7,880.8,112.3,240.6,221.1,152.8,717.3,807.9,606.1,740.8,822.6,329.9,241.5,208.0,264.5,704.0,703.6,327.4,741.6,584.6,306.2,827.3,570.7,147.5,749.2,649.6,566.8,713.3,0.0,596.6,591.9,194.1,586.4,249.3,625.5,789.8,257.0,592.9,799.5,535.7,587.5,812.3,860.3,822.4,612.6,561.4,136.9,618.3,743.0,281.8,667.8,330.3,137.3,668.3,858.4,309.9,224.0,522.4,271.7,755.4,725.8,770.7,124.9,597.3,258.9,527.5,338.5,585.8,601.4,624.2,886.6,169.5,255.6,767.8,762.8,837.5,757.0,530.9,602.5,750.1,596.7,827.9,18.9,502.3,682.2,797.9,836.8,579.9,697.9,337.9,177.9,823.9,119.6,842.7,717.6,708.6,770.0,704.9,51.4,338.0,732.4,254.4,644.7,940.3,197.9,2783.8,731.4,296.8,498.4,765.3,506.6,666.8,780.9,539.3,271.3,657.1,321.8,299.4,796.0,634.2,777.7,559.9,183.5,520.4,833.1,590.4,251.6,735.5,236.6
IB,444.0,343.3,301.8,458.7,300.0,486.1,162.5,493.4,319.2,587.8,456.5,409.9,253.0,386.4,347.2,141.5,224.2,480.3,386.4,375.4,223.5,177.9,426.6,528.6,369.6,405.3,573.2,240.3,289.0,117.0,288.6,368.4,464.6,488.3,423.6,471.5,290.4,214.5,483.3,328.0,171.0,405.4,375.1,81.5,491.8,335.6,121.4,321.2,299.7,627.1,0.0,225.2,446.5,147.2,491.9,202.3,359.9,518.6,179.3,385.9,279.1,195.8,363.5,408.1,370.2,73.7,133.9,623.9,129.2,329.4,359.0,128.9,562.0,569.5,179.2,444.8,356.8,453.9,246.4,369.4,303.2,312.2,357.1,557.1,209.3,510.7,196.0,473.2,246.3,230.1,27.5,434.4,509.7,551.6,286.8,349.2,385.3,345.5,70.5,65.6,297.9,107.6,414.3,608.2,203.0,193.1,321.5,384.6,152.9,240.7,389.6,432.0,410.3,600.8,429.1,304.0,295.0,317.8,284.9,607.0,387.3,222.5,464.1,203.5,526.7,427.6,3202.1,279.2,316.4,250.8,351.7,139.1,134.1,374.6,207.5,426.0,118.2,456.5,434.1,343.8,122.0,364.1,146.3,441.4,134.9,419.5,219.1,498.4,249.8,448.3
IO,492.4,315.8,350.2,431.2,483.5,458.6,100.8,465.9,502.7,560.3,504.9,458.3,263.8,569.9,532.7,153.4,196.7,452.8,357.7,347.9,259.8,202.0,612.1,499.0,340.0,377.8,545.7,334.9,383.6,300.5,472.1,553.9,437.1,460.8,396.1,448.7,338.8,371.5,455.8,376.4,170.2,377.9,558.6,244.1,464.3,384.0,274.3,271.3,348.1,599.6,217.7,0.0,419.0,87.2,464.4,213.1,424.6,491.1,180.5,434.3,251.6,64.5,520.3,536.7,553.7,262.3,208.4,596.4,294.3,377.8,331.5,306.8,534.5,542.0,354.5,493.2,329.3,426.4,218.9,341.9,486.7,360.6,405.5,529.6,90.5,483.2,98.9,445.7,35.6,69.2,243.3,617.9,482.2,524.1,381.4,397.6,518.5,391.8,150.0,219.9,481.4,316.8,462.7,580.7,206.8,376.6,432.7,536.1,80.7,335.3,362.1,402.4,458.7,571.2,477.5,352.4,343.4,501.3,292.5,579.5,357.4,317.1,433.4,232.3,575.1,400.1,3270.8,462.7,288.9,202.9,400.1,138.5,262.2,512.2,243.8,398.5,310.2,429.0,406.6,527.3,232.1,509.0,219.5,413.9,113.9,467.9,58.2,470.9,344.4,420.8
JF,663.4,102.9,521.2,32.8,558.0,79.8,399.9,42.6,577.2,141.2,675.9,629.3,503.1,644.4,607.2,324.4,286.6,165.5,61.5,104.6,361.1,280.6,686.6,79.9,253.7,230.1,126.6,523.1,613.7,411.9,546.6,628.4,193.8,187.2,198.5,70.3,509.8,509.4,212.5,547.4,388.4,273.6,633.1,376.5,45.2,555.0,455.4,372.6,519.1,180.5,402.4,397.7,0.0,384.6,49.0,431.3,595.6,158.4,398.7,605.3,341.5,389.6,618.1,666.1,628.2,418.4,367.2,177.3,424.1,548.8,87.6,473.6,136.1,122.9,465.9,664.2,115.7,197.2,328.2,77.5,561.2,531.6,576.5,110.5,403.1,104.8,451.7,202.4,391.6,407.2,430.0,692.4,63.1,105.0,573.6,568.6,643.3,562.8,336.7,408.3,555.9,402.5,633.7,161.6,308.1,490.1,603.7,642.6,390.3,503.7,174.7,217.3,629.7,152.1,648.5,523.4,514.4,575.8,510.7,160.4,143.8,538.2,179.1,450.5,746.1,252.4,2869.2,537.2,222.2,304.2,571.1,312.4,472.6,586.7,345.1,155.2,462.9,185.7,163.3,601.8,440.0,583.5,365.7,292.5,326.2,638.9,396.2,177.8,541.3,42.4
KG,419.9,299.2,277.7,414.6,391.6,441.6,44.0,445.1,452.0,543.7,432.4,385.8,213.6,540.1,502.9,119.0,180.1,436.2,341.1,331.3,243.2,185.4,559.8,482.4,323.4,361.2,529.1,284.7,370.2,250.3,442.3,524.1,420.5,444.2,379.5,432.1,266.3,321.3,439.2,303.9,120.0,361.3,528.8,214.1,447.7,311.5,224.1,254.7,275.6,583.0,140.9,84.6,402.4,0.0,445.4,162.9,352.1,477.2,130.3,361.8,235.0,57.3,444.4,464.2,477.4,190.9,184.5,579.8,244.1,305.3,314.9,246.1,517.9,525.4,304.3,420.7,312.7,413.5,202.3,325.3,456.9,288.1,333.0,513.0,70.8,466.6,48.7,429.1,98.5,91.6,168.5,571.0,465.6,507.5,368.0,325.1,446.0,319.3,75.2,189.9,451.6,248.6,390.2,564.1,190.2,328.5,360.2,463.6,5.7,285.1,345.5,385.8,386.2,554.6,405.0,279.9,270.9,471.5,242.3,562.9,340.8,266.9,416.8,182.1,502.6,383.5,3198.3,432.9,272.3,186.3,327.6,63.7,251.3,482.4,227.2,381.9,235.4,412.4,390.0,497.5,181.9,479.2,162.7,397.3,83.1,395.4,80.6,454.3,294.2,404.2
KL,711.5,151.0,569.3,62.9,606.1,57.4,448.0,25.6,625.3,185.6,724.0,677.4,551.2,692.5,657.7,369.3,337.1,142.7,108.5,152.7,409.2,328.7,737.1,121.9,240.2,214.2,171.0,571.2,661.8,460.0,594.7,676.5,251.2,164.4,175.7,42.8,557.9,557.5,248.7,595.5,438.5,257.7,681.2,424.6,102.8,603.1,498.5,420.7,567.2,224.9,452.5,448.2,68.7,432.7,0.0,479.4,643.7,138.6,446.8,653.4,389.6,437.7,669.6,714.2,676.3,466.5,412.4,221.7,472.2,596.9,135.7,521.7,168.6,167.3,522.2,712.3,163.8,177.8,376.3,125.6,609.3,579.7,624.6,154.9,451.2,82.0,499.8,259.8,449.0,455.3,478.1,740.5,79.3,115.3,621.7,616.7,691.4,610.9,384.8,456.4,604.0,450.6,681.8,206.0,356.2,536.1,651.8,690.7,438.4,554.2,222.8,208.4,677.8,194.1,696.6,571.5,562.5,623.9,562.0,204.8,194.3,586.3,168.6,498.6,794.2,236.5,2913.6,585.3,257.2,352.3,619.2,360.5,520.7,634.8,393.2,192.6,511.0,243.1,220.7,649.9,488.1,631.6,413.8,250.3,374.3,689.4,444.3,155.0,589.4,31.1
KM,354.0,435.7,211.8,551.1,228.0,578.1,153.9,581.6,247.2,680.2,366.5,319.9,50.6,379.4,342.2,255.5,316.6,572.7,477.6,467.8,379.7,321.9,421.6,618.9,459.9,497.7,665.6,121.7,170.4,268.7,281.6,363.4,557.0,580.7,516.0,568.6,200.4,158.3,575.7,238.0,72.6,497.8,368.1,245.9,584.2,245.6,178.4,391.2,209.7,719.5,247.7,246.0,538.9,188.1,581.9,0.0,286.2,613.7,82.9,295.9,371.5,218.7,255.7,398.3,302.0,166.4,326.2,716.3,221.5,171.3,451.4,213.3,654.4,661.9,209.0,354.8,449.2,550.0,338.8,461.8,296.2,222.2,267.1,649.5,232.2,603.1,121.8,565.6,259.9,253.0,275.3,427.4,602.1,644.0,168.2,259.2,280.9,253.4,254.6,278.8,290.9,280.4,324.3,700.6,326.7,180.8,202.9,302.8,193.8,122.1,482.0,522.3,320.3,691.1,339.1,214.0,205.0,310.8,79.3,623.9,477.3,103.9,553.3,61.8,436.7,520.0,3083.5,272.2,408.8,322.8,261.7,200.2,105.9,367.6,363.7,518.4,245.3,548.9,526.5,336.8,165.4,359.1,221.4,533.8,219.6,329.5,242.0,590.8,131.2,540.7
KN,110.4,523.6,125.4,639.0,136.6,666.0,343.2,669.5,116.4,768.1,123.9,20.6,193.6,239.4,224.2,343.4,404.5,660.6,565.5,555.7,428.7,385.1,250.3,706.8,547.8,585.6,753.5,211.2,77.6,295.6,152.3,235.7,644.9,668.6,603.9,656.5,102.8,203.2,663.6,38.3,277.2,585.7,260.0,351.4,672.1,73.1,311.1,479.1,64.5,807.4,378.7,413.3,626.8,345.5,669.8,298.5,0.0,701.6,287.5,52.3,459.4,370.9,108.8,154.7,163.4,299.1,386.2,804.2,248.4,139.2,539.3,333.3,742.3,749.8,272.7,111.2,537.1,637.9,426.7,549.7,230.9,164.9,132.1,737.4,384.4,691.0,311.1,653.5,427.2,420.3,350.0,261.5,690.0,731.9,140.6,87.7,110.4,12.4,317.6,375.6,142.4,256.0,54.6,788.5,410.2,225.7,67.1,149.6,351.2,208.9,569.9,610.2,173.2,779.0,95.5,113.8,69.3,170.8,276.0,787.3,565.2,193.4,641.2,266.4,193.1,607.9,3048.6,166.2,496.7,410.7,34.5,288.1,238.6,227.9,412.7,606.3,337.7,636.8,614.4,165.6,298.1,265.3,309.3,621.7,307.5,154.0,409.3,678.7,169.5,628.6
KS,737.1,176.6,594.9,146.5,631.7,76.9,473.6,150.1,650.9,281.8,749.6,703.0,576.8,718.1,680.9,394.9,360.3,37.5,169.3,135.2,434.8,360.2,757.3,217.8,160.4,126.6,264.5,593.8,687.4,485.6,620.3,699.1,172.9,33.1,70.5,91.5,583.5,583.1,170.4,621.1,464.1,180.3,706.8,450.2,197.6,628.7,524.1,446.3,592.8,264.3,478.1,468.4,152.3,458.3,126.8,505.0,669.3,0.0,472.4,679.0,415.2,463.3,695.2,739.8,701.9,492.1,438.0,315.2,497.8,622.5,161.3,547.3,249.8,260.8,547.8,737.9,189.8,65.5,401.9,152.3,634.9,605.3,650.2,248.4,476.8,52.3,530.7,178.5,474.6,480.9,503.7,766.1,185.8,114.1,647.3,642.3,717.0,633.5,410.4,482.0,629.6,476.2,707.4,299.5,378.8,561.7,677.4,713.3,464.0,577.4,180.9,104.3,703.4,290.0,722.2,597.1,588.1,649.5,587.6,215.8,159.3,611.9,56.3,521.2,819.8,147.1,2967.4,610.9,181.6,377.9,644.8,386.1,546.3,660.4,418.8,114.3,536.6,164.8,142.4,675.5,513.7,654.2,439.4,162.7,399.9,712.6,469.9,20.7,612.0,114.7
LF,386.6,429.2,244.4,544.6,328.6,571.6,186.5,575.1,347.8,673.7,399.1,352.5,83.2,415.0,377.8,243.0,310.1,566.2,471.1,461.3,304.9,267.2,457.2,612.4,453.4,491.2,659.1,154.3,203.0,119.9,317.2,399.0,550.5,574.2,509.5,562.1,233.0,190.9,569.2,270.6,102.9,491.3,403.7,162.9,577.7,278.2,93.7,402.6,242.3,713.0,163.0,278.6,532.4,220.7,575.4,32.5,318.8,607.2,0.0,328.5,365.0,251.3,288.3,430.9,398.8,81.7,218.5,709.8,113.7,203.9,444.9,126.2,647.9,655.4,173.9,387.4,442.7,543.5,332.3,455.3,331.8,254.8,299.7,643.0,264.8,596.6,154.4,559.1,292.5,285.6,161.5,463.0,595.6,637.5,200.8,291.8,313.5,286.0,189.8,187.1,326.5,136.2,356.9,694.1,286.4,198.1,235.5,335.4,226.4,154.7,475.5,515.8,352.9,684.6,371.7,246.6,237.6,346.4,111.9,692.9,470.8,136.5,546.8,51.7,469.3,513.5,3116.1,307.8,402.3,334.2,294.3,193.7,81.6,403.2,288.9,511.9,137.2,542.4,520.0,372.4,51.5,394.7,214.9,527.3,239.6,362.1,274.6,584.3,163.8,534.2
LH,58.0,518.7,102.5,634.1,122.2,661.1,335.6,664.6,102.0,763.2,71.5,35.8,220.5,198.2,178.1,338.5,399.6,655.7,560.6,550.8,448.3,404.7,197.9,701.9,542.9,580.7,748.6,238.1,97.2,343.5,137.9,183.6,640.0,663.7,599.0,651.6,79.9,251.1,658.7,33.4,254.3,580.8,207.6,399.3,667.2,64.0,338.0,474.2,59.6,802.5,407.3,427.7,621.9,369.8,664.9,269.5,50.4,696.7,264.6,0.0,454.5,400.4,94.4,102.3,115.5,326.0,381.3,799.3,296.3,116.3,534.4,360.2,737.4,744.9,320.6,58.8,532.2,633.0,421.8,544.8,186.4,142.0,127.2,732.5,413.9,686.1,303.5,648.6,441.6,434.7,397.9,209.1,685.1,727.0,176.6,64.8,87.8,62.9,312.7,423.5,128.0,275.6,40.2,783.6,409.7,273.6,86.7,101.7,375.5,238.5,565.0,605.3,168.3,774.1,43.1,90.9,64.4,156.4,302.9,782.4,560.3,220.3,636.3,243.5,140.7,603.0,3068.2,213.9,491.8,405.8,79.3,283.2,265.5,183.4,432.3,601.4,385.6,631.9,609.5,147.2,300.8,284.9,304.4,616.8,302.6,112.6,423.7,673.8,214.5,623.7
LL,484.5,206.8,342.3,322.2,423.6,349.2,221.0,352.7,442.8,451.3,497.0,450.4,324.2,510.0,472.8,145.5,26.1,343.8,248.7,238.9,182.2,107.6,552.2,390.0,231.0,268.8,436.7,388.7,434.8,277.5,412.2,494.0,328.1,351.8,287.1,339.7,330.9,375.0,346.8,368.5,209.5,268.9,498.7,253.6,355.3,376.1,276.5,193.7,340.2,490.6,223.5,218.8,310.0,205.7,353.0,252.4,416.7,384.8,219.8,426.4,0.0,210.7,509.0,528.8,493.8,239.5,188.3,487.4,289.7,369.9,222.5,294.7,425.5,433.0,331.5,485.3,220.3,321.1,149.3,232.9,426.8,352.7,397.6,420.6,224.2,374.2,254.5,336.7,212.7,228.3,251.1,558.0,373.2,415.1,432.6,389.7,510.6,383.9,157.8,229.4,421.5,268.1,454.8,471.7,129.2,355.7,424.8,528.2,211.4,369.3,253.1,293.4,450.8,462.2,469.6,344.5,335.5,441.4,331.8,470.5,248.4,388.3,324.4,271.6,567.2,291.1,3179.3,402.8,179.9,125.3,392.2,133.5,299.9,452.3,166.2,289.5,284.0,320.0,297.6,467.4,271.4,449.1,186.8,304.9,147.3,460.0,217.3,361.9,406.9,311.8
LM,449.7,308.6,307.5,424.0,463.1,451.0,75.5,454.5,482.3,553.1,462.2,415.6,216.5,549.5,512.3,169.5,189.5,445.6,350.5,340.7,252.6,194.8,591.7,491.8,332.8,370.6,538.5,287.6,336.3,253.2,451.7,533.5,429.9,453.6,388.9,441.5,296.1,324.2,448.6,333.7,122.9,370.7,538.2,200.8,457.1,341.3,227.0,264.1,305.4,592.4,180.9,83.5,411.8,39.9,454.8,165.8,381.9,486.6,133.2,391.6,244.4,0.0,474.2,494.0,507.2,215.0,168.0,589.2,247.0,335.1,324.3,259.5,527.3,534.8,307.2,450.5,322.1,422.9,211.7,334.7,466.3,317.9,362.8,522.4,25.9,476.0,51.6,438.5,100.0,93.1,208.5,597.5,475.0,516.9,334.1,354.9,475.8,349.1,115.2,176.6,461.0,269.5,420.0,573.5,199.6,331.4,390.0,493.4,33.4,288.0,354.9,395.2,416.0,564.0,434.8,309.7,300.7,480.9,245.2,572.3,350.2,269.8,426.2,185.0,532.4,392.9,3228.1,442.3,281.7,195.7,357.4,103.7,214.9,491.8,236.6,391.3,270.5,421.8,399.4,506.9,184.8,488.6,191.1,406.7,70.6,425.2,82.1,463.7,297.1,413.6
LO,94.3,613.4,200.9,728.8,89.0,756.2,415.3,763.5,68.8,857.9,97.5,84.6,234.7,158.2,132.1,430.0,497.7,750.4,656.5,645.5,457.5,417.3,197.0,800.0,641.0,675.4,843.3,252.3,118.7,324.4,104.7,147.1,734.7,758.4,693.7,741.6,178.3,232.0,753.4,128.1,336.0,675.5,200.7,380.2,761.9,162.4,357.5,555.2,154.3,897.2,405.4,506.5,716.6,435.3,762.0,381.1,99.2,788.7,344.3,142.1,549.2,460.7,0.0,59.7,60.8,340.2,438.5,894.0,277.2,194.8,629.1,374.4,832.1,839.6,309.7,113.9,626.9,724.0,516.5,639.5,131.7,240.4,153.7,827.2,474.2,780.8,386.6,746.7,526.3,510.1,378.8,217.4,779.8,821.7,169.4,163.2,71.8,106.2,407.4,404.4,94.8,284.8,44.1,878.3,442.4,256.9,118.9,43.6,441.0,241.1,659.7,700.0,174.0,872.2,84.7,189.3,159.1,105.5,320.3,877.1,657.4,234.5,734.2,323.2,194.8,697.7,3090.2,159.2,586.5,490.2,99.0,377.9,279.7,128.7,441.5,696.1,366.5,726.6,704.2,92.5,326.9,301.0,399.1,711.5,397.3,162.8,499.1,768.5,201.7,718.4
LU,51.0,672.4,224.0,787.8,103.5,814.8,456.5,818.3,83.3,916.9,72.2,154.4,275.9,108.9,75.7,492.2,553.3,809.4,714.3,704.5,503.6,465.9,151.1,855.6,696.6,734.4,902.3,286.4,159.9,345.5,109.4,96.3,793.7,817.4,752.7,805.3,201.4,253.1,812.4,187.6,375.2,734.5,156.6,401.3,820.9,185.5,393.4,601.3,213.8,956.2,428.6,548.6,775.6,490.7,818.6,402.2,169.0,850.4,385.5,121.4,608.2,519.7,69.7,0.0,53.8,381.4,497.5,953.0,298.3,236.0,688.1,414.7,891.1,898.6,320.0,78.9,685.9,786.7,575.5,698.5,116.3,263.5,193.7,886.2,533.2,839.8,424.4,802.3,562.5,555.6,399.9,172.4,838.8,880.7,190.5,186.3,90.7,165.7,466.4,425.5,127.3,300.7,113.9,937.3,485.1,275.6,170.0,50.1,496.4,258.8,718.7,759.0,148.7,927.8,90.4,212.4,218.6,80.2,358.3,936.1,714.0,268.6,790.0,364.4,160.8,756.7,3097.5,143.8,645.5,532.9,158.5,436.9,320.9,113.5,487.6,755.1,387.6,785.6,763.2,85.5,348.0,289.0,458.1,770.5,456.3,145.1,544.6,827.5,219.4,777.4
LX,101.7,608.4,229.8,723.8,85.7,750.8,435.5,754.3,65.5,852.9,104.9,147.2,254.9,97.3,82.1,493.7,536.0,745.4,650.3,640.5,458.1,420.4,139.5,791.6,632.6,670.4,838.3,260.1,142.1,347.7,73.8,90.6,729.7,753.4,688.7,741.3,207.2,226.8,748.4,169.8,354.2,670.5,139.8,403.0,756.9,191.3,372.4,555.8,196.0,892.2,402.1,527.6,711.6,469.7,754.6,375.9,161.8,786.4,364.5,127.2,590.9,500.3,71.4,54.4,0.0,360.4,452.0,889.0,272.0,218.2,624.1,388.4,827.1,834.6,304.8,110.0,621.9,722.7,558.2,634.5,70.8,269.3,177.4,822.2,513.8,775.8,403.4,738.3,541.5,534.6,373.4,161.2,774.8,816.7,164.2,192.1,74.4,147.9,449.1,427.2,73.8,285.5,111.2,873.3,439.6,249.3,152.2,14.3,475.4,232.5,654.7,695.0,177.1,863.8,74.1,218.2,200.8,44.6,337.3,872.1,650.0,242.3,726.0,343.4,191.9,692.7,3060.7,98.3,581.5,487.4,140.7,419.6,299.9,67.8,442.1,691.1,361.1,721.6,699.2,31.6,321.7,243.5,440.8,706.5,439.0,145.8,523.6,763.5,193.1,713.4
