from_stop,AC,AG,AJ,AT,AV,AW,AY,AZ,BB,BM,BN,BX,BZ,CC,CD,CG,CI,CK,CL,CQ,CS,CY,DB,DM,DN,DT,DZ,ED,EG,EN,EO,EP,ER,ES,FF,FO,FQ,FU,FX,FY,FZ,GC,GD,GE,GF,GI,GJ,GL,GM,GO,HH,HI,HQ,HW,IA,IB,II,IJ,IM,IU,JF,JH,JM,JN,JP,JR,JS,JT,JU,JZ,KE,KH,KJ,KN,KO,KQ,KS,KT,KW,KY,LD,LJ,LL,LX,LZ,MH,MM,MN,MV,NO,NT,NW,NX,NY,OA,OB,OD,OG,OI,OO,OY,PC,PD,PE,PI,PK,PO,PR,PT,PY,QC,QD,QE,QF,QG,QL,QP,QZ,RB,RC,RF,RG,RN,RR,RV,SH,SI,SM,SR,SZ,TA,TE,TM,TU,TY,UB,UE,UL,UN,UP,UR,UV,VB,VF,VH,VL,VM,VN,VT,VU,VW,VX,VY,WF,WH,WS,WT,WW,WY,XE,XM,XQ,XT,XY,YE,YN,YS,YV,YX,YY,YZ,ZB,ZE,ZH,ZK,ZQ,ZU,ZW,ZX
UN,323.3,1158.0,160.0,1060.9,1155.5,1245.3,291.3,582.1,1254.4,961.5,1145.1,214.0,1281.4,205.7,418.2,247.2,1282.0,1065.5,1244.5,1276.2,233.8,286.2,912.5,643.8,1134.6,1172.7,334.4,570.0,1303.1,753.8,523.7,672.1,898.5,1252.5,368.0,1240.8,1333.6,1121.2,1276.4,1189.3,442.6,967.2,1058.8,449.9,574.9,1297.4,1185.9,1236.2,246.6,1302.0,1236.0,880.6,352.6,1136.1,449.4,477.5,317.2,1273.1,1322.2,1292.3,223.5,726.7,962.4,1332.0,1067.9,1144.7,1325.8,501.6,1339.5,512.2,1324.3,379.2,286.0,1236.4,1245.8,485.9,404.2,122.0,415.5,1269.8,162.3,1155.6,1263.0,1167.0,628.9,660.1,1096.1,567.5,474.0,122.7,1158.5,1162.5,676.1,567.4,301.6,1059.2,430.7,491.4,439.8,75.6,184.5,382.3,1117.7,1236.4,1311.8,1224.4,407.7,1182.2,171.0,1237.2,279.9,417.5,1291.0,583.4,145.1,1124.1,1263.9,1271.0,482.6,1364.6,448.1,285.0,300.5,1315.7,700.0,689.6,434.1,991.9,479.4,762.0,477.7,1269.0,1262.3,555.5,1185.2,128.0,456.2,263.4,0.0,500.3,1265.3,571.5,473.0,80.5,520.8,418.4,243.9,1295.1,1316.8,884.5,1211.6,472.2,1342.6,458.5,1183.6,346.0,465.2,1310.8,486.8,57.5,954.2,1211.6,687.4,393.4,586.3,1334.2,544.8,659.2,1294.6,267.0,1285.5,100.9,82.9,508.9,1206.0,631.0,217.8,103.2,634.6
UP,155.5,726.0,394.9,628.9,723.5,840.0,309.6,202.2,819.5,529.5,713.1,363.1,849.4,262.4,390.4,231.5,850.0,633.5,838.0,842.3,387.3,332.9,480.5,209.6,669.1,767.4,366.1,173.8,871.1,319.6,294.1,237.9,466.5,864.1,386.3,808.8,901.6,689.2,844.4,784.0,286.6,535.2,626.8,175.2,87.6,865.4,753.9,830.9,298.1,870.0,804.0,448.6,169.1,704.1,327.1,65.7,466.3,841.1,890.2,860.3,255.2,292.5,530.4,900.0,647.0,712.7,893.8,222.7,907.5,116.0,892.3,362.8,235.3,831.1,813.8,71.7,220.7,468.6,239.1,837.8,417.3,723.6,831.0,761.7,249.0,225.9,707.7,370.7,304.2,467.3,753.2,730.5,296.2,171.2,250.9,627.2,579.8,371.2,588.9,415.4,285.4,531.4,729.3,881.1,879.8,792.4,330.4,750.2,301.1,848.8,311.6,566.6,859.0,475.5,398.2,692.1,828.8,839.0,144.9,932.6,360.5,334.7,234.3,883.7,265.8,477.9,85.0,559.9,628.5,382.1,247.1,837.7,830.3,325.9,796.8,504.3,352.4,310.1,492.4,0.0,833.3,191.6,368.7,456.8,194.4,142.7,293.6,863.1,884.8,452.5,823.2,270.8,910.6,58.1,751.6,162.5,420.9,878.8,375.7,433.8,522.2,779.6,307.5,542.5,434.5,902.2,54.0,225.0,862.6,416.1,853.5,456.4,459.2,307.5,774.0,196.8,302.1,445.1,254.7
UR,986.2,313.1,1240.4,198.2,496.2,427.1,1104.4,758.8,166.5,303.5,300.2,1142.7,193.5,1118.6,1185.2,1062.2,306.9,220.6,426.3,188.3,1162.5,1207.1,350.6,632.9,256.2,354.5,1240.3,720.5,162.4,662.0,912.5,604.6,364.6,452.3,1181.1,152.9,245.7,276.3,135.7,371.1,1081.4,350.9,399.5,1005.9,792.0,322.3,210.8,418.0,1154.3,256.2,391.1,498.5,999.8,123.0,1121.9,896.4,1245.9,185.2,234.3,204.4,1129.4,686.7,385.9,244.1,406.7,485.4,232.4,905.4,251.6,778.6,233.9,1157.6,1066.0,418.2,157.9,858.0,1051.4,1323.0,1033.9,278.8,1262.8,180.5,285.1,348.8,657.4,655.9,294.5,989.1,870.2,1312.8,340.3,187.4,585.4,697.1,1081.6,419.9,1202.7,1166.0,1211.8,1260.9,1141.6,1138.2,456.5,1418.8,223.9,83.7,1125.2,337.3,1157.3,431.6,1185.8,1189.5,203.1,1093.9,1243.7,742.0,288.8,183.1,975.6,285.1,1155.3,1137.4,1029.1,227.8,650.5,1096.3,915.7,272.3,1251.4,741.2,813.1,181.1,174.4,944.3,385.0,1349.8,1147.2,1184.3,1337.9,830.6,0.0,710.6,1163.5,1302.3,760.4,973.4,1080.4,263.1,327.0,502.4,406.0,886.4,201.9,888.8,338.7,993.2,1215.7,222.9,1170.5,1279.3,460.2,236.5,574.1,1127.1,1052.9,246.3,884.7,617.5,275.2,1195.7,197.6,1301.9,1304.7,923.1,361.1,645.7,1165.9,1290.6,633.6
UV,315.3,586.4,485.1,489.3,583.9,673.7,349.1,48.1,682.8,389.9,573.5,387.4,709.8,422.2,429.9,391.3,710.4,493.9,672.9,704.6,407.2,492.7,340.9,238.8,563.0,601.1,525.9,236.1,731.5,267.9,201.8,210.5,326.9,680.9,425.8,669.2,762.0,549.6,704.8,617.7,326.1,395.6,487.2,335.0,223.0,725.8,614.3,664.6,457.9,730.4,664.4,309.0,328.9,564.5,366.6,225.5,490.6,701.5,750.6,720.7,415.0,292.6,390.8,760.4,496.3,573.1,754.2,194.7,767.9,178.3,752.7,402.3,395.1,664.8,674.2,104.4,380.5,567.7,278.6,698.2,507.5,584.0,691.4,595.4,57.3,261.8,524.5,278.4,159.5,557.5,586.9,590.9,104.5,303.0,410.7,487.6,492.0,410.7,501.1,505.6,443.8,427.5,546.1,754.4,740.2,652.8,369.9,610.6,430.3,665.6,471.4,478.8,719.4,383.2,488.4,552.5,692.3,699.4,304.7,793.0,400.0,494.5,273.8,744.1,256.4,385.6,244.8,420.3,540.7,190.4,102.4,697.4,690.7,233.6,613.6,594.5,391.9,469.9,582.6,159.7,693.7,0.0,408.2,547.0,49.7,302.5,453.4,723.5,745.2,312.9,640.0,175.7,771.0,217.9,612.0,322.3,460.4,739.2,415.2,524.0,382.6,640.0,115.8,416.4,342.2,762.6,213.8,223.4,723.0,440.4,713.9,546.6,549.4,212.4,634.4,251.6,461.9,535.3,63.0
VB,468.9,1007.1,371.4,910.0,1004.6,1094.4,184.0,431.2,1103.5,810.6,994.2,273.7,1130.5,351.3,85.4,392.8,1131.1,914.6,1093.6,1125.3,277.1,431.8,761.6,492.9,983.7,1021.8,480.0,419.1,1152.2,602.9,178.5,521.2,747.6,1101.6,113.4,1089.9,1182.7,970.3,1125.5,1038.4,97.4,816.3,907.9,536.0,424.0,1146.5,1035.0,1085.3,392.2,1151.1,1085.1,729.7,498.2,985.2,75.3,426.5,255.2,1122.2,1171.3,1141.4,369.1,575.8,811.5,1181.1,917.0,993.8,1174.9,350.7,1188.6,361.3,1173.4,101.9,431.6,1085.5,1094.9,335.0,549.8,454.0,204.7,1118.9,393.8,1004.7,1112.1,1016.1,478.0,509.2,945.2,255.1,323.1,443.8,1007.6,1011.6,525.2,416.5,447.2,908.3,226.7,18.3,235.8,391.9,330.1,178.3,966.8,950.1,1160.9,1073.5,69.5,1031.3,316.6,1086.3,425.5,213.5,1140.1,379.4,374.7,973.2,1113.0,1120.1,505.7,1213.7,55.5,430.6,264.6,1164.8,549.1,362.3,445.8,841.0,275.4,611.1,326.8,1118.1,1111.4,210.3,1034.3,480.8,47.4,409.0,468.9,360.7,1114.4,420.6,0.0,433.3,369.9,503.5,389.5,1144.2,1165.9,733.6,1060.7,321.3,1191.7,418.9,1032.7,491.6,115.9,1159.9,13.7,410.3,803.3,1060.7,536.5,189.4,318.9,1183.3,414.8,508.3,1143.7,306.9,1134.6,432.9,435.7,358.0,1055.1,480.1,363.4,421.6,483.7
VF,279.0,1113.7,115.7,1016.6,1111.2,1201.0,247.0,537.8,1210.1,917.2,1100.8,169.7,1237.1,161.4,373.9,202.9,1232.4,1021.2,1200.2,1230.0,193.9,241.9,868.2,599.5,1090.3,1128.4,290.1,525.7,1258.8,709.5,479.4,627.8,854.2,1208.2,323.7,1196.5,1289.3,1076.9,1232.1,1145.0,398.3,922.9,1014.5,405.6,530.6,1253.1,1141.6,1191.9,202.3,1257.7,1191.7,836.3,308.3,1091.8,405.1,433.2,272.9,1228.8,1277.9,1248.0,179.2,682.4,918.1,1287.7,1023.6,1100.4,1281.5,457.3,1295.2,467.9,1280.0,334.9,241.7,1192.1,1201.5,441.6,359.9,68.8,371.2,1225.5,117.8,1111.3,1218.7,1122.7,584.6,615.8,1051.8,523.2,429.7,78.2,1114.2,1118.2,631.8,523.1,257.3,1014.9,386.4,447.1,395.5,31.3,140.2,338.0,1073.4,1192.1,1267.5,1185.6,363.4,1137.9,126.7,1192.9,235.6,373.2,1246.7,539.1,100.8,1079.8,1216.5,1226.7,438.3,1320.3,403.8,240.7,256.2,1271.4,655.7,645.3,389.8,947.6,435.1,717.7,433.4,1224.7,1218.0,511.2,1140.9,47.4,411.9,219.1,91.8,456.0,1221.0,527.2,428.7,0.0,476.5,374.1,199.6,1250.8,1272.5,840.2,1167.3,427.9,1298.3,414.2,1139.3,301.7,420.9,1266.5,442.5,12.9,909.9,1167.3,643.1,349.1,542.0,1289.9,500.5,614.9,1250.3,222.7,1241.2,56.6,2.3,464.6,1161.7,586.7,173.5,58.7,590.3
VH,299.0,637.1,471.6,540.0,634.6,724.4,335.6,61.2,733.5,440.6,624.2,373.9,760.5,405.9,416.4,375.0,761.1,544.6,723.6,755.3,393.7,476.4,391.6,289.5,613.7,651.8,509.6,219.8,782.2,318.6,152.0,261.2,377.6,731.6,412.3,719.9,812.7,600.3,755.5,668.4,312.6,446.3,537.9,318.7,206.7,776.5,665.0,715.3,441.6,781.1,715.1,359.7,312.6,615.2,353.1,209.2,477.1,752.2,801.3,771.4,398.7,343.3,441.5,811.1,547.0,623.8,804.9,178.4,818.6,162.0,803.4,388.8,378.8,715.5,724.9,88.1,364.2,554.2,265.1,748.9,494.0,634.7,742.1,646.1,108.0,312.5,575.2,228.6,109.7,544.0,637.6,641.6,155.2,217.2,394.4,538.3,442.2,397.2,451.3,492.1,428.9,377.7,596.8,758.1,790.9,703.5,356.4,661.3,416.8,716.3,455.1,429.0,770.1,333.4,474.9,603.2,743.0,750.1,288.4,843.7,386.5,478.2,260.3,794.8,307.1,335.8,228.5,471.0,490.9,241.1,52.6,748.1,741.4,183.8,664.3,581.0,378.4,453.6,569.1,143.4,744.4,50.6,394.7,533.5,0.0,286.2,437.1,774.2,795.9,363.6,690.7,125.9,821.7,201.6,662.7,306.0,446.9,789.9,401.7,510.5,433.3,690.7,166.5,366.6,292.4,813.3,197.5,274.1,773.7,426.9,764.6,533.1,535.9,162.6,685.1,302.3,445.6,521.8,113.7
VL,94.1,869.3,333.5,772.2,866.8,983.3,379.0,345.5,965.7,672.8,856.4,301.7,992.7,201.0,505.9,170.1,993.3,776.8,982.5,987.5,321.5,271.5,623.8,352.9,812.4,910.7,304.7,317.1,1014.4,462.9,437.4,381.2,609.8,1007.4,455.7,952.1,1044.9,832.5,987.7,927.3,530.3,678.5,770.1,113.8,230.9,1008.7,897.2,974.2,236.7,1013.3,947.3,591.9,107.7,847.4,537.1,120.4,404.9,984.4,1033.5,1003.6,193.8,435.8,673.7,1043.3,790.3,856.0,1037.1,366.0,1050.8,259.3,1035.6,466.9,173.9,974.4,957.1,215.0,159.3,416.1,382.4,981.1,355.9,866.9,974.3,905.0,392.3,369.2,851.0,514.0,447.5,405.9,896.5,873.8,439.5,314.5,189.5,770.5,518.4,579.1,527.5,354.0,224.0,470.0,872.6,1024.4,1023.1,935.7,495.4,893.5,239.7,992.1,250.2,505.2,1002.3,671.1,336.8,835.4,975.2,982.3,125.5,1075.9,535.8,273.3,388.2,1027.0,409.1,621.2,77.0,703.2,567.1,525.4,390.4,980.3,973.6,469.2,940.1,442.9,543.9,248.7,431.0,143.2,976.6,334.9,560.7,395.4,337.7,0.0,232.2,1006.4,1028.1,595.8,966.5,414.1,1053.9,101.4,894.9,101.1,552.9,1022.1,574.5,372.4,665.5,922.9,450.8,481.1,674.0,1045.5,187.7,368.3,1005.9,354.7,996.8,395.0,397.8,450.8,917.3,340.1,240.7,383.7,398.0
VM,128.7,959.9,170.6,862.8,957.4,1073.9,216.1,506.9,1056.3,763.4,947.0,138.8,1083.3,38.1,343.0,52.6,1083.9,867.4,1073.1,1076.2,163.0,126.6,714.4,443.5,903.0,1001.3,159.8,494.8,1105.0,553.5,448.5,471.8,700.4,1099.1,292.8,1042.7,1135.5,923.1,1078.3,1017.9,367.4,769.1,860.7,255.3,393.4,1099.3,987.8,1064.8,73.8,1103.9,1037.9,682.5,158.0,938.0,374.2,282.9,242.0,1075.0,1124.9,1094.2,48.9,526.4,764.3,1133.9,880.9,946.6,1127.7,426.4,1141.4,437.0,1126.2,304.0,91.4,1065.0,1047.7,377.5,209.6,244.3,340.3,1071.7,193.0,957.5,1064.9,995.6,553.7,459.8,956.2,492.3,398.8,243.0,987.1,964.4,600.9,492.2,107.0,861.1,355.5,416.2,364.6,191.1,61.1,307.1,921.4,1161.2,1113.7,1026.3,332.5,984.1,76.8,1078.4,105.3,342.3,1092.9,508.2,173.9,926.0,1065.8,1072.9,288.0,1166.5,372.9,56.9,225.3,1117.6,499.7,614.4,239.5,793.8,404.2,686.8,402.5,1070.9,1064.2,480.3,1031.8,280.0,381.0,103.8,268.1,305.7,1067.2,496.3,397.8,232.5,445.6,223.8,0.0,1097.0,1118.7,686.4,1052.8,397.0,1144.5,263.9,985.5,151.4,390.0,1112.7,411.6,209.5,756.1,1013.5,612.2,318.2,511.1,1136.1,350.2,458.9,1096.5,191.8,1087.4,232.1,234.9,433.7,1007.9,430.7,85.4,220.8,559.4
VN,1036.7,226.6,1290.9,332.8,546.7,431.5,1154.9,809.3,210.7,354.0,173.2,1193.2,237.7,1169.1,1235.7,1112.7,440.9,264.5,430.6,269.5,1217.4,1257.6,401.1,683.4,260.6,358.9,1290.8,771.0,113.7,712.5,963.0,655.1,415.1,456.7,1231.6,197.1,289.9,217.5,137.3,375.5,1131.9,401.4,450.0,1056.4,842.5,456.3,345.4,422.4,1204.8,6.8,109.0,549.0,1050.3,257.6,1172.4,946.9,1296.4,268.3,317.4,248.6,1179.9,737.2,436.4,288.3,411.1,535.9,30.7,955.9,295.8,829.1,29.1,1208.1,1116.5,422.6,202.1,908.5,1101.9,1364.6,1084.4,361.9,1313.3,315.1,368.2,353.2,707.9,706.4,298.9,1039.6,920.7,1363.3,344.7,322.0,635.9,747.6,1132.1,470.4,1253.2,1216.5,1262.3,1311.4,1192.1,1188.7,460.9,1423.2,268.1,188.2,1175.7,175.8,1207.8,436.0,1236.3,1240.0,112.6,1144.4,1294.2,792.5,378.3,132.6,1026.1,368.2,1205.8,1187.9,1079.6,87.9,701.0,1146.8,966.2,322.8,1301.9,791.7,863.6,225.3,141.3,994.8,389.4,1400.3,1197.7,1234.8,1388.4,881.1,256.4,761.1,1214.0,1352.8,810.9,1023.9,1130.9,0.0,410.1,552.9,410.4,936.9,72.2,939.3,135.2,1043.7,1266.2,92.8,1221.0,1329.8,510.7,371.1,624.6,1177.6,1103.4,290.5,935.2,668.0,358.3,1246.2,280.7,1352.4,1355.2,973.6,136.3,696.2,1216.4,1341.1,684.1
VT,1060.6,387.5,1314.8,272.6,570.6,501.5,1178.8,833.2,259.5,377.9,374.6,1217.1,286.5,1193.0,1259.6,1136.6,169.9,295.0,500.7,233.3,1236.9,1281.5,425.0,707.3,330.6,428.9,1314.7,794.9,359.7,736.4,986.9,679.0,439.0,526.7,1255.5,245.9,338.7,350.7,333.0,445.5,1155.8,425.3,473.9,1080.3,866.4,185.3,166.0,492.4,1228.7,427.1,465.5,572.9,1074.2,215.4,1196.3,970.8,1320.3,140.9,208.7,297.4,1203.8,761.1,460.3,337.1,481.1,559.8,429.7,979.8,344.6,853.0,431.2,1232.0,1140.4,492.6,250.9,932.4,1125.8,1397.4,1108.3,90.9,1337.2,153.4,97.2,423.2,731.8,730.3,368.9,1063.5,944.6,1387.2,414.7,146.5,659.8,771.5,1156.0,494.3,1277.1,1240.4,1286.2,1335.3,1216.0,1212.6,530.9,1493.2,316.9,281.0,1199.6,411.7,1231.7,506.0,1260.2,1263.9,296.1,1168.3,1318.1,816.4,55.1,276.1,1050.0,119.3,1229.7,1211.8,1103.5,320.8,724.9,1170.7,990.1,346.7,1325.8,815.6,887.5,274.1,267.4,1018.7,459.4,1424.2,1221.6,1258.7,1412.3,905.0,321.9,785.0,1237.9,1376.7,834.8,1047.8,1154.8,420.2,0.0,576.8,480.4,960.8,399.2,963.2,413.1,1067.6,1290.1,315.9,1244.9,1353.7,534.6,134.3,648.5,1201.5,1127.3,339.3,959.1,691.9,67.3,1270.1,242.6,1376.3,1379.1,997.5,435.5,720.1,1240.3,1365.0,708.0
VU,619.8,389.5,874.0,292.4,387.0,503.5,738.0,392.4,485.9,193.0,376.6,776.3,512.9,752.2,818.8,695.8,513.5,297.0,502.7,507.7,796.1,840.7,144.0,266.5,332.6,430.9,873.9,354.1,534.6,295.6,546.1,238.2,130.0,528.7,814.7,472.3,565.1,352.7,507.9,447.5,715.0,198.7,290.3,639.5,425.6,528.9,417.4,494.4,787.9,533.5,467.5,3.8,633.4,367.6,755.5,530.0,879.5,504.6,553.7,523.8,763.0,320.3,193.9,563.5,310.5,376.2,557.3,539.0,571.0,412.2,555.8,791.2,699.6,494.6,477.3,491.6,685.0,956.6,667.5,501.3,896.4,387.1,494.5,425.2,291.0,289.5,370.9,622.7,503.8,946.4,416.7,394.0,219.0,330.7,715.2,290.7,836.3,799.6,845.4,894.5,775.2,771.8,351.0,1098.7,543.3,455.9,758.8,413.7,790.9,508.0,819.4,823.1,522.5,727.5,877.3,239.5,495.4,502.5,609.2,596.1,788.9,771.0,662.7,547.2,284.1,729.9,549.3,223.4,885.0,374.8,446.7,500.5,493.8,577.9,461.4,983.4,780.8,817.9,971.5,464.2,496.8,344.2,797.1,935.9,394.0,607.0,714.0,526.6,548.3,0.0,482.4,520.0,574.1,522.4,415.1,626.8,849.3,542.3,804.1,912.9,185.7,443.1,207.7,760.7,686.5,565.7,518.3,251.1,526.1,829.3,517.0,935.5,938.3,556.7,437.5,279.3,799.5,924.2,267.2
VW,964.7,265.5,1218.9,214.5,367.2,34.5,1082.9,724.4,408.0,282.0,252.6,1121.2,435.0,1097.1,1163.7,1040.7,435.6,192.5,86.6,429.8,1141.0,1185.6,329.1,611.4,157.0,84.4,1218.8,699.0,456.7,640.5,878.1,583.1,343.1,124.1,1159.6,394.4,487.2,228.7,430.0,44.8,1059.9,329.4,270.5,984.4,770.5,451.0,339.5,43.6,1132.8,409.5,343.5,477.0,978.3,289.7,1100.4,874.9,1224.4,426.7,475.8,445.9,1107.9,665.2,364.4,485.6,227.3,356.4,433.3,871.0,493.1,757.1,431.8,1136.1,1044.5,43.4,399.4,836.5,1029.9,1301.5,1012.4,423.4,1241.3,309.2,416.6,90.1,635.9,634.4,115.1,954.7,835.8,1291.3,88.3,316.1,563.9,675.6,1060.1,398.4,1168.3,1144.5,1177.4,1239.4,1120.1,1103.8,277.1,1239.4,465.4,378.0,1103.7,289.7,1135.8,25.5,1164.3,1155.1,444.6,1059.5,1222.2,720.5,417.5,424.6,954.1,518.2,1133.8,1115.9,1007.6,428.1,629.0,1061.9,894.2,250.8,1217.0,719.7,778.7,422.6,415.9,909.9,16.6,1328.3,1125.7,1162.8,1316.4,809.1,418.9,676.2,1142.0,1280.8,726.0,951.9,1058.9,402.6,470.4,480.9,0.0,852.0,474.9,867.3,291.1,971.7,1194.2,433.0,1149.0,1257.8,438.7,365.2,552.6,1092.7,1018.5,487.8,863.2,596.0,448.2,1174.2,439.1,1280.4,1283.2,888.7,313.5,624.2,1144.4,1269.1,612.1
VX,404.4,780.7,374.2,683.6,778.2,868.0,238.2,204.8,877.1,584.2,767.8,276.5,904.1,354.1,319.0,395.6,904.7,688.2,867.2,898.9,296.3,434.6,535.2,381.0,757.3,795.4,482.8,307.2,925.8,462.2,108.9,409.3,521.2,875.2,314.9,863.5,956.3,743.9,899.1,812.0,215.2,589.9,681.5,424.1,312.1,920.1,808.6,858.9,395.0,924.7,858.7,503.3,418.0,758.8,255.7,314.6,379.7,895.8,944.9,915.0,371.9,463.9,585.1,954.7,690.6,767.4,948.5,238.8,962.2,249.4,947.0,291.4,434.4,859.1,868.5,223.1,469.6,456.8,167.7,892.5,396.6,778.3,885.7,789.7,251.6,397.3,718.8,185.5,66.6,446.6,781.2,785.2,298.8,304.6,450.0,681.9,399.1,299.8,408.2,394.7,332.9,334.6,740.4,880.5,934.5,847.1,259.0,804.9,319.4,859.9,428.3,385.9,913.7,290.3,377.5,746.8,886.6,893.7,393.8,987.3,289.1,433.4,162.9,938.4,437.2,292.7,333.9,614.6,447.8,384.7,90.3,891.7,885.0,140.7,807.9,483.6,281.0,411.8,471.7,248.8,888.0,194.2,297.3,436.1,143.5,391.6,392.3,917.8,939.5,507.2,834.3,0.0,965.3,307.0,806.3,411.4,349.5,933.5,304.3,413.1,576.9,834.3,310.1,323.5,249.3,956.9,302.9,396.4,917.3,329.5,908.2,435.7,438.5,36.6,828.7,368.2,366.2,424.4,257.3
VY,1065.7,287.8,1319.9,277.7,575.7,506.6,1183.9,838.3,246.0,383.0,234.4,1222.2,273.0,1198.1,1264.7,1141.7,386.4,300.1,505.8,267.8,1242.0,1286.6,430.1,712.4,335.7,434.0,1319.8,800.0,41.4,741.5,992.0,684.1,444.1,531.8,1260.6,232.4,325.2,278.7,65.0,450.6,1160.9,430.4,479.0,1085.4,871.5,401.8,290.3,497.5,1233.8,54.2,170.2,578.0,1079.3,202.5,1201.4,975.9,1325.4,264.7,313.8,283.9,1208.9,766.2,465.4,323.6,486.2,564.9,30.4,984.9,331.1,858.1,31.9,1237.1,1145.5,497.7,237.4,937.5,1130.9,1402.5,1113.4,358.3,1342.3,260.0,364.6,428.3,736.9,735.4,374.0,1068.6,949.7,1392.3,419.8,266.9,664.9,776.6,1161.1,499.4,1282.2,1245.5,1291.3,1340.4,1221.1,1217.7,536.0,1498.3,303.4,115.9,1204.7,237.0,1236.8,511.1,1265.3,1269.0,173.8,1173.4,1323.2,821.5,368.3,193.8,1055.1,364.6,1234.8,1216.9,1108.6,149.1,730.0,1175.8,995.2,351.8,1330.9,820.7,892.6,260.6,202.5,1023.8,464.5,1429.3,1226.7,1263.8,1417.4,910.1,184.1,790.1,1243.0,1381.8,839.9,1052.9,1159.9,61.1,406.5,581.9,485.5,965.9,0.0,968.3,196.4,1072.7,1295.2,154.0,1250.0,1358.8,539.7,316.0,653.6,1206.6,1132.4,325.8,964.2,697.0,354.7,1275.2,277.1,1381.4,1384.2,1002.6,197.5,725.2,1245.4,1370.1,713.1
WF,133.8,784.3,373.2,687.2,781.8,898.3,418.7,260.5,880.7,587.8,771.4,341.4,907.7,240.7,545.6,209.8,908.3,691.8,897.5,902.5,361.2,311.2,538.8,267.9,727.4,825.7,344.4,232.1,929.4,377.9,352.4,296.2,524.8,922.4,495.4,867.1,959.9,747.5,902.7,842.3,344.9,593.5,685.1,153.5,145.9,923.7,812.2,889.2,276.4,928.3,862.3,506.9,147.4,762.4,385.4,44.0,444.6,899.4,948.5,918.6,233.5,350.8,588.7,958.3,705.3,771.0,952.1,281.0,965.8,174.3,950.6,506.6,213.6,889.4,872.1,130.0,199.0,455.8,297.4,896.1,395.6,781.9,889.3,820.0,307.3,284.2,766.0,429.0,362.5,445.6,811.5,788.8,354.5,229.5,229.2,685.5,558.1,429.5,567.2,393.7,263.7,509.7,787.6,939.4,938.1,850.7,388.7,808.5,279.4,907.1,289.9,544.9,917.3,533.8,376.5,750.4,890.2,897.3,123.2,990.9,418.8,313.0,292.6,942.0,324.1,536.2,63.3,618.2,606.8,440.4,305.4,895.3,888.6,384.2,855.1,482.6,410.7,288.4,470.7,58.2,891.6,249.9,427.0,435.1,252.7,121.0,271.9,921.4,943.1,510.8,881.5,329.1,968.9,0.0,809.9,140.8,479.2,937.1,434.0,412.1,580.5,837.9,365.8,520.8,492.8,960.5,102.7,283.3,920.9,394.4,911.8,434.7,437.5,365.8,832.3,255.1,280.4,423.4,313.0
WH,901.4,91.3,1155.6,151.2,411.4,296.2,1019.6,674.0,259.7,218.7,37.9,1057.9,286.7,1033.8,1100.4,977.4,372.3,129.2,295.4,320.4,1077.7,1122.3,265.8,548.1,125.3,223.6,1155.5,635.7,225.2,577.2,827.7,519.8,279.8,321.4,1096.3,246.1,338.9,82.2,248.8,240.2,996.6,266.1,314.7,921.1,707.2,387.7,276.2,287.1,1069.5,118.3,52.3,413.7,915.0,226.4,1037.1,811.6,1161.1,317.3,366.4,297.6,1044.6,601.9,301.1,337.3,275.8,400.6,142.1,820.6,344.8,693.8,140.6,1072.8,981.2,287.3,251.1,773.2,966.6,1238.2,949.1,360.1,1178.0,245.9,353.3,217.9,572.6,571.1,163.6,904.3,785.4,1228.0,209.4,252.8,500.6,612.3,996.8,335.1,1117.9,1081.2,1127.0,1176.1,1056.8,1053.4,325.6,1287.9,317.1,299.7,1040.4,40.5,1072.5,300.7,1101.0,1104.7,161.6,1009.1,1158.9,657.2,354.2,181.6,890.8,417.2,1070.5,1052.6,944.3,136.9,565.7,1011.5,830.9,187.5,1166.6,656.4,728.3,274.3,190.3,859.5,254.1,1265.0,1062.4,1099.5,1253.1,745.8,341.0,625.8,1078.7,1217.5,675.6,888.6,995.6,111.4,407.1,417.6,275.1,801.6,183.7,804.0,0.0,908.4,1130.9,141.8,1085.7,1194.5,375.4,301.9,489.3,1042.3,968.1,339.5,799.9,532.7,384.9,1110.9,329.7,1217.1,1219.9,838.3,22.3,560.9,1081.1,1205.8,548.8
