from_stop,AD,AO,CC,CO,CX,DO,DV,EB,EC,ED,EG,EH,EX,FB,FD,FF,FI,FL,FQ,FT,GF,GG,GJ,GN,GO,GQ,HR,IK,IO,IT,JB,JF,JH,JO,JT,JU,JW,JZ,KN,KV,KW,LD,LK,LU,LX,MG,MQ,ND,NH,NI,NO,NX,OH,OI,OR,PA,PE,PR,PX,PY,PZ,QB,QK,QO,RB,RD,RH,RL,RT,RY,SE,SM,TD,TW,TZ,UM,UU,UV,UX,VB,VH,VN,VV,WC,WF,WM,WR,WU,XN,XO,XX,XZ,YO,ZA,ZE,ZI,ZJ,ZV,ZX
RL,360.8,510.1,447.2,390.8,346.0,185.4,82.0,137.9,88.8,363.6,346.1,320.0,431.6,188.4,433.8,94.4,405.5,214.1,285.4,541.3,122.1,19.2,111.6,418.3,238.9,171.6,357.5,489.3,69.8,67.2,383.3,153.2,275.7,434.1,281.8,255.8,170.7,190.1,238.5,160.9,132.7,117.2,270.8,488.8,290.4,208.4,60.7,465.6,322.7,183.9,321.8,276.0,180.9,307.7,158.4,173.3,139.2,340.4,107.2,166.8,217.5,298.2,451.0,228.2,465.7,194.5,372.1,0.0,250.4,340.6,99.9,119.8,216.4,349.0,225.7,439.1,383.2,193.0,444.2,179.1,257.4,1922.9,384.1,137.4,208.0,62.5,6.2,307.5,264.7,203.0,360.9,271.0,126.7,113.5,104.0,222.5,400.7,213.0,62.1
RT,471.4,612.3,549.4,493.0,456.6,66.5,192.8,176.0,171.0,467.8,448.3,432.6,259.6,108.4,544.4,216.9,255.0,323.6,389.6,643.5,294.6,235.7,299.8,246.3,51.3,173.8,461.7,591.5,205.0,209.7,485.5,187.4,386.3,282.1,384.0,352.0,181.4,324.2,340.7,153.9,234.9,165.6,399.4,591.0,419.0,152.3,186.3,567.8,424.9,71.5,424.0,378.2,82.5,409.9,343.3,82.1,139.9,442.6,212.6,269.0,380.8,428.8,275.7,338.5,567.9,296.7,474.3,224.7,0.0,442.8,182.9,204.9,76.9,157.1,29.7,247.2,485.4,295.2,554.8,124.1,7.9,1797.2,254.5,182.8,310.2,265.0,231.0,420.1,366.9,344.1,463.1,414.4,256.6,310.1,209.4,324.7,502.9,162.4,264.6
RY,207.0,325.4,262.5,81.6,257.4,591.6,488.2,376.5,495.0,44.0,216.6,168.2,565.8,444.0,155.2,343.8,539.7,236.2,267.7,411.8,371.5,336.6,361.0,552.5,417.2,396.3,18.8,304.6,476.0,372.1,253.8,366.7,171.6,570.3,237.1,235.7,381.3,244.6,231.5,416.4,262.0,400.1,267.6,304.1,287.2,423.3,478.2,336.1,113.7,467.4,29.3,261.9,590.7,61.9,404.5,478.0,448.0,210.9,339.5,303.8,393.4,297.0,585.2,206.7,281.0,264.3,242.6,358.3,470.3,0.0,506.1,371.8,470.4,490.8,479.8,616.0,253.7,219.3,165.6,585.3,461.8,1793.4,516.9,362.1,247.2,458.3,445.5,173.7,77.7,229.7,231.4,344.7,336.5,383.5,336.3,224.9,216.0,433.4,437.9
SE,429.7,576.4,513.5,468.8,480.1,124.3,74.5,37.9,27.7,431.9,412.4,390.9,371.1,127.3,502.7,100.9,345.0,287.7,353.7,607.6,191.0,117.4,180.5,357.8,192.6,97.2,425.8,555.6,68.3,91.4,449.6,74.5,332.8,378.0,341.5,316.1,70.7,259.0,304.8,98.1,199.0,17.3,339.7,555.1,359.3,156.6,36.3,531.9,389.0,122.8,388.1,342.3,123.4,374.0,227.3,112.2,78.1,406.7,152.3,233.2,284.2,369.1,390.5,297.1,532.0,263.7,438.4,106.4,189.3,406.9,0.0,89.0,153.3,287.9,150.9,378.0,449.5,259.3,513.1,118.0,197.2,1989.2,322.2,91.1,274.3,115.0,111.8,378.4,331.0,273.9,427.2,339.9,195.5,182.4,149.1,275.7,467.0,166.7,114.6
SM,424.4,563.0,500.1,454.6,457.7,188.2,42.5,97.4,91.6,418.5,401.4,385.6,357.7,145.9,497.4,84.3,331.6,267.0,340.3,594.2,185.7,100.8,177.8,344.4,161.2,96.3,412.4,544.6,52.1,74.8,436.2,52.1,325.2,364.6,328.1,302.7,96.9,256.3,291.4,114.3,185.6,115.7,337.0,544.1,354.0,130.7,66.1,520.9,378.0,169.3,377.1,328.9,183.7,360.6,224.6,176.1,144.6,393.3,138.3,227.9,281.1,363.8,379.5,289.2,521.0,247.4,425.0,87.8,188.2,393.5,105.3,0.0,172.3,273.8,188.7,361.5,436.1,248.3,505.5,184.5,179.7,1978.2,308.8,59.7,260.9,139.3,96.1,370.8,320.0,268.6,416.2,337.2,192.8,177.1,132.5,262.3,456.0,137.7,138.9
TD,482.3,624.5,561.6,505.2,467.5,107.8,115.8,97.2,120.5,480.0,460.5,443.5,337.1,31.4,555.3,142.2,332.5,328.5,401.8,655.7,243.6,158.7,233.1,323.8,146.8,96.8,473.9,603.7,128.0,132.9,497.7,133.8,385.4,365.0,396.2,370.2,106.6,311.6,352.9,76.9,247.1,88.6,392.3,603.2,411.9,88.4,139.4,580.0,437.1,106.3,436.2,390.4,106.9,422.1,279.9,95.7,62.9,454.8,193.6,281.2,339.0,421.7,353.2,349.7,580.1,308.9,486.5,145.7,151.4,455.0,105.9,130.3,0.0,234.6,148.1,324.7,497.6,307.4,565.7,101.5,142.9,1874.7,313.0,150.4,322.4,210.3,154.0,431.0,379.1,326.5,475.3,392.5,248.1,235.0,190.4,323.8,515.1,98.5,198.5
TW,480.1,621.0,558.1,513.4,530.5,49.9,190.4,185.8,130.9,476.5,457.0,441.3,237.3,120.0,553.1,225.6,232.7,332.3,398.3,652.2,300.9,247.3,290.4,224.0,109.2,185.4,470.4,600.2,178.2,212.8,494.2,196.6,383.2,259.8,386.1,360.7,195.2,332.9,349.4,165.8,243.6,177.2,408.1,599.7,427.7,177.0,146.2,576.5,433.6,54.9,432.7,386.9,37.3,418.6,337.2,65.5,131.4,451.3,221.3,286.8,387.3,437.5,255.4,347.2,576.6,308.3,483.0,228.0,57.8,451.5,168.7,216.5,88.5,0.0,26.6,224.9,494.1,303.9,563.5,84.0,65.7,1774.9,233.6,192.0,318.9,224.9,221.7,428.8,375.6,352.8,471.8,423.1,265.3,292.3,218.1,320.3,511.6,187.1,224.5
TZ,482.0,622.9,560.0,514.5,517.6,30.2,184.7,167.9,134.7,478.4,458.9,443.2,241.2,100.3,555.0,211.1,234.6,326.9,400.2,654.1,304.7,227.6,294.2,225.9,89.5,165.7,472.3,602.1,182.0,201.6,496.1,202.7,385.1,264.1,394.6,368.6,175.5,334.8,351.3,145.8,245.5,157.5,410.0,601.6,429.6,162.8,160.7,578.4,435.5,35.2,434.6,388.8,52.7,420.5,341.0,45.8,131.8,453.2,223.2,288.7,391.4,439.4,257.3,349.1,578.5,307.3,484.9,216.6,38.1,453.4,172.5,196.8,68.8,136.7,0.0,226.8,496.0,305.8,565.4,87.8,46.0,1776.8,235.5,193.9,320.8,228.7,222.9,430.7,377.5,354.7,473.7,425.0,267.2,296.1,220.0,322.2,513.5,167.4,228.3
UM,656.6,797.5,734.6,689.9,707.0,191.4,331.9,329.1,272.4,653.0,633.5,617.8,89.9,261.5,729.6,402.1,67.3,508.8,574.8,828.7,479.8,388.8,431.9,76.6,250.7,326.9,646.9,776.7,319.7,354.3,670.7,373.1,559.7,40.2,562.6,537.2,336.7,509.4,525.9,307.3,420.1,318.7,584.6,776.2,604.2,318.5,287.7,753.0,610.1,196.4,609.2,563.4,178.8,595.1,528.5,207.0,272.9,627.8,397.8,463.3,563.8,614.0,30.4,523.7,753.1,484.8,659.5,369.5,199.3,628.0,310.2,360.4,230.0,141.4,168.1,0.0,670.6,480.4,740.0,225.5,207.2,1731.4,88.7,368.5,495.4,366.4,363.2,605.3,552.1,529.3,648.3,599.6,441.8,433.8,394.6,496.8,688.1,328.6,366.0
UU,418.9,236.6,173.7,346.1,469.3,613.2,511.2,473.3,542.0,210.3,31.5,380.1,662.6,540.8,419.7,440.6,636.5,321.0,337.1,359.0,418.5,433.4,423.7,649.3,514.0,493.1,283.3,215.8,523.4,468.9,107.7,463.5,322.0,667.1,324.9,299.5,478.1,348.1,328.3,513.2,358.8,496.9,371.1,215.3,390.7,520.1,525.8,283.3,130.6,564.2,254.7,325.7,617.7,316.4,467.2,574.8,544.8,37.2,436.3,355.8,470.8,400.5,682.0,310.2,192.2,367.8,54.8,455.1,567.1,264.4,514.2,468.6,567.2,587.6,576.6,712.8,0.0,316.1,430.1,620.3,558.6,1740.6,613.7,458.9,307.6,517.7,461.4,367.6,258.0,333.2,35.4,448.2,380.5,434.0,433.1,286.9,127.2,530.2,500.6
UV,267.4,393.5,330.6,330.4,317.8,353.5,251.5,216.5,305.9,249.0,229.5,228.6,402.9,281.1,340.4,180.9,376.8,140.8,170.8,424.7,182.4,173.7,171.9,389.6,254.3,233.4,242.9,372.7,286.9,209.2,266.7,203.8,170.5,409.8,158.6,133.2,218.4,96.7,66.4,253.5,99.1,237.2,177.4,372.2,197.0,260.4,289.1,349.0,206.1,304.5,205.2,159.4,401.6,191.1,215.4,315.1,285.1,223.8,176.6,114.7,204.3,206.8,422.3,134.8,349.1,80.8,255.5,195.4,307.4,224.0,254.5,208.9,307.5,327.9,316.9,453.1,266.6,0.0,350.8,396.2,298.9,1806.3,354.0,199.2,91.4,269.2,201.7,216.1,148.1,111.6,244.3,177.6,147.4,194.4,173.4,92.8,284.1,270.5,248.8
UX,218.4,493.9,431.0,136.6,268.8,603.0,499.6,545.0,506.4,212.5,378.9,179.6,679.8,595.9,97.8,501.8,653.7,247.6,279.1,574.1,382.9,450.2,372.4,666.5,611.2,543.9,158.1,473.1,487.4,485.0,416.1,535.2,183.0,684.3,248.5,247.1,546.9,256.0,345.5,564.0,369.6,534.8,279.0,472.6,298.6,575.2,489.6,498.4,282.2,601.5,206.4,273.3,602.1,198.3,415.9,590.9,556.8,373.2,479.5,315.2,404.8,308.4,699.2,218.1,449.5,275.7,404.9,463.2,638.2,177.0,517.5,514.4,622.3,604.8,629.6,730.0,416.0,338.9,0.0,596.7,629.7,1955.7,630.9,509.7,258.6,469.7,456.9,185.1,240.0,241.1,393.7,356.1,347.9,394.9,476.3,236.3,384.5,585.3,449.3
VB,489.8,683.5,620.6,552.8,540.2,60.5,140.6,156.9,81.1,539.0,519.5,451.0,326.6,91.4,562.8,190.0,322.0,363.2,460.8,714.7,251.1,197.5,240.6,313.3,176.9,158.8,532.9,662.7,128.4,163.0,556.7,193.5,392.9,349.1,431.5,423.2,166.7,319.1,439.4,139.2,277.3,136.2,399.8,662.2,419.4,148.4,96.4,639.0,496.1,59.0,495.2,449.4,59.6,481.1,287.4,48.4,81.6,513.8,241.4,293.3,344.3,429.2,344.7,357.2,639.1,353.8,545.5,178.2,125.5,514.0,118.9,178.4,89.5,224.1,87.1,314.2,556.6,380.8,573.2,0.0,133.4,1864.2,322.9,210.1,374.2,175.1,171.9,438.5,438.1,334.0,534.3,400.0,255.6,242.5,238.2,382.8,574.1,158.5,174.7
VH,463.5,604.4,541.5,496.8,513.9,75.0,184.9,168.1,169.0,459.9,440.4,424.7,251.7,100.5,536.5,209.0,247.1,315.7,381.7,635.6,286.7,227.8,291.9,238.4,43.4,165.9,453.8,583.6,197.1,201.8,477.6,179.5,366.6,274.2,369.5,344.1,173.5,316.3,332.8,146.3,227.0,157.7,391.5,583.1,411.1,144.4,184.3,559.9,417.0,66.0,416.1,370.3,91.0,402.0,335.4,76.6,132.0,434.7,204.7,270.2,370.7,420.9,269.8,330.6,560.0,291.7,466.4,216.8,8.5,434.9,175.0,197.0,69.0,149.2,51.7,239.3,477.5,287.3,546.9,122.1,0.0,1789.3,248.0,174.9,302.3,263.0,223.1,412.2,359.0,336.2,455.2,406.5,248.7,302.2,201.5,303.7,495.0,154.5,262.6
VN,1894.5,1872.4,1809.5,1871.4,1944.9,1699.5,1840.0,1835.4,1780.5,1834.5,1708.4,1855.7,1721.1,1769.6,1945.0,1870.4,1716.5,1796.6,1812.7,1864.7,1948.1,1896.9,1940.0,1707.8,1758.8,1835.0,1828.4,1851.6,1827.8,1862.4,1745.6,1841.4,1797.6,1746.0,1800.5,1775.1,1844.8,1823.7,1803.9,1815.4,1888.4,1826.8,1846.7,1851.1,1866.3,1826.6,1795.8,1789.0,1731.1,1704.5,1790.7,1801.3,1686.9,1776.6,1986.8,1715.1,1781.0,1702.7,1866.1,1831.4,2032.1,1876.1,1739.2,1785.8,1828.0,1843.4,1734.4,1877.6,1707.4,1809.5,1818.3,1866.1,1738.1,1649.5,1676.2,1708.7,1745.5,1791.7,1955.4,1733.6,1715.3,0.0,1737.9,1836.8,1783.2,1874.5,1871.3,1843.2,1733.6,1808.8,1723.2,1923.8,1910.1,1941.9,1862.9,1762.5,1763.0,1836.7,1874.1
VV,563.0,703.9,641.0,584.6,548.2,224.5,358.1,289.3,305.5,560.8,539.9,524.2,50.8,294.6,636.0,308.5,22.7,407.9,481.2,735.1,386.2,342.4,391.4,35.5,283.8,309.1,553.3,683.1,370.3,337.0,577.1,279.5,477.9,51.9,475.6,449.6,294.1,415.8,432.3,329.5,326.5,312.9,491.0,682.6,510.6,345.9,331.5,659.4,516.5,229.5,515.6,469.8,215.5,501.5,434.9,240.1,306.0,534.2,304.2,360.6,472.4,520.4,70.2,430.1,659.5,388.3,565.9,362.1,232.4,534.4,330.2,336.5,264.1,174.5,194.2,99.0,577.0,386.8,646.4,258.6,240.3,1766.9,0.0,274.9,401.8,421.2,370.4,513.1,458.5,435.7,554.7,506.0,348.1,401.7,301.0,416.3,594.5,350.5,411.1
WC,428.3,569.2,506.3,461.6,478.7,158.5,140.6,89.6,135.1,424.7,405.2,389.5,305.2,86.1,501.3,167.0,279.1,280.5,346.5,600.4,251.5,183.5,256.7,291.9,101.4,34.1,418.6,548.4,152.8,157.5,442.4,75.9,331.4,312.1,334.3,308.9,70.2,281.1,297.6,54.2,191.8,113.2,356.3,547.9,375.9,65.4,150.4,524.7,381.8,109.5,380.9,335.1,163.0,366.8,300.2,120.1,108.1,399.5,169.5,235.0,335.5,385.7,324.6,295.4,524.8,256.5,431.2,172.5,128.4,399.7,130.5,152.7,112.5,211.6,121.9,301.7,442.3,252.1,511.7,165.6,119.9,1851.7,256.3,0.0,267.1,229.1,178.8,377.0,323.8,301.0,420.0,371.3,213.5,259.8,166.3,268.5,459.8,75.5,223.3
WF,187.1,357.5,294.6,249.9,237.5,395.9,292.5,241.1,299.3,213.0,193.5,148.3,430.4,388.8,260.1,294.7,404.3,13.4,134.8,388.7,175.8,243.1,165.3,417.1,281.8,336.8,206.9,336.7,280.3,277.9,230.7,328.1,90.2,434.9,122.6,97.2,245.9,48.9,96.1,356.9,162.5,327.7,97.1,336.2,116.7,368.1,282.5,313.0,170.1,394.4,169.2,123.4,395.0,155.1,208.8,383.8,349.7,187.8,272.4,108.1,197.7,126.5,449.8,54.5,313.1,68.6,219.5,256.1,334.9,188.0,310.4,304.7,415.2,355.4,422.5,480.6,230.6,83.9,270.5,389.6,326.4,1770.3,381.5,302.6,0.0,262.6,249.8,135.8,112.1,34.0,208.3,149.0,140.8,187.8,269.2,56.8,248.1,378.2,242.2
WM,363.7,560.3,497.4,426.7,414.1,202.3,98.9,154.8,105.7,415.8,396.3,324.9,468.4,205.3,436.7,111.3,443.0,237.1,336.0,591.5,125.0,81.8,114.5,455.1,285.1,195.7,409.7,539.5,86.7,84.3,433.5,191.3,266.8,473.6,305.4,300.0,187.6,193.0,313.3,176.1,151.2,134.1,273.7,539.0,293.3,249.1,88.9,515.8,372.9,200.8,372.0,326.2,201.4,357.9,161.3,190.2,156.1,390.6,153.4,167.2,218.2,303.1,488.5,231.1,515.9,227.7,422.3,62.5,267.3,390.8,116.8,136.7,231.3,365.9,228.9,456.0,433.4,254.7,447.1,196.0,275.2,1973.1,420.2,183.6,248.1,0.0,56.2,312.4,314.9,207.9,411.1,273.9,129.5,116.4,150.2,259.6,450.9,259.2,48.6
WR,367.1,516.4,453.5,408.8,417.5,179.1,75.7,131.6,82.5,371.9,352.4,328.3,437.9,182.1,440.1,88.1,411.8,227.7,293.7,547.6,128.4,25.5,117.9,424.6,245.2,172.5,365.8,495.6,63.5,61.1,389.6,159.5,270.2,442.4,281.5,256.1,164.4,196.4,244.8,152.9,139.0,110.9,277.1,495.1,296.7,209.2,65.7,471.9,329.0,177.6,328.1,282.3,178.2,314.0,164.7,167.0,132.9,346.7,113.5,170.6,221.6,306.5,457.3,234.5,472.0,203.7,378.4,6.2,244.1,346.9,93.6,113.5,208.1,342.7,205.7,432.8,389.5,199.3,450.5,172.8,252.0,1929.2,389.0,143.7,214.3,56.2,0.0,315.8,271.0,211.3,367.2,277.3,132.9,119.8,110.3,215.7,407.0,219.3,55.8
WU,105.8,426.4,363.5,148.0,91.0,472.4,369.0,411.5,375.8,224.7,262.4,67.0,549.2,465.3,158.8,371.2,523.1,120.7,148.5,457.6,252.3,319.6,241.8,535.9,480.6,413.3,170.3,405.6,356.8,354.4,299.6,404.6,40.6,553.7,124.5,122.5,416.3,125.4,214.9,433.7,239.0,404.2,148.4,405.1,168.0,450.1,347.7,381.9,239.0,470.9,218.6,142.7,467.9,210.5,285.3,460.3,426.2,256.7,348.9,184.6,276.4,177.8,568.6,87.5,382.0,145.1,288.4,332.6,507.6,189.2,386.9,381.2,491.7,474.2,508.1,599.4,299.5,208.3,169.2,466.1,499.1,1839.2,500.3,379.1,128.0,339.1,326.3,0.0,181.0,110.5,277.2,225.5,217.3,264.3,345.7,99.4,317.0,454.7,318.7
XN,263.1,302.8,239.9,137.7,313.5,438.6,336.6,298.7,367.4,100.8,138.8,224.3,488.0,366.2,211.3,266.0,461.9,146.4,162.5,334.0,243.9,258.8,249.1,474.7,339.4,318.5,94.7,282.0,348.8,294.3,176.0,288.9,227.7,492.5,150.3,124.9,303.5,173.5,153.7,338.6,184.2,322.3,196.5,281.5,216.1,345.5,351.2,258.3,115.4,389.6,57.0,151.1,443.1,42.9,292.6,400.2,370.2,133.1,261.7,181.2,296.2,225.9,507.4,135.6,258.4,193.2,164.8,280.5,392.5,75.8,339.6,296.6,392.6,413.0,402.0,538.2,175.9,141.5,221.7,445.7,384.0,1715.6,439.1,284.3,133.0,343.1,286.8,229.8,0.0,158.6,153.6,273.6,205.9,259.4,258.5,112.3,193.4,355.6,326.0
XO,155.7,397.7,334.8,217.9,140.9,361.8,258.4,300.9,265.2,253.2,233.7,116.9,464.2,354.7,228.7,260.6,436.1,32.8,128.0,428.9,141.7,209.0,131.2,448.9,370.0,302.7,240.2,376.9,246.2,243.8,270.9,294.0,58.8,466.7,104.0,96.0,305.7,14.8,164.2,323.1,128.4,293.6,65.7,376.4,85.3,339.5,248.4,353.2,210.3,360.3,209.4,122.2,360.9,195.3,174.7,349.7,315.6,228.0,238.3,81.0,165.8,95.1,481.6,23.1,353.3,34.5,259.7,224.0,397.0,228.2,276.3,273.2,381.1,387.2,397.5,512.4,270.8,97.7,239.1,355.5,388.5,1810.5,413.3,268.5,40.1,228.5,215.7,104.4,152.3,0.0,248.5,114.9,106.7,153.7,235.1,47.5,288.3,344.1,208.1
XX,401.9,219.6,156.7,328.3,387.1,596.2,494.2,456.3,525.0,193.3,14.5,363.1,645.6,523.8,402.7,423.6,619.5,304.0,320.1,342.0,401.5,416.4,406.7,632.3,497.0,476.1,266.3,198.8,506.4,451.9,72.2,446.5,312.8,650.1,314.5,288.5,461.1,331.1,311.3,496.5,341.8,479.9,354.1,198.3,373.7,508.6,497.5,266.3,113.6,547.2,237.7,308.7,600.7,299.4,450.2,557.8,527.8,20.2,419.3,329.7,456.0,383.5,665.0,293.2,175.2,353.7,37.8,436.1,550.1,247.4,497.2,451.6,550.2,570.6,566.6,695.8,20.7,299.1,413.1,603.3,541.6,1723.6,596.7,441.9,290.6,500.7,444.4,350.6,241.0,316.2,0.0,431.2,363.4,417.0,416.1,269.9,110.2,513.2,483.6
XZ,239.4,481.3,418.4,302.4,289.8,416.5,313.1,355.6,319.9,336.8,317.3,200.6,516.9,409.4,312.4,315.3,490.8,112.8,211.7,512.5,196.4,263.7,185.9,503.6,424.7,357.4,323.9,460.5,300.9,298.5,354.5,348.7,142.5,521.4,181.1,179.7,360.4,68.7,218.9,377.5,183.1,348.3,149.4,460.0,169.0,388.7,303.1,436.8,293.9,415.0,293.0,205.9,415.6,278.9,229.4,404.4,370.3,311.6,293.0,128.7,218.3,178.8,536.3,106.8,436.9,103.4,343.3,276.7,451.7,311.8,331.0,325.3,435.8,441.9,443.1,567.1,354.4,152.4,322.8,410.2,443.2,1894.1,468.0,323.2,123.8,283.2,270.4,188.1,235.9,83.6,332.1,0.0,161.4,208.4,289.8,144.3,371.9,398.8,262.8
YO,272.8,437.8,374.9,318.5,258.0,273.7,170.3,215.8,177.1,293.2,273.8,234.0,386.2,266.6,345.8,172.5,358.1,141.8,215.0,469.0,53.6,120.9,43.1,370.9,281.9,214.6,287.1,417.0,158.2,155.5,311.0,205.9,187.7,391.0,209.5,183.5,217.6,102.1,184.0,235.0,21.6,205.5,182.8,416.5,202.4,251.4,149.0,393.3,250.4,272.2,249.5,203.7,269.2,235.4,86.6,261.7,227.5,268.1,150.2,83.3,129.5,212.3,405.6,140.2,393.4,122.2,299.8,135.9,308.9,268.3,188.2,185.2,293.1,309.2,309.5,434.4,310.9,157.3,356.2,267.4,300.4,1850.6,336.7,180.4,135.7,140.4,127.6,221.6,192.4,117.1,288.6,183.0,0.0,65.6,147.0,143.3,328.4,256.0,120.0
ZA,317.4,521.1,458.2,380.4,367.8,258.2,154.8,200.2,161.6,376.6,357.1,278.6,459.1,251.1,390.4,157.0,433.0,190.8,289.7,552.3,78.7,105.4,68.2,445.8,266.4,199.1,370.5,500.3,142.6,140.2,394.3,190.4,220.5,466.0,259.1,257.7,202.1,146.7,267.0,219.2,104.9,190.0,227.4,499.8,247.0,230.4,144.8,476.6,333.7,256.7,332.8,283.9,257.3,318.7,115.0,246.1,212.0,351.4,134.7,120.9,171.9,256.8,478.5,184.8,476.7,181.4,383.1,118.4,293.4,351.6,172.7,169.6,277.5,376.6,284.8,466.7,394.2,208.4,400.8,251.9,284.9,1933.9,410.2,164.9,201.8,124.9,112.1,266.1,275.7,161.6,371.9,227.6,83.2,0.0,131.5,220.4,411.7,240.5,104.5
ZE,395.7,536.6,473.7,429.0,446.1,191.9,78.0,65.7,129.7,392.1,372.6,356.9,331.3,119.5,468.7,122.4,305.2,247.9,313.9,567.8,218.9,138.9,213.3,318.0,134.8,67.5,386.0,515.8,90.2,112.9,409.8,55.9,298.8,338.2,301.7,276.3,70.5,248.5,265.0,87.6,159.2,89.3,323.7,515.3,343.3,98.8,112.9,492.1,349.2,142.9,348.3,302.5,196.4,334.2,267.6,153.5,141.5,366.9,3.2,202.4,302.9,353.1,350.7,262.8,492.2,223.9,398.6,127.9,161.8,367.1,106.6,35.4,145.9,245.0,155.3,335.1,409.7,219.5,479.1,199.0,153.3,1949.4,282.4,33.3,234.5,177.4,134.2,344.4,291.2,268.4,387.4,338.7,180.9,215.2,0.0,235.9,427.2,108.9,177.0
ZI,153.9,354.6,291.7,216.0,189.5,398.6,302.1,257.0,308.9,203.9,190.6,108.2,449.6,398.4,226.9,304.3,423.5,53.8,126.8,385.8,185.4,252.7,174.9,436.3,301.0,346.4,197.8,333.8,289.9,287.5,227.8,337.7,64.7,450.3,95.6,94.1,349.3,58.5,115.3,359.9,172.1,337.3,81.5,333.3,101.1,377.7,292.1,310.1,167.2,404.0,160.1,119.9,404.6,152.2,218.4,386.5,359.3,184.9,282.0,117.7,202.6,104.0,469.0,20.6,310.2,78.2,216.6,265.7,440.6,185.1,320.0,317.5,417.9,374.6,441.2,499.8,227.7,141.3,237.3,399.2,432.1,1767.4,400.7,312.2,61.1,272.2,259.4,102.5,109.2,36.7,199.2,158.6,150.4,197.4,278.8,0.0,239.0,387.8,251.8
ZJ,413.4,109.3,67.2,328.9,449.0,607.7,505.7,467.8,536.5,204.8,108.5,374.6,657.1,535.3,414.2,435.1,631.0,315.5,331.6,374.9,413.0,427.9,418.2,643.8,508.5,487.6,277.8,88.5,517.9,463.6,172.6,458.0,328.3,664.0,326.0,300.0,472.6,342.6,322.8,508.0,353.3,491.4,365.6,88.0,385.2,520.1,520.3,299.2,125.1,558.7,249.2,320.2,608.6,310.9,461.7,569.3,539.3,102.8,430.8,341.2,467.5,395.0,676.5,304.7,64.9,362.3,134.5,449.6,561.6,258.9,508.7,465.7,561.7,582.1,578.1,707.3,145.6,310.6,424.6,614.8,553.1,1756.5,608.2,453.4,302.1,512.2,455.9,362.1,252.5,327.7,123.3,442.7,374.9,428.5,427.6,287.7,0.0,524.7,495.1
ZV,450.3,591.2,528.3,483.6,500.7,82.9,152.8,136.0,136.9,446.7,427.2,411.5,238.5,68.4,523.3,179.2,233.9,302.5,368.5,622.4,273.5,195.7,270.1,225.2,48.2,133.8,440.6,570.4,165.0,169.7,464.4,170.8,353.4,261.0,356.3,330.9,143.6,303.1,319.6,114.2,213.8,125.6,378.3,569.9,397.9,125.4,152.2,546.7,403.8,33.9,402.9,357.1,87.4,388.8,322.2,44.5,99.9,421.5,191.5,257.0,357.5,407.7,256.6,317.4,546.8,278.5,453.2,184.7,52.8,421.7,142.9,164.9,36.9,136.0,46.3,226.1,464.3,274.1,533.7,90.0,44.3,1776.1,234.8,162.2,289.1,230.9,191.0,399.0,345.8,323.0,442.0,393.3,235.5,272.0,188.3,290.5,481.8,0.0,230.5
ZX,344.3,540.9,478.0,407.3,394.7,202.9,99.5,155.4,106.3,396.4,376.9,305.5,458.4,205.9,417.3,111.9,432.3,217.7,316.6,572.1,105.6,82.4,95.1,445.1,265.7,196.3,390.3,520.1,87.3,84.9,414.1,189.7,247.4,465.3,286.0,280.6,188.2,173.6,293.9,176.7,131.8,134.7,254.3,519.6,273.9,229.7,89.5,496.4,353.5,201.4,352.6,306.8,202.0,338.5,141.9,190.8,156.7,371.2,134.0,147.8,198.8,283.7,477.8,211.7,496.5,208.3,402.9,63.1,267.9,371.4,117.4,137.3,231.9,366.5,229.5,456.6,414.0,235.3,427.7,196.6,275.8,1953.7,409.5,164.2,228.7,69.6,56.8,293.0,295.5,188.5,391.7,254.5,110.1,97.0,130.8,240.2,431.5,239.8,0.0
