from_stop,AF,AI,AK,AQ,AT,BO,BV,CC,CE,CO,CP,DB,DK,DN,DR,DW,EB,EF,EJ,EN,EP,ET,FF,FJ,FL,FO,FQ,FR,FT,FW,FX,FZ,GD,GG,GI,GK,GR,GT,GV,HA,HB,HG,HH,HO,HP,HT,IF,IS,IT,IY,IZ,JE,JM,JP,JV,KB,KE,KH,KL,KN,KO,KP,KS,LC,ME,MH,ML,MW,NB,NK,NO,NT,NU,NX,NZ,OE,OG,OK,PC,PD,PE,PG,PP,QD,QH,QY,RD,RN,SJ,SL,SU,SX,TE,TL,TO,TS,TY,UL,UM,UV,VA,VF,VR,VV,VX,WA,WE,WR,WW,WY,XC,XI,XO,YE,YF,YI,YJ,YT,YX,YY,ZE,ZT
JE,685.3,524.6,490.0,351.1,302.7,697.2,133.2,329.4,674.1,633.6,292.5,177.6,197.4,716.5,501.1,281.7,708.2,560.9,137.0,567.8,235.7,122.3,576.2,516.0,141.5,159.0,321.1,425.1,311.7,1015.6,529.0,653.2,77.3,605.1,197.4,1017.5,189.0,1051.2,454.0,1094.1,733.1,263.6,182.5,694.0,437.6,105.4,124.4,690.0,323.1,675.6,152.5,0.0,73.3,1039.5,108.5,288.3,619.4,14.2,278.0,565.1,434.3,79.5,732.6,1028.5,670.9,408.2,992.3,149.9,261.8,1761.5,191.0,840.7,677.3,693.0,822.3,552.9,1028.0,700.5,1029.3,721.9,699.0,183.3,223.8,670.3,634.7,285.2,339.0,994.6,1016.7,391.3,190.7,173.1,314.3,744.0,283.4,328.6,343.9,47.6,369.8,414.1,37.2,494.7,620.4,254.0,365.5,701.5,588.1,718.8,521.6,219.0,73.4,128.3,745.1,171.1,757.7,339.7,277.5,709.0,358.6,251.5,360.3,659.4
JM,778.0,517.2,592.2,353.2,395.4,789.9,177.8,322.0,766.8,726.3,385.2,270.3,290.1,809.2,493.7,274.3,800.9,553.5,194.3,660.5,228.3,215.0,568.8,608.7,198.8,251.7,313.7,517.8,404.4,1008.2,621.7,745.9,170.0,697.8,290.1,1010.1,281.7,1043.8,546.7,1086.7,825.8,352.0,184.6,786.7,530.3,198.1,212.8,782.7,315.7,768.3,187.7,92.6,0.0,1032.1,201.2,280.9,712.1,106.9,370.7,657.8,527.0,172.2,825.3,1021.1,763.6,500.9,984.9,211.6,250.1,1754.1,199.6,933.4,770.0,785.7,915.0,545.5,1020.6,793.2,1021.9,813.0,801.2,276.0,326.0,763.0,627.3,377.9,331.6,987.2,1009.3,383.9,283.4,290.5,306.9,832.4,376.1,321.2,336.5,136.0,472.0,416.2,56.8,487.3,713.1,356.2,358.1,794.2,680.8,811.5,514.2,211.6,166.1,221.0,833.5,263.8,850.4,332.3,370.2,801.7,451.3,344.2,352.9,752.1
JP,1451.5,743.4,1446.2,1002.5,1365.3,1549.8,1140.6,980.8,1440.3,1465.5,1355.1,1240.2,1260.0,1482.7,769.8,933.1,1770.8,644.9,1157.1,1434.6,929.2,1184.9,660.2,1578.6,1161.6,1221.6,780.8,1487.7,1374.3,296.8,1591.6,1419.4,1139.9,1371.3,1260.0,298.7,1251.6,332.4,1516.6,218.0,1504.9,1326.2,938.2,1546.6,1500.2,1168.0,1187.0,1456.2,778.6,1441.8,1150.5,1067.3,1140.7,0.0,1165.3,939.7,1475.7,1081.6,1340.6,1627.7,1496.9,1142.1,1498.8,309.7,1545.8,1470.8,273.5,1146.1,955.3,1472.7,1134.1,1606.9,1739.9,1464.8,1884.9,551.1,309.2,1466.7,340.4,1488.1,1465.2,1245.9,1286.4,1436.5,718.7,1347.8,799.2,275.8,295.7,1042.7,1253.3,1235.7,965.7,1510.2,1346.0,980.0,757.8,1110.2,1432.4,1065.5,1031.5,701.5,1386.6,1316.6,736.4,1467.7,1650.7,1571.4,586.0,912.5,1136.0,1190.9,1807.7,1233.7,1529.5,762.0,1340.1,1475.2,1421.2,1314.1,1011.7,1425.6
JV,691.1,628.1,495.8,454.6,308.5,703.0,24.7,432.9,679.9,639.4,298.3,183.4,203.2,722.3,604.6,385.2,714.0,664.4,71.2,573.6,339.2,110.1,679.7,521.8,75.7,164.8,424.6,430.9,317.5,1119.1,534.8,659.0,83.1,610.9,196.9,1121.0,194.8,1154.7,459.8,1197.6,738.9,269.4,286.0,699.8,443.4,83.6,130.2,695.8,426.6,681.4,44.6,103.4,163.2,1143.0,0.0,391.8,625.2,86.7,283.8,570.9,440.1,67.3,738.4,1132.0,676.7,414.0,1095.8,100.6,365.3,1950.1,107.2,846.5,683.1,698.8,828.1,656.4,1131.5,706.3,1132.8,727.7,704.8,206.1,229.6,676.1,738.2,291.0,442.5,1098.1,1120.2,494.8,196.5,178.9,417.8,749.8,289.2,432.1,447.4,80.0,375.6,517.6,140.7,598.2,626.2,259.8,469.0,707.3,593.9,724.6,625.1,322.5,79.2,116.1,750.9,176.9,763.5,443.2,283.3,714.8,364.4,257.3,463.8,665.2
KB,943.1,343.9,747.8,136.2,560.5,955.0,335.8,114.5,931.9,891.4,550.3,435.4,455.2,974.3,320.4,66.8,966.0,380.2,352.3,825.6,124.4,380.1,395.5,773.8,356.8,416.8,140.4,682.9,569.5,834.9,786.8,911.0,335.1,862.9,455.2,836.8,446.8,870.5,711.8,913.4,990.9,521.4,133.4,951.8,695.4,363.2,382.2,947.8,142.4,933.4,345.7,262.5,335.9,858.8,360.5,0.0,877.2,276.8,535.8,822.9,692.1,337.3,990.4,847.8,928.7,666.0,811.6,341.3,150.5,1580.8,329.3,1098.5,935.1,950.8,1080.1,372.2,847.3,958.3,848.6,979.7,956.8,441.1,481.6,928.1,454.0,543.0,158.3,813.9,836.0,176.4,448.5,430.9,99.4,1001.8,541.2,40.2,163.2,305.4,627.6,199.2,226.7,314.0,878.2,511.8,184.8,959.3,845.9,976.6,340.9,107.7,331.2,386.1,1002.9,428.9,1015.5,159.0,535.3,966.8,616.4,509.3,72.0,917.2
KE,218.8,1097.0,259.2,923.5,392.8,215.8,595.8,911.7,207.6,67.8,391.5,422.3,488.3,232.0,1073.5,864.0,777.0,1133.3,594.7,224.0,808.1,566.4,1148.6,594.1,599.8,445.8,893.5,351.7,363.8,1356.3,607.1,168.7,495.5,104.3,482.4,1368.1,475.8,1391.9,386.6,1304.9,251.7,481.4,754.9,212.6,489.7,516.1,453.5,205.5,895.5,209.1,569.0,586.3,659.9,1276.6,571.1,860.7,0.0,569.6,406.9,643.2,366.9,522.1,266.1,1369.2,189.5,460.3,1333.0,612.5,834.2,1612.2,618.6,356.2,755.4,211.6,900.4,1139.5,1368.7,216.0,1391.7,240.1,224.4,474.2,360.7,185.8,1217.0,384.2,911.4,1335.3,1357.4,963.7,435.4,428.3,886.7,259.5,412.3,896.3,916.3,524.4,421.9,986.5,623.6,1067.1,89.0,353.0,937.9,217.0,652.2,237.4,1174.4,801.3,499.3,548.2,833.1,462.0,276.3,912.1,329.6,242.5,435.5,380.4,932.7,192.9
KH,671.0,541.3,475.7,367.8,288.4,682.9,118.9,346.1,659.8,619.3,278.2,163.3,183.1,702.2,517.8,298.4,693.9,577.6,122.7,553.5,252.4,108.0,592.9,501.7,127.2,144.7,337.8,410.8,297.4,1032.3,514.7,638.9,63.0,590.8,183.1,1034.2,174.7,1067.9,439.7,1110.8,718.8,249.3,199.2,679.7,423.3,91.1,110.1,675.7,339.8,661.3,138.2,16.6,76.4,1056.2,94.2,305.0,605.1,0.0,263.7,550.8,420.0,65.2,718.3,1045.2,656.6,393.9,1009.0,135.6,278.5,1778.2,176.7,826.4,663.0,678.7,808.0,569.6,1044.7,686.2,1046.0,707.6,684.7,169.0,209.5,656.0,651.4,270.9,355.7,1011.3,1033.4,408.0,176.4,158.8,331.0,729.7,269.1,345.3,360.6,33.3,355.5,430.8,53.9,511.4,606.1,239.7,382.2,687.2,573.8,704.5,538.3,235.7,59.1,114.0,730.8,156.8,743.4,356.4,263.2,694.7,344.3,237.2,377.0,645.1
KL,561.9,824.7,366.6,651.2,179.3,573.8,323.5,629.5,550.7,510.2,169.1,150.0,216.0,593.1,801.2,581.8,584.8,861.0,323.0,444.4,535.8,292.6,876.3,392.6,327.5,173.5,621.2,301.7,188.3,1315.7,405.6,529.8,223.2,481.7,211.6,1317.6,203.5,1351.3,330.6,1394.2,609.7,199.2,482.6,570.6,314.2,243.8,204.9,566.6,623.2,552.2,296.7,314.0,373.8,1339.6,298.8,588.4,496.0,297.3,0.0,441.7,310.9,249.8,609.2,1328.6,547.5,284.8,1292.4,340.2,561.9,1820.9,359.0,717.3,553.9,569.6,698.9,853.0,1328.1,577.1,1329.4,598.5,575.6,201.9,100.4,546.9,934.8,161.8,639.1,1294.7,1316.8,691.4,163.1,128.3,614.4,620.6,5.4,628.7,644.0,252.1,246.4,714.2,351.3,794.8,497.0,130.6,665.6,578.1,464.7,595.4,821.7,519.1,227.0,275.9,621.7,189.7,634.3,639.8,154.1,585.6,235.2,43.6,660.4,536.0
KN,728.6,1088.2,533.3,914.7,392.9,740.5,587.0,893.0,717.4,676.9,382.7,413.5,479.5,759.8,1064.7,845.3,143.0,1124.5,586.5,611.1,799.3,556.1,1139.8,49.0,591.0,437.0,884.7,468.4,259.9,1579.2,36.0,696.5,486.7,648.4,475.1,1581.1,553.5,1614.8,497.3,1680.3,776.4,462.7,746.1,737.3,236.0,507.3,468.4,733.3,886.7,718.9,560.2,577.5,637.3,1603.1,562.3,851.9,662.7,560.8,398.1,0.0,477.6,513.3,775.9,1592.1,714.2,157.9,1555.9,603.7,825.4,1987.6,622.5,884.0,112.1,736.3,257.1,1116.5,1591.6,743.8,1592.9,765.2,742.3,465.4,342.0,713.6,1198.3,375.4,902.6,1558.2,1580.3,954.9,426.6,391.8,877.9,787.3,403.5,892.2,907.5,515.6,197.5,977.7,614.8,1058.3,663.7,344.2,929.1,744.8,22.9,762.1,1085.2,782.6,490.5,539.4,179.9,453.2,801.0,903.3,302.8,752.3,426.7,371.6,923.9,702.7
KO,453.9,1106.5,258.6,933.0,411.2,465.8,605.3,920.7,442.7,402.2,401.0,431.8,497.8,485.1,1083.0,863.6,795.8,1142.8,604.8,336.4,817.6,574.4,1158.1,603.6,609.3,455.3,903.0,42.7,373.3,1457.0,616.6,421.8,505.0,373.7,493.4,1458.9,485.3,1492.6,71.6,1405.6,501.7,481.0,764.4,462.6,499.2,525.6,486.7,458.6,905.0,444.2,578.5,595.8,655.6,1377.3,580.6,870.2,388.0,579.1,416.4,652.7,0.0,531.6,501.2,1469.9,439.5,469.8,1433.7,622.0,843.7,1712.9,640.8,609.3,764.9,461.6,909.9,1134.8,1469.4,469.1,1470.7,490.5,467.6,483.7,360.3,438.9,1216.6,393.7,920.9,1436.0,1458.1,973.2,444.9,410.1,896.2,512.6,421.8,910.5,925.8,533.9,431.4,996.0,633.1,1076.6,389.0,362.5,947.4,470.1,675.7,487.4,1103.5,800.9,508.8,557.7,832.7,471.5,526.3,921.6,339.1,477.6,445.0,389.9,942.2,428.0
KP,644.4,593.5,449.1,420.0,261.8,656.3,74.3,398.3,633.2,592.7,251.6,136.7,188.3,675.6,570.0,350.6,667.3,629.8,78.1,526.9,304.6,41.6,645.1,475.1,82.6,118.1,390.0,384.2,270.8,1084.5,488.1,612.3,36.4,564.2,128.4,1086.4,148.1,1120.1,413.1,1163.0,692.2,269.3,251.4,653.1,396.7,92.0,83.5,649.1,392.0,634.7,93.6,82.8,142.6,1108.4,49.6,357.2,578.5,66.1,237.1,524.2,393.4,0.0,691.7,1097.4,630.0,367.3,1061.2,91.0,330.7,1830.4,132.1,799.8,636.4,652.1,781.4,621.8,1096.9,659.6,1098.2,681.0,658.1,137.6,182.9,629.4,703.6,244.3,407.9,1063.5,1085.6,460.2,224.7,132.2,383.2,703.1,242.5,397.5,412.8,20.9,328.9,483.0,120.1,563.6,579.5,213.1,434.4,660.6,547.2,677.9,590.5,287.9,32.5,47.6,704.2,162.0,716.8,408.6,236.6,668.1,317.7,210.6,429.2,618.5
KS,50.8,1228.1,390.3,1054.6,523.9,222.8,726.9,1032.9,113.3,239.2,522.6,553.4,619.4,181.3,1204.6,985.2,908.1,1252.0,725.8,306.4,939.2,696.8,1267.3,725.2,730.9,576.9,1024.6,488.8,494.9,1375.0,738.2,136.0,626.6,145.0,613.5,1376.9,606.9,1410.6,517.7,1323.6,177.9,602.6,886.0,219.6,620.8,647.2,608.3,154.8,1026.6,114.8,700.1,717.4,777.2,1295.3,702.2,991.8,249.4,700.7,538.0,774.3,498.0,653.2,0.0,1387.9,229.7,591.4,1351.7,743.6,965.3,1630.9,762.4,222.3,886.5,137.8,1031.5,1158.2,1387.4,165.3,1410.4,207.4,181.8,605.3,481.9,184.2,1325.8,515.3,1042.5,1354.0,1376.1,1094.8,566.5,531.7,1017.8,145.6,543.4,1032.1,1047.4,655.5,553.0,1117.6,754.7,1198.2,160.3,484.1,1069.0,184.3,797.3,244.4,1193.1,922.5,630.4,679.3,954.3,593.1,202.5,1043.2,460.7,148.2,566.6,511.5,1063.8,98.6
LC,1498.5,790.4,1493.2,1049.5,1412.3,1596.8,1187.6,1027.8,1487.3,1512.5,1402.1,1287.2,1307.0,1529.7,816.8,980.1,1817.8,691.9,1204.1,1481.6,976.2,1231.9,707.2,1625.6,1208.6,1268.6,827.8,1534.7,1421.3,81.6,1638.6,1466.4,1186.9,1418.3,1307.0,23.7,1298.6,153.8,1563.6,362.4,1551.9,1373.2,985.2,1593.6,1547.2,1215.0,1234.0,1503.2,825.6,1488.8,1197.5,1114.3,1187.7,307.8,1212.3,986.7,1522.7,1128.6,1387.6,1674.7,1543.9,1189.1,1545.8,0.0,1592.8,1517.8,59.5,1193.1,1002.3,1519.7,1181.1,1653.9,1786.9,1511.8,1931.9,598.1,130.6,1513.7,161.8,1535.1,1512.2,1292.9,1333.4,1483.5,765.7,1394.8,846.2,201.6,117.1,1089.7,1300.3,1282.7,1012.7,1557.2,1393.0,1027.0,804.8,1157.2,1479.4,1112.5,1078.5,748.5,1433.6,1363.6,783.4,1514.7,1697.7,1618.4,633.0,959.5,1183.0,1237.9,1854.7,1280.7,1576.5,809.0,1387.1,1522.2,1468.2,1361.1,1058.7,1472.6
ME,183.2,1144.9,307.1,971.4,440.7,142.6,643.7,949.7,143.1,184.1,439.4,470.2,536.2,314.5,1121.4,902.0,824.9,1181.2,642.6,271.9,856.0,613.3,1196.5,642.0,647.7,493.7,941.4,405.6,411.7,1404.2,655.0,251.2,543.4,186.8,530.3,1406.1,523.7,1439.8,434.5,1352.8,178.5,519.4,802.8,139.4,537.6,564.0,501.3,288.0,943.4,168.8,616.9,634.2,707.8,1324.5,619.0,908.6,169.9,617.5,454.8,691.1,414.8,570.0,230.5,1417.1,0.0,508.2,1380.9,660.4,882.1,1660.1,666.5,393.2,803.3,138.4,948.3,1187.4,1416.6,298.5,1417.9,322.6,297.0,522.1,398.7,268.3,1255.0,432.1,959.3,1383.2,1405.3,1011.6,483.3,448.5,934.6,316.5,460.2,944.2,964.2,572.3,469.8,1034.4,671.5,1115.0,171.5,400.9,985.8,299.5,714.1,164.2,1222.3,839.3,547.2,596.1,871.1,509.9,203.1,960.0,377.5,202.2,483.4,428.3,980.6,132.1
MH,575.5,909.1,380.2,735.6,213.8,587.4,407.9,713.9,564.3,523.8,203.6,234.4,300.4,606.7,885.6,666.2,280.8,945.4,407.4,458.0,620.2,377.0,960.7,88.6,411.9,257.9,705.6,315.3,101.9,1400.1,101.6,543.4,307.6,495.3,296.0,1402.0,287.9,1435.7,344.2,1478.6,623.3,283.6,567.0,584.2,78.0,328.2,289.3,580.2,707.6,565.8,381.1,398.4,458.2,1424.0,383.2,672.8,509.6,381.7,219.0,137.7,324.5,334.2,622.8,1413.0,561.1,0.0,1376.8,424.6,646.3,1834.5,443.4,730.9,249.9,583.2,394.9,937.4,1412.5,590.7,1413.8,612.1,589.2,286.3,162.9,560.5,1019.2,196.3,723.5,1379.1,1401.2,775.8,247.5,212.7,698.8,634.2,224.4,713.1,728.4,336.5,39.5,798.6,435.7,879.2,510.6,165.1,750.0,591.7,160.7,609.0,906.1,603.5,311.4,360.3,317.7,274.1,647.9,724.2,127.8,599.2,247.6,192.5,744.8,549.6
ML,1484.3,776.2,1479.0,1035.3,1398.1,1582.6,1173.4,1013.6,1473.1,1498.3,1387.9,1273.0,1292.8,1515.5,802.6,965.9,1803.6,677.7,1189.9,1467.4,962.0,1217.7,693.0,1611.4,1194.4,1254.4,813.6,1520.5,1407.1,67.4,1624.4,1452.2,1172.7,1404.1,1292.8,40.3,1284.4,139.6,1549.4,348.2,1537.7,1359.0,971.0,1579.4,1533.0,1200.8,1219.8,1489.0,811.4,1474.6,1183.3,1100.1,1173.5,293.6,1198.1,972.5,1508.5,1114.4,1373.4,1660.5,1529.7,1174.9,1531.6,61.5,1578.6,1503.6,0.0,1178.9,988.1,1505.5,1166.9,1639.7,1772.7,1497.6,1917.7,583.9,116.4,1499.5,147.6,1520.9,1498.0,1278.7,1319.2,1469.3,751.5,1380.6,832.0,187.4,102.9,1075.5,1286.1,1268.5,998.5,1543.0,1378.8,1012.8,790.6,1143.0,1465.2,1098.3,1064.3,734.3,1419.4,1349.4,769.2,1500.5,1683.5,1604.2,618.8,945.3,1168.8,1223.7,1840.5,1266.5,1562.3,794.8,1372.9,1508.0,1454.0,1346.9,1044.5,1458.4
MW,721.5,631.3,526.2,457.8,338.9,733.4,56.5,436.1,710.3,669.8,328.7,213.8,233.6,752.7,607.8,388.4,744.4,667.6,50.9,604.0,342.4,150.7,682.9,552.2,55.4,195.2,427.8,461.3,347.9,1122.3,565.2,689.4,113.5,641.3,237.5,1124.2,225.2,1157.9,490.2,1200.8,769.3,299.8,289.2,730.2,473.8,141.6,160.6,726.2,429.8,711.8,48.4,107.2,167.0,1146.2,81.2,395.0,655.6,90.5,314.2,601.3,470.5,107.9,768.8,1135.2,707.1,444.4,1099.0,0.0,368.5,1868.2,46.8,876.9,713.5,729.2,858.5,659.6,1134.7,736.7,1136.0,758.1,735.2,246.7,260.0,706.5,741.4,321.4,445.7,1101.3,1123.4,498.0,226.9,209.3,421.0,780.2,319.6,435.3,450.6,83.8,406.0,520.8,143.9,601.4,656.6,290.2,472.2,737.7,624.3,755.0,628.3,325.7,109.6,156.7,781.3,207.3,793.9,446.4,313.7,745.2,394.8,287.7,467.0,695.6
NB,946.4,387.6,751.1,214.1,554.9,958.3,339.1,192.4,935.2,894.7,553.6,438.7,458.5,977.6,364.1,144.7,960.0,423.9,355.0,828.9,35.6,384.2,439.2,777.1,360.1,420.1,184.1,680.2,572.8,878.6,790.1,914.3,338.4,866.2,458.5,880.5,450.1,914.2,715.1,957.1,994.2,524.7,136.7,955.1,698.7,366.5,380.5,951.1,186.1,936.7,349.0,265.8,353.0,902.5,363.8,151.3,880.5,280.1,539.1,826.2,695.4,340.6,993.7,891.5,932.0,669.3,855.3,344.6,0.0,1624.5,320.0,1101.8,938.4,954.1,1083.4,415.9,891.0,961.6,914.0,985.7,960.1,444.4,484.9,931.4,497.7,546.3,202.0,857.6,879.7,254.3,451.8,434.2,177.3,1005.1,544.5,186.9,206.9,308.7,630.9,277.1,230.0,357.7,881.5,515.1,228.5,962.6,849.2,979.9,384.6,37.1,334.5,389.4,1006.2,432.2,1018.8,202.7,538.6,970.1,619.7,512.6,223.3,920.5
NK,1633.9,1415.1,1628.6,1674.2,1771.1,1732.2,1812.3,1652.5,1622.7,1647.9,1760.9,1791.7,1857.7,1665.1,1441.5,1604.8,2155.7,1316.6,1828.8,1617.0,1600.9,1856.6,1331.9,1963.5,1833.3,1893.3,1452.5,1727.1,1733.2,1519.0,1976.5,1601.8,1811.6,1553.7,1853.3,1520.9,1923.3,1554.6,1756.0,1467.6,1687.3,1840.9,1609.9,1729.0,1859.1,1839.7,1858.7,1638.6,1450.3,1624.2,1822.2,1739.0,1812.4,1439.3,1837.0,1611.4,1658.1,1753.3,1776.3,2012.6,1736.3,1813.8,1681.2,1531.9,1728.2,1829.7,1495.7,1817.8,1627.0,0.0,1805.8,1789.3,2124.8,1647.2,2269.8,1222.8,1531.4,1649.1,1532.7,1670.5,1647.6,1843.6,1720.2,1618.9,1390.4,1753.6,1470.9,1498.0,1520.1,1714.4,1804.8,1770.0,1637.4,1692.6,1781.7,1651.7,1429.5,1781.9,1791.3,1737.2,1703.2,1373.2,1569.0,1722.4,1408.1,1650.1,2035.6,1753.8,1257.7,1584.2,1807.7,1862.6,2192.6,1831.4,1711.9,1433.7,1699.0,1657.6,1804.9,1749.8,1683.4,1608.0
NO,726.2,636.0,530.9,459.5,334.7,738.1,58.2,440.8,715.0,674.5,333.4,218.5,238.3,757.4,612.5,393.1,739.8,672.3,55.0,608.7,347.1,157.8,684.6,556.9,60.1,199.9,432.5,460.0,352.6,1127.0,569.9,694.1,118.2,646.0,244.6,1128.9,229.9,1162.6,494.9,1205.5,774.0,304.5,290.9,734.9,478.5,146.3,160.3,730.9,434.5,716.5,53.1,111.9,185.5,1150.9,85.9,399.7,653.3,95.2,318.9,606.0,475.2,135.5,770.5,1139.9,708.8,449.1,1103.7,27.5,370.2,1872.9,0.0,881.6,718.2,733.9,863.2,664.3,1139.4,741.4,1162.4,762.5,736.9,252.3,264.7,711.2,746.1,326.1,450.4,1106.0,1128.1,502.7,231.6,240.0,425.7,784.9,324.3,435.3,455.3,88.5,410.7,522.5,148.6,606.1,661.3,291.9,476.9,742.4,615.0,759.7,633.0,330.4,114.3,162.3,786.0,212.0,798.6,451.1,318.4,746.9,399.5,292.4,471.7,700.3
NT,140.6,1283.8,446.0,1110.3,588.5,312.6,782.6,1088.6,203.1,276.9,578.3,609.1,675.1,179.5,1260.3,1040.9,973.1,1307.7,782.1,362.1,994.9,751.7,1323.0,780.9,786.6,632.6,1080.3,544.5,550.6,1430.7,793.9,134.2,682.3,182.7,670.7,1432.6,662.6,1466.3,573.4,1379.3,267.7,658.3,941.7,309.4,676.5,702.9,664.0,153.0,1082.3,204.6,755.8,773.1,832.9,1351.0,757.9,1047.5,287.1,756.4,593.7,830.0,553.7,708.9,169.4,1443.6,319.5,647.1,1407.4,799.3,1021.0,1686.6,818.1,0.0,942.2,227.6,1087.2,1213.9,1443.1,163.5,1444.4,202.9,180.0,661.0,537.6,187.9,1381.5,571.0,1098.2,1409.7,1431.8,1150.5,622.2,587.4,1073.5,125.8,599.1,1087.8,1103.1,711.2,608.7,1173.3,810.4,1253.9,198.0,539.8,1124.7,182.5,853.0,334.2,1248.8,978.2,686.1,735.0,1010.0,648.8,292.3,1098.9,516.4,238.0,622.3,567.2,1119.5,188.4
NU,830.8,1190.4,635.5,1016.9,495.1,842.7,689.2,995.2,819.6,779.1,484.9,515.7,581.7,862.0,1166.9,947.5,58.4,1226.7,688.7,713.3,901.5,658.3,1242.0,151.2,693.2,539.2,986.9,570.6,362.1,1681.4,138.2,798.7,588.9,750.6,577.3,1683.3,655.7,1717.0,599.5,1782.5,878.6,564.9,848.3,839.5,338.2,609.5,570.6,835.5,988.9,821.1,662.4,679.7,739.5,1705.3,664.5,954.1,764.9,663.0,500.3,102.1,579.8,615.5,878.1,1694.3,816.4,260.1,1658.1,705.9,927.6,2089.8,724.7,986.2,0.0,838.5,144.9,1218.7,1693.8,846.0,1695.1,867.4,844.5,567.6,444.2,815.8,1300.5,477.6,1004.8,1660.4,1682.5,1057.1,528.8,494.0,980.1,889.5,505.7,994.4,1009.7,617.8,299.7,1079.9,717.0,1160.5,765.9,446.4,1031.3,847.0,79.1,864.3,1187.4,884.8,592.7,641.6,67.7,555.4,903.2,1005.5,405.0,854.5,528.9,473.8,1026.1,804.9
NX,95.3,1171.0,333.2,997.5,475.7,115.5,669.8,985.2,55.2,210.2,465.5,496.3,562.3,227.4,1147.5,928.1,860.3,1249.0,669.3,303.4,882.1,638.9,1264.3,668.1,673.8,519.8,967.5,431.7,437.8,1372.0,681.1,164.1,569.5,142.0,557.9,1373.9,549.8,1407.6,460.6,1320.6,40.0,545.5,828.9,112.3,563.7,590.1,551.2,200.9,969.5,80.9,643.0,660.3,720.1,1292.3,645.1,934.7,196.0,643.6,480.9,717.2,440.9,596.1,142.6,1384.9,122.4,534.3,1348.7,686.5,908.2,1627.9,705.3,305.3,829.4,0.0,974.4,1155.2,1384.4,211.4,1385.7,232.8,209.9,548.2,424.8,181.2,1322.8,458.2,985.4,1351.0,1373.1,1037.7,509.4,474.6,960.7,228.6,486.3,975.0,990.3,598.4,495.9,1060.5,697.6,1141.1,157.3,427.0,1011.9,212.4,740.2,137.1,1190.1,865.4,573.3,622.2,897.2,536.0,64.6,986.1,403.6,114.3,509.5,454.4,1006.7,44.2
NZ,932.9,1292.5,737.6,1119.0,597.2,944.8,791.3,1097.3,921.7,881.2,587.0,617.8,683.8,964.1,1269.0,1049.6,136.0,1328.8,790.8,815.4,1003.6,760.4,1344.1,253.3,795.3,641.3,1089.0,672.7,464.2,1783.5,240.3,900.8,691.0,852.7,679.4,1785.4,757.8,1819.1,701.6,1884.6,980.7,667.0,950.4,941.6,440.3,711.6,672.7,937.6,1091.0,923.2,764.5,781.8,841.6,1807.4,766.6,1056.2,867.0,765.1,602.4,204.2,681.9,717.6,980.2,1796.4,918.5,362.2,1760.2,808.0,1029.7,2191.9,826.8,1088.3,102.0,940.6,0.0,1320.8,1795.9,948.1,1797.2,969.5,946.6,669.7,546.3,917.9,1402.6,579.7,1106.9,1762.5,1784.6,1159.2,630.9,596.1,1082.2,991.6,607.8,1096.5,1111.8,719.9,401.8,1182.0,819.1,1262.6,868.0,548.5,1133.4,949.1,181.2,966.4,1289.5,986.9,694.8,743.7,55.1,657.5,1005.3,1107.6,507.1,956.6,631.0,575.9,1128.2,907.0
OE,1196.7,192.2,1001.4,451.3,814.1,1208.6,589.4,429.6,1185.5,1145.0,803.9,689.0,708.8,1227.9,218.6,381.9,1219.6,93.7,605.9,1079.2,378.0,633.7,109.0,1027.4,610.4,670.4,229.6,936.5,823.1,462.6,1040.4,1164.6,588.7,1116.5,708.8,464.5,700.4,498.2,965.4,541.1,1244.5,775.0,387.0,1205.4,949.0,616.8,635.8,1201.4,227.4,1187.0,599.3,516.1,589.5,486.5,614.1,388.5,1130.8,530.4,789.4,1076.5,945.7,590.9,1244.0,475.5,1182.3,919.6,439.3,594.9,404.1,1208.5,582.9,1352.1,1188.7,1204.4,1333.7,0.0,475.0,1211.9,476.3,1233.3,1210.4,694.7,735.2,1181.7,167.5,796.6,248.0,441.6,463.7,491.5,702.1,684.5,414.5,1255.4,794.8,428.8,206.6,559.0,881.2,514.3,480.3,150.3,1131.8,765.4,185.2,1212.9,1099.5,1230.2,34.8,361.3,584.8,639.7,1256.5,682.5,1269.1,210.8,788.9,1220.4,870.0,762.9,460.5,1170.8
