from_stop,AD,AE,AH,BB,BC,BD,BH,BK,BQ,BV,CA,CF,CL,CR,DI,DL,DP,DU,DV,EL,EQ,FA,FJ,FN,FP,FU,FX,GP,GQ,GS,GU,HH,IB,IJ,IM,IQ,IR,IY,JH,JM,JO,JQ,JT,JV,JZ,KH,KP,KV,KX,KY,LC,LD,LF,LK,LW,ME,MW,MY,ND,NM,NN,NU,NW,NY,OB,OQ,PF,PG,PH,PM,PN,PZ,QA,QB,QK,QV,RB,RH,RW,SE,SG,SK,SM,SN,ST,SV,TB,TE,TG,TN,TO,UC,UD,UF,UN,UW,VC,VK,VT,VV,WQ,WR,WT,WV,WY,XC,XF,XI,XR,XV,XY,YC,YD,YE,YG,YY,ZF,ZO,ZY
ME,591.8,202.4,554.6,208.5,420.4,246.5,562.7,237.5,168.8,555.5,186.0,729.3,438.0,479.6,157.4,420.1,216.7,127.2,595.1,567.3,444.4,303.8,586.8,503.9,271.6,267.5,466.8,223.9,137.3,108.6,201.3,449.3,565.3,161.9,211.0,115.4,251.2,726.2,192.6,535.9,496.7,147.5,150.9,96.4,456.9,37.5,261.8,576.8,273.8,700.6,118.7,125.2,571.5,96.6,587.4,0.0,467.3,431.2,455.5,246.5,118.9,181.8,584.0,76.7,574.6,585.8,455.4,692.4,197.4,600.6,508.0,495.4,193.3,38.2,200.3,247.3,524.7,77.3,193.4,450.5,197.3,88.3,252.4,244.5,504.4,136.3,242.5,322.4,48.9,108.2,444.9,148.2,129.2,117.8,4.2,767.8,114.6,196.4,614.3,649.0,142.9,546.6,625.5,240.8,475.5,469.9,163.1,155.4,687.3,1163.9,515.0,252.5,644.3,19.4,482.4,465.2,108.0,61.6,449.4
MW,419.1,486.8,381.9,557.5,124.8,621.0,390.0,423.6,500.1,382.8,517.3,556.6,118.9,289.9,515.7,55.8,498.2,584.2,422.4,394.6,99.0,678.3,414.1,243.3,646.1,467.1,294.1,487.2,495.6,565.6,485.7,259.6,392.6,535.8,474.3,543.0,625.7,553.5,477.0,363.2,236.1,478.8,509.2,474.8,83.0,557.4,636.3,404.1,648.3,527.9,534.1,540.6,398.8,553.6,414.7,563.2,0.0,258.5,265.8,509.8,534.3,513.1,411.3,516.3,401.9,413.1,194.8,519.7,528.7,427.9,308.1,322.7,567.8,524.0,574.8,457.5,352.0,534.3,524.7,189.9,571.8,505.8,405.6,619.0,243.8,485.3,505.8,696.9,513.3,455.9,255.2,528.9,538.5,527.1,567.4,595.1,523.9,570.9,441.6,476.3,545.5,373.9,452.8,504.1,214.9,259.6,494.4,519.7,514.6,1254.1,342.3,627.0,471.6,575.5,292.7,204.6,565.0,531.1,68.2
MY,216.6,348.2,179.4,418.9,286.1,482.4,187.5,285.0,361.5,180.3,379.7,354.1,302.2,94.9,377.1,286.7,361.9,445.6,219.9,136.0,310.1,509.9,154.6,228.7,507.5,310.1,33.6,335.0,357.0,410.1,347.1,104.9,115.2,397.2,335.7,404.4,487.1,353.3,338.4,89.7,220.2,340.2,370.6,336.2,323.5,418.8,479.5,190.7,509.7,325.4,395.5,402.0,201.4,415.0,156.1,424.6,333.9,0.0,111.1,371.2,395.2,374.5,138.2,400.3,201.7,210.6,234.0,304.3,390.1,168.4,76.7,64.1,429.2,385.4,436.2,318.9,92.5,395.7,386.1,249.6,433.2,367.2,296.7,480.4,265.4,351.7,369.5,558.3,377.0,317.3,100.5,390.3,373.6,388.5,465.0,392.6,385.3,427.8,231.7,273.8,409.2,171.4,196.1,365.5,258.3,191.5,355.8,381.1,331.2,1051.6,76.8,488.4,269.1,436.9,99.6,212.2,411.1,392.5,315.1
ND,300.6,350.3,263.4,421.0,205.6,484.5,271.5,287.1,363.6,264.3,380.8,438.1,223.2,24.0,379.2,205.3,361.7,447.7,303.9,240.9,229.6,541.8,260.4,147.3,509.6,330.6,79.9,350.7,359.1,429.1,349.2,4.7,238.9,399.3,337.8,406.5,489.2,435.0,340.5,209.5,139.7,342.3,372.7,338.3,242.1,420.9,499.8,285.6,511.8,409.4,397.6,404.1,280.3,417.1,261.0,426.7,252.5,140.0,0.0,373.3,397.8,376.6,257.6,379.8,283.4,294.6,149.1,401.2,392.2,274.2,42.2,45.5,431.3,387.5,438.3,321.0,198.3,397.8,388.2,168.2,435.3,369.3,269.1,482.5,184.0,348.8,369.3,560.4,376.8,319.4,10.2,392.4,402.0,390.6,430.9,476.6,387.4,434.4,323.1,357.8,409.0,255.4,299.1,367.6,176.9,110.1,357.9,383.2,396.1,1135.6,188.6,490.5,353.1,439.0,26.8,131.7,428.5,394.6,234.6
NM,492.1,209.2,454.9,237.9,320.7,359.2,463.0,139.7,180.5,455.8,197.7,629.6,338.3,379.9,253.9,320.4,220.6,301.5,495.4,467.6,344.7,416.5,487.1,404.2,384.3,145.8,367.1,68.7,233.8,282.9,208.1,349.6,465.6,234.2,71.3,241.4,363.9,626.5,199.4,436.2,397.0,159.2,247.4,173.2,357.2,234.2,374.5,477.1,386.5,600.9,266.8,273.3,471.8,270.9,487.7,240.0,367.6,331.5,355.8,0.0,267.0,193.5,484.3,211.2,474.9,486.1,355.7,592.7,209.1,500.9,408.3,395.7,306.0,200.8,313.0,125.6,425.0,251.6,205.1,350.8,310.0,204.2,133.3,357.2,404.7,165.7,102.8,435.1,190.1,136.3,345.2,227.3,235.5,224.1,244.2,668.1,220.9,309.1,514.6,549.3,243.9,446.9,525.8,101.1,375.8,370.2,174.8,218.1,587.6,1137.7,415.3,365.2,544.6,252.3,382.7,365.5,282.3,227.3,349.7
NN,573.3,197.4,536.1,268.1,401.9,218.3,544.2,209.5,228.4,537.0,245.6,710.8,417.1,461.1,129.2,401.6,208.8,120.6,576.6,548.8,425.9,264.7,568.3,485.4,243.4,267.5,447.3,232.2,109.1,85.1,196.3,430.8,546.8,178.1,232.9,102.3,223.0,707.7,187.6,503.4,478.2,207.1,122.7,101.1,438.4,97.1,233.6,547.4,245.6,682.1,56.1,62.6,555.8,90.0,568.9,86.9,448.8,412.7,437.0,268.4,0.0,241.4,565.5,123.3,556.1,567.3,440.4,673.9,257.0,582.1,489.5,476.9,165.1,97.8,172.1,231.9,506.2,70.7,253.0,432.0,169.1,92.5,286.0,216.3,485.9,195.9,264.4,294.2,108.5,167.8,426.4,171.2,164.8,153.4,115.8,749.3,150.2,168.2,595.8,630.5,187.8,528.1,608.9,262.7,457.0,451.4,222.7,162.0,687.9,1167.8,490.5,224.3,625.8,99.2,463.9,446.7,101.4,90.4,430.9
NU,526.3,200.0,489.1,188.0,354.9,385.4,497.2,172.0,10.8,490.0,54.4,663.8,372.5,414.1,296.3,354.6,211.4,270.0,529.6,501.8,378.9,442.7,521.3,438.4,410.5,202.0,401.3,158.4,276.2,251.4,198.9,383.8,499.8,218.3,145.5,231.2,390.1,660.7,190.2,470.4,431.2,31.7,289.8,152.8,391.4,184.3,400.7,511.3,412.7,635.1,257.6,264.1,506.0,239.4,521.9,190.1,401.8,365.7,390.0,181.0,257.8,0.0,518.5,161.3,509.1,520.3,389.9,626.9,44.1,535.1,442.5,429.9,332.2,150.9,339.2,181.8,459.2,220.1,72.8,385.0,336.2,172.9,186.9,383.4,438.9,115.8,177.0,461.3,140.2,86.4,379.4,204.6,185.6,174.2,194.3,702.3,171.0,335.3,548.8,583.5,199.3,481.1,560.0,175.3,410.0,404.4,58.2,208.9,621.8,1098.4,449.5,391.4,578.8,202.4,416.9,399.7,250.8,177.4,383.9
NW,355.5,487.1,318.3,557.8,424.8,621.3,326.4,423.9,494.8,319.2,518.6,493.0,440.0,232.7,516.0,424.5,498.5,584.5,358.8,116.3,448.8,648.8,99.4,366.5,640.8,449.0,172.3,473.9,495.9,549.0,486.0,242.7,111.4,536.1,474.6,543.3,626.0,489.9,477.3,81.2,353.3,479.1,509.5,475.1,461.3,557.7,618.4,329.6,648.6,464.3,528.8,535.3,338.0,553.9,133.8,563.5,471.7,136.5,248.9,510.1,528.5,513.4,0.0,536.9,338.3,349.5,371.8,443.2,523.4,144.0,214.5,201.9,562.5,524.3,575.1,457.8,50.4,534.6,525.0,387.4,572.1,506.1,435.6,619.3,403.2,490.6,506.1,697.2,513.6,456.2,238.3,529.2,512.5,527.4,603.9,531.5,524.2,566.7,370.6,412.7,545.8,310.3,94.5,504.4,396.1,329.3,489.1,520.0,470.1,1190.5,64.6,627.3,408.0,575.8,232.7,345.3,550.0,531.4,448.2
NY,583.5,180.0,546.3,200.2,412.1,276.4,554.4,229.2,160.5,547.2,178.7,721.0,427.3,471.3,187.3,411.8,194.3,157.1,586.8,559.0,436.1,322.8,578.5,495.6,301.5,259.2,457.5,202.0,167.2,121.6,178.9,441.0,557.0,153.6,202.7,118.3,281.1,717.9,170.2,513.6,488.4,139.2,180.8,83.7,448.6,71.4,273.5,568.5,303.7,692.3,148.6,155.1,566.0,126.5,579.1,77.2,459.0,422.9,447.2,238.2,148.3,173.5,561.2,0.0,566.3,577.5,450.6,684.1,189.1,592.3,499.7,487.1,223.2,38.0,230.2,239.0,516.4,107.2,185.1,442.2,227.2,40.4,261.0,274.4,496.1,128.0,234.2,352.3,40.6,99.9,436.6,139.9,120.9,109.5,106.1,759.5,106.3,226.3,606.0,640.7,134.6,538.3,617.2,232.5,467.2,461.6,154.8,144.6,679.0,1150.4,500.7,282.4,636.0,89.5,474.1,456.9,137.9,64.5,441.1
OB,86.5,506.4,35.9,577.1,460.5,640.6,57.4,443.2,519.7,156.5,536.9,330.3,475.7,335.6,535.3,460.2,520.7,603.8,105.4,376.7,484.5,697.9,396.2,402.2,665.7,468.3,275.2,506.8,515.2,568.3,505.3,345.6,355.9,555.4,493.9,562.6,645.3,327.2,496.6,331.3,394.6,498.4,528.8,494.4,497.0,577.0,637.7,76.2,667.9,301.6,553.7,560.2,69.0,573.2,396.8,582.8,507.4,240.6,351.8,529.4,553.4,532.7,393.4,556.2,0.0,96.1,404.0,280.5,548.3,410.0,317.4,304.8,587.4,543.6,594.4,477.1,334.1,553.9,544.3,423.1,591.4,525.4,454.9,638.6,438.9,504.9,525.4,716.5,532.9,475.5,341.2,548.5,531.8,546.7,611.7,368.8,543.5,586.0,124.6,250.0,565.1,41.3,434.9,523.7,431.8,365.0,514.0,539.3,288.3,1144.7,318.4,646.6,245.3,595.1,341.2,386.6,584.6,550.7,489.5
OQ,119.9,497.3,82.7,568.0,451.4,631.5,90.8,434.1,510.6,147.4,528.8,321.2,466.6,326.5,526.2,451.1,508.7,594.7,46.3,367.6,475.4,688.8,387.1,393.1,656.6,459.2,266.1,497.7,506.1,576.1,496.2,336.5,346.8,546.3,484.8,553.5,636.2,318.1,487.5,322.2,385.5,489.3,519.7,485.3,487.9,567.9,628.6,50.5,658.8,292.5,544.6,551.1,102.4,564.1,387.7,573.7,498.3,232.4,342.7,520.3,544.3,523.6,384.3,547.1,102.7,0.0,394.9,284.3,539.2,400.9,308.3,295.7,578.3,534.5,585.3,468.0,325.0,544.8,535.2,414.0,582.3,516.3,445.8,629.5,429.8,497.9,516.3,707.4,523.8,466.4,332.1,539.4,522.7,537.6,577.9,359.7,534.4,576.9,30.1,240.9,556.0,74.7,425.8,514.6,422.7,355.9,504.9,530.2,280.6,1135.6,309.3,637.5,236.2,586.0,332.1,377.5,560.2,541.6,480.4
PF,365.7,435.5,328.5,506.2,126.4,569.7,336.6,372.3,448.8,329.4,467.0,503.2,141.6,185.0,489.0,126.1,449.8,532.9,369.0,341.2,150.4,597.2,360.7,108.0,594.8,397.4,222.7,422.3,444.3,497.4,434.4,154.7,320.4,484.5,423.0,491.7,574.4,500.1,425.7,320.4,81.6,452.1,457.9,423.5,162.9,506.1,566.8,339.8,597.0,474.5,482.8,513.9,372.8,502.3,361.3,511.9,173.3,206.0,160.9,458.5,482.5,461.8,343.4,485.3,348.5,384.3,0.0,453.4,502.0,374.5,203.2,220.2,516.5,472.7,523.5,406.2,323.2,483.0,473.4,89.0,520.5,454.5,384.0,567.7,120.3,439.0,454.5,645.6,462.0,404.6,150.3,477.6,460.9,475.8,552.3,541.7,472.6,515.1,380.8,422.9,494.2,320.5,401.3,452.8,61.0,111.5,443.1,468.4,480.3,1200.7,282.9,600.3,418.2,524.2,187.8,99.7,498.4,479.8,155.4
PG,402.5,687.0,365.3,757.7,768.4,821.2,373.4,623.8,672.7,314.9,718.5,144.3,783.6,516.2,715.9,768.1,673.7,784.4,405.8,557.3,792.4,848.7,576.8,582.8,818.7,648.9,428.2,673.8,695.8,748.9,685.9,526.2,536.5,736.0,674.5,743.2,825.9,113.6,677.2,484.3,547.6,679.0,681.8,675.0,804.9,757.6,818.3,376.6,848.5,48.8,706.7,740.8,385.0,753.8,577.4,763.4,815.3,422.1,532.4,710.0,706.4,713.3,559.5,736.8,385.3,368.9,588.1,0.0,728.9,563.0,498.0,485.4,768.0,696.6,775.0,657.7,514.7,734.5,724.9,603.7,744.4,706.0,635.5,819.2,619.5,690.5,706.0,897.1,713.5,656.1,521.8,729.1,712.4,727.3,803.8,155.2,724.1,766.6,417.6,82.0,745.7,357.3,617.4,704.3,612.4,545.6,667.0,719.9,83.5,1323.5,499.0,827.2,77.3,775.7,521.8,539.6,749.9,731.3,769.8
PH,535.3,209.0,498.1,197.0,363.9,394.4,506.2,181.0,53.9,499.0,9.3,672.8,379.1,423.1,305.3,363.6,220.4,279.0,538.6,510.8,387.9,451.7,530.3,447.4,419.5,211.0,409.3,167.4,285.2,260.4,207.9,392.8,490.0,227.3,154.5,240.2,399.1,669.7,199.2,465.4,440.2,49.7,298.8,161.8,400.4,193.3,391.5,520.3,421.7,644.1,266.6,273.1,517.8,248.4,530.9,199.1,410.8,374.7,399.0,190.0,266.3,43.0,513.0,191.3,518.1,529.3,398.9,623.0,0.0,544.1,451.5,438.9,341.2,159.9,348.2,190.8,468.2,229.1,28.6,394.0,345.2,181.9,212.8,392.4,447.9,129.8,186.0,470.3,149.2,95.4,388.4,213.6,194.6,183.2,228.0,711.3,180.0,339.8,550.4,592.5,208.3,490.1,569.0,184.3,419.0,413.4,33.5,217.9,649.9,1107.4,452.5,400.4,587.8,211.4,425.9,408.7,259.8,186.4,392.9
PM,371.0,502.6,333.8,573.3,440.3,636.8,341.9,439.4,515.9,334.7,533.1,508.5,457.9,248.2,531.5,440.0,514.0,600.0,374.3,43.2,464.3,683.2,84.7,382.0,661.9,464.5,187.8,489.4,511.4,564.5,501.5,258.2,77.2,551.6,490.1,558.8,641.5,505.4,492.8,78.6,374.4,494.6,525.0,490.6,476.8,573.2,633.9,345.1,664.1,479.8,549.9,556.4,353.5,569.4,31.0,579.0,487.2,152.0,264.4,525.6,549.6,528.9,170.1,552.4,353.8,365.0,387.3,458.7,544.5,0.0,230.0,217.4,583.6,539.8,590.6,473.3,156.8,550.1,540.5,402.9,587.6,521.6,451.1,634.8,418.7,501.1,521.6,712.7,529.1,471.7,253.8,544.7,528.0,542.9,583.2,547.0,539.7,586.7,393.5,428.2,561.3,325.8,129.3,519.9,411.6,344.8,510.2,535.5,485.6,1206.0,141.4,642.8,423.5,591.3,253.8,366.4,580.8,546.9,469.3
PN,305.2,391.7,268.0,462.4,247.0,525.9,276.1,328.5,405.0,268.9,422.2,442.7,264.6,18.1,420.6,246.7,403.1,489.1,308.5,198.6,271.0,583.2,218.1,188.7,551.0,372.0,37.6,392.1,400.5,470.5,390.6,46.1,196.6,440.7,379.2,447.9,530.6,439.6,381.9,167.2,181.1,383.7,414.1,379.7,283.5,462.3,541.2,290.2,553.2,414.0,439.0,445.5,284.9,458.5,218.7,468.1,293.9,88.5,41.3,414.7,439.2,418.0,215.3,421.2,288.0,299.2,190.5,405.8,433.6,231.9,0.0,31.7,472.7,428.9,479.7,362.4,156.0,439.2,429.6,209.6,476.7,410.7,310.5,523.9,225.4,390.2,410.7,601.8,418.2,360.8,51.6,433.8,443.4,432.0,472.3,481.2,428.8,475.8,327.7,362.4,450.4,260.0,256.8,409.0,218.3,151.5,399.3,424.6,400.7,1140.2,146.3,531.9,357.7,480.4,74.6,173.1,469.9,436.0,276.0
PZ,305.0,405.0,267.8,475.7,260.3,539.2,275.9,341.8,418.3,268.7,435.5,442.5,277.9,31.4,433.9,260.0,416.4,502.4,308.3,198.4,284.3,596.5,217.9,202.0,564.3,385.3,38.5,405.4,413.8,483.8,403.9,59.4,196.4,454.0,392.5,461.2,543.9,439.4,395.2,167.0,194.4,397.0,427.4,393.0,296.8,475.6,554.5,290.0,566.5,413.8,452.3,458.8,284.7,471.8,218.5,481.4,307.2,88.3,54.6,428.0,452.5,431.3,215.1,434.5,287.8,299.0,203.8,405.6,446.9,231.7,21.7,0.0,486.0,442.2,493.0,375.7,155.8,452.5,442.9,222.9,490.0,424.0,323.8,537.2,238.7,403.5,424.0,615.1,431.5,374.1,64.9,447.1,456.7,445.3,485.6,481.0,442.1,489.1,327.5,362.2,463.7,259.8,256.6,422.3,231.6,164.8,412.6,437.9,400.5,1140.0,146.1,545.2,357.5,493.7,78.0,186.4,483.2,449.3,289.3
QA,605.1,286.4,567.9,372.1,433.7,104.4,576.0,269.6,332.4,568.8,349.6,742.6,448.9,492.9,207.6,433.4,297.8,224.6,608.4,580.6,457.7,161.7,600.1,517.2,129.5,327.6,479.1,304.4,187.5,206.0,285.3,462.6,578.6,282.1,305.1,206.3,109.1,739.5,276.6,535.2,510.0,311.1,201.1,205.1,470.2,201.1,101.5,579.2,131.7,713.9,174.5,181.0,587.6,194.0,600.7,190.9,480.6,445.4,468.8,340.6,174.2,345.4,582.8,227.3,587.9,599.1,468.7,705.7,361.0,613.9,521.3,508.7,0.0,201.8,58.2,292.0,538.0,174.7,357.0,463.8,3.9,196.5,348.2,102.4,517.7,299.9,336.6,180.3,212.5,271.8,458.2,275.2,268.8,257.4,195.1,781.1,254.2,3.0,620.2,662.3,291.8,559.9,640.7,334.9,488.8,483.2,326.7,266.0,702.0,1245.9,522.3,110.4,657.6,203.2,495.7,478.5,205.4,194.4,462.7
QB,553.5,164.1,516.3,170.2,382.1,238.3,524.4,199.2,130.5,517.2,147.7,691.0,397.3,441.3,149.2,381.8,178.4,119.0,556.8,529.0,406.1,265.8,548.5,465.6,263.4,200.2,427.5,185.6,129.1,83.5,163.0,411.0,508.2,123.6,172.7,80.2,243.0,687.9,154.3,483.6,458.4,109.2,142.7,58.1,418.6,33.3,235.4,538.5,265.6,662.3,110.5,117.0,536.0,88.4,549.1,39.1,429.0,392.9,417.2,208.2,110.2,143.5,545.7,59.4,536.3,547.5,417.1,641.2,159.1,562.3,469.7,457.1,185.1,0.0,192.1,209.0,486.4,69.1,155.1,412.2,189.1,50.0,231.0,236.3,466.1,98.0,204.2,314.2,10.6,69.9,406.6,109.9,64.6,79.5,43.3,729.5,76.3,188.2,576.0,610.7,104.6,508.3,587.2,202.5,437.2,431.6,124.8,117.1,649.0,1125.6,470.7,244.3,606.0,51.4,444.1,426.9,99.8,26.4,411.1
QK,611.4,292.7,574.2,378.4,440.0,180.5,582.3,275.9,338.7,575.1,355.9,748.9,457.6,499.2,213.9,439.7,304.1,230.9,614.7,586.9,464.0,182.9,606.4,523.5,71.2,333.9,486.4,324.3,193.8,212.3,291.6,468.9,584.9,288.4,311.4,212.6,144.2,745.8,282.9,555.5,516.3,317.4,207.4,211.4,476.5,207.4,85.1,596.4,217.8,720.2,180.8,187.3,591.1,200.3,607.0,197.2,486.9,450.8,475.1,346.9,181.0,351.7,603.6,213.3,594.2,605.4,475.0,712.0,367.3,620.2,527.6,515.0,77.5,208.1,0.0,298.3,544.3,181.0,363.3,470.1,81.5,202.8,340.2,44.1,524.0,306.2,342.9,201.5,218.8,278.1,464.5,281.5,275.1,263.7,201.4,787.4,260.5,80.6,633.9,668.6,298.1,566.2,645.1,341.2,495.1,489.5,333.0,272.3,706.9,1252.2,534.6,52.1,663.9,209.5,502.0,484.8,211.7,200.7,469.0
QV,452.2,190.9,415.0,227.0,280.8,376.3,423.1,57.1,169.6,415.9,186.8,589.7,298.4,340.0,243.0,280.5,202.3,283.2,455.5,427.7,304.8,433.6,447.2,364.3,401.4,63.2,327.2,71.3,222.9,264.6,189.8,309.7,425.7,215.9,78.4,223.1,381.0,586.6,181.1,396.3,357.1,148.3,236.5,154.9,317.3,237.5,391.6,437.2,403.6,561.0,248.5,255.0,431.9,252.6,447.8,243.3,327.7,291.6,315.9,93.9,248.7,182.6,444.4,196.4,435.0,446.2,315.8,552.8,198.2,461.0,368.4,355.8,323.1,204.1,330.1,0.0,385.1,233.3,194.2,310.9,327.1,185.9,64.9,374.3,364.8,154.8,109.9,452.2,193.4,125.4,305.3,209.0,218.6,207.2,247.5,628.2,204.0,326.2,474.7,509.4,225.6,407.0,485.9,108.2,335.9,330.3,163.9,199.8,547.7,1088.3,375.4,382.3,504.7,255.6,342.8,325.6,264.0,211.2,309.8
RB,305.1,436.7,267.9,507.4,374.4,570.9,276.0,373.5,450.0,268.8,467.2,442.6,389.6,182.3,465.6,374.1,448.1,534.1,308.4,113.8,398.4,628.2,115.0,316.1,596.0,417.0,121.9,423.5,445.5,515.5,435.6,192.3,93.0,485.7,424.2,492.9,575.6,439.5,426.9,68.4,308.5,428.7,459.1,424.7,410.9,507.3,586.2,290.1,598.2,413.9,484.0,490.5,287.6,503.5,133.9,513.1,421.3,86.1,198.5,459.7,483.7,463.0,64.9,486.5,287.9,299.1,321.4,392.8,478.6,147.1,164.1,151.5,517.7,473.9,524.7,407.4,0.0,484.2,474.6,337.0,521.7,455.7,385.2,568.9,352.8,435.2,455.7,646.8,463.2,405.8,187.9,478.8,488.4,477.0,517.3,481.1,473.8,516.3,320.2,362.3,495.4,259.9,106.4,454.0,345.7,278.9,444.3,469.6,419.7,1140.1,14.1,576.9,357.6,525.4,187.9,300.5,514.9,481.0,403.4
RH,587.7,196.4,550.5,240.9,416.3,232.7,558.6,223.9,201.2,551.4,218.4,725.2,433.9,475.5,143.6,416.0,210.7,49.8,591.0,563.2,440.3,290.0,582.7,499.8,257.8,281.9,462.7,256.3,123.5,31.2,195.3,445.2,561.2,177.1,243.4,101.3,237.4,722.1,186.6,531.8,492.6,179.9,137.1,100.1,452.8,69.9,248.0,572.7,260.0,696.5,104.9,111.4,567.4,29.9,583.3,59.7,463.2,427.1,451.4,278.9,105.1,214.2,579.9,102.0,570.5,581.7,451.3,688.3,229.8,596.5,503.9,491.3,179.5,70.6,186.5,246.3,520.6,0.0,225.8,446.4,183.5,91.5,255.3,230.7,500.3,168.7,274.9,308.6,81.3,140.6,440.8,170.2,161.6,150.2,63.9,763.7,147.0,182.6,610.2,644.9,175.3,542.5,621.4,273.2,471.4,465.8,195.5,161.0,683.2,1166.8,510.9,238.7,640.2,72.0,478.3,461.1,30.6,89.4,445.3
RW,523.7,197.4,486.5,185.4,352.3,382.8,494.6,169.4,81.3,487.4,29.6,661.2,369.9,411.5,293.7,352.0,208.8,267.4,527.0,499.2,376.3,440.1,518.7,435.8,407.9,199.4,398.7,155.8,273.6,248.8,196.3,381.2,497.2,215.7,142.9,228.6,387.5,658.1,187.6,467.8,428.6,60.0,287.2,150.2,388.8,181.7,398.1,508.7,410.1,632.5,255.0,261.5,503.4,236.8,519.3,187.5,399.2,363.1,387.4,178.4,255.2,84.1,515.9,158.7,506.5,517.7,387.3,624.3,41.0,532.5,439.9,427.3,329.6,148.3,336.6,179.2,456.6,217.5,0.0,382.4,333.6,170.3,184.3,380.8,436.3,113.2,174.4,458.7,137.6,83.8,376.8,202.0,183.0,171.6,191.7,699.7,168.4,332.7,546.2,580.9,196.7,478.5,557.4,172.7,407.4,401.8,21.9,206.3,619.2,1095.8,446.9,388.8,576.2,199.8,414.3,397.1,248.2,174.8,381.3
SE,369.7,463.5,332.5,534.2,130.4,597.7,340.6,400.3,476.8,333.4,494.0,507.2,148.0,213.0,492.4,130.1,474.9,560.9,373.0,345.2,154.4,655.0,364.7,166.4,622.8,443.8,225.1,463.9,472.3,542.3,462.4,182.7,343.2,512.5,451.0,519.7,602.4,504.1,453.7,313.8,135.0,455.5,485.9,451.5,166.9,534.1,613.0,354.7,625.0,478.5,510.8,517.3,349.4,530.3,365.3,539.9,177.3,209.1,188.9,486.5,511.0,489.8,361.9,493.0,352.5,363.7,117.9,470.3,505.4,378.5,231.2,248.2,544.5,500.7,551.5,434.2,302.6,511.0,501.4,0.0,548.5,482.5,382.3,595.7,134.8,462.0,482.5,673.6,490.0,432.6,178.3,505.6,515.2,503.8,544.1,545.7,500.6,547.6,392.2,426.9,522.2,324.5,403.4,480.8,146.0,164.3,471.1,496.4,465.2,1204.7,292.9,603.7,422.2,552.2,215.8,127.7,541.7,507.8,159.4
SG,609.1,290.4,571.9,376.1,437.7,108.4,580.0,273.6,336.4,572.8,353.6,746.6,452.9,496.9,211.6,437.4,304.7,228.6,612.4,584.6,461.7,154.8,604.1,521.2,133.5,331.6,483.1,322.0,191.5,193.1,289.3,466.6,563.8,286.1,309.1,210.3,113.1,743.5,280.6,539.2,514.0,315.1,205.1,209.1,474.2,205.1,105.5,594.1,135.7,717.9,178.5,185.0,591.6,198.0,604.7,194.9,484.6,448.5,472.8,344.6,178.2,349.4,601.3,231.3,591.9,603.1,472.7,696.8,365.0,617.9,525.3,512.7,3.9,205.8,62.2,296.0,542.0,178.7,361.0,467.8,0.0,200.5,352.2,106.4,521.7,306.0,340.6,184.3,216.5,275.8,462.2,279.2,272.8,261.4,223.8,785.1,258.2,0.8,624.2,666.3,295.8,563.9,642.8,338.9,492.8,487.2,330.7,270.0,704.6,1249.9,526.3,114.4,661.6,207.2,499.7,482.5,209.4,198.4,466.7
SK,550.7,139.5,513.5,201.1,379.3,245.0,521.6,196.9,161.4,514.4,178.6,688.2,396.9,438.5,155.9,379.0,153.8,151.9,554.0,526.2,403.3,302.3,545.7,462.8,270.1,231.5,425.7,187.9,135.8,133.3,138.4,408.2,524.2,120.2,175.0,91.8,249.7,685.1,129.7,494.8,455.6,140.1,149.4,43.2,415.8,72.3,260.3,535.7,272.3,659.5,117.2,123.7,530.4,121.3,546.3,78.1,426.2,390.1,414.4,210.5,117.4,174.4,542.9,10.4,533.5,544.7,414.3,651.3,190.0,559.5,466.9,454.3,191.8,38.9,198.8,211.3,483.6,102.0,186.0,409.4,195.8,0.0,198.4,243.0,463.3,128.9,206.5,320.9,41.5,100.8,403.8,113.3,106.9,95.5,82.3,726.7,92.3,194.9,573.2,607.9,129.9,505.5,584.4,204.8,434.4,428.8,155.7,104.1,646.2,1109.9,473.9,251.0,603.2,90.4,441.3,424.1,132.7,65.4,408.3
SM,497.0,181.9,459.8,228.6,325.6,367.3,467.9,101.9,171.2,460.7,188.4,634.5,340.8,384.8,278.2,325.3,193.3,274.2,500.3,472.5,349.6,424.6,492.0,409.1,392.4,65.2,371.0,121.9,258.1,238.7,180.8,354.5,451.7,206.9,129.0,214.1,372.0,631.4,172.1,427.1,401.9,149.9,271.7,145.9,362.1,228.5,364.4,482.0,394.6,605.8,239.5,246.0,479.5,243.6,492.6,234.3,372.5,336.4,360.7,144.5,239.2,184.2,489.2,207.7,479.8,491.0,364.1,584.7,199.8,505.8,413.2,400.6,314.1,195.1,321.1,87.8,429.9,224.3,195.8,355.7,318.1,176.9,0.0,365.3,409.6,161.4,160.5,443.2,184.4,127.0,350.1,200.0,209.6,198.2,263.2,673.0,195.0,312.7,512.1,554.2,216.6,451.8,530.7,158.8,380.7,375.1,165.5,190.8,611.6,1104.3,414.2,373.3,549.5,246.6,387.6,370.4,239.7,202.2,354.6
