from_stop,AA,AB,AI,AK,AM,AP,AZ,BB,BC,BD,BK,BQ,BW,BY,CC,CR,CT,CV,CW,CY,DD,DV,DX,EB,EC,EE,EI,EM,FB,FL,FW,FY,GB,GC,GJ,GK,GM,GN,GW,GX,HA,HB,HD,HF,HP,HS,HZ,IC,IK,IO,IR,IT,IU,IW,IX,JA,JB,JC,JH,JS,JU,KB,KH,KI,KJ,KP,KV,KW,LD,LP,LQ,LY,MA,MC,MD,MG,MI,MJ,MY,NA,NG,NM,NN,NQ,NU,NW,OA,OE,OI,OP,OQ,OW,OZ,PA,PB,PD,PJ,PN,PQ,PS,PV,QC,QD,QH,QJ,QL,QT,QW,RI,RQ,RS,RV,RX,SB,SE,SF,SK,SM,SR,SS,TD,TG,TI,TS,TZ,UD,UJ,UO,UT,UY,UZ,VD,VI,VK,VM,VQ,VR,VX,WB,WD,WE,WK,XC,XG,XJ,XK,XP,XQ,XV,XZ,YB,YK,YL,YQ,YX,ZA,ZH,ZX
HB,305.6,302.1,190.6,194.3,99.0,285.2,225.3,112.4,100.3,199.4,342.6,40.8,117.0,140.3,339.8,794.7,453.4,202.6,333.6,761.8,299.0,233.1,226.9,323.5,256.4,118.3,840.6,593.8,852.2,146.2,233.4,234.4,265.6,794.7,742.1,115.3,128.3,212.4,274.8,239.6,157.0,0.0,211.5,294.7,268.8,252.9,213.8,56.1,172.3,232.4,488.0,776.6,184.3,109.0,248.4,369.6,206.9,99.3,250.7,226.9,651.9,290.8,737.5,792.8,232.6,132.0,783.7,154.8,187.1,687.5,64.6,213.7,350.9,126.5,96.7,237.4,65.5,123.0,99.8,725.9,876.1,232.3,810.4,172.9,455.5,142.8,295.5,259.6,475.7,192.6,495.0,250.9,244.8,515.9,163.2,288.5,331.8,277.5,250.5,115.9,200.6,167.8,561.3,210.4,764.5,278.8,280.6,296.9,266.4,816.0,287.4,164.0,184.1,269.0,190.8,185.7,159.6,266.0,162.9,793.1,86.5,780.8,202.6,228.6,180.0,201.2,240.5,208.8,841.8,129.7,127.0,194.2,206.7,255.1,184.5,576.5,121.0,228.1,271.9,336.0,168.7,174.1,737.0,258.9,810.9,824.2,584.0,183.2,246.1,168.1,116.0,819.6,292.2,81.5,1150.3,749.5,121.8,488.1
HD,410.1,406.6,279.1,298.8,104.6,363.2,329.8,190.4,132.4,303.9,420.6,157.3,221.5,109.4,417.8,914.7,445.0,81.7,438.1,881.8,377.0,181.6,313.7,401.5,248.0,238.9,960.6,585.4,972.2,115.3,225.0,322.9,343.6,914.7,862.1,170.5,139.0,91.5,266.4,317.6,273.1,203.5,0.0,372.7,260.4,341.4,318.3,160.6,199.3,224.0,479.6,896.6,185.8,213.5,196.9,447.6,293.7,132.2,328.7,331.4,771.9,379.3,857.5,912.8,337.1,236.5,903.7,243.3,265.1,807.5,187.1,302.2,439.9,190.2,201.2,315.4,170.0,98.5,177.8,845.9,996.1,320.8,930.4,277.4,447.1,174.9,400.0,251.2,467.3,71.7,486.6,339.4,349.3,507.5,104.1,393.0,409.8,366.0,328.5,196.7,289.1,272.3,552.9,185.5,884.5,328.9,358.6,288.5,354.9,936.0,279.6,252.5,288.6,292.2,268.8,263.7,264.1,344.0,267.4,913.1,164.5,900.8,307.1,220.2,59.1,289.7,318.5,297.3,961.8,162.0,116.9,282.7,295.2,313.5,125.4,568.1,153.1,229.6,335.8,414.0,257.2,278.6,857.0,354.5,930.9,944.2,575.6,291.5,267.0,158.0,219.3,939.6,283.8,150.2,1203.9,869.5,225.1,479.7
HF,337.0,333.5,149.7,225.7,263.1,163.7,201.6,193.0,264.4,230.8,221.1,261.5,211.2,304.4,218.3,895.3,494.2,366.7,365.0,862.4,177.5,282.7,177.1,202.0,297.2,272.4,941.2,634.6,952.8,310.3,274.2,69.3,61.4,895.3,842.7,297.1,292.4,376.5,279.9,65.0,181.3,311.9,375.6,0.0,269.0,240.8,212.1,266.5,213.1,273.2,528.8,877.2,232.2,252.7,266.4,248.1,197.1,281.1,129.2,258.3,752.5,60.8,838.1,890.7,264.0,229.7,884.3,142.0,173.0,788.1,238.4,92.1,229.4,232.0,267.8,133.9,256.9,304.8,204.2,826.5,976.7,220.2,911.0,238.2,496.3,248.4,326.9,300.4,516.5,356.7,535.8,94.7,212.6,556.7,309.8,319.9,210.3,47.5,129.0,217.6,134.1,199.2,602.1,255.2,865.1,171.7,159.1,337.7,104.6,916.6,231.0,131.9,215.5,232.1,115.4,120.5,297.3,28.6,225.2,893.7,217.4,881.4,234.0,269.4,344.1,228.2,86.5,144.7,942.4,311.5,291.1,202.1,100.4,239.4,288.5,617.3,271.6,247.3,164.8,214.5,195.7,174.0,837.6,50.5,911.5,924.8,624.8,201.6,230.4,293.2,207.9,920.2,297.3,263.3,996.4,850.1,201.8,528.9
HP,446.2,442.7,235.7,334.9,242.7,201.8,295.2,181.6,259.5,340.0,243.0,250.1,268.0,235.7,240.2,819.6,333.0,261.6,474.2,786.7,199.4,177.7,129.3,220.3,136.0,271.3,865.5,473.4,877.1,229.8,78.3,270.5,235.1,819.6,767.0,285.7,245.6,271.4,10.8,209.1,264.0,295.8,270.5,264.2,0.0,298.0,305.7,285.9,127.2,112.0,367.6,801.5,179.6,294.4,153.9,270.0,138.2,269.7,151.1,367.5,676.8,303.6,762.4,817.7,373.2,271.4,808.6,199.9,199.5,712.4,237.3,258.8,251.3,220.6,306.7,224.9,295.3,236.6,192.8,750.8,901.0,285.6,835.3,295.0,335.1,237.0,436.1,139.2,355.3,251.6,374.6,295.9,306.2,395.5,168.5,429.1,232.2,290.3,164.1,216.5,245.7,308.4,440.9,166.9,793.6,89.5,181.0,131.8,305.8,840.9,92.5,209.1,336.4,116.6,185.6,191.5,377.3,235.5,314.3,818.0,206.0,813.0,343.2,90.2,239.0,246.3,210.0,253.9,866.7,300.1,255.0,239.3,251.8,141.4,147.2,456.1,260.2,194.0,96.4,236.4,213.8,283.2,761.9,250.3,835.8,849.1,463.6,290.2,94.9,240.6,236.6,844.5,28.2,251.9,1091.9,774.4,242.4,367.7
HS,353.0,349.5,142.5,241.7,221.9,288.0,202.0,151.8,223.2,246.8,345.4,220.3,174.8,263.2,342.6,924.8,438.2,325.5,381.0,891.9,301.8,226.7,229.7,326.3,241.2,216.4,970.7,578.6,982.3,269.1,218.2,186.3,221.7,924.8,872.2,255.9,242.2,335.3,259.6,242.4,170.8,255.9,334.4,255.7,253.6,0.0,212.5,225.9,157.1,217.2,472.8,906.7,176.2,216.3,210.4,372.4,209.7,239.9,253.5,274.3,782.0,242.7,867.6,920.2,280.0,193.3,913.8,106.7,189.9,817.6,182.4,165.6,353.7,190.8,227.2,240.2,216.3,263.6,163.0,856.0,1006.2,111.8,940.5,201.8,440.3,207.2,342.9,244.4,460.5,315.5,479.8,202.8,213.0,500.7,253.8,335.9,334.6,229.4,253.3,161.6,152.5,215.2,546.1,199.2,894.6,281.6,283.4,281.7,218.3,946.1,272.8,115.9,243.2,285.4,193.6,188.5,284.1,268.8,221.1,923.2,176.2,910.9,250.0,213.4,302.9,155.4,243.3,160.7,971.9,270.3,249.9,128.1,158.6,257.9,232.5,561.3,230.4,191.3,274.7,338.8,139.7,190.0,867.1,210.8,941.0,954.3,568.8,197.0,260.2,237.2,171.5,949.7,277.0,222.1,1102.2,879.6,165.4,472.9
HZ,192.4,188.9,137.1,81.1,200.4,321.0,11.4,182.8,208.2,86.2,378.4,216.8,140.1,241.7,375.6,750.7,469.2,304.0,220.4,717.8,334.8,257.7,262.8,355.7,272.2,205.9,796.6,609.6,808.2,247.6,249.2,140.9,176.3,750.7,698.1,252.4,229.7,313.8,290.6,218.6,120.3,220.4,312.9,210.3,284.6,215.8,0.0,144.5,188.1,248.2,503.8,732.6,207.2,158.1,241.4,405.4,240.7,236.4,286.5,113.7,607.9,165.1,693.5,746.1,119.4,181.1,739.7,117.0,220.9,643.5,184.0,120.2,386.7,221.8,145.8,271.2,134.9,264.4,194.0,681.9,832.1,195.2,766.4,162.3,471.3,244.2,182.3,275.4,491.5,294.0,510.8,157.4,80.8,531.7,264.6,175.3,367.6,184.0,283.3,186.2,131.4,57.8,577.1,230.2,720.5,312.6,316.4,286.0,172.9,772.0,297.4,106.9,30.6,316.4,224.6,219.5,175.3,239.0,103.2,749.1,204.0,736.8,89.4,241.7,281.4,203.2,201.4,94.6,797.8,266.8,228.4,177.1,113.2,288.9,263.5,592.3,222.4,221.6,305.7,371.8,170.7,63.5,693.0,161.1,766.9,780.2,599.8,127.3,291.2,259.5,163.2,775.6,308.0,218.6,1024.8,705.5,157.1,503.9
IC,249.4,245.9,164.5,138.1,55.8,258.1,169.1,85.3,57.1,143.2,315.5,72.2,60.8,97.1,312.7,807.7,426.3,159.4,277.4,774.8,271.9,189.9,199.8,296.4,229.3,78.2,853.6,566.7,865.2,103.0,206.3,208.3,238.5,807.7,755.1,107.8,85.1,169.2,247.7,212.5,112.4,75.8,168.3,267.6,241.7,227.7,157.6,0.0,145.2,205.3,460.9,789.6,141.1,52.8,205.2,342.5,179.8,91.8,223.6,170.7,664.9,242.2,750.5,803.1,176.4,75.8,796.7,129.6,160.0,700.5,39.4,187.6,323.8,99.4,40.5,210.3,9.3,119.8,72.7,738.9,889.1,207.1,823.4,116.7,428.4,99.6,239.3,232.5,448.6,149.4,467.9,224.8,188.6,488.8,120.0,232.3,304.7,251.4,223.4,90.7,174.5,111.6,534.2,167.2,777.5,251.7,253.5,269.8,240.3,829.0,260.3,137.9,127.9,241.9,163.7,158.6,103.4,238.9,106.7,806.1,59.4,793.8,146.4,201.5,136.8,176.0,213.4,149.0,854.8,122.2,83.8,169.0,180.6,228.0,141.3,549.4,77.8,184.9,244.8,308.9,143.5,117.9,750.0,232.8,823.9,837.2,556.9,130.8,219.0,124.9,90.8,832.6,265.1,74.0,1101.9,762.5,96.6,461.0
IK,318.9,315.4,108.4,207.6,124.4,215.6,167.9,54.3,125.7,212.7,256.8,122.8,140.7,165.7,254.0,767.6,281.0,189.7,346.9,734.7,213.2,91.2,107.9,237.7,84.0,144.0,813.5,421.4,825.1,171.6,61.0,152.2,187.6,767.6,715.0,158.4,118.3,199.5,102.4,164.9,136.7,168.5,198.6,220.0,96.4,170.7,178.4,158.6,0.0,60.0,315.6,749.5,52.3,167.1,53.2,283.8,87.9,142.4,164.9,240.2,624.8,208.6,710.4,763.0,245.9,144.1,756.6,72.6,112.4,660.4,110.0,131.5,275.9,93.3,179.4,162.7,168.0,166.1,65.5,698.8,849.0,150.1,783.3,167.7,283.1,109.7,308.8,87.2,303.3,179.7,322.6,168.7,178.9,343.5,96.6,301.8,246.0,195.3,180.9,89.2,118.4,181.1,388.9,39.6,737.4,164.9,194.8,124.5,184.2,788.9,115.6,81.8,209.1,128.2,116.1,111.0,250.0,191.3,187.0,766.0,78.7,753.7,215.9,56.2,167.1,119.0,165.8,126.6,814.7,172.8,152.4,112.0,124.5,149.5,75.3,404.1,132.9,67.4,152.9,250.2,86.5,155.9,709.9,176.7,783.8,797.1,411.6,162.9,103.0,113.3,109.3,792.5,119.8,124.6,1039.9,722.4,115.1,315.7
IO,390.3,386.8,179.8,279.0,186.8,268.0,239.3,125.7,197.1,284.1,298.2,194.2,212.1,179.8,320.5,747.3,260.7,205.7,418.3,714.4,284.6,121.8,179.3,294.7,23.9,215.4,793.2,401.1,804.8,173.9,77.1,223.6,259.0,747.3,694.7,229.8,189.7,215.5,118.5,236.3,208.1,239.9,214.6,291.4,112.5,242.1,249.8,230.0,71.3,0.0,295.3,729.2,123.7,238.5,98.0,298.0,159.3,213.8,236.3,311.6,604.5,280.0,690.1,745.4,317.3,215.5,736.3,144.0,183.8,640.1,181.4,202.9,255.6,164.7,250.8,234.1,239.4,180.7,136.9,678.5,828.7,221.5,763.0,239.1,262.8,181.1,380.2,66.9,283.0,195.7,302.3,240.1,250.3,323.2,112.6,373.2,286.4,266.7,252.3,160.6,189.8,252.5,368.6,111.0,717.1,181.0,266.2,120.6,255.6,768.6,131.7,153.2,280.5,144.3,187.5,182.4,321.4,262.7,258.4,745.7,150.1,733.4,287.3,52.3,183.1,190.4,237.2,198.0,794.4,244.2,199.1,183.4,195.9,165.6,91.3,383.8,204.3,138.8,187.9,270.5,157.9,227.3,689.6,248.1,763.5,776.8,391.3,234.3,119.1,184.7,180.7,772.2,135.9,196.0,1019.6,702.1,186.5,295.4
IR,546.3,542.8,335.8,435.0,342.8,329.8,395.3,281.7,353.1,440.1,360.0,350.2,368.1,335.8,382.3,774.8,24.5,361.7,574.3,741.9,431.3,277.8,335.3,356.5,239.7,371.4,820.7,196.3,832.3,329.9,233.1,379.6,415.0,774.8,722.2,385.8,345.7,371.5,274.5,392.3,364.1,395.9,370.6,447.4,268.5,398.1,405.8,386.0,227.3,215.7,0.0,756.7,279.7,394.5,254.0,359.8,315.3,369.8,391.7,467.6,632.0,436.0,717.6,770.2,473.3,371.5,763.8,300.0,339.8,667.6,337.4,358.9,317.4,320.7,406.8,371.0,395.4,336.7,292.9,706.0,856.2,377.5,790.5,395.1,173.8,337.1,536.2,197.2,77.3,351.7,56.2,396.1,406.3,35.4,268.6,529.2,348.2,422.7,366.6,316.6,345.8,408.5,163.8,267.0,744.6,337.0,412.9,257.7,411.6,796.1,287.7,309.2,436.5,300.3,343.5,338.4,477.4,418.7,414.4,773.2,306.1,760.9,443.3,208.3,339.1,346.4,393.2,354.0,821.9,400.2,355.1,339.4,351.9,321.6,247.3,179.0,360.3,294.8,343.9,332.3,313.9,383.3,717.1,404.1,791.0,804.3,129.0,390.3,275.1,340.7,336.7,799.7,291.9,352.0,1081.4,729.6,342.5,152.3
IT,723.4,634.8,879.6,625.0,781.3,873.6,705.3,825.5,789.1,619.9,903.8,721.2,753.3,879.6,926.1,325.9,715.5,905.5,751.4,293.0,975.1,821.6,881.2,900.3,783.5,819.1,371.8,816.0,281.7,873.7,776.9,794.8,830.2,325.9,273.3,795.7,810.6,915.3,818.3,868.7,733.5,743.4,914.4,855.1,812.3,869.7,693.8,781.0,771.1,759.5,750.1,0.0,823.5,771.3,797.8,903.6,859.1,779.7,935.5,646.5,341.5,801.0,268.7,321.3,652.2,794.3,49.3,843.8,883.6,218.7,807.5,774.1,861.2,864.5,759.0,914.8,748.1,803.4,780.2,257.1,407.3,857.3,341.6,775.5,717.6,880.9,713.3,741.0,737.8,895.5,757.1,811.3,724.8,778.0,812.4,706.3,892.0,816.2,913.4,799.4,785.3,648.3,783.5,810.8,299.9,880.8,956.7,789.9,803.1,347.2,825.1,760.8,664.1,844.1,888.1,882.2,788.5,883.8,716.4,324.3,766.9,312.0,662.0,752.1,882.9,890.2,855.3,707.8,373.0,810.1,809.3,883.2,767.1,865.4,791.1,798.7,803.3,837.9,887.7,876.1,857.7,676.7,268.2,819.3,342.1,355.4,782.3,740.5,818.9,884.5,776.4,350.8,835.7,761.9,1299.2,179.0,770.3,710.3
IU,329.0,325.5,118.5,217.7,105.2,220.6,178.0,64.4,133.0,222.8,278.0,132.9,150.8,131.6,275.2,831.0,344.4,184.7,357.0,798.1,234.4,64.4,153.7,258.9,147.4,154.1,876.9,484.8,888.5,137.5,124.4,162.3,197.7,831.0,778.4,168.5,65.9,194.5,165.8,175.0,146.8,178.6,193.6,230.1,159.8,180.8,188.5,161.2,63.3,123.4,379.0,812.9,0.0,177.2,86.7,305.0,133.7,152.5,186.1,250.3,688.2,218.7,773.8,826.4,256.0,154.2,820.0,82.7,122.5,723.8,120.1,141.6,286.3,103.4,189.5,172.8,170.6,154.3,75.6,762.2,912.4,160.2,846.7,177.8,346.5,119.8,318.9,150.6,366.7,174.7,386.0,178.8,189.0,406.9,91.6,311.9,267.2,205.4,185.9,99.3,128.5,191.2,452.3,48.7,800.8,205.6,216.0,187.9,194.3,852.3,179.0,91.9,219.2,191.6,126.2,121.1,260.1,201.4,197.1,829.4,88.8,817.1,226.0,119.6,162.1,129.1,175.9,136.7,878.1,182.9,102.0,122.1,134.6,181.9,65.4,467.5,143.0,43.7,198.7,271.4,96.6,166.0,773.3,186.8,847.2,860.5,475.0,173.0,166.4,60.9,119.4,855.9,183.2,134.7,1078.2,785.8,125.2,379.1
IW,273.2,269.7,146.3,161.9,98.9,290.9,205.8,118.1,100.2,167.0,348.3,115.3,84.6,140.2,345.5,831.5,459.1,202.5,301.2,798.6,304.7,233.0,232.6,329.2,262.1,104.4,877.4,599.5,889.0,146.1,239.1,190.1,225.5,831.5,778.9,150.9,128.2,212.3,280.5,245.3,76.2,118.9,211.4,259.5,274.5,228.2,181.4,43.0,178.0,238.1,493.7,813.4,184.2,0.0,248.3,375.3,212.6,134.9,256.4,194.5,688.7,220.8,774.3,826.9,200.2,23.0,820.5,129.4,192.8,724.3,82.5,169.4,356.6,142.5,12.2,243.1,33.4,162.9,115.8,762.7,912.9,207.6,847.2,125.2,461.2,142.7,263.1,265.3,481.4,192.5,500.7,206.6,216.8,521.6,163.1,256.1,337.5,233.2,256.2,91.5,156.3,135.4,567.0,210.3,801.3,284.5,286.3,302.6,222.1,852.8,293.1,119.7,151.7,274.7,196.5,191.4,127.2,271.7,126.5,829.9,102.5,817.6,170.2,234.3,179.9,194.8,246.2,127.6,878.6,165.3,126.9,187.8,162.4,260.8,184.4,582.2,120.9,228.0,277.6,341.7,162.3,126.0,773.8,214.6,847.7,861.0,589.7,102.4,251.8,168.0,68.2,856.4,297.9,117.1,1080.5,786.3,62.1,493.8
IX,361.5,358.0,151.0,250.2,161.9,258.2,210.5,96.9,168.3,255.3,299.4,165.4,183.3,162.5,296.6,803.6,317.0,188.4,389.5,770.7,255.8,16.2,150.5,280.3,120.0,186.6,849.5,457.4,861.1,156.6,97.0,194.8,230.2,803.6,751.0,201.0,122.6,198.2,138.4,207.5,179.3,211.1,197.3,262.6,132.4,213.3,221.0,201.2,42.5,96.0,351.6,785.5,94.9,209.7,0.0,326.4,130.5,185.0,207.5,282.8,660.8,251.2,746.4,801.7,288.5,186.7,792.6,115.2,155.0,696.4,152.6,174.1,307.7,135.9,222.0,205.3,210.6,163.4,108.1,734.8,885.0,192.7,819.3,210.3,319.1,152.3,351.4,123.2,339.3,178.4,358.6,211.3,221.5,379.5,95.3,344.4,288.6,237.9,223.5,131.8,161.0,223.7,424.9,82.2,773.4,200.9,237.4,160.5,226.8,824.9,151.6,124.4,251.7,164.2,158.7,153.6,292.6,233.9,229.6,802.0,121.3,789.7,258.5,92.2,165.8,161.6,208.4,169.2,850.7,215.4,158.7,154.6,167.1,178.7,69.1,440.1,175.5,110.0,195.5,292.8,129.1,198.5,745.9,219.3,819.8,833.1,447.6,205.5,139.0,117.6,151.9,828.5,155.8,167.2,1075.9,758.4,157.7,351.7
JA,527.9,524.4,340.7,416.6,323.9,125.6,385.4,253.8,325.2,421.7,44.2,322.3,358.2,365.2,96.8,914.6,428.0,427.5,555.9,881.7,123.8,352.2,168.8,80.5,353.6,361.5,960.5,568.4,972.1,371.1,270.8,260.3,224.9,914.6,862.0,357.9,353.2,437.3,271.6,198.9,352.6,368.0,436.4,254.0,260.7,388.2,395.9,343.6,269.5,329.6,462.6,896.5,296.2,369.4,322.8,0.0,188.8,341.9,121.8,449.2,771.8,293.4,857.4,912.7,454.9,346.4,903.6,290.1,221.9,807.4,327.5,283.1,45.3,292.8,381.7,166.8,353.0,365.6,265.0,845.8,996.0,367.6,930.3,385.2,430.1,309.2,517.8,356.8,450.3,417.5,469.6,285.7,396.4,490.5,372.4,510.8,88.8,280.1,156.9,289.0,325.1,390.1,535.9,293.6,884.4,163.4,105.4,383.4,295.6,935.9,222.7,299.3,406.4,223.8,176.2,181.3,447.1,225.3,416.1,913.0,278.2,900.7,424.9,315.1,404.9,336.5,199.8,335.6,961.7,372.3,351.9,329.5,291.4,231.1,346.2,551.1,332.4,311.3,156.5,30.4,304.0,364.9,856.9,235.8,930.8,944.1,558.6,392.5,222.1,368.1,311.6,939.5,289.0,324.1,956.0,869.4,317.4,462.7
JB,378.7,375.2,168.2,267.4,166.2,127.6,227.7,96.1,167.5,272.5,168.8,164.6,200.5,207.5,166.0,848.3,361.7,269.8,406.7,815.4,125.2,163.3,19.9,149.7,164.7,203.8,894.2,502.1,905.8,213.4,81.9,196.3,160.9,848.3,795.7,200.2,184.2,279.6,110.3,134.9,194.9,210.3,278.7,190.0,104.3,230.5,238.2,185.9,80.6,140.7,396.3,830.2,135.4,211.7,133.9,195.8,0.0,184.2,76.9,300.0,705.5,229.4,791.1,843.7,305.7,188.7,837.3,132.4,61.2,741.1,169.8,219.1,177.1,135.1,224.0,150.7,195.3,207.9,107.3,779.5,929.7,209.9,864.0,227.5,363.8,151.5,368.6,167.9,384.0,259.8,403.3,221.7,238.7,424.2,183.5,361.6,158.0,216.1,92.9,131.3,178.2,240.9,469.6,104.7,818.1,71.8,106.8,194.5,231.6,869.6,74.5,141.6,268.9,56.1,112.2,117.3,289.4,161.3,245.2,846.7,120.5,834.4,275.7,126.2,247.2,178.8,135.8,186.4,895.4,214.6,194.2,171.8,184.3,42.2,157.3,484.8,174.7,150.5,64.9,162.2,146.3,215.7,790.6,171.8,864.5,877.8,492.3,221.1,33.2,179.2,153.9,873.2,127.7,166.4,1053.4,803.1,159.7,396.4
JC,342.0,338.5,193.0,230.7,77.6,277.1,252.5,104.3,105.4,235.8,334.5,51.6,153.4,82.4,331.7,809.0,432.6,131.1,370.0,776.1,290.9,162.2,220.9,311.8,235.6,170.8,854.9,573.0,866.5,88.3,212.6,236.8,257.5,809.0,756.4,38.2,112.0,140.9,254.0,231.5,174.2,97.3,140.0,286.6,248.0,255.3,263.0,92.5,186.9,211.6,467.2,790.9,168.0,145.4,184.5,361.5,198.8,0.0,242.6,263.3,666.2,293.2,751.8,804.4,269.0,168.0,798.0,157.2,179.0,701.8,119.0,216.1,342.8,118.4,133.1,229.3,101.9,23.6,91.7,740.2,890.4,234.7,824.7,209.3,434.7,147.9,331.9,238.8,454.9,121.1,474.2,253.3,263.5,495.1,91.7,324.9,323.7,279.9,239.4,110.9,203.0,204.2,540.5,173.1,778.8,270.7,272.5,249.4,268.8,830.3,260.8,166.4,220.5,260.9,182.7,177.6,196.0,257.9,199.3,807.4,78.4,802.4,239.0,205.1,108.5,200.0,232.4,211.2,856.1,52.6,89.9,196.6,209.1,247.0,113.0,555.7,126.1,211.8,263.8,327.9,171.1,224.0,751.3,257.0,825.2,838.5,563.2,200.4,238.0,131.0,133.2,833.9,271.4,17.9,1152.7,763.8,139.0,467.3
JH,414.5,411.0,218.8,303.2,202.0,69.7,263.5,131.9,203.3,308.3,91.8,200.4,236.3,243.3,89.0,915.3,428.7,305.6,442.5,882.4,48.2,230.3,46.9,72.7,231.7,239.6,961.2,569.1,972.8,249.2,148.9,138.4,103.0,915.3,862.7,236.0,231.3,315.4,149.7,77.0,230.7,246.1,314.5,132.1,138.8,266.3,274.0,221.7,147.6,207.7,463.3,897.2,174.3,247.5,200.9,118.8,66.9,220.0,0.0,335.8,772.5,171.5,858.1,913.4,341.5,224.5,904.3,168.2,100.0,808.1,205.6,161.2,100.1,170.9,259.8,92.8,231.1,243.7,143.1,846.5,996.7,245.7,931.0,263.3,430.8,187.3,404.4,234.9,451.0,295.6,470.3,163.8,274.5,491.2,250.5,397.4,81.0,158.2,35.0,167.1,203.2,276.7,536.6,171.7,885.1,41.5,29.8,261.5,173.7,936.6,100.8,177.4,304.7,101.9,54.3,59.4,325.2,103.4,281.0,913.7,156.3,901.4,311.5,193.2,283.0,214.6,77.9,222.2,962.4,250.4,230.0,207.6,169.5,109.2,224.3,551.8,210.5,189.4,34.6,85.2,182.1,251.5,857.6,113.9,931.5,944.8,559.3,256.9,100.2,246.2,189.7,940.2,167.1,202.2,995.5,870.1,195.5,463.4
JS,140.9,119.2,208.5,42.5,231.1,384.9,122.8,243.8,232.4,37.4,442.3,247.5,170.8,272.4,439.5,681.0,540.6,334.7,168.9,648.1,398.7,336.6,332.1,423.2,343.6,236.6,726.9,681.0,738.5,278.3,320.6,212.3,247.7,681.0,628.4,283.1,260.4,344.5,362.0,286.2,151.0,251.1,343.6,272.6,356.0,287.2,111.3,175.2,259.5,319.6,575.2,662.9,278.6,188.8,312.8,469.3,312.1,267.1,350.4,0.0,538.2,218.5,623.8,676.4,5.6,211.8,670.0,188.4,292.3,573.8,214.7,191.6,427.5,273.9,176.5,342.6,165.6,295.1,248.0,612.2,762.4,266.6,696.7,193.0,542.7,274.9,130.8,346.8,562.9,324.7,582.2,228.8,142.3,603.1,295.3,123.8,431.5,233.7,350.2,217.2,198.5,69.0,648.5,301.6,650.8,392.9,380.3,384.1,220.6,702.3,375.2,178.3,81.6,387.8,296.0,290.9,206.0,301.3,133.9,679.4,234.7,667.1,79.5,315.8,312.1,274.6,272.8,125.3,728.1,297.5,259.1,248.5,184.6,360.3,316.6,663.7,253.1,293.7,386.0,435.7,242.1,94.2,623.3,236.8,697.2,710.5,671.2,158.0,362.6,300.2,193.9,705.9,379.4,249.3,1078.2,635.8,187.8,575.3
JU,625.8,537.2,782.0,527.4,683.7,776.0,607.7,727.9,685.0,522.3,806.2,623.6,655.7,782.0,828.5,228.3,617.9,807.9,653.8,195.4,877.5,724.0,781.5,802.7,685.9,721.5,274.2,718.4,200.2,776.1,679.3,697.2,732.6,228.3,175.7,698.1,713.0,817.7,720.7,771.1,635.9,645.8,816.8,757.5,714.7,772.1,596.2,683.4,673.5,661.9,652.5,124.6,725.9,673.7,700.2,806.0,761.5,682.1,837.9,548.9,0.0,703.4,171.1,226.4,554.6,696.7,131.7,746.2,786.0,121.1,709.9,676.5,763.6,766.9,661.4,817.2,650.5,705.8,682.6,159.5,309.7,751.5,244.0,677.9,620.0,783.3,615.7,643.4,640.2,797.9,659.5,713.7,627.2,680.4,714.8,608.7,794.4,718.6,812.8,701.5,683.4,553.9,685.9,713.2,198.1,783.2,859.1,703.9,705.5,249.6,733.9,663.2,566.5,746.5,789.7,784.6,690.9,786.2,618.8,226.7,669.3,214.4,564.4,654.5,785.3,792.6,757.7,610.2,275.4,712.5,711.7,785.6,669.5,767.8,693.5,701.1,705.7,741.0,790.1,778.5,760.1,579.1,170.6,721.7,244.5,257.8,684.7,642.9,721.3,786.9,678.8,253.2,738.1,664.3,1201.6,97.5,672.7,612.7
KB,276.1,272.6,149.9,164.8,261.5,206.3,143.1,181.3,262.8,169.9,263.7,249.8,184.6,302.8,260.9,834.4,467.7,365.1,304.1,801.5,220.1,256.2,219.7,244.6,270.7,259.4,880.3,608.1,891.9,308.7,247.7,69.5,61.6,834.4,781.8,285.4,271.7,374.9,289.1,103.9,120.4,281.5,374.0,54.0,283.1,214.3,153.6,205.6,186.6,246.7,502.3,816.3,205.7,208.1,239.9,290.7,239.7,269.4,171.8,197.4,691.6,0.0,777.2,832.5,203.1,185.1,823.4,115.5,215.6,727.2,225.4,92.3,272.0,220.3,206.9,176.5,196.0,293.1,192.5,765.6,915.8,193.7,850.1,211.6,469.8,236.7,266.0,273.9,490.0,355.1,509.3,94.9,154.1,530.2,283.3,259.0,252.9,15.1,171.6,186.6,134.3,138.3,575.6,228.7,804.2,214.3,201.7,311.2,104.8,855.7,273.6,105.4,154.6,274.7,158.0,163.1,236.4,82.7,164.3,832.8,205.7,820.5,173.1,242.9,342.5,201.7,86.7,83.8,881.5,299.8,289.5,175.6,100.6,282.0,262.0,590.8,259.9,220.8,207.4,257.1,169.2,113.1,776.7,50.7,850.6,863.9,598.3,140.7,273.0,266.7,163.3,859.3,306.5,251.6,968.2,789.2,157.2,502.4
