from_stop,AJ,AN,BF,BN,BO,CC,CK,CL,CU,CW,DB,DC,DL,DM,DZ,EL,EU,FB,FE,FF,FH,FR,FS,FV,GK,GN,GS,GX,HB,HC,HF,HJ,HO,IE,IF,IT,JZ,KB,KC,KE,KF,KG,KN,KU,LN,LO,LP,LU,LV,MD,ML,MT,NS,NT,NW,OV,PB,PH,PI,PJ,PK,PV,QL,QQ,QU,QY,RO,RQ,RR,TE,TJ,TK,UC,UD,UF,UH,UK,UU,UX,VC,WC,WE,WJ,WK,WV,XF,XI,XK,XN,XO,XU,XV,YJ,YN,YO,YR,YT,YY,ZD,ZQ
RO,277.1,268.6,161.5,97.1,109.2,216.7,583.9,564.4,288.7,120.7,190.5,283.6,38.8,195.1,189.5,273.0,579.5,311.4,221.3,224.3,111.6,133.0,147.4,479.2,253.5,23.6,217.8,56.5,57.0,113.2,224.7,252.2,155.6,221.8,96.5,227.3,197.6,491.2,547.7,250.6,279.4,174.6,94.4,277.9,156.1,77.0,296.2,248.4,74.8,311.4,249.3,109.6,526.7,90.7,302.1,83.3,285.0,284.7,207.7,246.3,1319.3,253.7,240.7,99.3,240.6,102.0,0.0,269.2,102.0,505.8,32.8,207.3,157.3,266.8,75.0,247.4,193.2,147.0,196.4,113.7,105.6,190.5,180.1,202.5,269.3,253.7,35.9,46.3,219.2,230.5,103.3,188.7,250.2,245.5,153.9,133.3,6.4,85.1,204.0,96.1
RQ,71.6,76.5,174.2,227.2,221.3,184.7,458.7,439.2,96.6,292.8,202.8,75.2,303.8,175.3,361.6,69.6,454.3,94.7,64.1,102.9,283.7,250.9,241.1,354.0,90.8,300.9,185.7,244.1,308.5,166.1,114.4,120.7,324.1,93.9,208.6,168.7,74.3,366.0,422.5,93.1,62.4,187.3,178.6,94.2,200.4,259.5,126.2,179.2,221.6,136.4,192.2,314.6,401.5,262.8,45.3,347.8,58.0,68.1,48.6,220.3,1350.6,55.4,131.5,366.2,55.4,272.0,277.2,0.0,240.0,380.6,255.2,167.7,329.4,141.4,299.2,155.7,103.9,209.5,172.8,285.8,263.6,164.1,191.1,93.5,87.1,55.4,252.0,256.1,129.0,198.4,196.7,209.1,33.6,8.5,326.0,352.9,283.7,304.3,156.0,376.3
RR,235.0,226.5,137.7,12.7,28.4,174.6,607.4,587.9,246.6,140.6,192.4,259.8,124.0,218.6,209.4,249.2,603.0,282.9,179.2,182.2,131.5,98.7,123.6,502.7,229.7,119.7,241.3,37.7,108.7,71.1,182.6,228.4,175.5,193.0,54.4,185.2,155.5,514.7,571.2,208.5,250.6,148.4,52.3,254.1,132.3,35.2,272.4,224.6,51.0,282.9,272.8,161.3,550.7,110.6,260.0,131.6,242.9,242.6,165.6,219.0,1399.8,211.6,264.2,151.0,198.5,120.8,96.0,227.1,0.0,529.3,83.1,183.5,177.2,238.0,97.3,245.2,151.1,123.2,172.6,133.6,125.5,166.7,212.5,160.4,227.2,211.6,86.2,49.7,190.4,254.0,79.5,164.9,208.1,203.4,173.8,185.0,102.5,136.8,161.9,147.8
TE,379.9,440.4,408.2,486.9,502.6,548.6,48.5,58.5,460.5,553.0,332.7,284.7,433.7,305.2,621.8,293.2,104.4,316.7,428.0,448.6,543.9,539.7,400.2,85.6,324.3,501.7,315.6,470.2,478.1,459.2,399.2,315.6,584.3,366.4,528.6,499.3,438.2,92.1,41.8,434.5,301.6,421.3,471.7,293.7,400.3,438.4,353.6,351.7,461.0,316.7,322.1,444.5,51.5,522.3,409.2,477.7,424.9,432.0,412.5,577.3,1036.0,399.4,261.4,496.1,365.4,502.8,478.0,363.8,474.1,0.0,465.1,346.2,589.6,392.5,425.4,287.6,399.7,409.4,331.7,546.0,523.8,369.5,321.0,409.0,387.5,400.6,467.6,460.0,375.4,328.3,436.1,371.1,397.5,372.4,586.2,482.8,484.5,434.2,519.9,556.6
TJ,244.2,235.7,174.7,64.2,76.3,183.8,580.1,560.6,255.8,87.8,244.5,272.6,32.8,191.3,156.6,267.0,575.7,292.1,188.4,191.4,78.7,74.5,143.6,475.4,250.0,45.6,198.7,52.7,53.2,74.4,191.8,248.7,122.7,202.2,63.6,194.4,164.7,487.4,543.9,216.3,259.8,157.6,61.5,274.4,196.4,112.3,292.7,244.9,72.9,292.1,243.7,105.8,522.9,57.8,240.1,79.5,249.1,251.8,174.8,213.4,1315.5,220.8,236.9,95.5,207.7,37.6,21.9,236.3,77.0,502.0,0.0,203.8,124.4,247.2,67.5,265.5,160.3,143.2,192.9,80.8,69.2,184.2,176.3,169.6,236.4,220.8,2.4,42.5,200.8,226.7,99.5,228.2,217.3,212.6,121.0,129.5,28.4,81.3,171.1,92.3
TK,156.7,170.0,77.5,180.7,196.4,205.4,452.3,432.8,190.1,255.8,76.8,100.6,175.9,86.0,324.6,113.9,447.9,131.7,122.7,118.5,246.7,213.9,93.5,347.6,94.4,229.4,96.4,147.4,218.4,123.2,96.7,44.8,290.7,81.5,171.6,169.2,107.9,359.6,416.1,140.3,115.7,90.6,141.6,70.5,72.9,162.9,107.0,56.5,126.9,131.7,121.3,188.6,395.1,225.8,203.5,221.8,186.4,186.1,109.1,247.2,1344.2,130.1,125.1,240.2,117.0,230.5,205.7,177.6,167.9,374.2,192.8,0.0,292.4,108.3,173.2,61.6,69.6,82.0,25.2,248.8,240.7,39.4,65.1,78.9,129.3,130.1,195.9,159.4,78.9,109.1,100.0,61.5,151.6,146.9,289.0,226.9,212.2,181.2,189.6,300.7
UC,249.3,128.6,199.4,188.8,182.9,146.3,632.8,613.3,148.7,254.4,249.6,278.8,251.9,244.0,159.0,272.1,628.4,297.2,152.3,98.2,245.3,212.5,266.3,528.1,255.1,262.5,266.7,239.4,270.1,121.8,196.9,253.8,182.3,207.3,170.2,94.9,117.5,540.1,596.6,181.6,264.9,212.5,140.2,279.5,225.6,236.9,297.8,250.0,230.0,297.2,298.2,322.7,576.1,224.4,162.1,296.4,168.4,146.8,138.7,88.9,1477.5,209.6,289.6,312.4,212.8,233.6,238.8,200.2,201.6,554.7,216.8,208.9,0.0,252.3,299.0,270.6,165.4,234.7,198.0,247.4,239.3,192.1,237.9,174.7,241.5,209.6,213.6,251.4,204.7,279.4,203.1,234.3,146.5,176.5,181.5,346.4,245.3,298.2,71.6,337.3
UD,108.7,207.0,130.6,233.8,221.3,242.4,472.1,482.1,227.1,292.8,168.5,120.7,269.5,141.0,361.6,108.6,497.2,144.9,153.8,155.5,283.7,250.9,186.1,396.9,89.1,282.5,130.4,200.5,271.5,166.1,52.2,107.5,324.1,55.0,208.6,216.5,144.9,408.9,465.4,124.8,112.6,143.7,178.6,133.2,145.4,216.0,113.8,82.7,178.0,144.9,174.5,280.3,444.9,262.8,168.7,313.5,184.4,191.5,146.1,284.2,1393.5,101.9,158.9,331.9,101.2,272.0,258.8,149.4,221.0,423.5,245.9,104.0,329.4,0.0,264.9,106.3,94.8,154.5,117.8,285.8,263.6,109.1,156.8,84.4,90.0,101.9,248.4,212.5,28.4,164.1,153.1,154.1,157.0,135.9,326.0,318.6,265.3,272.9,226.6,310.6
UF,305.5,295.7,170.0,123.3,136.3,243.8,523.3,533.3,315.8,147.8,224.7,291.0,24.9,164.0,216.6,281.5,548.4,319.9,244.8,251.4,138.7,134.5,155.9,448.1,262.0,96.5,171.4,65.0,72.9,130.8,241.9,260.7,179.1,230.3,123.6,243.8,224.7,460.1,516.6,276.3,287.9,183.1,121.5,286.4,161.0,74.8,304.7,256.9,85.2,211.5,216.4,78.5,496.1,117.1,300.1,34.2,309.1,311.8,235.2,273.4,1288.2,278.9,209.6,68.2,265.8,97.6,72.8,296.3,110.5,474.7,56.3,215.8,184.4,275.3,0.0,273.9,218.4,155.5,204.9,137.2,129.2,196.2,145.4,227.7,278.1,275.3,62.4,54.8,254.8,199.4,108.2,197.2,277.3,272.6,181.0,103.1,75.7,51.1,231.1,108.4
UH,117.4,208.6,158.7,237.4,253.1,281.1,394.6,375.1,228.7,303.5,83.2,80.8,184.2,55.7,372.3,87.2,390.2,113.7,196.2,194.2,294.4,289.6,150.7,289.9,67.7,252.2,66.1,220.7,228.6,204.8,128.6,26.8,338.4,99.0,247.3,244.9,183.6,301.9,358.4,176.4,97.7,171.8,217.3,52.5,150.8,188.9,71.0,81.1,211.5,113.7,72.6,195.0,337.9,272.8,177.4,228.2,193.1,200.2,180.7,322.9,1286.5,110.6,51.4,246.6,115.5,253.3,228.5,158.1,224.6,316.5,215.6,75.6,340.1,103.7,179.6,0.0,145.3,159.9,82.2,296.5,288.4,112.3,71.5,144.3,98.7,110.6,218.1,210.5,104.8,78.8,186.6,121.6,165.7,144.6,336.7,233.3,235.0,184.7,265.3,306.5
UK,83.8,130.1,83.7,150.3,144.4,165.5,500.0,480.5,150.2,215.9,133.9,117.6,233.0,128.3,284.7,110.9,495.6,136.0,82.8,78.6,206.8,174.0,150.6,395.3,118.3,224.0,151.0,153.6,224.6,83.3,31.4,146.0,250.8,77.9,131.7,129.3,68.0,407.3,463.8,70.6,103.7,96.8,101.7,135.5,109.9,169.1,138.4,111.1,133.1,136.0,182.5,245.7,442.8,185.9,121.4,265.5,119.6,126.7,69.2,207.3,1391.9,60.4,172.8,297.3,47.3,195.1,200.3,107.9,174.1,421.9,199.0,93.2,252.5,104.9,230.3,144.8,0.0,119.0,82.3,208.9,200.8,76.4,122.2,9.2,76.0,60.4,202.1,165.6,57.3,163.7,106.2,118.6,92.2,91.5,249.1,284.0,206.8,238.3,149.7,263.7
UU,206.4,219.7,78.2,126.5,142.2,215.5,502.9,483.4,239.8,226.5,83.1,174.2,167.8,114.1,295.3,163.6,498.5,202.0,172.4,168.2,217.4,212.5,33.0,398.2,144.1,175.2,136.8,93.2,164.2,133.3,146.4,130.8,261.4,131.2,168.2,226.1,157.6,410.2,466.7,190.0,188.8,91.3,166.1,156.5,9.0,108.7,186.8,139.0,72.7,202.0,168.3,180.5,445.7,196.5,253.2,205.1,236.1,235.8,158.8,259.9,1372.2,179.8,159.7,232.1,166.7,176.3,151.5,227.3,113.7,424.8,138.6,85.9,263.1,162.6,165.1,147.6,119.3,0.0,75.0,219.5,211.4,45.4,99.1,128.6,179.0,179.8,141.7,105.2,128.6,149.5,45.8,59.1,201.3,196.6,259.7,218.8,158.0,173.1,202.8,203.3
UX,155.0,168.3,75.8,179.0,194.7,203.7,434.7,415.2,188.4,254.1,51.5,122.8,150.6,45.9,322.9,112.2,430.3,146.2,121.0,116.8,245.0,212.2,82.2,330.0,92.7,220.5,68.6,145.7,196.9,121.5,95.0,59.3,289.0,79.8,169.9,167.5,106.2,342.0,398.5,138.6,137.4,88.9,139.9,85.0,71.2,157.2,121.5,71.0,125.2,146.2,100.1,163.3,377.5,224.1,201.8,196.5,184.7,184.4,107.4,245.5,1326.6,128.4,91.5,214.9,115.3,221.6,196.8,175.9,166.2,356.6,183.9,14.4,290.7,111.2,147.9,76.1,67.9,80.3,0.0,247.1,239.0,37.7,39.8,77.2,127.6,128.4,187.0,157.7,77.2,81.3,98.3,50.2,149.9,145.2,287.3,201.6,203.3,155.9,187.9,274.8
VC,321.9,201.2,272.0,144.1,156.2,218.9,705.4,685.9,221.3,90.0,322.2,352.9,138.8,316.6,75.7,344.7,701.0,369.8,224.9,170.8,80.9,119.6,338.9,600.7,327.7,151.6,324.0,158.7,159.2,200.3,269.5,326.4,38.2,279.9,143.5,167.5,190.1,612.7,669.2,252.8,337.5,285.1,212.8,352.1,298.2,179.2,370.4,322.6,177.0,369.8,369.0,211.8,648.2,33.9,234.7,185.5,238.0,219.4,211.3,161.5,1420.7,282.2,362.2,201.5,285.4,122.7,127.9,272.8,156.9,627.3,105.9,281.5,72.5,324.9,173.5,343.2,238.0,307.3,270.6,0.0,69.8,261.9,310.5,247.3,314.1,282.2,102.7,148.5,304.4,352.0,275.7,299.9,219.1,249.1,81.6,235.5,134.4,184.4,144.2,198.3
WC,355.5,234.8,305.6,134.6,134.4,252.5,738.0,719.5,257.4,69.5,355.8,386.5,128.3,350.2,138.3,378.3,734.6,403.4,257.5,204.4,60.4,107.2,240.1,634.3,361.3,129.8,371.9,136.9,149.7,221.6,290.8,360.0,103.4,313.5,134.0,200.1,223.7,646.3,702.8,287.5,371.1,228.0,131.9,385.7,330.8,172.2,404.0,356.2,166.5,402.4,390.3,202.3,680.8,38.5,267.3,176.0,273.6,253.0,243.9,195.1,1408.3,315.8,395.8,192.0,319.0,113.2,118.4,294.1,147.4,663.4,96.4,315.1,106.1,357.5,166.7,364.5,271.6,239.7,304.2,65.0,0.0,297.3,344.1,280.9,347.7,303.5,92.2,139.0,313.5,385.6,195.0,339.5,252.7,282.7,102.7,225.0,127.4,176.8,180.4,192.1
WE,160.9,174.2,49.7,167.9,186.4,219.2,434.8,444.8,194.3,267.9,74.6,127.6,178.7,75.5,336.7,118.1,459.9,156.5,123.5,122.7,258.8,227.7,75.6,359.6,98.6,216.6,82.9,137.4,205.6,129.9,97.5,85.3,299.2,85.7,209.6,183.7,112.1,371.6,428.1,145.9,143.3,62.8,155.4,111.0,33.4,150.0,141.3,93.5,112.1,158.7,124.5,192.9,407.6,237.2,178.6,226.1,187.6,190.3,113.7,251.4,1356.2,134.3,121.1,244.5,121.2,217.7,192.9,178.4,155.1,386.2,180.0,40.4,304.5,113.7,173.8,98.7,73.8,42.5,29.5,260.9,250.3,0.0,66.0,83.1,133.5,130.9,182.5,146.6,96.6,110.9,87.2,55.4,155.8,147.7,301.1,232.1,199.4,182.6,206.5,244.7
WJ,194.6,207.9,87.1,165.8,181.5,256.6,403.7,384.2,228.0,231.9,11.6,161.3,112.6,14.9,300.7,151.8,399.3,190.8,160.6,156.4,222.8,218.6,79.1,299.0,132.3,180.6,37.6,149.1,157.0,180.3,134.6,95.2,266.8,119.4,207.5,217.4,145.8,311.0,367.5,178.5,177.0,100.2,205.4,120.9,79.2,117.3,139.4,100.3,139.9,192.4,67.3,123.4,346.5,201.9,241.4,156.6,224.3,224.0,147.0,285.1,1295.6,168.0,60.5,175.0,154.9,181.7,156.9,215.5,153.0,325.6,144.0,54.0,268.5,150.8,104.3,67.2,107.5,88.3,39.5,224.9,202.7,72.3,0.0,116.8,167.1,168.0,146.5,138.9,130.3,50.3,115.0,50.0,189.5,184.8,265.1,161.7,163.4,113.1,227.5,234.9
WK,74.5,140.5,94.1,160.7,154.8,175.9,490.7,471.2,160.6,226.3,144.3,108.3,243.4,160.1,295.1,101.6,486.3,126.7,83.4,89.0,217.2,184.4,161.0,386.0,109.0,234.4,170.5,164.0,235.0,93.7,22.1,136.7,261.2,68.6,142.1,139.7,78.4,398.0,454.5,61.3,94.4,107.2,112.1,126.2,120.3,179.5,129.1,101.8,143.5,126.7,195.4,256.1,433.5,196.3,112.1,275.9,110.3,117.4,69.8,217.7,1382.6,51.1,163.5,307.7,38.0,205.5,210.7,98.6,184.5,412.6,209.4,123.1,262.9,95.6,240.7,135.5,10.3,129.4,92.7,219.3,211.2,86.8,132.6,0.0,66.7,51.1,212.5,176.0,48.0,183.2,116.6,129.0,82.9,82.2,259.5,294.4,217.2,248.7,160.1,274.1
WV,18.6,130.7,142.1,227.2,221.3,238.9,488.2,468.7,150.8,292.8,194.0,105.8,293.1,166.5,361.6,99.1,483.8,124.2,118.3,155.5,283.7,250.9,209.0,383.5,78.7,294.0,176.9,212.0,283.0,160.2,81.7,110.8,327.7,48.8,208.6,206.2,128.5,395.5,452.0,97.1,91.9,155.2,178.6,123.7,168.3,227.5,98.8,137.7,191.5,124.2,185.2,305.8,431.5,262.8,117.0,323.9,115.2,122.3,103.2,274.5,1380.1,32.7,161.0,357.4,37.6,272.0,270.3,80.2,232.5,410.1,257.4,139.6,329.4,78.3,290.4,109.6,76.8,177.4,140.7,285.8,277.7,134.8,182.3,66.4,0.0,32.7,260.5,224.0,83.9,189.6,164.6,177.0,87.8,66.7,326.0,344.1,276.8,298.4,210.2,322.1
XF,63.0,96.7,136.6,203.2,197.3,204.9,486.3,466.8,118.0,268.8,197.5,103.9,298.5,170.0,337.6,97.2,481.9,122.3,84.3,124.3,259.7,226.9,203.5,381.6,95.9,277.1,159.4,206.5,277.5,142.1,63.3,114.3,300.1,52.3,184.6,173.8,95.7,393.6,450.1,73.4,90.0,149.7,154.6,121.8,162.8,223.1,120.6,141.2,186.0,122.3,186.9,309.3,429.1,238.8,65.5,318.4,78.2,89.5,68.8,240.5,1378.2,0.0,159.1,360.9,33.6,248.0,253.2,46.2,227.0,408.2,251.9,143.1,305.4,81.8,290.2,113.1,52.8,171.9,135.2,261.8,254.9,129.3,185.8,42.4,44.3,0.0,255.0,218.5,88.6,193.1,159.1,164.5,53.8,32.7,302.0,347.6,259.7,299.0,177.4,318.5
XI,241.1,232.6,171.6,61.1,73.8,180.7,553.8,563.8,252.7,84.7,241.4,269.5,35.3,194.5,153.5,263.9,578.9,289.0,185.9,188.3,75.6,71.4,146.8,478.6,246.9,48.8,201.9,55.2,56.4,71.3,188.7,245.6,116.0,199.1,60.5,180.7,161.6,490.6,547.1,213.2,256.7,154.5,58.4,271.3,193.3,109.1,289.6,241.8,76.1,148.4,246.9,109.0,525.9,54.0,237.0,82.7,246.0,248.7,172.1,210.3,1318.7,217.7,240.1,98.7,204.6,34.5,25.1,233.2,73.9,504.5,2.4,200.7,121.3,244.1,70.7,262.4,157.2,146.4,189.8,77.7,67.1,181.1,178.8,166.5,233.3,218.9,0.0,45.7,223.6,229.9,102.0,225.1,214.2,209.5,117.9,133.6,31.6,81.6,168.0,95.5
XK,250.6,263.9,115.1,68.4,84.1,217.2,584.8,565.3,284.0,121.2,169.8,237.2,40.7,196.0,190.0,226.6,580.4,265.0,216.6,224.8,112.1,107.9,101.0,480.1,207.1,69.9,218.7,10.1,58.9,113.7,190.6,205.8,156.1,175.4,97.0,227.8,198.1,492.1,548.6,234.2,233.0,128.2,94.9,231.5,109.7,30.6,249.8,202.0,28.4,265.0,250.2,111.5,528.1,91.2,297.4,127.0,280.3,280.0,203.0,246.8,1321.2,224.0,241.6,101.2,210.9,71.0,46.2,271.5,55.6,506.7,33.3,160.9,157.8,220.4,92.7,222.6,163.5,100.6,150.0,114.2,106.1,144.1,189.9,172.8,223.2,224.0,36.4,0.0,172.8,231.4,56.9,142.3,245.5,240.8,154.4,135.2,52.7,87.0,204.5,98.0
XN,101.7,178.5,102.1,205.3,192.8,213.9,480.4,460.9,197.3,264.3,139.5,98.2,239.3,112.0,333.1,91.3,476.0,116.4,139.6,127.0,255.2,222.4,157.1,375.7,76.8,268.3,121.2,170.7,243.0,136.3,38.0,88.8,299.2,26.5,180.1,177.7,116.4,387.7,444.2,96.3,84.1,115.2,150.1,114.5,115.2,187.5,118.3,53.7,151.5,116.4,160.3,251.3,421.9,234.3,146.8,284.5,145.0,152.1,117.6,255.7,1372.3,85.8,151.9,302.9,72.7,243.5,230.3,147.6,192.5,416.6,216.1,75.0,300.9,20.4,234.7,104.4,66.3,125.5,88.8,256.0,248.0,81.7,142.6,55.9,74.3,100.1,220.5,184.0,0.0,135.1,138.9,132.9,117.6,131.2,297.5,288.4,235.5,242.7,196.8,282.1
XO,187.1,243.4,151.5,230.2,245.9,278.8,405.0,385.5,263.5,296.3,76.0,152.3,175.1,48.5,365.1,156.9,400.6,192.1,196.1,191.9,287.2,283.0,143.5,300.3,137.4,245.0,12.7,213.5,221.4,196.6,149.1,96.5,331.2,151.9,271.9,242.6,181.3,312.3,368.8,213.7,167.4,164.6,215.0,122.2,143.6,181.7,140.7,101.6,206.3,192.1,68.2,187.8,347.8,266.3,264.6,221.0,259.8,269.9,182.5,320.6,1296.9,180.3,61.8,239.4,185.2,246.1,221.3,227.8,217.4,326.9,208.4,89.5,332.9,153.4,172.4,68.5,143.0,152.7,75.0,289.3,281.2,112.8,64.3,152.3,168.4,180.3,211.5,203.3,126.6,0.0,179.4,114.4,235.4,214.3,329.5,226.1,227.8,180.4,263.0,299.3
XU,193.6,206.9,58.1,80.6,96.3,184.5,527.8,508.3,227.0,180.6,112.8,179.1,97.9,139.0,249.4,169.6,523.4,208.0,159.6,155.4,171.5,166.6,44.0,423.1,150.1,129.3,161.7,47.3,118.3,108.2,133.6,148.8,211.9,118.4,122.3,195.1,144.8,435.1,491.6,177.2,176.0,71.2,120.2,174.5,52.7,62.8,192.8,145.0,24.8,208.0,191.4,170.9,470.6,149.9,240.4,159.2,220.3,223.0,146.0,228.9,1398.4,167.0,184.6,160.6,153.9,130.4,105.6,214.5,67.8,449.7,92.7,103.9,217.2,163.4,128.5,165.6,106.5,43.6,93.0,173.6,162.0,84.3,132.9,115.8,166.2,167.0,95.8,59.3,142.9,174.4,0.0,92.3,188.5,183.8,213.8,194.6,112.1,143.5,171.8,157.4
XV,201.6,214.9,80.6,173.5,189.2,237.3,466.1,453.6,228.0,273.0,43.9,161.3,153.7,84.3,341.8,158.8,468.7,192.8,160.6,163.4,257.4,245.8,38.9,368.4,139.3,215.2,100.0,133.2,195.8,161.0,141.6,105.9,301.4,126.4,208.2,230.3,152.8,380.4,436.9,185.5,184.0,93.7,173.5,131.6,57.0,155.6,168.1,117.6,110.7,192.8,129.7,162.2,416.4,235.8,241.4,195.4,224.3,224.0,154.4,274.7,1353.9,168.0,129.9,216.1,161.9,216.3,198.0,222.5,160.7,388.0,185.1,61.0,309.6,157.8,143.1,122.7,114.5,62.4,40.5,259.5,251.5,62.2,73.4,123.8,174.2,168.0,181.7,152.2,130.3,112.7,85.8,0.0,196.5,184.8,306.2,200.5,198.0,154.2,224.6,276.6
YJ,127.0,42.8,156.2,209.2,203.3,166.7,510.4,490.9,62.9,274.8,206.4,160.8,272.3,222.0,256.7,154.1,506.0,179.2,46.1,84.9,265.7,232.9,223.1,405.7,161.5,282.9,232.4,226.1,290.5,142.2,84.0,189.2,309.7,127.2,190.6,135.6,56.3,417.7,474.2,54.4,146.9,169.3,160.6,178.7,182.4,241.6,181.6,163.7,205.6,179.2,257.3,318.2,453.7,244.8,29.1,338.0,27.3,34.4,31.0,186.6,1379.4,64.0,216.0,332.8,90.5,254.0,259.2,54.6,222.0,432.3,237.2,185.0,311.4,157.5,302.8,188.0,73.5,191.5,154.8,267.8,259.7,148.9,194.7,63.1,119.2,64.0,234.0,238.1,109.9,245.1,178.7,191.1,0.0,30.9,308.0,356.5,265.7,318.6,138.0,358.3
YN,80.2,62.8,160.5,213.5,207.6,171.0,467.3,447.8,82.9,279.1,211.4,83.8,312.4,183.9,347.9,78.2,462.9,103.3,50.4,89.2,270.0,237.2,227.4,362.6,99.4,287.2,194.3,230.4,294.8,152.4,95.3,129.3,314.0,84.3,194.9,139.9,60.6,374.6,431.1,78.3,71.0,173.6,164.9,102.8,186.7,245.8,134.8,173.2,209.9,122.7,200.8,323.2,410.1,248.4,49.1,356.4,44.3,54.4,34.9,206.6,1359.2,31.9,140.1,374.8,64.0,258.3,263.5,8.5,226.3,389.2,241.5,175.1,315.7,113.8,304.1,145.1,84.8,195.8,159.1,272.1,260.5,153.2,199.7,74.4,76.3,31.9,238.3,242.4,128.0,207.0,183.0,195.4,19.9,0.0,312.3,361.5,270.0,312.9,142.3,362.0
YO,317.0,196.3,267.1,129.9,142.0,214.0,700.5,681.0,216.4,75.8,317.3,346.5,126.8,311.7,111.0,339.8,696.1,364.9,220.0,165.9,66.7,105.4,235.4,595.8,322.8,137.4,334.4,144.5,145.0,189.5,264.6,321.5,89.1,275.0,129.3,162.6,185.2,607.8,664.3,249.3,332.6,280.2,207.9,347.2,293.3,165.0,365.5,317.7,162.8,364.9,365.9,197.6,643.3,19.7,229.8,171.3,236.1,214.5,206.4,156.6,1406.5,277.3,357.3,187.3,280.5,108.5,113.7,267.9,142.7,622.4,91.7,276.6,67.6,320.0,163.0,338.3,233.1,302.4,265.7,47.2,69.7,259.8,305.6,242.4,309.2,277.3,88.5,134.3,272.4,347.1,191.3,302.0,214.2,244.2,0.0,221.3,120.2,173.1,139.3,184.8
YR,376.9,369.1,268.1,231.0,243.1,350.6,556.5,566.5,389.2,240.9,192.6,343.6,165.0,197.2,283.8,334.1,581.6,373.1,355.2,338.7,231.8,150.5,239.3,481.3,314.6,143.4,204.6,158.1,128.1,241.2,316.9,277.5,303.5,301.7,230.4,324.8,331.5,493.3,549.8,361.9,359.3,281.2,228.3,303.2,240.3,178.5,321.7,282.6,178.3,326.3,249.6,121.1,528.8,253.4,373.5,212.6,405.9,387.3,342.0,329.4,1226.2,350.3,242.8,46.5,337.2,196.7,161.2,397.8,243.8,507.9,153.0,236.3,240.4,333.1,113.3,249.5,289.8,248.5,221.8,270.7,223.3,256.7,182.2,299.1,349.4,351.5,155.5,147.9,312.6,232.6,204.9,210.2,387.0,379.4,268.1,0.0,156.1,65.5,313.0,91.3
YT,282.2,273.7,166.6,102.2,114.3,221.8,589.0,569.5,293.8,125.8,195.6,288.7,41.7,200.2,194.6,278.1,584.6,316.5,226.4,229.4,116.7,126.5,152.5,484.3,258.6,17.1,207.6,61.6,62.1,112.4,229.8,257.3,160.7,226.9,101.6,232.4,202.7,496.3,552.8,255.7,284.5,179.7,99.5,283.0,161.2,82.1,301.3,253.5,81.8,316.5,252.6,114.7,531.8,95.8,307.2,88.4,290.1,289.8,212.8,251.4,1324.4,258.8,245.8,104.4,245.7,95.5,5.1,274.3,107.1,510.9,37.9,212.4,162.4,271.9,76.4,252.5,198.3,152.1,201.5,118.8,96.6,192.8,185.2,207.6,274.4,258.8,40.4,51.4,224.3,235.6,108.4,193.8,255.3,250.6,159.0,138.4,0.0,87.3,209.1,101.9
YY,325.1,386.0,200.7,154.0,163.8,274.5,504.7,514.7,406.1,178.5,140.8,291.8,56.0,145.4,247.3,282.3,529.8,321.3,275.9,282.1,169.4,167.4,186.6,429.5,262.8,159.4,152.8,92.5,165.5,161.9,265.1,225.7,209.8,249.9,154.3,274.5,255.4,441.5,498.0,307.0,307.5,213.8,152.2,251.4,192.1,116.1,269.9,230.8,115.9,242.2,194.6,59.9,477.5,147.8,390.4,82.9,339.8,342.5,265.9,346.3,1261.1,298.5,191.0,14.1,285.4,213.6,178.1,323.8,141.2,456.1,90.6,184.5,257.3,281.3,50.9,194.5,238.0,186.2,170.0,168.3,160.9,204.9,130.4,247.3,297.6,295.3,93.1,85.5,260.8,180.8,139.3,162.2,308.0,300.1,211.7,49.0,173.0,0.0,258.6,129.3
ZD,223.7,137.6,173.8,160.0,154.1,117.5,577.7,587.7,157.7,225.6,224.0,252.1,220.9,218.4,150.0,246.5,602.8,271.6,140.7,72.6,216.5,183.7,223.5,502.5,229.5,233.7,225.8,210.6,241.3,98.9,171.3,228.2,256.9,181.7,141.4,12.6,91.9,514.5,571.0,168.6,239.3,169.0,111.4,253.9,200.0,208.1,272.2,224.4,199.2,271.6,270.8,293.9,550.5,194.9,171.1,267.6,170.0,155.8,127.1,79.9,1484.8,198.0,264.0,283.6,187.2,204.8,210.0,188.6,172.8,529.1,188.0,183.3,124.6,226.7,270.2,245.0,139.8,209.1,172.4,218.6,208.0,163.7,212.3,149.1,215.9,198.0,184.8,222.6,179.1,253.8,174.3,201.7,155.5,164.9,258.8,318.5,216.5,266.5,0.0,308.5
