from_stop,AF,AP,AV,BC,BE,BF,BH,BK,BM,BP,BV,BY,BZ,CC,CE,CG,CI,CJ,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EI,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,FZ,GA,GC,GN,GR,GW,HF,HG,HH,HT,IF,II,IL,IR,IS,IT,IV,IY,IZ,JC,JH,KJ,KS,KU,KV,KW,LE,LN,LT,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NF,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,RZ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VM,VR,VS,VW,VZ,WD,WI,WK,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK,ZP
FO,872.0,945.4,545.5,734.1,311.3,811.8,766.5,686.3,633.5,963.7,871.5,483.9,911.1,648.4,266.5,956.0,808.6,796.6,893.5,210.9,801.9,331.9,197.5,425.6,639.9,603.9,601.5,862.5,623.0,862.4,504.2,918.9,231.1,675.9,900.6,674.1,1002.0,210.6,569.4,842.3,0.0,694.6,846.0,690.4,819.0,892.2,872.7,82.4,906.0,781.4,734.3,971.1,808.2,888.2,477.8,906.0,908.9,252.2,298.1,788.7,882.3,911.1,677.6,839.0,748.3,604.2,830.4,985.4,866.0,842.3,906.2,283.6,874.1,968.9,1156.4,604.1,923.4,905.5,883.1,826.4,322.9,915.4,161.1,1134.2,295.4,860.9,768.9,151.9,841.0,929.2,297.4,235.7,533.8,647.4,891.1,852.3,668.1,179.0,618.7,840.4,924.0,574.1,127.0,688.2,268.2,910.9,304.7,146.1,1194.3,679.5,595.6,132.4,878.2,659.2,208.1,40.0,651.7,517.9,197.0,871.5,950.5,507.1,794.7,721.9,174.3,930.3,859.9,915.7,704.0,676.0,822.8,646.4,811.8,948.8,173.4,771.5,679.0,305.5,829.3,150.8,329.8,861.5,774.3,918.5,902.2,703.7,593.9,673.5,173.8,216.4,982.4,789.1,881.0
FW,488.7,719.7,1112.9,1037.6,646.7,696.7,651.4,122.5,937.0,761.1,756.4,787.4,796.0,84.6,614.8,589.1,693.5,413.3,503.6,676.0,686.8,789.5,648.1,729.1,943.4,1090.2,211.6,747.4,233.1,479.1,1040.0,716.3,650.8,112.1,698.0,65.7,635.1,591.3,147.5,727.2,742.8,0.0,462.7,102.8,703.9,508.9,482.8,764.6,516.1,666.3,1037.8,784.6,693.1,773.1,825.8,516.1,542.0,639.8,755.7,673.6,499.0,796.0,17.0,723.9,633.2,907.7,447.1,618.5,750.9,727.2,508.5,741.2,759.0,766.3,1327.8,907.6,700.1,702.9,576.5,711.3,780.5,498.8,651.4,1100.0,603.3,745.8,379.0,769.4,725.9,539.3,600.9,661.5,173.3,257.5,688.5,737.2,87.3,636.6,228.8,725.3,526.3,1069.7,730.1,991.7,571.7,737.2,762.3,676.8,1238.7,289.6,205.7,735.5,605.7,962.7,689.1,693.4,319.5,1017.4,700.2,756.4,560.6,956.4,679.6,606.8,777.4,547.0,744.8,713.1,1007.5,979.5,707.7,949.9,696.7,581.9,679.7,656.4,120.9,653.8,446.0,627.2,633.3,746.4,659.2,528.6,678.9,1007.2,204.0,92.7,688.0,694.7,754.1,674.0,497.7
FZ,37.0,337.4,1032.1,1177.9,787.0,309.4,339.8,410.4,1077.3,340.1,441.2,927.7,411.9,423.6,755.1,168.1,383.7,55.7,433.0,816.3,375.2,929.8,788.4,869.4,1083.7,1090.5,448.9,424.8,470.4,58.1,990.8,295.3,791.1,437.8,277.0,449.3,214.1,731.6,384.8,415.6,883.1,469.8,0.0,454.9,381.3,82.9,412.2,904.9,445.5,467.5,1178.1,363.6,350.8,386.8,897.1,445.5,121.0,780.1,896.0,474.8,47.3,411.9,452.8,453.0,434.4,1048.0,15.5,197.5,352.1,339.9,87.5,881.5,461.6,345.3,1399.1,1047.9,348.2,281.9,155.5,399.7,920.8,77.8,791.7,1171.3,743.6,423.2,369.9,909.7,403.3,474.0,741.2,801.8,410.6,508.0,267.5,414.6,443.3,776.9,455.7,479.5,91.0,1060.7,870.4,1132.0,712.0,354.9,902.6,817.1,1310.0,516.5,443.0,875.8,184.7,1103.0,832.7,833.7,517.6,1004.5,840.5,441.2,490.0,993.7,480.8,335.7,917.7,95.3,408.9,292.1,1147.8,1119.8,320.4,1090.2,309.4,160.9,820.0,385.3,391.4,794.1,25.0,767.5,773.6,419.2,460.4,458.0,327.0,1147.5,441.3,448.7,828.3,835.0,333.1,402.9,76.7
GA,460.4,691.4,1098.7,1023.4,632.5,668.4,623.1,87.1,922.8,732.8,728.1,773.2,767.7,70.4,600.6,560.8,665.2,385.0,489.4,661.8,658.5,775.3,633.9,714.9,929.2,1076.0,197.4,719.1,218.9,450.8,1025.8,688.0,636.6,54.0,669.7,70.7,606.8,577.1,133.3,698.9,728.6,92.8,434.4,0.0,675.6,480.6,468.6,750.4,501.9,638.0,1023.6,756.3,664.8,744.8,811.6,501.9,513.7,625.6,741.5,645.3,470.7,767.7,102.6,695.6,604.9,893.5,418.8,590.2,722.6,698.9,480.2,727.0,730.7,738.0,1313.6,893.4,671.8,674.6,548.2,683.0,766.3,470.5,637.2,1085.8,589.1,717.5,364.8,755.2,697.6,525.1,586.7,647.3,159.1,243.3,660.2,708.9,22.3,622.4,214.6,697.0,498.0,1055.5,715.9,977.5,557.5,708.9,748.1,662.6,1224.5,275.4,191.5,721.3,577.4,948.5,674.9,679.2,305.3,1003.2,686.0,728.1,546.4,942.2,651.3,578.5,763.2,518.7,716.5,684.8,993.3,965.3,679.4,935.7,668.4,553.6,665.5,628.1,91.9,639.6,417.7,613.0,619.1,718.1,630.9,514.4,650.6,993.0,189.8,16.9,673.8,680.5,725.8,645.7,469.4
GC,410.2,159.2,1045.3,1191.3,1043.2,294.0,324.4,741.3,1081.3,231.8,429.4,1183.9,396.5,703.4,966.5,378.2,51.4,377.4,567.9,925.4,359.8,1031.9,897.5,1125.6,1121.1,1103.7,608.5,43.4,606.0,357.0,1004.0,187.0,986.8,730.9,168.7,729.1,424.2,910.6,624.4,400.2,888.3,749.6,405.6,745.4,0.0,379.2,547.1,934.4,580.4,322.4,1145.2,184.9,335.4,69.1,1023.1,580.4,331.1,953.1,998.1,329.7,399.9,396.5,732.6,232.5,289.3,1056.5,421.2,407.6,46.9,324.5,328.4,983.6,241.1,237.0,1456.2,1085.3,188.3,173.6,282.6,384.3,1022.9,337.6,900.8,1297.3,999.8,41.8,504.8,921.2,21.9,603.6,997.4,991.4,638.2,634.0,159.2,33.2,723.1,879.0,581.7,259.0,346.2,1073.9,875.6,1084.3,968.2,91.8,1004.7,926.2,1436.0,642.5,626.4,881.0,277.7,1140.4,963.8,838.9,643.6,1017.7,952.7,429.4,624.9,1006.9,335.7,300.3,922.9,409.9,40.8,176.5,1073.9,1265.5,305.0,1094.2,294.0,371.0,929.1,277.8,734.0,1050.3,382.7,876.6,1029.8,403.8,315.3,592.9,200.7,1197.3,605.1,728.5,937.4,972.1,196.2,239.8,375.6
GN,50.1,311.1,1078.6,1224.4,833.5,283.1,313.5,456.9,1123.8,313.8,418.5,974.2,385.6,470.1,801.6,141.8,357.4,117.7,478.8,862.8,348.9,976.3,834.9,915.9,1130.2,1137.0,495.4,398.5,516.9,69.8,1037.3,269.0,837.6,477.4,250.7,495.8,187.8,778.1,431.3,389.3,929.6,516.3,93.0,501.4,355.0,0.0,458.0,951.4,491.3,441.2,1224.6,337.3,324.5,360.5,942.9,491.3,94.7,826.6,942.5,448.5,55.5,385.6,499.3,426.7,408.1,1094.5,77.5,171.2,325.8,313.6,40.7,928.0,435.3,319.0,1444.9,1094.4,321.9,255.6,129.2,373.4,967.3,50.4,838.2,1217.1,790.1,396.9,415.7,956.2,377.0,514.5,787.7,848.3,457.1,553.8,241.2,388.3,489.8,823.4,501.5,453.2,22.9,1107.2,916.9,1178.5,758.5,328.6,949.1,863.6,1355.8,562.3,489.5,922.3,158.4,1149.5,875.9,880.2,563.4,1051.0,887.0,418.5,535.8,1040.2,454.5,309.4,964.2,65.5,382.6,265.8,1194.3,1166.3,294.1,1136.7,283.1,134.6,866.5,359.0,437.9,840.6,88.8,814.0,820.1,392.9,434.1,503.8,300.7,1194.0,487.8,495.2,874.8,881.5,306.8,376.6,88.4
GR,624.5,722.6,914.9,932.0,702.9,832.5,787.2,340.0,831.4,736.1,892.2,843.6,931.8,302.1,671.0,724.9,829.3,549.1,81.0,732.2,822.6,845.7,704.3,785.3,837.8,984.6,207.2,883.2,204.7,614.9,873.6,691.3,707.0,329.6,673.0,327.8,770.9,647.5,223.1,863.0,832.1,348.3,598.5,344.1,839.7,644.7,0.0,820.8,93.5,802.1,932.2,759.6,828.9,772.0,631.5,93.5,677.8,696.0,811.9,809.4,634.8,931.8,331.3,859.7,769.0,802.1,582.9,754.3,737.3,863.0,644.3,797.4,894.8,741.3,1133.5,802.0,703.0,677.9,712.3,847.1,836.7,634.6,707.6,905.7,659.5,881.6,256.2,852.4,861.7,116.7,657.1,717.7,236.9,232.7,663.5,873.0,321.8,692.8,180.4,861.1,662.1,964.1,767.9,886.1,627.9,740.1,818.5,733.0,1044.4,241.2,225.1,773.3,741.5,857.1,745.3,782.7,242.3,911.8,756.4,892.2,138.0,850.8,815.4,742.6,751.5,682.8,880.6,688.1,901.9,873.9,843.5,844.3,832.5,717.7,735.9,792.2,332.7,710.0,581.8,683.4,689.5,882.2,795.0,106.0,681.8,901.6,203.8,327.2,744.2,750.9,729.1,809.8,633.5
GW,915.2,1010.6,610.7,756.5,316.7,877.0,831.7,708.7,655.9,1028.9,936.7,506.3,976.3,670.8,288.9,1021.2,873.8,839.8,915.9,216.3,867.1,397.1,209.0,448.0,662.3,669.1,623.9,927.7,645.4,905.6,569.4,984.1,236.5,698.3,965.8,696.5,1067.2,233.0,591.8,907.5,82.4,717.0,889.2,712.8,884.2,935.4,895.1,0.0,928.4,846.6,756.7,1036.3,873.4,953.4,500.2,928.4,974.1,257.6,363.3,853.9,925.5,976.3,700.0,904.2,813.5,626.6,873.6,1050.6,931.2,907.5,971.4,348.8,939.3,1034.1,1221.6,626.5,988.6,970.7,948.3,891.6,388.1,980.6,166.5,1156.6,300.8,926.1,791.3,157.3,906.2,951.6,319.8,241.1,556.2,669.8,956.3,917.5,690.5,244.2,641.1,905.6,989.2,639.3,192.2,710.6,290.6,976.1,369.9,151.5,1295.3,701.9,618.0,197.6,943.4,681.6,213.5,105.2,674.1,583.1,202.4,936.7,972.9,675.3,859.9,787.1,239.5,973.5,925.1,980.9,726.4,698.4,888.0,668.8,877.0,1014.0,178.8,836.7,701.4,310.9,872.5,156.2,352.2,926.7,839.5,940.9,967.4,726.1,616.3,695.9,179.2,221.8,1047.6,854.3,924.2
HF,633.5,731.6,923.9,941.0,711.9,841.5,796.2,354.0,840.4,745.1,897.6,852.6,940.8,311.1,680.0,736.1,838.3,558.1,26.4,741.2,831.6,854.7,713.3,794.3,841.7,993.6,216.2,892.2,213.7,623.9,882.6,700.3,716.0,338.6,682.0,336.8,779.9,656.5,232.1,872.0,841.1,357.3,607.5,353.1,848.7,653.7,96.1,829.8,0.0,811.1,941.2,768.6,837.9,781.0,640.5,0.0,686.8,705.0,820.9,818.4,643.8,940.8,340.3,868.7,778.0,811.1,591.9,763.3,746.3,872.0,653.3,806.4,903.8,750.3,1142.5,811.0,712.0,686.9,721.3,856.1,845.7,643.6,716.6,914.7,668.5,890.6,265.2,861.4,870.7,80.1,666.1,726.7,245.9,241.7,672.5,882.0,330.8,701.8,189.4,870.1,671.6,973.1,776.9,895.1,636.9,749.1,827.5,742.0,1053.4,250.2,234.1,782.3,747.0,866.1,757.6,791.7,251.3,920.8,765.4,897.6,44.4,859.8,824.4,751.6,760.5,691.8,889.6,697.1,910.9,882.9,852.5,853.3,841.5,726.7,744.9,801.2,341.7,719.0,590.8,692.4,698.5,891.2,804.0,69.4,690.8,910.6,212.8,336.2,753.2,759.9,738.1,818.8,642.5
HG,456.9,411.9,956.6,1102.6,954.5,280.7,235.4,640.8,992.6,432.6,340.4,1095.2,380.0,654.0,877.8,424.9,295.5,428.8,680.8,836.7,270.8,943.2,808.8,1036.9,1032.4,1015.0,679.3,349.4,727.8,403.7,915.3,387.8,898.1,661.3,369.5,679.7,470.9,821.9,615.2,311.2,799.6,700.2,448.7,685.3,305.9,425.9,660.0,845.7,693.3,0.0,1056.5,437.6,277.1,375.1,1031.3,693.3,377.8,864.4,909.4,94.4,446.6,380.0,683.2,307.9,30.9,967.8,462.6,454.3,352.9,311.2,375.1,894.9,343.0,437.8,1354.3,996.6,392.3,374.4,352.0,295.3,934.2,384.3,812.1,1247.3,911.1,347.8,617.7,832.5,327.9,716.5,908.7,902.7,641.0,755.8,360.0,339.2,673.7,790.3,703.5,309.3,392.9,985.2,786.9,995.6,879.5,397.8,916.0,837.5,1372.8,764.3,748.2,792.3,347.1,1051.7,875.1,750.2,765.4,929.0,864.0,340.4,737.8,918.2,13.3,190.8,834.2,456.6,346.8,384.6,985.2,1152.6,291.7,1005.5,280.7,417.7,840.4,240.4,621.8,961.6,423.2,787.9,941.1,330.4,74.4,705.8,371.1,1108.6,726.9,679.1,848.7,883.4,425.6,258.0,422.3
HH,1134.1,1222.1,104.4,129.3,479.6,1088.5,1043.2,987.1,250.1,1258.4,1148.2,696.5,1187.8,949.2,612.8,1216.2,1085.3,1078.7,918.0,676.0,1078.6,782.5,648.1,638.2,271.9,61.4,854.3,1139.2,851.8,1106.2,261.3,1213.6,538.1,976.7,1195.3,974.9,1262.2,661.2,870.2,1119.0,638.9,995.4,1098.6,991.2,1095.7,1136.0,897.2,685.0,930.5,1058.1,0.0,1247.8,1084.9,1164.9,377.3,930.5,1169.1,592.1,748.7,1065.4,1144.4,1187.8,978.4,1115.7,1025.0,225.3,1112.5,1245.6,1142.7,1119.0,1135.6,734.2,1150.8,1263.6,1059.9,236.1,1225.3,1200.2,1159.8,1103.1,773.5,1125.9,651.4,849.6,465.5,1137.6,793.4,671.8,1117.7,953.7,524.9,523.7,830.7,879.8,1185.8,1129.0,968.9,629.6,827.5,1117.1,1153.4,100.6,613.2,253.1,495.7,1187.6,755.3,676.8,988.3,888.3,872.2,623.5,1154.9,291.2,551.3,589.5,889.4,134.0,562.4,1148.2,975.0,136.3,1071.4,998.6,578.8,1174.4,1136.6,1210.4,242.7,179.3,1099.5,263.0,1088.5,1209.0,679.7,1048.2,979.8,486.7,1073.1,627.2,542.4,1138.2,1051.0,943.0,1204.1,348.1,850.9,974.3,688.0,606.3,1251.4,1065.8,1124.8
HT,372.3,57.5,1158.6,1304.6,1041.1,259.6,290.0,664.5,1194.6,122.2,395.0,1181.8,362.1,677.7,1009.2,340.3,196.1,343.0,595.0,1038.7,325.4,1183.9,1010.8,1123.5,1265.4,1217.0,644.5,221.1,642.0,319.1,1117.3,91.7,1045.2,691.9,71.9,703.4,386.3,985.7,638.9,365.8,1001.6,723.9,367.7,709.0,172.3,341.3,574.2,1047.7,607.5,417.7,1258.5,0.0,301.0,170.0,1059.1,607.5,293.2,1034.2,1150.1,425.0,362.0,362.1,706.9,236.2,384.6,1169.8,383.3,369.7,135.3,290.1,290.5,1135.6,244.8,127.4,1556.3,1229.6,86.6,111.5,248.2,349.9,1174.9,299.7,1014.1,1333.3,997.7,219.5,531.9,1034.5,199.6,636.0,995.3,1055.9,664.7,670.0,81.4,210.9,697.4,1031.0,617.7,262.7,313.4,1187.2,988.9,1197.6,966.1,138.1,1156.7,1039.5,1472.0,678.5,662.4,994.3,249.4,1284.7,1073.8,952.2,679.6,1131.0,1066.0,395.0,652.0,1120.2,431.0,285.9,1036.2,372.0,192.1,56.8,1187.2,1301.5,270.6,1207.5,259.6,333.1,1042.4,281.5,645.5,1048.2,344.8,989.9,1027.7,369.4,410.6,620.0,106.7,1329.2,641.1,702.8,1050.7,1085.4,76.5,243.5,337.7
IF,328.2,283.2,1036.0,1182.0,998.2,106.0,46.5,621.6,1072.0,303.9,209.0,1138.9,164.9,634.8,966.3,296.2,329.5,300.1,552.1,916.1,139.4,1141.0,888.2,1080.6,1222.5,1094.4,601.6,370.6,599.1,275.0,994.7,259.1,1002.3,642.1,240.8,660.5,342.2,942.8,596.0,179.8,879.0,681.0,320.0,666.1,327.1,297.2,531.3,925.1,564.6,295.1,1135.9,308.9,0.0,332.6,1016.2,564.6,249.1,991.3,1107.2,302.4,317.9,164.9,664.0,280.4,262.0,1047.2,333.9,325.6,297.9,118.0,246.4,1092.7,315.5,309.1,1518.2,1186.7,263.6,245.7,223.3,163.9,1132.0,255.6,891.5,1290.4,954.8,369.0,489.0,911.9,349.1,587.8,952.4,1013.0,621.8,627.1,231.3,360.4,654.5,988.1,574.8,281.8,264.2,1064.6,866.3,1075.0,923.2,300.7,1113.8,916.9,1429.1,635.6,619.5,871.7,218.4,1241.8,1040.6,829.6,636.7,1008.4,943.4,209.0,609.1,997.6,308.4,163.3,913.6,327.9,354.7,255.9,1064.6,1258.6,59.0,1084.9,106.0,289.0,919.8,212.9,602.6,1005.3,294.5,867.3,984.8,172.2,288.0,577.1,242.4,1286.3,598.2,659.9,928.1,1046.2,296.9,230.5,293.6
II,426.1,150.9,1104.0,1250.0,1101.9,309.9,340.3,800.0,1140.0,223.6,441.7,1242.6,412.4,762.1,1059.5,394.1,110.1,393.3,626.6,984.1,375.7,1090.6,956.2,1184.3,1179.8,1162.4,667.2,61.6,664.7,372.9,1062.7,202.9,1045.5,789.6,183.3,787.8,440.1,969.3,683.1,416.1,947.0,808.3,421.5,804.1,58.6,395.1,605.8,993.1,639.1,381.1,1203.9,176.6,351.3,0.0,1081.8,639.1,347.0,1011.8,1056.8,388.4,415.8,412.4,791.3,224.2,348.0,1115.2,437.1,423.5,41.2,340.4,344.3,1042.3,232.8,228.8,1514.9,1144.0,180.0,189.5,298.5,400.2,1081.6,353.5,959.5,1356.0,1058.5,60.0,563.5,979.9,40.1,667.6,1056.1,1050.1,696.9,692.7,175.1,51.4,781.8,937.7,640.4,250.7,362.1,1132.6,934.3,1143.0,1026.9,43.8,1063.4,984.9,1494.7,701.2,685.1,939.7,298.2,1199.1,1019.2,897.6,702.3,1076.4,1011.4,441.7,683.6,1065.6,394.4,292.0,981.6,425.8,27.7,168.2,1132.6,1324.2,320.9,1152.9,309.9,386.9,987.8,269.5,695.8,1109.0,398.6,935.3,1088.5,419.7,374.0,651.6,200.1,1256.0,663.8,787.2,996.1,1030.8,187.9,231.5,391.5
IL,865.6,976.4,727.0,725.1,515.2,941.2,971.6,718.6,643.5,989.9,1076.6,732.1,1043.7,680.7,648.4,947.7,1022.7,810.2,649.5,669.0,1007.0,845.5,650.0,673.8,649.9,786.8,585.8,1063.8,583.3,837.7,685.7,945.1,573.7,708.2,926.8,706.4,993.7,620.4,601.7,1047.4,644.2,726.9,830.1,722.7,1020.3,867.5,628.7,709.4,662.0,1099.3,725.3,1013.4,982.6,1025.8,0.0,662.0,900.6,627.7,811.7,1106.6,875.9,1043.7,709.9,1084.6,1066.2,614.2,844.0,977.1,991.1,971.7,867.1,797.2,1100.6,995.1,1046.7,614.1,956.8,931.7,935.1,1031.5,836.5,857.4,686.8,818.9,501.1,1062.2,524.9,664.5,1042.3,685.2,560.5,559.3,615.5,611.3,917.3,1053.6,700.4,692.6,559.0,1086.0,884.9,776.2,580.0,698.2,531.3,993.9,818.3,709.9,957.6,619.8,603.7,585.4,917.4,690.5,586.9,594.8,620.9,723.9,598.0,1076.6,706.5,662.9,1112.6,967.5,563.6,905.9,1047.9,941.9,714.0,667.0,952.2,656.4,941.2,940.5,668.3,1017.1,711.3,522.3,804.6,676.5,578.0,1051.0,1092.2,674.5,935.6,694.7,582.4,705.8,676.6,641.9,982.9,1034.7,856.3
IR,633.5,731.6,923.9,941.0,711.9,841.5,796.2,349.0,840.4,745.1,901.2,852.6,940.8,311.1,680.0,733.9,838.3,558.1,26.4,741.2,831.6,854.7,713.3,794.3,846.8,993.6,216.2,892.2,213.7,623.9,882.6,700.3,716.0,338.6,682.0,336.8,779.9,656.5,232.1,872.0,841.1,357.3,607.5,353.1,848.7,653.7,96.1,829.8,0.0,811.1,941.2,768.6,837.9,781.0,640.5,0.0,686.8,705.0,820.9,818.4,643.8,940.8,340.3,868.7,778.0,811.1,591.9,763.3,746.3,872.0,653.3,806.4,903.8,750.3,1142.5,811.0,712.0,686.9,721.3,856.1,845.7,643.6,716.6,914.7,668.5,890.6,265.2,861.4,870.7,80.1,666.1,726.7,245.9,241.7,672.5,882.0,330.8,701.8,189.4,870.1,671.1,973.1,776.9,895.1,636.9,749.1,827.5,742.0,1053.4,250.2,234.1,782.3,750.5,866.1,754.3,791.7,251.3,920.8,765.4,901.2,44.4,859.8,824.4,751.6,760.5,691.8,889.6,697.1,910.9,882.9,852.5,853.3,841.5,726.7,744.9,801.2,341.7,719.0,590.8,692.4,698.5,891.2,804.0,69.4,690.8,910.6,212.8,336.2,753.2,759.9,738.1,818.8,642.5
IS,138.6,255.9,1136.3,1214.9,891.2,227.9,258.3,514.6,1114.3,258.6,363.3,1031.9,330.4,527.8,859.3,47.0,302.2,189.8,450.3,920.5,293.7,1034.0,892.6,973.6,1120.7,1267.5,499.8,343.3,497.3,85.4,1095.0,213.8,895.3,535.1,195.5,553.5,92.9,835.8,489.0,334.1,987.3,574.0,134.0,559.1,299.8,107.6,429.5,1009.1,462.8,386.0,1215.1,282.1,269.3,305.3,914.4,462.8,0.0,884.3,1000.2,393.3,128.3,330.4,557.0,371.5,352.9,1085.0,149.6,76.4,270.6,258.4,56.8,985.7,380.1,263.8,1416.4,1084.9,263.9,200.4,56.0,318.2,1025.0,66.0,895.9,1188.6,847.8,341.7,387.2,1013.9,321.8,486.0,845.4,906.0,514.8,525.3,186.0,333.1,547.5,881.1,473.0,398.0,74.6,1247.0,974.6,1169.0,816.2,273.4,1006.8,921.3,1327.3,533.8,517.7,980.0,85.2,1140.0,933.6,937.9,534.9,1194.7,944.7,363.3,507.3,1133.7,399.3,254.2,1034.4,138.3,327.4,210.6,1184.8,1156.8,238.9,1127.2,227.9,39.7,924.2,303.8,495.6,898.3,111.1,871.7,877.8,337.7,378.9,475.3,242.7,1184.5,496.4,552.9,932.5,939.2,251.6,321.4,104.0
IT,827.7,1031.6,684.1,608.8,217.9,898.0,852.7,626.2,508.2,1049.9,954.1,358.6,997.3,583.3,201.4,928.1,894.8,752.3,828.4,41.3,888.1,349.6,72.7,300.3,514.6,661.4,536.4,948.7,557.9,818.1,611.2,1005.1,221.5,610.8,986.8,609.0,974.1,115.9,504.3,928.5,243.3,629.5,801.7,625.3,905.2,847.9,807.6,248.7,840.9,867.6,609.0,1057.3,894.4,974.4,352.5,840.9,881.0,0.0,315.8,874.9,838.0,997.3,612.5,925.2,834.5,478.9,786.1,957.5,952.2,928.5,847.5,301.3,960.3,1055.1,1274.5,478.8,1009.6,991.7,915.5,912.6,340.6,837.8,91.0,1069.1,174.5,947.1,703.8,253.5,927.2,864.1,158.0,226.1,468.7,582.3,977.3,938.5,603.0,196.7,553.6,926.6,865.3,640.9,309.9,562.9,142.9,997.1,322.4,160.9,1207.8,614.4,530.5,315.3,969.0,533.9,195.2,222.9,586.6,588.6,187.4,954.1,885.4,527.6,880.9,808.1,342.9,886.0,946.1,1001.9,578.7,550.7,909.0,521.1,898.0,920.9,163.8,857.7,613.9,225.0,785.0,105.2,204.5,947.7,860.5,853.4,988.4,578.4,528.8,608.4,172.1,206.8,1068.6,875.3,836.7
IV,984.1,1057.5,657.6,809.4,418.5,923.9,878.6,761.6,708.8,1075.8,983.6,559.2,1023.2,723.7,341.8,1068.1,920.7,908.7,968.8,300.7,914.0,66.6,272.8,500.9,715.2,716.0,676.8,974.6,698.3,974.5,616.3,1031.0,362.1,751.2,1012.7,749.4,1114.1,285.9,644.7,954.4,328.8,769.9,958.1,765.7,931.1,1004.3,948.0,389.3,981.3,893.5,757.5,1083.2,920.3,1000.3,553.1,981.3,1021.0,328.4,0.0,900.8,994.4,1023.2,752.9,951.1,860.4,679.5,942.5,1097.5,978.1,954.4,1018.3,14.4,986.2,1081.0,1345.5,679.4,1035.5,1017.6,995.2,938.5,28.5,1027.5,276.1,1251.6,375.1,973.0,844.2,371.0,953.1,1004.5,372.7,366.7,609.1,722.7,1003.2,964.4,743.4,199.7,694.0,952.5,1036.1,686.2,316.1,696.6,343.5,1023.0,43.0,301.5,1390.3,754.8,670.9,321.5,990.3,734.5,339.1,279.4,727.0,630.0,328.0,983.6,1025.8,619.2,906.8,834.0,363.4,1042.4,972.0,1027.8,686.2,751.3,934.9,721.7,923.9,1060.9,304.4,883.6,754.3,425.6,941.4,251.9,405.1,973.6,886.4,993.8,1014.3,779.0,669.2,748.8,312.7,347.4,1094.5,901.2,993.1
IY,433.4,388.4,933.1,1079.1,931.0,257.2,211.9,617.3,969.1,409.1,316.9,1071.7,356.5,630.5,854.3,401.4,272.0,405.3,657.3,813.2,247.3,919.7,785.3,1013.4,1008.9,991.5,655.8,325.9,704.3,380.2,891.8,364.3,874.6,637.8,346.0,656.2,447.4,798.4,591.7,287.7,776.1,676.7,425.2,661.8,282.4,402.4,636.5,822.2,669.8,91.3,1033.0,414.1,253.6,351.6,1007.8,669.8,354.3,840.9,885.9,0.0,423.1,356.5,659.7,284.4,58.2,944.3,439.1,430.8,329.4,287.7,351.6,871.4,319.5,414.3,1330.8,973.1,368.8,350.9,328.5,271.8,910.7,360.8,788.6,1223.8,887.6,324.3,594.2,809.0,304.4,693.0,885.2,879.2,617.5,732.3,336.5,315.7,650.2,766.8,680.0,285.8,369.4,961.7,763.4,972.1,856.0,374.3,892.5,814.0,1349.3,740.8,724.7,768.8,323.6,1028.2,851.6,726.7,741.9,905.5,840.5,316.9,714.3,894.7,91.0,167.3,810.7,433.1,323.3,361.1,961.7,1129.1,268.2,982.0,257.2,394.2,816.9,216.9,598.3,938.1,399.7,764.4,917.6,306.9,66.2,682.3,347.6,1085.1,703.4,655.6,825.2,859.9,402.1,234.5,398.8
IZ,10.3,331.8,1056.9,1202.7,811.8,303.8,334.2,435.2,1102.1,334.5,439.2,952.5,406.3,448.4,779.9,162.5,378.1,80.5,488.4,841.1,369.6,954.6,813.2,894.2,1108.5,1115.3,473.7,419.2,495.2,90.5,1015.6,289.7,815.9,455.7,271.4,474.1,208.5,756.4,409.6,410.0,907.9,494.6,55.8,479.7,375.7,35.5,467.6,929.7,500.9,461.9,1202.9,358.0,345.2,381.2,952.5,500.9,115.4,804.9,920.8,469.2,0.0,406.3,477.6,447.4,428.8,1072.8,40.3,191.9,346.5,334.3,61.4,906.3,456.0,339.7,1454.5,1072.7,342.6,276.3,149.9,394.1,945.6,71.1,816.5,1226.7,768.4,417.6,425.3,934.5,397.7,524.1,766.0,826.6,435.4,519.6,261.9,409.0,468.1,801.7,490.9,473.9,43.6,1085.5,895.2,1156.8,736.8,349.3,927.4,841.9,1365.4,551.7,467.8,900.6,179.1,1127.8,854.2,858.5,581.6,1029.3,865.3,439.2,545.4,1018.5,475.2,330.1,942.5,58.8,403.3,286.5,1172.6,1144.6,314.8,1115.0,303.8,155.3,844.8,379.7,416.2,818.9,80.9,792.3,798.4,413.6,454.8,513.4,321.4,1172.3,466.1,473.5,853.1,859.8,327.5,397.3,109.1
