from_stop,AL,AQ,AW,AZ,BB,BP,BS,BX,BZ,CB,CJ,CM,CP,CR,CV,DN,DR,DU,DY,DZ,EF,EN,EO,EQ,EX,FH,FK,FM,FO,FV,FW,FZ,GA,GE,GF,GG,GJ,GO,HM,HN,HO,HP,HQ,HV,IQ,IV,IY,IZ,JA,JD,JM,JR,JS,JU,JX,KB,KD,KH,KO,KZ,LE,LI,LV,MC,ML,MO,MS,MU,NE,NF,NH,NN,OE,OR,OT,OX,PA,PJ,PL,PP,PR,PU,PX,QC,QG,QL,QO,QT,QZ,RF,RP,RQ,RR,RY,SA,SK,SN,SQ,SU,SY,TJ,TS,TW,UM,UN,UV,UW,UX,VB,VD,VM,VY,WD,WF,WH,WJ,WK,WQ,WV,XB,XC,XJ,XS,XV,YB,YC,YE,YK,YV,ZO,ZQ
JA,444.9,265.2,568.2,834.3,333.9,943.0,289.2,202.8,284.6,397.7,881.0,912.0,538.2,970.2,881.5,974.6,688.7,549.6,250.3,150.1,937.3,87.6,874.3,771.8,108.9,813.1,828.6,389.0,934.8,980.9,477.7,955.2,982.7,367.7,937.6,1026.6,1033.3,1073.0,410.8,299.9,283.1,1018.1,924.5,368.5,259.8,939.2,189.8,207.4,0.0,925.6,834.3,110.7,811.0,846.0,880.9,453.2,974.2,608.2,621.3,397.8,274.5,176.1,509.6,1039.0,388.0,925.2,589.6,616.2,634.6,985.1,503.1,975.9,880.1,244.1,16.6,930.4,489.7,985.6,824.0,586.9,1117.9,832.0,158.5,457.2,895.0,562.8,420.1,436.6,688.5,579.0,135.3,637.4,1026.7,939.7,1139.6,492.6,916.7,986.2,968.8,850.7,875.1,492.5,344.0,932.3,497.4,111.1,1006.1,973.3,929.6,409.3,1811.7,978.8,1037.5,978.8,562.9,376.4,1148.3,1067.1,238.3,103.6,282.5,1020.1,681.5,971.3,972.7,900.1,505.2,519.9,955.0,326.2,955.9
JD,842.3,1024.0,734.4,225.5,1129.6,182.5,1048.0,998.5,1040.7,730.9,272.2,49.8,776.8,82.7,237.1,214.1,490.4,681.7,1046.0,884.1,60.1,1025.4,265.5,486.5,976.3,204.3,184.2,849.2,299.0,220.4,786.2,29.5,222.2,1163.4,113.8,266.1,272.8,312.5,744.0,1045.1,1041.9,257.6,47.3,651.2,1018.6,302.0,948.6,966.2,1015.8,0.0,402.7,978.1,202.2,237.2,339.6,913.4,211.6,649.3,787.5,1193.5,740.0,910.1,677.8,260.3,799.7,60.2,755.8,703.9,544.4,332.8,683.8,88.4,271.3,1002.9,1032.5,321.3,790.6,98.1,215.2,674.6,357.4,223.2,892.5,854.6,73.0,669.0,817.5,583.2,542.8,745.2,869.3,684.9,266.2,179.2,379.1,693.5,74.7,98.7,208.3,106.3,266.3,744.0,1139.7,283.1,642.2,978.5,164.1,212.8,340.1,869.5,1911.7,218.3,277.0,97.3,814.4,1172.1,387.8,306.6,997.1,997.5,790.6,259.6,628.8,319.0,212.2,291.8,728.5,712.7,67.5,836.0,195.4
JM,493.8,998.1,385.9,512.9,937.3,252.0,1022.1,806.2,1017.5,628.3,559.6,418.9,441.2,477.1,524.5,217.3,141.9,333.2,853.7,883.0,444.2,833.1,552.9,138.0,784.0,491.7,471.6,550.9,134.7,221.0,437.7,462.1,222.8,971.1,442.7,252.3,249.9,192.1,641.4,903.3,1016.0,243.8,431.4,665.7,992.7,139.1,922.7,940.3,823.5,432.5,0.0,785.8,489.6,524.6,80.8,615.1,234.9,300.8,439.0,1001.2,623.0,909.0,329.3,214.3,451.2,432.1,407.3,355.4,195.9,185.0,335.3,482.8,558.7,977.0,840.2,130.3,442.1,492.5,502.6,326.1,243.6,510.6,891.4,506.1,401.9,320.5,469.0,686.0,194.3,396.7,868.2,336.4,170.3,231.2,265.3,345.0,423.6,493.1,256.9,375.6,553.7,395.5,947.4,570.5,745.0,786.2,513.0,258.4,129.5,571.2,2014.5,241.5,181.1,485.7,465.9,979.8,274.0,192.8,971.2,813.3,541.0,260.2,280.3,171.2,198.6,100.0,380.0,364.2,461.9,586.4,244.0
JR,405.6,303.7,528.9,872.8,294.6,981.5,327.7,163.5,320.4,358.4,919.5,953.3,498.9,1008.7,920.0,978.1,649.4,510.3,211.0,188.6,975.8,138.7,912.8,732.5,1.7,851.6,867.1,349.7,895.5,981.8,438.4,993.7,983.6,328.4,976.1,933.1,1010.7,952.9,371.5,260.6,321.6,924.6,963.0,329.2,298.3,899.9,228.3,245.9,129.1,964.1,795.0,0.0,849.5,884.5,841.6,413.9,1010.6,568.9,582.0,358.5,235.2,214.6,470.3,956.9,348.7,963.7,550.3,576.9,595.3,945.8,463.8,1014.4,918.6,282.6,145.8,891.1,450.4,1024.1,862.5,547.6,1004.4,870.5,197.0,417.9,933.5,523.5,380.8,397.3,649.2,539.7,173.8,598.1,931.1,873.9,1026.1,453.3,955.2,1024.7,1007.3,889.2,913.6,453.2,304.7,970.8,458.1,0.4,1044.6,1011.8,890.3,370.0,1850.2,1002.3,941.9,1023.3,523.6,337.1,1034.8,953.6,276.8,113.1,243.2,1021.0,642.2,932.0,959.4,860.8,465.9,480.6,993.5,286.9,994.4
JS,904.3,909.8,796.4,39.8,971.6,244.5,933.8,950.4,929.2,792.9,69.9,213.5,851.7,271.7,131.6,276.1,552.4,743.7,998.5,769.9,238.8,867.8,63.2,548.5,856.5,18.6,184.5,735.5,361.0,282.4,848.2,256.7,284.2,1050.7,239.1,328.1,334.8,374.5,806.0,930.9,927.7,319.6,226.0,713.2,904.4,364.0,834.4,852.0,858.2,227.1,464.7,858.3,0.0,34.9,401.6,799.7,275.7,711.3,849.5,1035.5,802.0,795.9,739.8,340.5,752.5,226.7,817.8,765.9,606.4,394.8,745.8,277.4,69.0,888.7,864.0,383.3,852.6,287.1,12.9,736.6,419.4,20.9,778.3,916.6,196.5,731.0,879.5,645.2,604.8,807.2,755.1,746.9,328.2,241.2,441.1,755.5,218.2,287.7,270.3,152.2,80.6,806.0,981.7,80.8,704.2,858.7,307.6,274.8,402.1,755.8,1973.7,280.3,339.0,280.3,876.4,1014.1,449.8,368.6,882.9,870.3,722.4,321.6,690.8,381.0,274.2,353.8,790.5,774.7,256.5,699.3,257.4
JU,937.6,943.1,829.7,84.8,1004.9,277.8,967.1,983.7,962.5,826.2,34.9,246.8,885.0,305.0,108.9,309.4,585.7,777.0,1031.8,803.2,272.1,901.1,40.5,581.8,889.8,63.6,161.8,768.8,394.3,315.7,881.5,290.0,317.5,1084.0,272.4,361.4,368.1,407.8,839.3,964.2,961.0,352.9,259.3,746.5,937.7,397.3,867.7,885.3,891.5,260.4,498.0,891.6,44.9,0.0,434.9,833.0,309.0,744.6,882.8,1068.8,835.3,829.2,773.1,373.8,785.8,260.0,851.1,799.2,639.7,428.1,779.1,310.7,34.0,922.0,897.3,416.6,885.9,320.4,31.9,769.9,452.7,23.9,811.6,949.9,229.8,764.3,912.8,678.5,638.1,840.5,788.4,780.2,361.5,274.5,474.4,788.8,251.5,321.0,303.6,185.5,106.9,839.3,1015.0,58.1,737.5,892.0,340.9,308.1,435.4,789.1,2007.0,313.6,372.3,313.6,909.7,1047.4,483.1,401.9,916.2,903.6,755.7,354.9,724.1,414.3,307.5,387.1,823.8,808.0,289.8,732.6,290.7
JX,541.3,1045.6,433.4,441.5,984.8,207.8,1069.6,853.7,1062.3,675.8,478.7,340.8,475.8,412.1,443.6,152.3,189.4,380.7,907.4,930.5,363.3,880.6,472.0,185.5,837.7,410.8,384.5,604.6,90.5,176.8,485.2,381.2,178.6,1024.8,364.9,171.4,169.0,147.9,688.9,950.8,1063.5,162.9,350.5,673.1,1040.2,58.2,976.4,987.8,871.0,345.4,101.7,833.3,408.7,443.7,0.0,662.6,156.3,354.5,486.5,1048.7,670.5,956.5,376.8,151.9,504.9,351.2,454.8,402.9,243.4,111.7,382.8,401.9,477.8,1024.5,887.7,86.1,489.6,411.6,421.7,373.6,199.4,429.7,938.9,553.6,321.0,368.0,516.5,605.1,241.8,444.2,915.7,383.9,89.4,150.3,221.1,392.5,336.5,412.2,212.7,292.8,472.8,449.2,994.9,489.6,664.1,833.7,432.1,204.4,85.3,618.7,1933.6,184.1,100.2,404.6,513.4,1027.3,229.8,148.6,1013.2,852.7,588.5,216.0,327.8,97.9,117.7,55.8,427.5,417.9,381.0,633.9,199.8
KB,206.0,617.3,329.3,785.9,556.5,813.2,641.3,425.4,636.7,247.5,832.6,863.6,299.3,921.8,833.1,778.5,449.8,310.7,472.9,502.2,888.9,452.3,825.9,532.9,403.2,764.7,780.2,108.1,695.9,782.2,238.8,906.8,784.0,590.3,889.2,813.5,811.1,753.3,260.6,522.5,635.2,805.0,876.1,284.9,611.9,700.3,541.9,559.5,442.7,877.2,595.4,405.0,762.6,797.6,642.0,0.0,796.1,369.3,382.4,620.4,242.2,528.2,270.7,775.5,149.1,876.8,350.7,377.3,395.7,746.2,264.2,927.5,831.7,596.2,459.4,691.5,250.8,937.2,775.6,348.0,804.8,783.6,510.6,218.3,846.6,323.9,181.2,353.0,449.6,340.1,487.4,398.5,731.5,792.4,826.5,253.7,868.3,937.8,818.1,802.3,826.7,253.6,566.6,883.9,413.8,405.4,957.7,819.6,690.7,42.3,2003.2,802.7,742.3,930.4,324.0,599.0,835.2,754.0,590.4,432.5,160.2,821.4,442.6,732.4,759.8,661.2,266.3,281.0,906.6,181.9,805.2
KD,692.5,1124.5,584.6,338.9,1063.7,61.9,1148.5,932.6,1141.2,665.0,376.1,238.2,627.0,309.5,341.0,69.6,340.6,531.9,980.1,1009.4,260.7,959.5,369.4,336.7,912.5,308.2,288.1,749.6,154.5,75.9,636.4,278.6,77.7,1097.5,262.3,92.9,101.3,168.0,678.1,1029.7,1142.4,84.4,247.9,585.3,1119.1,157.5,1051.2,1066.7,949.9,249.0,252.9,912.2,306.1,341.1,144.9,813.8,0.0,499.5,637.7,1129.7,674.1,1035.4,528.0,115.8,649.9,248.6,606.0,554.1,394.6,188.3,534.0,299.3,375.2,1105.5,966.6,176.8,640.8,309.0,319.1,524.8,212.9,324.8,1017.8,704.8,218.4,519.2,667.7,517.3,393.0,595.4,994.6,535.1,77.7,60.0,234.6,543.7,240.1,309.6,66.8,190.2,370.2,594.2,1073.8,387.0,576.3,912.6,329.5,50.3,195.6,769.9,1845.8,73.8,88.5,305.9,664.6,1106.2,243.3,162.1,1092.1,931.6,724.7,115.1,479.0,174.5,23.7,147.3,578.7,562.9,278.4,770.1,53.9
KH,267.9,772.2,119.3,770.7,711.4,509.8,796.2,580.3,788.9,402.4,817.4,676.7,280.1,734.9,782.3,475.1,146.4,66.6,627.8,657.1,702.0,607.2,810.7,229.5,558.1,749.5,729.4,325.0,392.5,478.8,245.8,719.9,480.6,745.2,700.5,510.1,507.7,449.9,415.5,677.4,790.1,501.6,689.2,439.8,766.8,396.9,696.8,714.4,597.6,690.3,292.0,559.9,747.4,782.4,344.8,389.2,492.7,0.0,172.4,775.3,397.1,683.1,168.2,472.1,225.3,689.9,140.7,88.8,92.3,442.8,174.2,740.6,816.5,751.1,614.3,388.1,175.5,750.3,760.4,59.5,501.4,768.4,665.5,280.2,659.7,53.9,243.1,507.9,146.2,130.1,642.3,69.8,428.1,489.0,523.1,183.9,681.4,750.9,514.7,633.4,811.5,234.4,721.5,828.3,568.7,560.3,770.8,516.2,387.3,345.3,2158.1,499.3,438.9,749.5,304.8,753.9,531.8,450.6,745.3,579.3,315.1,518.0,103.6,429.0,456.4,357.8,113.4,97.6,719.7,360.5,501.8
KO,268.1,772.4,39.7,896.0,711.6,635.1,796.4,580.5,791.8,402.6,942.7,802.0,306.5,860.2,1006.2,600.4,271.7,80.9,628.0,657.3,827.3,607.4,936.0,354.8,558.3,874.8,953.3,325.2,517.8,604.1,246.0,845.2,605.9,745.4,825.8,635.4,633.0,575.2,415.7,677.6,790.3,626.9,814.5,440.0,767.0,522.2,697.0,714.6,597.8,815.6,417.3,560.1,872.7,907.7,463.9,389.4,618.0,139.5,0.0,775.5,397.3,683.3,277.9,597.4,225.5,815.2,21.2,147.5,217.6,568.1,271.4,865.9,941.8,751.3,614.5,513.4,175.7,875.6,885.7,118.2,626.7,893.7,665.7,280.4,785.0,94.1,243.3,508.1,271.5,30.3,642.5,168.7,553.4,614.3,648.4,260.9,806.7,876.2,640.0,758.7,936.8,260.8,721.7,1057.0,568.9,560.5,896.1,641.5,512.6,345.5,2158.3,624.6,564.2,868.8,331.2,754.1,657.1,575.9,745.5,587.6,315.3,643.3,228.9,554.3,581.7,483.1,113.6,97.8,845.0,360.7,627.1
KZ,590.9,413.0,714.2,1037.0,133.5,1145.7,437.0,251.9,408.2,543.7,1083.7,1114.7,684.2,1188.8,1084.2,1163.4,834.7,695.6,206.1,391.9,1140.0,395.7,1077.0,917.8,346.6,1015.8,1031.3,535.0,1080.8,1167.1,623.7,1157.9,1168.9,258.3,1138.2,1118.4,1196.0,1138.2,556.8,150.2,406.7,1109.9,1127.2,514.5,407.6,1085.2,389.3,312.7,386.1,1128.3,980.3,348.4,1013.7,1048.7,1033.1,599.2,1181.0,754.2,767.3,0.0,420.5,385.6,655.6,1160.4,534.0,1127.9,735.6,762.2,780.6,1131.1,649.1,1178.6,1082.8,352.0,402.8,1076.4,635.7,1188.3,1026.7,732.9,1189.7,1034.7,431.8,603.2,1097.7,708.8,566.1,582.6,834.5,725.0,430.8,783.4,1116.4,1059.2,1211.4,638.6,1119.4,1188.9,1171.5,1051.5,1077.8,638.5,143.6,1135.0,643.4,348.8,1208.8,1204.5,1075.6,555.3,2014.4,1187.6,1127.2,1187.5,708.9,19.9,1220.1,1138.9,352.1,370.1,428.5,1206.3,827.5,1117.3,1144.7,1046.1,651.2,665.9,1157.7,472.2,1158.6
LE,225.6,450.3,348.9,776.5,389.5,753.6,474.3,258.4,469.7,132.7,823.2,753.0,318.9,811.2,823.7,798.1,469.4,330.3,305.9,335.2,778.3,285.3,816.5,552.5,236.2,755.3,770.8,169.7,715.5,801.8,258.4,796.2,803.6,423.3,776.8,697.8,749.2,772.9,145.8,355.5,468.2,689.3,765.5,93.9,444.9,719.9,374.9,392.5,275.7,766.6,615.0,238.0,753.2,788.2,661.6,233.9,691.6,388.9,402.0,453.4,0.0,361.2,290.3,795.1,168.7,766.2,370.3,396.9,415.3,765.8,283.8,816.9,822.3,429.2,292.4,711.1,270.4,826.6,766.2,367.6,824.4,774.2,343.6,237.9,736.0,343.5,200.8,162.0,469.2,359.7,320.4,418.1,751.1,638.6,846.1,273.3,757.7,827.2,758.5,709.7,817.3,273.2,399.6,874.5,222.8,238.4,847.1,742.0,710.3,190.0,1812.2,822.3,761.9,819.8,343.6,432.0,854.8,773.6,423.4,265.5,63.2,841.0,462.2,752.0,671.6,680.8,285.9,300.6,796.0,106.9,745.6
LI,522.6,157.6,645.9,824.0,321.2,932.7,181.6,280.5,177.0,475.4,870.7,901.7,615.9,959.9,871.2,964.3,766.4,627.3,328.0,48.1,927.0,197.9,864.0,849.5,186.6,802.8,818.3,466.7,1012.5,970.6,555.4,944.9,972.4,445.4,927.3,1016.3,1023.0,1062.7,488.5,280.5,175.5,1007.8,914.2,446.2,152.2,1016.9,82.2,99.8,188.3,915.3,912.0,188.4,800.7,835.7,958.6,530.9,963.9,685.9,699.0,385.1,352.2,0.0,587.3,1028.7,465.7,914.9,667.3,693.9,712.3,1062.8,580.8,965.6,869.8,136.5,194.1,1008.1,567.4,975.3,813.7,664.6,1107.6,821.7,88.0,534.9,884.7,640.5,497.8,514.3,766.2,656.7,92.8,715.1,1016.4,929.4,1129.3,570.3,906.4,975.9,958.5,840.4,864.8,570.2,331.3,922.0,575.1,188.8,995.8,963.0,1007.3,487.0,1801.4,968.5,1027.2,968.5,640.6,363.7,1138.0,1056.8,130.7,200.4,360.2,1009.8,759.2,1049.0,962.4,977.8,582.9,597.6,944.7,403.9,945.6
LV,164.4,668.7,212.8,803.3,607.9,542.4,692.7,476.8,688.1,298.9,850.0,709.3,111.8,767.5,902.5,507.7,179.0,194.2,524.3,553.6,734.6,503.7,843.3,262.1,454.6,782.1,849.6,221.5,425.1,511.4,108.3,752.5,513.2,641.7,733.1,542.7,540.3,482.5,312.0,573.9,686.6,534.2,721.8,336.3,663.3,429.5,593.3,610.9,494.1,722.9,324.6,456.4,780.0,815.0,371.2,285.7,525.3,192.3,265.9,671.8,293.6,579.6,0.0,504.7,121.8,722.5,234.2,246.9,124.9,475.4,5.9,773.2,849.1,647.6,510.8,420.7,134.3,782.9,793.0,217.6,534.0,801.0,562.0,176.7,692.3,207.4,139.6,404.4,178.8,223.6,538.8,227.9,460.7,521.6,555.7,15.6,714.0,783.5,547.3,666.0,844.1,66.1,618.0,953.3,465.2,456.8,803.4,548.8,419.9,241.8,2054.6,531.9,471.5,776.1,136.5,650.4,564.4,483.2,641.8,483.9,211.6,550.6,171.8,461.6,489.0,390.4,149.8,164.5,752.3,257.0,534.4
MC,684.9,1189.2,577.0,415.8,1128.4,138.8,1213.2,997.3,1205.9,756.3,453.0,315.1,619.4,386.4,417.9,104.1,333.0,524.3,1044.8,1074.1,337.6,1024.2,416.4,329.1,945.2,385.1,365.0,712.1,141.6,107.8,628.8,355.5,109.6,1162.2,339.2,219.1,162.8,155.1,769.4,1094.4,1207.1,210.6,324.8,676.6,1183.8,144.6,1113.8,1131.4,1014.6,296.0,245.3,976.9,383.0,418.0,186.7,806.2,124.0,491.9,630.1,1192.3,765.4,1100.1,520.4,0.0,642.3,325.5,598.4,546.5,387.0,175.4,526.4,376.2,452.1,1168.1,1031.3,163.9,633.2,385.9,396.0,517.2,200.0,404.0,1082.5,697.2,295.3,511.6,660.1,608.6,385.4,587.8,1059.3,527.5,182.2,186.2,221.7,536.1,317.0,386.5,143.7,267.1,447.1,586.6,1138.5,463.9,667.6,977.3,406.4,145.2,182.7,762.3,1937.1,128.3,193.0,355.2,657.0,1170.9,230.4,149.2,1156.8,996.3,732.1,147.0,471.4,161.6,149.9,134.4,571.1,555.3,355.3,777.5,130.8
ML,56.8,546.8,180.1,733.4,486.0,664.0,570.8,354.9,563.5,177.0,780.1,811.1,137.2,885.2,780.6,629.3,300.6,161.5,402.4,431.7,836.4,381.8,773.4,383.7,332.7,712.2,727.7,99.6,546.7,633.0,89.6,854.3,634.8,519.8,834.6,664.3,661.9,604.1,190.1,452.0,564.7,655.8,823.6,214.4,541.4,551.1,471.4,489.0,372.2,824.7,446.2,334.5,710.1,745.1,499.0,163.8,649.2,220.1,233.2,549.9,171.7,457.7,121.5,608.1,0.0,824.3,201.5,228.1,246.5,597.0,115.0,875.0,779.2,525.7,388.9,542.3,101.6,884.7,723.1,198.8,655.6,731.1,440.1,69.1,794.1,174.7,32.0,282.5,300.4,190.9,416.9,249.3,582.3,643.2,677.3,104.5,815.8,885.3,668.9,747.9,774.2,104.4,496.1,831.4,343.3,334.9,905.2,670.4,541.5,119.9,1932.7,653.5,593.1,883.9,174.8,528.5,686.0,604.8,514.4,353.9,89.7,672.2,293.4,583.2,610.6,512.0,117.1,131.8,854.1,135.1,656.0
MO,836.0,1017.7,728.1,219.2,1123.3,176.2,1041.7,992.2,1037.1,724.6,265.9,15.5,783.4,69.5,230.8,207.8,484.1,675.4,1039.7,877.8,86.0,1019.1,259.2,480.2,970.0,198.0,177.9,842.9,292.7,214.1,779.9,103.9,215.9,1157.1,119.7,259.8,266.5,306.2,737.7,1038.8,1035.6,251.3,73.2,644.9,1012.3,295.7,942.3,959.9,1009.5,74.3,396.4,971.8,195.9,230.9,333.3,907.1,207.4,643.0,781.2,1187.2,733.7,903.8,671.5,272.2,793.4,0.0,749.5,697.6,538.1,326.5,677.5,71.3,265.0,996.6,1026.2,315.0,784.3,69.6,208.9,668.3,351.1,216.9,886.2,848.3,66.7,662.7,811.2,576.9,536.5,738.9,863.0,678.6,259.9,172.9,372.8,687.2,64.1,69.3,202.0,101.9,260.0,737.7,1133.4,276.8,635.9,972.2,120.6,206.5,333.8,863.2,1905.4,212.0,270.7,74.2,808.1,1165.8,381.5,300.3,990.8,999.3,784.3,253.3,622.5,312.7,205.9,285.5,722.2,706.4,56.1,829.7,189.1
MS,246.8,751.1,18.4,874.7,690.3,613.8,775.1,559.2,770.5,381.3,921.4,780.7,285.2,838.9,984.9,579.1,250.4,59.6,606.7,636.0,806.0,586.1,914.7,333.5,537.0,853.5,932.0,303.9,496.5,582.8,224.7,823.9,584.6,724.1,804.5,614.1,611.7,553.9,394.4,656.3,769.0,605.6,793.2,418.7,745.7,500.9,675.7,693.3,576.5,794.3,396.0,538.8,851.4,886.4,442.6,368.1,596.7,118.2,31.6,754.2,376.0,662.0,256.6,576.1,204.2,793.9,0.0,126.2,196.3,546.8,250.1,844.6,920.5,730.0,593.2,492.1,154.4,854.3,864.4,96.9,605.4,872.4,644.4,259.1,763.7,72.8,222.0,486.8,250.2,9.1,621.2,147.4,532.1,593.0,627.1,239.6,785.4,854.9,618.7,737.4,915.5,239.5,700.4,1035.7,547.6,539.2,874.8,620.2,491.3,324.2,2137.0,603.3,542.9,847.5,309.9,732.8,635.8,554.6,724.2,566.3,294.0,622.0,207.6,533.0,560.4,461.8,92.3,76.5,823.7,339.4,605.8
MU,265.5,769.8,116.9,814.9,709.0,554.0,793.8,577.9,789.2,400.0,861.6,720.9,303.9,779.1,826.5,519.3,190.6,64.2,625.4,654.7,746.2,604.8,854.9,273.7,555.7,793.7,773.6,322.6,436.7,523.0,243.4,764.1,524.8,742.8,744.7,554.3,551.9,494.1,413.1,675.0,787.7,545.8,733.4,437.4,764.4,441.1,694.4,712.0,595.2,734.5,336.2,557.5,791.6,826.6,382.8,386.8,536.9,58.4,170.0,772.9,394.7,680.7,212.4,516.3,222.9,734.1,138.3,0.0,136.5,487.0,218.4,784.8,860.7,748.7,611.9,432.3,173.1,794.5,804.6,20.0,545.6,812.6,663.1,277.8,703.9,51.5,240.7,505.5,190.4,127.7,639.9,87.6,472.3,533.2,567.3,228.1,725.6,795.1,558.9,677.6,855.7,258.2,719.1,872.5,566.3,557.9,815.0,560.4,431.5,342.9,2155.7,543.5,483.1,787.7,328.6,751.5,576.0,494.8,742.9,585.0,312.7,562.2,147.8,473.2,500.6,402.0,111.0,95.2,763.9,358.1,546.0
NE,297.8,802.1,189.9,678.3,741.3,417.4,826.1,610.2,821.5,432.3,725.0,584.3,245.2,642.5,689.9,382.7,54.0,137.2,657.7,687.0,609.6,637.1,718.3,137.1,588.0,657.1,637.0,354.9,300.1,386.4,241.7,627.5,388.2,775.1,608.1,417.7,415.3,357.5,445.4,707.3,820.0,409.2,596.8,469.7,796.7,304.5,726.7,744.3,627.5,597.9,199.6,589.8,655.0,690.0,246.2,419.1,400.3,104.8,243.0,805.2,427.0,713.0,133.3,379.7,255.2,597.5,211.3,159.4,0.0,350.4,139.3,648.2,724.1,781.0,644.2,295.7,246.1,657.9,668.0,130.1,409.0,676.0,695.4,310.1,567.3,124.5,273.0,537.8,53.8,200.7,672.2,140.4,335.7,396.6,430.7,149.0,589.0,658.5,422.3,541.0,719.1,199.5,751.4,735.9,598.6,590.2,678.4,423.8,294.9,375.2,2179.9,406.9,346.5,651.1,269.9,783.8,439.4,358.2,775.2,617.3,345.0,425.6,84.3,336.6,364.0,265.4,184.0,168.2,627.3,390.4,409.4
NF,629.0,1133.3,521.1,454.8,1072.5,187.3,1157.3,941.4,1152.7,763.5,501.5,360.8,576.4,419.0,466.4,152.6,277.1,468.4,988.9,1018.2,386.1,968.3,494.8,273.2,919.2,433.6,413.5,686.1,106.5,156.3,572.9,404.0,158.1,1106.3,384.6,247.2,211.3,127.4,776.6,1038.5,1151.2,238.7,373.3,725.1,1127.9,39.3,1057.9,1075.5,958.7,374.4,189.4,921.0,431.5,466.5,87.6,750.3,174.6,436.0,574.2,1136.4,758.2,1044.2,464.5,149.6,586.4,374.0,542.5,490.6,331.1,0.0,470.5,424.7,500.6,1112.2,975.4,128.8,577.3,434.4,444.5,461.3,178.9,452.5,1026.6,641.3,343.8,455.7,604.2,657.1,329.5,531.9,1003.4,471.6,165.2,226.1,200.6,480.2,365.5,435.0,192.2,317.5,495.6,530.7,1082.6,512.4,716.1,921.4,454.9,193.7,147.6,706.4,1985.6,176.8,176.0,427.6,601.1,1115.0,209.3,128.1,1106.4,948.5,676.2,195.5,415.5,12.0,193.5,99.3,515.2,499.4,403.8,721.6,179.3
NH,158.4,662.7,206.8,849.3,601.9,548.9,686.7,470.8,682.1,292.9,896.0,715.8,105.8,774.0,896.5,514.2,185.5,188.2,518.3,547.6,741.1,497.7,889.3,268.6,448.6,828.1,843.6,215.5,431.6,517.9,102.3,759.0,519.7,635.7,739.6,549.2,546.8,489.0,306.0,567.9,680.6,540.7,728.3,330.3,657.3,436.0,587.3,604.9,488.1,729.4,331.1,450.4,826.0,861.0,377.7,279.7,531.8,198.8,259.9,665.8,287.6,573.6,6.4,511.2,115.8,729.0,228.2,253.4,131.4,481.9,0.0,779.7,895.1,641.6,504.8,427.2,128.3,789.4,839.0,224.1,540.5,847.0,556.0,170.7,698.8,201.4,133.6,398.4,185.3,217.6,532.8,234.4,467.2,528.1,562.2,9.6,720.5,790.0,553.8,672.5,890.1,60.1,612.0,947.3,459.2,450.8,809.9,555.3,426.4,235.8,2048.6,538.4,478.0,782.6,130.5,644.4,570.9,489.7,635.8,477.9,205.6,557.1,178.3,468.1,495.5,396.9,143.8,158.5,758.8,251.0,540.9
NN,899.1,1080.8,791.2,282.3,1186.4,239.3,1104.8,1055.3,1100.2,787.7,329.0,92.8,846.5,1.8,293.9,270.9,547.2,738.5,1102.8,940.9,126.6,1082.2,322.3,543.3,1033.1,261.1,241.0,906.0,355.8,277.2,843.0,136.4,279.0,1220.2,167.3,322.9,329.6,369.3,800.8,1101.9,1098.7,314.4,113.8,708.0,1075.4,358.8,1005.4,1023.0,1072.6,99.3,459.5,1034.9,259.0,294.0,396.4,970.2,270.5,706.1,844.3,1250.3,796.8,966.9,734.6,335.3,856.5,77.2,812.6,760.7,601.2,389.6,740.6,0.0,328.1,1059.7,1089.3,378.1,847.4,1.7,272.0,731.4,414.2,280.0,949.3,911.4,126.5,725.8,874.3,640.0,599.6,802.0,926.1,741.7,323.0,236.0,435.9,750.3,87.7,72.1,265.1,165.0,323.1,800.8,1196.5,339.9,699.0,1035.3,89.9,269.6,396.9,926.3,1968.5,275.1,333.8,2.8,871.2,1228.9,444.6,363.4,1053.9,1062.4,847.4,316.4,685.6,375.8,269.0,348.6,785.3,769.5,30.8,892.8,252.2
OE,971.7,977.2,863.8,118.9,1039.0,311.9,1001.2,1017.8,996.6,860.3,30.7,280.9,919.1,339.1,111.0,343.5,619.8,811.1,1065.9,837.3,306.2,935.2,74.6,615.9,923.9,97.7,163.9,802.9,428.4,349.8,915.6,324.1,351.6,1118.1,306.5,395.5,402.2,441.9,873.4,998.3,995.1,387.0,293.4,780.6,971.8,431.4,901.8,919.4,925.6,294.5,532.1,925.7,79.0,34.0,469.0,867.1,343.1,778.7,916.9,1102.9,869.4,863.3,807.2,407.9,819.9,294.1,885.2,833.3,673.8,462.2,813.2,344.8,0.0,956.1,931.4,450.7,920.0,354.5,66.0,804.0,486.8,58.0,845.7,984.0,263.9,798.4,946.9,712.6,672.2,874.6,822.5,814.3,395.6,308.6,508.5,822.9,285.6,355.1,337.7,219.6,109.0,873.4,1049.1,60.2,771.6,926.1,375.0,342.2,469.5,823.2,2041.1,347.7,406.4,347.7,943.8,1081.5,517.2,436.0,950.3,937.7,789.8,389.0,758.2,448.4,341.6,421.2,857.9,842.1,323.9,766.7,324.8
