from_stop,AD,AE,AH,BB,BC,BD,BH,BK,BQ,BV,CA,CF,CL,CR,DI,DL,DP,DU,DV,EL,EQ,FA,FJ,FN,FP,FU,FX,GP,GQ,GS,GU,HH,IB,IJ,IM,IQ,IR,IY,JH,JM,JO,JQ,JT,JV,JZ,KH,KP,KV,KX,KY,LC,LD,LF,LK,LW,ME,MW,MY,ND,NM,NN,NU,NW,NY,OB,OQ,PF,PG,PH,PM,PN,PZ,QA,QB,QK,QV,RB,RH,RW,SE,SG,SK,SM,SN,ST,SV,TB,TE,TG,TN,TO,UC,UD,UF,UN,UW,VC,VK,VT,VV,WQ,WR,WT,WV,WY,XC,XF,XI,XR,XV,XY,YC,YD,YE,YG,YY,ZF,ZO,ZY
ME,812.3,292.7,834.9,457.3,515.9,191.3,849.6,667.5,539.5,848.6,497.6,865.7,721.1,418.2,169.0,720.8,199.4,99.1,804.7,682.6,684.1,170.9,666.3,761.2,140.4,598.3,642.9,362.2,174.6,30.6,471.6,729.1,598.4,345.8,373.7,40.0,219.8,841.8,252.1,701.0,761.1,517.8,213.9,287.7,919.0,85.9,177.4,827.0,79.8,858.9,127.3,173.3,832.8,24.4,620.1,0.0,824.6,553.6,719.6,193.5,123.9,509.5,522.5,369.1,742.3,803.3,675.6,874.1,446.1,673.7,424.5,487.2,169.9,377.4,220.3,622.1,545.0,106.8,463.3,746.3,236.7,308.7,612.1,155.9,729.2,443.3,402.6,162.8,560.6,548.6,681.9,298.5,323.0,275.3,10.0,842.0,247.8,110.5,793.8,837.0,345.8,781.3,578.1,349.0,695.6,760.2,328.8,397.9,827.5,2183.9,646.8,177.1,797.4,47.4,459.2,738.1,90.5,40.4,865.9
MW,743.2,551.7,765.8,569.1,404.2,977.9,780.5,234.8,651.3,779.5,609.4,796.6,236.8,425.5,691.4,107.9,661.0,872.8,735.6,613.5,199.8,957.5,597.2,649.5,927.0,275.0,573.8,517.8,685.8,846.6,718.8,617.4,529.3,884.6,529.3,833.2,1006.4,772.7,598.3,631.9,649.4,629.6,687.2,821.0,195.6,774.7,964.0,757.9,873.0,789.8,733.1,734.6,763.7,865.7,551.0,849.8,0.0,484.5,607.9,666.9,744.0,621.3,453.4,739.0,673.2,734.2,563.9,805.0,557.9,604.6,419.2,418.1,956.5,730.7,693.6,298.8,474.1,752.6,575.1,634.6,1023.3,800.0,310.4,764.3,617.5,690.5,694.8,949.4,770.9,660.4,570.2,810.2,861.8,833.4,839.8,772.9,860.3,897.1,724.7,767.9,884.6,712.2,509.0,641.2,583.9,648.5,515.9,871.3,758.4,2285.3,577.7,741.3,728.3,812.5,416.9,626.4,787.5,819.4,142.5
MY,379.0,257.3,401.6,274.7,172.4,683.5,416.3,324.0,356.9,415.3,315.0,432.4,377.6,131.1,397.0,377.3,366.6,578.4,371.4,249.3,340.6,663.1,233.0,417.7,632.6,254.8,122.3,223.4,391.4,552.2,424.4,385.6,165.1,590.2,234.9,538.8,712.0,408.5,303.9,267.7,417.6,335.2,392.8,526.6,575.5,480.3,669.6,393.7,578.6,425.6,438.7,440.2,399.5,571.3,186.8,555.4,481.1,0.0,376.1,372.5,449.6,326.9,89.2,444.6,309.0,370.0,332.1,440.8,263.5,240.4,124.8,66.8,662.1,436.3,399.2,278.6,109.9,458.2,280.7,402.8,728.9,505.6,268.6,469.9,385.7,396.1,400.4,655.0,476.5,366.0,338.4,515.8,567.4,539.0,545.4,408.7,565.9,602.7,360.5,403.7,590.2,348.0,144.8,346.8,352.1,416.7,221.5,576.9,394.2,1921.1,213.5,446.9,364.1,518.1,122.5,394.6,493.1,525.0,522.4
ND,612.0,420.5,634.6,437.9,230.4,846.7,649.3,444.6,520.1,646.6,478.2,665.4,498.2,294.3,560.2,497.9,529.8,741.6,604.4,482.3,461.2,826.3,466.0,475.7,795.8,375.4,442.6,386.6,554.6,715.4,587.6,312.2,398.1,753.4,398.1,702.0,875.2,641.5,467.1,500.7,475.6,498.4,556.0,689.8,696.1,643.5,832.8,626.7,741.8,658.6,601.9,603.4,632.5,734.5,419.8,718.6,601.7,353.3,0.0,535.7,612.8,490.1,322.2,607.8,542.0,603.0,390.1,673.8,426.7,473.4,287.9,286.9,825.3,599.5,562.4,399.2,344.7,621.4,443.9,460.8,892.1,668.8,389.2,633.1,443.7,559.3,563.6,818.2,639.7,529.2,396.4,679.0,730.6,702.2,708.6,641.7,729.1,765.9,593.5,636.7,753.4,581.0,377.8,510.0,410.1,474.7,384.7,740.1,627.2,2154.1,446.5,610.1,597.1,681.3,285.7,452.6,656.3,688.2,643.0
NM,618.7,99.1,641.3,263.7,322.3,310.9,656.0,473.9,345.9,655.0,304.0,672.1,527.5,224.6,24.4,527.2,5.8,205.8,611.1,489.0,490.5,290.5,472.7,567.6,260.0,404.7,449.3,168.6,18.8,179.6,278.0,535.5,404.8,472.0,180.1,166.2,339.4,648.2,58.5,507.4,567.5,324.2,20.2,413.9,725.4,107.7,297.0,633.4,206.0,665.3,66.1,67.6,639.2,198.7,426.5,182.8,631.0,360.0,526.0,0.0,77.0,315.9,328.9,433.6,548.7,609.7,482.0,680.5,252.5,480.1,230.9,293.6,289.5,425.3,26.6,428.5,349.6,104.8,269.7,552.7,356.3,434.9,418.5,97.3,535.6,249.7,209.0,282.4,465.5,355.0,488.3,424.7,449.2,401.5,172.8,648.4,374.0,230.1,600.2,643.4,472.0,587.7,384.5,155.4,502.0,566.6,135.2,524.1,633.9,1990.3,453.2,74.3,603.8,145.5,265.6,544.5,120.5,152.4,672.3
NN,704.8,185.2,727.4,349.8,408.4,272.1,742.1,560.0,432.0,739.4,390.1,758.2,613.6,310.7,61.5,613.3,91.9,128.7,697.2,575.1,576.6,251.7,558.8,653.7,221.2,490.8,535.4,254.7,67.1,102.5,364.1,621.6,490.9,426.6,266.2,120.8,300.6,734.3,144.6,593.5,653.6,410.3,106.4,368.5,811.5,62.3,258.2,719.5,160.6,751.4,20.7,65.8,725.3,121.6,512.6,137.4,717.1,446.1,612.1,86.0,0.0,402.0,415.0,449.9,634.8,695.8,568.1,766.6,338.6,566.2,317.0,379.7,250.7,458.2,112.8,514.6,437.5,8.5,355.8,638.8,317.5,389.5,504.6,183.5,621.7,335.8,295.1,243.6,551.6,441.1,574.4,379.3,403.8,356.1,127.4,734.5,328.6,191.3,686.3,729.5,426.6,673.8,470.6,241.5,588.1,652.7,221.3,478.7,720.0,2076.4,539.3,160.5,689.9,100.1,351.7,630.6,43.4,107.0,758.4
NU,560.3,207.9,582.9,68.0,263.9,615.7,597.6,415.5,30.0,594.9,116.0,613.7,469.1,166.2,347.6,468.8,317.2,529.0,552.7,430.6,432.1,660.5,414.3,509.2,630.0,346.3,390.9,174.0,342.0,502.8,375.0,477.1,346.4,383.5,185.5,553.8,709.4,589.8,254.5,449.0,509.1,128.5,343.4,319.9,667.0,430.9,667.0,575.0,578.7,606.9,389.3,390.8,580.8,521.9,368.1,506.0,572.6,301.6,467.6,323.1,400.2,0.0,270.5,237.9,490.3,551.3,423.6,622.1,64.5,421.7,172.5,235.2,668.8,229.6,349.8,370.1,293.0,408.8,123.2,494.3,735.6,298.9,360.1,420.5,477.2,346.7,351.0,581.9,269.8,159.3,429.9,309.1,360.7,332.3,496.0,590.0,359.2,609.4,541.8,585.0,383.5,529.3,326.1,297.4,443.6,508.2,172.1,370.2,575.5,1995.9,394.8,397.5,545.4,468.7,207.2,486.1,443.7,475.6,613.9
NW,289.7,225.5,312.3,242.9,140.6,651.7,327.0,292.2,325.1,324.3,283.2,343.1,345.8,99.3,365.2,345.5,334.8,546.6,282.1,160.0,308.8,631.3,143.7,385.9,600.8,223.0,157.8,191.6,359.6,520.4,392.6,353.8,75.8,558.4,203.1,507.0,680.2,319.2,272.1,178.4,385.8,303.4,361.0,494.8,543.7,448.5,637.8,304.4,546.8,336.3,406.9,408.4,310.2,539.5,97.5,523.6,449.3,68.5,344.3,340.7,417.8,295.1,0.0,412.8,219.7,280.7,300.3,351.5,231.7,151.1,92.9,35.0,630.3,404.5,367.4,246.8,22.8,426.4,248.9,371.0,697.1,473.8,236.8,438.1,353.9,364.3,368.6,623.2,444.7,334.2,306.6,484.0,535.6,507.2,513.6,319.4,534.1,570.9,271.2,314.4,558.4,258.7,55.5,315.0,320.3,384.9,189.7,545.1,304.9,1831.8,124.6,415.1,274.8,486.3,90.7,362.8,461.3,493.2,490.6
NY,710.9,358.5,733.5,168.4,414.5,377.7,748.2,566.1,280.8,747.2,266.6,764.3,619.7,316.8,458.3,619.4,488.7,465.1,703.3,581.2,582.7,422.5,564.9,659.8,392.0,496.9,541.5,324.6,463.9,396.6,525.6,627.7,497.0,145.5,336.1,315.8,471.4,740.4,405.1,599.6,659.7,227.1,503.2,81.9,817.6,375.2,429.0,725.6,340.7,757.5,416.6,462.6,731.4,390.4,518.7,365.9,723.2,452.2,618.2,482.8,448.4,250.8,421.1,0.0,640.9,701.9,574.2,772.7,215.1,572.3,323.1,385.8,430.8,8.2,509.6,520.7,441.8,472.8,273.8,644.9,497.6,60.9,510.7,444.2,627.8,497.3,501.6,343.9,191.4,179.6,580.5,71.1,122.7,94.3,355.9,740.6,121.2,371.4,692.4,735.6,145.5,679.9,476.7,448.0,594.2,658.8,322.7,132.2,726.1,2146.5,545.4,465.4,696.0,336.7,357.8,636.7,456.5,329.7,764.5
OB,100.2,430.8,190.3,448.2,345.9,857.0,137.5,497.5,530.4,199.8,488.5,216.9,551.1,304.6,570.5,550.8,540.1,751.9,92.6,142.1,514.1,836.6,299.7,591.2,806.1,428.3,363.1,396.9,564.9,725.7,597.9,559.1,231.8,763.7,408.4,712.3,885.5,193.0,477.4,56.4,591.1,508.7,566.3,700.1,749.0,653.8,843.1,178.2,752.1,210.1,612.2,613.7,120.7,744.8,153.8,728.9,654.6,273.8,549.6,546.0,623.1,500.4,205.2,618.1,0.0,154.5,505.6,225.3,437.0,179.4,298.2,240.3,835.6,609.8,572.7,452.1,226.3,650.9,454.2,576.3,902.4,679.1,442.1,643.4,559.2,569.6,573.9,828.5,650.0,539.5,511.9,689.3,740.9,712.5,718.9,193.2,739.4,776.2,63.7,188.2,763.7,37.7,251.5,520.3,525.6,590.2,395.0,750.4,178.7,1705.6,329.9,620.4,148.6,691.6,296.0,568.1,666.6,698.5,695.9
OQ,174.0,511.5,271.0,528.9,426.6,937.7,211.3,578.2,611.1,43.5,569.2,151.5,631.8,385.3,651.2,631.5,620.8,832.6,166.4,222.8,594.8,917.3,380.4,671.9,886.8,509.0,443.8,477.6,645.6,806.4,678.6,639.8,312.5,844.4,489.1,793.0,966.2,127.6,558.1,137.1,671.8,589.4,647.0,780.8,829.7,734.5,923.8,23.6,832.8,55.5,692.9,694.4,194.5,825.5,234.5,809.6,735.3,354.5,630.3,626.7,703.8,581.1,285.9,698.8,155.8,0.0,586.3,70.7,517.7,260.1,378.9,321.0,916.3,690.5,653.4,532.8,308.8,712.4,534.9,657.0,983.1,759.8,522.8,724.1,639.9,650.3,654.6,909.2,730.7,620.2,592.6,770.0,821.6,793.2,799.6,171.3,820.1,856.9,155.5,33.6,844.4,159.5,332.2,601.0,606.3,670.9,475.7,831.1,24.1,1683.7,410.6,701.1,5.8,772.3,376.7,648.8,747.3,779.2,776.6
PF,595.2,403.7,617.8,421.1,176.8,829.9,632.5,427.8,503.3,629.8,461.4,648.6,481.4,277.5,543.4,481.1,513.0,724.8,587.6,465.5,444.4,809.5,449.2,85.5,779.0,358.6,425.8,369.8,537.8,698.6,570.8,446.8,381.3,736.6,381.3,685.2,858.4,624.7,450.3,483.9,85.4,481.6,539.2,673.0,679.3,626.7,816.0,609.9,725.0,641.8,585.1,586.6,615.7,717.7,403.0,701.8,584.9,336.5,437.3,518.9,596.0,473.3,305.4,591.0,525.2,586.2,0.0,657.0,409.9,456.6,271.1,270.1,808.5,582.7,545.6,382.4,327.9,604.6,427.1,118.5,875.3,652.0,372.4,616.3,101.4,542.5,546.8,801.4,622.9,512.4,130.3,662.2,713.8,685.4,691.8,624.9,712.3,749.1,576.7,619.9,736.6,564.2,361.0,493.2,20.0,84.5,367.9,723.3,610.4,2158.3,429.7,593.3,580.3,664.5,268.9,104.3,639.5,671.4,626.2
PG,238.4,575.9,335.4,593.3,491.0,1002.1,275.7,642.6,675.5,88.8,633.6,215.9,696.2,449.7,715.6,695.9,685.2,897.0,230.8,287.2,659.2,981.7,444.8,736.3,951.2,573.4,508.2,542.0,710.0,870.8,743.0,704.2,376.9,908.8,553.5,857.4,1030.6,192.0,622.5,201.5,736.2,653.8,711.4,845.2,894.1,798.9,988.2,68.9,897.2,71.2,757.3,758.8,258.9,889.9,298.9,874.0,799.7,418.9,694.7,691.1,768.2,645.5,350.3,763.2,220.2,64.3,650.7,0.0,582.1,324.5,443.3,385.4,980.7,754.9,717.8,597.2,373.2,776.8,599.3,721.4,1047.5,824.2,587.2,788.5,704.3,714.7,719.0,973.6,795.1,684.6,657.0,834.4,886.0,857.6,864.0,235.7,884.5,921.3,219.9,79.3,908.8,223.9,396.6,665.4,670.7,735.3,540.1,895.5,40.1,1748.1,475.0,765.5,70.2,836.7,441.1,713.2,811.7,843.6,841.0
PH,521.8,169.4,544.4,57.2,225.4,604.9,559.1,377.0,139.4,558.1,51.4,575.2,430.6,127.7,309.1,430.3,278.7,490.5,514.2,392.1,393.6,649.7,375.8,470.7,619.2,307.8,352.4,135.5,303.5,464.3,336.5,438.6,307.9,372.7,147.0,450.9,698.6,551.3,216.0,410.5,470.6,117.7,304.9,309.1,628.5,392.4,656.2,536.5,567.9,568.4,350.8,352.3,542.3,483.4,329.6,467.5,534.1,263.1,429.1,284.6,361.7,109.4,232.0,227.1,451.8,512.8,385.1,583.6,0.0,383.2,134.0,196.7,658.0,218.8,311.3,331.6,252.7,389.5,84.7,455.8,724.8,288.1,321.6,382.0,438.7,308.2,312.5,571.1,259.0,148.5,391.4,298.3,349.9,321.5,457.5,551.5,348.4,598.6,503.3,546.5,372.7,490.8,287.6,258.9,405.1,469.7,133.6,359.4,537.0,1957.4,356.3,359.0,506.9,430.2,168.7,442.8,405.2,437.1,575.4
PM,248.4,381.2,271.0,398.6,296.3,807.4,285.7,447.9,480.8,283.0,438.9,301.8,501.5,255.0,520.9,501.2,490.5,702.3,240.8,118.7,464.5,787.0,250.1,541.6,756.5,378.7,313.5,347.3,515.3,676.1,548.3,509.5,182.2,714.1,358.8,662.7,835.9,277.9,427.8,137.1,541.5,459.1,516.7,650.5,699.4,604.2,793.5,263.1,702.5,295.0,562.6,564.1,268.9,695.2,104.2,679.3,605.0,224.2,500.0,496.4,573.5,450.8,155.6,568.5,178.4,239.4,456.0,310.2,387.4,0.0,248.6,190.7,786.0,560.2,523.1,402.5,178.5,582.1,404.6,526.7,852.8,629.5,392.5,593.8,509.6,520.0,524.3,778.9,600.4,489.9,462.3,639.7,691.3,662.9,669.3,278.1,689.8,726.6,229.9,273.1,714.1,217.4,201.9,470.7,476.0,540.6,345.4,700.8,263.6,1790.5,280.3,570.8,233.5,642.0,246.4,518.5,617.0,648.9,646.3
PN,387.7,132.5,410.3,149.9,91.3,558.7,425.0,242.9,242.5,424.0,190.2,441.1,296.5,6.4,272.2,296.2,241.8,453.6,380.1,258.0,259.5,538.3,241.7,336.6,507.8,173.7,218.3,98.6,266.6,427.4,299.6,304.5,173.8,465.4,110.1,414.0,587.2,417.2,179.1,276.4,336.5,210.3,268.0,401.8,494.4,355.5,544.8,402.4,453.8,434.3,313.9,315.4,408.2,446.5,195.5,430.5,400.0,129.0,295.0,247.6,324.8,202.1,97.9,319.7,317.7,378.7,251.0,449.5,138.7,249.1,0.0,62.6,537.3,311.4,274.4,197.5,120.4,352.6,155.9,321.7,604.1,380.8,187.5,345.0,304.6,271.3,275.6,530.2,351.6,241.2,257.3,390.9,442.6,414.1,420.6,417.4,441.1,477.9,369.2,412.4,465.4,356.7,153.5,222.0,271.0,335.6,96.7,452.0,402.9,1920.5,222.2,322.1,372.8,393.3,34.6,313.5,368.3,400.2,441.3
PZ,325.0,190.4,347.6,207.8,105.5,616.6,362.3,257.1,290.0,359.6,248.1,378.4,310.7,64.2,330.1,310.4,299.7,511.5,317.4,195.3,273.7,596.2,179.0,350.8,565.7,187.9,155.6,156.5,324.5,485.3,357.5,318.7,111.1,523.3,168.0,471.9,645.1,354.5,237.0,213.7,350.7,268.3,325.9,459.7,508.6,413.4,602.7,339.7,511.7,371.6,371.8,373.3,345.5,504.4,132.8,488.5,414.2,66.3,309.2,305.6,382.7,260.0,35.2,377.7,255.0,316.0,265.2,386.8,196.6,186.4,57.8,0.0,595.2,369.4,332.3,211.7,57.7,391.3,213.8,335.9,662.0,438.7,201.7,403.0,318.8,329.2,333.5,588.1,409.6,299.1,271.5,448.9,500.5,472.1,478.5,354.7,499.0,535.8,306.5,349.7,523.3,294.0,90.8,279.9,285.2,349.8,154.6,510.0,340.2,1867.1,159.5,380.0,310.1,451.2,55.6,327.7,426.2,458.1,455.5
QA,935.1,415.5,957.7,580.1,638.7,123.5,972.4,790.3,662.3,969.7,620.4,988.5,843.9,541.0,291.8,843.6,322.2,261.1,927.5,805.4,806.9,123.1,789.1,884.0,92.6,721.1,765.7,485.0,297.4,192.6,594.4,851.9,721.2,420.2,496.5,149.3,172.0,964.6,374.9,823.8,883.9,640.6,288.3,362.1,1041.8,208.7,129.6,949.8,99.5,981.7,250.1,296.1,955.6,173.5,742.9,188.0,947.4,676.4,842.4,316.3,281.9,632.3,645.3,443.5,865.1,926.1,798.4,996.9,568.9,796.5,547.3,610.0,0.0,451.8,281.9,744.9,667.8,278.1,586.1,869.1,66.7,383.1,734.9,208.1,852.0,566.1,525.4,95.0,635.0,623.2,804.7,372.9,397.4,349.7,189.4,964.8,322.2,68.8,916.6,959.8,420.2,904.1,700.9,471.8,818.4,883.0,451.6,472.3,950.3,2306.7,769.6,229.3,920.2,170.2,582.0,860.9,252.5,163.2,988.7
QB,702.6,350.2,725.2,160.1,406.2,386.0,739.9,557.8,272.5,738.9,258.3,756.0,611.4,308.5,466.6,611.1,497.0,473.4,695.0,572.9,574.4,430.8,556.6,651.5,400.3,488.6,533.2,316.3,472.2,404.9,517.3,619.4,488.7,153.8,327.8,324.1,479.7,732.1,396.8,591.3,651.4,218.8,511.5,90.2,809.3,383.5,437.3,717.3,349.0,749.2,424.9,470.9,723.1,398.7,510.4,374.2,714.9,443.9,609.9,491.1,456.7,242.5,412.8,8.2,632.6,693.6,565.9,764.4,206.8,564.0,314.8,377.5,439.1,0.0,517.9,512.4,433.5,465.3,265.5,636.6,505.9,69.2,502.4,452.5,619.5,489.0,493.3,352.2,183.1,171.3,572.2,79.4,131.0,102.6,364.2,732.3,129.5,379.7,684.1,727.3,153.8,671.6,468.4,439.7,585.9,650.5,314.4,140.5,717.8,2138.2,537.1,473.7,687.7,345.0,349.5,628.4,464.8,338.0,756.2
QK,655.4,135.8,678.0,300.4,359.0,284.2,692.7,510.6,393.0,691.7,340.7,708.8,564.2,261.3,41.2,563.9,42.5,222.6,647.8,525.7,527.2,263.8,509.4,604.3,233.3,441.4,486.0,205.3,35.6,196.4,314.7,572.2,441.5,488.8,216.8,183.0,312.7,684.9,95.2,544.1,604.2,360.9,6.3,430.7,762.1,124.5,270.3,670.1,197.2,702.0,82.9,84.4,675.9,215.5,463.2,199.6,667.7,396.7,562.7,36.6,93.8,352.6,365.6,470.3,585.4,646.4,518.7,717.2,289.2,516.8,267.6,330.3,262.8,462.0,0.0,465.2,386.3,121.6,306.4,589.4,329.6,451.7,455.2,70.6,572.3,286.4,245.7,255.7,502.2,391.7,525.0,441.5,466.0,418.3,189.6,685.1,390.8,203.4,636.9,680.1,488.8,624.4,421.2,192.1,538.7,603.3,171.9,540.9,670.6,2027.0,489.9,47.6,640.5,162.3,302.3,576.4,137.3,169.2,709.0
QV,569.7,378.2,592.3,395.6,230.7,804.4,607.0,150.7,488.2,606.0,435.9,623.1,204.3,252.0,517.9,204.0,487.5,699.3,562.1,440.0,167.3,784.0,423.7,476.0,753.5,34.7,400.3,344.3,512.3,673.1,545.3,443.9,355.8,711.1,355.8,659.7,832.9,599.2,424.8,458.4,475.9,456.1,513.7,647.5,402.2,601.2,790.5,584.4,699.5,616.3,559.6,561.1,590.2,692.2,377.5,676.3,307.8,311.0,434.4,493.4,570.5,447.8,279.9,565.5,499.7,560.7,390.4,631.5,384.4,431.1,245.7,244.6,783.0,557.2,520.1,0.0,300.6,579.1,401.6,461.1,849.8,626.5,136.9,590.8,444.0,517.0,521.3,775.9,597.4,486.9,396.7,636.7,688.3,659.9,666.3,599.4,686.8,723.6,551.2,594.4,711.1,538.7,335.5,467.7,410.4,475.0,342.4,697.8,584.9,2111.8,404.2,567.8,554.8,639.0,243.4,448.1,614.0,645.9,349.1
RB,322.9,238.3,345.5,255.7,153.4,664.5,360.2,305.0,348.3,357.4,296.0,376.3,358.6,112.1,378.0,358.3,347.6,559.4,315.3,193.2,321.6,644.1,176.9,398.7,613.6,235.8,170.6,204.4,370.6,533.2,405.4,366.6,109.0,571.2,215.9,519.8,693.0,352.4,284.9,211.6,398.6,314.4,373.8,507.6,554.7,461.3,650.6,337.6,559.6,369.5,419.7,421.2,341.6,552.3,128.9,536.4,460.3,81.3,357.1,353.5,430.6,307.9,33.1,425.6,251.1,313.9,313.1,384.7,242.7,184.3,105.8,47.8,643.1,417.3,378.4,257.8,0.0,458.4,259.9,383.8,709.9,486.6,249.6,449.1,366.7,377.1,381.4,636.0,457.5,345.2,317.6,496.8,548.4,520.0,526.4,352.6,546.9,583.7,304.4,347.6,569.4,291.9,88.7,327.8,333.1,397.7,202.5,556.1,338.1,1865.0,101.7,426.1,308.0,497.3,101.7,370.8,474.1,506.0,503.4
RH,712.6,193.0,744.5,357.6,416.2,279.9,749.9,567.8,450.2,748.9,397.9,766.0,621.4,318.5,69.3,621.1,99.7,120.1,705.0,582.9,584.4,256.9,566.6,661.5,229.0,498.6,543.2,262.5,74.9,93.9,371.9,629.4,498.7,434.4,274.0,128.6,308.4,742.1,152.4,601.3,661.4,418.1,114.2,376.3,819.3,70.1,266.0,727.3,168.4,759.2,28.5,73.6,733.1,113.0,520.4,115.4,724.9,453.9,619.9,93.8,7.8,409.8,422.8,457.7,642.6,703.6,575.9,774.4,355.7,574.0,324.8,387.5,258.5,466.0,120.6,522.4,443.5,0.0,363.6,646.6,325.3,397.3,512.4,200.6,629.5,343.6,302.9,251.4,568.7,448.9,582.2,387.1,411.6,363.9,135.2,742.3,336.4,199.1,694.1,737.3,434.4,681.6,478.4,249.3,595.9,660.5,229.1,486.5,727.8,2084.2,547.1,168.3,697.7,107.9,368.8,633.6,34.8,114.8,766.2
RW,541.8,189.4,564.4,118.7,245.4,666.4,579.1,397.0,200.9,578.1,159.0,595.2,450.6,147.7,329.1,450.3,298.7,510.5,534.2,412.1,413.6,595.2,395.8,490.7,564.7,327.8,372.4,155.5,323.5,484.3,356.5,458.6,327.9,434.2,167.0,470.9,644.1,571.3,236.0,430.5,490.6,179.2,324.9,370.6,648.5,412.4,601.7,556.5,510.7,588.4,370.8,372.3,562.3,503.4,349.6,487.5,554.1,283.1,449.1,304.6,381.7,170.9,252.0,288.6,471.8,532.8,405.1,603.6,107.5,403.2,154.0,216.7,594.2,280.3,331.3,351.6,272.7,409.5,0.0,475.8,661.0,349.6,341.6,402.0,458.7,328.2,332.5,632.6,320.5,210.0,411.4,359.8,411.4,383.0,477.5,571.5,409.9,534.8,523.3,566.5,434.2,510.8,307.6,278.9,425.1,489.7,153.6,420.9,557.0,1977.4,376.3,379.0,526.9,450.2,188.7,467.6,425.2,457.1,595.4
SE,653.4,461.9,676.0,479.3,235.0,888.1,690.7,486.0,561.5,688.0,519.6,706.8,539.6,335.7,601.6,539.3,571.2,783.0,645.8,523.7,502.6,867.7,507.4,181.6,837.2,416.8,484.0,428.0,596.0,756.8,629.0,505.0,439.5,794.8,439.5,743.4,916.6,682.9,508.5,542.1,181.5,539.8,597.4,731.2,737.5,684.9,874.2,668.1,783.2,700.0,643.3,644.8,673.9,775.9,461.2,760.0,643.1,394.7,495.5,577.1,654.2,531.5,363.6,649.2,583.4,644.4,96.0,715.2,468.1,514.8,329.3,328.3,866.7,640.9,603.8,440.6,386.1,662.8,485.3,0.0,933.5,710.2,430.6,674.5,66.3,600.7,605.0,859.6,681.1,570.6,188.5,720.4,772.0,743.6,750.0,683.1,770.5,807.3,634.9,678.1,794.8,622.4,419.2,551.4,116.0,180.6,426.1,781.5,668.6,2216.5,487.9,651.5,638.5,722.7,327.1,162.5,697.7,729.6,684.4
SG,1001.6,482.0,1024.2,646.6,705.2,190.0,1038.9,856.8,728.8,1036.2,686.9,1055.0,910.4,607.5,358.3,910.1,388.7,327.6,994.0,871.9,873.4,189.6,855.6,950.5,159.1,787.6,832.2,551.5,363.9,259.1,660.9,918.4,787.7,486.7,563.0,215.8,238.5,1031.1,441.4,890.3,950.4,707.1,354.8,428.6,1108.3,275.2,196.1,1016.3,166.0,1048.2,316.6,362.6,1022.1,240.0,809.4,254.5,1013.9,742.9,908.9,382.8,348.4,698.8,711.8,510.0,931.6,992.6,864.9,1063.4,635.4,863.0,613.8,676.5,66.4,518.3,348.4,811.4,734.3,344.6,652.6,935.6,0.0,449.6,801.4,274.6,918.5,632.6,591.9,161.5,701.5,689.7,871.2,439.4,463.9,416.2,255.9,1031.3,388.7,135.3,983.1,1026.3,486.7,970.6,767.4,538.3,884.9,949.5,518.1,538.8,1016.8,2373.2,836.1,295.8,986.7,236.7,648.5,927.4,319.0,229.7,1055.2
SK,771.3,418.9,793.9,228.8,474.9,316.7,808.6,626.5,341.2,805.9,327.0,824.7,680.1,377.2,397.3,679.8,427.7,404.1,763.7,641.6,643.1,361.5,625.3,720.2,331.0,557.3,601.9,385.0,402.9,335.6,586.0,688.1,557.4,84.5,396.5,254.8,410.4,800.8,480.4,660.0,720.1,287.5,442.2,20.9,878.0,314.2,368.0,786.0,279.7,817.9,355.6,401.6,791.8,329.4,579.1,304.9,783.6,512.6,678.6,421.8,387.4,311.2,481.5,60.3,701.3,762.3,634.6,833.1,275.5,632.7,383.5,446.2,369.8,68.6,448.6,581.1,504.0,396.0,334.2,705.3,436.6,0.0,571.1,383.2,688.2,557.7,562.0,282.9,251.8,240.0,640.9,10.1,61.7,33.3,294.9,801.0,60.2,310.4,752.8,796.0,84.5,740.3,537.1,508.4,654.6,719.2,383.1,89.1,786.5,2206.9,605.8,404.4,756.4,275.7,418.2,697.1,395.5,268.7,824.9
SM,508.5,317.0,531.1,334.4,169.5,743.2,545.8,151.1,416.6,543.1,374.7,561.9,204.7,190.8,456.7,204.4,426.3,638.1,500.9,378.8,167.7,722.8,362.5,414.8,692.3,81.9,339.1,283.1,451.1,611.9,484.1,382.7,294.6,649.9,294.6,598.5,771.7,538.0,363.6,397.2,414.7,394.9,452.5,586.3,402.6,540.0,729.3,523.2,638.3,555.1,498.4,499.9,529.0,631.0,316.3,615.1,308.2,249.8,373.2,432.2,509.3,386.6,218.7,504.3,438.5,499.5,329.2,570.3,323.2,369.9,184.4,183.4,721.8,496.0,458.9,105.7,241.2,517.9,340.4,399.9,788.6,565.3,0.0,529.6,382.8,455.8,460.1,714.7,536.2,425.7,335.5,575.5,627.1,598.7,605.1,538.2,625.6,662.4,490.0,533.2,649.9,477.5,274.3,406.5,349.2,413.8,281.2,636.6,523.7,2050.6,343.0,506.6,493.6,577.8,182.2,391.7,552.8,584.7,349.5
