from_stop,AI,AJ,AP,AS,AT,AV,AX,BA,BB,BH,BM,BS,CB,CF,CG,CK,CO,CP,CZ,DA,DL,DM,DS,DX,EA,EB,EC,ED,EE,EJ,ER,ET,EY,FB,FE,FI,FP,FQ,FY,GC,GE,GH,GJ,GL,GS,GU,GW,GY,HK,HM,HS,HT,IK,IN,IO,IS,IT,IX,IY,IZ,JA,JL,JR,JS,JU,KL,KM,KQ,KY,LD,LF,LL,LT,LV,LW,MK,MS,MT,MX,NA,ND,NJ,NK,NM,NW,OA,OE,OG,OI,OL,OQ,OW,PA,PD,PE,PF,PN,PO,PY,PZ,QI,QO,QU,QV,QY,QZ,RC,RF,RI,RL,SF,SH,SM,SN,SP,SU,SY,TF,TH,TN,TS,TZ,UH,UM,UO,UV,UW,VA,VC,VD,VG,VJ,VO,VR,VW,VX,VZ,WA,WR,WS,XF,XQ,XW,XX,YI,YJ,YO,YQ,YW,YX,ZE,ZH,ZI,ZO,ZQ,ZR,ZS,ZW,ZX
IK,241.2,774.7,517.7,720.5,659.8,415.0,675.9,800.5,2462.7,615.7,428.4,352.7,678.7,849.2,795.7,500.8,760.6,345.2,305.1,473.3,765.5,360.8,288.5,692.6,682.6,397.7,349.4,588.5,578.6,427.2,252.6,265.2,737.6,694.2,646.8,507.7,369.9,440.0,649.4,696.3,338.9,748.7,556.4,462.4,807.7,868.3,638.7,694.1,705.6,367.5,466.1,829.2,0.0,399.0,691.8,149.9,189.3,446.7,807.5,649.2,596.4,124.9,845.1,355.4,810.2,813.3,320.4,816.3,448.0,750.4,639.9,716.0,529.3,872.5,159.9,475.2,347.8,301.7,783.7,558.1,662.8,797.7,688.5,408.5,129.3,806.5,335.3,435.2,654.5,582.7,579.5,640.9,442.6,344.6,340.7,560.1,659.1,794.8,287.8,684.2,654.5,435.1,679.6,396.4,476.0,643.0,675.8,595.9,787.2,877.1,297.5,402.8,434.1,627.3,240.1,299.4,857.6,585.4,442.9,534.9,221.7,829.1,750.6,618.0,436.5,403.4,707.2,562.2,416.7,662.5,386.4,240.9,821.3,824.4,863.7,654.9,289.6,513.7,486.6,455.2,425.7,852.2,659.1,588.7,591.3,740.2,621.3,308.8,603.7,65.0,730.8,152.8,717.2,371.3,655.9,692.3,778.0,633.7,406.0
IN,622.6,859.7,326.6,805.5,521.2,223.9,760.9,885.5,2696.3,700.7,237.3,161.6,763.7,934.2,880.7,309.7,845.6,112.3,273.6,282.2,850.5,101.5,283.8,503.9,767.6,211.8,130.3,397.4,436.3,236.1,337.6,192.9,822.6,779.2,731.8,316.6,150.8,254.1,734.4,507.6,119.8,557.6,641.4,276.5,892.7,953.3,447.6,779.1,514.5,23.1,275.0,914.2,409.8,0.0,776.8,451.9,217.1,531.7,892.5,458.1,405.3,506.3,930.1,136.3,895.2,897.1,423.4,901.3,256.9,835.4,724.9,801.0,338.2,957.5,262.9,537.0,128.7,304.8,868.7,367.0,747.8,882.7,497.4,217.4,287.4,891.5,65.3,249.3,739.5,667.7,388.4,449.8,251.5,110.0,149.6,647.8,470.4,879.8,175.5,769.2,739.5,244.0,764.6,205.3,284.9,504.4,760.8,404.8,872.2,962.1,300.6,211.7,243.0,712.3,343.1,302.5,942.6,394.3,251.8,339.8,306.7,914.1,835.6,703.0,113.6,212.3,516.1,647.2,230.8,747.5,195.3,343.9,906.3,909.4,948.7,746.7,392.6,611.3,295.5,264.1,234.6,937.2,744.1,426.2,676.3,825.2,706.3,411.8,455.2,353.1,539.7,534.2,536.1,180.2,740.9,777.3,863.0,718.7,174.9
IO,912.7,172.9,767.0,164.4,544.0,814.5,432.3,217.0,2152.3,372.1,827.9,752.2,435.1,173.2,119.7,750.1,178.8,744.7,704.6,648.6,128.7,760.3,688.0,576.8,439.0,797.2,748.9,501.7,462.8,738.0,579.5,664.7,45.7,450.6,361.3,911.8,769.4,839.5,363.9,580.5,738.4,702.4,270.9,861.9,134.9,195.5,592.4,18.1,659.3,767.0,624.1,137.3,699.9,798.5,0.0,742.0,588.8,330.9,115.6,602.9,568.1,796.4,153.2,754.9,193.8,189.5,733.5,143.5,642.2,148.6,396.3,472.4,933.4,199.7,573.0,359.4,747.3,701.2,201.9,579.4,419.2,181.3,642.2,779.4,577.5,216.9,734.8,834.7,109.2,297.2,558.0,537.6,773.2,744.1,738.4,343.4,543.3,171.0,687.3,440.6,410.9,684.4,436.0,795.9,880.1,527.2,106.6,588.1,95.3,201.1,697.0,802.3,656.1,383.7,653.2,698.9,241.2,989.5,842.4,604.9,572.4,153.1,58.7,374.4,836.0,746.2,660.9,318.6,816.2,239.9,785.9,654.0,129.4,148.4,171.8,369.4,702.7,397.9,653.0,859.3,815.1,608.6,415.5,472.9,305.8,158.4,404.6,721.9,487.9,643.2,684.5,824.3,601.4,778.3,412.3,448.7,154.2,390.1,805.5
IS,316.9,791.0,534.0,736.8,676.1,431.3,692.2,816.8,2416.8,632.0,444.7,369.0,695.0,865.5,812.0,517.1,776.9,361.5,321.4,489.6,781.8,377.1,304.8,708.9,698.9,414.0,365.7,604.8,594.9,443.5,268.9,281.5,753.9,710.5,663.1,524.0,386.2,456.3,665.7,712.6,355.2,765.0,572.7,478.7,824.0,884.6,655.0,710.4,721.9,383.8,482.4,845.5,104.1,415.3,708.1,0.0,205.6,463.0,823.8,665.5,612.7,200.6,861.4,371.7,826.5,829.6,336.7,832.6,464.3,766.7,656.2,732.3,545.6,888.8,176.2,491.5,364.1,318.0,800.0,574.4,679.1,814.0,704.8,424.8,145.6,822.8,351.6,451.5,670.8,599.0,595.8,657.2,458.9,360.9,357.0,576.4,675.4,811.1,304.1,700.5,670.8,451.4,695.9,412.7,492.3,659.3,692.1,612.2,803.5,893.4,313.8,419.1,450.4,643.6,256.4,315.7,873.9,601.7,459.2,551.2,238.0,845.4,766.9,634.3,452.8,419.7,723.5,578.5,433.0,678.8,402.7,257.2,837.6,840.7,880.0,671.2,305.9,530.0,502.9,471.5,442.0,868.5,675.4,605.0,607.6,756.5,637.6,325.1,620.0,81.3,747.1,228.5,733.5,387.6,672.2,708.6,794.3,650.0,422.3
IT,405.4,642.5,328.3,588.3,527.6,225.6,543.7,668.3,2479.1,483.5,239.0,163.3,546.5,717.0,663.5,311.4,628.4,155.8,115.7,283.9,633.3,171.4,99.1,505.6,550.4,208.3,160.0,399.1,446.4,237.8,120.4,75.8,605.4,562.0,514.6,318.3,180.5,250.6,517.2,509.3,149.5,559.3,424.2,273.0,675.5,736.1,449.3,561.9,516.2,178.1,276.7,697.0,192.6,209.6,559.6,234.7,0.0,314.5,675.3,459.8,407.0,289.1,712.9,166.0,678.0,681.1,206.2,684.1,258.6,618.2,507.7,583.8,339.9,740.3,45.7,343.0,158.4,112.3,651.5,368.7,530.6,665.5,499.1,219.1,70.2,674.3,145.9,245.8,522.3,450.5,390.1,451.5,253.2,155.2,151.3,427.9,472.1,662.6,98.4,552.0,522.3,245.7,547.4,207.0,286.6,510.8,543.6,406.5,655.0,744.9,108.1,213.4,244.7,495.1,125.9,110.0,725.4,396.0,253.5,345.5,89.5,696.9,618.4,485.8,247.1,214.0,517.8,430.0,227.3,530.3,197.0,126.7,689.1,692.2,731.5,522.7,175.4,381.5,297.2,265.8,236.3,720.0,526.9,427.9,459.1,608.0,489.1,194.6,471.5,135.9,541.4,317.0,537.8,181.9,523.7,560.1,645.8,501.5,216.6
IX,654.5,380.7,436.0,326.5,213.0,535.6,281.9,406.5,2256.7,221.7,549.0,473.3,284.7,455.2,401.7,419.1,366.6,498.7,446.4,317.6,371.5,514.3,429.8,245.8,288.6,539.0,502.9,170.7,131.8,407.0,321.3,406.5,343.6,300.2,252.8,580.8,523.4,581.3,255.4,249.5,492.4,371.4,162.4,603.7,413.7,474.3,261.4,300.1,328.3,521.0,293.1,435.2,441.7,552.5,297.8,483.8,330.6,0.0,413.5,271.9,237.1,538.2,451.1,508.9,416.2,418.1,475.3,422.3,311.2,356.4,245.9,322.0,602.4,478.5,314.8,28.4,501.3,443.0,389.7,248.4,268.8,403.7,311.2,448.4,319.3,412.5,488.8,591.4,260.5,188.7,227.0,206.6,442.2,496.4,407.4,168.8,212.3,400.8,429.1,290.2,260.5,353.4,285.6,517.0,549.1,196.2,281.8,257.1,393.2,483.1,438.8,523.4,325.1,233.3,395.0,440.7,463.6,658.5,563.5,273.9,314.2,435.1,356.6,224.0,590.0,415.2,329.9,168.2,558.0,268.5,507.0,395.8,427.3,430.4,469.7,267.7,444.5,65.4,322.0,528.3,484.1,458.2,265.1,141.9,197.3,346.2,227.3,463.7,147.0,385.0,353.5,566.1,270.4,447.3,261.9,298.3,384.0,239.7,559.5
IY,1034.2,294.4,888.5,115.5,665.5,936.0,553.8,168.1,2273.8,493.6,949.4,873.7,556.6,294.7,241.2,871.6,300.3,866.2,826.1,770.1,79.8,881.8,809.5,698.3,560.5,918.7,870.4,623.2,584.3,859.5,701.0,786.2,70.2,572.1,482.8,1033.3,890.9,961.0,485.4,702.0,859.9,823.9,392.4,983.4,86.0,146.6,713.9,139.6,780.8,888.5,745.6,21.6,821.4,920.0,121.4,863.5,710.3,452.4,0.0,724.4,689.6,917.9,37.5,876.4,315.3,311.0,855.0,94.6,763.7,270.1,517.8,593.9,1054.9,150.8,694.5,480.9,868.8,822.7,323.4,700.9,540.7,302.8,763.7,900.9,699.0,338.4,856.3,956.2,230.7,418.7,679.5,659.1,894.7,865.6,859.9,464.9,664.8,292.5,808.8,562.1,532.4,805.9,557.5,917.4,1001.6,648.7,151.6,709.6,20.7,322.6,818.5,923.8,777.6,505.2,774.7,820.4,362.7,1111.0,963.9,726.4,693.9,274.6,134.4,495.9,957.5,867.7,782.4,440.1,937.7,361.4,907.4,775.5,80.5,269.9,56.1,490.9,824.2,519.4,774.5,980.8,936.6,730.1,537.0,594.4,427.3,279.9,526.1,843.4,609.4,764.7,806.0,945.8,722.9,899.8,533.8,570.2,275.7,511.6,927.0
IZ,846.3,629.3,335.1,575.1,204.2,434.7,530.5,655.1,2505.3,470.3,448.1,372.4,533.3,703.8,650.3,318.2,615.2,397.8,497.3,175.0,620.1,413.4,507.5,155.4,537.2,468.3,402.0,80.4,119.3,306.1,561.3,416.6,592.2,548.8,501.4,479.9,422.5,510.6,504.0,159.1,391.5,173.6,411.0,533.0,662.3,722.9,9.9,548.7,130.5,420.1,189.5,683.8,633.5,451.6,546.4,675.6,440.8,248.5,662.1,0.0,56.8,730.0,699.7,408.0,664.8,667.9,647.1,670.9,210.3,605.0,494.5,570.6,501.5,727.1,486.6,220.0,400.4,528.5,638.3,88.1,517.4,652.3,113.4,347.5,511.1,661.1,387.9,490.5,509.1,437.3,66.7,101.3,341.3,397.2,306.5,414.7,121.9,649.4,399.2,538.8,509.1,252.5,534.2,416.1,448.2,187.4,530.4,96.8,641.8,731.7,524.3,422.5,224.2,481.9,566.8,526.2,712.2,557.6,462.6,113.6,530.4,683.7,605.2,472.6,489.1,314.3,132.1,416.8,487.3,517.1,406.1,567.6,675.9,679.0,718.3,509.5,616.3,295.8,161.7,427.4,383.2,706.8,513.7,109.2,445.9,594.8,475.9,635.5,148.1,576.8,155.7,757.9,187.6,346.4,510.5,546.9,632.6,488.3,458.6
JA,794.4,595.4,283.2,541.2,170.3,382.8,496.6,621.2,2471.4,436.4,396.2,320.5,499.4,669.9,616.4,266.3,581.3,345.9,445.4,123.1,586.2,361.5,455.6,98.5,503.3,416.4,350.1,46.5,85.4,254.2,509.4,364.7,558.3,514.9,467.5,428.0,370.6,458.7,470.1,102.2,339.6,177.2,377.1,481.1,628.4,689.0,67.2,514.8,134.1,368.2,137.6,649.9,581.6,399.7,512.5,623.7,388.9,214.6,628.2,77.7,0.0,678.1,665.8,356.1,630.9,634.0,595.2,637.0,158.4,571.1,460.6,536.7,449.6,693.2,434.7,186.1,348.5,476.6,604.4,36.2,483.5,618.4,117.0,295.6,459.2,627.2,336.0,438.6,475.2,403.4,14.8,44.4,289.4,345.3,254.6,380.8,65.0,615.5,347.3,504.9,475.2,200.6,500.3,364.2,396.3,153.5,496.5,44.9,607.9,697.8,472.4,370.6,172.3,448.0,514.9,474.3,678.3,505.7,410.7,61.7,478.5,649.8,571.3,438.7,437.2,262.4,135.7,382.9,435.4,483.2,354.2,515.7,642.0,645.1,684.4,475.6,564.4,261.9,109.8,375.5,331.3,672.9,479.8,75.3,412.0,560.9,442.0,583.6,114.2,524.9,159.3,706.0,130.7,294.5,476.6,513.0,598.7,454.4,406.7
JL,115.1,844.1,587.1,789.9,729.2,484.4,745.3,869.9,2532.1,685.1,497.8,422.1,748.1,918.6,865.1,570.2,830.0,414.6,374.5,542.7,834.9,430.2,357.9,762.0,752.0,467.1,418.8,657.9,648.0,496.6,322.0,334.6,807.0,763.6,716.2,577.1,439.3,509.4,718.8,765.7,408.3,818.1,625.8,531.8,877.1,937.7,708.1,763.5,775.0,436.9,535.5,898.6,117.8,468.4,761.2,219.3,258.7,516.1,876.9,718.6,665.8,0.0,914.5,424.8,879.6,882.7,389.8,885.7,517.4,819.8,709.3,785.4,598.7,941.9,229.3,544.6,417.2,371.1,853.1,627.5,732.2,867.1,757.9,477.9,198.7,875.9,404.7,504.6,723.9,652.1,648.9,710.3,512.0,414.0,410.1,629.5,728.5,864.2,357.2,753.6,723.9,504.5,749.0,465.8,545.4,712.4,745.2,665.3,856.6,946.5,366.9,472.2,503.5,696.7,309.5,368.8,927.0,654.8,512.3,604.3,291.1,898.5,820.0,687.4,505.9,472.8,776.6,631.6,486.1,731.9,455.8,310.3,890.7,893.8,933.1,724.3,359.0,583.1,556.0,524.6,495.1,921.6,728.5,658.1,660.7,809.6,690.7,378.2,673.1,134.4,800.2,119.4,786.6,440.7,725.3,761.7,847.4,703.1,475.4
JR,1073.1,333.3,927.4,154.4,704.4,974.9,592.7,207.0,2312.7,532.5,988.3,912.6,595.5,333.6,280.1,910.5,339.2,905.1,865.0,809.0,118.7,920.7,848.4,737.2,599.4,957.6,909.3,662.1,623.2,898.4,739.9,825.1,109.1,611.0,521.7,1072.2,929.8,999.9,524.3,740.9,898.8,862.8,431.3,1022.3,124.9,142.4,752.8,178.5,819.7,927.4,784.5,16.6,860.3,958.9,160.3,902.4,749.2,491.3,38.8,763.3,728.5,956.8,0.0,915.3,354.2,349.9,893.9,133.5,802.6,309.0,556.7,632.8,1093.8,138.2,733.4,519.8,907.7,861.6,362.3,739.8,579.6,341.7,802.6,939.8,737.9,377.3,895.2,995.1,269.6,457.6,718.4,698.0,933.6,904.5,898.8,503.8,703.7,331.4,847.7,601.0,571.3,844.8,596.4,956.3,1040.5,687.6,190.5,748.5,59.6,361.5,857.4,962.7,816.5,544.1,813.6,859.3,401.6,1149.9,1002.8,765.3,732.8,313.5,173.3,534.8,996.4,906.6,821.3,479.0,976.6,400.3,946.3,814.4,119.4,308.8,18.5,529.8,863.1,558.3,813.4,1019.7,975.5,769.0,575.9,633.3,466.2,318.8,565.0,882.3,648.3,803.6,844.9,984.7,761.8,938.7,572.7,609.1,314.6,550.5,965.9
JS,609.4,846.5,313.4,792.3,508.0,210.7,747.7,872.3,2683.1,687.5,224.1,148.4,750.5,921.0,867.5,296.5,832.4,92.9,260.4,269.0,837.3,108.5,270.6,490.7,754.4,211.4,34.5,384.2,423.1,222.9,324.4,179.7,809.4,766.0,718.6,303.4,55.0,253.7,721.2,494.4,24.0,544.4,628.2,276.1,879.5,940.1,434.4,765.9,501.3,115.2,261.8,901.0,396.6,146.7,763.6,438.7,203.9,518.5,879.3,444.9,392.1,493.1,916.9,0.0,882.0,885.1,410.2,888.1,243.7,822.2,711.7,787.8,325.0,944.3,249.7,523.8,8.7,291.6,855.5,353.8,734.6,869.5,484.2,204.2,274.2,878.3,83.0,248.9,726.3,654.5,375.2,436.6,238.3,92.3,136.4,631.9,457.2,866.6,162.3,756.0,726.3,230.8,751.4,192.1,271.7,491.2,747.6,391.6,859.0,948.9,287.4,198.5,229.8,699.1,329.9,289.3,929.4,381.1,238.6,330.6,293.5,900.9,822.4,689.8,184.2,199.1,502.9,634.0,230.4,734.3,182.1,330.7,893.1,896.2,935.5,726.7,379.4,599.6,282.3,250.9,221.4,924.0,730.9,413.0,663.1,812.0,693.1,398.6,451.9,339.9,526.5,521.0,522.9,167.0,727.7,764.1,849.8,705.5,91.1
JU,1066.6,120.8,920.9,305.2,697.9,968.4,586.2,385.2,2118.2,526.0,981.8,906.1,589.0,208.5,155.0,904.0,85.1,898.6,858.5,802.5,318.5,914.2,841.9,730.7,592.9,951.1,902.8,655.6,616.7,891.9,733.4,818.6,235.5,604.5,515.2,1065.7,923.3,993.4,517.8,734.4,892.3,856.3,424.8,1015.8,324.7,385.3,746.3,162.1,813.2,920.9,778.0,327.1,853.8,952.4,189.7,895.9,742.7,484.8,305.4,756.8,722.0,950.3,343.0,908.8,0.0,76.7,887.4,333.3,796.1,96.5,550.2,626.3,1087.3,389.5,726.9,513.3,901.2,855.1,92.7,733.3,573.1,12.5,796.1,933.3,731.4,42.0,888.7,988.6,263.1,451.1,711.9,691.5,927.1,898.0,892.3,497.3,697.2,58.2,841.2,594.5,564.8,838.3,589.9,949.8,1034.0,681.1,260.5,742.0,285.1,236.4,850.9,956.2,810.0,537.6,807.1,852.8,47.3,1143.4,996.3,758.8,726.3,188.4,248.5,528.3,989.9,900.1,814.8,472.5,970.1,393.8,939.8,807.9,319.2,183.7,361.6,523.3,856.6,551.8,806.9,1013.2,969.0,762.5,569.4,626.8,459.7,72.9,558.5,875.8,641.8,797.1,838.4,978.2,755.3,932.2,566.2,602.6,29.5,544.0,959.4
KL,1050.1,138.1,904.4,288.7,681.4,951.9,569.7,368.7,2105.0,509.5,965.3,889.6,571.4,192.0,138.5,886.4,109.5,882.1,842.0,784.9,300.9,897.7,825.4,713.1,576.4,933.5,886.3,638.0,600.2,875.4,716.9,802.1,219.0,588.0,497.6,1048.1,905.7,976.9,501.3,717.9,875.8,839.8,408.3,999.3,307.1,368.8,728.7,145.6,796.7,904.4,761.5,310.6,837.3,934.8,173.2,879.4,726.2,467.2,288.9,740.3,705.5,933.8,326.5,892.3,84.5,0.0,870.9,315.7,779.6,112.7,533.7,609.8,1070.8,373.0,710.4,496.8,884.7,843.5,131.5,716.8,556.6,72.0,778.5,916.8,714.9,107.6,872.2,972.1,246.6,434.6,694.3,675.0,910.6,879.8,875.8,482.4,682.2,17.1,824.7,578.0,548.3,821.8,573.4,933.3,1017.5,664.6,244.0,724.4,268.6,219.9,833.3,939.7,793.5,521.1,790.6,836.3,131.9,1126.9,979.8,746.1,709.8,171.9,232.0,511.8,973.4,882.5,798.3,456.0,953.6,377.3,923.3,791.4,303.6,168.4,345.1,513.6,840.1,533.8,790.4,995.6,952.5,746.0,552.9,610.3,442.1,89.1,542.0,859.3,614.3,779.5,821.9,961.7,738.8,915.7,549.7,586.1,44.9,527.5,942.9
KM,525.7,780.8,548.2,726.6,665.9,445.5,682.0,806.6,2617.4,621.8,458.9,383.2,684.8,855.3,801.8,531.3,766.7,375.7,335.6,503.8,771.6,391.3,319.0,698.7,688.7,428.2,379.9,623.6,584.7,457.7,258.7,295.7,743.7,700.3,652.9,538.2,400.4,470.5,655.5,702.4,369.4,779.2,562.5,492.9,813.8,874.4,669.2,700.2,736.1,398.0,496.6,835.3,312.9,429.5,697.9,355.0,219.8,452.8,813.6,679.7,626.9,409.4,851.2,385.9,816.3,819.4,0.0,822.4,478.5,756.5,646.0,722.1,559.8,878.6,165.4,481.3,378.3,332.2,789.8,588.6,668.9,803.8,719.0,439.0,190.5,812.6,365.8,465.7,660.6,588.8,610.0,659.5,473.1,375.1,371.2,566.2,665.2,800.9,318.3,690.3,660.6,465.6,685.7,426.9,506.5,649.1,681.9,626.4,793.3,883.2,328.0,433.3,464.6,633.4,81.5,329.9,863.7,615.9,473.4,565.4,227.8,835.2,756.7,624.1,467.0,433.9,737.7,568.3,447.2,668.6,416.9,131.2,827.4,830.5,869.8,661.0,135.5,519.8,517.1,485.7,456.2,858.3,665.2,594.8,597.4,746.3,627.4,154.7,609.8,256.2,761.3,437.3,723.3,401.8,662.0,698.4,784.1,639.8,436.5
KQ,1027.7,322.4,882.0,94.5,659.0,929.5,547.3,147.1,2301.8,487.1,942.9,867.2,550.1,322.7,269.2,865.1,328.3,859.7,819.6,763.6,58.8,875.3,803.0,691.8,554.0,912.2,863.9,616.7,577.8,853.0,694.5,779.7,98.2,565.6,476.3,1026.8,884.4,954.5,478.9,695.5,853.4,817.4,385.9,976.9,7.4,50.8,707.4,167.6,774.3,882.0,739.1,96.4,814.9,913.5,149.4,857.0,703.8,445.9,74.7,717.9,683.1,911.4,112.3,869.9,343.3,337.8,848.5,0.0,757.2,298.1,511.3,587.4,1048.4,55.0,688.0,474.4,862.3,816.2,351.4,694.4,534.2,330.8,757.2,894.4,692.5,366.4,849.8,949.7,224.2,412.2,673.0,652.6,888.2,857.4,853.4,461.1,658.3,320.5,802.3,555.6,525.9,799.4,551.0,910.9,995.1,642.2,130.6,703.1,54.4,350.6,812.0,917.3,771.1,498.7,768.2,813.9,390.7,1104.5,957.4,723.7,687.4,302.6,162.4,489.4,951.0,861.2,775.9,433.6,931.2,354.9,900.9,769.0,41.5,297.9,130.9,491.2,817.7,512.9,768.0,974.3,930.1,723.6,530.5,587.9,420.8,307.9,519.6,836.9,593.0,758.2,799.5,939.3,716.4,893.3,527.3,563.7,303.7,505.1,920.5
KY,635.9,689.3,124.7,635.1,264.2,224.3,590.5,715.1,2565.3,530.3,237.7,162.0,593.3,763.8,710.3,107.8,675.2,187.4,286.9,25.2,680.1,203.0,297.1,246.9,597.2,257.9,191.6,140.4,179.3,95.7,350.9,206.2,652.2,608.8,561.4,269.5,212.1,300.2,564.0,250.6,181.1,300.6,471.0,322.6,722.3,782.9,190.6,608.7,257.5,209.7,18.0,743.8,423.1,241.2,606.4,465.2,230.4,308.5,722.1,201.1,148.3,519.6,759.7,197.6,724.8,727.9,436.7,730.9,0.0,665.0,554.5,630.6,291.1,787.1,276.2,280.0,190.0,318.1,698.3,110.0,577.4,712.3,240.4,137.1,300.7,721.1,177.5,280.1,569.1,497.3,131.4,192.8,130.9,186.8,96.1,474.7,213.4,709.4,188.8,598.8,569.1,42.1,594.2,205.7,237.8,247.4,590.4,147.8,701.8,791.7,313.9,212.1,13.8,541.9,356.4,315.8,772.2,347.2,252.2,86.8,320.0,743.7,665.2,532.6,278.7,103.9,259.1,476.8,276.9,577.1,195.7,357.2,735.9,739.0,778.3,569.5,405.9,355.8,38.5,217.0,172.8,766.8,573.7,169.2,505.9,654.8,535.9,425.1,208.1,366.4,282.7,547.5,279.1,136.0,570.5,606.9,692.6,548.3,248.2
LD,940.4,24.2,794.7,281.3,571.7,842.2,460.0,361.3,2035.6,399.8,855.6,779.9,462.8,184.6,131.1,777.8,44.1,772.4,732.3,676.3,294.6,788.0,715.7,604.5,466.7,824.9,776.6,529.4,490.5,765.7,607.2,692.4,211.6,478.3,389.0,939.5,797.1,867.2,391.6,608.2,766.1,730.1,298.6,889.6,300.8,361.4,620.1,138.2,687.0,794.7,651.8,303.2,727.6,826.2,165.8,769.7,616.5,358.6,281.5,630.6,595.8,824.1,319.1,782.6,93.7,122.0,761.2,309.4,669.9,0.0,424.0,500.1,961.1,365.6,600.7,387.1,775.0,728.9,67.2,607.1,446.9,81.2,669.9,807.1,605.2,90.0,762.5,862.4,239.2,324.9,585.7,565.3,800.9,770.1,766.1,373.8,571.0,104.7,715.0,468.3,438.6,712.1,463.7,823.6,907.8,554.9,236.6,615.8,261.2,212.5,724.7,830.0,683.8,411.4,680.9,726.6,141.1,1017.2,870.1,632.6,600.1,164.5,224.6,402.1,863.7,773.9,688.6,346.3,843.9,267.6,813.6,681.7,296.2,161.0,337.7,403.9,730.4,424.1,680.7,887.0,842.8,636.3,443.2,500.6,333.5,23.7,432.3,749.6,505.7,670.9,712.2,852.0,629.1,806.0,440.0,476.4,76.0,417.8,833.2
LF,839.6,434.6,693.9,380.4,470.9,741.4,187.8,460.4,2299.0,63.9,754.8,679.1,126.9,509.1,455.6,677.0,420.5,671.6,631.5,575.5,425.4,687.2,614.9,503.7,130.8,724.1,675.8,428.6,389.7,664.9,506.4,591.6,397.5,226.1,306.7,838.7,696.3,766.4,309.3,507.4,665.3,629.3,216.3,788.8,467.6,528.2,519.3,354.0,586.2,693.9,551.0,489.1,626.8,725.4,351.7,668.9,515.7,257.8,467.4,529.8,495.0,723.3,505.0,681.8,470.1,473.2,660.4,476.2,569.1,410.3,0.0,247.9,860.3,532.4,499.9,286.3,674.2,628.1,443.6,506.3,111.0,457.6,569.1,706.3,504.4,466.4,661.7,761.6,314.4,242.6,484.9,464.5,700.1,671.0,665.3,270.3,470.2,454.7,614.2,196.1,14.5,611.3,191.5,722.8,807.0,454.1,335.7,515.0,447.1,537.0,623.9,729.2,583.0,120.4,580.1,625.8,517.5,916.4,769.3,531.8,499.3,489.0,410.5,129.9,762.9,673.1,587.8,63.8,743.1,322.4,712.8,580.9,481.2,484.3,523.6,314.8,629.6,324.8,579.9,786.2,742.0,384.1,119.5,399.8,251.2,400.1,331.5,648.8,414.8,570.1,611.4,751.2,528.3,705.2,116.3,152.7,437.9,81.9,732.4
LL,905.7,500.7,760.0,446.5,537.0,807.5,235.9,526.5,2365.1,193.7,820.9,745.2,256.7,575.2,521.7,743.1,486.6,737.7,697.6,641.6,491.5,753.3,681.0,569.8,260.6,790.2,741.9,494.7,455.8,731.0,572.5,657.7,463.6,17.4,372.8,904.8,762.4,832.5,375.4,573.5,731.4,695.4,282.4,854.9,533.7,594.3,585.4,420.1,652.3,760.0,617.1,555.2,692.9,791.5,417.8,735.0,581.8,323.9,533.5,595.9,561.1,789.4,571.1,747.9,536.2,539.3,726.5,542.3,635.2,476.4,217.9,0.0,926.4,598.5,566.0,352.4,740.3,694.2,509.7,572.4,240.8,523.7,635.2,772.4,570.5,532.5,727.8,827.7,380.5,308.7,551.0,530.6,766.2,737.1,731.4,336.4,536.3,520.8,680.3,244.2,232.5,677.4,239.6,788.9,873.1,520.2,401.8,581.1,513.2,603.1,690.0,795.3,649.1,165.7,646.2,691.9,583.6,982.5,835.4,597.9,565.4,555.1,476.6,178.0,829.0,739.2,653.9,140.2,809.2,388.5,778.9,647.0,547.3,550.4,589.7,380.9,695.7,390.9,646.0,852.3,808.1,136.2,237.1,465.9,317.3,466.2,397.6,714.9,480.9,636.2,677.5,817.3,594.4,771.3,233.9,270.3,504.0,211.7,798.5
LT,725.5,961.1,341.4,906.9,536.0,283.3,862.3,986.9,2799.2,802.1,296.7,221.0,865.1,1035.6,982.1,324.5,947.0,277.0,376.5,297.0,951.9,292.6,386.7,518.7,869.0,278.9,281.2,412.2,451.1,250.9,440.5,295.8,924.0,880.6,833.2,20.4,301.7,316.1,835.8,522.4,270.7,572.4,742.8,333.5,994.1,1054.7,462.4,880.5,529.3,299.3,289.8,1015.6,512.7,330.8,878.2,554.8,320.0,580.3,993.9,472.9,420.1,609.2,1031.5,287.2,996.6,999.7,526.3,1002.7,271.7,936.8,826.3,902.4,0.0,1058.9,365.8,551.8,279.6,407.7,970.1,381.8,849.2,984.1,512.2,224.4,390.3,992.9,267.1,250.8,840.9,769.1,403.2,464.6,138.5,276.4,219.6,746.5,485.2,981.2,278.4,870.6,840.9,258.8,866.0,176.4,40.5,519.2,862.2,419.6,973.6,1063.5,403.5,271.1,257.8,813.7,446.0,405.4,1044.0,56.0,222.9,358.6,409.6,1015.5,937.0,804.4,368.3,209.8,530.9,748.6,292.8,848.9,254.7,446.8,1007.7,1010.8,1050.1,841.3,495.5,627.6,310.3,61.3,95.5,1038.6,845.5,441.0,777.7,926.6,807.7,514.7,479.9,456.0,554.5,637.1,550.9,187.2,842.3,878.7,964.4,820.1,337.8
