from_stop,AC,AD,AF,AI,AM,BC,BH,BI,BJ,BP,BX,CC,CE,CO,CQ,CR,CU,CX,CY,DH,DN,DU,DX,EI,EQ,EW,EY,FA,FB,FI,FN,FZ,GA,GX,GY,HB,HE,HH,HM,HP,HV,IO,IW,IY,IZ,JB,JH,JL,JN,JU,KK,KL,KP,KT,KU,KZ,LB,LL,LN,LP,LV,MA,MD,MJ,MP,MZ,NG,NH,NI,NK,NM,NN,NQ,NU,NX,NZ,OD,OH,OU,PD,PL,PN,PO,PP,PQ,RA,RG,RR,RS,SE,SF,SK,SM,SN,SY,TD,TF,TL,TP,TT,TX,UG,UQ,VL,VQ,VZ,WE,WH,WJ,WK,WL,WM,WS,WV,WX,XA,XH,XK,XL,XO,XP,YC,YK,YL,YM,YO,YU,YV,YX,YY,ZA,ZD,ZV,ZW,ZX
MD,263.8,1025.8,153.5,1038.5,254.0,291.9,201.8,1180.3,486.2,1196.7,2229.6,1210.4,435.4,431.8,90.6,483.4,465.9,102.7,1151.8,222.8,1411.0,488.3,592.2,1153.1,394.4,1229.2,399.3,476.2,210.6,1019.1,1151.9,75.2,36.7,268.3,1136.4,1165.3,155.3,1020.5,558.7,461.3,236.3,627.7,1208.7,543.9,1350.4,1180.5,640.3,427.0,245.1,186.7,406.2,1449.0,1371.7,334.0,334.1,1177.1,90.4,261.3,1147.3,456.1,1147.9,645.9,0.0,334.0,1050.4,1167.8,381.6,556.3,1020.1,369.6,269.8,1185.1,1202.1,100.5,351.0,1411.3,1156.8,613.2,326.8,391.1,317.4,402.9,287.5,407.1,1136.5,1034.7,234.8,410.5,81.6,1194.2,995.2,1443.5,152.1,500.9,328.9,268.8,1164.6,1225.7,1106.5,1125.9,1315.0,388.4,243.5,285.5,1386.3,288.7,366.4,321.2,219.5,234.7,336.6,575.3,233.9,274.5,225.4,468.2,318.1,1233.2,1156.2,463.5,1029.0,106.9,1056.7,287.4,1034.5,252.1,1296.5,153.7,218.6,1124.0,243.3,281.5,615.1,567.1,292.4
MJ,470.0,919.7,267.8,932.4,434.1,397.8,210.6,1074.2,380.1,1090.6,2123.5,1104.3,329.3,325.7,236.1,377.3,359.8,286.5,1045.7,429.0,1304.9,382.2,573.1,1047.0,329.4,1123.1,324.5,370.1,185.0,913.0,1045.8,281.4,279.4,421.2,1030.3,1059.2,232.7,914.4,452.6,355.2,193.0,521.6,1102.6,437.8,1244.3,1074.4,534.2,320.9,266.8,195.5,300.1,1342.9,1265.6,227.9,228.0,1071.0,296.6,467.5,1041.2,354.8,1041.8,539.8,316.2,0.0,944.3,1061.7,275.5,450.2,914.0,263.5,476.0,1079.0,1096.0,306.7,557.2,1305.2,1050.7,507.1,533.0,285.0,372.3,296.8,493.7,301.0,1030.4,928.6,441.0,304.4,244.7,1088.1,889.1,1337.4,358.3,394.8,222.8,52.6,1058.5,1119.6,1000.4,1019.8,1208.9,282.3,234.1,491.7,1280.2,494.9,260.3,215.1,156.2,440.9,230.5,469.2,323.3,480.7,119.3,362.1,100.3,1127.1,1050.1,357.4,922.9,313.1,950.6,36.5,928.4,458.3,1190.4,217.2,259.0,1017.9,449.5,487.7,509.0,461.0,229.1
MP,1328.0,85.6,1125.8,71.9,1139.7,1103.4,1068.6,246.3,1035.9,262.7,2102.0,276.4,985.1,981.5,1094.1,715.0,884.5,1144.5,217.8,1287.0,703.1,906.9,1034.4,201.1,836.1,295.2,831.2,699.4,1043.0,176.6,217.9,1139.4,1137.4,1126.8,184.4,231.3,1090.7,53.9,942.1,1011.0,1051.0,772.1,274.7,802.9,507.9,246.5,805.3,755.1,1051.6,1053.5,806.8,606.5,663.8,952.4,854.7,225.1,1154.6,1188.9,213.3,861.5,213.9,790.3,1174.2,1105.9,0.0,215.8,902.7,939.7,42.2,819.2,1287.0,251.1,268.1,1164.7,1415.2,568.8,222.8,796.8,1391.0,1009.5,1077.9,1021.3,1351.7,825.7,202.5,94.5,1299.0,960.2,1102.7,260.2,48.8,601.0,1216.3,919.5,947.3,1040.7,230.6,567.6,154.5,173.9,607.1,1006.8,1018.9,1349.7,543.8,1280.9,887.5,939.6,1014.2,1159.2,886.3,806.9,1181.3,1338.7,961.6,886.8,1090.0,299.2,222.2,1013.2,62.4,1171.1,103.5,1059.3,67.9,1316.3,588.6,1075.2,1043.8,190.0,1307.5,1298.7,780.1,950.5,947.8
MZ,1295.6,215.2,1093.4,126.0,1107.3,1071.0,1036.2,233.9,1003.5,250.3,2069.6,264.0,952.7,949.1,1061.7,682.6,852.1,1112.1,205.4,1254.6,709.9,874.5,1002.0,18.3,803.7,282.8,798.8,667.0,1010.6,204.3,205.5,1107.0,1105.0,1094.4,63.5,218.9,1058.3,145.0,909.7,978.6,1018.6,739.7,262.3,770.5,514.7,234.1,772.9,722.7,1019.2,1021.1,774.4,613.3,670.6,920.0,822.3,75.1,1122.2,1156.5,200.9,829.1,201.5,757.9,1141.8,1073.5,199.1,0.0,870.3,907.3,168.8,786.8,1254.6,238.7,255.7,1132.3,1382.8,575.6,210.4,764.4,1358.6,977.1,1045.5,988.9,1319.3,793.3,190.1,214.7,1266.6,927.8,1070.3,247.8,204.6,607.8,1183.9,887.1,914.9,1008.3,218.2,574.4,56.2,64.3,613.9,974.4,986.5,1317.3,550.6,1248.5,855.1,907.2,981.8,1126.8,853.9,774.5,1148.9,1306.3,929.2,854.4,1057.6,286.8,209.8,980.8,135.9,1138.7,92.3,1026.9,130.9,1283.9,595.4,1042.8,1011.4,177.6,1275.1,1266.3,747.7,918.1,915.4
NG,510.7,749.6,308.5,762.3,474.8,438.5,251.3,904.1,218.6,920.5,1953.4,934.2,167.8,164.2,276.8,207.2,189.7,327.2,875.6,469.7,1134.8,212.1,367.4,876.9,159.3,953.0,154.4,200.0,225.7,742.9,875.7,322.1,320.1,461.9,860.2,889.1,273.4,744.3,282.5,193.7,233.7,351.5,932.5,267.7,1074.2,904.3,364.1,150.8,307.5,236.2,130.0,1172.8,1095.5,135.1,57.9,900.9,337.3,508.2,871.1,184.7,871.7,369.7,356.9,288.6,774.2,891.6,0.0,280.1,743.9,93.4,516.7,908.9,925.9,347.4,597.9,1135.1,880.6,337.0,573.7,192.2,413.0,204.0,534.4,130.9,860.3,758.5,481.7,142.9,285.4,918.0,719.0,1167.3,399.0,224.7,130.0,223.4,888.4,949.5,830.3,849.7,1038.8,189.5,274.8,532.4,1110.1,535.6,15.1,122.3,196.9,481.6,69.0,299.1,364.0,521.4,144.3,192.0,272.7,957.0,880.0,195.9,752.8,353.8,780.5,242.0,758.3,499.0,1020.3,257.9,299.7,847.8,490.2,528.4,338.9,290.9,269.8
NH,695.1,794.9,492.9,818.6,524.8,488.5,435.7,949.4,403.0,965.8,1902.7,979.5,352.2,348.6,461.2,231.6,90.6,511.6,920.9,654.1,1180.1,151.8,191.3,922.2,221.2,998.3,216.3,245.3,410.1,788.2,921.0,506.5,504.5,511.9,905.5,932.5,457.8,789.6,66.6,378.1,418.1,233.4,977.8,145.9,1117.8,943.0,246.0,232.7,436.7,420.6,191.9,1218.1,1140.8,319.5,221.8,946.2,521.7,574.0,916.4,246.6,917.0,250.0,541.3,473.0,819.5,936.9,269.8,0.0,789.2,186.3,672.1,954.2,971.2,531.8,782.3,1180.4,925.9,218.9,758.1,376.6,463.0,388.4,718.8,149.3,905.6,803.8,663.6,327.3,469.8,963.3,775.1,1212.6,583.4,126.1,314.4,407.8,933.7,994.8,875.6,895.0,1084.1,373.9,404.0,716.8,1155.4,666.0,254.6,306.7,381.3,544.3,253.4,176.7,548.4,705.8,328.7,164.9,457.1,1002.3,925.3,380.3,798.1,539.8,825.8,426.4,803.6,683.4,1065.6,442.3,428.9,907.0,674.6,683.8,220.8,75.0,332.9
NI,1285.7,77.1,1083.5,40.6,1097.4,1061.1,1026.3,204.0,993.6,220.4,2059.7,234.1,960.5,939.2,1051.8,672.7,842.2,1102.2,175.5,1244.7,677.1,864.6,992.1,158.8,793.8,252.9,788.9,657.1,1000.7,150.7,173.3,1097.1,1112.8,1084.5,145.1,187.1,1048.4,11.6,899.8,972.9,1008.7,729.8,228.9,764.1,480.2,197.6,763.0,712.8,1009.3,1011.2,764.5,584.2,637.8,910.1,812.4,182.8,1112.3,1146.6,171.0,819.2,171.6,746.4,1131.9,1063.6,30.2,173.5,860.4,897.4,0.0,776.9,1244.7,208.8,225.8,1122.4,1372.9,542.8,180.5,754.5,1348.7,967.2,1035.6,979.0,1309.4,783.4,160.2,59.1,1254.2,917.9,1060.4,214.1,68.2,575.0,1174.0,877.2,905.0,998.4,188.3,541.6,112.2,131.6,581.1,964.5,976.6,1307.4,517.8,1238.6,845.2,897.3,971.9,1116.9,844.0,764.6,1139.0,1296.4,919.3,844.5,1047.7,256.9,197.6,970.9,20.1,1130.4,61.2,1017.0,25.6,1274.0,562.6,1032.9,1001.5,161.6,1265.2,1256.4,737.8,908.2,905.5
NK,508.7,656.1,306.5,668.8,369.4,333.1,249.3,810.6,216.6,827.0,1859.9,840.7,165.8,162.2,274.8,113.7,96.2,325.2,782.1,467.7,1041.3,118.6,273.9,783.4,65.8,859.5,60.9,106.5,223.7,649.4,782.2,320.1,318.1,356.5,766.7,795.6,271.4,650.8,189.0,191.7,231.7,258.0,839.0,174.2,980.7,810.8,270.6,57.3,281.3,234.2,36.5,1079.3,1002.0,133.1,35.4,807.4,335.3,418.6,777.6,91.2,778.2,276.2,354.9,286.6,680.7,798.1,83.4,186.6,650.4,0.0,514.7,815.4,832.4,345.4,595.9,1041.6,787.1,243.5,571.7,190.2,307.6,202.0,532.4,37.4,766.8,665.0,479.7,140.9,283.4,824.5,625.5,1073.8,397.0,131.2,128.0,221.4,794.9,856.0,736.8,756.2,945.3,187.5,248.6,530.4,1016.6,533.6,68.2,120.3,194.9,388.9,67.0,205.6,362.0,519.4,142.3,98.5,270.7,863.5,786.5,193.9,659.3,351.8,687.0,240.0,664.8,497.0,926.8,255.9,273.5,754.3,488.2,526.4,245.4,197.4,177.5
NM,243.6,1135.1,307.4,1148.3,149.2,187.1,355.7,1290.1,640.1,1306.5,2320.7,1320.2,589.3,585.7,244.5,593.2,609.4,256.6,1261.6,151.3,1400.4,642.2,564.4,1262.9,452.7,1339.0,457.6,586.0,364.5,1128.9,1259.4,198.5,247.1,163.5,1249.2,1273.2,309.2,1130.3,645.2,619.4,390.2,693.3,1315.0,640.6,1325.8,1283.7,705.9,536.8,393.8,340.6,482.4,1418.1,1361.1,487.9,488.0,1286.9,244.1,156.5,1257.1,514.4,1257.7,709.9,283.9,487.9,1160.2,1277.6,535.5,642.8,1129.9,508.4,0.0,1294.9,1311.9,228.1,114.5,1388.4,1266.6,678.8,134.2,545.0,212.6,556.8,173.5,561.0,1246.3,1144.5,212.1,564.4,235.5,1304.0,1115.8,1412.6,137.1,654.8,482.8,422.7,1274.4,1215.1,1216.3,1235.7,1304.4,542.3,392.2,265.3,1363.4,82.5,520.3,475.1,373.4,129.9,490.5,594.7,387.8,254.3,379.3,622.1,472.0,1343.0,1266.0,617.4,1138.8,166.2,1166.5,441.3,1144.3,180.6,1285.9,307.6,367.3,1247.7,222.9,11.6,680.7,653.6,357.4
NN,1348.3,285.9,1146.1,196.7,1160.0,1123.7,1088.9,71.4,1056.2,45.0,2122.3,25.3,1005.4,1001.8,1114.4,735.3,904.8,1164.8,54.9,1307.3,762.6,927.2,1054.7,239.4,856.4,66.9,851.5,719.7,1063.3,257.0,29.5,1159.7,1157.7,1147.1,222.7,68.4,1111.0,215.7,962.4,1031.3,1071.3,792.4,73.1,823.2,567.4,149.0,825.6,775.4,1071.9,1073.8,827.1,666.0,723.3,972.7,875.0,263.4,1174.9,1209.2,133.8,881.8,116.4,810.6,1194.5,1126.2,269.8,254.1,923.0,960.0,239.5,839.5,1307.3,0.0,170.6,1185.0,1435.5,628.3,125.3,817.1,1411.3,1029.8,1098.2,1041.6,1372.0,846.0,44.9,285.4,1319.3,980.5,1123.0,58.6,275.3,660.5,1236.6,939.8,967.6,1061.0,87.1,627.1,192.8,212.2,666.6,1027.1,1039.2,1370.0,603.3,1301.2,907.8,959.9,1034.5,1179.5,906.6,827.2,1201.6,1359.0,981.9,907.1,1110.3,60.2,124.7,1033.5,206.6,1191.4,163.0,1079.6,201.6,1336.6,648.1,1095.5,1064.1,57.4,1327.8,1319.0,800.4,970.8,968.1
NQ,1351.8,289.4,1149.6,200.2,1163.5,1127.2,1092.4,168.9,1059.7,185.3,2125.8,217.8,1008.9,1005.3,1117.9,738.8,908.3,1168.3,159.2,1310.8,766.1,930.7,1058.2,242.9,859.9,236.6,855.0,723.2,1066.8,260.5,159.3,1163.2,1161.2,1150.6,226.2,172.7,1114.5,219.2,965.9,1034.8,1074.8,795.9,197.3,826.7,570.9,21.5,829.1,778.9,1075.4,1077.3,830.6,669.5,726.8,976.2,878.5,266.9,1178.4,1212.7,73.4,885.3,64.1,814.1,1198.0,1129.7,273.3,257.6,926.5,963.5,243.0,843.0,1310.8,192.5,0.0,1188.5,1439.0,631.8,88.9,820.6,1414.8,1033.3,1101.7,1045.1,1375.5,849.5,143.9,288.9,1322.8,984.0,1126.5,182.8,278.8,664.0,1240.1,943.3,971.1,1064.5,153.2,630.6,196.3,215.7,670.1,1030.6,1042.7,1373.5,606.8,1304.7,911.3,963.4,1038.0,1183.0,910.1,830.7,1205.1,1362.5,985.4,910.6,1113.8,221.8,55.8,1037.0,210.1,1194.9,166.5,1083.1,205.1,1340.1,651.6,1099.0,1067.6,131.4,1331.3,1322.5,803.9,974.3,971.6
NU,208.1,1016.4,144.1,1029.1,198.3,236.2,192.4,1170.9,476.8,1187.3,2220.2,1201.0,426.0,422.4,81.2,474.0,456.5,93.3,1142.4,167.1,1364.9,478.9,582.8,1143.7,385.0,1219.8,389.9,466.8,201.2,1009.7,1142.5,35.2,83.8,212.6,1127.0,1155.9,145.9,1011.1,549.3,451.9,226.9,618.3,1199.3,534.5,1341.0,1171.1,630.9,417.6,235.7,177.3,396.8,1439.6,1325.6,324.6,324.7,1167.7,80.8,205.6,1137.9,446.7,1138.5,636.5,120.6,324.6,1041.0,1158.4,372.2,546.9,1010.7,360.2,214.1,1175.7,1192.7,0.0,295.3,1401.9,1147.4,603.8,271.1,381.7,261.7,393.5,231.8,397.7,1127.1,1025.3,179.1,401.1,72.2,1184.8,985.8,1434.1,96.4,491.5,319.5,259.4,1155.2,1179.6,1097.1,1116.5,1268.9,379.0,234.1,229.8,1376.9,233.0,357.0,311.8,210.1,179.0,327.2,565.9,224.5,218.8,216.0,458.8,308.7,1223.8,1146.8,454.1,1019.6,51.2,1047.3,278.0,1025.1,196.4,1250.4,144.3,209.2,1114.6,187.6,225.8,605.7,557.7,283.0
NX,162.8,1247.6,390.7,1260.3,261.2,299.1,439.0,1402.1,723.4,1418.5,2432.7,1432.2,672.6,669.0,327.8,705.2,703.1,339.9,1373.6,263.3,1318.3,725.5,676.4,1374.9,564.7,1451.0,569.6,698.0,447.8,1240.9,1373.7,281.8,330.4,275.5,1358.2,1387.1,392.5,1242.3,757.2,698.5,473.5,805.3,1430.5,752.6,1245.4,1402.3,817.9,648.8,482.3,423.9,594.4,1336.0,1279.0,571.2,571.3,1398.9,327.4,268.5,1369.1,626.4,1369.7,823.5,367.2,571.2,1272.2,1389.6,618.8,754.8,1241.9,606.8,111.9,1406.9,1423.9,311.4,0.0,1306.3,1378.6,790.8,14.2,628.3,324.6,640.1,53.5,644.3,1358.3,1256.5,244.7,647.7,318.8,1416.0,1217.0,1330.5,249.1,738.1,566.1,506.0,1386.4,1133.0,1328.3,1347.7,1222.3,625.6,480.7,184.5,1281.3,194.5,603.6,558.4,456.7,241.9,573.8,706.7,471.1,248.2,462.6,705.4,555.3,1455.0,1378.0,700.7,1250.8,251.3,1278.5,524.6,1256.3,292.6,1203.8,390.9,455.8,1345.8,102.9,102.5,792.7,765.6,469.4
NZ,1204.6,622.9,1304.4,635.6,1291.6,1282.0,1247.2,643.6,1214.5,660.0,2280.6,673.7,1163.7,1160.1,1272.7,893.6,1063.1,1323.1,615.1,1340.3,311.2,1085.5,1213.0,616.4,1014.7,692.5,1009.8,878.0,1221.6,529.7,615.2,1318.0,1316.0,1305.9,599.7,628.6,1269.3,617.6,1120.7,1189.6,1229.6,950.7,672.0,981.5,53.2,643.8,983.9,933.7,1230.2,1232.1,985.4,214.6,271.9,1131.0,1033.3,640.4,1333.2,1278.9,610.6,1040.1,611.2,968.9,1352.8,1284.5,647.5,631.1,1081.3,1118.3,617.2,997.8,1250.1,648.4,665.4,1343.3,1240.3,0.0,620.1,975.4,1254.6,1188.1,1256.5,1199.9,1292.5,1004.3,599.8,631.8,1330.7,1138.8,1281.3,657.5,592.3,209.1,1326.1,1098.1,1125.9,1219.3,627.9,175.7,569.8,589.2,215.2,1185.4,1197.5,1244.1,57.9,1309.0,1066.1,1118.2,1192.8,1272.3,1064.9,985.5,1359.9,1286.0,1140.2,1065.4,1268.6,696.5,619.5,1191.8,626.1,1337.3,520.0,1237.9,631.6,1369.6,196.7,1253.8,1222.4,587.3,1248.3,1261.8,958.7,1129.1,1126.4
OD,1291.9,229.5,1089.7,140.3,1103.6,1067.3,1032.5,140.1,999.8,139.4,2065.9,142.5,949.0,945.4,1058.0,678.9,848.4,1108.4,83.9,1250.9,706.2,870.8,998.3,183.0,800.0,161.3,795.1,663.3,1006.9,200.6,84.0,1103.3,1101.3,1090.7,166.3,97.4,1054.6,159.3,906.0,974.9,1014.9,736.0,167.5,766.8,511.0,57.3,769.2,719.0,1015.5,1017.4,770.7,609.6,666.9,916.3,818.6,207.0,1118.5,1152.8,97.4,825.4,24.7,754.2,1138.1,1069.8,213.4,197.7,866.6,903.6,183.1,783.1,1250.9,117.2,78.9,1128.6,1379.1,571.9,0.0,760.7,1354.9,973.4,1041.8,985.2,1315.6,789.6,68.6,229.0,1262.9,924.1,1066.6,153.0,218.9,604.1,1180.2,883.4,911.2,1004.6,124.4,570.7,136.4,155.8,610.2,970.7,982.8,1313.6,546.9,1244.8,851.4,903.5,978.1,1123.1,850.2,770.8,1145.2,1302.6,925.5,850.7,1053.9,177.5,33.0,977.1,150.2,1135.0,106.6,1023.2,145.2,1280.2,591.7,1039.1,1007.7,56.1,1271.4,1262.6,744.0,914.4,911.7
OH,688.0,637.4,485.8,650.1,499.7,463.4,428.6,791.9,395.9,808.3,1841.2,822.0,345.1,341.5,454.1,74.1,244.5,504.5,763.4,647.0,1022.6,266.9,319.0,764.7,196.1,840.8,191.2,87.8,403.0,630.7,763.5,499.4,497.4,486.8,748.0,776.9,450.7,632.1,226.7,371.0,411.0,75.9,820.3,87.5,962.0,792.1,88.5,115.1,411.6,413.5,166.8,1060.6,983.3,312.4,214.7,788.7,514.6,548.9,758.9,221.5,759.5,94.1,534.2,465.9,662.0,779.4,262.7,224.3,631.7,179.2,647.0,796.7,813.7,524.7,775.2,1022.9,768.4,0.0,751.0,369.5,437.9,381.3,711.7,185.7,748.1,646.3,659.0,320.2,462.7,805.8,606.8,1055.1,576.3,279.5,307.3,400.7,776.2,837.3,718.1,737.5,926.6,366.8,378.9,709.7,997.9,640.9,247.5,299.6,374.2,519.2,246.3,91.5,541.3,698.7,321.6,246.8,450.0,844.8,767.8,373.2,640.6,531.1,668.3,419.3,646.1,676.3,908.1,435.2,403.8,735.6,667.5,658.7,63.3,235.1,307.8
OU,148.5,1248.7,376.4,1261.4,270.8,308.7,424.7,1403.2,709.1,1419.6,2442.3,1433.3,658.3,654.7,313.5,706.3,688.8,325.6,1374.7,272.9,1305.3,711.2,686.0,1376.0,574.3,1452.1,579.2,699.1,433.5,1242.0,1374.8,267.5,316.1,285.1,1359.3,1388.2,378.2,1243.4,781.6,684.2,459.2,814.9,1431.6,762.2,1232.4,1403.4,827.5,649.9,468.0,409.6,604.0,1323.0,1266.0,556.9,557.0,1400.0,313.1,278.1,1370.2,636.0,1370.8,833.1,352.9,556.9,1273.3,1390.7,604.5,779.2,1243.0,592.5,121.5,1408.0,1425.0,297.1,24.1,1293.3,1379.7,800.4,0.0,614.0,334.2,625.8,39.2,630.0,1359.4,1257.6,230.4,633.4,304.5,1417.1,1218.1,1317.5,258.7,723.8,551.8,491.7,1387.5,1120.0,1329.4,1348.8,1209.3,611.3,466.4,170.2,1268.3,204.1,589.3,544.1,442.4,251.5,559.5,716.3,456.8,233.9,448.3,691.1,541.0,1456.1,1379.1,686.4,1251.9,237.0,1279.6,510.3,1257.4,302.2,1190.8,376.6,441.5,1346.9,88.6,112.1,802.3,790.0,479.0
PD,542.1,838.3,339.9,851.0,506.2,469.9,282.7,992.8,298.7,1009.2,2042.1,1022.9,247.9,244.3,308.2,295.9,278.4,358.6,964.3,501.1,1223.5,300.8,456.1,965.6,248.0,1041.7,243.1,288.7,257.1,831.6,964.4,353.5,351.5,493.3,948.9,977.8,304.8,833.0,371.2,273.8,265.1,440.2,1021.2,356.4,1162.9,993.0,452.8,239.5,338.9,267.6,218.7,1261.5,1184.2,99.0,146.6,989.6,368.7,539.6,959.8,273.4,960.4,458.4,388.3,320.0,862.9,980.3,194.1,368.8,832.6,182.1,548.1,997.6,1014.6,378.8,629.3,1223.8,969.3,425.7,605.1,0.0,444.4,11.8,565.8,219.6,949.0,847.2,513.1,223.0,316.8,1006.7,807.7,1256.0,430.4,313.4,59.6,254.8,977.1,1038.2,919.0,938.4,1127.5,53.1,306.2,563.8,1198.8,567.0,178.9,68.3,228.3,513.0,149.1,387.8,395.4,552.8,175.7,280.7,304.1,1045.7,968.7,276.0,841.5,385.2,869.2,273.4,847.0,530.4,1109.0,289.3,331.1,936.5,521.6,559.8,427.6,379.6,301.2
PL,405.4,922.9,185.2,935.6,61.7,25.4,251.5,1077.4,512.4,1093.8,2167.3,1107.5,461.6,458.0,171.5,380.5,381.0,221.9,1048.9,190.3,1308.1,403.4,411.0,1050.2,240.0,1126.3,244.9,373.3,285.5,916.2,1049.0,216.8,214.8,48.8,1033.5,1062.4,205.0,917.6,473.8,487.5,275.5,539.9,1105.8,487.2,1247.5,1077.6,552.5,324.1,181.1,236.4,269.7,1346.1,1268.8,383.7,331.2,1074.2,232.0,110.9,1044.4,301.7,1045.0,558.1,251.6,383.7,947.5,1064.9,379.2,471.4,917.2,295.7,209.0,1082.2,1099.2,242.1,323.6,1308.4,1053.9,525.4,343.3,440.8,0.0,452.6,382.6,322.2,1033.6,931.8,376.4,436.7,180.1,1091.3,892.3,1340.6,176.1,416.0,378.6,318.5,1061.7,1122.8,1003.6,1023.0,1212.1,438.1,179.5,427.1,1283.4,202.9,364.0,370.9,216.9,81.2,362.8,441.3,265.6,416.1,275.1,383.3,367.8,1130.3,1053.3,489.7,926.1,248.5,953.8,337.1,931.6,219.6,1193.6,203.4,154.6,1021.1,384.9,220.7,527.3,482.2,144.7
PN,553.9,850.1,351.7,862.8,518.0,481.7,294.5,1004.6,310.5,1021.0,2053.9,1034.7,259.7,256.1,320.0,307.7,290.2,370.4,976.1,512.9,1235.3,312.6,467.9,977.4,259.8,1053.5,254.9,300.5,268.9,843.4,976.2,365.3,363.3,505.1,960.7,989.6,316.6,844.8,383.0,285.6,276.9,452.0,1033.0,368.2,1174.7,1004.8,464.6,251.3,350.7,279.4,230.5,1273.3,1196.0,110.8,158.4,1001.4,380.5,551.4,971.6,285.2,972.2,470.2,400.1,331.8,874.7,992.1,205.9,380.6,844.4,193.9,559.9,1009.4,1026.4,390.6,641.1,1235.6,981.1,437.5,616.9,11.8,456.2,0.0,577.6,231.4,960.8,859.0,524.9,234.8,328.6,1018.5,819.5,1267.8,442.2,325.2,71.4,266.6,988.9,1050.0,930.8,950.2,1139.3,41.3,318.0,575.6,1210.6,578.8,190.7,80.1,240.1,524.8,160.9,399.6,407.2,564.6,187.5,292.5,315.9,1057.5,980.5,287.8,853.3,397.0,881.0,285.2,858.8,542.2,1120.8,301.1,342.9,948.3,533.4,571.6,439.4,391.4,313.0
PO,109.2,1209.4,337.1,1222.1,310.1,348.0,385.4,1363.9,669.8,1380.3,2413.2,1394.0,619.0,615.4,274.2,667.0,649.5,286.3,1335.4,312.2,1266.0,671.9,725.3,1336.7,578.0,1412.8,582.9,659.8,394.2,1202.7,1335.5,228.2,276.8,324.4,1320.0,1348.9,338.9,1204.1,742.3,644.9,419.9,811.3,1392.3,727.5,1193.1,1364.1,823.9,610.6,428.7,370.3,589.8,1283.7,1226.7,517.6,517.7,1360.7,273.8,317.4,1330.9,639.7,1331.5,829.5,313.6,517.6,1234.0,1351.4,565.2,739.9,1203.7,553.2,160.8,1368.7,1385.7,257.8,63.4,1254.0,1340.4,796.8,39.2,574.7,373.5,586.5,0.0,590.7,1320.1,1218.3,191.1,594.1,265.2,1377.8,1178.8,1278.2,267.2,684.5,512.5,452.4,1348.2,1080.7,1290.1,1309.5,1170.0,572.0,427.1,130.9,1229.0,243.4,550.0,504.8,403.1,290.8,520.2,755.6,417.5,194.6,409.0,651.8,501.7,1416.8,1339.8,647.1,1212.6,197.7,1240.3,471.0,1218.1,341.5,1151.5,337.3,402.2,1307.6,49.3,151.4,798.7,750.7,476.0
PP,545.7,682.1,343.5,694.8,375.4,339.1,286.3,836.6,253.6,853.0,1885.9,866.7,202.8,199.2,311.8,139.7,58.7,362.2,808.1,504.7,1067.3,81.1,236.4,809.4,71.8,885.5,66.9,132.5,260.7,675.4,808.2,357.1,355.1,362.5,792.7,821.6,308.4,676.8,151.5,228.7,268.7,220.5,865.0,136.7,1006.7,836.8,233.1,83.3,287.3,271.2,42.5,1105.3,1028.0,170.1,72.4,833.4,372.3,424.6,803.6,97.2,804.2,238.7,391.9,323.6,706.7,824.1,120.4,149.1,676.4,36.9,522.7,841.4,858.4,382.4,632.9,1067.6,813.1,206.0,608.7,227.2,313.6,239.0,569.4,0.0,792.8,691.0,516.7,177.9,320.4,850.5,651.5,1099.8,434.0,93.7,165.0,258.4,820.9,882.0,762.8,782.2,971.3,224.5,254.6,567.4,1042.6,516.6,105.2,157.3,231.9,394.9,104.0,221.8,399.0,556.4,179.3,61.0,307.7,889.5,812.5,230.9,685.3,388.8,713.0,277.0,690.8,534.0,952.8,292.9,279.5,780.3,525.2,534.4,207.9,159.9,183.5
PQ,1303.3,240.9,1101.1,151.7,1115.0,1078.7,1043.9,66.1,1011.2,70.7,2077.3,73.8,960.4,956.8,1069.4,690.3,859.8,1119.8,9.9,1262.3,717.6,882.2,1009.7,194.4,811.4,92.6,806.5,674.7,1018.3,212.0,15.4,1114.7,1112.7,1102.1,177.7,23.4,1066.0,170.7,917.4,986.3,1026.3,747.4,94.5,778.2,522.4,104.0,780.6,730.4,1026.9,1028.8,782.1,621.0,678.3,927.7,830.0,218.4,1129.9,1164.2,88.8,836.8,71.4,765.6,1149.5,1081.2,224.8,209.1,878.0,915.0,194.5,794.5,1262.3,48.5,125.6,1140.0,1390.5,583.3,80.3,772.1,1366.3,984.8,1053.2,996.6,1327.0,801.0,0.0,240.4,1274.3,935.5,1078.0,80.0,230.3,615.5,1191.6,894.8,922.6,1016.0,50.4,582.1,147.8,167.2,621.6,982.1,994.2,1325.0,558.3,1256.2,862.8,914.9,989.5,1134.5,861.6,782.2,1156.6,1314.0,936.9,862.1,1065.3,108.8,79.7,988.5,161.6,1146.4,118.0,1034.6,156.6,1291.6,603.1,1050.5,1019.1,12.4,1282.8,1274.0,755.4,925.8,923.1
