from_stop,AE,AG,AJ,AM,AR,AT,AW,BA,BR,CF,CG,CN,CP,CR,CS,CT,CW,CX,DA,DF,DG,DH,DI,DJ,DL,DN,DO,DQ,DU,DZ,EG,EI,EK,EM,ET,EV,FA,FG,FP,FU,FW,GD,GQ,GR,GT,GU,GV,HE,HH,HK,HO,HZ,IA,IF,IN,IO,IV,IW,IY,JA,JD,JG,JR,JU,JW,KE,KG,KH,KJ,KK,KO,KQ,KU,KW,KZ,LE,LK,LX,MB,MG,MM,MP,MT,MW,NF,NL,NS,NW,NZ,OA,OC,OE,OG,OH,OJ,OO,OT,OU,OW,PB,PG,PM,PO,PR,PT,PW,QC,QD,QI,QN,QT,QU,QV,RB,RI,RO,RT,RY,RZ,SA,ST,SX,TC,TE,TL,TT,TZ,UD,UF,UG,UI,UM,UN,UP,UZ,VA,VJ,VM,VW,VX,VZ,WH,WJ,WZ,XD,XE,XI,XN,XO,XS,XY,YA,YG,YH,YP,YV,ZB,ZG,ZI,ZN,ZR,ZS,ZT
HO,826.7,420.9,431.1,269.1,822.3,350.6,915.9,596.5,148.0,236.6,967.3,221.0,985.1,812.3,809.7,739.9,835.0,977.8,982.5,753.7,305.7,884.6,898.6,625.3,953.2,90.5,727.3,807.7,834.5,2118.5,513.6,814.6,229.0,530.7,829.3,888.4,997.6,347.0,876.1,228.3,415.9,912.5,597.7,581.9,1001.1,322.3,775.8,934.8,865.2,855.2,0.0,523.7,873.9,286.9,990.7,926.9,339.7,572.0,186.9,766.9,241.5,173.9,883.0,845.6,856.3,775.8,905.4,896.3,515.3,830.4,985.1,608.6,962.9,201.7,217.0,526.2,120.8,362.8,471.7,798.6,603.5,903.6,865.4,756.4,988.7,738.4,285.4,474.7,847.9,541.0,592.4,7.6,994.5,453.0,913.3,574.5,421.9,1005.6,402.2,198.3,1014.0,945.1,866.8,593.2,607.1,1024.0,161.4,231.9,806.4,828.1,800.5,275.1,881.9,794.3,278.2,288.8,861.5,818.5,500.3,587.4,387.8,866.3,873.9,934.1,897.8,869.1,255.1,281.4,877.8,965.2,792.6,456.8,427.4,843.5,226.6,523.2,40.2,765.2,155.2,671.1,578.4,836.3,815.1,865.0,177.8,460.3,961.5,946.4,727.7,768.8,768.6,251.8,829.4,839.4,128.7,1009.9,362.5,557.6,179.9,586.9,587.9,971.5,564.8
HZ,358.8,204.2,100.6,679.8,349.5,249.2,443.1,117.1,599.4,549.8,494.5,540.7,512.3,339.5,336.9,267.1,362.2,505.0,509.7,280.9,716.4,411.8,426.2,192.5,480.4,483.4,254.5,334.9,361.7,1914.2,159.3,341.8,465.4,97.9,356.5,415.6,426.2,762.7,403.3,639.0,209.7,439.7,198.3,149.1,528.3,723.1,303.0,462.0,392.4,382.4,531.1,0.0,401.1,255.1,517.9,454.1,325.3,172.6,423.3,304.6,288.4,410.3,410.2,372.8,383.5,303.0,327.5,439.8,8.0,347.6,512.3,175.8,490.1,582.9,627.7,178.2,410.4,743.9,135.7,325.8,124.1,430.8,392.6,283.6,515.9,283.6,696.1,119.1,375.1,108.2,193.0,538.8,520.0,236.3,440.5,163.3,149.2,532.8,219.5,430.0,442.6,472.3,389.6,139.9,184.8,551.2,572.1,297.6,333.6,355.3,338.2,685.8,409.1,321.5,688.9,699.5,388.7,345.7,590.5,172.0,758.4,393.5,401.1,461.3,425.0,396.3,665.8,694.1,405.0,492.4,330.3,178.3,111.7,370.7,447.4,90.4,479.1,292.4,433.1,238.3,103.0,363.5,352.8,392.2,341.1,124.9,488.7,473.6,257.7,296.0,295.8,673.0,356.6,366.6,580.1,537.1,712.7,88.7,590.6,154.1,155.1,498.7,85.4
IA,276.6,488.1,384.5,864.8,224.1,533.1,135.4,288.2,883.3,840.2,186.8,824.6,204.6,145.5,102.5,139.7,165.9,197.3,202.0,162.1,950.1,334.5,348.5,476.4,188.4,767.3,180.6,150.6,126.7,1992.3,346.8,167.8,749.3,381.8,81.9,338.3,348.9,840.8,19.9,922.9,483.1,362.4,348.8,433.0,220.6,796.1,141.2,154.3,157.4,171.7,815.0,348.2,0.0,539.0,210.2,376.8,609.2,290.4,707.2,155.3,561.8,694.2,154.8,137.8,244.7,80.5,256.7,116.7,339.8,191.4,204.6,459.7,182.4,862.3,896.9,359.4,683.8,811.5,419.6,90.8,340.2,353.5,315.3,141.8,208.2,141.2,929.8,403.0,62.6,392.1,343.5,822.7,229.7,520.2,363.2,259.8,422.4,240.8,503.4,716.5,365.3,164.6,255.2,353.4,458.2,243.5,856.0,571.0,190.3,152.2,188.9,919.5,153.7,182.7,922.6,953.2,143.3,136.9,668.6,250.1,836.5,32.3,323.8,384.0,156.9,128.2,919.5,945.8,327.7,184.7,185.1,388.9,388.2,293.4,731.3,380.9,763.0,150.6,717.0,522.2,294.1,286.2,203.5,136.8,625.0,404.7,181.0,165.9,162.2,87.7,154.0,896.2,114.4,121.2,864.0,229.4,790.8,359.1,874.5,438.0,439.0,191.0,298.9
IF,552.4,146.6,156.8,457.3,548.0,76.3,641.6,322.2,376.9,333.8,693.0,318.2,710.8,538.0,535.4,465.6,560.7,703.5,708.2,479.4,493.9,610.3,624.3,351.0,678.9,260.9,453.0,533.4,560.2,2083.5,239.3,540.3,242.9,256.4,555.0,614.1,624.7,535.2,601.8,416.5,141.6,638.2,323.4,307.6,726.8,510.5,501.5,660.5,590.9,580.9,308.6,249.4,599.6,0.0,716.4,652.6,102.8,297.7,200.8,492.6,55.4,187.8,608.7,571.3,582.0,501.5,532.5,627.8,241.0,556.1,710.8,334.3,688.6,355.9,405.2,251.9,177.4,551.0,197.4,524.3,329.2,629.3,591.1,482.1,714.4,464.1,473.6,200.4,573.6,266.7,318.1,316.3,720.2,178.7,639.0,300.2,147.6,731.3,127.9,210.1,641.1,670.8,592.5,318.9,332.8,749.7,349.6,64.6,532.1,553.8,526.2,463.3,607.6,520.0,466.4,477.0,587.2,544.2,759.8,313.1,576.0,592.0,599.6,659.8,623.5,594.8,443.3,469.6,603.5,690.9,518.3,182.5,153.1,569.2,224.9,248.9,256.6,490.9,210.6,396.8,304.1,562.0,540.8,590.7,118.6,186.0,687.2,672.1,453.4,494.5,494.3,440.0,555.1,565.1,357.6,735.6,550.7,283.3,368.1,312.6,313.6,697.2,290.5
IN,434.5,671.3,567.7,1048.0,407.3,716.3,130.6,471.4,1066.5,1023.4,182.0,1007.8,140.9,286.0,229.9,280.2,349.1,110.2,98.2,345.3,1133.3,492.4,506.4,659.6,174.0,950.5,321.1,333.8,309.9,2090.8,530.0,308.3,932.5,565.0,209.3,496.2,506.8,1024.0,215.4,1106.1,666.3,520.3,532.0,616.2,98.0,979.3,324.4,114.9,340.6,354.9,998.2,531.4,231.2,722.2,0.0,534.7,792.4,473.6,890.4,338.5,745.0,877.4,230.1,321.0,427.9,263.7,414.6,244.1,523.0,374.6,140.9,642.9,38.2,1045.5,1080.1,542.6,867.0,994.7,602.8,274.0,523.4,511.4,473.2,325.0,104.4,281.7,1113.0,586.2,190.0,575.3,526.7,1005.9,184.3,703.4,521.1,443.0,605.6,203.1,686.6,899.7,523.2,100.9,438.4,536.6,641.4,48.5,1039.2,754.2,373.5,292.7,372.1,1102.7,201.1,365.9,1105.8,1136.4,283.8,277.4,851.8,433.3,1019.7,205.6,481.7,541.9,231.6,225.5,1102.7,1129.0,485.6,79.9,368.3,572.1,571.4,451.3,914.5,564.1,946.2,333.8,900.2,705.4,477.3,444.1,386.7,218.7,808.2,587.9,176.2,92.9,350.6,270.9,337.2,1079.4,254.9,261.7,1047.2,113.4,974.0,542.3,1057.7,621.2,622.2,43.9,482.1
IO,82.6,560.2,456.6,819.5,364.3,605.2,439.9,360.3,955.4,912.3,491.3,896.7,509.1,336.3,351.7,263.9,377.0,501.8,506.5,295.7,846.5,115.6,127.5,548.5,477.2,839.4,271.3,349.7,376.5,2064.4,418.9,338.6,821.4,453.9,371.3,56.1,54.0,912.9,421.5,995.0,555.2,25.4,420.9,505.1,525.1,868.2,317.8,458.8,407.2,397.2,887.1,420.3,401.5,611.1,514.7,0.0,681.3,362.5,779.3,308.9,633.9,766.3,407.0,387.6,398.3,317.8,146.2,460.9,411.9,372.4,509.1,531.8,486.9,934.4,811.3,431.5,755.9,883.6,491.7,340.6,412.3,40.9,56.8,298.4,512.7,262.4,826.2,475.1,406.8,464.2,415.6,894.8,518.5,592.3,89.7,331.9,494.5,529.6,575.5,788.6,37.6,469.1,408.8,425.5,530.3,548.0,928.1,643.1,348.4,352.1,342.5,815.9,405.9,336.3,819.0,820.0,385.5,342.5,740.7,322.2,908.6,422.4,70.6,7.2,421.8,393.1,786.3,812.6,48.5,489.2,334.6,461.0,460.3,71.4,803.4,453.0,835.1,307.2,789.1,594.3,366.2,94.0,357.1,389.0,697.1,476.8,485.5,470.4,269.7,310.8,310.6,792.6,353.4,363.4,936.1,533.9,862.9,431.2,946.6,510.1,511.1,495.5,371.0
IV,634.8,229.0,239.2,482.3,630.4,158.7,724.0,404.6,401.9,352.3,775.4,343.2,793.2,620.4,617.8,548.0,643.1,785.9,790.6,561.8,518.9,692.7,706.7,433.4,761.3,285.9,535.4,615.8,642.6,2165.9,321.7,622.7,267.9,338.8,637.4,696.5,707.1,560.2,684.2,441.5,224.0,720.6,405.8,390.0,809.2,531.0,583.9,742.9,673.3,663.3,333.6,331.8,682.0,95.0,798.8,735.0,0.0,380.1,225.8,575.0,80.4,212.8,691.1,653.7,664.4,583.9,608.4,704.4,323.4,628.5,793.2,416.7,771.0,385.4,430.2,340.6,202.4,576.0,279.8,606.7,411.6,711.7,673.5,564.5,796.8,546.5,498.6,282.8,656.0,349.1,400.5,341.3,800.9,261.1,721.4,382.6,230.0,813.7,210.3,232.5,723.5,753.2,674.9,401.3,415.2,832.1,374.6,89.6,614.5,636.2,608.6,488.3,690.0,602.4,491.4,502.0,669.6,626.6,713.5,395.5,601.0,674.4,682.0,742.2,705.9,677.2,468.3,496.6,685.9,773.3,600.7,264.9,235.5,651.6,249.9,324.7,281.6,573.3,235.6,479.2,386.5,644.4,623.2,673.1,143.6,264.3,769.6,754.5,538.6,576.9,576.7,465.0,637.5,647.5,382.6,818.0,575.7,365.7,393.1,395.0,396.0,779.6,372.9
IW,279.8,274.0,211.1,658.2,275.4,319.0,369.0,117.0,669.2,626.1,420.4,610.5,438.2,265.4,262.8,193.0,288.1,430.9,435.6,206.8,743.5,337.7,351.7,323.2,406.3,553.2,180.4,260.8,287.6,1785.7,94.0,267.7,535.2,228.6,282.4,341.5,352.1,634.2,329.2,708.8,269.0,365.6,58.3,279.8,454.2,589.5,228.9,387.9,318.3,308.3,600.9,195.0,327.0,324.9,443.8,380.0,395.1,0.0,493.1,220.0,347.7,480.1,336.1,298.7,309.4,228.9,259.9,355.2,186.6,283.5,438.2,306.5,416.0,648.2,690.3,106.6,469.7,604.9,251.7,251.7,187.0,356.7,318.5,209.5,441.8,191.5,723.2,249.8,301.0,238.9,53.0,608.6,447.6,306.1,366.4,68.1,169.6,458.7,289.3,502.4,368.5,398.2,319.9,117.6,305.0,477.1,641.9,356.9,259.5,281.2,253.6,712.9,335.0,247.4,716.0,746.6,314.6,271.6,462.0,81.0,629.9,319.4,327.0,387.2,350.9,322.2,712.9,739.2,330.9,418.3,245.7,136.1,207.4,296.6,517.2,227.7,548.9,218.3,502.9,369.0,72.0,289.4,268.2,318.1,410.9,171.7,414.6,399.5,180.8,221.9,221.7,689.6,282.5,292.5,649.9,463.0,584.2,205.9,660.4,284.8,285.8,424.6,96.4
IY,749.1,343.3,353.5,381.4,744.7,273.0,838.3,518.9,265.4,257.9,889.7,242.3,907.5,734.7,732.1,662.3,757.4,900.2,904.9,676.1,418.0,807.0,821.0,547.7,875.6,149.4,649.7,730.1,756.9,2230.8,436.0,737.0,71.8,453.1,751.7,810.8,821.4,459.3,798.5,340.6,338.3,834.9,520.1,504.3,923.5,434.6,698.2,857.2,787.6,777.6,197.1,446.1,796.3,209.3,913.1,849.3,262.1,494.4,0.0,689.3,163.9,16.7,805.4,768.0,778.7,698.2,729.2,824.5,437.7,752.8,907.5,531.0,885.3,280.0,329.3,448.6,65.9,475.1,394.1,721.0,525.9,826.0,787.8,678.8,911.1,660.8,397.7,397.1,770.3,463.4,514.8,204.8,916.9,375.4,835.7,496.9,344.3,928.0,324.6,120.7,837.8,867.5,789.2,515.6,529.5,946.4,273.7,154.3,728.8,750.5,722.9,387.4,804.3,716.7,390.5,401.1,783.9,740.9,612.6,509.8,500.1,788.7,796.3,856.5,820.2,791.5,367.4,393.7,800.2,887.6,715.0,379.2,349.8,765.9,149.0,445.6,145.1,687.6,99.1,593.5,500.8,758.7,737.5,787.4,100.2,382.7,883.9,868.8,650.1,691.2,691.0,364.1,751.8,761.8,246.1,932.3,474.8,480.0,292.2,509.3,510.3,893.9,487.2
JA,184.6,391.2,287.6,767.9,69.9,436.2,255.0,191.3,786.4,736.8,306.4,727.7,324.2,146.2,121.2,112.9,88.3,316.9,321.6,47.2,853.2,237.6,251.6,379.5,308.0,670.4,120.3,83.1,117.4,1895.4,249.9,187.6,652.4,284.9,140.8,241.4,252.0,743.9,187.6,826.0,386.2,265.5,251.9,336.1,340.2,704.3,48.3,273.9,138.3,112.6,718.1,251.3,185.4,442.1,329.8,279.9,512.3,193.5,610.3,0.0,464.9,597.3,256.0,115.6,89.3,87.3,153.3,213.6,242.9,77.6,324.2,362.8,302.0,769.9,800.0,268.8,586.9,714.6,322.7,114.3,243.3,256.6,218.4,67.9,327.8,129.4,832.9,306.1,159.4,295.2,246.6,725.8,347.6,423.3,266.3,162.9,325.5,360.4,406.5,617.0,268.4,284.2,99.8,256.5,361.3,363.1,759.1,474.1,34.3,201.1,33.5,822.6,254.9,27.3,825.7,856.3,234.5,147.6,571.7,153.2,739.6,177.8,226.9,287.1,270.8,242.1,822.6,848.9,230.8,304.3,30.9,292.0,298.7,196.5,634.4,277.4,666.1,76.7,620.1,425.3,197.2,189.3,48.1,238.0,528.1,307.8,300.6,285.5,65.3,80.3,80.1,799.3,158.8,212.4,767.1,349.0,693.9,262.2,777.6,341.1,342.1,310.6,202.0
JD,585.1,179.3,189.5,401.8,580.7,109.0,674.3,354.9,321.4,278.3,725.7,262.7,743.5,570.7,568.1,498.3,593.4,736.2,740.9,512.1,438.4,643.0,657.0,383.7,711.6,205.4,485.7,566.1,592.9,2116.2,272.0,573.0,187.4,289.1,587.7,646.8,657.4,479.7,634.5,361.0,174.3,670.9,356.1,340.3,759.5,450.5,534.2,693.2,623.6,613.6,253.1,282.1,632.3,45.3,749.1,685.3,98.1,330.4,145.3,525.3,0.0,132.3,641.4,604.0,614.7,534.2,565.2,660.5,273.7,578.8,743.5,367.0,721.3,304.9,349.7,290.9,121.9,495.5,230.1,557.0,361.9,662.0,623.8,514.8,747.1,496.8,418.1,233.1,606.3,299.4,350.8,260.8,752.9,211.4,671.7,332.9,180.3,764.0,160.6,152.0,673.8,703.5,625.2,351.6,365.5,782.4,294.1,9.1,564.8,586.5,558.9,407.8,640.3,552.7,410.9,421.5,619.9,576.9,633.0,345.8,520.5,624.7,632.3,692.5,656.2,627.5,387.8,416.1,636.2,723.6,551.0,215.2,185.8,601.9,169.4,275.0,201.1,523.6,155.1,429.5,336.8,594.7,573.5,623.4,63.1,218.7,719.9,704.8,488.9,527.2,527.0,384.5,587.8,597.8,302.1,768.3,495.2,316.0,312.6,345.3,346.3,729.9,323.2
JG,728.0,322.2,332.4,360.3,723.6,251.9,817.2,497.8,244.3,236.8,868.6,221.2,886.4,713.6,711.0,641.2,736.3,879.1,883.8,655.0,396.9,785.9,800.3,526.6,854.5,128.3,628.6,709.0,735.8,2209.7,414.9,715.9,55.0,432.0,730.6,789.7,800.3,438.2,777.4,319.5,317.2,813.8,499.0,483.2,902.4,409.0,677.1,836.1,766.5,756.5,176.0,425.0,775.2,188.2,892.0,828.2,241.0,473.3,28.6,668.2,142.8,0.0,784.3,746.9,757.6,677.1,708.1,803.4,416.6,721.7,886.4,509.9,864.2,258.9,308.2,433.8,44.8,454.0,373.0,699.9,504.8,804.9,766.7,657.7,890.0,657.7,376.6,376.0,749.2,442.3,493.7,183.7,894.1,354.3,814.6,475.8,323.2,906.9,303.5,99.6,816.7,846.4,768.1,494.5,508.4,925.3,252.6,133.2,707.7,729.4,701.8,366.3,783.2,695.6,369.4,380.0,762.8,719.8,591.5,488.7,479.0,767.6,775.2,835.4,799.1,770.4,346.3,372.6,779.1,866.5,693.9,358.1,328.7,744.8,127.9,417.9,124.0,666.5,78.0,572.4,479.7,737.6,716.4,766.3,79.1,361.6,862.8,847.7,629.0,670.1,669.9,343.0,730.7,740.7,225.0,911.2,453.7,458.9,271.1,488.2,489.2,872.8,466.1
JR,332.0,578.6,475.0,955.3,314.6,623.6,91.3,378.7,973.8,930.7,107.6,915.1,139.5,178.6,194.4,172.8,256.4,185.0,236.8,252.6,1040.6,385.0,399.4,566.9,91.2,857.8,213.7,241.1,217.2,2082.8,437.3,200.9,839.8,472.3,173.8,388.8,399.4,931.3,179.9,1013.4,573.6,412.9,439.3,523.5,272.8,891.7,231.7,142.0,247.9,262.2,905.5,450.6,162.4,629.5,223.5,427.3,699.7,380.9,797.7,245.8,652.3,784.7,0.0,228.3,335.2,171.0,307.2,208.6,430.3,253.8,139.5,550.2,234.6,952.8,987.4,456.2,774.3,902.0,510.1,181.3,430.7,404.0,365.8,232.3,229.4,201.0,1020.3,493.5,154.5,482.6,434.0,913.2,130.8,610.7,413.7,350.3,512.9,143.6,593.9,804.4,415.8,141.2,345.7,443.9,548.7,272.1,946.5,661.5,280.8,185.3,279.4,1010.0,19.9,273.2,1013.1,1043.7,176.4,170.0,759.1,340.6,927.0,170.1,374.3,434.5,87.9,126.6,1010.0,1036.3,378.2,172.4,275.6,479.4,478.7,343.9,821.8,464.8,853.5,241.1,807.5,612.7,384.6,336.7,294.0,29.6,715.5,499.3,101.8,153.6,240.4,178.2,244.5,986.7,147.5,154.3,954.5,207.6,881.3,449.6,965.0,528.5,529.5,178.7,389.4
JU,259.2,470.7,367.1,847.4,143.8,515.7,238.3,270.8,865.9,822.8,289.7,807.2,307.5,170.5,104.5,192.4,28.0,300.2,304.9,144.7,932.7,317.1,331.1,459.0,291.3,749.9,199.8,65.3,11.1,1974.9,329.4,241.5,731.9,364.4,124.1,320.9,331.5,823.4,170.9,905.5,465.7,345.0,331.4,415.6,323.5,778.7,104.4,257.2,19.5,66.5,797.6,330.8,168.7,521.6,313.1,359.4,591.8,273.0,689.8,124.7,544.4,676.8,231.6,0.0,126.9,63.1,239.3,196.9,322.4,53.5,307.5,442.3,285.3,844.9,879.5,342.0,666.4,794.1,402.2,49.4,322.8,336.1,297.9,124.4,311.1,190.9,912.4,385.6,142.7,374.7,326.1,805.3,332.6,502.8,345.8,242.4,405.0,343.7,486.0,699.1,347.9,267.5,137.4,336.0,440.8,346.4,838.6,553.6,110.0,229.0,93.6,902.1,230.5,100.1,905.2,935.8,220.1,171.9,651.2,232.7,819.1,161.1,306.4,366.6,246.4,217.7,902.1,928.4,310.3,287.6,104.8,371.5,370.8,276.0,713.9,363.5,745.6,133.2,699.6,504.8,276.7,268.8,85.7,213.6,607.6,387.3,283.9,268.8,144.8,70.3,136.6,878.8,183.1,198.0,846.6,332.3,773.4,341.7,857.1,420.6,421.6,293.9,281.5
JW,282.8,494.3,390.7,871.0,140.1,539.3,358.1,294.4,889.5,846.4,409.5,830.8,427.3,249.3,224.3,216.0,124.2,420.0,424.7,150.3,956.3,340.7,354.7,482.6,411.1,773.5,223.4,131.6,162.6,1998.5,353.0,290.7,755.5,388.0,243.9,344.5,355.1,847.0,290.7,929.1,489.3,368.6,355.0,439.2,443.3,802.3,138.5,377.0,174.2,165.2,821.2,354.4,288.5,545.2,432.9,383.0,615.4,296.6,713.4,103.0,568.0,700.4,359.1,151.5,0.0,190.4,262.9,316.7,346.0,99.3,427.3,465.9,405.1,868.5,903.1,365.6,690.0,817.7,425.8,201.0,346.4,359.7,321.5,176.0,430.9,214.5,936.0,409.2,262.5,398.3,349.7,828.9,452.4,526.4,369.4,266.0,428.6,463.5,509.6,722.7,371.5,387.3,84.3,359.6,464.4,466.2,862.2,577.2,124.5,304.2,71.9,925.7,358.0,78.4,928.8,959.4,337.6,250.7,674.8,256.3,842.7,280.9,330.0,390.2,373.9,345.2,925.7,952.0,333.9,407.4,101.1,395.1,394.4,299.6,737.5,387.1,769.2,184.8,723.2,528.4,300.3,292.4,57.8,341.1,631.2,410.9,403.7,388.6,168.4,183.4,188.2,902.4,261.9,315.5,870.2,452.1,797.0,365.3,880.7,444.2,445.2,413.7,305.1
KE,196.0,407.5,303.9,784.2,143.5,452.5,167.6,207.6,802.7,759.6,219.0,744.0,236.8,107.3,33.8,129.2,97.3,229.5,234.2,81.5,869.5,253.9,267.9,395.8,220.6,686.7,136.6,70.0,58.6,1911.7,266.2,173.9,668.7,301.2,53.4,257.7,268.3,760.2,100.2,842.3,402.5,281.8,268.2,352.4,252.8,715.5,60.6,186.5,89.3,117.5,734.4,267.6,98.0,458.4,242.4,296.2,528.6,209.8,626.6,74.7,481.2,613.6,160.9,69.7,164.1,0.0,176.1,120.4,259.2,112.9,236.8,379.1,214.6,781.7,816.3,278.8,603.2,730.9,339.0,22.7,259.6,272.9,234.7,61.2,240.4,127.7,849.2,322.4,72.0,311.5,262.9,742.1,261.9,439.6,282.6,179.2,341.8,273.0,422.8,635.9,284.7,196.8,174.6,272.8,377.6,275.7,775.4,490.4,109.7,158.3,108.3,838.9,159.8,102.1,842.0,872.6,149.4,108.7,588.0,169.5,755.9,90.4,243.2,303.4,175.7,147.0,838.9,865.2,247.1,216.9,104.5,308.3,307.6,212.8,650.7,300.3,682.4,70.0,636.4,441.6,213.5,205.6,122.9,142.9,544.4,324.1,213.2,198.1,81.6,7.1,73.4,815.6,120.5,127.3,783.4,261.6,710.2,278.5,793.9,357.4,358.4,223.2,218.3
KG,207.9,443.5,339.9,820.2,247.6,488.5,323.2,243.6,838.7,789.1,374.6,780.0,392.4,219.6,235.0,147.2,260.3,385.1,389.8,179.0,769.9,196.6,185.0,431.8,360.5,722.7,154.6,233.0,259.8,1947.7,302.2,221.9,704.7,337.2,254.6,137.1,92.1,796.2,304.8,878.3,432.0,173.9,304.2,388.4,408.4,756.6,201.1,342.1,290.5,280.5,770.4,315.5,284.8,494.4,398.0,148.5,564.6,245.8,662.6,192.2,517.2,649.6,290.3,270.9,281.6,201.1,0.0,344.2,288.7,239.2,392.4,415.1,370.2,822.2,734.7,321.1,632.7,760.4,368.5,223.9,289.1,121.9,211.8,181.7,396.0,163.7,749.6,358.4,290.1,347.5,298.9,778.1,400.1,475.6,177.2,215.2,377.8,412.9,458.8,669.3,108.5,352.4,287.7,308.8,413.6,431.3,811.4,526.4,231.7,235.4,225.8,739.3,289.2,219.6,742.4,743.4,268.8,225.8,624.0,205.5,791.9,305.7,151.6,155.7,305.1,276.4,709.7,738.0,197.0,372.5,217.9,344.3,351.0,219.8,686.7,329.7,718.4,190.5,672.4,477.6,249.5,189.2,240.4,272.3,580.4,364.2,368.8,353.7,155.8,194.1,193.9,716.0,236.7,246.7,819.4,417.2,746.2,314.5,829.9,393.4,394.4,378.8,254.3
KH,312.6,530.5,426.9,907.2,266.5,569.1,164.7,330.6,925.7,876.1,216.1,867.0,233.9,211.7,89.1,205.9,208.3,226.6,224.9,204.5,992.5,376.9,384.5,512.4,217.7,809.7,259.6,193.0,169.1,2034.7,389.2,234.0,785.3,424.2,68.5,380.7,384.9,883.2,97.3,965.3,525.5,404.8,384.8,475.4,249.9,832.1,177.2,177.2,193.4,214.1,857.4,384.2,113.1,581.4,233.1,419.2,651.6,332.8,749.6,197.7,604.2,736.6,201.4,180.2,280.7,122.9,299.1,0.0,382.2,205.7,233.9,502.1,205.3,904.7,939.3,408.1,726.2,847.5,455.6,133.2,376.2,395.9,357.7,184.2,237.5,227.7,972.2,445.4,69.1,434.5,385.9,865.1,257.3,562.6,405.6,302.2,464.8,270.1,545.8,752.5,401.3,193.9,297.6,395.8,500.6,272.8,898.4,613.4,232.7,218.4,224.9,961.9,200.3,225.1,965.0,995.6,209.5,203.1,704.6,292.5,872.5,81.1,366.2,426.4,186.2,157.5,961.9,988.2,370.1,214.0,227.5,424.9,424.2,329.4,773.7,410.3,805.4,193.0,753.0,564.6,336.5,328.6,245.9,189.8,667.4,440.7,210.3,195.2,201.0,130.1,196.4,938.6,180.6,187.4,906.4,258.7,833.2,401.5,916.9,480.4,481.4,220.3,341.3
KJ,345.8,196.1,92.5,671.7,341.4,241.1,435.0,109.0,591.3,548.2,486.4,532.6,504.2,331.4,328.8,259.0,354.1,496.9,501.6,272.8,708.3,403.7,417.7,184.4,472.3,475.3,246.4,326.8,353.6,1906.1,151.2,333.7,457.3,89.8,348.4,407.5,418.1,754.6,395.2,630.9,191.1,431.6,190.2,141.0,520.2,715.0,294.9,453.9,384.3,374.3,523.0,8.3,393.0,247.0,509.8,446.0,317.2,164.5,415.2,286.0,269.8,402.2,402.1,364.7,375.4,294.9,325.9,421.2,0.0,339.5,504.2,167.7,482.0,570.3,619.6,170.1,391.8,725.3,127.6,317.7,116.0,422.7,384.5,275.5,507.8,257.5,688.0,111.0,367.0,100.1,184.9,530.7,513.6,228.2,432.4,155.2,141.1,524.7,211.4,424.5,434.5,464.2,385.9,131.8,166.2,543.1,564.0,279.0,325.5,347.2,319.6,677.7,401.0,313.4,680.8,691.4,380.6,337.6,582.4,163.9,750.3,385.4,393.0,453.2,416.9,388.2,657.7,684.0,396.9,484.3,311.7,159.7,96.2,362.6,439.3,82.3,471.0,284.3,425.0,230.2,94.9,355.4,334.2,384.1,333.0,112.7,480.6,465.5,249.6,287.9,287.7,654.4,348.5,358.5,572.0,529.0,704.6,70.1,582.5,146.0,147.0,490.6,77.3
KK,242.0,448.6,345.0,825.3,112.3,493.6,266.9,248.7,843.8,800.7,318.3,785.1,336.1,158.1,133.1,170.3,10.6,328.8,333.5,133.1,910.6,295.0,309.4,436.9,319.9,727.8,177.7,12.7,49.0,1952.8,307.3,229.1,709.8,342.3,152.7,298.8,309.4,801.3,199.5,883.4,443.6,322.9,309.3,393.5,352.1,756.6,72.9,285.8,60.6,51.6,775.5,320.6,197.3,499.5,341.7,337.3,569.7,250.9,667.7,85.8,522.3,654.7,260.2,37.9,88.0,101.1,217.2,225.5,300.3,0.0,336.1,420.2,313.9,827.3,857.4,326.2,644.3,772.0,380.1,87.4,300.7,314.0,275.8,110.4,339.7,168.8,890.3,363.5,171.3,352.6,304.0,783.2,361.2,480.7,323.7,220.3,382.9,372.3,463.9,674.4,325.8,296.1,98.5,313.9,418.7,375.0,816.5,531.5,78.5,258.5,54.7,880.0,259.1,61.2,883.1,913.7,248.7,159.5,629.1,210.6,797.0,189.7,284.3,344.5,275.0,246.3,880.0,906.3,288.2,316.2,73.3,349.4,356.1,253.9,691.8,334.8,723.5,119.2,677.5,482.7,254.6,246.7,46.8,242.2,585.5,369.3,312.5,297.4,125.5,92.2,122.6,856.7,170.7,226.6,824.5,360.9,751.3,319.6,835.0,398.5,399.5,322.5,259.4
