from_stop,AB,AE,AF,AH,AN,AO,AP,AW,AX,AZ,CF,CG,CH,CJ,CX,DL,DZ,EF,EJ,EQ,EW,FH,FM,FU,FW,FX,FY,GB,GC,GD,GE,GH,GN,GQ,GS,GW,GX,GY,HD,HH,HK,HS,HT,IE,IJ,IX,JG,JR,JS,JU,JV,JX,JY,KF,KJ,KK,KO,KS,KT,KZ,LQ,LU,LV,LX,LY,MY,NG,NT,NW,NZ,OB,OG,OK,OP,PI,PN,PQ,PT,PW,PX,QC,QD,QH,QM,QO,RC,RN,RU,RV,SF,SN,SW,SX,SY,SZ,TG,TM,TP,TS,UO,US,UT,VB,VF,VU,VY,WS,WX,XN,YA,YJ,YK,YQ,YZ,ZC,ZH,ZQ
KK,576.2,1169.1,1083.1,356.6,1191.2,293.4,1281.6,675.6,98.5,1005.9,1059.3,1170.9,185.8,704.4,499.9,1172.1,202.1,1116.1,1176.7,994.5,270.7,993.3,984.2,1092.1,715.0,617.1,132.3,739.0,707.1,1137.7,373.4,1098.0,1123.1,288.1,214.7,1075.9,1906.7,375.0,1060.9,1052.1,1133.0,937.9,617.4,505.9,1050.6,92.6,1203.9,219.7,612.6,993.8,1170.9,94.1,1059.1,109.5,1137.9,0.0,1104.0,1112.0,1145.2,281.2,1096.9,516.1,620.9,706.6,1170.9,786.5,91.9,707.6,1155.5,1154.7,1131.8,620.0,1013.8,736.3,1101.0,1170.7,672.3,258.5,634.6,708.4,556.2,703.4,654.5,1151.4,1100.5,996.2,1158.8,712.0,1284.4,1028.9,624.0,632.8,538.3,89.1,601.9,701.3,1148.1,944.7,687.3,755.2,770.5,1208.3,1281.6,1087.9,1071.3,448.6,251.8,1041.5,103.8,1128.9,721.2,1085.6,298.6,1108.3,666.1,604.9,1158.1
KO,571.8,248.8,116.9,750.9,201.9,814.6,237.3,521.4,1045.1,242.3,238.3,132.4,1078.1,498.1,716.3,133.6,1094.4,186.4,344.4,346.7,929.7,257.7,226.9,223.8,524.3,620.3,1098.9,527.1,515.6,81.2,823.2,283.9,302.1,877.5,989.0,254.9,1877.4,732.5,84.0,161.0,116.4,218.4,510.1,665.0,209.8,1016.8,165.4,994.0,665.2,236.5,132.4,1038.3,238.1,1042.4,208.2,1096.0,0.0,217.1,104.4,895.2,132.5,732.5,527.6,405.2,132.4,481.9,1105.9,516.9,138.9,216.9,363.0,623.2,347.4,530.0,140.2,142.8,531.0,917.5,578.3,502.1,608.8,428.4,561.2,163.3,129.2,348.4,120.3,439.6,240.1,165.8,572.6,539.5,623.7,1035.7,654.5,495.0,114.4,225.8,413.2,380.3,465.9,219.0,237.3,261.6,250.3,780.0,1026.1,283.1,1073.0,250.5,514.9,120.7,912.6,91.7,478.0,525.9,344.0
KS,568.7,144.3,238.9,747.8,217.8,811.5,157.0,548.6,931.2,314.5,164.0,232.8,964.2,477.0,713.2,198.0,980.5,150.1,270.1,418.9,926.6,300.0,299.1,28.5,478.0,617.2,985.0,599.4,587.9,242.1,820.1,336.3,227.8,874.4,985.9,180.6,1763.5,729.4,244.9,219.2,277.3,290.6,507.0,661.9,173.5,902.9,229.8,990.9,662.1,308.7,232.8,924.4,163.8,928.5,171.9,972.1,228.4,0.0,265.3,892.1,123.5,729.4,524.5,477.5,232.8,487.4,992.0,470.6,299.8,188.7,405.3,620.1,389.7,508.9,184.5,303.7,527.9,914.4,575.2,481.0,605.7,500.7,558.1,205.6,127.1,420.6,104.8,418.6,159.8,196.0,599.8,536.4,620.6,921.8,651.4,473.9,196.8,297.4,477.9,407.5,471.4,234.9,157.0,119.7,176.0,776.9,1023.0,219.6,959.1,104.1,493.8,281.6,909.5,252.6,431.7,553.1,386.3
KT,602.5,294.4,147.6,781.6,247.5,845.3,282.9,552.1,1043.4,273.0,283.9,178.0,1076.4,528.8,747.0,179.2,1092.7,232.0,390.0,377.4,960.4,303.3,257.6,269.4,555.0,651.0,1097.2,557.8,548.8,64.6,853.9,339.6,347.7,908.2,1019.7,300.5,1875.7,763.2,114.7,191.7,66.2,249.1,540.8,695.7,255.4,1015.1,211.0,1024.7,695.9,267.2,178.0,1036.6,283.7,1040.7,253.8,1084.3,93.1,262.7,0.0,925.9,178.1,763.2,558.3,435.9,178.0,512.6,1104.2,547.6,85.4,262.5,408.6,653.9,396.7,560.7,185.8,107.3,561.7,948.2,609.0,532.8,639.5,459.1,591.9,208.9,174.8,379.1,165.9,470.3,285.7,196.5,603.3,570.2,654.4,1034.0,685.2,525.7,160.0,256.5,443.9,411.0,496.6,264.6,282.9,307.2,295.9,810.7,1056.8,313.8,1071.3,296.1,545.6,151.4,943.3,56.2,508.7,556.6,389.6
KZ,372.1,965.0,867.7,152.5,987.1,89.3,1077.5,658.9,320.4,801.8,855.2,966.8,316.4,500.3,295.8,968.0,332.7,912.0,961.3,790.4,91.6,789.2,780.1,888.0,510.9,413.0,328.1,598.0,589.0,933.6,169.3,904.0,919.0,84.0,150.9,871.8,2092.8,170.9,856.8,848.0,914.2,733.8,402.0,290.5,846.5,314.5,999.8,155.9,408.5,789.7,966.8,315.0,855.0,297.2,933.8,273.9,899.9,907.9,941.1,0.0,892.8,312.0,416.8,491.2,966.8,582.4,270.8,503.5,951.4,942.5,927.7,415.9,809.7,532.2,899.0,955.3,468.2,79.4,430.5,504.3,352.1,499.3,450.4,947.3,896.4,792.1,954.7,507.9,1080.3,824.8,710.1,428.7,334.2,311.0,397.8,497.2,944.0,741.2,483.2,569.1,566.4,1004.2,1077.5,883.8,867.2,244.5,188.0,837.4,325.7,971.7,517.1,881.5,17.4,904.2,462.0,663.4,954.0
LQ,550.0,132.0,224.4,729.1,94.2,792.8,120.5,529.9,912.5,339.6,105.7,179.4,945.5,458.3,694.5,144.6,961.8,53.8,211.8,263.4,907.9,176.4,324.2,107.0,459.3,598.5,966.3,580.7,571.7,188.7,801.4,212.7,169.5,855.7,967.2,122.3,1744.8,710.7,191.5,244.3,209.2,315.7,488.3,643.2,77.2,884.2,176.4,972.2,643.4,333.8,179.4,905.7,105.5,909.8,75.6,953.4,175.0,100.3,211.9,873.4,0.0,710.7,505.8,458.8,179.4,468.7,973.3,451.9,246.4,84.3,281.7,601.4,266.1,490.2,58.9,250.3,509.2,895.7,556.5,462.3,587.0,482.0,539.4,82.0,3.5,295.6,51.4,399.9,123.3,221.1,581.1,517.7,601.9,903.1,632.7,455.2,51.1,323.1,459.2,388.8,452.7,111.3,120.5,153.9,117.7,758.2,1004.3,200.9,940.4,133.7,475.1,228.2,890.8,199.2,413.0,534.4,262.7
LU,221.2,780.1,682.8,136.5,802.2,200.2,892.6,474.0,544.1,616.9,670.3,781.9,540.1,315.4,11.0,783.1,556.4,727.1,776.4,605.5,315.3,604.3,595.2,703.1,326.0,187.4,551.8,413.1,404.1,748.7,208.8,719.1,734.1,263.1,374.6,686.9,2155.7,118.1,671.9,663.1,729.3,548.9,217.1,64.9,661.6,538.2,814.9,379.6,314.6,604.8,781.9,538.7,670.1,520.9,748.9,497.6,715.0,723.0,756.2,280.8,707.9,0.0,231.9,306.3,781.9,397.5,494.5,318.6,766.5,757.6,742.8,190.3,624.8,347.3,714.1,770.4,283.3,303.1,245.6,319.4,258.2,314.4,265.5,762.4,711.5,607.2,769.8,323.0,895.4,639.9,525.2,243.8,108.6,534.7,303.9,312.3,759.1,556.3,298.3,384.2,381.5,819.3,892.6,698.9,682.3,113.9,411.7,652.5,549.4,786.8,332.2,696.6,298.2,719.3,277.1,478.5,769.1
LV,87.2,571.2,473.9,266.3,593.3,330.0,683.7,265.1,673.9,408.0,461.4,573.0,669.9,106.5,231.7,574.2,686.2,518.2,567.5,396.6,445.1,395.4,386.3,494.2,117.1,135.7,681.6,204.2,195.2,539.8,338.6,510.2,525.2,392.9,504.4,478.0,1946.8,247.9,463.0,454.2,520.4,340.0,25.5,180.4,452.7,668.0,606.0,509.4,180.6,395.9,573.0,668.5,461.2,650.7,540.0,627.4,506.1,514.1,547.3,410.6,499.0,247.9,0.0,97.4,573.0,188.6,624.3,109.7,557.6,548.7,533.9,138.6,415.9,138.4,505.2,561.5,74.4,432.9,93.7,110.5,124.2,105.5,33.5,553.5,502.6,398.3,560.9,114.1,686.5,431.0,316.3,11.9,139.1,664.5,169.9,103.4,550.2,347.4,89.4,175.3,172.6,610.4,683.7,490.0,473.4,295.4,541.5,443.6,679.2,577.9,123.3,487.7,428.0,510.4,68.2,269.6,560.2
LX,166.5,597.7,376.4,345.6,535.0,409.3,586.2,182.7,753.2,310.5,441.4,475.5,749.2,92.8,311.0,476.7,765.5,498.2,547.5,299.1,524.4,297.9,288.8,483.7,133.5,215.0,760.9,121.8,110.3,442.3,417.9,402.6,505.2,472.2,583.7,458.0,1864.4,327.2,365.5,356.7,437.6,242.5,104.8,259.7,432.7,747.3,508.5,588.7,259.9,298.4,475.5,747.8,441.2,730.0,520.0,706.7,408.6,503.6,449.8,489.9,465.6,327.2,122.3,0.0,475.5,91.1,703.6,126.1,460.1,528.7,436.4,217.9,318.4,124.7,405.6,464.0,125.7,512.2,173.0,96.8,203.5,23.1,155.9,456.0,462.3,300.8,463.4,48.8,589.0,333.5,233.9,134.2,218.4,743.8,249.2,89.7,457.5,249.3,8.0,77.8,75.1,552.1,586.2,475.7,453.4,374.7,620.8,448.0,758.5,552.5,109.6,390.2,507.3,412.9,87.2,187.2,462.7
LY,637.4,237.9,182.5,816.5,209.0,880.2,226.4,587.0,1052.2,307.9,245.4,0.0,1085.2,598.0,781.9,52.5,1101.5,193.5,351.5,412.3,995.3,264.8,292.5,212.9,599.0,685.9,1106.0,592.7,581.2,146.8,888.8,291.0,309.2,943.1,1054.6,262.0,1884.5,798.1,149.6,226.6,182.0,284.0,575.7,730.6,216.9,1023.9,84.3,1059.6,730.8,302.1,0.0,1045.4,245.2,1049.5,215.3,1093.1,133.1,206.2,170.0,960.8,139.6,798.1,593.2,470.8,0.0,547.5,1113.0,591.6,204.5,224.0,370.1,688.8,354.5,629.9,147.3,208.4,596.6,983.1,643.9,602.0,674.4,494.0,626.8,170.4,136.3,414.0,109.4,539.6,229.2,231.4,638.2,605.1,689.3,1042.8,720.1,594.9,121.5,290.8,478.8,445.9,531.5,226.1,226.4,250.7,257.4,845.6,1091.7,340.6,1080.1,192.7,614.8,186.3,978.2,157.3,552.7,591.5,351.1
MY,254.1,654.4,433.1,433.2,591.7,496.9,642.9,273.9,840.8,367.2,471.3,532.2,836.8,162.4,398.6,533.4,853.1,528.1,577.4,355.8,612.0,354.6,345.5,540.4,163.4,302.6,848.5,213.0,201.5,499.0,505.5,467.8,535.1,559.8,671.3,487.9,1955.6,414.8,422.2,413.4,494.3,299.2,192.4,347.3,462.6,834.9,565.2,676.3,347.5,355.1,532.2,835.4,471.1,817.6,549.9,794.3,465.3,560.3,506.5,577.5,522.3,414.8,209.9,91.1,532.2,0.0,791.2,156.0,516.8,566.7,493.1,305.5,375.1,194.3,464.4,520.7,213.3,599.8,260.6,166.4,291.1,114.3,243.5,512.7,519.0,357.5,520.1,78.7,645.7,390.2,325.1,221.8,306.0,831.4,336.8,159.3,514.2,306.6,99.1,134.5,15.9,608.8,642.9,532.4,483.3,462.3,708.4,504.7,846.1,656.1,179.2,446.9,594.9,469.6,117.1,278.4,519.4
NG,571.3,1164.2,1066.9,351.7,1186.3,288.5,1276.7,693.7,116.6,1001.0,1054.4,1166.0,192.6,699.5,495.0,1167.2,208.9,1111.2,1160.5,989.6,265.8,988.4,979.3,1087.2,710.1,612.2,150.4,757.1,725.2,1132.8,368.5,1093.1,1118.2,283.2,209.8,1071.0,1924.8,370.1,1056.0,1047.2,1128.1,933.0,601.2,489.7,1045.7,110.7,1199.0,214.8,607.7,988.9,1166.0,112.2,1054.2,127.6,1133.0,80.1,1099.1,1107.1,1140.3,276.3,1092.0,511.2,616.0,690.4,1166.0,781.6,0.0,702.7,1150.6,1152.8,1126.9,615.1,1008.9,731.4,1096.1,1154.5,667.4,253.6,629.7,703.5,551.3,698.5,649.6,1146.5,1095.6,991.3,1153.9,707.1,1279.5,1024.0,642.1,627.9,533.4,107.2,597.0,696.4,1143.2,939.8,682.4,773.3,765.6,1203.4,1276.7,1083.0,1066.4,443.7,246.9,1036.6,121.9,1170.9,716.3,1080.7,293.7,1103.4,661.2,623.0,1153.2
NT,194.4,537.8,481.6,373.5,559.9,437.2,550.5,279.3,781.1,415.7,428.0,580.7,777.1,102.7,338.9,581.9,793.4,484.8,534.1,404.3,552.3,403.1,394.0,460.8,39.7,242.9,788.8,218.4,209.4,547.5,445.8,517.9,491.8,500.1,611.6,444.6,1945.3,355.1,470.7,461.9,528.1,347.7,132.7,287.6,419.3,775.2,613.7,616.6,287.8,403.6,580.7,775.7,427.8,757.9,506.6,734.6,513.8,480.7,555.0,517.8,465.6,355.1,150.2,111.6,580.7,149.5,731.5,0.0,565.3,515.3,541.6,245.8,423.6,134.6,512.9,569.2,153.6,540.1,200.9,106.7,231.4,119.7,183.8,547.7,469.2,406.0,509.8,80.7,553.3,438.7,330.5,162.1,246.3,771.7,277.1,99.6,516.8,355.1,103.6,183.0,133.5,577.0,550.5,456.6,440.0,402.6,648.7,410.2,786.4,544.5,119.5,495.4,535.2,518.1,57.4,283.8,567.9
NW,601.3,320.2,146.4,780.4,273.3,844.1,308.7,550.9,1042.2,271.8,309.7,203.8,1075.2,527.6,745.8,205.0,1091.5,257.8,415.8,376.2,959.2,375.0,256.4,295.2,553.8,649.8,1096.0,556.6,547.6,106.7,852.7,365.4,373.5,907.0,1018.5,326.3,1874.5,762.0,113.5,190.5,60.2,247.9,539.6,694.5,281.2,1013.9,236.8,1023.5,694.7,266.0,203.8,1035.4,309.5,1039.5,279.6,1083.1,135.2,288.5,93.9,924.7,203.9,762.0,557.1,434.7,203.8,511.4,1103.0,546.4,0.0,288.3,434.4,652.7,395.5,559.5,211.6,31.0,560.5,947.0,607.8,531.6,638.3,457.9,590.7,234.7,200.6,377.9,191.7,469.1,311.5,195.3,602.1,569.0,653.2,1032.8,684.0,524.5,185.8,255.3,442.7,409.8,495.4,290.4,308.7,333.0,321.7,809.5,1055.6,312.6,1070.1,321.9,544.4,150.2,942.1,70.0,507.5,555.4,415.4
NZ,608.8,206.6,262.9,787.9,176.1,860.0,195.1,597.1,979.7,396.7,164.5,240.0,1004.3,525.5,761.7,209.5,1032.0,20.5,282.0,336.9,975.1,258.3,381.3,181.6,526.5,665.7,1033.5,662.1,656.1,235.6,868.6,287.5,236.7,922.9,1034.4,189.5,1812.0,777.9,238.4,315.4,262.4,372.8,555.5,713.4,144.4,951.4,241.3,1039.4,713.6,390.9,231.6,972.9,172.7,977.0,29.2,1023.6,224.9,177.9,258.8,940.6,81.8,777.9,573.0,531.8,240.0,538.9,1032.1,519.1,293.3,0.0,363.6,668.6,348.0,557.4,143.8,288.8,576.4,962.9,623.7,529.5,657.2,563.4,606.6,163.9,85.4,377.5,126.0,467.1,197.9,289.7,648.3,584.9,669.1,970.3,699.9,522.4,133.0,383.2,548.2,456.0,519.9,193.2,195.1,221.1,184.9,825.4,1074.5,268.1,1007.6,211.3,545.3,275.1,958.0,237.7,480.2,601.6,344.6
OB,538.4,407.8,393.9,717.5,345.1,781.2,396.3,488.0,1125.1,344.7,381.5,362.6,1041.1,464.7,682.9,332.1,1057.4,329.6,487.6,176.9,896.3,131.9,323.0,382.8,490.9,586.9,1132.8,493.7,484.7,358.2,789.8,222.8,445.3,844.1,955.6,398.1,2020.6,699.1,361.0,390.9,378.7,276.7,476.7,631.6,353.0,1119.2,363.9,960.6,631.8,332.6,362.6,1119.7,381.3,1101.9,351.4,1078.6,344.5,376.1,381.4,861.8,275.7,699.1,494.2,371.8,362.6,448.5,1075.5,483.5,415.9,360.1,0.0,589.8,179.6,496.6,217.8,419.8,497.6,884.1,544.9,468.7,575.4,395.0,527.8,266.1,272.4,209.1,327.2,406.2,399.1,367.7,539.2,506.1,590.3,1115.7,621.1,461.6,275.6,284.1,379.8,346.9,432.5,362.2,396.3,429.7,393.5,746.6,992.7,482.2,1130.4,409.5,481.5,397.7,879.2,368.7,444.6,492.5,272.8
OG,120.5,679.4,582.1,289.0,701.5,352.7,791.9,373.3,696.6,516.2,569.6,681.2,692.6,214.7,202.7,682.4,708.9,626.4,675.7,504.8,467.8,503.6,494.5,602.4,225.3,5.0,704.3,312.4,303.4,648.0,361.3,618.4,633.4,415.6,527.1,586.2,2055.0,270.6,571.2,562.4,628.6,448.2,116.4,151.4,560.9,690.7,714.2,532.1,213.9,504.1,681.2,691.2,569.4,673.4,648.2,650.1,614.3,622.3,655.5,433.3,607.2,218.9,131.2,205.6,681.2,296.8,647.0,217.9,665.8,656.9,642.1,0.0,524.1,246.6,613.4,669.7,182.6,455.6,144.9,218.7,157.5,213.7,164.8,661.7,610.8,506.5,669.1,222.3,794.7,539.2,424.5,143.1,110.1,687.2,203.2,211.6,658.4,455.6,197.6,283.5,280.8,718.6,791.9,598.2,581.6,266.4,564.2,551.8,701.9,686.1,231.5,595.9,450.7,618.6,176.4,377.8,668.4
OK,480.2,420.7,352.4,659.3,358.0,723.0,409.2,429.8,1066.9,286.5,394.4,375.5,982.9,406.5,624.7,345.0,999.2,342.5,500.5,122.1,838.1,120.9,264.8,395.7,432.7,528.7,1074.6,435.5,426.5,371.1,731.6,235.7,458.2,785.9,897.4,411.0,1985.9,640.9,373.9,332.7,391.6,218.5,418.5,573.4,365.9,1061.0,376.8,902.4,573.6,274.4,375.5,1061.5,394.2,1043.7,364.3,1020.4,357.4,389.0,394.3,803.6,288.6,640.9,436.0,313.6,375.5,390.3,1017.3,425.3,428.8,373.0,259.4,531.6,0.0,438.4,230.7,432.7,439.4,825.9,486.7,410.5,517.2,336.8,469.6,279.0,285.3,95.8,340.1,348.0,412.0,309.5,481.0,447.9,532.1,1057.5,562.9,403.4,288.5,225.9,321.6,288.7,374.3,375.1,409.2,442.6,406.4,688.4,934.5,424.0,1072.2,422.4,423.3,410.6,821.0,381.6,386.4,434.3,285.7
OP,178.3,571.3,492.0,357.4,593.4,421.1,584.0,283.2,765.0,426.1,461.5,591.1,761.0,27.1,322.8,592.3,777.3,518.3,567.6,414.7,536.2,413.5,404.4,494.3,117.2,226.8,772.7,222.3,213.3,557.9,429.7,528.3,525.3,484.0,595.5,478.1,1964.9,339.0,481.1,472.3,538.5,358.1,116.6,271.5,452.8,759.1,624.1,600.5,271.7,414.0,591.1,759.6,461.3,741.8,540.1,718.5,524.2,514.2,565.4,501.7,499.1,339.0,134.1,115.5,591.1,183.0,715.4,109.8,575.7,548.8,552.0,229.7,434.0,0.0,523.3,579.6,137.5,524.0,184.8,66.6,215.3,123.6,167.7,581.2,502.7,416.4,543.3,114.2,586.8,449.1,334.4,146.0,230.2,755.6,261.0,59.5,550.3,365.5,107.5,193.4,167.0,610.5,584.0,490.1,473.5,386.5,632.6,443.7,770.3,578.0,79.4,505.8,519.1,528.5,68.3,287.7,578.3
PI,563.9,189.9,176.0,745.0,127.2,808.7,178.4,515.5,970.4,301.4,163.6,144.7,1003.4,516.2,710.4,114.2,1019.7,113.8,269.7,202.4,923.8,117.4,286.0,164.9,517.2,614.4,1024.2,521.2,509.7,140.3,817.3,143.6,227.4,871.6,983.1,180.2,1802.7,726.6,143.1,220.1,175.5,277.5,504.2,657.1,135.1,942.1,146.0,988.1,657.3,295.6,144.7,963.6,163.4,967.7,133.5,1021.3,128.7,160.3,163.5,889.3,57.8,726.6,521.7,397.3,144.7,474.0,1033.3,509.8,198.0,150.3,222.7,617.3,207.1,548.1,0.0,201.9,525.1,911.6,572.4,520.2,600.9,422.5,555.3,48.2,54.5,236.6,109.3,433.7,181.2,224.9,566.7,533.6,617.8,961.0,648.6,513.1,57.7,284.3,407.3,374.4,460.0,144.3,178.4,211.8,175.6,774.1,1018.2,258.8,998.3,144.7,533.0,179.8,906.7,152.9,470.9,520.0,203.7
PN,603.1,322.0,148.2,782.2,275.1,845.9,310.5,552.7,1044.0,273.6,311.5,205.6,1077.0,529.4,747.6,206.8,1093.3,259.6,417.6,378.0,961.0,376.8,258.2,297.0,555.6,651.6,1097.8,558.4,546.9,126.5,854.5,357.1,375.3,908.8,1020.3,328.1,1876.3,763.8,115.3,192.3,21.0,249.7,541.4,696.3,283.0,1015.7,238.6,1025.3,696.5,267.8,205.6,1037.2,311.3,1041.3,281.4,1084.9,138.7,290.3,113.7,926.5,205.7,763.8,558.9,436.5,205.6,513.2,1104.8,548.2,41.0,290.1,436.2,654.5,397.3,561.3,213.4,0.0,562.3,948.8,609.6,533.4,640.1,459.7,592.5,236.5,202.4,379.7,193.5,470.9,313.3,197.1,603.9,570.8,655.0,1034.6,685.8,526.3,187.6,256.5,444.5,411.6,497.2,292.2,310.5,334.8,323.5,811.3,1057.4,314.4,1071.9,323.7,546.2,152.0,943.9,38.9,509.3,557.2,417.2
PQ,128.8,564.8,467.5,307.9,586.9,371.6,677.3,258.7,715.5,401.6,455.0,566.6,711.5,100.1,273.3,567.8,727.8,511.8,561.1,390.2,486.7,389.0,379.9,487.8,110.7,177.3,723.2,197.8,188.8,533.4,380.2,503.8,518.8,434.5,546.0,471.6,1940.4,289.5,456.6,447.8,514.0,333.6,67.1,222.0,446.3,709.6,599.6,551.0,222.2,389.5,566.6,710.1,454.8,692.3,533.6,669.0,499.7,507.7,540.9,452.2,492.6,289.5,84.6,91.0,566.6,182.2,665.9,103.3,551.2,542.3,527.5,180.2,409.5,132.0,498.8,555.1,0.0,474.5,135.3,104.1,165.8,99.1,118.2,547.1,496.2,391.9,554.5,107.7,680.1,424.6,309.9,96.5,180.7,706.1,211.5,97.0,543.8,341.0,83.0,168.9,166.2,604.0,677.3,483.6,467.0,337.0,583.1,437.2,720.8,571.5,116.9,481.3,469.6,504.0,61.8,263.2,553.8
PT,408.8,1001.7,904.4,189.2,1023.8,126.0,1114.2,695.6,312.1,838.5,891.9,1003.5,308.1,537.0,332.5,1004.7,324.4,948.7,998.0,827.1,35.5,825.9,816.8,924.7,547.6,449.7,319.8,634.7,625.7,970.3,206.0,940.7,955.7,120.7,142.6,908.5,2084.5,207.6,893.5,884.7,950.9,770.5,438.7,327.2,883.2,306.2,1036.5,147.6,445.2,826.4,1003.5,306.7,891.7,288.9,970.5,265.6,936.6,944.6,977.8,113.8,929.5,348.7,453.5,527.9,1003.5,619.1,262.5,540.2,988.1,979.2,964.4,452.6,846.4,568.9,935.7,992.0,504.9,0.0,467.2,541.0,388.8,536.0,487.1,984.0,933.1,828.8,991.4,544.6,1117.0,861.5,801.8,465.4,370.9,302.7,434.5,533.9,980.7,777.9,519.9,605.8,603.1,1040.9,1114.2,920.5,903.9,281.2,179.7,874.1,317.4,1008.4,553.8,918.2,131.2,940.9,498.7,700.1,990.7
PW,93.6,614.6,517.3,272.7,636.7,336.4,727.1,308.5,680.3,451.4,504.8,616.4,676.3,149.9,238.1,617.6,692.6,561.6,610.9,440.0,451.5,438.8,429.7,537.6,160.5,142.1,688.0,247.6,238.6,583.2,345.0,553.6,568.6,399.3,510.8,521.4,1990.2,254.3,506.4,497.6,563.8,383.4,51.6,186.8,496.1,674.4,649.4,515.8,187.0,439.3,616.4,674.9,504.6,657.1,583.4,633.8,549.5,557.5,590.7,417.0,542.4,254.3,66.4,140.8,616.4,232.0,630.7,153.1,601.0,592.1,577.3,145.0,459.3,181.8,548.6,604.9,117.8,439.3,0.0,153.9,130.6,148.9,100.0,596.9,546.0,441.7,604.3,157.5,729.9,474.4,359.7,78.3,145.5,670.9,176.3,146.8,593.6,390.8,132.8,218.7,216.0,653.8,727.1,533.4,516.8,301.8,547.9,487.0,685.6,621.3,166.7,531.1,434.4,553.8,111.6,313.0,603.6
PX,166.6,559.6,480.3,345.7,581.7,409.4,572.3,271.5,753.3,414.4,449.8,579.4,749.3,30.9,311.1,580.6,765.6,506.6,555.9,403.0,524.5,401.8,392.7,482.6,105.5,215.1,761.0,210.6,201.6,546.2,418.0,516.6,513.6,472.3,583.8,466.4,1953.2,327.3,469.4,460.6,526.8,346.4,104.9,259.8,441.1,747.4,612.4,588.8,260.0,402.3,579.4,747.9,449.6,730.1,528.4,706.8,512.5,502.5,553.7,490.0,487.4,327.3,122.4,103.8,579.4,171.3,703.7,98.1,564.0,537.1,540.3,218.0,422.3,62.8,511.6,567.9,125.8,512.3,173.1,0.0,203.6,111.9,156.0,569.5,491.0,404.7,531.6,102.5,575.1,437.4,322.7,134.3,218.5,743.9,249.3,7.6,538.6,353.8,95.8,181.7,155.3,598.8,572.3,478.4,461.8,374.8,620.9,432.0,758.6,566.3,12.7,494.1,507.4,516.8,56.6,276.0,566.6
QC,81.3,674.2,576.9,183.4,696.3,247.1,786.7,368.1,591.0,511.0,564.4,676.0,587.0,209.5,239.8,677.2,603.3,621.2,670.5,499.6,362.2,498.4,489.3,597.2,220.1,143.8,598.7,307.2,298.2,642.8,255.7,603.1,628.2,310.0,421.5,581.0,2049.8,165.0,566.0,557.2,638.1,443.0,111.2,188.5,555.7,585.1,709.0,426.5,56.3,498.9,676.0,585.6,564.2,567.8,643.0,544.5,609.1,617.1,650.3,327.7,602.0,256.0,126.0,200.4,676.0,291.6,541.4,212.7,660.6,651.7,636.9,146.7,518.9,241.4,608.2,664.5,177.4,350.0,139.7,213.5,0.0,208.5,159.6,656.5,605.6,501.3,663.9,217.1,789.5,534.0,419.3,137.9,147.2,581.6,45.6,206.4,653.2,449.8,192.4,278.3,275.6,713.4,786.7,593.0,576.4,237.9,458.6,546.6,596.3,680.9,226.3,590.7,345.1,613.4,171.2,372.6,663.2
QD,154.6,620.9,399.6,333.7,558.2,397.4,609.4,159.5,741.3,333.7,455.8,498.7,737.3,80.9,299.1,499.9,753.6,512.6,561.9,322.3,512.5,321.1,312.0,506.9,111.5,203.1,749.0,98.6,89.6,465.5,406.0,435.9,519.6,460.3,571.8,472.4,1841.2,315.3,388.7,379.9,446.1,265.7,92.9,247.8,447.1,735.4,531.7,576.8,248.0,321.6,498.7,735.9,455.6,718.1,534.4,694.8,431.8,526.8,473.0,478.0,488.8,315.3,110.4,23.1,498.7,114.3,691.7,104.1,483.3,543.1,459.6,206.0,341.6,112.8,430.9,487.2,113.8,500.3,161.1,84.9,191.6,0.0,144.0,479.2,485.5,324.0,486.6,72.0,612.2,356.7,210.7,122.3,206.5,731.9,237.3,77.8,480.7,273.1,15.1,135.6,98.3,575.3,609.4,498.9,467.8,362.8,608.9,471.2,746.6,622.6,97.7,413.4,495.4,436.1,62.6,164.0,485.9
QH,133.1,617.1,519.8,312.2,639.2,375.9,729.6,311.0,719.8,453.9,507.3,618.9,715.8,152.4,277.6,620.1,732.1,564.1,613.4,442.5,491.0,441.3,432.2,540.1,163.0,181.6,727.5,250.1,241.1,585.7,384.5,556.1,571.1,438.8,550.3,523.9,1992.7,293.8,508.9,500.1,566.3,385.9,71.4,226.3,498.6,713.9,651.9,555.3,226.5,441.8,618.9,714.4,507.1,696.6,585.9,673.3,552.0,560.0,593.2,456.5,544.9,293.8,45.8,143.3,618.9,234.5,670.2,155.6,603.5,594.6,579.8,184.5,461.8,184.3,551.1,607.4,120.3,478.8,139.6,156.4,170.1,151.4,0.0,599.4,548.5,444.2,606.8,160.0,732.4,476.9,362.2,32.7,185.0,710.4,215.8,149.3,596.1,393.3,135.3,221.2,218.5,656.3,729.6,535.9,519.3,341.3,587.4,489.5,725.1,623.8,169.2,533.6,473.9,556.3,114.1,315.5,606.1
