from_stop,AA,AN,AT,AZ,BD,BE,BG,BK,BT,BW,CC,CE,CI,CO,CR,CV,CX,DG,DN,DQ,DR,DU,DY,EB,ED,EG,EI,EL,EM,EN,ES,EU,FJ,FO,GE,GF,GO,GR,GY,HL,HN,HS,HU,IA,IC,ID,IV,JF,JG,JO,KF,KO,KR,KX,KY,LA,LD,LG,LJ,LN,LO,LT,MD,MM,MO,MS,MT,NE,NT,NX,OB,OI,OL,OR,PB,PD,PP,PS,PV,PW,PZ,QK,QV,QX,SD,SO,SS,ST,SY,TA,TF,TM,UD,UE,UL,VI,VK,WB,WF,WH,WJ,WR,WW,XG,XH,XT,XY,YA,YF,YG,YI,YZ,ZC,ZD,ZG,ZJ
LG,315.5,519.5,215.4,173.1,512.1,415.7,122.1,149.4,23.6,145.0,290.3,313.4,136.0,267.1,184.4,411.6,302.3,324.8,103.0,176.1,106.5,163.7,453.7,376.8,360.4,429.2,149.7,162.0,381.4,190.3,257.0,468.2,416.0,466.3,482.0,317.1,172.8,137.1,312.4,319.3,131.5,329.6,532.6,142.1,396.7,372.9,198.8,320.1,285.0,144.6,222.6,167.9,416.3,172.8,181.8,78.9,257.8,0.0,291.0,53.3,269.1,349.7,493.0,231.1,183.1,158.2,199.2,137.0,257.9,432.2,104.6,328.8,392.1,278.2,168.2,146.2,454.4,183.3,250.7,283.2,145.4,508.4,177.7,195.2,505.3,321.2,116.7,256.0,473.3,514.7,142.1,555.7,333.2,263.9,103.9,139.5,245.7,345.2,107.5,483.6,437.0,154.1,470.1,160.9,441.7,391.6,509.7,113.6,223.4,276.9,229.5,533.5,2041.6,143.1,328.7,423.4
LJ,88.9,228.4,231.6,105.0,221.0,124.6,266.6,123.6,333.2,186.4,78.5,186.9,297.7,23.4,389.2,120.5,52.3,133.0,247.5,102.1,251.0,400.5,162.6,85.7,69.7,138.1,386.5,275.0,90.5,86.8,33.5,177.1,124.9,175.2,190.9,51.7,409.6,328.5,21.3,115.9,274.6,109.8,241.5,294.9,105.6,85.4,358.7,34.5,119.4,128.4,67.3,264.1,126.2,262.4,283.3,374.8,96.8,309.5,0.0,368.7,135.3,59.0,201.9,216.7,254.3,116.9,306.4,230.3,68.6,136.4,231.3,37.7,101.0,147.1,405.0,290.8,163.3,94.3,77.0,34.5,186.8,217.3,259.4,296.7,214.2,143.2,234.1,124.9,182.2,223.6,239.5,264.6,71.2,63.8,204.2,388.2,201.8,95.5,252.0,192.5,145.9,390.9,179.0,271.5,160.0,104.7,218.6,258.1,383.3,145.8,60.4,242.4,2022.8,253.5,31.5,133.3
LN,367.0,572.9,162.8,226.9,565.5,469.1,160.9,202.8,29.7,207.8,349.5,377.2,76.8,320.5,180.4,465.0,361.5,389.1,158.6,229.5,176.6,107.6,507.1,430.2,413.8,482.6,139.9,108.6,435.0,242.4,301.8,521.6,469.4,560.6,576.3,376.3,127.3,83.7,365.8,376.4,185.7,383.0,586.0,101.9,450.1,428.1,178.4,419.9,344.2,203.8,276.0,118.0,469.7,119.4,128.4,25.5,311.2,53.3,344.4,0.0,328.3,403.1,546.4,177.7,129.7,217.4,145.8,217.1,310.6,480.9,247.7,382.2,445.5,331.6,147.8,92.8,507.8,242.5,304.1,334.5,201.6,561.8,124.3,139.6,558.7,374.6,230.4,309.4,526.7,568.1,204.2,609.1,386.6,323.1,157.3,101.1,192.3,404.4,169.7,537.0,490.4,133.7,523.5,107.5,503.2,449.2,559.4,169.4,193.0,377.3,288.7,586.9,2095.0,192.9,382.1,476.8
LO,44.4,293.3,216.5,89.1,278.5,243.1,268.7,107.7,276.0,170.5,67.2,95.7,299.8,94.5,373.3,195.8,104.1,107.6,249.6,86.2,253.1,375.4,219.9,161.0,94.2,195.4,361.4,277.1,209.0,72.3,75.8,234.4,182.2,293.7,248.2,94.0,384.5,330.6,139.8,100.7,248.6,107.3,299.0,297.0,180.9,109.9,342.8,121.9,15.8,112.5,106.5,266.2,244.7,264.5,285.4,330.6,59.6,252.3,118.4,305.7,0.0,83.5,299.3,200.8,256.4,101.0,308.5,214.4,160.1,193.7,215.4,107.5,158.3,55.9,379.9,292.9,220.6,78.4,121.7,152.1,170.9,274.8,261.5,296.6,279.1,98.9,201.1,15.7,239.5,280.9,223.6,321.9,64.0,134.9,188.3,362.9,185.9,120.0,254.1,249.8,203.2,365.8,236.3,273.6,216.0,180.0,272.2,260.2,367.4,36.6,99.6,307.3,2098.1,237.6,147.2,251.8
LT,48.6,209.7,290.8,163.4,194.9,171.6,343.0,182.0,350.3,244.8,68.9,166.0,374.1,96.3,447.6,112.2,70.5,73.9,323.9,160.5,327.4,449.7,136.3,77.4,10.7,111.8,435.7,351.4,137.5,145.2,106.4,150.8,98.6,222.2,164.6,42.1,458.8,404.9,38.4,56.8,322.9,50.7,215.4,378.2,97.3,26.3,417.1,52.7,77.2,186.8,140.2,336.8,173.2,338.8,359.7,404.9,115.0,326.6,72.8,385.8,95.3,0.0,215.7,275.1,330.7,175.3,382.8,288.7,140.7,114.8,289.7,20.8,74.7,126.2,454.2,367.2,137.0,152.7,149.1,107.4,245.2,191.2,335.8,370.9,195.5,84.1,275.4,108.0,155.9,197.3,297.9,238.3,29.0,135.9,262.6,437.4,260.2,36.4,328.4,166.2,119.6,440.1,152.7,347.9,128.0,96.4,192.3,334.5,441.7,128.9,133.3,223.7,2014.5,311.9,60.5,180.3
MD,240.2,26.4,434.7,308.1,61.4,133.5,469.7,326.7,536.3,389.5,262.4,318.8,500.8,226.5,592.3,205.7,249.5,244.7,450.6,305.2,454.1,603.6,172.4,178.0,184.0,119.7,600.2,478.1,204.3,289.9,236.6,162.2,134.1,64.5,81.5,235.6,617.5,531.6,231.9,209.6,477.7,203.5,81.9,504.9,197.9,197.1,561.8,231.7,264.0,331.5,270.4,467.2,112.9,465.5,486.4,577.9,286.7,512.6,203.0,571.8,248.1,193.4,0.0,419.8,457.4,320.0,509.5,433.4,272.2,145.6,434.4,214.3,130.3,279.0,608.1,493.9,74.0,297.4,280.1,250.6,389.9,57.7,462.5,497.6,12.2,254.9,420.1,260.8,72.8,136.6,442.6,109.5,222.5,266.9,407.3,591.3,404.9,189.2,455.1,147.2,183.3,594.0,160.6,474.6,140.3,197.0,105.5,461.2,586.4,281.7,263.5,40.4,1925.0,456.6,208.7,106.0
MM,259.4,457.8,15.7,117.0,450.4,354.0,80.2,93.3,168.3,30.0,234.2,257.3,173.2,205.4,138.9,349.9,246.2,268.7,94.0,120.0,101.7,161.0,392.0,315.1,304.3,367.5,243.8,133.4,319.7,134.2,195.3,406.5,354.3,404.6,420.3,261.0,151.9,204.0,250.7,263.2,48.3,273.5,470.9,153.3,335.0,316.8,141.9,264.0,228.9,88.5,180.9,139.6,355.6,120.8,141.7,222.9,201.7,144.6,229.3,198.0,213.0,293.6,431.3,0.0,112.7,102.1,164.8,55.1,213.2,370.5,69.9,267.1,330.4,222.1,165.0,149.2,392.7,127.2,209.0,241.5,29.6,446.7,117.8,155.1,443.6,265.1,75.4,199.9,411.6,453.0,26.4,494.0,277.1,222.2,80.6,233.6,14.5,289.1,89.5,421.9,375.3,248.2,408.4,147.0,380.0,329.9,448.0,83.4,166.5,220.8,187.8,471.8,2135.7,40.4,260.9,362.7
MO,307.5,489.8,94.6,173.2,482.4,386.0,47.9,137.7,102.6,139.6,284.2,311.9,98.4,237.4,180.4,381.9,290.7,323.8,28.8,175.8,52.6,181.9,424.0,347.1,331.1,399.5,178.5,20.6,351.9,186.5,218.7,438.5,386.3,436.6,452.3,311.0,195.8,93.1,282.7,316.9,57.3,323.5,502.9,40.5,367.0,346.8,149.9,295.9,278.9,132.9,218.7,64.8,387.6,8.0,28.9,121.4,246.2,78.9,261.3,138.1,263.0,320.4,463.3,109.5,0.0,146.5,52.0,93.1,250.3,402.5,104.9,299.1,362.4,272.1,196.6,36.4,424.7,183.0,246.8,277.2,139.2,478.7,5.1,40.1,475.6,315.1,106.4,249.9,443.6,485.0,94.1,526.0,327.1,260.0,121.8,169.4,124.1,339.1,33.3,453.9,407.3,182.5,440.4,72.2,420.1,366.1,480.0,39.4,174.5,253.3,225.6,503.8,2070.0,68.9,292.9,394.7
MS,155.3,355.6,114.6,14.8,348.2,251.8,170.5,6.6,174.9,69.4,132.0,159.7,201.6,103.2,272.2,247.7,144.0,171.6,151.4,17.8,154.9,275.0,289.8,212.9,202.1,265.3,261.4,178.9,217.7,32.0,84.5,304.3,252.1,302.4,318.1,158.8,288.9,232.4,148.5,164.7,144.4,171.3,368.7,198.8,232.8,216.4,241.7,161.8,126.7,11.4,78.7,168.0,253.4,166.3,187.2,263.0,99.5,151.2,127.1,210.4,110.8,191.4,329.1,99.7,158.2,0.0,210.3,113.3,110.3,268.3,114.3,164.9,228.2,119.9,279.5,194.7,290.5,25.0,106.8,137.2,69.8,344.5,163.3,200.6,341.4,162.9,100.0,97.7,309.4,350.8,122.5,391.8,174.9,120.0,87.2,262.7,84.8,186.9,155.9,319.7,273.1,265.4,306.2,175.4,277.8,231.9,345.8,162.0,266.3,118.6,85.6,369.6,2150.0,136.5,158.7,260.5
MT,340.3,553.4,65.1,197.9,546.0,449.6,64.0,174.2,166.2,110.9,315.1,338.2,125.3,301.0,111.4,445.5,327.1,349.6,83.1,200.9,116.2,195.2,487.6,410.7,385.2,463.1,211.1,33.9,415.3,215.1,290.9,502.1,449.9,500.2,515.9,341.9,204.3,106.4,346.3,344.1,98.7,354.4,566.5,53.8,430.6,397.7,114.4,344.9,309.8,169.4,261.8,128.4,451.2,53.2,23.9,134.7,282.6,142.5,324.9,160.2,293.9,374.5,526.9,80.8,63.5,183.0,0.0,136.0,294.1,466.1,150.8,362.7,426.0,303.0,137.5,49.7,488.3,208.1,289.9,322.4,110.5,542.3,58.1,10.0,539.2,346.0,151.5,280.8,507.2,548.6,107.3,589.6,358.0,303.1,161.5,171.0,95.4,370.0,78.6,517.5,470.9,215.5,504.0,135.8,475.6,425.5,543.6,72.5,139.0,301.7,268.7,567.4,2133.6,121.3,356.5,458.3
NE,301.8,502.1,83.6,161.3,494.7,398.3,63.5,137.6,136.8,74.3,278.5,306.2,141.7,249.7,220.4,394.2,290.5,318.1,77.3,164.3,68.6,226.3,436.3,359.4,348.6,411.8,212.3,116.7,364.0,175.0,231.0,450.8,398.6,448.9,464.6,305.3,235.4,172.5,295.0,311.2,34.7,317.8,515.2,136.6,379.3,362.9,189.9,308.3,273.2,132.6,187.8,104.4,399.9,104.1,125.0,191.4,246.0,113.1,273.6,166.5,257.3,337.9,475.6,67.9,96.0,146.4,148.1,0.0,223.1,414.8,57.2,311.4,374.7,266.4,230.8,132.5,437.0,171.5,215.9,248.4,73.9,491.0,101.1,136.2,487.9,309.4,13.2,244.2,455.9,497.3,26.4,538.3,321.4,229.1,28.6,214.0,58.8,333.4,72.8,466.2,419.6,216.7,452.7,115.5,428.0,378.4,488.6,66.7,214.5,265.1,194.7,516.1,2104.2,23.7,305.2,407.0
NT,171.3,308.6,229.3,138.0,301.5,192.8,266.5,121.3,280.1,184.1,159.7,219.9,297.6,72.2,386.9,201.0,132.8,213.5,247.4,135.1,250.9,370.5,239.5,166.2,150.2,218.6,367.6,274.9,171.0,121.2,89.6,229.3,205.4,256.4,266.1,132.9,384.9,328.4,101.8,196.4,274.5,190.3,322.0,301.7,186.1,165.9,356.4,115.7,186.9,125.6,47.3,260.3,171.7,262.3,283.2,359.0,159.7,256.4,81.1,315.6,171.0,139.5,282.1,214.4,253.7,114.6,306.3,218.5,0.0,216.9,219.5,118.9,181.5,180.1,375.5,290.7,243.8,128.0,29.2,33.3,184.5,297.8,259.3,294.4,294.4,223.1,204.7,157.9,257.4,304.1,237.2,345.1,151.7,16.0,192.4,358.7,199.5,176.0,251.9,273.0,226.4,361.4,259.5,271.4,239.2,185.2,290.1,258.0,380.5,178.8,61.3,322.6,2103.3,250.7,84.1,178.8
NX,158.9,142.0,359.6,229.0,123.2,155.2,409.5,251.6,419.9,314.4,179.2,231.6,436.6,162.3,513.2,129.6,176.8,161.5,390.4,230.1,393.9,515.3,58.8,94.8,100.8,40.1,515.9,417.9,117.1,216.2,185.0,73.3,13.9,146.3,96.9,152.4,533.2,467.4,144.7,122.4,392.5,120.3,147.7,444.7,114.7,113.9,486.7,163.0,176.8,256.4,210.2,403.3,89.9,405.3,426.2,517.7,203.5,396.2,138.8,455.4,160.9,106.2,144.0,344.7,393.2,240.9,449.3,354.3,212.0,0.0,359.3,131.1,47.1,195.8,523.8,433.7,69.3,218.3,219.9,190.4,314.8,123.5,402.3,437.4,123.8,171.7,358.1,177.6,88.2,124.5,367.5,160.8,139.3,202.7,332.2,506.8,325.8,106.0,394.9,88.7,58.3,509.7,85.0,414.4,64.7,113.8,120.9,401.0,507.3,194.5,203.3,156.0,1998.5,377.5,148.5,83.0
OB,314.7,513.1,94.6,172.3,505.7,409.3,88.5,148.6,110.9,85.3,289.5,312.6,115.8,260.7,211.9,405.2,301.5,324.0,79.6,175.3,31.7,200.4,447.3,370.4,359.6,422.8,186.4,107.1,375.0,189.5,250.6,461.8,409.6,459.9,475.6,316.3,209.5,146.6,306.0,318.5,56.6,328.8,526.2,127.0,390.3,372.1,235.5,319.3,284.2,143.8,188.3,82.2,410.9,94.5,115.4,165.5,257.0,87.2,284.6,140.6,268.3,348.9,486.6,78.9,86.4,157.4,138.5,43.4,223.6,425.8,0.0,322.4,385.7,277.4,204.9,122.9,448.0,182.5,216.4,248.9,84.9,502.0,91.5,128.8,498.9,320.4,37.9,255.2,466.9,508.3,37.4,549.3,332.4,229.6,79.1,176.2,69.8,344.4,84.1,477.2,430.6,190.8,463.7,89.6,435.3,385.2,503.3,90.2,260.1,276.1,195.2,527.1,2078.3,48.7,294.4,418.0
OI,51.1,231.0,276.7,150.1,216.2,150.7,329.7,168.7,337.0,231.5,40.7,181.9,360.8,75.4,434.3,146.6,49.6,95.2,310.6,147.2,314.1,436.4,157.6,111.8,31.9,133.1,433.0,338.1,116.6,131.9,85.5,172.1,119.9,201.3,185.9,13.9,450.3,391.6,17.5,78.1,306.5,72.0,236.7,362.3,131.7,47.6,403.8,31.8,81.6,173.5,119.3,323.5,152.3,325.5,346.4,391.6,94.1,313.3,51.9,372.5,97.5,21.2,228.0,261.8,317.4,162.0,369.5,275.4,120.3,136.1,276.4,0.0,96.0,142.1,440.9,353.9,158.3,139.4,128.2,97.8,231.9,212.5,322.5,357.6,216.8,105.4,262.1,113.3,177.2,218.6,284.6,259.6,33.4,115.0,249.3,424.1,246.9,57.7,315.1,187.5,140.9,426.8,174.0,334.6,145.6,130.8,209.9,321.2,428.4,134.2,112.4,245.0,2048.9,298.6,39.6,159.4
OL,109.8,134.9,313.2,185.8,120.1,108.0,362.3,204.4,372.7,267.2,132.0,183.8,393.4,119.1,436.5,82.4,133.6,120.3,343.2,182.9,346.7,472.1,61.5,47.6,53.6,37.0,458.1,370.7,73.7,167.6,129.2,76.0,23.8,143.2,89.8,105.2,481.2,424.2,101.5,82.6,342.2,73.1,140.6,390.6,67.5,64.9,439.5,115.8,133.6,209.2,163.0,359.8,82.8,358.1,379.0,470.5,156.3,349.0,95.6,402.4,117.7,63.0,140.9,297.5,350.0,197.7,402.1,318.1,164.3,40.0,312.1,83.9,0.0,148.6,476.6,386.5,62.2,175.1,172.7,130.2,267.6,116.4,355.1,392.4,120.7,124.5,297.8,130.4,81.1,122.5,320.3,163.5,92.1,159.5,285.0,447.9,282.6,58.8,347.7,91.4,44.8,462.5,77.9,367.2,49.5,62.4,117.5,353.8,464.1,151.3,156.1,148.9,1984.7,334.3,101.3,75.9
OR,123.2,282.1,272.3,144.9,267.3,230.2,308.1,163.5,374.7,226.3,123.0,35.1,339.2,150.3,395.6,184.6,159.9,66.8,289.0,142.0,292.5,431.2,208.7,149.8,123.6,184.2,417.2,316.5,195.9,126.7,140.2,223.2,171.0,290.4,237.0,149.8,440.3,370.0,171.5,61.3,301.3,71.6,287.8,336.4,169.7,114.9,398.6,177.7,92.7,168.3,162.3,305.6,230.0,303.9,324.8,416.3,115.4,351.0,174.2,404.4,76.8,133.0,288.1,256.6,295.8,156.8,347.9,277.2,215.4,187.2,271.2,153.9,147.1,0.0,435.7,332.3,209.4,134.2,177.5,197.1,226.7,263.6,300.9,338.2,267.9,63.2,256.9,89.5,228.3,269.7,279.4,310.7,140.9,190.7,244.1,407.0,241.7,87.2,293.5,238.6,192.0,421.6,225.1,313.0,196.7,164.6,264.7,299.6,423.2,110.4,155.4,296.1,2086.9,293.4,193.6,248.3
PB,401.9,600.3,126.7,259.5,592.9,496.5,125.6,235.8,172.2,172.5,376.7,399.8,120.4,347.9,45.5,492.4,388.7,411.2,144.7,262.5,200.4,76.4,534.5,457.6,446.8,510.0,18.4,134.4,462.2,276.7,337.8,549.0,496.8,547.1,562.8,403.5,67.3,90.4,393.2,405.7,160.3,416.0,613.4,114.5,477.5,459.3,30.5,406.5,371.4,231.0,337.4,152.3,498.1,145.2,134.5,117.0,344.2,195.9,371.8,142.5,355.5,436.1,573.8,142.4,155.5,244.6,110.5,197.6,369.7,513.0,212.4,409.6,472.9,364.6,0.0,118.6,535.2,269.7,365.5,398.0,172.1,589.2,150.1,120.6,586.1,407.6,217.9,342.4,554.1,595.5,168.9,636.5,419.6,378.7,223.1,80.6,157.0,431.6,140.2,564.4,517.8,14.1,550.9,145.3,522.5,472.4,590.5,134.1,55.1,363.3,344.3,614.3,2080.7,182.9,403.4,505.2
PD,346.3,526.7,88.6,209.7,519.3,422.9,87.5,197.7,139.5,134.4,321.1,344.2,75.5,274.3,110.4,418.8,327.6,355.6,65.7,212.7,89.5,145.4,460.9,384.0,368.0,436.4,161.3,15.7,388.6,226.9,264.2,475.4,423.2,473.5,489.2,347.9,154.5,56.6,319.6,350.1,94.2,360.4,539.8,4.1,403.9,381.9,113.4,332.8,315.8,192.9,255.6,101.7,424.5,26.5,35.5,84.9,283.1,115.8,298.2,110.4,299.9,357.3,500.2,104.3,36.8,206.5,58.6,123.0,287.9,439.4,141.8,336.0,399.3,309.0,179.8,0.0,461.6,219.9,283.7,316.2,134.0,515.6,31.4,48.9,512.5,352.0,124.8,286.8,480.5,521.9,130.8,562.9,364.0,296.9,158.7,121.2,118.9,376.0,70.2,490.8,444.2,165.7,477.3,100.4,448.9,398.8,516.9,76.3,138.0,290.2,262.5,540.7,2106.9,105.8,329.8,431.6
PP,166.1,72.6,369.5,242.1,57.8,59.4,418.6,260.7,429.0,323.5,188.3,240.1,449.7,175.4,492.8,138.7,189.9,176.6,399.5,239.2,403.0,528.4,116.2,103.9,109.9,45.6,514.4,427.0,130.0,223.9,185.5,114.3,60.0,80.9,27.5,161.5,537.5,480.5,157.8,138.9,398.5,129.4,78.3,446.9,123.8,121.2,495.8,172.1,189.9,265.5,219.3,416.1,38.8,414.4,435.3,526.8,212.6,405.3,151.9,458.7,174.0,119.3,78.6,353.8,406.3,254.0,458.4,374.4,220.6,76.2,368.4,140.2,56.2,204.9,532.9,442.8,0.0,231.4,229.0,186.5,323.9,54.1,411.4,448.7,58.4,180.8,354.1,186.7,18.8,82.6,376.6,105.9,148.4,215.8,341.3,504.2,338.9,115.1,404.0,99.3,109.2,518.8,86.5,423.5,58.1,118.7,55.2,410.1,520.4,207.6,212.4,86.6,1954.6,390.6,157.6,31.9
PS,132.1,330.5,137.3,10.6,323.1,226.7,192.4,29.2,197.5,92.0,106.9,134.6,223.5,78.1,294.8,222.6,118.9,146.5,173.3,7.7,176.8,296.9,264.7,187.8,177.0,240.2,293.5,200.8,192.6,3.5,59.4,279.2,227.0,277.3,293.0,133.7,306.0,254.3,123.4,139.6,167.0,146.2,343.6,225.0,207.7,191.3,264.3,136.7,101.6,34.0,80.6,186.2,228.3,188.2,209.1,252.1,74.4,173.8,102.0,227.2,85.7,166.3,304.0,122.3,180.1,22.5,232.2,135.9,112.9,243.2,136.9,139.8,203.1,94.8,301.4,216.6,265.4,0.0,108.7,124.9,92.4,319.4,185.2,220.3,316.3,137.8,139.7,72.6,284.3,325.7,145.1,366.7,149.8,121.9,109.8,284.6,107.4,161.8,177.8,294.6,248.0,287.3,281.1,197.3,256.4,206.8,320.7,183.9,288.9,93.5,87.5,344.5,2124.9,159.1,133.6,235.4
PV,166.4,305.6,219.2,108.7,298.5,189.8,255.6,110.4,263.8,173.2,156.0,186.0,286.7,69.2,342.5,198.0,129.8,197.4,236.5,105.8,240.0,360.1,236.5,163.2,147.2,215.6,346.1,264.0,167.8,90.5,68.9,226.3,202.4,252.7,263.1,129.2,369.2,317.5,98.8,191.9,248.2,187.3,319.0,283.9,183.1,161.1,345.5,112.0,157.6,115.2,18.0,253.1,168.7,251.4,272.3,348.1,130.4,240.1,77.4,293.5,141.7,136.5,279.1,203.5,243.3,103.7,295.4,209.2,37.8,218.6,203.2,115.2,178.5,150.8,364.6,279.8,240.8,98.0,0.0,32.4,173.6,294.8,248.4,285.7,291.4,193.8,188.9,128.6,254.4,301.1,226.3,342.1,148.7,13.1,176.1,335.9,188.6,173.0,241.0,270.0,223.4,350.5,256.5,260.5,228.1,178.0,290.8,247.1,370.1,149.5,32.0,319.6,2100.3,240.3,81.1,175.8
PW,135.8,273.4,244.9,139.1,266.0,169.6,286.0,136.9,346.5,199.7,123.5,200.2,311.0,36.7,402.5,165.5,97.3,178.0,260.8,115.4,264.3,402.6,207.6,130.7,114.7,187.5,399.2,288.3,135.5,101.5,55.4,208.9,169.9,224.5,232.7,96.7,416.5,347.9,66.3,160.9,287.9,154.8,290.8,315.1,150.6,130.4,372.0,82.6,164.4,145.6,60.5,273.7,151.3,275.7,296.6,388.1,140.0,322.8,67.9,382.0,172.1,104.0,248.7,230.0,273.7,130.2,319.7,232.6,34.5,181.4,244.6,82.7,146.0,160.4,407.1,304.1,208.3,128.4,42.4,0.0,200.1,262.3,272.7,307.8,259.2,188.2,230.3,138.2,224.0,268.6,252.8,309.6,116.2,17.1,217.5,390.3,215.1,140.5,265.3,237.5,190.9,393.0,224.0,284.8,203.7,172.7,259.9,271.4,400.5,179.9,73.7,287.4,2067.8,266.8,63.7,158.4
PZ,227.8,428.1,44.8,87.3,420.7,324.3,106.4,63.6,138.6,0.3,204.5,232.2,143.5,175.7,202.3,320.2,216.5,244.1,107.3,90.3,104.5,228.1,362.3,285.4,274.6,337.8,214.1,134.8,290.2,101.0,165.6,376.8,324.6,374.9,390.6,231.3,242.0,174.3,221.0,237.2,74.5,243.8,441.2,161.6,305.3,288.9,171.8,234.3,199.2,58.8,151.2,106.2,325.9,122.2,143.1,193.2,172.0,114.9,199.6,168.3,183.3,263.9,401.6,29.8,114.1,72.4,166.2,77.0,182.8,336.1,78.0,237.4,300.7,192.4,232.6,150.6,363.0,97.5,179.3,209.7,0.0,417.0,119.2,154.3,413.9,235.4,80.8,170.2,381.9,423.3,52.6,464.3,247.4,192.5,50.9,215.6,14.9,259.4,111.8,392.2,345.6,218.5,378.7,117.3,354.0,304.4,418.3,117.9,196.4,191.1,158.1,442.1,2106.0,66.6,231.2,333.0
QK,234.7,50.7,438.1,310.7,3.6,128.0,484.1,329.3,497.6,392.1,256.9,308.7,515.2,240.9,561.4,176.4,258.5,245.2,465.0,307.8,468.5,597.0,136.2,172.5,178.5,114.2,583.0,492.5,198.6,292.5,251.0,126.0,128.6,41.0,76.0,230.1,606.1,546.0,226.4,207.5,467.1,198.0,24.1,512.4,191.3,189.8,564.4,240.7,258.5,334.1,284.8,481.6,107.4,479.9,500.8,592.3,281.2,473.9,217.4,527.3,242.6,187.9,56.7,422.4,471.8,322.6,523.9,443.0,286.1,144.8,437.0,208.8,124.8,273.5,601.5,508.3,68.5,300.0,294.5,252.0,392.5,0.0,476.9,514.2,36.5,249.4,422.7,255.3,67.3,112.3,445.2,51.7,217.0,281.3,409.9,572.8,407.5,183.7,469.5,111.0,176.4,587.4,155.1,489.0,126.7,187.3,103.7,475.6,589.0,276.2,277.9,64.7,1932.7,459.2,223.1,100.5
QV,314.8,495.2,112.1,178.2,487.8,391.4,53.3,143.1,108.0,157.9,289.6,312.7,103.8,242.8,141.8,387.3,296.1,324.1,34.2,181.2,58.0,176.8,429.4,352.5,336.5,404.9,183.5,15.5,357.1,195.4,232.7,443.9,391.7,442.0,457.7,316.4,185.9,88.0,288.1,318.6,62.7,328.9,508.3,35.4,372.4,350.4,144.8,301.3,284.3,138.3,224.1,70.2,393.0,2.9,23.8,116.3,251.6,84.3,266.7,137.7,268.4,325.8,468.7,127.8,5.4,151.9,46.9,91.5,256.4,407.9,110.3,304.5,367.8,277.5,202.0,31.3,430.1,188.4,252.2,284.7,157.5,484.1,0.0,37.2,481.0,320.5,93.3,255.3,449.0,490.4,99.5,531.4,332.5,265.4,127.2,152.6,142.4,344.5,38.7,459.3,412.7,187.9,445.8,77.6,417.4,367.3,485.4,44.8,169.4,258.7,231.0,509.2,2075.4,74.3,298.3,400.1
QX,348.1,543.3,75.6,208.0,533.7,439.5,73.7,183.9,156.1,120.6,324.8,352.5,113.0,288.7,154.6,435.4,336.8,364.4,92.8,210.6,106.1,185.1,477.5,400.6,384.6,450.8,211.6,23.8,403.2,223.5,272.2,492.0,439.8,490.1,503.6,353.8,199.0,96.3,336.2,357.5,107.0,364.1,554.2,50.6,420.5,400.3,124.1,347.2,321.7,179.1,272.2,114.6,441.1,43.1,13.8,124.6,292.3,132.4,312.6,144.3,305.8,371.7,514.6,90.5,51.2,192.7,9.7,154.9,303.8,451.3,160.5,352.6,415.9,312.7,219.5,39.6,478.2,217.8,300.3,330.7,120.2,532.2,48.0,0.0,529.1,355.7,166.0,290.5,497.1,536.3,117.0,579.5,367.7,313.5,171.2,170.4,105.1,379.7,88.3,507.4,460.8,205.4,493.9,125.7,473.6,417.4,529.8,82.2,148.7,304.6,276.9,557.3,2123.5,131.0,346.4,448.2
SD,240.0,14.1,442.6,316.0,61.2,133.3,482.0,334.6,502.9,397.4,262.2,318.6,513.1,238.8,600.2,193.4,261.8,244.5,462.9,313.1,466.4,615.9,160.1,177.8,183.8,119.5,601.9,490.4,204.1,297.8,248.9,149.9,133.9,64.3,81.3,235.4,625.0,543.9,231.7,209.4,472.4,203.3,81.7,514.6,197.7,196.9,569.7,244.0,263.8,339.4,282.7,475.8,112.7,477.8,498.7,590.2,286.5,479.2,215.3,538.4,247.9,193.2,12.2,427.7,469.7,327.9,521.8,441.3,284.0,145.4,442.3,214.1,130.1,278.8,620.4,506.2,73.8,305.3,292.4,249.9,397.8,57.5,474.8,512.1,0.0,254.7,428.0,260.6,72.6,136.2,450.5,109.3,222.3,279.2,415.2,603.4,412.8,189.0,467.4,134.9,183.1,606.3,160.4,486.9,140.1,196.8,105.3,473.5,594.3,281.5,275.8,28.1,1906.2,464.5,221.0,105.8
SO,116.4,253.8,265.5,138.1,239.0,201.9,317.7,156.7,325.0,219.5,116.2,136.1,348.8,143.5,388.8,156.3,153.1,3.6,298.6,135.2,302.1,424.4,180.4,121.5,77.3,155.9,410.4,326.1,167.6,119.9,133.4,194.9,142.7,262.1,208.7,143.0,433.5,379.6,125.2,54.5,294.5,64.8,259.5,346.0,141.4,63.1,391.8,139.5,85.9,161.5,155.5,315.2,201.7,313.5,334.4,379.6,108.6,301.3,167.4,354.7,70.0,86.7,259.8,249.8,305.4,150.0,357.5,270.4,208.6,158.9,264.4,107.6,118.8,100.9,428.9,341.9,181.1,127.4,170.7,190.3,219.9,235.3,310.5,347.8,239.6,0.0,250.1,82.7,200.0,241.4,272.6,282.4,115.8,183.9,237.3,400.2,234.9,80.4,303.1,210.3,163.7,414.8,196.8,322.6,168.4,136.3,236.4,309.2,416.4,103.6,148.6,267.8,2058.6,286.6,147.3,220.0
