from_stop,AE,AH,AJ,AK,AT,AZ,BK,BO,BX,CF,CG,CM,CO,CW,CY,DC,DD,DM,DP,DS,DV,DX,DZ,EG,EJ,EK,ER,EW,EX,EY,FB,FK,FS,FZ,GA,GC,GF,GK,GL,HC,HL,HT,HU,HZ,IC,IF,IN,JA,JE,JO,JV,JX,KJ,KK,KL,KR,KU,LA,LD,LG,LL,LM,LN,LX,MD,MI,MR,MS,MU,MY,NF,NH,NN,NP,NQ,NR,NX,OI,OQ,OS,OU,OX,PP,PS,QE,QM,QQ,QS,RB,RG,RN,RQ,RV,SQ,TM,TT,TZ,UG,UH,UJ,UM,UV,VJ,VK,VU,WB,WD,WG,WR,WT,WY,XC,XJ,YO,ZB,ZC,ZH,ZV
KR,462.7,405.3,536.6,483.8,551.3,399.7,128.1,501.6,221.6,195.4,193.0,250.4,169.0,484.6,187.6,163.5,151.7,520.9,468.7,430.4,302.9,116.4,532.4,228.8,183.7,336.7,537.0,281.2,107.7,534.3,491.3,436.3,472.2,464.0,381.6,203.6,235.2,437.2,346.7,218.3,440.4,240.4,520.0,160.8,418.9,252.5,85.8,249.4,138.0,420.0,515.3,465.9,82.9,445.9,14.6,0.0,210.6,409.9,207.9,431.4,102.6,370.7,89.1,188.3,396.9,296.1,246.6,185.9,536.6,346.8,210.2,500.2,376.0,536.7,182.4,1978.5,334.8,460.5,418.5,411.5,518.6,468.9,131.6,556.0,360.8,394.9,443.0,242.3,319.4,160.7,485.3,480.5,516.0,69.5,540.8,524.0,369.8,162.7,365.9,287.1,465.4,85.0,443.8,221.6,138.0,184.3,92.5,489.5,238.4,375.2,331.1,394.7,422.1,273.7,178.3,216.4,495.3,112.2
KU,536.7,408.6,584.4,567.2,579.8,473.3,302.7,551.6,229.3,211.2,190.8,269.9,261.5,529.6,265.3,161.3,168.8,570.9,493.7,458.9,380.4,243.8,560.9,364.6,104.4,337.9,565.5,397.6,116.3,650.7,519.8,496.9,585.3,465.2,498.0,320.0,316.9,503.3,347.9,196.8,468.9,259.6,576.6,102.4,461.2,366.6,289.7,374.9,341.9,421.2,543.8,567.3,128.9,562.3,218.4,203.8,0.0,470.7,272.7,479.3,230.0,487.1,173.8,186.1,476.1,411.7,324.1,299.5,629.7,424.3,235.9,550.2,442.1,570.8,271.5,1987.8,451.2,576.9,447.0,461.9,566.5,497.4,335.5,590.1,415.7,475.2,559.4,261.5,362.0,270.9,557.7,509.0,566.0,148.1,582.8,552.5,371.0,148.1,368.0,396.3,493.9,123.7,468.8,67.4,98.9,258.8,296.4,514.5,317.0,455.5,408.6,460.8,450.7,357.1,102.7,157.2,545.3,120.2
LA,161.2,54.4,205.6,188.4,204.3,68.8,261.3,172.8,365.0,395.7,326.5,251.6,266.6,153.7,299.0,314.2,351.1,195.4,210.1,83.4,153.2,272.4,185.4,208.0,479.8,134.2,190.0,169.2,394.7,268.7,144.3,201.1,203.3,88.5,70.4,202.7,261.1,150.0,124.2,322.1,92.2,307.6,206.8,456.9,9.0,202.8,307.8,153.1,286.0,41.8,168.3,188.5,387.9,180.3,378.5,379.2,453.6,0.0,244.5,100.5,282.7,105.1,330.0,291.5,66.0,184.1,206.8,216.1,250.9,111.5,335.4,174.7,194.3,187.8,290.5,2248.5,83.7,194.9,71.5,80.6,187.7,121.9,279.6,207.1,87.6,144.4,177.4,309.5,163.2,268.8,178.9,133.5,190.5,356.5,209.9,177.0,100.9,463.2,129.3,169.9,118.4,390.0,160.7,516.8,416.2,292.4,300.2,230.9,213.9,124.1,127.2,175.4,75.1,215.8,439.3,516.9,166.5,440.6
LD,321.0,228.1,403.9,382.1,399.3,269.5,71.5,371.1,153.1,183.8,130.9,65.8,87.3,349.1,69.0,118.6,100.9,384.8,300.2,278.4,94.9,100.6,380.4,101.5,285.0,157.4,385.0,179.5,222.9,432.6,339.3,259.4,367.2,284.7,279.9,101.9,70.4,295.5,167.4,71.9,288.4,94.0,396.1,262.1,253.4,81.1,118.0,156.8,96.2,240.7,363.3,364.2,210.0,344.2,188.7,203.3,258.0,244.4,0.0,298.8,110.9,269.0,158.2,97.6,266.7,193.6,38.6,81.4,434.9,138.8,121.8,369.7,204.2,363.0,63.8,2093.7,183.2,358.8,266.5,281.3,386.0,316.9,89.8,382.3,192.3,226.4,341.3,95.9,118.4,39.7,383.6,328.5,379.9,184.7,402.3,372.0,190.5,291.4,161.9,118.6,313.4,218.2,275.3,283.7,166.0,51.1,110.4,321.0,31.5,206.7,123.1,223.3,270.2,75.5,243.7,345.1,364.8,191.7
LG,170.3,175.3,104.7,87.8,145.1,130.3,333.8,72.2,421.5,452.9,462.2,372.5,331.6,53.1,368.2,435.1,427.9,113.9,219.2,129.0,251.9,344.9,144.2,306.7,552.3,255.1,130.8,241.7,467.2,188.6,171.4,227.1,185.6,209.4,111.9,269.0,336.5,159.1,245.1,398.9,137.8,374.2,113.0,529.4,171.4,334.2,380.3,225.6,358.5,162.7,170.8,87.9,460.4,159.0,451.0,451.7,574.5,162.4,343.2,0.0,355.2,127.2,402.5,412.4,127.5,256.6,305.5,288.6,150.3,210.2,429.2,93.2,220.3,129.7,363.0,2219.9,182.4,173.6,126.9,133.9,87.1,152.5,352.1,149.0,208.4,242.5,156.1,403.3,284.1,341.3,78.3,194.1,109.0,429.0,103.4,179.5,221.8,535.7,240.4,268.6,179.0,462.5,186.7,581.8,493.0,364.9,372.7,240.0,312.6,222.8,225.9,201.4,122.7,314.5,569.5,589.4,65.9,489.7
LL,394.5,287.9,420.7,370.1,437.6,286.0,77.5,387.9,203.8,234.5,181.6,167.1,31.4,368.0,91.9,169.3,151.6,407.2,355.0,316.7,200.2,13.7,418.7,134.5,197.0,244.7,423.3,167.5,111.9,420.6,377.6,365.0,355.2,344.5,267.9,89.9,128.2,350.3,254.7,122.6,326.7,144.7,400.6,174.1,305.2,158.2,95.1,144.8,102.2,300.5,401.6,352.2,105.1,332.2,111.0,96.4,217.9,296.2,112.2,317.7,0.0,257.0,47.2,148.3,283.2,181.6,157.9,69.4,422.9,238.3,172.5,386.5,281.7,423.0,86.7,1982.7,221.1,346.8,304.8,297.8,404.9,355.2,95.8,442.3,247.1,281.2,329.3,146.6,205.7,65.0,371.6,366.8,402.3,73.7,421.2,410.3,277.8,180.4,267.2,173.4,351.7,107.2,330.1,226.5,114.1,88.6,101.8,375.8,150.8,261.5,225.5,344.8,308.5,166.7,169.2,234.1,381.6,134.4
LM,164.7,111.3,163.6,113.0,203.7,56.2,206.5,130.8,352.8,383.5,330.6,212.0,204.3,138.2,240.9,318.3,300.6,150.1,213.6,86.9,169.2,217.6,202.8,145.7,425.0,191.1,189.4,114.4,339.9,163.5,147.8,216.0,98.1,145.4,38.1,141.7,209.2,153.5,181.1,271.6,96.9,293.7,143.5,402.1,115.3,169.4,253.0,98.3,231.2,98.7,171.8,95.1,333.1,75.1,323.7,324.4,445.9,106.3,234.1,87.9,227.9,0.0,275.2,297.3,53.4,128.5,212.2,161.3,165.8,127.5,321.5,129.4,214.7,165.9,235.7,2210.7,99.7,89.7,75.0,68.0,163.7,125.4,224.8,185.2,125.7,159.8,72.2,295.6,177.1,214.0,114.5,137.0,145.2,301.7,180.0,180.5,157.8,408.4,187.1,144.8,121.9,335.2,181.1,454.5,365.7,237.6,245.4,234.4,219.3,140.1,143.2,195.8,78.7,221.2,397.2,462.1,124.5,362.4
LN,450.7,344.1,476.9,426.3,493.8,342.2,133.7,444.1,193.1,166.9,164.5,223.3,87.6,424.2,148.1,135.0,123.1,463.4,411.2,372.9,256.4,69.9,474.9,190.7,149.7,300.9,479.5,223.7,64.6,476.8,433.8,421.2,411.4,400.7,324.1,146.1,184.4,406.5,310.9,178.8,382.9,200.9,456.8,126.8,361.4,214.4,135.0,201.0,158.4,356.7,457.8,408.4,57.8,388.4,63.7,49.1,170.6,352.4,168.4,373.9,56.1,313.2,0.0,204.5,339.4,237.8,214.1,125.6,479.1,294.5,181.7,442.7,337.9,479.2,142.9,1935.4,277.3,403.0,361.0,354.0,461.1,411.4,152.0,498.5,303.3,337.4,385.5,202.8,261.9,121.2,427.8,423.0,458.5,26.4,477.4,466.5,334.0,133.1,323.4,229.6,407.9,59.9,386.3,179.2,109.5,144.8,141.7,432.0,207.0,317.7,281.7,401.0,364.7,222.9,164.6,186.8,437.8,101.5
LX,349.5,220.8,396.6,380.0,392.0,286.1,129.5,364.4,72.8,104.1,34.3,118.4,144.7,345.3,104.4,22.0,62.5,383.1,305.9,272.7,203.4,164.0,373.7,203.9,238.9,150.7,378.3,237.5,216.2,480.2,332.6,296.2,428.2,278.0,303.6,159.3,144.7,301.8,160.7,57.8,281.1,72.4,394.5,216.0,274.0,180.7,186.6,208.1,154.2,234.0,356.6,380.1,146.9,401.6,168.6,220.7,161.4,282.9,99.5,291.5,150.2,327.0,156.7,0.0,288.9,251.0,137.6,138.8,442.5,246.7,79.4,363.0,241.4,368.7,114.5,2117.6,254.6,416.8,259.8,274.7,378.7,309.6,147.8,388.6,228.5,288.0,399.3,74.3,174.8,97.7,370.5,321.8,378.2,183.2,395.0,365.3,183.8,258.4,179.9,209.1,306.7,180.7,281.0,224.6,127.6,101.8,168.4,327.3,130.5,268.3,232.6,260.7,262.9,175.1,147.1,313.2,358.1,147.3
MD,111.2,57.8,139.5,122.3,154.3,2.8,249.2,106.7,362.4,393.8,329.9,255.0,247.0,84.7,283.6,317.6,354.5,145.4,160.1,33.4,195.2,260.3,135.4,231.6,467.7,137.6,140.0,157.1,382.6,213.5,94.3,162.5,148.1,91.9,15.2,184.4,251.9,100.0,127.6,325.5,43.4,315.1,141.8,444.8,69.1,206.2,295.7,141.0,273.9,45.2,118.3,122.4,375.8,125.1,366.4,367.1,457.0,78.6,293.5,34.4,270.6,49.9,317.9,296.6,0.0,171.2,255.8,204.0,184.8,131.5,338.8,124.7,161.2,137.8,278.4,2198.5,117.1,139.7,21.5,14.5,121.6,71.9,267.5,157.1,91.0,150.5,122.2,312.9,166.6,256.7,112.8,83.5,140.5,344.4,137.9,127.0,104.3,451.1,133.6,200.9,68.4,377.9,127.6,520.2,419.6,280.3,288.1,180.9,262.9,130.8,147.2,142.3,25.2,264.8,442.7,504.8,100.4,405.1
MI,269.3,160.6,298.0,244.9,312.4,160.8,154.4,262.7,300.7,331.5,278.5,159.9,159.7,248.8,196.9,266.2,249.3,282.1,229.8,192.3,126.3,165.5,293.5,94.4,372.9,184.1,298.1,14.0,288.6,296.2,252.4,245.3,233.6,219.3,142.7,95.8,157.1,225.1,174.1,219.5,200.3,241.6,281.1,350.0,180.0,117.3,200.9,52.7,179.1,175.3,276.4,227.0,281.0,207.8,272.4,272.3,393.8,171.0,182.0,192.5,175.8,131.8,223.1,244.1,158.0,0.0,179.9,106.4,297.7,113.1,269.4,261.3,238.9,297.8,183.6,2158.6,95.9,221.6,179.6,172.6,280.5,231.2,172.7,317.1,121.9,156.6,204.1,243.5,125.0,161.9,246.4,241.6,277.9,249.6,301.9,285.1,163.1,356.3,164.9,92.7,226.5,283.9,204.9,402.4,313.6,185.5,193.3,250.6,188.1,136.3,100.3,219.6,183.2,188.9,345.1,410.0,256.4,310.3
MR,282.3,187.3,367.7,352.4,360.6,230.8,109.2,332.4,190.8,221.6,168.6,69.6,132.5,313.3,120.6,156.3,149.1,346.1,261.5,239.7,56.2,138.3,341.7,62.8,322.7,118.7,346.3,149.8,260.6,402.9,300.6,226.2,337.5,246.0,250.2,86.5,54.2,256.8,128.7,120.1,248.5,131.7,363.1,299.8,214.7,42.4,155.7,132.3,133.9,202.0,324.6,334.5,247.7,314.5,226.4,241.0,295.7,205.7,37.6,260.1,148.6,239.3,195.9,133.6,228.0,163.9,0.0,96.9,405.2,100.1,159.5,331.0,165.5,324.3,112.1,2141.2,144.5,329.1,227.8,242.6,347.3,278.2,127.5,343.6,153.6,187.7,311.6,133.6,79.7,77.4,338.5,289.8,341.2,222.4,369.5,333.3,151.8,329.1,123.2,79.9,274.7,255.9,236.6,331.9,214.2,88.8,148.1,282.3,8.1,168.0,84.4,184.6,231.4,36.8,281.4,382.8,326.1,229.4
MS,325.0,216.3,350.9,300.6,368.1,216.5,45.1,315.6,191.4,222.2,169.2,97.6,50.4,298.6,87.6,156.9,139.2,337.8,282.7,244.4,130.7,56.2,349.2,65.0,263.6,175.2,353.8,98.0,178.5,351.1,308.1,301.0,289.3,275.0,195.6,13.5,58.7,280.8,185.2,110.2,256.0,132.3,336.8,240.7,235.7,88.7,91.6,68.6,69.8,231.0,332.1,282.7,171.7,259.9,162.3,163.0,284.5,226.7,83.6,245.4,66.5,187.5,113.8,134.8,213.7,112.9,88.4,0.0,353.4,168.8,160.1,317.0,209.4,353.5,74.3,2049.3,151.6,277.3,235.3,228.3,332.6,286.9,63.4,372.8,177.6,212.3,259.8,134.2,136.2,52.6,302.1,297.3,330.0,140.3,357.6,340.8,208.3,249.8,198.6,103.9,282.2,176.6,257.8,293.1,204.3,76.2,84.0,306.3,80.2,192.0,153.2,275.3,238.9,97.2,235.8,300.7,312.1,201.0
MU,221.1,167.7,108.0,88.1,148.1,112.6,328.2,75.2,472.3,503.7,439.8,357.5,326.0,195.9,362.6,427.5,437.0,143.2,270.0,143.3,234.2,339.3,147.2,289.0,546.7,247.5,133.8,236.1,461.6,201.7,204.2,272.4,42.5,201.8,94.2,263.4,342.1,209.9,237.5,408.0,153.3,425.0,164.4,523.8,153.7,316.1,374.7,220.0,352.9,155.1,200.1,70.2,454.8,113.3,445.4,446.1,566.9,144.7,325.5,144.3,349.6,128.9,396.9,406.5,109.8,250.2,287.8,283.0,0.0,192.5,443.2,122.5,271.1,159.0,357.4,2240.9,164.7,127.9,131.4,124.4,65.3,181.8,346.5,178.3,190.7,224.8,47.6,417.3,270.7,335.7,107.6,193.4,138.3,423.4,124.4,208.8,214.2,530.1,243.5,250.9,178.3,456.9,237.5,576.2,502.1,359.3,367.1,290.8,294.9,205.1,208.2,252.2,135.1,296.8,552.6,583.8,68.9,484.1
MY,182.1,94.2,267.1,268.7,265.4,130.6,204.5,234.6,286.1,316.8,263.9,164.9,196.2,217.8,212.6,251.6,244.4,245.9,161.3,144.5,41.6,209.5,246.5,96.4,418.0,99.4,251.1,128.2,331.8,319.2,198.6,176.8,257.1,150.8,132.2,139.8,149.5,156.6,89.4,215.4,153.3,227.0,267.9,395.1,114.5,96.0,251.0,96.7,229.2,106.8,229.4,250.8,325.0,230.8,321.7,316.3,391.0,105.5,132.9,162.3,219.8,155.6,267.1,228.9,127.8,142.3,95.2,153.2,321.5,0.0,254.8,235.8,170.0,224.1,207.4,2202.6,44.3,245.4,132.6,142.4,249.5,184.2,222.8,243.4,53.4,88.1,227.9,228.9,78.1,172.7,270.2,194.6,241.0,293.6,265.8,238.1,94.6,400.3,99.9,58.3,179.5,327.1,136.4,427.2,309.5,184.1,243.4,182.1,102.3,67.8,15.6,151.1,136.3,104.2,376.7,454.0,228.3,324.7
NF,301.4,258.2,434.0,416.8,429.4,322.9,148.3,401.2,46.9,77.6,38.2,133.5,164.1,379.2,143.4,75.1,97.6,365.2,343.3,308.5,213.3,177.4,410.5,223.3,284.8,187.5,415.1,256.3,270.4,509.4,317.9,269.5,444.0,314.8,341.0,178.7,162.5,275.9,197.5,92.9,318.5,45.1,417.3,261.9,310.8,199.5,194.8,233.6,173.0,270.8,384.5,416.9,200.0,421.0,219.6,274.9,214.5,320.3,118.3,328.9,200.1,345.8,206.6,62.7,325.7,270.4,157.0,158.2,479.3,257.2,0.0,399.8,214.3,343.4,149.6,2141.7,291.4,435.6,296.6,311.5,416.1,319.7,166.6,362.7,265.3,344.8,418.1,25.7,211.6,116.5,407.3,358.6,360.3,233.1,432.4,393.2,220.6,312.6,217.6,237.0,343.5,234.9,256.1,277.7,162.7,136.9,187.2,364.1,149.9,325.1,241.5,233.4,300.3,193.9,200.2,366.3,394.9,191.5
NH,77.0,153.4,116.1,125.5,54.4,123.4,342.0,83.3,328.2,359.6,368.9,284.9,339.8,141.8,388.8,378.8,393.4,20.6,125.9,92.1,257.7,353.1,35.5,266.3,568.3,223.6,40.1,249.9,475.4,199.7,78.1,128.3,155.7,195.0,141.5,277.2,306.9,65.8,213.6,364.4,83.2,280.9,110.3,562.5,164.7,240.9,388.5,233.8,366.7,140.8,77.5,107.6,503.7,132.7,459.2,459.9,525.9,174.2,361.3,129.4,363.4,176.2,410.7,357.8,126.2,264.0,311.3,296.8,161.4,216.0,335.9,0.0,127.0,36.4,383.6,2147.9,185.1,147.3,105.0,112.0,98.2,59.9,360.3,55.7,159.0,218.5,129.8,310.0,252.6,359.5,14.8,100.8,15.7,437.2,114.5,86.2,190.3,573.5,219.6,274.4,85.7,470.7,93.4,545.6,458.5,370.9,380.9,146.7,318.4,198.8,231.7,108.1,100.7,320.3,476.2,582.6,77.0,505.2
NN,87.0,135.3,282.0,262.7,216.6,168.4,264.2,246.7,201.1,232.5,241.8,157.8,247.5,229.9,261.7,251.7,266.3,150.9,135.5,137.1,150.6,260.8,198.1,139.2,475.0,128.4,202.3,201.9,383.1,344.7,103.1,60.6,322.7,194.0,186.5,191.1,179.8,61.5,138.4,237.3,129.2,153.8,208.2,452.1,190.0,113.8,310.7,170.1,288.9,150.4,170.1,262.8,376.6,296.4,381.4,396.0,391.1,199.9,234.2,174.4,271.1,221.2,318.4,229.6,171.6,216.0,156.0,201.7,324.8,194.5,208.8,187.4,0.4,128.6,256.5,2078.4,152.6,311.4,150.4,157.0,261.6,104.9,282.5,148.3,126.9,186.6,293.9,182.9,152.5,232.4,175.1,145.8,145.5,344.9,277.9,178.4,161.5,489.4,143.0,174.3,130.7,411.5,41.7,460.7,331.4,243.8,303.1,156.3,163.1,166.3,178.8,19.0,146.2,165.0,349.1,498.5,240.4,378.1
NP,142.5,160.9,177.8,142.9,95.0,129.8,381.9,145.3,393.7,425.1,434.4,357.0,379.7,108.2,416.3,419.6,456.5,86.2,191.4,113.5,297.2,393.0,76.1,331.8,600.4,239.6,80.7,289.8,515.3,246.9,143.6,193.8,240.4,193.9,147.9,323.3,384.6,131.3,229.6,427.5,122.3,346.4,79.5,577.5,171.1,306.4,428.4,280.2,406.6,147.2,41.0,143.0,508.5,214.1,499.1,499.8,559.0,180.6,395.5,135.8,403.3,182.6,450.6,396.9,132.6,304.7,357.8,336.7,223.4,250.0,401.4,65.4,192.5,0.0,411.1,2188.5,219.1,228.7,111.4,118.4,160.2,124.7,400.2,19.2,193.0,252.5,211.2,375.5,268.6,389.4,73.4,166.3,81.2,477.1,176.5,49.7,206.3,583.8,224.9,302.9,151.2,510.6,158.9,611.1,521.6,413.0,420.8,212.2,364.9,232.8,265.7,173.6,107.2,366.8,541.7,637.5,139.0,546.0
NQ,352.6,263.3,427.2,376.6,434.5,292.5,66.0,394.4,155.3,186.0,116.8,119.1,81.8,374.5,5.2,120.9,100.1,413.7,348.4,313.6,166.2,95.1,415.6,141.0,244.6,192.6,420.2,174.0,241.0,427.1,369.1,320.7,361.7,319.9,274.4,96.4,62.2,327.1,202.6,74.2,323.6,96.3,407.1,221.7,311.7,118.1,112.5,151.3,90.7,275.9,398.5,358.7,169.6,338.7,143.9,158.5,260.3,302.7,63.8,324.2,124.4,263.5,130.9,99.9,289.7,188.1,109.9,75.9,429.4,210.1,124.1,393.0,265.9,394.6,0.0,2066.4,227.6,353.3,301.7,304.3,411.4,352.1,84.3,413.9,263.6,297.7,335.8,98.2,189.7,34.2,378.1,363.7,408.8,157.4,427.7,407.2,225.7,282.2,233.2,189.9,348.6,204.5,307.3,282.9,165.2,40.2,104.9,369.2,102.8,278.0,194.4,284.6,305.4,100.7,199.5,335.9,388.1,151.3
NR,2099.2,2162.9,2140.1,2149.5,2078.4,2127.6,2021.2,2107.3,2036.4,1995.7,2069.1,2110.8,1975.1,2177.5,2035.6,2042.1,2041.2,2002.5,2148.1,2096.3,2143.9,1957.4,2059.5,2078.2,1874.7,2128.8,2064.1,2111.2,1860.9,2085.0,2036.4,2119.4,2179.7,2191.7,2145.7,2033.6,2071.9,2088.0,2138.8,2066.3,2087.4,2088.4,2146.0,1923.1,2168.9,2101.9,2008.3,2088.5,2045.9,2145.0,2113.2,2131.6,1911.1,2156.7,1937.0,1922.4,1936.7,2178.4,2055.9,2133.6,1943.6,2180.4,1887.4,2066.9,2130.4,2125.3,2101.6,2013.1,2096.9,2182.0,2046.4,2023.9,2083.1,2072.1,2030.4,0.0,2164.8,2118.3,2109.2,2116.2,2122.2,2064.1,2039.5,2091.4,2152.0,2224.9,2153.8,2072.2,2149.4,2008.7,2038.8,2105.0,2007.7,1861.7,2137.7,2121.9,2161.9,1852.7,2158.9,2117.1,2089.9,1913.2,2106.0,1875.3,1971.3,2032.3,2015.0,2168.9,2094.5,2205.2,2169.2,2083.3,2104.9,2110.4,1987.7,1841.8,2101.0,1940.4
NX,154.6,66.7,223.0,217.0,237.8,86.2,194.8,190.2,313.9,344.6,292.7,192.7,192.6,168.2,240.4,280.4,272.2,218.4,133.8,116.9,69.4,205.9,218.9,124.2,413.3,100.4,223.5,102.7,328.2,267.5,177.8,143.8,202.1,123.3,87.8,130.0,177.3,129.1,90.4,243.2,126.9,254.8,225.3,390.4,70.1,123.8,241.3,86.6,219.5,79.3,201.8,199.1,321.4,179.1,312.0,312.7,419.8,61.1,160.7,117.9,216.2,103.9,263.5,259.4,83.4,116.8,123.0,149.6,269.8,27.7,282.6,208.2,142.5,196.6,235.2,2199.0,0.0,193.7,105.0,98.0,205.1,155.4,213.1,215.9,25.9,60.0,176.2,256.7,105.9,200.5,196.3,167.0,213.5,290.0,221.4,210.5,67.1,396.7,96.4,86.1,151.9,323.5,108.9,455.0,337.3,211.9,233.7,154.6,130.1,40.3,43.4,123.6,108.7,132.0,405.5,450.4,183.9,352.5
OI,288.9,212.2,176.1,156.2,216.2,157.1,307.4,143.3,453.7,484.4,431.5,312.9,305.2,256.2,341.8,419.2,401.5,193.1,337.8,187.8,270.1,318.5,215.3,246.6,525.9,292.0,201.9,215.3,440.8,87.4,248.7,340.2,110.6,246.3,162.3,242.6,310.1,277.7,282.0,372.5,197.8,394.6,224.7,503.0,221.8,270.3,353.9,199.2,332.1,199.6,289.4,138.3,434.0,82.2,424.6,425.3,546.8,212.8,335.0,188.8,328.8,100.8,376.1,398.2,154.3,229.4,313.1,262.2,68.0,228.4,422.4,172.4,338.9,248.3,336.6,2172.9,200.6,0.0,175.9,168.9,133.4,226.3,325.7,267.6,226.6,260.7,58.1,396.5,278.0,314.9,157.5,237.9,188.2,402.6,117.3,298.1,258.7,509.3,288.0,245.7,222.8,436.1,305.3,555.4,466.6,338.5,346.3,358.6,320.2,241.0,244.1,320.0,179.6,322.1,498.1,563.0,137.0,463.3
OQ,89.6,48.3,129.4,112.2,132.7,18.3,270.4,96.6,340.8,372.2,320.4,245.5,268.2,74.6,304.8,308.1,345.0,138.3,138.5,11.8,185.7,281.5,113.8,222.1,488.9,128.1,118.4,178.3,403.8,213.0,72.7,140.9,169.3,82.4,36.4,205.6,273.1,78.4,118.1,316.0,21.8,293.5,131.7,466.0,59.6,196.7,316.9,162.2,295.1,35.7,96.7,112.3,397.0,146.3,387.6,388.3,447.5,69.1,284.0,24.3,291.8,71.1,339.1,287.1,21.1,192.4,246.3,225.2,174.7,138.5,329.3,117.6,139.6,116.2,299.6,2176.9,107.6,160.9,0.0,6.9,111.5,50.3,288.7,135.5,81.5,141.0,143.4,303.4,157.1,277.9,102.7,61.9,133.4,365.6,127.8,105.4,94.8,472.3,124.1,191.4,46.8,399.1,106.0,510.7,410.1,301.5,309.3,159.3,253.4,121.3,154.2,120.7,3.7,255.3,433.2,526.0,90.3,434.5
OS,96.6,43.2,122.4,105.2,139.7,11.3,263.4,89.6,347.8,379.2,315.3,240.4,261.2,67.6,297.8,303.0,339.9,131.3,145.5,18.8,180.6,274.5,120.8,217.0,481.9,123.0,125.4,171.3,396.8,206.0,79.7,147.9,162.3,77.3,29.4,198.6,290.4,85.4,113.0,310.9,28.8,300.5,124.7,459.0,54.5,191.6,309.9,155.2,288.1,30.6,103.7,105.3,390.0,139.3,380.6,381.3,442.4,64.0,278.9,17.3,284.8,64.1,332.1,282.0,14.1,185.4,241.2,218.2,167.7,133.4,324.2,110.6,146.6,147.1,292.6,2183.9,102.5,153.9,6.9,0.0,104.5,57.3,281.7,166.4,76.4,135.9,136.4,298.3,152.0,270.9,95.7,68.9,126.4,358.6,120.8,112.4,89.7,465.3,119.0,186.3,53.8,392.1,113.0,505.6,405.0,294.5,302.3,166.3,248.3,116.2,149.1,127.7,10.6,250.2,428.1,519.0,83.3,429.4
OU,242.7,203.0,96.3,141.6,136.7,173.0,372.9,128.7,493.9,525.4,475.1,400.2,370.7,169.4,415.4,462.8,467.0,159.7,291.6,156.7,287.7,384.0,135.8,342.5,591.4,282.8,122.4,280.8,506.3,137.7,217.6,299.5,96.0,237.1,147.7,314.3,375.6,231.5,272.8,438.0,165.5,446.6,140.7,568.5,207.2,351.4,419.4,264.7,397.6,190.4,243.2,123.7,499.5,166.8,490.1,490.8,602.2,198.2,379.0,179.0,394.3,166.3,441.6,440.1,175.8,294.9,341.3,324.9,93.9,246.0,484.0,138.9,292.7,202.1,402.1,2169.0,218.2,121.1,154.6,161.6,0.0,195.2,391.2,221.4,236.2,278.3,83.1,458.1,311.8,380.4,124.0,206.8,154.7,468.1,58.4,251.9,249.5,574.8,268.1,304.4,191.7,501.6,259.1,620.9,532.1,404.0,411.8,312.4,348.4,258.6,261.7,273.8,150.4,350.3,587.9,628.5,122.4,528.8
OX,39.2,94.5,177.0,157.3,112.3,63.4,315.5,141.7,290.4,321.9,331.1,247.1,320.8,125.6,359.1,341.0,354.4,87.7,88.1,32.1,219.9,326.6,92.7,227.3,538.5,173.2,97.3,223.4,448.9,258.1,22.3,96.0,218.0,127.5,81.5,256.9,267.9,28.0,163.2,326.6,24.2,241.9,114.1,532.7,104.7,201.9,362.0,213.8,340.2,80.8,75.6,157.4,442.1,192.1,432.7,433.4,480.4,114.2,323.5,69.4,336.9,116.2,384.2,318.9,66.2,238.3,272.3,267.5,219.8,177.0,298.1,82.0,89.2,64.6,345.8,2126.5,147.3,206.0,45.0,52.0,156.6,0.0,333.8,85.1,121.2,181.3,188.5,272.2,202.2,321.7,90.0,40.8,81.5,410.7,178.8,84.3,139.9,542.5,168.3,236.5,25.7,444.9,54.4,515.8,420.7,333.1,354.4,108.9,281.7,161.0,192.7,70.3,40.8,282.5,438.4,552.8,135.4,466.2
PP,331.0,254.5,414.0,363.4,430.9,279.3,36.1,381.2,207.5,238.2,185.3,142.4,77.0,361.3,95.6,173.0,155.3,400.5,348.3,310.0,189.5,90.3,412.0,97.1,297.7,183.8,416.6,160.8,212.6,413.9,370.9,299.1,348.5,311.1,261.2,83.2,103.5,305.5,193.8,126.3,320.0,148.4,393.9,274.8,298.5,120.8,47.8,138.1,6.3,267.1,394.9,345.5,216.1,325.5,118.5,133.1,312.4,289.5,128.4,311.0,100.6,250.3,147.9,152.0,276.5,174.9,133.2,73.6,416.2,233.4,176.2,379.8,244.3,416.3,90.4,2083.4,214.4,340.1,298.1,291.1,398.2,348.5,0.0,435.6,240.4,274.5,322.6,150.3,213.0,68.7,364.9,360.1,395.6,174.4,414.5,403.6,216.9,295.9,256.5,166.7,345.0,218.2,285.7,338.1,220.4,92.3,40.2,369.1,126.1,254.8,217.7,263.0,301.8,142.0,298.1,349.6,374.9,232.9
