from_stop,AE,AG,AS,AU,BC,BE,BI,CD,CE,CF,CH,CI,CK,CO,CP,CQ,CZ,DC,DQ,DX,ED,EH,ET,FC,FE,FF,FH,FN,FS,FX,GI,GV,GW,HA,HB,HD,HP,HX,HZ,IE,IG,IR,IV,IX,JA,JF,JI,JK,JQ,KH,KN,KY,KZ,LC,LE,LH,LJ,LQ,LV,LW,MH,MQ,NB,NI,NJ,NQ,NV,NX,OJ,OP,OU,PC,PO,PP,PQ,PY,QE,QI,QL,QQ,QS,QW,RH,RU,RW,RZ,SI,SL,SO,ST,SW,TC,TO,TP,TQ,TS,TW,UI,UO,UY,UZ,WE,WM,WP,WS,WZ,XQ,XW,YB,YT,YU,YY,YZ,ZC,ZF,ZS,ZT,ZU,ZY
PQ,208.9,466.0,669.4,637.7,349.7,837.1,184.7,635.6,668.8,527.5,426.1,639.7,720.5,146.3,309.3,642.2,95.1,635.9,794.5,787.4,377.0,664.7,249.9,473.3,381.1,409.7,2942.0,740.5,545.4,761.0,686.8,620.7,721.6,640.1,138.8,264.5,241.5,125.3,482.3,455.3,667.3,160.1,189.0,401.3,700.9,265.5,434.3,665.2,670.4,364.2,514.5,677.1,418.4,434.8,430.6,627.1,482.9,606.7,364.7,629.4,474.7,496.6,296.3,796.1,669.1,253.7,532.0,670.3,135.4,787.9,534.8,308.3,695.9,681.7,0.0,494.5,639.7,515.0,419.8,27.3,423.2,521.3,688.3,429.8,784.6,669.9,76.4,666.9,699.0,700.1,592.0,688.4,417.8,301.2,659.0,132.8,260.8,290.3,813.9,824.9,647.1,353.5,682.8,441.9,422.2,239.4,335.4,648.3,195.8,639.7,35.6,632.0,308.8,657.1,428.7,232.5,406.3,729.5,463.8
PY,422.7,572.3,367.8,337.8,617.5,516.5,398.5,334.0,368.9,83.8,693.9,339.8,420.6,503.5,577.1,342.3,562.6,336.0,473.9,487.5,644.8,363.1,517.7,741.1,648.9,516.0,2703.6,440.6,245.5,390.8,385.2,319.1,421.7,338.5,496.0,532.3,444.8,585.1,526.6,723.1,365.7,550.8,456.8,669.1,399.3,469.9,441.7,365.3,368.8,632.0,782.3,375.5,686.2,702.6,536.9,327.2,589.2,306.8,632.5,327.8,383.6,584.9,564.1,496.2,367.5,433.3,151.3,368.7,574.1,486.3,76.2,576.1,394.3,380.1,467.4,0.0,339.8,213.4,687.6,440.4,691.0,219.7,386.7,128.2,484.7,370.0,543.9,394.5,397.4,398.5,292.1,386.8,472.1,569.0,359.1,418.6,456.3,396.7,467.5,525.0,345.5,621.3,382.9,165.4,690.0,507.2,603.2,348.4,577.4,339.8,503.1,332.1,576.6,355.5,535.0,454.8,460.6,427.9,570.1
QE,565.6,520.9,261.4,50.9,506.3,231.3,541.4,191.5,206.4,182.6,582.7,0.0,114.7,646.4,575.5,197.9,705.5,137.1,188.7,181.6,663.6,197.6,510.0,739.5,647.3,464.6,2652.2,134.7,156.1,155.2,280.6,202.6,115.8,275.4,638.9,421.1,587.7,728.0,475.2,721.5,248.3,693.7,599.7,626.3,255.7,612.8,584.6,41.4,203.2,650.8,780.7,225.5,684.6,591.4,485.5,204.2,537.8,144.3,543.4,264.7,332.2,533.5,452.9,190.3,236.7,576.2,342.2,184.7,717.0,288.0,191.3,464.9,196.0,214.6,610.3,304.7,0.0,228.2,538.1,584.3,689.4,234.5,171.1,240.0,178.8,76.7,686.8,88.6,231.8,182.9,129.6,166.6,420.7,561.3,72.2,561.5,599.2,539.6,208.1,219.1,239.1,640.1,77.0,308.3,524.5,558.7,622.0,42.5,720.3,0.0,646.0,98.8,568.9,219.6,483.6,597.7,409.2,229.6,518.7
QI,543.5,469.2,464.0,234.5,454.6,433.9,518.7,394.1,265.6,148.3,531.0,235.9,316.7,624.3,523.8,239.2,683.4,232.7,391.3,384.2,611.9,400.2,457.7,687.8,595.0,413.0,2600.5,337.3,112.5,357.8,483.2,405.2,318.4,478.0,616.8,369.4,565.6,705.9,423.5,669.8,450.3,671.0,542.4,574.0,458.3,590.7,562.5,261.4,405.8,599.1,729.0,428.1,632.9,539.7,433.8,224.1,486.1,203.5,491.7,466.7,280.5,481.8,401.2,392.9,439.3,554.1,320.1,387.3,694.9,490.6,157.6,413.2,398.6,417.2,588.2,282.0,235.9,0.0,486.4,562.2,637.7,6.3,373.1,217.9,381.4,266.7,664.7,291.2,434.4,385.5,188.8,369.2,369.0,509.6,255.2,539.4,577.1,517.5,413.0,421.7,441.7,588.4,279.0,285.6,472.8,507.0,569.7,245.1,697.6,235.9,623.9,228.8,517.2,424.7,431.9,575.6,363.3,432.2,467.0
QL,450.2,391.2,672.6,544.9,351.8,744.3,426.0,704.5,576.0,434.7,428.2,546.9,627.7,457.0,370.7,549.4,425.2,543.1,701.7,694.6,458.8,710.6,241.1,534.7,442.5,334.9,2736.4,647.7,452.6,668.2,690.0,623.9,628.8,643.3,449.5,266.6,504.4,395.0,62.4,516.7,670.5,360.7,374.7,88.1,768.7,506.5,589.8,572.4,716.2,446.0,575.9,738.5,479.8,436.9,355.8,534.3,408.1,513.9,206.8,632.6,381.9,317.6,298.4,703.3,672.3,516.6,574.9,697.7,384.0,801.0,442.0,310.4,709.0,727.6,420.9,537.4,546.9,524.7,0.0,393.9,484.6,531.0,684.1,472.7,691.8,577.1,443.9,574.1,744.8,695.9,499.2,679.6,325.0,170.3,566.2,392.1,492.9,495.4,721.1,732.1,650.3,435.3,590.0,541.0,187.9,347.1,417.2,555.5,497.0,546.9,456.6,539.2,177.9,733.5,353.9,495.4,313.5,742.6,389.0
QQ,181.5,438.6,642.0,610.3,322.3,809.7,157.3,608.2,641.4,498.7,398.7,612.3,693.1,118.9,281.9,614.8,122.1,608.5,767.1,760.0,349.6,637.3,222.5,445.9,353.7,382.4,2914.6,713.1,518.0,733.6,661.2,593.3,694.2,612.7,111.4,237.1,214.1,152.3,454.9,427.9,640.8,186.1,161.6,373.9,673.5,238.1,406.9,637.8,643.0,336.8,487.1,649.7,391.0,407.4,403.2,599.7,455.5,579.3,337.3,602.0,447.3,469.2,268.9,768.7,641.7,226.3,504.6,642.9,162.4,760.5,507.4,280.9,668.5,654.3,26.9,467.1,612.3,488.2,392.4,0.0,395.8,493.9,660.9,402.4,757.2,642.5,103.4,667.0,671.6,672.7,564.6,661.0,390.4,273.8,632.5,105.4,283.5,262.9,788.8,797.5,619.7,326.1,656.3,414.5,394.8,212.0,308.0,620.9,221.8,612.3,62.6,604.6,281.4,629.7,401.3,205.1,384.7,702.1,436.4
QS,446.8,488.7,788.1,660.4,372.4,859.8,422.6,820.0,691.5,550.2,448.8,662.4,743.2,453.6,114.2,664.9,512.7,658.6,817.2,810.1,263.9,826.1,287.2,146.7,87.3,432.4,2964.7,763.2,568.1,783.7,805.5,739.4,744.3,758.8,446.1,287.2,501.0,542.9,519.6,128.7,786.0,577.7,371.3,438.6,884.2,572.8,693.8,687.9,831.7,278.5,187.9,854.0,91.8,457.5,453.3,649.8,505.6,629.4,402.0,748.1,497.4,519.3,319.0,818.8,787.8,513.2,690.4,813.2,553.0,916.5,557.5,331.0,824.5,843.1,417.5,652.9,662.4,640.2,457.1,390.5,0.0,646.5,799.6,588.2,807.3,692.6,494.0,689.6,860.3,811.4,614.7,795.1,440.5,338.5,681.7,388.7,618.2,549.8,836.6,847.6,765.8,211.0,705.5,656.5,459.5,193.7,257.0,671.0,613.4,662.4,453.2,654.7,346.1,849.0,451.4,492.0,429.0,858.1,486.5
QW,537.2,462.9,457.7,228.2,448.3,427.6,513.0,387.8,259.3,144.0,524.7,230.2,311.0,618.0,517.5,232.9,677.1,226.4,385.0,377.9,605.6,393.9,452.0,681.5,589.3,406.6,2594.2,331.0,106.2,351.5,475.1,398.9,312.1,471.7,610.5,363.1,559.3,699.6,417.2,663.5,444.6,665.3,536.1,568.3,452.0,584.4,556.2,255.7,399.5,592.8,722.7,421.8,626.6,533.4,427.5,217.8,479.8,197.2,485.4,461.0,274.2,475.5,394.9,386.6,433.0,547.8,313.8,381.0,688.6,484.3,151.3,406.9,392.3,410.9,581.9,276.3,230.2,70.5,480.1,554.9,631.4,0.0,367.4,211.6,375.1,260.4,658.4,257.4,428.1,379.2,182.5,362.9,362.7,503.3,249.5,533.1,570.8,511.2,404.4,415.4,435.4,582.1,273.3,279.9,466.5,500.7,564.0,238.8,691.9,230.2,617.6,222.5,510.9,416.8,425.6,569.3,351.2,425.9,460.7
RH,664.7,688.5,178.7,218.5,673.9,240.6,640.5,108.8,374.0,350.2,750.3,181.5,167.3,745.5,743.1,365.5,804.6,304.7,198.0,190.9,831.2,114.9,677.6,907.1,814.9,632.2,2819.8,117.7,323.7,72.5,196.1,119.9,142.7,188.9,738.0,588.7,686.8,827.1,642.8,889.1,165.6,792.8,698.8,793.9,173.0,711.9,683.7,227.0,120.5,818.4,948.3,142.8,852.2,759.0,653.1,371.8,705.4,311.9,711.0,178.2,499.8,701.1,620.5,199.6,154.0,675.3,441.3,102.0,816.1,201.5,358.9,632.5,109.5,131.9,709.4,403.8,181.5,333.7,705.7,682.4,857.0,339.4,0.0,339.1,188.1,250.7,785.9,177.9,149.1,11.8,297.2,83.9,588.3,728.9,239.8,660.6,698.3,638.7,217.4,228.4,156.4,807.7,177.2,407.4,692.1,749.2,789.6,190.1,819.4,181.5,745.1,266.4,736.5,136.9,651.2,696.8,576.8,143.1,686.3
RU,442.0,646.8,442.3,412.3,636.8,591.0,417.8,408.5,443.4,30.7,713.2,414.3,495.1,522.8,596.4,416.8,581.9,410.5,548.4,562.0,664.1,437.6,537.0,760.4,668.2,590.6,2778.1,515.1,320.0,465.3,459.7,393.6,496.2,413.0,515.3,551.6,464.1,604.4,601.1,742.4,440.2,570.1,476.1,688.4,473.8,489.2,461.0,439.8,443.3,651.3,801.6,450.0,705.5,721.9,611.4,401.7,663.7,381.3,651.8,402.3,458.1,659.4,583.4,570.7,442.0,452.6,102.1,443.2,593.4,560.8,23.1,595.4,468.8,454.6,486.7,64.6,414.3,288.5,706.9,459.7,710.3,294.2,461.2,0.0,559.2,444.5,563.2,441.5,471.9,473.0,366.6,461.3,546.6,588.3,433.6,437.9,475.6,416.0,544.3,599.5,420.0,640.6,457.4,156.1,709.3,526.5,622.5,422.9,596.7,414.3,522.4,406.6,595.9,429.1,609.5,474.1,540.9,502.4,644.6
RW,705.9,661.2,263.4,191.2,646.6,132.0,681.7,193.5,346.7,324.3,723.0,154.2,140.0,786.7,715.8,338.2,845.8,277.4,89.4,50.9,803.9,199.6,650.3,879.8,787.6,604.9,2792.5,162.1,296.4,157.2,280.8,204.6,166.1,277.4,779.2,561.4,728.0,868.3,615.5,861.8,250.3,834.0,740.0,766.6,257.7,753.1,724.9,199.7,205.2,791.1,921.0,227.5,824.9,731.7,625.8,344.5,678.1,284.6,683.7,266.7,472.5,673.8,593.2,59.6,238.7,716.5,482.5,186.7,857.3,290.0,331.6,605.2,198.0,216.6,750.6,445.0,154.2,368.5,678.4,723.6,829.7,374.8,173.1,380.3,0.0,223.4,827.1,150.6,233.8,184.9,269.9,168.6,561.0,701.6,212.5,701.8,739.5,679.9,108.8,50.1,241.1,780.4,149.9,448.6,664.8,699.0,762.3,162.8,860.6,154.2,786.3,239.1,709.2,222.5,623.9,738.0,549.5,231.6,659.0
RZ,628.1,583.4,322.9,45.9,568.8,292.8,603.9,253.0,268.9,246.5,645.2,95.4,176.2,708.9,638.0,260.4,768.0,199.6,250.2,243.1,726.1,259.1,572.5,802.0,709.8,527.1,2714.7,196.2,218.6,216.7,340.3,264.1,177.3,336.9,701.4,483.6,650.2,790.5,537.7,784.0,309.8,756.2,662.2,688.8,317.2,675.3,647.1,75.8,264.7,713.3,843.2,287.0,747.1,653.9,548.0,266.7,600.3,206.8,605.9,326.2,394.7,596.0,515.4,251.8,298.2,638.7,404.7,246.2,779.5,349.5,253.8,527.4,257.5,276.1,672.8,367.2,95.4,290.7,600.6,645.8,751.9,297.0,232.6,302.5,240.3,0.0,749.3,122.6,293.3,244.4,192.1,228.1,483.2,623.8,39.3,624.0,661.7,602.1,269.6,280.6,300.6,702.6,138.5,370.8,587.0,621.2,684.5,104.0,782.8,95.4,708.5,161.3,631.4,282.0,546.1,660.2,471.7,291.1,581.2
SI,285.4,542.5,745.9,714.2,426.2,913.6,261.2,712.1,745.3,604.0,502.6,716.2,797.0,222.8,385.8,718.7,18.6,712.4,871.0,863.9,453.5,741.2,326.4,549.8,457.6,486.2,2887.3,817.0,621.9,837.5,763.3,697.2,798.1,716.6,215.3,341.0,318.0,48.8,481.1,531.8,743.8,83.6,265.5,410.1,777.4,241.9,378.5,741.7,746.9,440.7,591.0,753.6,494.9,511.3,507.1,703.6,559.4,683.2,452.9,705.9,551.2,585.6,372.8,872.6,745.6,330.2,608.5,746.8,58.9,864.4,611.3,384.8,772.4,758.2,76.4,571.0,716.2,591.5,428.6,103.8,499.7,597.8,764.8,506.3,861.1,746.4,0.0,743.4,775.5,776.6,668.5,764.9,494.3,386.0,735.5,209.3,184.3,284.1,890.4,901.4,723.6,430.0,759.3,518.4,510.4,315.9,411.9,724.8,119.3,716.2,40.7,708.5,393.6,733.6,505.2,309.0,482.8,806.0,540.3
SL,610.5,565.8,235.5,95.8,551.2,205.4,586.3,165.6,251.3,227.5,627.6,58.8,88.8,691.3,620.4,242.8,750.4,182.0,162.8,155.7,708.5,171.7,554.9,784.4,692.2,509.6,2697.1,108.8,201.0,129.3,254.7,176.7,89.9,249.5,683.8,466.0,632.6,772.9,520.1,766.4,241.4,738.6,644.6,690.2,229.8,657.7,629.5,104.3,177.3,695.7,825.6,199.6,729.5,636.3,530.4,249.1,582.7,189.2,588.3,257.8,377.1,578.4,497.8,164.4,210.8,621.1,387.1,158.8,761.9,262.1,236.2,509.8,170.1,188.7,655.2,368.6,58.8,273.7,583.0,629.2,734.3,279.4,145.2,284.9,152.9,128.0,731.7,0.0,205.9,157.0,174.5,140.7,465.6,606.2,136.1,606.4,644.1,584.5,184.5,193.2,232.2,685.0,51.1,353.2,569.4,603.6,666.9,67.4,784.2,58.8,690.9,143.7,613.8,196.2,528.5,642.6,459.9,203.7,563.6
SO,600.0,627.3,114.0,273.2,612.7,295.3,575.8,44.1,423.9,302.7,689.1,236.2,222.0,680.8,681.9,397.3,739.9,235.8,252.7,245.6,770.0,70.1,616.4,845.9,753.7,571.0,2758.6,172.4,300.5,110.0,131.4,92.1,197.4,171.2,673.3,527.5,622.1,762.4,581.6,827.9,137.8,728.1,634.1,732.7,128.2,647.2,619.0,281.7,19.3,757.2,887.1,78.1,791.0,697.8,591.9,382.2,644.2,361.8,649.8,160.5,438.6,639.9,559.3,254.3,126.2,610.6,376.6,80.5,751.4,256.2,297.6,571.3,164.2,87.1,644.7,339.1,236.2,268.4,644.5,617.7,795.8,274.7,115.5,274.4,242.8,305.4,721.2,232.6,0.0,127.3,347.1,98.6,527.1,667.7,294.5,595.9,633.6,574.0,272.1,283.1,91.7,746.5,231.9,342.7,630.9,684.5,728.4,244.8,754.7,236.2,680.4,252.7,675.3,73.1,590.0,632.1,515.6,197.8,625.1
ST,652.9,676.7,166.9,206.7,662.1,228.8,628.7,97.0,362.2,339.8,738.5,169.7,155.5,733.7,731.3,353.7,792.8,292.9,186.2,179.1,819.4,103.1,665.8,895.3,803.1,620.4,2808.0,105.9,311.9,60.7,184.3,108.1,130.9,177.1,726.2,576.9,675.0,815.3,631.0,877.3,153.8,781.0,687.0,782.1,161.2,700.1,671.9,215.2,108.7,806.6,936.5,131.0,840.4,747.2,641.3,360.0,693.6,300.1,699.2,166.4,488.0,689.3,608.7,187.8,142.2,663.5,429.5,90.2,804.3,189.7,347.1,620.7,97.7,120.1,697.6,392.0,169.7,321.3,693.9,670.6,845.2,327.6,76.6,327.3,176.3,238.9,774.1,166.1,137.3,0.0,285.4,72.1,576.5,717.1,228.0,648.8,686.5,626.9,205.6,216.6,144.6,795.9,165.4,395.6,680.3,737.4,777.8,178.3,807.6,169.7,733.3,254.6,724.7,126.0,639.4,685.0,565.0,131.3,674.5
SW,507.5,462.8,366.7,137.2,448.2,336.6,483.3,296.8,76.7,125.9,524.6,139.2,220.0,588.3,517.4,68.2,647.4,135.4,294.0,286.9,605.5,302.9,451.9,681.4,589.2,406.5,2594.1,240.0,98.0,260.5,384.1,307.9,221.1,380.7,580.8,363.0,529.6,669.9,417.1,663.4,353.6,635.6,541.6,568.2,361.0,554.7,526.5,164.7,308.5,592.7,722.6,330.8,626.5,533.3,427.4,77.4,479.7,14.6,485.3,370.0,274.1,475.4,394.8,295.6,342.0,518.1,284.1,290.0,658.9,393.3,133.2,406.8,301.3,319.9,552.2,246.6,139.2,170.1,480.0,525.2,631.3,176.4,276.4,181.9,284.1,169.4,628.7,166.4,337.1,288.2,0.0,271.9,362.6,503.2,158.5,503.4,541.1,481.5,313.4,324.4,344.4,582.0,182.3,250.2,466.4,500.6,563.9,147.8,662.2,139.2,587.9,131.5,510.8,325.8,425.5,539.6,351.1,334.9,460.6
TC,603.7,631.0,117.7,208.4,616.4,230.5,579.5,47.8,363.9,306.4,692.8,171.4,157.2,684.5,685.6,355.4,743.6,239.5,187.9,180.8,773.7,35.9,620.1,849.6,757.4,574.7,2762.3,107.6,313.6,11.3,135.1,75.9,132.6,155.0,677.0,531.2,625.8,766.1,585.3,831.6,121.6,731.8,637.8,736.4,94.0,650.9,622.7,216.9,59.5,760.9,890.8,81.8,794.7,701.5,595.6,361.7,647.9,301.8,653.5,144.3,442.3,643.6,563.0,189.5,109.8,614.3,380.3,18.1,755.1,191.4,301.3,575.0,99.4,52.9,648.4,342.8,171.4,272.1,648.2,621.4,799.5,278.4,32.7,278.1,178.0,240.6,724.9,167.8,88.1,44.5,287.1,0.0,530.8,671.4,229.7,599.6,637.3,577.7,207.3,218.3,95.4,750.2,167.1,346.4,634.6,688.2,732.1,180.0,758.4,171.4,684.1,256.3,679.0,76.8,593.7,635.8,519.3,133.0,628.8
TO,447.0,298.3,518.9,391.2,283.7,590.6,422.8,550.8,422.3,281.0,360.1,393.2,474.0,453.8,352.9,395.7,512.9,389.4,548.0,540.9,441.0,556.9,287.4,516.9,424.7,242.0,2695.5,494.0,298.9,514.5,536.3,470.2,475.1,489.6,446.3,198.5,501.2,543.1,252.6,498.9,516.8,577.9,371.5,403.7,615.0,573.0,663.6,418.7,562.5,428.2,558.1,584.8,462.0,368.8,262.9,380.6,315.2,360.2,320.8,478.9,228.2,310.9,230.3,549.6,518.6,513.4,421.2,544.0,553.2,647.3,288.3,242.3,555.3,573.9,417.7,383.7,393.2,371.0,315.5,390.7,466.8,377.3,530.4,319.0,538.1,423.4,494.2,420.4,591.1,542.2,345.5,525.9,0.0,338.7,412.5,388.9,618.4,550.0,567.4,578.4,496.6,417.5,436.3,387.3,301.9,336.1,399.4,401.8,613.6,393.2,453.4,385.5,346.3,579.8,261.0,492.2,102.8,588.9,296.1
TP,308.9,385.4,684.8,557.1,269.1,756.5,284.7,716.7,588.2,446.9,345.5,559.1,639.9,315.7,229.4,561.6,374.8,555.3,713.9,706.8,317.5,722.8,99.8,393.4,301.2,329.1,2825.7,659.9,464.8,680.4,702.2,636.1,641.0,655.5,308.2,183.9,363.1,369.7,230.1,375.4,682.7,335.4,233.4,149.1,780.9,434.9,555.9,584.6,728.4,304.7,434.6,750.7,338.5,354.2,350.0,546.5,402.3,526.1,112.5,644.8,394.1,440.2,215.7,715.5,684.5,375.3,587.1,709.9,358.7,813.2,454.2,227.7,721.2,739.8,279.6,549.6,559.1,536.9,167.6,252.6,343.3,543.2,696.3,484.9,704.0,589.3,356.1,586.3,757.0,708.1,511.4,691.8,337.2,0.0,578.4,250.8,480.3,411.9,733.3,744.3,662.5,294.0,602.2,553.2,170.0,205.8,275.9,567.7,475.5,559.1,315.3,551.4,7.5,745.7,348.1,354.1,325.7,754.8,383.2
TQ,602.1,557.4,296.9,19.9,542.8,266.8,577.9,227.0,242.9,219.1,619.2,69.4,150.2,682.9,612.0,234.4,742.0,173.6,224.2,217.1,700.1,233.1,546.5,776.0,683.8,501.2,2688.7,170.2,192.6,190.7,314.3,238.1,151.3,310.9,675.4,457.6,624.2,764.5,511.7,758.0,283.8,730.2,636.2,662.8,291.2,649.3,621.1,67.8,238.7,687.3,817.2,261.0,721.1,627.9,522.0,240.7,574.3,180.8,579.9,300.2,368.7,570.0,489.4,225.8,272.2,612.7,378.7,220.2,753.5,323.5,227.8,501.4,231.5,250.1,646.8,341.2,69.4,264.7,574.6,619.8,725.9,271.0,206.6,276.5,214.3,44.2,723.3,96.6,267.3,218.4,166.1,202.1,457.2,597.8,0.0,598.0,635.7,576.1,243.6,254.6,274.6,676.6,112.5,344.8,561.0,595.2,658.5,78.0,756.8,69.4,682.5,135.3,605.4,256.0,520.1,634.2,451.5,265.1,555.2
TS,191.2,428.3,651.7,600.0,312.0,799.4,167.0,617.9,631.1,489.8,388.4,602.0,682.8,180.0,271.6,604.5,239.1,598.2,756.8,749.7,339.3,647.0,212.2,435.6,343.4,372.0,2904.3,702.8,507.7,723.3,669.1,603.0,683.9,622.4,172.5,226.8,245.4,269.3,444.6,417.6,649.6,304.1,151.3,363.6,683.2,299.2,438.2,627.5,652.7,326.5,476.8,659.4,380.7,397.1,392.9,589.4,445.2,569.0,327.0,611.7,437.0,458.9,258.6,758.4,651.4,257.6,630.0,752.8,279.4,856.1,497.1,270.6,764.1,664.0,143.9,592.5,602.0,579.8,382.1,116.9,385.5,586.1,739.2,527.8,746.9,632.2,220.4,629.2,681.3,751.0,554.3,734.7,380.1,263.5,621.3,0.0,344.6,294.2,776.2,787.2,629.4,315.8,645.1,424.2,384.5,201.7,297.7,610.6,339.8,602.0,179.6,594.3,271.1,639.4,391.0,236.4,368.6,797.7,426.1
TW,194.7,689.1,652.0,622.0,572.8,800.7,218.3,618.2,653.1,442.8,649.2,624.0,704.8,188.1,532.4,626.5,156.8,620.2,758.1,771.7,600.1,647.3,482.7,696.4,604.2,632.8,2784.7,724.8,529.7,675.0,669.4,603.3,705.9,622.7,268.3,487.6,176.7,178.1,507.0,678.4,649.9,171.7,412.1,436.0,683.5,57.5,194.1,649.5,653.0,587.3,737.6,659.7,641.5,657.9,613.1,611.4,706.0,591.0,478.8,612.0,675.8,611.5,519.4,780.4,651.7,136.3,514.6,652.9,188.2,770.5,435.6,531.4,678.5,664.3,252.0,477.1,624.0,497.6,454.5,279.4,646.3,503.9,670.9,412.4,768.9,654.2,175.5,651.2,681.6,682.7,576.3,671.0,618.9,411.9,643.3,355.9,0.0,99.7,751.7,809.2,629.7,576.6,667.1,424.5,536.3,462.5,558.5,632.6,121.0,624.0,216.3,616.3,419.5,639.7,651.8,167.7,607.4,712.1,686.9
UI,89.1,587.5,601.8,571.8,471.2,750.5,112.7,568.0,602.9,392.6,547.6,573.8,654.6,134.3,430.8,576.3,246.0,570.0,707.9,721.5,498.5,597.1,371.4,594.8,502.6,531.2,2796.6,674.6,479.5,624.8,619.2,553.1,655.7,572.5,214.5,386.0,48.0,217.9,518.9,576.8,599.7,183.6,310.5,447.9,633.3,102.7,143.9,599.3,602.8,485.7,636.0,609.5,539.9,556.3,552.1,561.2,604.4,540.8,490.7,561.8,596.2,623.4,417.8,730.2,601.5,36.5,464.4,602.7,206.9,720.3,385.4,429.8,628.3,614.1,299.5,426.9,573.8,447.4,466.4,272.5,544.7,453.7,620.7,362.2,718.7,604.0,264.7,601.0,631.4,632.5,526.1,620.8,539.3,423.8,593.1,272.3,89.1,0.0,701.5,759.0,579.5,475.0,616.9,374.3,548.2,360.9,456.9,582.4,210.2,573.8,305.5,566.1,431.4,589.5,550.2,58.0,527.8,661.9,585.3
UO,714.2,704.7,306.9,234.7,690.1,67.4,690.0,237.0,392.5,368.7,766.5,200.0,185.8,795.0,759.3,381.7,854.1,320.9,54.8,100.2,847.4,243.1,696.1,923.3,833.4,648.5,2836.0,205.6,339.9,200.7,326.1,248.1,209.6,281.5,787.5,604.9,736.3,876.6,659.0,905.3,296.1,842.3,748.3,810.1,301.2,761.4,733.2,243.2,248.7,834.6,964.5,271.0,868.4,775.2,669.3,388.0,721.6,328.1,727.2,273.1,516.0,717.3,636.7,108.9,282.2,724.8,490.8,230.2,865.6,333.5,377.4,648.7,241.5,260.1,758.9,453.3,200.0,383.2,721.9,732.9,873.2,388.9,216.6,388.6,97.4,266.9,835.4,221.6,277.3,228.4,313.4,212.1,604.5,745.1,256.0,710.1,747.8,688.2,0.0,137.7,284.6,823.9,193.4,456.9,708.3,742.5,808.1,206.3,868.9,200.0,794.6,282.6,752.7,267.6,667.4,746.3,598.8,275.1,702.5
UY,742.0,697.3,299.5,227.3,682.7,168.1,717.8,229.6,382.8,360.4,759.1,190.3,176.1,822.8,751.9,374.3,881.9,313.5,125.5,31.1,840.0,235.7,686.4,915.9,823.7,641.0,2828.6,198.2,332.5,193.3,316.9,240.7,202.2,313.5,815.3,597.5,764.1,904.4,651.6,897.9,286.4,870.1,776.1,802.7,293.8,789.2,761.0,235.8,241.3,827.2,957.1,263.6,861.0,767.8,661.9,380.6,714.2,320.7,719.8,302.8,508.6,709.9,629.3,22.4,274.8,752.6,518.6,222.8,893.4,326.1,367.7,641.3,234.1,252.7,786.7,481.1,190.3,404.6,714.5,759.7,865.8,410.9,209.2,416.4,57.7,259.5,863.2,186.7,269.9,221.0,306.0,204.7,597.1,737.7,248.6,737.9,775.6,716.0,144.9,0.0,277.2,816.5,186.0,484.7,700.9,735.1,798.4,198.9,896.7,190.3,822.4,275.2,745.3,258.6,660.0,774.1,585.6,267.7,695.1
UZ,577.4,604.7,16.8,269.8,590.1,291.9,553.2,37.6,401.3,278.7,666.5,232.8,218.6,658.2,659.3,374.7,717.3,213.2,249.3,242.2,747.4,66.7,593.8,823.3,731.1,548.4,2736.0,169.0,277.9,106.6,41.4,88.7,194.0,167.8,650.7,504.9,599.5,739.8,559.0,805.3,134.4,705.5,611.5,710.1,124.8,624.6,596.4,278.3,72.4,734.6,864.5,79.1,768.4,675.2,569.3,359.6,621.6,339.2,627.2,157.1,416.0,617.3,536.7,250.9,122.8,588.0,354.0,77.1,728.8,252.8,275.0,548.7,160.8,83.7,622.1,316.5,232.8,245.8,621.9,595.1,773.2,252.1,112.1,251.8,239.4,302.0,698.6,256.7,101.0,123.9,324.5,95.2,504.5,645.1,291.1,573.3,611.0,551.4,268.7,279.7,0.0,723.9,228.5,320.1,608.3,661.9,705.8,241.4,732.1,232.8,657.8,230.1,652.7,58.2,567.4,609.5,498.8,194.4,602.5
WE,392.6,441.8,741.2,613.5,325.5,812.9,368.4,773.1,644.6,503.3,401.9,615.5,696.3,399.4,108.7,618.0,458.5,611.7,770.3,763.2,52.8,779.2,240.3,239.4,147.2,385.5,2917.8,716.3,521.2,736.8,758.6,692.5,697.4,711.9,391.9,240.3,446.8,488.7,472.7,221.4,739.1,523.5,317.1,391.7,837.3,518.6,639.6,641.0,784.8,67.4,280.6,807.1,184.5,410.6,406.4,602.9,458.7,582.5,355.1,701.2,450.5,472.4,272.1,771.9,740.9,459.0,643.5,766.3,498.8,869.6,510.6,284.1,777.6,796.2,363.3,606.0,615.5,593.3,410.2,336.3,189.3,599.6,752.7,541.3,760.4,645.7,439.8,642.7,813.4,764.5,567.8,748.2,393.6,291.6,634.8,334.5,564.0,495.6,789.7,800.7,718.9,0.0,658.6,609.6,412.6,126.4,60.9,624.1,559.2,615.5,399.0,607.8,299.2,802.1,404.5,437.8,382.1,811.2,439.6
