from_stop,AC,AF,AI,AJ,AK,AQ,AR,AX,AY,BC,BJ,BK,BP,BW,BZ,CG,CI,CN,CV,CZ,DF,DH,DL,DR,DS,DT,DV,DW,DY,DZ,EB,ED,EU,EW,FB,FF,FG,FJ,GE,GN,GT,HK,HO,HU,HV,HW,IF,IP,IR,IS,IW,IY,JG,JL,JN,JS,JY,KC,KF,KG,KI,KO,KT,KV,KX,KY,KZ,LB,LI,LM,LN,LP,LV,ME,MI,MK,MO,MQ,NA,NJ,NO,NQ,NY,OL,ON,OS,OY,PF,PK,PL,PN,PO,PP,PS,PT,QA,QF,QH,QM,QR,QU,QZ,RD,RK,RQ,RV,RY,SA,SC,SE,SH,SI,SJ,SM,SP,SW,SY,TB,TC,TG,TI,TL,TU,UG,UI,UJ,UL,UN,UP,UX,VR,VT,VY,WA,WF,WG,WZ,XD,XF,XH,XJ,XZ,YC,YQ,YR,ZF,ZJ,ZO,ZQ,ZR,ZV
HO,200.8,730.0,687.2,486.2,923.4,305.0,669.2,509.5,398.3,816.3,698.9,678.8,683.7,591.7,719.1,496.2,365.8,315.5,836.7,192.2,322.2,739.4,842.9,643.7,89.2,76.1,102.0,324.3,685.4,160.1,862.9,500.8,275.5,413.8,632.3,962.6,612.7,621.2,181.9,372.6,191.3,793.1,0.0,702.4,52.1,882.5,542.6,508.0,423.3,747.7,382.6,323.8,282.9,666.3,399.4,654.5,299.9,905.0,315.0,667.2,746.4,811.0,475.4,710.5,165.4,363.2,420.2,736.7,479.6,891.2,358.1,674.0,879.5,273.6,417.6,187.4,658.6,135.9,354.0,375.6,741.5,541.7,872.8,588.3,283.8,176.4,297.1,187.4,358.0,350.2,361.7,722.5,507.7,350.1,300.0,546.4,727.6,169.2,836.8,707.6,1064.6,348.1,353.0,651.3,640.1,105.1,774.4,56.5,762.9,905.7,399.6,103.8,261.7,1068.6,685.9,174.0,221.0,580.0,821.5,761.1,621.6,134.6,657.4,926.0,1038.4,501.5,275.5,939.9,685.4,701.3,177.7,862.7,342.0,595.5,781.9,434.9,314.6,374.3,755.4,278.1,216.8,581.4,420.9,761.3,835.8,670.5,680.1,955.7,717.9,498.8,710.6
HU,847.9,98.5,226.4,827.1,457.8,645.9,312.3,850.4,739.2,350.7,233.3,45.5,180.6,184.8,307.4,226.8,825.5,656.4,371.1,780.9,868.1,367.4,377.3,236.8,726.1,781.4,709.8,784.0,1026.3,804.7,397.3,327.5,735.2,873.5,203.4,497.0,229.8,75.5,633.0,713.5,671.0,161.6,800.6,0.0,783.3,416.9,220.4,215.1,630.2,247.3,928.5,664.7,623.8,237.4,740.3,337.0,640.8,439.4,655.9,234.2,317.5,179.5,350.2,281.6,648.5,704.1,761.1,271.1,348.2,425.6,817.8,170.9,413.9,614.5,758.5,778.1,400.5,676.2,694.9,716.5,329.8,181.4,407.2,109.8,624.7,823.5,756.8,627.4,698.9,691.1,702.6,293.6,433.0,809.8,910.9,240.6,298.7,757.9,371.2,242.0,599.0,689.0,693.9,377.8,382.0,754.1,308.8,741.9,329.0,440.1,740.5,712.5,852.3,603.0,257.0,762.7,868.1,259.6,355.9,295.5,422.7,779.2,228.5,460.4,572.8,842.4,735.2,474.3,117.2,268.3,793.8,397.1,641.5,245.5,316.3,775.8,774.3,715.2,289.8,619.0,727.2,323.3,761.8,332.4,370.2,209.7,337.9,490.1,236.9,383.5,207.5
HV,182.5,746.0,703.2,502.2,939.4,321.0,685.2,525.5,414.3,832.3,714.9,694.8,653.3,607.7,688.7,512.2,381.8,331.5,852.7,203.6,338.2,709.0,858.9,659.7,101.7,96.3,118.0,340.3,701.4,163.6,878.9,470.4,291.5,429.8,601.9,978.6,628.7,637.2,151.5,388.6,207.3,809.1,72.1,718.4,0.0,898.5,558.6,524.0,439.3,717.3,398.6,339.8,298.9,635.9,415.4,670.5,315.9,921.0,331.0,683.2,716.0,827.0,445.0,680.1,181.4,379.2,436.2,752.7,449.2,907.2,374.1,643.6,895.5,289.6,433.6,157.0,628.2,151.9,370.0,391.6,711.1,557.7,888.8,604.3,299.8,158.1,313.1,157.0,374.0,366.2,377.7,692.1,477.3,366.1,281.7,562.4,697.2,185.2,852.8,723.6,1080.6,364.1,369.0,620.9,609.7,113.0,790.4,91.2,732.5,921.7,415.6,73.4,243.4,1084.6,655.5,190.0,202.7,596.0,837.5,777.1,591.2,138.1,627.0,942.0,1054.4,517.5,291.5,955.9,701.4,717.3,159.4,878.7,311.6,611.5,797.9,450.9,330.6,390.3,771.4,294.1,186.4,551.0,436.9,730.9,851.8,686.5,696.1,971.7,687.5,468.4,680.2
HW,1018.7,443.1,483.3,996.6,349.9,815.4,532.9,1019.9,908.7,102.2,202.3,355.8,533.2,295.9,660.0,396.3,995.0,825.9,263.2,950.4,1037.6,720.0,269.4,351.8,895.6,1019.0,879.3,953.5,1195.8,1042.3,47.7,680.1,904.7,1048.0,556.0,80.0,434.4,399.1,922.5,883.0,840.5,506.2,970.1,475.6,990.9,0.0,389.9,384.6,799.7,599.9,1098.0,834.2,793.3,590.0,909.8,518.2,810.3,158.7,825.4,488.9,670.1,524.1,633.7,634.2,818.0,873.6,930.6,217.4,700.8,8.7,987.3,523.5,64.3,784.0,928.0,1035.7,753.1,845.7,864.4,886.0,682.4,350.9,271.5,384.4,794.2,994.3,926.3,916.9,868.4,860.6,872.1,646.2,716.5,977.2,1080.4,410.1,651.3,927.4,90.5,194.1,182.0,858.5,862.0,730.4,734.6,991.7,198.4,913.4,681.6,332.2,910.0,952.1,1021.8,186.0,609.6,932.2,1038.9,401.7,60.4,187.6,775.3,1016.8,581.1,352.5,155.8,1011.9,904.7,264.4,440.8,523.0,963.3,185.5,983.3,417.2,142.5,945.3,943.8,884.7,228.8,788.5,1016.7,675.9,931.3,685.0,46.3,466.6,543.8,73.1,589.5,667.0,560.1
IF,685.1,223.7,180.9,663.0,417.1,481.8,239.0,686.3,575.1,310.0,192.6,172.5,313.8,85.4,440.6,62.7,661.4,492.3,330.4,616.8,704.0,500.6,336.6,137.4,562.0,685.4,545.7,619.9,862.2,708.7,356.6,460.7,571.1,714.4,336.6,456.3,106.4,114.9,659.2,549.4,506.9,286.8,636.5,196.1,657.3,376.2,0.0,49.6,466.1,380.5,764.4,500.6,459.7,370.6,576.2,263.7,476.7,398.7,491.8,160.9,450.7,304.7,483.4,414.8,484.4,540.0,597.0,230.4,481.4,384.9,653.7,304.1,373.2,450.4,594.4,702.1,533.7,512.1,530.8,552.4,463.0,35.4,366.5,82.0,460.6,660.7,592.7,653.6,534.8,527.0,538.5,426.8,566.2,643.6,746.8,76.5,431.9,593.8,330.5,201.3,558.3,524.9,528.4,511.0,515.2,658.1,268.1,577.8,462.2,399.4,576.4,618.5,688.2,562.3,390.2,598.6,705.3,73.7,315.2,254.8,555.9,683.2,361.7,419.7,532.1,678.3,571.1,433.6,179.1,195.0,629.7,354.7,649.7,89.2,275.6,611.7,610.2,551.1,249.1,454.9,729.5,456.5,597.7,465.6,329.5,164.2,264.6,449.4,370.1,516.7,340.7
IP,634.0,220.5,179.1,611.9,415.3,430.7,161.1,635.2,524.0,308.2,190.8,170.7,312.0,83.6,438.8,11.6,610.3,441.2,328.6,565.7,652.9,498.8,334.8,135.6,510.9,634.3,494.6,568.8,811.1,657.6,354.8,440.7,520.0,663.3,334.8,454.5,104.6,113.1,608.1,498.3,455.8,285.0,585.4,194.3,606.2,373.0,33.1,0.0,415.4,378.7,713.3,449.5,408.6,368.8,525.5,146.4,425.6,396.9,440.7,159.1,448.9,302.9,481.6,413.0,433.3,488.9,545.9,228.6,460.0,383.1,602.6,302.3,371.4,399.7,543.7,651.0,459.3,461.4,480.1,501.3,459.8,32.2,363.3,80.2,409.5,609.6,541.6,602.5,483.7,475.9,487.8,425.0,563.0,592.5,695.7,38.3,430.1,542.7,328.7,199.5,556.5,473.8,477.3,453.4,442.2,607.0,264.9,528.7,460.4,397.6,525.3,567.4,637.1,560.5,387.0,547.5,654.2,71.9,312.0,253.0,535.9,632.1,359.9,417.9,530.3,627.2,520.0,430.4,177.3,193.2,578.6,352.9,598.6,87.4,273.8,555.7,559.1,500.0,247.3,403.8,678.4,361.2,546.6,463.8,327.7,162.4,172.0,447.6,368.3,514.9,338.9
IR,520.2,578.4,535.6,514.9,771.8,333.7,517.6,538.2,427.0,664.7,547.3,527.2,646.1,440.1,681.5,344.6,513.3,344.2,685.1,468.7,555.9,701.8,691.3,492.1,439.4,453.7,397.6,471.8,714.1,477.0,711.3,463.2,423.0,561.3,594.7,811.0,461.1,469.6,305.3,401.3,358.8,641.5,506.8,550.8,455.6,730.9,391.0,356.8,0.0,710.1,616.3,352.5,311.6,628.7,428.1,502.9,328.6,753.4,343.7,515.6,708.8,659.4,437.8,672.9,336.3,391.9,448.9,585.1,442.0,739.6,505.6,636.4,727.9,302.3,446.3,450.4,621.0,364.0,382.7,404.3,703.9,390.1,721.2,436.7,312.5,495.8,444.6,299.7,386.7,378.9,390.4,684.9,470.1,495.5,619.4,394.8,690.0,445.7,685.2,556.0,913.0,376.8,380.3,613.7,602.5,426.4,622.8,429.7,725.3,754.1,428.3,384.8,581.1,917.0,648.3,450.5,540.4,428.4,669.9,609.5,584.0,451.5,619.8,774.4,886.8,530.2,423.0,788.3,533.8,549.7,497.1,709.4,295.8,443.9,630.3,458.7,462.1,403.0,603.8,306.8,397.5,543.8,449.6,723.7,684.2,518.9,528.5,804.1,680.3,461.2,673.0
IS,766.8,291.1,419.0,1076.5,661.8,895.3,558.2,1099.8,988.6,554.7,437.3,238.1,57.4,377.4,199.8,419.4,966.1,905.8,575.1,787.9,922.5,259.8,581.3,429.4,686.0,700.3,702.3,924.6,1275.7,723.6,601.3,246.4,875.8,1014.1,122.3,701.0,422.4,268.1,551.9,962.9,791.6,354.2,753.4,235.5,702.2,620.9,413.0,407.7,701.6,0.0,982.9,914.1,873.2,129.8,989.7,543.5,890.2,643.4,905.3,426.8,209.9,372.1,373.9,174.0,765.7,953.5,1010.5,475.1,267.1,629.6,958.4,67.1,617.9,863.9,1007.9,697.0,319.4,736.2,944.3,965.9,186.4,374.0,611.2,302.4,874.1,742.4,897.4,546.3,948.3,940.5,952.0,186.0,406.2,950.4,866.0,552.4,155.6,769.5,575.2,446.0,803.0,938.4,943.3,270.2,300.9,673.0,512.8,725.3,168.7,644.1,989.9,631.4,827.7,807.0,149.4,774.3,787.0,452.2,559.9,499.5,341.6,698.1,120.9,664.4,776.8,1091.8,875.8,678.3,309.8,460.9,743.7,601.1,560.4,438.1,520.3,1025.2,914.9,964.6,493.8,868.4,646.1,242.2,1011.2,188.4,574.2,402.3,569.1,694.1,76.6,397.3,47.2
IW,371.7,856.9,814.1,613.1,1050.3,431.9,796.1,636.4,525.2,943.2,825.8,805.7,947.0,718.6,996.7,623.1,492.7,442.4,963.6,283.6,101.3,1017.0,969.8,770.6,324.9,448.3,308.6,451.2,812.3,471.6,989.8,778.4,402.4,545.7,969.8,1089.5,739.6,748.1,459.5,499.5,318.2,920.0,399.4,829.3,420.2,1009.4,669.5,634.9,550.2,1013.7,0.0,450.7,409.8,1003.8,526.3,781.4,426.8,1031.9,441.9,794.1,1083.9,937.9,753.0,1048.0,292.3,490.1,547.1,863.6,757.2,1018.1,485.0,937.3,1006.4,400.5,544.5,465.0,936.2,303.4,480.9,502.5,1019.1,668.6,999.7,715.2,410.7,347.3,424.0,465.0,484.9,477.1,488.6,1060.0,785.3,474.9,360.0,673.3,1065.1,234.9,963.7,834.5,1191.5,475.0,478.5,928.9,917.7,421.0,901.3,340.7,1095.4,1032.6,526.5,381.4,301.4,1195.5,1023.4,230.1,391.9,706.9,948.4,888.0,899.2,446.1,994.9,1052.9,1165.3,628.4,402.4,1066.8,812.3,828.2,296.5,987.9,619.6,722.4,908.8,561.8,441.5,501.2,882.3,405.0,492.4,859.0,547.8,1098.8,962.7,797.4,807.0,1082.6,1003.3,776.4,973.9
IY,437.7,744.9,702.1,194.7,938.3,234.4,684.1,218.0,106.8,831.2,713.8,693.7,835.0,606.6,961.8,511.1,414.0,244.9,851.6,369.4,456.6,1021.8,857.8,658.6,314.6,438.0,298.3,372.5,479.9,461.3,877.8,768.1,323.7,462.0,857.8,977.5,627.6,636.1,449.2,81.1,259.5,808.0,389.1,717.3,409.9,897.4,557.5,522.9,438.2,901.7,517.0,0.0,107.3,891.8,328.8,669.4,43.1,919.9,139.4,682.1,971.9,825.9,742.7,936.0,237.0,187.6,128.7,751.6,746.9,906.1,406.3,825.3,894.4,98.0,347.0,454.7,925.9,264.7,283.4,305.0,984.2,556.6,887.7,603.2,62.7,413.3,345.3,454.7,182.4,174.6,109.6,948.0,775.0,398.3,499.4,561.3,953.1,346.4,851.7,722.5,1079.5,172.5,78.3,918.6,907.4,410.7,789.3,330.4,983.4,920.6,224.0,371.1,440.8,1083.5,911.4,351.2,457.9,594.9,836.4,776.0,888.9,435.8,882.9,940.9,1053.3,210.0,323.7,954.8,700.3,716.2,382.3,877.6,609.3,610.4,796.8,143.4,362.8,303.7,770.3,102.5,484.1,884.2,350.3,986.8,850.7,685.4,695.0,970.6,891.3,766.1,861.9
JG,348.6,655.8,613.0,257.6,849.2,145.3,595.0,280.9,169.7,742.1,624.7,604.6,745.9,517.5,872.7,422.0,324.9,155.8,762.5,280.3,367.5,932.7,768.7,569.5,225.5,348.9,209.2,283.4,402.4,372.2,788.7,679.0,234.6,372.9,768.7,888.4,538.5,547.0,360.1,144.0,170.4,718.9,300.0,628.2,320.8,808.3,468.4,433.8,349.1,812.6,427.9,95.2,0.0,802.7,239.7,580.3,71.3,830.8,32.0,593.0,882.8,736.8,653.6,846.9,147.9,80.2,191.6,662.5,657.8,817.0,317.2,736.2,805.3,9.2,257.9,365.6,836.8,175.6,194.3,215.9,895.1,467.5,798.6,514.1,54.4,324.2,256.2,365.6,73.1,67.2,78.7,858.9,685.9,309.2,410.3,472.2,864.0,257.3,762.6,633.4,990.4,65.1,72.2,829.5,818.3,321.6,700.2,241.3,894.3,831.5,116.6,282.0,351.7,994.4,822.3,262.1,368.8,505.8,747.3,686.9,799.8,346.7,793.8,851.8,964.2,272.9,234.6,865.7,611.2,627.1,293.2,788.5,520.2,521.3,707.7,206.3,273.7,214.6,681.2,4.7,395.0,795.1,261.2,897.7,761.6,596.3,605.9,881.5,802.2,677.0,772.8
JL,691.3,289.8,417.7,1001.0,660.5,819.8,482.7,1024.3,913.1,553.4,436.0,236.8,109.0,376.1,69.9,418.1,890.6,830.3,573.8,712.4,847.0,129.9,580.0,428.1,610.5,624.8,626.8,849.1,1200.2,648.1,600.0,170.9,800.3,938.6,33.9,699.7,421.1,266.8,476.4,887.4,716.1,352.9,677.9,234.2,626.7,619.6,544.9,406.4,626.1,118.6,907.4,838.6,797.7,0.0,914.2,468.0,814.7,642.1,829.8,425.5,80.0,370.8,298.4,44.1,690.2,878.0,935.0,473.8,191.6,628.3,882.9,108.5,616.6,788.4,932.4,621.5,189.6,660.7,868.8,890.4,92.3,372.7,609.9,301.1,798.6,666.9,821.9,470.8,872.8,865.0,876.5,56.1,330.7,874.9,790.5,476.9,61.2,694.0,573.9,444.7,801.7,862.9,867.8,140.3,202.9,597.5,511.5,649.8,113.7,642.8,914.4,555.9,752.2,805.7,19.5,698.8,711.5,450.9,558.6,498.2,266.1,622.6,8.9,663.1,775.5,1016.3,800.3,677.0,308.5,459.6,668.2,599.8,484.9,436.8,519.0,949.7,839.4,889.1,492.5,792.9,570.6,166.7,935.7,94.9,572.9,401.0,493.6,692.8,88.8,321.8,82.1
JN,415.4,673.6,630.8,478.8,867.0,90.1,612.8,502.1,390.9,759.9,642.5,622.4,763.7,535.3,890.5,439.8,318.0,106.6,780.3,347.1,434.3,950.5,786.5,587.3,292.3,417.2,276.0,276.5,678.0,439.0,806.5,745.8,227.7,338.4,786.5,906.2,556.3,564.8,426.9,365.2,237.2,736.7,366.8,646.0,387.6,826.1,486.2,451.6,366.9,830.4,494.7,316.4,275.5,820.5,0.0,598.1,292.5,848.6,307.6,610.8,900.6,754.6,720.4,864.7,214.7,355.8,412.8,680.3,724.6,834.8,277.7,754.0,823.1,266.2,78.0,432.4,912.4,242.4,55.3,64.8,912.9,485.3,816.4,531.9,276.4,391.0,164.5,432.4,350.6,342.8,354.3,876.7,752.7,300.2,477.1,490.0,881.8,324.1,780.4,651.2,1008.2,340.7,344.2,905.1,893.9,388.4,718.0,308.1,912.1,849.3,392.2,348.8,418.5,1012.2,840.1,328.9,435.6,523.6,765.1,704.7,866.6,413.5,811.6,869.6,982.0,494.1,195.1,883.5,629.0,644.9,360.0,804.6,550.5,539.1,725.5,427.5,234.2,18.0,699.0,270.7,459.8,812.9,55.1,915.5,779.4,614.1,623.7,899.3,820.0,743.8,790.6
JS,922.7,352.3,177.8,885.8,545.7,704.6,14.6,909.1,797.9,438.6,321.2,301.1,442.4,214.0,482.8,285.5,884.2,715.1,459.0,839.6,926.8,503.1,465.2,266.0,784.8,856.2,768.5,842.7,1085.0,879.5,485.2,402.3,793.9,932.2,465.2,584.9,165.2,243.5,707.8,772.2,729.7,415.4,859.3,324.7,858.1,504.8,164.9,273.8,688.9,509.1,987.2,723.4,682.5,499.2,799.0,0.0,699.5,527.3,714.6,102.7,510.9,433.3,529.8,500.1,707.2,762.8,819.8,359.0,423.0,513.5,876.5,432.7,501.8,673.2,817.2,852.9,422.3,734.9,753.6,775.2,505.2,164.0,495.1,210.6,683.4,898.3,815.5,702.2,757.6,749.8,761.3,487.9,562.1,868.5,1021.9,96.9,560.5,816.6,459.1,329.9,686.9,747.7,752.6,415.0,403.8,828.9,396.7,800.6,526.6,528.0,799.2,787.3,911.0,690.9,518.8,821.4,942.9,195.0,443.8,383.4,497.5,854.0,490.3,548.3,660.7,901.1,793.9,562.2,307.7,83.1,899.6,485.0,716.3,180.9,404.2,834.5,833.0,773.9,377.7,677.7,802.0,322.8,820.5,594.2,458.1,161.1,25.5,578.0,498.7,553.2,469.3
JY,394.5,701.7,658.9,186.2,895.1,191.2,640.9,209.5,98.3,788.0,670.6,650.5,791.8,563.4,918.6,467.9,370.8,201.7,808.4,326.2,413.4,978.6,814.6,615.4,271.4,394.8,255.1,329.3,466.6,418.1,834.6,724.9,280.5,418.8,814.6,934.3,584.4,592.9,406.0,72.6,216.3,764.8,345.9,674.1,366.7,854.2,514.3,479.7,395.0,858.5,473.8,23.8,64.1,848.6,285.6,626.2,0.0,876.7,96.2,638.9,928.7,782.7,699.5,892.8,193.8,144.4,120.2,708.4,703.7,862.9,363.1,782.1,851.2,54.8,303.8,411.5,882.7,221.5,240.2,261.8,941.0,513.4,844.5,560.0,19.5,370.1,302.1,411.5,139.2,131.4,66.4,904.8,731.8,355.1,456.2,518.1,909.9,303.2,808.5,679.3,1036.3,129.3,53.0,875.4,864.2,367.5,746.1,289.2,940.2,877.4,180.8,327.9,397.6,1040.3,868.2,308.0,414.7,551.7,793.2,732.8,845.7,392.6,839.7,897.7,1010.1,201.5,280.5,911.6,657.1,673.0,339.1,834.4,566.1,567.2,753.6,134.9,319.6,260.5,727.1,59.3,440.9,841.0,307.1,943.6,807.5,642.2,651.8,927.4,848.1,722.9,818.7
KC,1021.8,446.2,486.4,999.7,353.0,818.5,536.0,1023.0,911.8,126.5,205.4,358.9,536.3,299.0,663.1,399.4,998.1,829.0,266.3,953.5,1040.7,723.1,272.5,354.9,898.7,1022.1,882.4,956.6,1198.9,1045.4,139.7,683.2,907.8,1046.1,559.1,239.4,437.5,402.2,925.6,886.1,843.6,509.3,973.2,478.7,994.0,159.3,393.0,387.7,802.8,603.0,1101.1,837.3,796.4,593.1,912.9,521.3,813.4,0.0,828.5,492.0,673.2,527.2,636.8,637.3,821.1,876.7,933.7,220.5,703.9,168.0,990.4,526.6,156.3,787.1,931.1,1038.8,756.2,848.8,867.5,889.1,685.5,354.0,274.6,387.5,797.3,997.4,929.4,920.0,871.5,863.7,875.2,649.3,719.6,982.4,1083.5,413.2,654.4,930.5,58.1,197.2,341.4,861.6,866.5,733.5,737.7,994.8,201.5,914.5,684.7,335.3,913.1,955.2,1024.9,345.4,612.7,935.3,1042.0,404.8,98.3,190.7,778.4,1019.9,584.2,355.6,315.2,1015.0,907.8,267.5,443.9,526.1,966.4,190.3,986.4,420.3,166.8,948.4,946.9,887.8,231.9,791.6,1019.8,679.0,934.4,688.1,112.6,469.7,546.9,232.5,592.6,670.1,563.2
KF,381.7,688.9,646.1,274.6,882.3,178.4,628.1,297.9,186.7,775.2,657.8,637.7,779.0,550.6,905.8,455.1,358.0,188.9,795.6,313.4,400.6,965.8,801.8,602.6,258.6,382.0,242.3,316.5,370.3,405.3,821.8,712.1,267.7,406.0,801.8,921.5,571.6,580.1,393.2,161.0,203.5,752.0,333.1,661.3,353.9,841.4,501.5,466.9,382.2,845.7,461.0,112.2,33.0,835.8,272.8,613.4,88.3,863.9,0.0,626.1,915.9,769.9,686.7,880.0,181.0,48.1,208.6,695.6,690.9,850.1,350.3,769.3,838.4,42.3,291.0,398.7,869.9,208.7,227.4,249.0,928.2,500.6,831.7,547.2,72.2,357.3,289.3,398.7,106.2,51.7,104.2,892.0,719.0,342.3,443.4,505.3,897.1,290.4,795.7,666.5,1023.5,33.0,111.8,862.6,851.4,354.7,733.3,274.4,927.4,864.6,84.5,315.1,384.8,1027.5,855.4,295.2,401.9,538.9,780.4,720.0,832.9,379.8,826.9,884.9,997.3,289.9,267.7,898.8,644.3,660.2,326.3,821.6,553.3,554.4,740.8,223.3,306.8,247.7,714.3,37.8,428.1,828.2,294.3,930.8,794.7,629.4,639.0,914.6,835.3,710.1,805.9
KG,805.1,256.0,75.0,783.0,511.5,601.8,78.0,806.3,695.1,404.4,287.0,204.8,346.1,179.8,472.9,182.7,781.4,612.3,424.8,736.8,824.0,532.9,431.0,231.8,682.0,805.4,665.7,739.9,982.2,828.7,451.0,493.0,691.1,829.4,368.9,550.7,62.4,147.2,798.5,669.4,626.9,319.1,756.5,228.4,777.3,470.6,176.3,171.0,586.1,412.8,884.4,620.6,579.7,402.9,696.2,102.7,596.7,493.1,611.8,0.0,483.0,337.0,515.7,447.1,604.4,660.0,717.0,324.8,513.7,479.3,773.7,336.4,467.6,570.4,714.4,822.1,525.1,632.1,650.8,672.4,495.3,129.8,460.9,114.3,580.6,780.7,712.7,792.9,654.8,647.0,658.5,459.1,598.5,765.7,866.8,199.7,464.2,713.8,424.9,295.7,652.7,644.9,649.8,517.8,506.6,778.1,362.5,697.8,494.5,493.8,696.4,738.5,808.2,656.7,422.5,718.6,825.3,92.2,409.6,349.2,588.2,803.2,394.0,514.1,626.5,798.3,691.1,528.0,211.4,34.0,749.7,450.8,769.7,78.1,370.0,731.7,730.2,671.1,343.5,574.9,892.7,425.6,717.7,497.9,423.9,58.3,103.6,543.8,402.4,549.0,373.0
KI,769.6,374.5,502.4,1079.3,745.2,898.1,488.0,1102.6,991.4,638.1,520.7,321.5,193.7,460.8,40.6,502.8,968.9,908.6,658.5,790.7,925.3,80.6,664.7,512.8,688.8,704.6,705.1,927.4,1278.5,726.4,684.7,249.2,878.6,1016.9,118.6,784.4,505.8,351.5,554.7,965.7,794.4,437.6,756.2,318.9,705.0,704.3,550.2,491.1,704.4,203.3,985.7,916.9,876.0,84.6,992.5,473.3,893.0,726.8,908.1,576.1,0.0,455.5,376.7,39.9,768.5,956.3,1013.3,558.5,269.9,713.0,961.2,193.2,701.3,866.7,1010.7,699.8,140.3,739.0,947.1,968.7,63.0,457.4,694.6,385.8,876.9,745.2,900.2,549.1,951.1,943.3,954.8,27.7,409.0,953.2,868.8,482.2,101.4,772.3,658.6,529.4,886.4,941.2,946.1,91.0,153.6,675.8,596.2,728.1,84.4,727.5,992.7,634.2,830.5,890.4,65.0,777.1,789.8,587.6,643.3,582.9,344.4,700.9,93.5,747.8,860.2,1094.6,878.6,761.7,393.2,556.5,746.5,684.5,563.2,603.1,603.7,1028.0,917.7,967.4,577.2,871.2,648.9,172.0,1014.0,135.1,657.6,485.7,498.9,777.5,173.5,400.1,166.8
KO,956.4,80.9,346.9,947.6,578.3,766.4,432.8,970.9,859.7,471.2,353.8,166.0,289.1,305.3,415.9,347.3,946.0,776.9,491.6,977.5,988.6,475.9,497.8,357.3,875.6,889.9,891.9,904.5,1146.8,913.2,517.8,436.0,855.7,994.0,311.9,617.5,350.3,196.0,741.5,834.0,791.5,17.8,943.0,171.4,891.8,537.4,340.9,335.6,750.7,355.8,1049.0,785.2,744.3,345.9,860.8,457.5,761.3,559.9,776.4,354.7,426.0,0.0,458.7,390.1,769.0,824.6,881.6,391.6,456.7,546.1,938.3,279.4,534.4,735.0,879.0,886.6,509.0,796.7,815.4,837.0,438.3,301.9,527.7,230.3,745.2,932.0,877.3,735.9,819.4,811.6,823.1,402.1,541.5,930.3,1055.6,361.1,407.2,959.1,491.7,362.5,719.5,809.5,814.4,486.3,490.5,862.6,429.3,914.9,437.5,560.6,861.0,821.0,1017.3,723.5,365.5,963.9,976.6,380.1,476.4,416.0,531.2,887.7,337.0,580.9,693.3,962.9,855.7,594.8,237.7,388.8,933.3,517.6,750.0,366.0,436.8,896.3,894.8,835.7,410.3,739.5,835.7,431.8,882.3,440.9,490.7,330.2,458.4,610.6,345.4,492.0,316.0
KT,503.6,396.2,524.1,813.3,650.6,632.1,512.7,836.6,725.4,543.5,426.1,343.2,299.0,482.5,334.4,524.5,702.9,642.6,563.9,524.7,659.3,354.7,570.1,534.5,422.8,437.1,439.1,661.4,1012.5,460.4,590.1,116.1,612.6,750.9,247.6,689.8,527.5,373.2,288.7,699.7,528.4,459.3,490.2,340.6,439.0,609.7,574.9,512.8,438.4,363.0,719.7,650.9,610.0,281.6,726.5,498.0,627.0,632.2,642.1,600.8,361.7,477.2,0.0,325.8,502.5,690.3,747.3,463.9,94.9,618.4,695.2,289.3,606.7,600.7,744.7,433.8,273.9,473.0,681.1,702.7,356.8,479.1,600.0,407.5,610.9,479.2,634.2,283.1,685.1,677.3,688.8,337.8,82.7,687.2,602.8,506.9,342.9,506.3,564.0,434.8,791.8,675.2,680.1,266.6,255.4,409.8,501.6,464.1,378.2,632.9,726.7,368.2,564.5,795.8,301.2,511.1,523.8,612.3,548.7,488.3,236.9,434.9,272.7,653.2,765.6,828.6,612.6,667.1,414.9,581.2,480.5,589.9,297.2,627.8,509.1,762.0,651.7,701.4,482.6,605.2,382.9,196.7,748.0,376.6,563.0,507.4,523.6,682.9,333.2,33.2,325.9
KV,736.0,334.5,462.4,1045.7,705.2,864.5,493.1,1069.0,957.8,598.1,480.7,281.5,153.7,420.8,25.7,462.8,935.3,875.0,618.5,757.1,891.7,85.7,624.7,472.8,655.2,669.5,671.5,893.8,1244.9,692.8,644.7,215.6,845.0,983.3,78.6,744.4,465.8,311.5,521.1,932.1,760.8,397.6,722.6,278.9,671.4,664.3,555.3,451.1,670.8,163.3,952.1,883.3,842.4,44.6,958.9,478.4,859.4,686.8,874.5,470.2,35.8,415.5,343.1,0.0,734.9,922.7,979.7,518.5,236.3,673.0,927.6,153.2,661.3,833.1,977.1,666.2,145.4,705.4,913.5,935.1,48.1,417.4,654.6,345.8,843.3,711.6,866.6,515.5,917.5,909.7,921.2,11.9,375.4,919.6,835.2,487.3,61.4,738.7,618.6,489.4,846.4,907.6,912.5,96.1,158.7,642.2,556.2,696.5,69.5,687.5,959.1,600.6,796.9,850.4,25.0,743.5,756.2,495.6,603.3,542.9,310.8,667.3,53.5,707.8,820.2,1061.0,845.0,721.7,353.2,561.6,712.9,644.5,529.6,481.5,563.7,994.4,884.1,933.8,537.2,837.6,615.3,177.1,980.4,95.1,617.6,445.7,504.0,737.5,133.5,366.5,126.8
